datetime,symbol,Open,High,Low,Close,Volume,Standard Deviation(12M)
2021-02-18 10:00:00,BMFBOVESPA:CMIN3,6.122942,6.654494,5.948001,6.055657,91303152.0,0.0
2021-02-19 10:00:00,BMFBOVESPA:CMIN3,6.122942,6.291155,6.075842,6.089299,14803423.00000001,0.0
2021-02-22 10:00:00,BMFBOVESPA:CMIN3,6.001829,6.257512,5.833616,6.250783,15615643.0,0.10430965303364803
2021-02-23 10:00:00,BMFBOVESPA:CMIN3,6.392082,6.459367,6.122942,6.136399,13738106.0,0.0851980058041268
2021-02-24 10:00:00,BMFBOVESPA:CMIN3,6.163313,6.244055,6.102756,6.156584,9735584.0,0.07453147613458368
2021-02-25 10:00:00,BMFBOVESPA:CMIN3,6.17677,6.250783,6.055657,6.055657,8997826.0,0.07461239589348859
2021-02-26 10:00:00,BMFBOVESPA:CMIN3,6.156584,6.170041,5.988371,6.008557,7206643.0,0.08090196653710861
2021-03-01 10:00:00,BMFBOVESPA:CMIN3,6.089299,6.116213,5.934543,6.022014,9777349.0,0.08077699873947497
2021-03-02 10:00:00,BMFBOVESPA:CMIN3,6.035471,6.089299,5.72596,5.921087,9127574.0,0.0956167096015533
2021-03-03 10:00:00,BMFBOVESPA:CMIN3,5.988371,5.988371,5.503919,5.712503,15147038.0,0.14641425094117946
2021-03-04 10:00:00,BMFBOVESPA:CMIN3,5.72596,5.752874,5.443363,5.685589,26625809.99999999,0.17540623906282132
2021-03-05 10:00:00,BMFBOVESPA:CMIN3,5.651946,5.746145,5.584661,5.72596,14811153.0,0.186079053808496
2021-03-08 10:00:00,BMFBOVESPA:CMIN3,5.651946,5.732689,5.618304,5.72596,7400740.0,0.19209874946295402
2021-03-09 10:00:00,BMFBOVESPA:CMIN3,5.685589,5.712503,5.557747,5.699046,5875441.0,0.197784321860641
2021-03-10 10:00:00,BMFBOVESPA:CMIN3,5.719231,5.719231,5.517376,5.645218,14539324.0,0.20581279709930114
2021-03-11 10:00:00,BMFBOVESPA:CMIN3,5.685589,5.873987,5.59139,5.719231,11069461.0,0.2054449034322017
2021-03-12 10:00:00,BMFBOVESPA:CMIN3,5.692317,5.72596,5.625032,5.712503,3334164.0,0.2047841776776475
2021-03-15 10:00:00,BMFBOVESPA:CMIN3,5.685589,5.739417,5.625032,5.712503,3799201.0,0.20359242834615032
2021-03-16 10:00:00,BMFBOVESPA:CMIN3,5.712503,5.820159,5.699046,5.719231,3347987.0,0.20173377378352275
2021-03-17 10:00:00,BMFBOVESPA:CMIN3,5.72596,5.873987,5.685589,5.799973,3791026.0,0.1972034383270498
2021-03-18 10:00:00,BMFBOVESPA:CMIN3,5.786517,5.826887,5.665403,5.712503,6827659.0,0.19556090843542964
2021-03-19 10:00:00,BMFBOVESPA:CMIN3,5.739417,5.739417,5.645218,5.739417,4154552.0,0.19286237472481127
2021-03-22 10:00:00,BMFBOVESPA:CMIN3,5.67886,5.705774,5.59139,5.651946,3261935.0,0.19354148534553242
2021-03-23 10:00:00,BMFBOVESPA:CMIN3,5.651946,5.67886,5.54429,5.598118,3402827.0,0.19639840909386574
2021-03-24 10:00:00,BMFBOVESPA:CMIN3,5.638489,5.658675,5.59139,5.625032,2621971.0,0.19718732880013698
2021-03-25 10:00:00,BMFBOVESPA:CMIN3,5.719231,5.752874,5.584661,5.584661,7147789.0,0.1993548225333413
2021-03-26 10:00:00,BMFBOVESPA:CMIN3,5.685589,5.719231,5.59139,5.625032,6045019.0,0.19925763524485174
2021-03-29 10:00:00,BMFBOVESPA:CMIN3,5.625032,6.190227,5.625032,6.170041,15615491.0,0.2065311587916973
2021-03-30 10:00:00,BMFBOVESPA:CMIN3,6.156584,6.351711,6.055657,6.069114,13189248.99999999,0.20758428217942776
2021-03-31 10:00:00,BMFBOVESPA:CMIN3,6.089299,6.223869,6.089299,6.183498,8040259.0,0.21345347626597136
2021-04-01 10:00:00,BMFBOVESPA:CMIN3,6.257512,6.338254,6.069114,6.089299,9515625.0,0.2142057956191933
2021-04-05 10:00:00,BMFBOVESPA:CMIN3,6.17677,6.257512,6.170041,6.190227,5623974.0,0.2187469888998936
2021-04-06 10:00:00,BMFBOVESPA:CMIN3,6.203684,6.304611,6.196955,6.223869,6158563.0,0.22401199860383564
2021-04-07 10:00:00,BMFBOVESPA:CMIN3,6.284426,6.31134,6.230598,6.31134,6558205.0,0.23270364211211508
2021-04-08 10:00:00,BMFBOVESPA:CMIN3,6.318069,6.392082,6.257512,6.257512,7194902.0,0.2374352869137614
2021-04-09 10:00:00,BMFBOVESPA:CMIN3,6.257512,6.344983,6.163313,6.304611,4605771.0,0.24342890109883691
2021-04-12 10:00:00,BMFBOVESPA:CMIN3,6.31134,6.392082,6.270969,6.344983,6037141.0,0.25028151503310386
2021-04-13 10:00:00,BMFBOVESPA:CMIN3,6.344983,6.358439,6.264241,6.31134,5512362.0,0.2546963464684715
2021-04-14 10:00:00,BMFBOVESPA:CMIN3,6.304611,6.378625,6.257512,6.371897,16024943.0,0.2608598217219646
2021-04-15 10:00:00,BMFBOVESPA:CMIN3,6.412267,6.573752,6.412267,6.519923,15755790.0,0.27298338404523664
2021-04-16 10:00:00,BMFBOVESPA:CMIN3,6.519923,6.614123,6.371897,6.439181,10664021.0,0.279705254801683
2021-04-19 10:00:00,BMFBOVESPA:CMIN3,6.513195,6.58048,6.472824,6.540109,8681561.0,0.28981830034561734
2021-04-20 10:00:00,BMFBOVESPA:CMIN3,6.587209,6.775607,6.493009,6.499738,10905533.0,0.29686618175499485
2021-04-22 10:00:00,BMFBOVESPA:CMIN3,6.607394,6.620852,6.418996,6.499738,7814355.0,0.30298469405820644
2021-04-23 10:00:00,BMFBOVESPA:CMIN3,6.560295,6.634308,6.513195,6.560295,6896618.0,0.31057311299979246
2021-04-26 10:00:00,BMFBOVESPA:CMIN3,6.667951,6.748693,6.614123,6.67468,11249887.0,0.32183996760515465
2021-04-27 10:00:00,BMFBOVESPA:CMIN3,6.71505,6.997648,6.694865,6.89672,15643284.00000001,0.34219151503656203
2021-04-28 10:00:00,BMFBOVESPA:CMIN3,6.977462,7.206232,6.964005,7.172589,11219270.99999999,0.37504758196205074
2021-04-29 10:00:00,BMFBOVESPA:CMIN3,7.334073,7.535928,7.07839,7.266788,24389206.0,0.4081599013066653
2021-04-30 10:00:00,BMFBOVESPA:CMIN3,7.233146,7.233146,7.058204,7.058204,10898101.0,0.4260152352703321
2021-05-03 10:00:00,BMFBOVESPA:CMIN3,7.12689,7.153937,6.876705,6.890228,11848102.0,0.435274291718506
2021-05-04 10:00:00,BMFBOVESPA:CMIN3,6.917275,6.957846,6.633282,6.842896,13385720.0,0.44199341738449666
2021-05-05 10:00:00,BMFBOVESPA:CMIN3,6.890228,6.951084,6.700899,6.829373,23438878.99999999,0.44757117460705476
2021-05-06 10:00:00,BMFBOVESPA:CMIN3,6.964608,7.099843,6.89699,7.099843,15350445.0,0.4613170745540974
2021-05-07 10:00:00,BMFBOVESPA:CMIN3,7.208031,7.336504,7.099843,7.180984,13626485.0,0.47654781965326576
2021-05-10 10:00:00,BMFBOVESPA:CMIN3,7.437931,7.485263,7.038987,7.180984,19519480.99999999,0.4901262103491089
2021-05-11 10:00:00,BMFBOVESPA:CMIN3,7.133652,7.370313,6.978131,7.370313,12944414.0,0.5092431419868464
2021-05-12 10:00:00,BMFBOVESPA:CMIN3,6.930799,7.079558,6.788802,6.788802,211352371.00000003,0.5099524491330893
2021-05-13 10:00:00,BMFBOVESPA:CMIN3,6.761755,6.863181,6.565664,6.673852,20070673.00000001,0.5086060702759978
2021-05-14 10:00:00,BMFBOVESPA:CMIN3,6.558902,6.640043,6.423667,6.450714,17404203.0,0.504925612808007
2021-05-17 10:00:00,BMFBOVESPA:CMIN3,6.491285,6.653567,6.477761,6.525093,11290257.0,0.5018850832943221
2021-05-18 10:00:00,BMFBOVESPA:CMIN3,6.612996,6.748231,6.504808,6.606235,20631617.0,0.4996892240059675
2021-05-19 10:00:00,BMFBOVESPA:CMIN3,6.491285,6.491285,6.301956,6.362811,14592656.0,0.49579346993264706
2021-05-20 10:00:00,BMFBOVESPA:CMIN3,6.389858,6.416905,6.295194,6.315479,10896277.0,0.4918795270685512
2021-05-21 10:00:00,BMFBOVESPA:CMIN3,6.274908,6.288432,6.153197,6.2411,11974695.0,0.4880331508630321
2021-05-24 10:00:00,BMFBOVESPA:CMIN3,6.180244,6.254623,6.105865,6.247862,13325379.0,0.484270697001586
2021-05-25 10:00:00,BMFBOVESPA:CMIN3,6.28167,6.356049,6.12615,6.166721,9576946.0,0.48074555424693355
2021-05-26 10:00:00,BMFBOVESPA:CMIN3,6.112627,6.200529,6.024724,6.12615,23563106.99999999,0.4774455492334211
2021-05-27 10:00:00,BMFBOVESPA:CMIN3,6.173482,6.308717,6.166721,6.234338,15032039.0,0.47393528511948657
2021-05-28 10:00:00,BMFBOVESPA:CMIN3,6.322241,6.383096,6.220815,6.301956,11054666.0,0.47051091502497133
2021-05-31 10:00:00,BMFBOVESPA:CMIN3,6.376335,6.423667,6.288432,6.349288,7983572.0,0.4672476095534711
2021-06-01 10:00:00,BMFBOVESPA:CMIN3,6.484523,6.504808,6.389858,6.491285,10320687.0,0.46470973931451837
2021-06-02 10:00:00,BMFBOVESPA:CMIN3,6.491285,6.55214,6.410143,6.531855,11268223.0,0.46250059536967686
