datetime,symbol,Open,High,Low,Close,Volume,Standard Deviation(12M)
2003-11-27 09:00:00,BMFBOVESPA:CSNA3,0.208059,0.214949,0.208059,0.214949,48252906.00000002,0.0
2003-11-28 09:00:00,BMFBOVESPA:CSNA3,0.21426,0.224594,0.21426,0.224594,52886575.99999999,0.0
2003-12-01 09:00:00,BMFBOVESPA:CSNA3,0.224594,0.230105,0.224594,0.22735,45256705.0,0.006511609657629462
2003-12-02 09:00:00,BMFBOVESPA:CSNA3,0.22735,0.231483,0.225972,0.230105,51771709.00000001,0.006595906836819331
2003-12-03 09:00:00,BMFBOVESPA:CSNA3,0.230105,0.230105,0.221838,0.223216,43688913.99999998,0.005730891265763118
2003-12-04 09:00:00,BMFBOVESPA:CSNA3,0.222527,0.224594,0.213571,0.217016,117374881.0,0.005873994506863851
2003-12-05 09:00:00,BMFBOVESPA:CSNA3,0.222527,0.225972,0.217704,0.223905,51318824.0,0.005376403621823972
2003-12-08 09:00:00,BMFBOVESPA:CSNA3,0.223905,0.236995,0.223905,0.234239,75671768.00000001,0.006364870501432063
2003-12-09 09:00:00,BMFBOVESPA:CSNA3,0.236306,0.239062,0.234928,0.239062,56475061.0,0.0076982363420317135
2003-12-10 09:00:00,BMFBOVESPA:CSNA3,0.239062,0.243195,0.231483,0.232172,59436463.99999998,0.0075118490222669775
2003-12-11 09:00:00,BMFBOVESPA:CSNA3,0.232172,0.234928,0.231483,0.234928,34630593.00000001,0.007549729468964135
2003-12-12 09:00:00,BMFBOVESPA:CSNA3,0.234928,0.236306,0.230105,0.232172,41563693.99999998,0.007328341273315664
2003-12-15 09:00:00,BMFBOVESPA:CSNA3,0.234928,0.236995,0.226661,0.228039,43967633.99999999,0.007016642565888326
2003-12-16 09:00:00,BMFBOVESPA:CSNA3,0.228039,0.231483,0.223216,0.229416,48078727.00000002,0.006754740514045518
2003-12-17 09:00:00,BMFBOVESPA:CSNA3,0.230105,0.232172,0.226661,0.228039,61526844.99999997,0.00650908080190393
2003-12-18 09:00:00,BMFBOVESPA:CSNA3,0.228039,0.231483,0.223905,0.231483,61282969.99999999,0.006350207484471145
2003-12-19 09:00:00,BMFBOVESPA:CSNA3,0.231483,0.238373,0.231483,0.236306,223810165.00000015,0.00645760808192212
2003-12-22 09:00:00,BMFBOVESPA:CSNA3,0.236306,0.247329,0.235617,0.245951,118385231.0,0.007475529175751798
2003-12-23 09:00:00,BMFBOVESPA:CSNA3,0.24664,0.255596,0.23975,0.243884,110964379.00000004,0.007969039973144021
2003-12-26 09:00:00,BMFBOVESPA:CSNA3,0.243884,0.25284,0.243884,0.251462,312337801.99999976,0.009079067865439888
2003-12-29 09:00:00,BMFBOVESPA:CSNA3,0.253529,0.26593,0.252151,0.265241,38741676.99999998,0.011523695794401413
2003-12-30 09:00:00,BMFBOVESPA:CSNA3,0.266619,0.270753,0.263174,0.263174,56161521.99999998,0.012953297188853914
2004-01-02 09:00:00,BMFBOVESPA:CSNA3,0.260419,0.267308,0.257663,0.266619,18325613.00000001,0.014328529381936305
2004-01-05 09:00:00,BMFBOVESPA:CSNA3,0.268686,0.28522,0.268686,0.28522,81385459.00000003,0.017267262588409937
2004-01-06 09:00:00,BMFBOVESPA:CSNA3,0.287287,0.292799,0.28522,0.291421,95216839.99999994,0.020012591499103755
2004-01-07 09:00:00,BMFBOVESPA:CSNA3,0.286598,0.292799,0.280398,0.281776,86820446.99999994,0.021251183808799562
2004-01-08 09:00:00,BMFBOVESPA:CSNA3,0.284531,0.289354,0.279709,0.288665,99989864.0,0.02272148146716402
2004-01-09 09:00:00,BMFBOVESPA:CSNA3,0.289354,0.301755,0.287287,0.295554,42330171.99999998,0.024381996423222006
2004-01-12 09:00:00,BMFBOVESPA:CSNA3,0.298999,0.307955,0.288665,0.290043,73964613.99999997,0.025348607803805184
2004-01-13 09:00:00,BMFBOVESPA:CSNA3,0.29211,0.293488,0.272131,0.272131,145386000.99999997,0.025334827497286053
2004-01-14 09:00:00,BMFBOVESPA:CSNA3,0.274886,0.28522,0.262485,0.274886,158381200.99999997,0.025386366109703726
2004-01-15 09:00:00,BMFBOVESPA:CSNA3,0.273508,0.279709,0.267997,0.268686,75079504.99999999,0.02522759426219759
