datetime,symbol,Open,High,Low,Close,Volume,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2004-01-14 09:00:00,BMFBOVESPA:ABEV3,1.257955,1.259076,1.222061,1.258796,299533.0,14.282134689567965,14.282134689567965,14.282134689567965,14.282134689567965,4.260993837824799,4.260993837824799,4.260993837824799,4.260993837824799,3.0668549079954057,2.392690086158705,1.144043945959033,-2.0027194588324284,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-15 09:00:00,BMFBOVESPA:ABEV3,1.257113,1.257113,1.257113,1.257113,32078.0,14.129340406234878,14.129340406234878,14.129340406234878,14.129340406234878,4.280010743707415,4.280010743707415,4.280010743707415,4.280010743707415,3.0183161390220974,2.3492445846545267,1.111135579273708,-2.0214079287487667,0.0330049915029898,0.0330049915029898,0.0330049915029898,0.0330049915029898,391.4082359860576,304.6445887134076,144.08948466404644,-262.1314915859425,6.55048969814497,6.55048969814497,6.55048969814497,6.55048969814497,1291.8425502920059,1005.4792061917836,475.56722170070316,-865.1647652460074
2004-01-16 09:00:00,BMFBOVESPA:ABEV3,1.203554,1.220098,1.185046,1.203554,595519.0,9.266887036635229,9.266887036635229,9.266887036635229,9.266887036635229,4.351330052082776,4.351330052082776,4.351330052082776,4.351330052082776,1.8521481683064192,1.1961219449405809,-0.0168439587679461,-3.097753306008717,0.5678521738378667,0.5678521738378667,0.5678521738378667,0.5678521738378667,14.192616242344236,9.165627261403603,-0.129071662238514,-23.73742265222556,4.319686225970889,4.319686225970889,4.319686225970889,4.319686225970889,805.9307985661789,520.472136497565,-7.3293623983007095,-1347.93470543745
2004-01-19 09:00:00,BMFBOVESPA:ABEV3,1.231315,1.231315,1.231315,1.231315,3545.0,9.011945750551329,11.787221023331316,11.787221023331316,11.787221023331316,3.81798286909382,4.177688152571725,4.177688152571725,4.177688152571725,2.0441073119404063,1.8520857154667807,0.5926402458502531,-2.614907704541748,0.7409539806251301,0.6548951942148364,0.6548951942148364,0.6548951942148364,10.532862908697082,11.814770698278563,3.78055321782312,-16.680942284864148,3.773305803254215,5.841928231003117,5.841928231003117,5.841928231003117,780.4366699577889,773.7436551052899,247.58661338257966,-1092.4268937332583
2004-01-20 09:00:00,BMFBOVESPA:ABEV3,1.231315,1.240569,1.231315,1.240569,160451.0,8.06058372988186,12.627362614516285,12.627362614516285,12.627362614516285,3.5155893036462214,4.096397174361741,4.096397174361741,4.096397174361741,1.9493581856878488,2.0969459384944096,0.8165287090835356,-2.453227219580527,0.4681812461387462,0.6017316136059961,0.6017316136059961,0.6017316136059961,14.637798594240294,14.27534007356038,5.55866738765893,-16.70078955987371,2.681253031056444,6.395016467990792,6.395016467990792,6.395016467990792,685.3142786579408,858.9923417237827,334.4825896675035,-1004.9393050356981
2004-01-21 09:00:00,BMFBOVESPA:ABEV3,1.222061,1.222061,1.166538,1.222061,167588.0,6.448432141640778,10.947079432146367,10.947079432146367,10.947079432146367,3.3347358199346915,4.073003437633094,4.073003437633094,4.073003437633094,1.5716982274798803,1.6986642034457933,0.4157773883187328,-2.87083571032531,0.7357310968018056,0.6862268695867936,0.6862268695867936,0.6862268695867936,7.123796180545182,10.082183380818387,2.467788434067024,-17.039443127716115,2.6337502776201407,6.9509907733910525,6.9509907733910525,6.9509907733910525,524.119837730502,691.8665140018998,169.34627319123086,-1169.2923717034832
2004-01-22 09:00:00,BMFBOVESPA:ABEV3,1.203554,1.212807,1.203554,1.203554,39207.0,4.83636765906147,9.266887036635229,9.266887036635229,9.266887036635229,3.1163124322544222,4.044930585804481,4.044930585804481,4.044930585804481,1.1645714272832888,1.2972582103652306,0.0103824690592909,-3.2971106628624045,1.2236021351915192,0.887751060884159,0.887751060884159,0.887751060884159,2.965970974317685,5.91080049802049,0.0473064674372434,-15.022886879697566,2.591379377918465,7.262253272712268,7.262253272712268,7.262253272712268,362.916841709119,524.7319412792306,4.1996366654094786,-1333.6583764994227
2004-01-23 09:00:00,BMFBOVESPA:ABEV3,1.203554,1.296092,1.203554,1.271976,203246.0,7.335580222202341,15.47870548833798,15.47870548833798,15.47870548833798,2.7543997622113285,3.8884269707231343,3.8884269707231343,3.8884269707231343,2.2249549926135863,2.9492604250500505,1.615700472963271,-1.8229077983118955,1.2435382143602571,0.9679217954400466,0.9679217954400466,0.9679217954400466,4.928208423203589,11.848047884113711,6.490744732971197,-7.323157595469757,2.8071607975444173,8.560683106038034,8.560683106038034,8.560683106038034,612.841550258577,1146.798378045099,628.2533295680506,-708.8243848097502
2004-01-26 09:00:00,BMFBOVESPA:ABEV3,1.296092,1.296092,1.296092,1.296092,135489.0,10.231401472369267,17.668121374767253,17.668121374767253,17.668121374767253,2.8405986192628627,3.967049234934184,3.967049234934184,3.967049234934184,3.176890678569864,3.444939556137975,2.1428168911121186,-1.2256760850792074,0.7040337755521248,1.0809634430093955,1.0809634430093955,1.0809634430093955,12.81795218988962,12.642652181210606,7.863966319549709,-4.49813303774079,2.6104247018998348,8.165111073466734,8.165111073466734,8.165111073466734,902.4271275094615,1366.624483057166,850.0660108490378,-486.2317375590596
2004-01-27 09:00:00,BMFBOVESPA:ABEV3,1.259076,1.259076,1.259076,1.259076,17813.0,8.637778297397595,14.307555010027423,14.307555010027423,14.307555010027423,2.758250042314568,4.068924697597617,4.068924697597617,4.068924697597617,2.693996930569724,2.5349592630896707,1.2703451773405914,-2.011917853379691,0.4603741559998227,0.908173936272769,0.908173936272769,0.908173936272769,16.140604442926456,11.35747012881842,5.691573673396714,-9.014068689035188,2.252041166196354,6.836819879712641,6.836819879712641,6.836819879712641,743.0717147739256,1031.4558352989418,516.8938866555158,-818.6342243154206
