datetime,symbol,Open,High,Low,Close,Volume,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M)
2020-12-11 10:00:00,BMFBOVESPA:RDOR3,59.504904,61.887002,59.085651,61.887002,3718666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14 10:00:00,BMFBOVESPA:RDOR3,61.934647,64.278634,61.08662,63.259095,4051458.0,6.394226387447409,6.394226387447409,6.394226387447409,6.394226387447409,3.043481868462902,3.043481868462902,3.043481868462902,3.043481868462902,2.051839317408392,1.9484517697308572,1.7814719791205391,1.1558280012711803,-0.08642049452016565,-1.9605184896327843,-2.371084441220116,0.6160172558954409
2020-12-15 10:00:00,BMFBOVESPA:RDOR3,63.745046,64.24052,62.696922,63.44966,3442542.0,6.714733908959119,6.714733908959119,6.714733908959119,6.714733908959119,2.901023146863817,2.901023146863817,2.901023146863817,2.901023146863817,2.263078558384092,2.154614023338384,1.9797729014545136,1.3264780145786608,-0.6913404037893883,-2.752412289180283,-3.2064278454315556,0.7710067621218201
2020-12-16 10:00:00,BMFBOVESPA:RDOR3,63.649763,64.307218,63.078053,64.078539,2968487.0,7.772433117212289,7.772433117212289,7.772433117212289,7.772433117212289,2.875113494423377,2.875113494423377,2.875113494423377,2.875113494423377,2.6513535914607256,2.541911606860209,2.3658363567444174,1.7097537290045248,-0.8287777336938515,-4.283391014820571,-4.589227402087824,0.8587605026536729
2020-12-17 10:00:00,BMFBOVESPA:RDOR3,63.916558,67.546878,63.887973,66.508285,4024592.0,11.858975075929754,11.858975075929754,11.858975075929754,11.858975075929754,3.523761642147895,3.523761642147895,3.523761642147895,3.523761642147895,3.3230069559632907,3.233710868788217,3.0903258800935247,2.557542571511984,0.062307284320851246,-4.096758019680891,-3.2628216320190075,1.614421472562199
2020-12-18 10:00:00,BMFBOVESPA:RDOR3,66.498755,68.109058,65.088548,65.088548,10213767.0,9.471147368488868,9.471147368488868,9.471147368488868,9.471147368488868,3.4825655998065,3.4825655998065,3.4825655998065,3.4825655998065,2.676663647367082,2.586311256934321,2.4415120524693763,1.9049847008463023,-0.1428741618742737,-5.2472450596177405,-4.918255712315195,1.3382478406589189
2020-12-21 10:00:00,BMFBOVESPA:RDOR3,63.849859,64.25958,62.696922,63.058999,2255567.0,6.057688864689252,6.057688864689252,6.057688864689252,6.057688864689252,3.333164027070385,3.333164027070385,3.333164027070385,3.333164027070385,1.7725495021517044,1.6781472692504984,1.5271523170263948,0.969249094574252,0.18424624161070302,-5.956358616820596,-5.046132901689732,1.4452134270189974
2020-12-22 10:00:00,BMFBOVESPA:RDOR3,63.554473,64.135707,62.954186,64.126183,1828737.0,7.852564622761057,7.852564622761057,7.852564622761057,7.852564622761057,3.092541605056425,3.092541605056425,3.092541605056425,3.092541605056425,2.49085541234128,2.389107993238836,2.226681991783736,1.628250221657037,0.6214123615029158,-5.305621478071018,-6.0142351559223854,1.9906524444478226
2020-12-23 10:00:00,BMFBOVESPA:RDOR3,64.307218,65.002795,63.840328,64.926566,900880.0,9.198713031913352,9.198713031913352,9.198713031913352,9.198713031913352,2.9699729901870504,2.9699729901870504,2.9699729901870504,2.9699729901870504,3.046903939496014,2.9409574787635204,2.772158838955729,2.1520291981029835,0.7272247703914779,-5.600326732466901,-5.345492459543809,2.091050538634627
2020-12-28 10:00:00,BMFBOVESPA:RDOR3,65.269589,65.43157,64.221467,64.793169,1444410.0,8.974355244034708,8.974355244034708,8.974355244034708,8.974355244034708,2.878886781731027,2.878886781731027,2.878886781731027,2.878886781731027,3.065373974454386,2.9560754328173235,2.7826181435794552,2.149054714323283,0.40154801076153207,-6.470881380311664,-6.585140154344818,1.934646089564638
2020-12-29 10:00:00,BMFBOVESPA:RDOR3,64.793169,64.983734,64.316749,64.793169,1015168.0,8.974355244034708,8.974355244034708,8.974355244034708,8.974355244034708,2.788258432930227,2.788258432930227,2.788258432930227,2.788258432930227,3.1650095672246708,3.0521584329592075,2.873415259908496,2.222452163540297,-0.23230386849323711,-5.975982033116603,-6.432547054940192,2.245694059634891
2020-12-30 10:00:00,BMFBOVESPA:RDOR3,64.802699,65.079024,63.554473,65.079024,1368638.0,9.455129140404608,9.455129140404608,9.455129140404608,9.455129140404608,2.714392747463956,2.714392747463956,2.714392747463956,2.714392747463956,3.4282579487375764,3.312335841638152,3.129090277044051,2.463692741259708,0.8807510881937411,-5.217114269052735,-6.2913367769981265,2.3370395080727455
2021-01-04 10:00:00,BMFBOVESPA:RDOR3,65.317234,65.317234,62.601633,62.887488,1419329.0,5.7692278906279295,5.7692278906279295,5.7692278906279295,5.7692278906279295,2.731880637676896,2.731880637676896,2.731880637676896,2.731880637676896,2.057094729984654,1.9419146879133444,1.7605608625494595,1.1059397020672317,-0.16387781848288344,-5.554267504499334,-7.631940623867349,0.9874691964408988
2021-01-05 10:00:00,BMFBOVESPA:RDOR3,63.012694,63.480513,60.673585,62.153428,1293543.0,4.53462682935809,4.53462682935809,4.53462682935809,4.53462682935809,2.751454649307148,2.751454649307148,2.751454649307148,2.751454649307148,1.5937519459194622,1.4793913015015523,1.299684430885231,0.6529550365687539,-0.6443366140155711,-5.602584136514353,-7.4582654160879995,1.322213172535104
2021-01-06 10:00:00,BMFBOVESPA:RDOR3,62.162978,62.267999,59.05053,59.05053,1281183.0,-0.6840762246321287,-0.6840762246321287,-0.6840762246321287,-0.6840762246321287,3.421658785151416,3.421658785151416,3.421658785151416,3.421658785151416,-0.2436148385587527,-0.3355755355595483,-0.4797961156321046,-0.9972490168072692,-1.8409931690122407,-5.24088936663948,-8.036853875673303,-0.5757757662191993
2021-01-07 10:00:00,BMFBOVESPA:RDOR3,59.585185,60.511282,57.761636,58.191269,2010284.0,-2.1292503827497056,-2.1292503827497056,-2.1292503827497056,-2.1292503827497056,4.004731772472342,4.004731772472342,4.004731772472342,4.004731772472342,-0.5690121436668865,-0.6475837296453312,-0.77056123786968,-1.2104530889219562,-2.7392805796629265,-5.089763921062509,-7.028829101162074,-1.6521850470139392
2021-01-08 10:00:00,BMFBOVESPA:RDOR3,58.811846,60.205766,58.24855,59.413332,2439617.0,-0.0738866839531456,-0.0738866839531456,-0.0738866839531456,-0.0738866839531456,4.077378609668076,4.077378609668076,4.077378609668076,4.077378609668076,-0.0547845400815013,-0.1319562125956304,-0.252501864781684,-0.6823739929293948,-2.464593534628032,-4.55713387671538,-6.2770766206782005,-1.530079847714417
2021-01-11 10:00:00,BMFBOVESPA:RDOR3,59.375142,60.100745,56.921466,58.468144,3637851.0,-1.663579771574745,-1.663579771574745,-1.663579771574745,-1.663579771574745,4.386030052385849,4.386030052385849,4.386030052385849,4.386030052385849,-0.4133739116776385,-0.4851148990906765,-0.5969537594325198,-0.9945467735734712,-2.418335703064086,-3.8940205839461273,-5.569678062477927,-1.4714474404839628
2021-01-12 10:00:00,BMFBOVESPA:RDOR3,58.716374,62.057956,57.341552,61.265522,2820664.0,3.041275209725008,3.041275209725008,3.041275209725008,3.041275209725008,4.106100790674839,4.106100790674839,4.106100790674839,4.106100790674839,0.7042653673715766,0.627633510818999,0.5084092209738122,0.0858771337132259,-1.0733083327772373,-3.4283857249156973,-5.014580782228719,-0.7412960730245376
2021-01-13 10:00:00,BMFBOVESPA:RDOR3,61.103218,63.34685,60.177122,63.34685,2440875.0,2.35889274455402,6.541819794160397,6.541819794160397,6.541819794160397,3.801601978934741,3.879252814424676,3.879252814424676,3.879252814424676,0.5811766010437137,1.566711769045832,1.4407686217348996,0.9958208986764048,-0.8389716469850337,-2.514016392645149,-3.35482907042395,0.1902036673505938
2021-01-14 10:00:00,BMFBOVESPA:RDOR3,63.222737,64.40661,63.060434,64.062904,2045374.0,1.2706615546744715,7.746136918546025,7.746136918546025,7.746136918546025,3.76869714306437,3.773595477608594,3.773595477608594,3.773595477608594,0.2974956289130633,1.9297214571774084,1.8005121450070152,1.345463100449963,-1.5362354037939403,-2.4754655010375854,-3.0823652917713584,0.4999789400640203
2021-01-15 10:00:00,BMFBOVESPA:RDOR3,63.394591,64.922169,62.630797,64.349329,1526905.0,1.4179256437307872,8.227869486693324,8.227869486693324,8.227869486693324,3.784171754788236,3.709246121930155,3.709246121930155,3.709246121930155,0.335194884907146,2.0930724133119205,1.9618861730279693,1.501340226387401,-0.5456779145460454,-2.0119756576146104,-2.563379548034997,1.1936931120894163
