datetime,symbol,Open,High,Low,Close,Volume,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M)
2013-12-10 09:00:00,BMFBOVESPA:CVCB3,12.06899639,12.59647373,12.06899639,12.51774577,965603.56980513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-11 09:00:00,BMFBOVESPA:CVCB3,12.54923695,12.58860093,12.21070672,12.39965383,986688.83586507,1.6129032086237651,1.6129032086237651,1.6129032086237651,1.6129032086237651,1.2830005847479755,1.2830005847479755,1.2830005847479755,1.2830005847479755,0.6852247971644803,-0.4731758649410901,-2.0899911575440315,-4.9957225980208015,3.763506862798776,2.874377904645615,-0.18109834099818242,5.086273758686101
2013-12-12 09:00:00,BMFBOVESPA:CVCB3,12.51774577,12.51774577,12.13197876,12.20283393,672696.19911707,0.0,0.0,0.0,0.0,1.27341066195305,1.27341066195305,1.27341066195305,1.27341066195305,-0.5776472756073247,-1.746252087984536,-3.378300935758905,-6.308570988074742,4.32819230387018,3.247474749652474,-0.8704606964549001,6.380165752388322
2013-12-13 09:00:00,BMFBOVESPA:CVCB3,11.96665004,12.34454425,11.96665004,12.20283393,392744.83528512,0.0,0.0,0.0,0.0,1.19833389826652,1.19833389826652,1.19833389826652,1.19833389826652,-0.6153585741719877,-1.8587507808006565,-3.59629844080951,-6.712975424515631,4.573338518561898,4.254214660509675,-2.3982141127584318,7.456697625560184
2013-12-16 09:00:00,BMFBOVESPA:CVCB3,12.15559715,12.29730748,12.00601402,12.00601402,412178.84556928,-1.6129032905719491,-1.6129032905719491,-1.6129032905719491,-1.6129032905719491,1.4905116691826137,1.4905116691826137,1.4905116691826137,1.4905116691826137,-1.57806963247639,-2.578990567724224,-3.9785479014773855,-6.486574442325467,4.4078963489156795,4.843594487921708,-2.611195960014535,7.255865761678084
2013-12-17 09:00:00,BMFBOVESPA:CVCB3,12.01388682,12.01388682,11.68322938,11.92728606,1690631.87504686,-2.258064574021458,-2.258064574021458,-2.258064574021458,-2.258064574021458,1.7194325973415647,1.7194325973415647,1.7194325973415647,1.7194325973415647,-1.744247140282328,-2.6130045092088188,-3.8284934078557447,-6.004598797974004,2.4569592376048974,4.535402382615513,-2.85099238345735,7.449713955463934
2013-12-18 09:00:00,BMFBOVESPA:CVCB3,11.91941327,11.91941327,11.58088303,11.73046616,644751.8706039,-3.870967782645223,-3.870967782645223,-3.870967782645223,-3.870967782645223,2.166871552024218,2.166871552024218,2.166871552024218,2.166871552024218,-2.129263976678221,-2.8195011274872708,-3.785800374941555,-5.514140399479286,0.07784935746582125,1.2443077245665985,-2.984355209829183,5.65257551723857
2013-12-19 09:00:00,BMFBOVESPA:CVCB3,11.79344853,11.87217649,11.57301024,11.84068531,103775.07452391,-2.967741936647015,-2.967741936647015,-2.967741936647015,-2.967741936647015,2.187282184199056,2.187282184199056,2.187282184199056,2.187282184199056,-1.6972838209857308,-2.381942099425878,-3.3410053153525774,-5.054783134252334,-0.29767510921133805,1.0107856128945214,-2.5733196526536144,4.619423414407508
2013-12-20 09:00:00,BMFBOVESPA:CVCB3,11.83281251,11.91941327,11.54939185,11.6517382,451173.88581266,-4.516129066094732,-4.516129066094732,-4.516129066094732,-4.516129066094732,2.4431383617669287,2.4431383617669287,2.4431383617669287,2.4431383617669287,-2.1540527050444056,-2.76778240130579,-3.628002957768388,-5.163577408812048,-0.799242158985124,0.5286675350115391,-2.484497874229392,4.758485161362378
2013-12-23 09:00:00,BMFBOVESPA:CVCB3,11.6517382,11.68322938,11.17937043,11.57301024,874403.44311214,-5.161290349544241,-5.161290349544241,-5.161290349544241,-5.161290349544241,2.666426865576141,2.666426865576141,2.666426865576141,2.666426865576141,-2.216311721891151,-2.7793544948284006,-3.5690008351575035,-4.977074873551936,-1.3172490735092726,0.06271041693302179,-2.4664340618224827,4.649548009508296
