datetime,symbol,Open,High,Low,Close,Volume,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M)
2005-11-21 09:00:00,BMFBOVESPA:CSAN3,0.96375891,0.99068262,0.92529642,0.96870398,68162406.8809269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-22 09:00:00,BMFBOVESPA:CSAN3,0.96320945,0.97914384,0.93738456,0.97914384,38883643.14364006,1.7704172785896335,1.7704172785896335,1.7704172785896335,1.7704172785896335,0.8771703612259991,0.8771703612259991,0.8771703612259991,0.8771703612259991,0.4350514186021141,-3.0570311871233296,-8.542782914555858,-19.58900111185474,-1.8683454239843948,-12.890606300037744,-307.3749436438283,-106.02465935844816
2005-11-23 09:00:00,BMFBOVESPA:CSAN3,0.98134174,1.00332023,0.96925344,0.97694604,32287444.39649799,1.54198197219493,1.54198197219493,1.54198197219493,1.54198197219493,0.8013410155823767,0.8013410155823767,0.8013410155823767,0.8013410155823767,0.191110997748901,-3.6279980130177703,-9.632654869814154,-21.73631597736236,-4.032291760094905,-9.190980344982579,-23.03530313121258,-145.59203668518066
2005-11-24 09:00:00,BMFBOVESPA:CSAN3,0.9774955,1.00332023,0.9774955,0.99782559,34531688.37850406,3.712164155120356,3.712164155120356,3.712164155120356,3.712164155120356,1.3527670360267436,1.3527670360267436,1.3527670360267436,1.3527670360267436,1.7186906453453676,-0.5415765766098382,-4.098387379356292,-11.275368352019798,-2.373521971431851,-5.7368929416931715,-9.532551749587702,-34.78278900226744
2005-11-25 09:00:00,BMFBOVESPA:CSAN3,1.00167184,1.06156335,0.98518793,1.05881603,53506636.2965293,10.05139877544415,10.05139877544415,10.05139877544415,10.05139877544415,3.356297802654399,3.356297802654399,3.356297802654399,3.356297802654399,2.581966791275928,1.671790563388188,0.2382775388498776,-2.6573087810213747,0.16985737768426,-2.0082873793745843,-3.8473581853928662,-5.9231306304527696
2005-11-28 09:00:00,BMFBOVESPA:CSAN3,1.06046437,1.07749784,1.00386969,1.01211164,13907677.12401338,5.197030025044841,5.197030025044841,5.197030025044841,5.197030025044841,3.3044690362845257,3.3044690362845257,3.3044690362845257,3.3044690362845257,1.1539038599582725,0.23029642750391,-1.2256179122422122,-4.169558179166402,-0.6494034425328737,-2.3888666691209592,-3.1352429121174907,-5.150873567017911
2005-11-29 09:00:00,BMFBOVESPA:CSAN3,1.02200198,1.02969447,0.98628691,0.99288042,17249464.5732845,3.1981722431520714,3.1981722431520714,3.1981722431520714,3.1981722431520714,3.118725907964103,3.118725907964103,3.118725907964103,3.118725907964103,0.5821950150299045,-0.3955368311739455,-1.9380635721353512,-5.060464437536679,-0.7015894234228807,-3.181283623786727,-3.0163664665801777,-6.096705794237466
2005-11-30 09:00:00,BMFBOVESPA:CSAN3,0.98958364,1.01815579,0.9774955,1.00936438,18259631.88914936,4.911484852669778,4.911484852669778,4.911484852669778,4.911484852669778,2.91669255475938,2.91669255475938,2.91669255475938,2.91669255475938,1.210426619612854,0.1659125774896193,-1.4833710966523663,-4.825361509985722,0.5476996774958669,-2.4654912697931497,-3.156635330218615,-6.4536773781775825
2005-12-01 09:00:00,BMFBOVESPA:CSAN3,1.00881492,1.08134403,0.99727613,1.06760745,36623019.54566648,10.96516286741998,10.96516286741998,10.96516286741998,10.96516286741998,3.368025232113848,3.368025232113848,3.368025232113848,3.368025232113848,2.846052689339032,1.942326042934431,0.5141339164206025,-2.382875680492032,1.5071101784450247,-1.4100921089112355,-3.3618414129188,-4.644612735044587
2005-12-02 09:00:00,BMFBOVESPA:CSAN3,1.06925578,1.15057648,1.06870643,1.14123555,33663477.73435788,18.617932720345507,18.617932720345507,18.617932720345507,18.617932720345507,4.728569342450655,4.728569342450655,4.728569342450655,4.728569342450655,3.645895976230072,3.002786982483676,1.9855760938436289,-0.0799192127649607,2.105275826549477,0.4550430143189652,-2.393228774393593,-2.0283827513690054
2005-12-05 09:00:00,BMFBOVESPA:CSAN3,1.12475159,1.13629038,1.09947633,1.13464199,7699183.88682301,17.932610171054467,17.932610171054467,17.932610171054467,17.932610171054467,5.459354850184709,5.459354850184709,5.459354850184709,5.459354850184709,3.032618762790524,2.4760943308608208,1.5950962542305327,-0.19567040038343,1.8216977803539502,0.4769885433466925,-2.791218942850501,-1.8474574974735658
2005-12-06 09:00:00,BMFBOVESPA:CSAN3,1.15057648,1.20222593,1.11431189,1.1846431,30987867.46605995,23.1296339598092,23.1296339598092,23.1296339598092,23.1296339598092,6.246000241059084,6.246000241059084,6.246000241059084,6.246000241059084,3.483001153443728,2.996997939198861,2.2269998219472407,0.6602339202220766,2.042295846031688,0.9755229660711533,-2.380005515519307,-0.9779037099564928
2005-12-07 09:00:00,BMFBOVESPA:CSAN3,1.1846431,1.20772062,1.15936784,1.15936784,14344521.4818677,20.50256973089587,20.50256973089587,20.50256973089587,20.50256973089587,6.745803351230051,6.745803351230051,6.745803351230051,6.745803351230051,2.835761541843938,2.3861603536356477,1.6732474364457013,0.2211431754409459,1.6899485587940348,0.7814095864584872,-1.9679434909281033,-0.8972971549578908
2005-12-08 09:00:00,BMFBOVESPA:CSAN3,1.16596135,1.17145604,1.10881721,1.12035588,12635399.55352123,16.447738064839886,16.447738064839886,16.447738064839886,16.447738064839886,6.941039896588437,6.941039896588437,6.941039896588437,6.941039896588437,2.1720741771330383,1.7354920484408982,1.0426661392063807,-0.3699751276073184,1.3266311074681403,0.6219930926273272,-2.6079180826331103,-1.6919650058517166
2005-12-09 09:00:00,BMFBOVESPA:CSAN3,1.12035588,1.12969676,1.1044215,1.1044215,6912889.52208783,14.791547793882742,14.791547793882742,14.791547793882742,14.791547793882742,6.908879879996112,6.908879879996112,6.908879879996112,6.908879879996112,1.9427306201465608,1.5044858180227172,0.808469343006756,-0.6121356142733821,0.8826192265383935,0.18028996126383304,-2.4726013194248946,-2.206301492752488
