datetime,symbol,Open,High,Low,Close,Volume,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2004-01-14 09:00:00,BMFBOVESPA:PETR3,2.79676916,2.79977968,2.61914872,2.70946421,8201202.90335746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-15 09:00:00,BMFBOVESPA:PETR3,2.66731698,2.70043265,2.65527493,2.65828544,4854261.95247844,-4.849137916763131,-4.849137916763131,-4.849137916763131,-4.849137916763131,2.5733826921416854,2.5733826921416854,2.5733826921416854,2.5733826921416854,-2.354897636711196,-3.467687215092551,-5.526891180788239,-10.736889643282336,0.967017877552324,0.967017877552324,0.967017877552324,0.967017877552324,-6.266743315456491,-9.228046831634014,-14.707903996553982,-28.57250793066445,-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,-1.4142135623730951,-11.218653907356396,-16.519946395385038,-26.329925502612312,-51.150184649931006
2004-01-16 09:00:00,BMFBOVESPA:PETR3,2.66129595,2.68839059,2.58904357,2.67634852,6207399.56331636,-4.20258671950779,-4.20258671950779,-4.20258671950779,-4.20258671950779,2.244087546311014,2.244087546311014,2.244087546311014,2.244087546311014,-2.410853257206848,-3.682901054708645,-6.034865886755871,-12.008809930262236,1.2643770094006692,1.2643770094006692,1.2643770094006692,1.2643770094006692,-4.278918178879033,-6.536620272053956,-10.711019956417486,-21.31391239333876,-1.8709506038841817,-1.8709506038841817,-1.8709506038841817,-1.8709506038841817,-7.8183094865759175,-11.943514259142058,-19.570850723324902,-38.94413412329924
2004-01-19 09:00:00,BMFBOVESPA:PETR3,2.73354832,2.73956936,2.67935903,2.73956936,1932664.81310527,-1.9396553814696933,-1.9396553814696933,-1.9396553814696933,-1.9396553814696933,1.961161420923008,1.961161420923008,1.961161420923008,1.961161420923008,-1.604780921583654,-3.0540269606819104,-5.736911888507371,-12.569666667485071,1.3646692095559485,1.3646692095559485,1.3646692095559485,1.3646692095559485,-2.3062251352964984,-4.388931626659198,-8.244496316170418,-18.06382467598493,0.6111239245748621,0.6111239245748621,0.6111239245748621,0.6111239245748621,-5.251710140428685,-9.994426119378383,-18.77427500190374,-41.13473995833438
2004-01-20 09:00:00,BMFBOVESPA:PETR3,2.74559039,2.85095845,2.73655885,2.83289534,6927826.30776414,1.4008615239544713,1.4008615239544713,1.4008615239544713,1.4008615239544713,2.3959095547408547,2.3959095547408547,2.3959095547408547,2.3959095547408547,0.0807295001054164,-1.1004495842119395,-3.2896380325755965,-8.880090694082995,1.4595556118684352,1.4595556118684352,1.4595556118684352,1.4595556118684352,0.1325201856504904,-1.8064249500906644,-5.400051309999166,-14.576967104174042,1.8185202511006275,1.8185202511006275,1.8185202511006275,1.8185202511006275,0.3608521881264189,-4.918891357770755,-14.70432841338932,-39.693050911210854
2004-01-21 09:00:00,BMFBOVESPA:PETR3,2.80881122,2.82687432,2.75161142,2.78472709,8554779.1782707,-0.3232763145091269,-0.3232763145091269,-0.3232763145091269,-0.3232763145091269,2.324892842126484,2.324892842126484,2.324892842126484,2.324892842126484,-0.6583142461933815,-1.8717811538600568,-4.119283625125532,-9.877134570506382,1.3562481056164228,1.3562481056164228,1.3562481056164228,1.3562481056164228,-1.1284882703296082,-3.2086242838721803,-7.061313468445679,-16.93147394536148,1.5646727610175468,1.5646727610175468,1.5646727610175468,1.5646727610175468,-3.1279044455144978,-8.893552928625637,-19.572302495152606,-46.93006920429978
2004-01-22 09:00:00,BMFBOVESPA:PETR3,2.72150626,2.78472709,2.70946421,2.73655885,8871129.78448591,-2.047413795032001,-2.047413795032001,-2.047413795032001,-2.047413795032001,2.1915098528609014,2.1915098528609014,2.1915098528609014,2.1915098528609014,-1.485100800598069,-2.7684025289481577,-5.1436248166065655,-11.24835672743201,1.134923518653806,1.134923518653806,1.134923518653806,1.134923518653806,-2.867693711081741,-5.345718296569709,-9.932215060961838,-21.72030466502377,1.3681996463479362,1.3681996463479362,1.3681996463479362,1.3681996463479362,-7.184392287736761,-13.392552054592132,-24.88303719758137,-54.415570505200854
2004-01-23 09:00:00,BMFBOVESPA:PETR3,2.70645367,2.76365349,2.70043265,2.73655885,5170612.55869364,-2.047413795032001,-2.047413795032001,-2.047413795032001,-2.047413795032001,2.0508356543940374,2.0508356543940374,2.0508356543940374,2.0508356543940374,-1.5869523760597024,-2.953983899167675,-5.48244124954597,-12.00211390841082,1.1774003716030377,1.1774003716030377,1.1774003716030377,1.1774003716030377,-2.7642071407005284,-5.145348726763863,-9.54950096744174,-20.905686566036053,-0.0633698755214416,-0.0633698755214416,-0.0633698755214416,-0.0633698755214416,-7.659575440946282,-14.257682126035172,-26.46152019742359,-57.9293356997657
2004-01-26 09:00:00,BMFBOVESPA:PETR3,2.76967452,2.80279019,2.74559039,2.78472709,3261870.25778591,-0.3232763145091269,-0.3232763145091269,-0.3232763145091269,-0.3232763145091269,1.964178751585557,1.964178751585557,1.964178751585557,1.964178751585557,-0.779158470454066,-2.202015908793076,-4.8319113385809365,-11.635252161453543,0.7515073052629097,0.7515073052629097,0.7515073052629097,0.7515073052629097,-2.0364492814189976,-5.755303811972387,-12.62893589233405,-30.410502871787468,-1.2823214595542478,-1.2823214595542478,-1.2823214595542478,-1.2823214595542478,-1.9420187764024555,-5.4884293798679495,-12.0433299531065,-29.000362599603072
2004-01-27 09:00:00,BMFBOVESPA:PETR3,2.78472709,2.80279019,2.72150626,2.76365349,3437330.9757804,-1.0775862832675325,-1.0775862832675325,-1.0775862832675325,-1.0775862832675325,1.888251450546687,1.888251450546687,1.888251450546687,1.888251450546687,-1.209927540245988,-2.6853324745692646,-5.410403589936076,-12.483233379550557,0.5943864505481332,0.5943864505481332,0.5943864505481332,0.5943864505481332,-3.843707121551994,-8.53078487174385,-17.187811763405083,-39.65683187211272,-1.3244451115313594,-1.3244451115313594,-1.3244451115313594,-1.3244451115313594,-2.2032772609966678,-4.88998868331528,-9.85234140558313,-22.73195983561672
