,XP INVESTOR IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-05,-2.414871173877209,97.22325785596004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,0.5185632335516388,97.72742192566214,-1.9088305743709453,-1.9088305743709453,-1.9088305743709453,-1.9088305743709453,1.2983153941056245,1.2983153941056245,1.2983153941056245,1.2983153941056245,-2.0073047206956183,-2.9135629297286605,-3.883469275260704,-4.965236407331586,0.1532217522444908,0.0298819949535086,0.0082637138745012,0.0023871002380411,-17.008777026525074,-126.58872371966768,-610.1334120684955,-2700.532956379903,2.991527872892523,3.786554748947742,22.832789933266515,7.173494357990488,-260.6114619540012,-378.27236033622034,-504.1967942607184,-644.6442863012303
2022-01-07,0.8695420428342704,98.5772029466838,-1.055886615907319,-1.055886615907319,-1.055886615907319,-1.055886615907319,1.0688205207091244,1.0688205207091244,1.0688205207091244,1.0688205207091244,-1.6402853679429912,-2.7516752681140977,-3.937252506802876,-5.260017512280589,0.083421777915778,0.0190965294601354,0.0049045348114263,0.0012914824698192,-21.01574318934288,-154.0095020421201,-858.0255694546804,-4353.148252335087,1.2167749902165754,4.338647451436693,15.442120796896708,9.407266448195324,-175.31706610763854,-294.1046992888129,-420.82162744843544,-562.2014656414852
2022-01-10,-0.2096767291723034,98.37050949183566,-1.2633493965596054,-1.2633493965596054,-1.2633493965596054,-1.2633493965596054,0.9283057246734836,0.9283057246734836,0.9283057246734836,0.9283057246734836,-2.112055748033109,-3.4038122180281776,-4.777386155381417,-6.310422107453707,0.0735211631286889,0.0324493225089651,0.0054923616695767,0.0012387868360645,-26.667606418261464,-97.3757885649576,-807.4622874130961,-4728.82080832055,2.671270262631831,6.222446905495514,19.51003608683967,11.540207567343556,-196.06334417286718,-315.9778367709105,-443.4874917016414,-585.8000967455386
2022-01-11,2.059423543106087,100.39637492378394,0.7700564316420487,0.7700564316420487,0.7700564316420487,0.7700564316420487,1.1767474920862395,1.1767474920862395,1.1767474920862395,1.1767474920862395,0.0618419728636642,-0.9667684763672634,-2.057084072137124,-3.274386795976404,0.1542086791581412,0.0408420298223147,0.0054851127731704,-0.002564047728622,0.4719085000290681,-27.85469735325552,-441.3160901154565,1502.751453209618,3.0807538340886844,6.648136021337587,18.567774413308424,10.665929456447724,7.277238647298223,-113.7642379993212,-242.06685228979097,-385.312645028553
2022-01-12,1.822169234266946,102.22576677996445,2.606257397292892,2.606257397292892,2.606257397292892,2.606257397292892,1.6902743076268705,1.6902743076268705,1.6902743076268705,1.6902743076268705,1.129386717593789,0.4066129950717146,-0.3571435485202591,-1.2101376499679493,0.5564131520873927,0.0861641531482349,0.0158776615287621,-0.0097637103086396,3.430855911587068,7.976489916108575,-38.02011795659871,209.4966476650599,2.9645051901695125,6.908577359768263,17.26208060604505,8.381998670537799,190.89733521238256,68.72874987169305,-60.36705641984845,-204.54645784327835
2022-01-13,0.3107353878400998,102.54341841284068,2.9250913491645765,2.9250913491645765,2.9250913491645765,2.9250913491645765,1.947089222895296,1.947089222895296,1.947089222895296,1.947089222895296,1.1441731985362182,0.5109417202648221,-0.1561526761261394,-0.9014366083534132,0.7464816943326803,0.1265123083580539,0.0256403586014167,-0.007320103618621,2.984409826669716,7.863654769776279,-11.857992999936682,239.77495356532503,4.127820122429485,6.754477149091953,17.190012239421556,7.819443884512505,222.780730399551,99.48491170552181,-30.404319281146552,-175.51775052482182
2022-01-14,1.0679380403768368,103.63851858597418,4.024267552774905,4.024267552774905,4.024267552774905,4.024267552774905,2.2239335837233605,2.2239335837233605,2.2239335837233605,2.2239335837233605,1.4959904971783045,0.9365170595222228,0.3488965955615221,-0.3078131345054277,1.0115934090291832,0.1793278571455251,0.0520719423175541,-0.0013314520342463,3.2888544724690463,11.614211944277912,14.90097779307231,514.1424172484634,4.704113001743176,6.6046377182952085,17.640078529648513,7.837888224997357,332.6983507605838,208.27517404013207,77.59228561160158,-68.45559673377765
2022-01-17,-0.4071888125291134,103.2165141328212,3.6006923729846667,3.6006923729846667,3.6006923729846667,3.6006923729846667,2.319775145338261,2.319775145338261,2.319775145338261,2.319775145338261,1.2515904111009155,0.7103713205954428,0.143606136762513,-0.4900016297909676,1.3595955392068315,0.2188712615166252,0.0689015578540545,0.0068801171086974,2.13549415549672,7.529091403136327,4.834926192603086,-165.2142810952145,4.135274345436454,6.283661966607594,16.94658015955919,7.614845402093203,290.34083278156004,164.79017334784257,33.3133946779725,-113.66936019643265
2022-01-18,0.4684512300879406,103.70003316293028,4.086011090785522,4.086011090785522,4.086011090785522,4.086011090785522,2.396701275965593,2.396701275965593,2.396701275965593,2.396701275965593,1.4139129809789046,0.8853603903078482,0.3334730813225913,-0.283700408173578,1.8133550611454392,0.4948356796573007,0.0811235125928175,0.0094215051972332,1.8687609052558647,4.288179822865181,9.852080290428583,-72.16947993206568,2.194978630874282,4.740645547267176,18.90352882018673,8.257599540211519,338.87270456164555,212.19443771402152,79.92353595060324,-67.99451302615739
2022-01-19,1.1049847480005814,104.8459027130522,5.236145638140886,5.236145638140886,5.236145638140886,5.236145638140886,2.5372100654994734,2.5372100654994734,2.5372100654994734,2.5372100654994734,1.7889183298972535,1.2851918126733015,0.7607367840127471,0.1740539278216447,1.9360522674415013,0.8782437168291077,0.1024352012725945,0.0312009814996991,2.344390009144711,3.712866418202585,18.84263418838259,14.153765567056109,2.472979374625248,4.953758144578371,20.147916377220167,7.610583014337979,453.88615929718196,326.0801603212214,193.01490255928408,44.161137760879576
