,SANTANDER FI PETROBRAS ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-02-02,-1.731544087529202,112.74311634245362,16.360751376371457,11.519923364142038,11.519923364142038,11.519923364142038,5.453026718637676,5.763097801674336,5.763097801674336,5.763097801674336,2.872435463715384,1.6424914838099895,1.3925576000273563,1.117312220978718,3.033600436375305,4.506904253306326,0.7557904248825773,0.4375853231870362,5.163325777312279,2.1002973499314748,10.618612487277028,14.715254976122754,2.3940883875955223,0.9400601397507162,6.2513630574390895,4.704270216219547,845.7712961745347,946.5839059614168,802.5445643422546,643.9179604506318
2022-02-03,-1.1319234414587598,111.46695057994226,14.191772071309744,10.257603209686469,10.257603209686469,10.257603209686469,4.972965451035712,5.741536015681836,5.741536015681836,5.741536015681836,2.7124728657812094,1.4268632556934815,1.1742823775507836,0.8956666599994613,3.327273834229488,4.2600768085216645,0.7777177828038521,0.4309897430407587,4.054079862508671,1.9230608132767668,8.66919172013939,11.93184401593993,2.114797021843,1.0358496966505026,5.906183032473615,4.651856671275616,728.3596537644244,819.2386772017165,674.2184563288318,514.2502386432365
2022-02-04,1.7715962357973236,113.4416948805746,16.691020770458383,12.21092275782964,12.21092275782964,12.21092275782964,4.321303248228504,5.612190301771715,5.612190301771715,5.612190301771715,3.6986129313981855,1.8058142058223408,1.545663721676884,1.2582348883264496,3.402520865412672,4.104190949605232,0.8220348568704393,0.4335519854450201,4.69734902638208,2.469322966976608,10.552543941530912,16.287443892958482,2.6695497034960964,1.4357799096620136,6.827785740221472,5.544482947727316,863.0156357580039,1013.4572972717732,867.4558948595385,706.1453637616517
2022-02-07,-1.2553475131110936,112.01760738506022,10.88785014974618,10.8022857295502,10.8022857295502,10.8022857295502,3.475423052029411,5.610456852846121,5.610456852846121,5.610456852846121,2.9274717157502823,1.553314036831309,1.2913337914344882,1.0014223837251073,3.722191934057889,3.8498304254551727,0.846162812552792,0.4255545090549545,2.733390127464714,2.26368447943572,8.562149520147312,13.20262611678374,1.3530447478376677,1.327382218390639,6.606546492528418,5.18807879227974,1017.4202685082622,871.4801382562289,724.4972519465388,561.8437075364026
2022-02-08,-1.359295196286492,110.49495742888004,5.927618202331061,9.2961555822528,9.2961555822528,9.2961555822528,2.862851274854944,5.588530444379131,5.588530444379131,5.588530444379131,1.8193455312772484,1.2879120066460366,1.0231471026871788,0.7296938245200474,3.2821649797874457,3.584527383225944,0.8715114784730975,0.4159117931165214,1.5869146449658424,2.00794545258719,6.560887462392849,9.804762021410784,-0.1123386060745916,0.950355101453376,5.800703899132703,4.99260330677939,88.77290670055339,719.7535458822794,571.78887324456,407.79161534057283
2022-02-09,0.1353583363436383,110.64452156499937,3.644232916406161,9.444097040136477,9.444097040136477,9.444097040136477,2.466720390538096,5.488703161870321,5.488703161870321,5.488703161870321,1.1836262591316715,1.3362609908506282,1.0648913119370382,0.7636513523601316,2.7089685731815885,3.328362849204425,0.8959542933738845,0.4081263651067464,1.077781062903719,2.203587847196087,6.523627772201514,10.269994664935004,-0.9749458246254404,1.396103455904058,5.720188499715006,4.923746746043947,4.555891102371802,733.4339925565812,584.4872310877056,419.14555922656007
2022-02-10,1.6738036679512458,112.49649362534144,2.9166436773106588,11.27597635075041,11.27597635075041,11.27597635075041,2.2214739624892585,5.343728963327615,5.343728963327615,5.343728963327615,0.984314995809664,1.7132382822999708,1.4326680028105,1.1207382853652483,2.5653486535104366,3.1583429762992137,0.9577539577188708,0.4124351089120774,0.8523715211523767,2.898697544538201,7.993482501169051,14.52088221008634,-0.8841532577678897,1.3328411807237153,5.72063728799687,5.308288172066117,2.344155012896606,915.5081030208006,765.5789501451197,598.8921635816407
2022-02-11,4.407218736809848,117.45446017065156,7.706998896621559,16.18015203004875,16.18015203004875,16.18015203004875,2.3255665258526683,5.222907447980937,5.222907447980937,5.222907447980937,2.997776810676705,2.6897120863211708,2.4007698670041617,2.079047523718161,2.2781717627459224,3.1242026297406245,1.0495629761296232,0.4309520634766524,3.0601421354130927,4.496544863908998,11.946876085037935,25.19693886306729,0.2631382427519551,2.1555103188708804,7.491426283733403,6.557104551910051,7.473758521222455,1404.8117288571189,1253.8998819264239,1085.8672796333906
2022-02-14,-2.5240304882848896,114.4898737860939,4.611273055743373,13.247729571474595,13.247729571474595,13.247729571474595,2.3364296468185093,5.343181528699754,5.343181528699754,5.343181528699754,1.656522087562034,2.07826631648578,1.7939884140963267,1.4769879183767023,2.3911392781112144,3.0439157379131068,1.129381802853593,0.4359937698663517,1.6186206096061664,3.6481148461681534,8.48748025927197,18.100750765319955,-0.5874436738888571,0.7494982565397322,5.904245068440923,5.845359503073419,3.700364100601876,1110.4554193965696,958.5605756900858,789.1814563583097
2022-02-15,-1.9811435940267352,112.2216649857714,3.4161319715967142,11.004129431688604,11.004129431688604,11.004129431688604,2.3005339409597663,5.384794050070041,5.384794050070041,5.384794050070041,1.1604913288856522,1.643482020042119,1.3595748884895678,1.0425222094560316,2.5671866130752674,2.935943747162512,1.1818075697676511,0.4395330320186593,1.0399515472281218,3.01429896654966,6.194773969507246,12.772117182552034,-0.7541468560483293,-0.2951081286704773,4.256009431178544,4.9261373056044135,2.185290709379927,43.89424496931839,732.1030770163263,561.3767390544712
2022-02-16,2.0354718831040675,114.50590542330802,4.835760810747971,13.263587275355077,13.263587275355077,13.263587275355077,2.1207612315828674,5.2588790687320826,5.2588790687320826,5.2588790687320826,1.92568669755127,2.1103598000478447,1.8177846263276864,1.4905775234134688,2.6679089684682618,2.8774907818821696,1.2557952316559424,0.4439479234429287,1.530757511072912,3.856876640524262,7.612315512818188,17.656951467212576,-0.1899977368317208,0.3876387409792297,4.386639500474828,5.920106467648405,3.314322000922555,55.95558458098448,955.950952285764,783.8766938201596
2022-02-17,-0.4608316681523949,113.97822594921278,4.033777569848273,12.74163279670481,12.74163279670481,12.74163279670481,2.0004388264153303,5.250078377154353,5.250078377154353,5.250078377154353,1.6378812866014163,2.012356285036399,1.7174165908820185,1.3870922249067077,2.9918786861731905,2.7606137212482382,1.255786200693222,0.4295289583145097,1.0951250576832057,3.827057779899457,7.18002133116169,16.95425362163673,-0.0450512004261219,0.4080652598914046,4.743966796401984,5.993577707604609,2.657741996342265,54.12009514021051,901.657170835583,728.2342897101628
2022-02-18,-0.4036143906903655,113.51819342702818,3.3640726620094927,12.28659134243802,12.28659134243802,12.28659134243802,1.868736662535832,5.228272950335866,5.228272950335866,5.228272950335866,1.3920200929551287,1.931582639835859,1.6335303748727028,1.2992475096055525,3.8834581303699247,2.7142909942848417,1.265158660949115,0.4212264596899208,0.6698460226334391,3.720618492437285,6.750570451054645,16.126291342814444,-0.3033472242820008,0.8832540086975817,4.995997272557802,5.906595888284853,2.0628946764276685,52.534114562369794,854.0542672498958,679.2820610261947
2022-02-21,2.674116864373599,116.55380258159258,2.7358919218750466,15.289266017956416,15.289266017956416,15.289266017956416,1.777576359992617,5.1196768770684535,5.1196768770684535,5.1196768770684535,1.1069457059627374,2.556874104270846,2.2505767056196424,1.9065662567728725,8.082759373561272,2.6560000343994945,1.2946176282112654,0.4292934996756088,0.2434416797252419,4.9286028086103615,8.900099356556495,22.7373654312838,0.3393905167445583,2.2141671752853567,6.141600131981716,5.689646488103599,1.5604075063361535,69.12008377916482,1152.2225519829778,976.1003179399031
2022-02-22,-1.3164388642930125,115.01944302659714,-1.452730530321879,13.771553313737886,13.771553313737886,13.771553313737886,1.8200952533776564,5.170899618775919,5.170899618775919,5.170899618775919,-1.2232326570853576,2.2358795273494896,1.9307117670039884,1.5874968954140989,13.706190455512898,2.6450323273891123,1.34568600512865,0.4435264198349933,-0.1624375467540724,4.371027331455196,7.418905080321959,18.50800025477324,-0.7127272481063945,1.8960124446329147,6.134805212320533,5.642533229550111,-1.5788019821981032,61.93860636918946,998.3516739967104,820.8787091304717
2022-02-23,0.2957081366538716,115.35956487836076,-1.464103616123732,14.107985054084104,14.107985054084104,14.107985054084104,1.7441575061067458,5.143680919360774,5.143680919360774,5.143680919360774,-1.2861403548529384,2.31095034409872,2.00225253428684,1.654594112663483,19.155673828318047,2.5810729057923667,1.3676626037185995,0.4381349021761133,-0.1171053221060463,4.605368241964346,7.53032811480748,19.424848658080325,-0.2355947910745272,1.2278361418186925,6.685147056389943,6.258060133825877,-1.5745949790221163,64.58457186499585,1029.8948156352972,851.0704166593829
