,ABSOLUTE PACE LONG BIASED ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-05,-2.37531456412442,96.8663750517845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,0.3552911896685939,97.21053274809483,-2.028462657829066,-2.028462657829066,-2.028462657829066,-2.028462657829066,1.3096006307625483,1.3096006307625483,1.3096006307625483,1.3096006307625483,-2.0813572007910515,-2.979805900481338,-3.9413542608480814,-5.013799468504501,0.1628246146976728,0.0317547883602002,0.0087816253754913,0.0025367069023174,-16.740384788007677,-122.89030689026204,-587.7727419881575,-2588.424756708001,2.737520286795212,3.5322430014642765,20.498749930620587,6.780141514900011,-272.57467029981325,-390.2355686820324,-516.1600026065305,-656.6074946470424
2022-01-07,0.3822579772151169,97.58212776421774,-1.6539586409383265,-1.6539586409383265,-1.6539586409383265,-1.6539586409383265,1.0694032720781694,1.0694032720781694,1.0694032720781694,1.0694032720781694,-2.198649235043229,-3.3094335040153497,-4.49436468449859,-5.816408873855769,0.0437338280512712,0.015126380679224,0.0032832135514214,0.0007168249103744,-53.76256300616818,-233.9699821769061,-1463.8975577554431,-8677.274731143325,0.7778753144447794,3.342140777793794,11.699771371831767,7.803428171049268,-235.1242686107393,-353.9119017919137,-480.6288299515362,-622.008668144586
2022-01-10,-0.5947674157335436,97.0017410646967,-2.23888884960586,-2.23888884960586,-2.23888884960586,-2.23888884960586,0.9888589275504364,0.9888589275504364,0.9888589275504364,0.9888589275504364,-2.9692535638509145,-4.181908769331953,-5.471371314273453,-6.910531148694209,0.0670658809740314,0.0557065100937135,0.0066450970418413,0.0011498605093683,-43.78042683002767,-74.23401347165046,-814.1964422785145,-5942.929916130252,1.721276121846728,5.373772210214573,15.55639646404908,8.626347081021171,-293.61728947749265,-413.531782075536,-541.0414370062667,-683.354042050164
2022-01-11,1.7313493856478956,98.6811801126881,-0.5463024523009489,-0.5463024523009489,-0.5463024523009489,-0.5463024523009489,0.9821495564605788,0.9821495564605788,0.9821495564605788,0.9821495564605788,-1.2661885242320834,-2.498602425459332,-3.804947405676401,-5.263440074094274,0.0967159232582864,0.0557977702872758,0.0061138480784917,-0.0004475346184555,-12.8581360294616,-43.98027468305169,-611.2398212817287,11551.028950719146,1.711899504121325,5.812018490670921,17.971646383584527,10.30986375753494,-124.35864974700155,-245.40012639362095,-373.70274068409077,-516.9485334228527
2022-01-12,1.8064063168356623,100.46376318377168,1.250235422527325,1.250235422527325,1.250235422527325,1.250235422527325,1.3452235496971523,1.3452235496971523,1.3452235496971523,1.3452235496971523,0.4110479462560281,-0.4971177290192308,-1.4567783469187956,-2.5285660171234148,0.3915177513677929,0.0877254003178994,0.0135379799911538,-0.0058794531198127,1.4123277308027198,-7.623042740475118,-144.7551658552151,578.5379156670119,1.4453493213212678,6.887369318284285,19.033522322038014,8.902486315402353,55.29513773582584,-66.87344760486367,-195.96925389640518,-340.14865531983503
2022-01-13,-0.666119956617095,99.79455400803604,0.5757873982560893,0.5757873982560893,0.5757873982560893,0.5757873982560893,1.3829990347341323,1.3829990347341323,1.3829990347341323,1.3829990347341323,-0.0878501313895231,-0.9793606501783636,-1.9185459115161507,-2.967812234912912,0.461748018530961,0.104021525627215,0.0171104331157021,-0.004606106984628,-0.2631232664506402,-13.020909140549128,-155.07188659561157,891.0955541967709,1.5917317396584334,6.81267034613993,19.333259154541533,8.489010764201362,-12.149664691297723,-135.44548338532692,-265.33471437199523,-410.4481456156705
2022-01-14,0.7730708997203184,100.56603666457784,1.3533095427965711,1.3533095427965711,1.3533095427965711,1.3533095427965711,1.478550827844241,1.478550827844241,1.478550827844241,1.478550827844241,0.4436949242955711,-0.3978262082708586,-1.2816841451607857,-2.269461363197451,0.5938381344160747,0.1321612612367897,0.0304561018734397,-0.0014547789609194,1.1047210672527443,-4.450670824963908,-62.22185497464957,2306.54557665274,1.9183677166699584,7.678960458953654,15.94431781173474,9.03778963653945,65.60254976275046,-58.820626957701336,-189.5035153862318,-335.551397731611
2022-01-17,-0.2457120115535893,100.31893383294958,1.10427228714283,1.10427228714283,1.10427228714283,1.10427228714283,1.4989297053992778,1.4989297053992778,1.4989297053992778,1.4989297053992778,0.2715192316942921,-0.5660828184984076,-1.4432205401425848,-2.4238052489849022,0.7745330527004014,0.1559564176657904,0.038551327850044,0.0027610741358118,0.5254627166068683,-5.440740208471309,-56.114439105101866,-1315.8334434717992,1.3837078779778718,7.913146103698073,12.607807182160103,8.83714577047177,40.69882419737636,-84.8518352363411,-216.32861390621113,-363.3113687806163
2022-01-18,-0.6810221558654073,99.63573966701924,0.4157297923408976,0.4157297923408976,0.4157297923408976,0.4157297923408976,1.45548573178258,1.45548573178258,1.45548573178258,1.45548573178258,-0.1934434990876485,-1.0637939537944572,-1.9725689343737711,-2.988848556679657,0.8466867692589736,0.2313096721026941,0.0394254105398946,0.0031568940878146,-0.3325364976171616,-6.693783736881515,-72.82222048222881,-1378.0083549517171,-0.6302541130332784,2.824481320310388,11.179989377921162,9.4822031345016,-0.7719481244287031,-154.83369213044097,-287.1045938938592,-435.02264287061985
2022-01-19,1.9305876352643687,101.55929493733493,2.3543434555723293,2.3543434555723293,2.3543434555723293,2.3543434555723293,1.5642483527687798,1.5642483527687798,1.5642483527687798,1.5642483527687798,1.0593326868270014,0.2422885214952048,-0.6083772792800156,-1.5599765859689283,0.9933888506105824,0.4720071762864456,0.0532647624708365,0.0170791070887672,1.668087385302098,0.8029526661553448,-17.866467676388588,-142.87578339295362,-0.0148055971588844,3.2303527422223404,12.492508674305176,8.520611104254163,4.763548524316238,37.89994206436573,-95.16531569757163,-244.01908049597614
2022-01-20,1.3600551437089603,102.94055735204468,3.746418968549351,3.746418968549351,3.746418968549351,3.746418968549351,1.807680605224582,1.807680605224582,1.807680605224582,1.807680605224582,1.6867664091585843,0.9735106743794264,0.2330046008438109,-0.5956257559373821,1.1575738172173695,1.0825128152579433,0.0764148571579152,0.0352266162498006,2.63407385173063,1.625658689902405,5.51198959913025,-30.564988681997825,0.0416500838985295,1.300714177623884,13.634577325162786,9.742742982137006,9.155107259571047,175.97963650547922,42.119789787345226,-107.6701126980236
2022-01-21,-0.450609480484887,102.4766974413524,3.278927769013514,3.278927769013514,3.278927769013514,3.278927769013514,1.923300693395512,1.923300693395512,1.923300693395512,1.923300693395512,1.3422985457810328,0.6660556791415648,-0.0340671313333947,-0.8177535444945664,1.1526011746069047,1.4447450950591314,0.0939015199867751,0.0468443051983425,2.2398413091370646,0.8866791477015256,-0.6977665252356088,-33.57475262988184,-0.2916790034221268,0.3281200224426906,12.879184397109558,9.392886120060211,7.201945701993916,128.10253495329903,-6.552133731551413,-157.2785959153037
2022-01-24,-0.421563439721917,102.0446931507052,2.8435415686025336,2.8435415686025336,2.8435415686025336,2.8435415686025336,1.9617367215972965,1.9617367215972965,1.9617367215972965,1.9617367215972965,1.094059921397571,0.4253160357310609,-0.265142180316039,-1.038250224682715,1.0860025680557606,1.4765020447029449,0.0977684031724661,0.0520690360862195,1.9762913887725428,0.5650910464845805,-5.320115034023886,-39.11679080431018,0.3002060014428325,1.4793540590386811,14.249110642551583,9.21633336031434,6.213377023558054,83.43580855778102,-52.01391515703455,-203.6773591966726
2022-01-25,1.660071629025084,103.73870815062575,4.550818024467517,4.550818024467517,4.550818024467517,4.550818024467517,2.0966445955523936,2.0966445955523936,2.0966445955523936,2.0966445955523936,1.837952883131906,1.2068579651362994,0.5570338979108701,-0.1707997488739809,1.1157630210632463,1.905719123543821,0.1309755965053532,0.0775964998509828,3.4537208229273406,1.327767664679258,8.916944398467201,-4.614980973188863,-0.2733088997304179,0.3775503773696975,13.450701837233773,7.825960179147965,10.651646472904796,253.03522302023813,116.79021115943095,-35.8106370398338
2022-01-26,1.0941150804918198,104.87372900080916,5.694724291250792,5.694724291250792,5.694724291250792,5.694724291250792,2.302055465634933,2.302055465634933,2.302055465634933,2.302055465634933,2.170860051238329,1.5936436961979754,0.9958793957738666,0.3289159924117193,1.1505270953554847,2.217002474692259,0.1642244672712578,0.1128028945969764,4.343609347624828,1.6547821768293018,13.959975905220578,6.712441739827768,-0.5888542079063114,0.3826029614688313,15.12407868001041,6.928390355612359,10.820994345801594,366.8656181107206,229.25696061544443,75.71828580661366
2022-01-27,0.7197819665681893,105.62859118982458,6.455495856313178,6.455495856313178,6.455495856313178,6.455495856313178,2.516805705302647,2.516805705302647,2.516805705302647,2.516805705302647,2.28790478303993,1.7577141983296098,1.2055355772646137,0.591753894836282,1.1392201573228384,2.4627051729877896,0.2148667502008673,0.1578925092228379,5.054520650930089,1.7963275389885107,14.12083915249095,9.432553741717328,-0.4714598093010058,-0.0262790628715462,14.939947156004855,5.519703358356673,11.36513513554043,232.5451371961894,303.40988188048993,148.93295786590173
2022-01-28,-0.1253516947156363,105.49618396066388,6.32205208813936,6.32205208813936,6.32205208813936,6.32205208813936,2.67134597837772,2.67134597837772,2.67134597837772,2.67134597837772,2.1055932434428266,1.6039773424980193,1.078635691777309,0.4968480939865749,1.1189051741026126,2.595735543711185,0.2695172887708564,0.1867867996417853,5.027028360541353,1.650699137541961,10.690999195282638,7.105711754155234,-0.6477901304782208,-0.5459673699158137,11.378078080795785,5.116077578864367,9.563056297477896,10.073508747169443,288.1409117363984,132.72531577356722
2022-01-31,0.999591418696122,106.55071476258657,7.384838196994033,7.384838196994033,7.384838196994033,7.384838196994033,2.838987991586184,2.838987991586184,2.838987991586184,2.838987991586184,2.3556119897810954,1.8816427928253447,1.3825157848722,0.8317748473853633,1.1713278886551275,2.6836583069464965,0.3251027372018558,0.2077308172068762,5.709378404285544,1.9905519564314431,12.072939604299703,11.367590207276724,-0.4519105307259428,0.3447365588879717,12.556158665504777,7.048481874562095,10.914119986972171,12.903088746341101,392.4945711430523,236.1398803430477
2022-02-01,0.0943007002620621,106.6511928327419,10.101356405384696,7.486102851389062,7.486102851389062,7.486102851389062,3.026132992574197,2.986200778450112,2.986200778450112,2.986200778450112,3.107620313876556,1.8209165439802704,1.3418244673182564,0.8150875854330593,1.3967078217791429,2.6846864635018672,0.3824940561263371,0.2484547522481037,6.7330276336797565,2.0254217671414088,10.475868068197364,9.796613508501732,-0.9239925838848172,0.0835809325766446,12.657157825744008,4.517530632890231,12.604976681412966,13.4753542434482,400.69572688491843,243.40151821252238
2022-02-02,-0.2108973517014556,106.42626829149964,9.480182119036291,7.259417507028385,7.259417507028385,7.259417507028385,3.018323725954473,3.089396426970191,3.089396426970191,3.089396426970191,2.9098595350602565,1.6849029658538994,1.2186651584889727,0.7052101596198572,1.7043186189377284,2.643603197145011,0.420851406939197,0.2558226603734865,5.153319324376946,1.9690296970899688,8.94600736561833,8.516343877481086,-0.3245614055154953,-0.2737347099620373,12.168028798643592,6.119160165432129,11.8100952877464,11.71526704210372,376.49397863088933,217.8673747392665
2022-02-03,-1.5938055717722666,104.73004049764042,7.325022416700909,5.549910934550889,5.549910934550889,5.549910934550889,2.9226647379435176,3.1289659600965907,3.1289659600965907,3.1289659600965907,2.2658377842039465,1.11368884843158,0.6502123430227201,0.1389628768231669,1.9438079042634024,2.538311504310138,0.442281664976712,0.2553723298042958,3.406861438966333,1.3728395789738403,4.599992378747746,1.7026516209880722,-0.774463708896521,-0.285452548645692,9.78862635170124,5.661870077903985,8.225089345556677,7.197456603568601,203.44922881527393,43.48101112967848
2022-02-04,0.1379719644505783,104.8745385918849,8.116140432919984,5.695540220143126,5.695540220143126,5.695540220143126,2.7573106415530595,3.115549251876363,3.115549251876363,3.115549251876363,2.686656927664846,1.1616540591844386,0.6930323472204749,0.1752728189423187,2.082740878639772,2.4361158466164534,0.4668918328021761,0.2562793286102438,3.556826397766113,1.4856397080040131,4.624575242513873,2.130765297736836,-1.1589635999374372,-0.396117019136698,9.81132517296284,6.222579192254183,8.10079010019339,6.4707010236824045,215.91764109088703,54.60710999300024
2022-02-07,-0.8187656288646483,104.01586191646416,5.405976902266644,4.830141465577791,4.830141465577791,4.830141465577791,2.469486957500388,3.102203227519648,3.102203227519648,3.102203227519648,1.900123190912762,0.8840997566696358,0.4102981533259067,-0.1140180583498354,2.4156174718763554,2.2777754952592506,0.4796322650059438,0.2509180813385378,1.942496894575892,1.2040945757376835,2.6537586154200987,-1.4096520534570909,-1.413479688373536,-0.353352272311394,8.982061351214593,5.710311065190098,4.400961402316435,4.5126330335389495,127.28282554929793,-35.37071886083831
2022-02-08,0.2929084508163093,104.32053316620691,3.838966270236469,5.137197808933166,5.137197808933166,5.137197808933166,2.2645417206488583,3.062584448001234,3.062584448001234,3.062584448001234,1.3777020370506532,0.9921612732952584,0.5090246442488756,-0.0264618400863349,2.382240548515723,2.1480328311929107,0.5027842521525266,0.2474983936550908,1.3096342195451185,1.4145862397343736,3.1005962347703835,-0.3274430137386795,-1.390251648845745,-0.211603496527185,8.14738629945332,6.274330520988521,2.6353953708082734,4.937342338821996,155.89309591259672,-8.104161991390502
