,ORGANON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-05-20,0.8081909941872523,106.54007428119934,1.8421472212160976,1.5277187709496436,8.377755069781665,8.377755069781665,2.4653213273141152,2.8304068106517843,3.319264017007134,3.319264017007134,0.373531586246887,-0.4246306463698715,1.018729658776858,0.2165619190936566,1.594540321370441,1.4025897188518164,0.7334861809125088,0.1496524234850667,0.5775177796748774,-0.8568988189080916,4.610083717227281,4.803304676006894,2.132986151581907,1.1127752060496283,0.5017673053642078,3.473710707750964,92.08753859999224,-0.2572638988463526,5.100126087590027,3.1029226316229512
2022-05-23,1.4996241919573716,108.13777500924957,3.897300926568293,5.504860676645497,10.003014103508429,10.003014103508429,2.622922100333544,2.85248947836964,3.305591836567608,3.305591836567608,1.1332620443875057,0.970366967781646,1.508889810651853,0.698051898992207,2.3597278586102064,1.4124195105887594,0.7953087846552703,0.1481023268528356,1.2596613846156954,1.959730480217444,6.271493458396511,15.5802728278673,0.8838019728816545,1.3500722701080057,0.3178328672422513,3.452532602165652,297.24580616931627,0.5959231159992174,7.562837934673279,10.01340711871384
2022-05-24,-0.5525537839146555,107.54025564159484,3.3113258624786264,4.855044681820706,9.39518828665932,9.39518828665932,2.774210130566997,2.928309771219442,3.3480461516545024,3.3480461516545024,0.8589514598517911,0.7208397848081944,1.3025587236934126,0.496715324819943,2.5020712806563985,1.3921814767425955,0.8320255975506101,0.1430616090623177,0.9523756817036052,1.516211945497559,5.241457396267739,11.624543038704472,0.8801684857447363,1.3488077769047335,0.4433223714497786,3.267923700654373,238.291184158615,0.45522736057693375,6.647228415694382,7.254671345617057
2022-05-25,1.3552496422223337,108.99769457142251,4.135432777005177,5.194772841882413,10.877766184522692,10.877766184522692,2.956582967291737,2.9829174481209617,3.3489564734114072,3.3489564734114072,1.083496559769073,0.8190861742289215,1.739252198629539,0.9283394066199618,2.746077267893194,1.3751282526083783,0.863927393506891,0.1349829811879893,1.1665540191409611,1.7767553215401153,6.74209424689224,23.03229813092512,1.356075384920899,1.2386058535309628,0.8333732878609807,3.633775624421488,320.34474737324354,0.5282753657931595,8.924300168717945,13.632807020670349
2022-05-26,1.2718353582264363,110.38396579063354,7.171601444774184,7.990824822335352,12.287948819269106,12.287948819269106,3.2087716737325254,3.072963164687861,3.375205589396033,3.375205589396033,1.9434367311962293,1.702595741204577,2.1379244116525062,1.3280681306058326,3.1730532476428563,1.3877580728295011,0.9191816248113156,0.1319566611027168,1.9653136099705604,3.7701196624340527,7.850390204870567,33.96950892861943,1.2776119818150338,1.4418676008865936,1.0802250014165236,3.512058189087602,623.6044732753792,1.1335980537147492,11.112757920875246,19.75680691641437
2022-05-27,-0.683500957833838,109.6294903271596,7.261232467666452,7.18916307896897,11.52045961355745,11.52045961355745,3.411816742962791,3.191348786423033,3.448652527593219,3.448652527593219,1.8530022849458447,1.3859492040697805,1.8643553202382568,1.066605973583105,3.3091360310817235,1.360727026405078,0.960919201037701,0.1253890240825093,1.9104999495774464,3.2505030212689805,6.691003448082075,29.33552927505798,0.7905950035720117,1.5035563405761734,0.3332697013570792,3.452544303807432,632.2104220526543,0.9645866082281755,9.952036511367506,16.294993016707917
2022-05-30,-0.5078492167507886,109.07273781920524,7.150243696715466,6.913151270654868,10.954103832893123,10.954103832893123,3.521764577873885,3.2843629553665163,3.5043629131460428,3.5043629131460428,1.762623154051744,1.2604362233536812,1.667699125318849,0.8775702832390823,3.3836077402433618,1.3091529916466964,0.9913332505136392,0.1162315804232766,1.834593210746499,3.162143818178054,5.89531619364669,26.45859879959304,0.9702485272048988,1.852879623333312,0.4914215641556386,3.4750925255759952,620.7543788079774,0.9099655986914167,9.091656411343607,13.692227768685315
2022-05-31,-0.3836687187207199,108.65425984354069,3.5200513581778683,4.766471445569993,10.528407644349402,10.528407644349402,3.561161081980309,3.3582919919372047,3.547502139341253,3.547502139341253,0.7227360971367184,0.591295884152377,1.5220817947477998,0.736558609487986,2.981811413620044,1.30561981367481,1.04281600355435,0.1097025423807837,0.8631597725829836,1.520920724253764,5.177891789842268,23.81843835340822,0.2281912671390073,1.407778079020504,0.2111246964793632,3.455583018503694,257.3779661665622,0.44486972742677694,8.441849057324212,11.691595841504823
2022-06-01,0.0499039494119557,108.70848261040692,6.921148983277954,7.456807537356689,10.583565684986054,10.583565684986054,3.6356973708656906,3.417860459499712,3.5744325551774083,3.5744325551774083,1.6424099047281473,1.365993105473137,1.520746192355414,0.7361737688103248,2.766546675441393,1.28199834999698,1.0993277869793192,0.1023028123621617,2.1583967570513494,3.6417939408087774,4.944662331381183,25.72171208928112,0.3396688033562384,1.7630407446206413,0.0132087859658673,3.4867449029656523,597.1305372503895,1.095241445743652,8.540438481118523,11.832340596600373
2022-06-02,1.1807368003013077,109.99204366963716,9.514031917338857,15.132524208148975,11.88926654011407,11.88926654011407,3.6273946398278007,3.456711910137932,3.579166440844795,3.579166440844795,2.3609750680370847,3.5690516866892934,1.8782474874662591,1.0897492831300104,3.1023878111989647,1.2686471300725406,1.183911287072796,0.0946105106058374,2.760515070246824,9.724676926176723,5.678263606525559,41.22580079250682,0.7564574380857927,2.3837764232917484,0.717235909033789,3.7143191322747606,856.4188306564798,2.923014628541607,10.61376730029765,17.624233173174648
2022-06-03,-0.0977140700275658,109.88456596706104,12.32071616446191,12.6709983812546,11.779934983853712,11.779934983853712,3.541930903531667,3.4144133317695773,3.6247767587645696,3.6247767587645696,3.210359790573534,2.890203718002524,1.819223821315452,1.0357437148476505,3.585794272509053,1.2141720317329916,1.1913659729873547,0.0810518752523677,3.1710889386109207,8.127637475055895,5.535058391805447,46.32020831012874,1.429851109478869,2.0517690711288226,1.0117464086520032,3.8967219957652666,1137.087255368785,2.3770411980006214,10.461652893873211,17.046427343664696
2022-06-06,-1.9667554168625312,107.723405313608,9.142004795883022,7.508760469468219,9.58149705759337,9.58149705759337,3.128200061537713,3.4375973474971184,3.708757820685938,3.708757820685938,2.6188098663619312,1.366886130025558,1.1801499331506105,0.40961600719288,4.202303896149536,1.176205193748126,1.187337571940961,0.0712178694162385,1.9494452061439995,3.9948847019907534,3.6863065716006416,21.33125552065945,0.6939817489864268,1.7111285933311433,1.0889790193605675,3.659678101001049,819.2161185108963,1.1602380023535774,6.977125726261478,6.930796948189726
2022-06-07,-1.1373548409336245,106.49820794845512,6.843162510086823,6.084073240351586,8.335166596041285,8.335166596041285,2.631994189207377,3.464085592771391,3.750027486630136,3.750027486630136,2.239107868656629,0.9430506952556028,0.8297550945708726,0.0629564364613016,4.703118445118431,1.1598877845836528,1.1884349652543882,0.0645309482050963,1.2530662300095148,2.816486534394026,2.618237011518852,3.658529337579453,0.4208642936864097,1.4522282464028364,1.0149290140925384,3.501078590610061,589.3318899312764,0.8135560424455672,4.983719024298169,1.0822077809509025
2022-06-08,-0.7186457740265162,105.73286307761958,4.487033852222094,8.735420283709688,7.556620499514259,7.556620499514259,2.112007634610844,3.469367271733529,3.769719607864096,3.769719607864096,1.6747999313457942,1.703724572358853,0.6153981340336766,-0.15365014575619,4.829228759763944,1.0945500240036905,1.146567542434253,0.0573023191551098,0.7324544802928191,5.400252287939357,2.02332468576988,-10.108106892504985,0.5945872528267957,1.8047377459907912,1.2414894651031947,3.440272933662976,353.7190241448035,1.48067964073855,3.7331320358986098,-2.6675774953477576
2022-06-09,-0.1397086869938335,105.58514508289284,0.4796634974229103,10.30800521149516,7.406354557239429,7.406354557239429,1.6675325486376946,3.379701092757343,3.766516517943552,3.766516517943552,-0.2819615807411175,2.212065912263577,0.5725266055045813,-0.2034390781011783,4.375755514045279,1.0302530377622494,1.110792911381798,0.050455207923435,-0.107451184565035,7.25658775747647,1.941343786496272,-15.186869296546735,0.0982365381816861,1.9419072205109835,1.135742891813776,3.5187719447963914,-47.01801133511489,1.8947768377047483,3.4862912471749077,-3.545432848900798
2022-06-10,-2.8994783754262787,102.52372663355192,-2.613408828144796,7.283780682758147,4.292130533018615,4.292130533018615,1.9748431118316976,3.322993741658658,3.861203114778304,3.861203114778304,-1.80432178007998,1.337524912730688,-0.2514698873572507,-1.014519516166104,3.3455431712166344,0.963984617051494,1.0648312794517265,0.0497291536596231,-1.0650744158901555,4.610640912415305,-0.9118593067971424,-78.77202058647761,-0.0223404670850486,1.563980378912652,1.0988209453350786,3.2395014207606057,-229.36112167549106,1.139660846038601,-1.5770233446807789,-18.20872066962376
2022-06-13,-3.04917342736779,99.39760040429444,-6.744425283230919,2.765501257296918,1.1120826019700611,1.1120826019700611,2.6944287528065445,3.2992730793058818,3.977282161716637,3.977282161716637,-2.855621580637658,-0.0245518230037884,-1.0469986614118374,-1.793715233053872,2.5725956703645423,0.8753084877207131,0.9818795815002612,0.0551846172119835,-2.990858214775229,-0.0925424234091603,-4.241058860814483,-129.27717831619518,-0.3961861109940663,1.5457183559367011,0.9595260812870684,3.032763380624289,-33.39370339596361,-0.021046829464635687,-6.794306108708131,-33.3134316639315
2022-06-14,-1.940573287825076,97.4687171221096,-7.9332491408415935,0.114114783025281,-0.8500714637673897,-0.8500714637673897,3.535814704258606,3.336903265335743,4.069460200221924,4.069460200221924,-2.512318516271986,-0.8210309386723612,-1.5086889588577477,-2.244296659070895,2.046499059236527,0.8452201633302464,0.947137061725852,0.0677260437424296,-4.340628798006683,-3.241404948744709,-6.482218805162692,-134.8532326251662,-1.4214906690101503,1.4540869244910215,0.6137017475481588,2.871636227381539,-9.85050973038604,-0.7209885841745292,-10.062693506175107,-42.84120607472467
2022-06-15,2.033315465709129,99.45056362158176,-5.899902175935236,-2.24944603057264,1.1659593673994106,1.1659593673994106,3.8288019822592543,3.207050924185713,3.9820924258902415,3.9820924258902415,-1.7890049729517423,-1.5923978651759525,-1.0388274701232685,-1.7957296360363724,1.9539801705870552,0.8715717045476379,0.940549245562655,0.0767685858374726,-3.505534953638425,-5.859415832957166,-4.39818225372126,-93.14697287437356,-0.7280615648924889,1.2688255183958432,0.950076033638673,3.043784199967021,-6.852403155531016,-1.3630803021356248,-6.810515893509651,-33.693368232466675
2022-06-17,-0.9924373362222738,98.46357909711767,-7.580711050345953,-2.8305976214304147,0.1619506150898558,0.1619506150898558,4.264949356670885,3.31036772297545,4.0237313117387625,4.0237313117387625,-2.000569779059631,-1.719899531644592,-1.2813371533886422,-2.035523864033709,1.617540731543036,0.8311781098327014,0.8574275667924321,0.0829398353576308,-5.274877241598896,-6.849915594460052,-6.013051859612311,-98.7511136498821,0.175876940741776,1.649692833237358,1.396897550010178,3.131042674379413,-8.535638921516885,-1.5448360269856012,-8.52604953604586,-38.76390527259136
2022-06-20,-0.953548900448109,97.52468072129528,-9.814418954936414,-4.679999209888192,-0.7931425636676812,-0.7931425636676812,4.721740836422822,3.435645770297953,4.073540139146504,4.073540139146504,-2.280474772342344,-2.19706848092153,-1.5038252269231198,-2.253847186011145,1.6287555174833934,0.857683174015978,0.8296056845078028,0.0949798700500163,-6.611066389901376,-8.800859410811274,-7.384101312862703,-96.66402970317834,-0.1468101222862649,1.4897383892349996,1.0617381847468237,2.888249324479612,-10.748176295784141,-2.068250218044833,-10.175084622507471,-43.644751348585274
2022-06-21,0.4980251964949778,98.0103782040886,-8.861683823095024,-3.865683380413337,-0.2990674169839127,-0.2990674169839127,4.955970749805571,3.5040078841354627,4.058528383012571,4.058528383012571,-1.980812723916757,-1.923363549445276,-1.3913570914233393,-2.1492313045605,1.6408843474574628,0.8802748849327808,0.7977910977305812,0.1052023092013878,-5.98265803180174,-7.656109650145991,-7.07812140610576,-82.91373371396352,0.4960717852242096,1.657638598355236,0.8409061808651379,2.987792227517612,-9.798949386948625,-1.9122263485768929,-9.420465246098702,-41.64700703694746
2022-06-22,0.4678540804158748,98.46892375774746,-9.65962707291566,-5.087516878679007,0.1673874643184142,0.1673874643184142,5.112371830642153,3.5531511719704025,4.04003094997033,4.04003094997033,-2.076642260517313,-2.242168227515412,-1.285993733066966,-2.05244158259286,1.6768905217891923,0.910762080248056,0.7719858390463412,0.1145310162520167,-6.3311034662311725,-8.747358764850368,-6.729986769545587,-72.39896918783546,0.1698407501915386,1.6738477795211566,1.0303939925069632,3.117795754892398,-10.597208616646475,-2.336545894757447,-8.705000033552844,-39.76194521896823
2022-06-23,1.1245075333725874,99.57621422343423,-9.791052069734912,-4.332780506555127,1.2937772823371771,1.2937772823371771,5.064028102691632,3.5604435059948045,3.987013655501937,3.987013655501937,-2.122769943135029,-2.0271279955361106,-1.024354136971348,-1.8061677736997648,1.6533832320666737,0.9130215108097078,0.7204262553015877,0.1181147106344465,-6.501678763336711,-7.905043443199968,-5.6690242785015625,-60.967982219890935,1.2675402551922037,1.9752640012622211,1.4364837835730386,3.3471118881637247,-10.730164987082965,-2.213054062214841,-6.872377667468922,-34.68022241723962
2022-06-24,0.2680763292859156,99.84315448336628,-8.926736605806202,-4.5169119482433695,1.565321922270697,1.565321922270697,4.911995640811198,3.590588932723968,3.9666998172352015,3.9666998172352015,-2.012873421235511,-2.0629080607229406,-0.9649383329370672,-1.75595857371838,1.766123994738399,0.9481688067677432,0.7038741706040396,0.12548635953921,-5.598262353079044,-7.811957954311014,-5.437933182886904,-55.5069138910262,1.4777344256994234,1.8567596831701452,1.3345563317153064,3.2674336928323844,-9.869196610701076,-2.386977885374156,-6.468240173782776,-33.687418873832016
2022-06-27,0.2087860863393631,100.05161309808987,-8.270741985103957,-7.330830846536308,1.777376182990193,1.777376182990193,4.748387616641256,3.6162763678706673,3.947730085107436,3.947730085107436,-1.944450603757059,-2.8278875012467024,-0.9196728085288096,-1.7197243737609786,1.95209693611124,1.043452044727205,0.7173441770902022,0.1365363986820176,-4.729788258591116,-9.800568021723343,-5.061196745767829,-49.72306076564842,0.5123239157548909,1.3284912010512469,1.1295256414584172,3.1464969747002693,-9.216169246058088,-3.434430554505913,-6.161273907187331,-32.973337631467544
2022-06-28,-0.3204847379027598,99.73096294808498,-8.21256056440403,-6.60525370569551,1.4511952256858334,1.4511952256858334,4.604954876508516,3.626867153005648,3.9514333109550783,3.9514333109550783,-1.9927661275218207,-2.6210761188246554,-1.0051685998644988,-1.8096981886440089,2.006336534227327,1.098046722228822,0.6969208643391831,0.1422758374385707,-4.573808002856638,-8.657459367117582,-5.699150207530021,-50.26083018819335,0.7676902634794492,1.512402298889935,0.992256263873088,2.9294852845991124,-9.159865030146532,-3.336218512318576,-6.768624649592428,-34.87663388046541
2022-06-29,-1.4599903973760542,98.27490046583227,-9.597762652954014,-7.000343918225939,-0.0299824826324068,-0.0299824826324068,4.543120760240048,3.725706747108641,4.011299968953122,4.011299968953122,-2.3251802281322926,-2.6590484260952016,-1.36317211536481,-2.160846690191216,2.06986963586015,1.1081229023403043,0.6654107807588137,0.1481479456937009,-5.103497525986818,-8.940194847582998,-8.217618983877873,-58.507758718418906,0.5140244028204974,1.5680580135167992,0.7710633199445,2.842025349968329,-10.544312417151396,-3.5823789557665977,-9.357175115700148,-42.450705421867106
2022-06-30,-0.5988403896510452,97.6863906689535,-11.18776648758693,-8.990571018749726,-0.6286433250676299,-0.6286433250676299,4.390372418283143,3.81611422964164,4.041910509797846,4.041910509797846,-2.768638205139424,-3.1190134528039795,-1.5046877236845202,-2.301436828076396,2.242921239402897,1.1336452599445768,0.6339704881713871,0.1547973418463742,-5.419429179459298,-10.4993264121008,-9.593211731143086,-60.09277415286369,0.618884688346495,1.5909086366117429,0.9703181383427304,2.8587065389040007,-12.133188135650574,-4.480577566960255,-10.450311234936501,-45.745544209281654
2022-07-01,-0.1645459065442001,97.52565171185697,-11.247179389058855,-9.197233075494756,-0.7921548247536704,-0.7921548247536704,3.9903246716538936,3.865441562617199,4.0561278084192605,4.0561278084192605,-3.0615403912309382,-3.1340853628184124,-1.5434392328389048,-2.34249560330512,2.567972935587396,1.2250248242536328,0.6218173831242675,0.1658467590031986,-4.757269824418662,-9.889288431040193,-10.067886429080517,-57.29060739427836,-0.1687963730821802,1.51896531779001,0.7239738925446746,2.7493922745758144,-12.166069417492084,-4.92649086812804,-10.801149082357165,-46.91655360513124
2022-07-04,-1.2646423945331886,96.29230097476405,-10.611532661416836,-8.099586557464903,-2.046779293542678,-2.046779293542678,3.5414119907684616,3.984221825214713,4.129066749925041,4.129066749925041,-3.2706355354876204,-2.766519592074944,-1.823674945950645,-2.613628404306091,2.674048196220721,1.2635619689895996,0.6020024868386257,0.1760956941852101,-4.331510523699339,-8.723298112116431,-12.508379527699004,-61.28398647572558,-0.0575971902973224,1.533361182282337,0.4897221237134782,2.531795260359255,-11.531836595935081,-4.94660777895022,-13.044469333849504,-53.50442713727348
2022-07-05,-0.5683764134479241,95.7449982480572,-10.097080418106607,-6.4996868333652005,1.102400456195108,-2.603522296250772,3.207658375687308,4.118977289000501,4.180734313377529,4.179790126503646,-3.451112577526245,-2.288912532435649,-1.0514809061544643,-2.723668097395057,2.5003536578107832,1.2021533997814184,0.5802362311777455,0.1880121636364146,-4.427369756338528,-7.842575447796682,-7.576159619158011,-60.55119414178096,0.3838255439143733,1.8269404915144207,0.6910966150836868,2.6466735643137462,-11.021408778149413,-4.5670610677938965,-7.645839978176114,-56.66916285889145
2022-07-06,2.501394170727456,98.1399580529972,-7.1812157579128,-5.147397688131523,4.4202547208153256,-0.1672524804753285,2.683809359767104,4.066907052745933,4.037545729427653,4.077945049059152,-3.0389267446643315,-1.9870482652583523,-0.2707527633884636,-2.203039703210325,2.501879406988564,1.178197945809981,0.5643257366052924,0.1978930554144507,-3.25990933783404,-6.858898908171315,-1.9371377072501483,-45.397625660851055,1.1198862327681935,2.128972259790993,1.3227157578014836,2.8578702144954,-8.120107332310885,-4.16288483413702,-1.908938173735787,-44.89852737995267
2022-07-07,2.9282061592569075,101.01369834939722,-4.329630583835128,-2.498061745416186,6.442301071263135,2.7560561813467963,2.178538348609899,3.9579532999846574,3.8546296253778833,3.947544648987592,-2.435619018549664,-1.373754450781824,0.2370652953631714,-1.5443426602960066,2.5254463975577406,1.2413618466872098,0.5695540388954204,0.2083803004676691,-2.1010501112379005,-4.380073365675605,1.6044112555641576,-29.255940178474955,1.0439720669246642,2.3140572466666542,1.5702603694290251,2.8745251570286285,-5.282803308846716,-3.1673319354557097,1.5957033129527638,-30.58832603711584
2022-07-08,-0.3589953044050409,100.651063915517,-1.8265652054653945,-1.1295512504253091,7.389442895993293,2.387166764663947,1.6203706661920545,3.981181512959129,3.8144185048611474,3.948399896481841,-1.7309611396123763,-1.023363803613327,0.4839185328485707,-1.646504503858379,2.732870821133367,1.1945130715503045,0.5244478004927485,0.2089224462719148,-1.0263195147230073,-3.41075970871478,3.5196406674001635,-31.117088319605983,1.9136420617179275,2.533483266563197,1.7087351901629313,3.017810268860765,-2.792489609884603,-2.6653907822927514,3.2233102270381324,-32.747049074446345
2022-07-11,-0.8205431349009307,99.82517852035348,0.4301694551175151,-1.3604829764568724,4.373209489214217,1.5470358967569275,1.4038715465953109,4.030446538578043,3.773582697307333,3.970750184144636,-0.3916587850834767,-1.0695044875521302,-0.3141419645668242,-1.8578373627850568,3.6229413532608254,1.1074593649690776,0.4676239127039447,0.2045173403086354,-0.1517658087006843,-3.892314965406001,-2.535030073917563,-36.07033046321143,2.537327309901356,2.8004474522920666,1.861590615517512,2.983785136198968,-0.5474256210550701,-3.193254856140399,-2.070052395005394,-37.30424403369935
2022-07-12,0.5487718151020227,100.37299096444846,2.9796984387312384,-1.1881054880302198,3.410226660046201,2.104297408829872,1.4394756683845196,4.015253134055267,3.708350009108112,3.936756246687581,1.3879468350623023,-1.031978607486666,-0.5834133080234124,-1.7414279323714947,4.875999796425763,1.105082171164604,0.4244214734467291,0.2074916220741021,0.4097448280346549,-3.749635498708648,-5.097528945820328,-33.040260721810576,2.9744818452545743,3.0151454305096683,2.0134182834963563,3.20130084774696,1.9893856967287409,-3.645446599492586,-3.777970478959725,-34.80157015465487
2022-07-13,-0.744150975181701,99.62606437336748,0.1764703440530668,-0.9513328239874024,3.387694595146493,1.344487283959646,1.433420495854415,4.062753822051611,3.7132828589203526,3.956982742178077,-0.5630497758995721,-0.9629761734568898,-0.5927671774922408,-1.9336020532577505,6.278581288793974,1.0998813833051015,0.3858102742931161,0.211309658738273,-0.1285460921563877,-3.557051868175272,-5.705167400078775,-36.20861441292556,2.11515135635082,3.1453378322724164,2.0800469428237536,3.1701219487433434,-0.8255609196564025,-4.149053803719386,-3.8436487371407404,-38.98971256002456
2022-07-14,-1.6085379300590508,98.02354133969682,-0.4469040852017277,-5.226578134480397,0.3902053299117572,-0.2856772340267178,1.4590492327602291,4.165485787829106,3.7545013590601215,4.022410864235176,-0.9816229703648542,-1.9668854009193644,-1.388648586978699,-2.316334436510935,7.947425882593482,1.0754348188482,0.3482126176575708,0.2127931127619997,-0.1802138532562541,-7.618344729244471,-14.97269984683764,-43.78548103220148,1.603562461669456,2.625419988329002,2.0811652790910373,3.1397382759206414,-3.238317312909804,-12.044815180168191,-9.10429105359044,-47.660411677771116
2022-07-15,0.6770526617608352,98.68721233548948,1.192038369770685,-5.3877485751727,2.120371296172041,0.3894412424171019,1.447797855881058,4.168895994024979,3.719270185448043,3.9911488068569256,0.1427728410855835,-2.0052447145081334,-0.9406686158366562,-2.1743104229215926,7.654759905357562,1.1004860766025983,0.3244362626381814,0.2222421208531799,0.0270036181091821,-7.596331144107254,-10.78363037725432,-39.04748756385855,2.320347346801312,2.5748792823084505,2.271459036015315,3.099176002641578,2.1085114116412518,-40.010609017435286,-6.109362488898898,-44.558280136837325
2022-07-18,-0.4218069813805791,98.27094278412852,0.2658540705733713,-5.890177801992187,1.4710165384601253,-0.0340084293123517,1.429263238180378,4.218673586356339,3.7166581883551015,4.006547365596675,-0.503390884741106,-2.1019732919090792,-1.1201033656873138,-2.280598033756796,8.012041682235255,1.1001670442574492,0.3087993523910062,0.2314402796775854,-0.0897995934782548,-8.060175272554547,-13.481379781569492,-39.48026703416649,1.5890133254123937,2.3539859312184217,2.140275367085514,2.889371684649677,-7.3390525192716485,-886.7539205803316,-7.269628788265574,-47.09280476539849
2022-07-19,0.4930343931526693,98.75545233052964,0.2909837559381575,-4.12624748295525,1.8523547241348888,0.4588582905872151,1.4101412158624411,4.218875039278052,3.678365054774436,3.982026433204675,-0.4923963591874092,-1.6850611670210176,-1.032195312138191,-2.179881825037554,9.3059796274519,1.1108484500104832,0.2991449637610495,0.243365169195859,-0.0746131442822526,-6.399669097197395,-12.692144698461004,-35.667992577755,0.8568468803588853,1.9188151408156784,2.205413048945971,2.694738349441295,-9.648985249603202,-710.9062497201714,-6.630071639746281,-44.904214546540736
2022-07-20,1.153185916636135,99.8942862987156,0.3194257562028394,-4.510592090066074,0.7145340045527033,1.6173356964077026,1.4111049068863932,4.182907764093407,3.609721404964241,3.926139143481539,-0.4719042483066796,-1.792738789972507,-1.3712144209710484,-1.9249881109294305,10.436936966344328,1.0810831797221945,0.283909705004869,0.2464947336272147,-0.063802857343435,-6.9364329629977215,-17.434071322394402,-30.66098436198878,0.0580192483042279,1.7851732404708618,2.1632423712317936,2.90918730562236,-9.253742111181888,-749.886100356742,-8.643319510571144,-39.24156540872043
2022-07-21,1.705660916497731,101.59814409792716,1.757746561235966,-2.385887355086616,1.8420996681394937,3.350582875767649,1.5041899331524948,4.104439767894832,3.5378209309950246,3.8462961176037216,0.5135085587550788,-1.310680814165449,-1.0846305603150272,-1.5236573458450502,11.576313570574586,1.0846549007499138,0.2729125810880978,0.2511633736162702,0.0667236940290221,-4.959743834613262,-14.06028510441109,-23.33316856475992,0.7569045404274342,1.6700220229433822,2.2348346127694723,3.0813588021160294,10.733826405364605,-537.9610456677444,-6.700684883335566,-30.540309987457434
2022-07-22,-0.5840798100258615,101.00472985089016,0.9526250734866764,-2.9671958930989244,2.5673893834686696,2.7469329876462147,1.567284399720602,4.126152916634969,3.5526304462648075,3.855668491125471,-0.0208686330879605,-1.4459894221504412,-0.880202290223209,-1.6858327916172162,11.289708749470702,1.0322186052947964,0.2618189035394989,0.2530307655032008,-0.0028970705806548,-5.780145253170854,-11.9434976346054,-25.68862471335474,1.5081251716717463,1.8192648348418792,2.248445632070146,3.0241987306251708,-0.4545126941050314,-596.6373471629357,-5.460520455716313,-33.99670742027523
2022-07-25,0.3771256588667615,101.38564460382692,1.6591453715365054,-3.137052396305863,0.1264551323701586,3.1344180356412643,1.6310102994357325,4.105988483430536,3.522292538489373,3.82762301798158,0.4131262783568498,-1.495787132727159,-1.585065485891108,-1.6063400890442003,12.297137921270094,1.0563290902393676,0.2650136347812573,0.2625237291139858,0.0547943122441601,-5.81417741629133,-21.067083354332137,-23.420603997524907,1.0779982563916906,1.569776020636697,1.902512418910864,2.849329249952816,9.363618849418437,-614.1684740641297,-9.74931590556659,-32.2743263939763
2022-07-26,-1.6544809785180692,99.70823839890868,1.458498483623229,-3.193443813058719,-1.239720952605745,1.4280787069362764,1.6580173807125644,4.175954263164667,3.58884671589942,3.882668108688409,0.2853808003212529,-1.4855361963132714,-1.9405507546869127,-2.032301551526153,13.546179794984573,1.0410180682024508,0.2576498015500313,0.2645903945004235,0.0349298720536314,-5.959100424444703,-27.0302525408385,-29.822520338454456,0.716196449482318,1.1988763069153572,1.9176181768837184,2.760005549589849,6.5753372603844324,-620.3531212079829,-12.161339884689609,-41.56861608084708
2022-07-27,2.46427510609748,102.16532369650132,4.585012299949062,-0.0416904024409932,-0.0969138887020513,3.927545601104272,1.7350068253861175,4.074258779984959,3.4998722412713854,3.775880539065007,2.074735436605006,-0.7503777521601003,-1.6676703254799243,-1.437345829551456,12.062978495773567,1.073531108041453,0.2681496241027153,0.2757063330887886,0.2984072420125204,-2.8478291147252115,-21.76632952318989,-19.68488023074101,0.9032594654858608,1.3426361379352638,2.090962356154282,2.7921986529894083,50.02281358351429,-305.7233145043666,-10.192105323418653,-28.692752102190987
2022-07-28,1.4212047412978546,103.6173021208383,6.246203231719319,1.7909644098902986,0.3205107289692849,5.404568806701664,1.9014512146509424,4.021024595866772,3.451910056934904,3.7123485943397823,2.7667662649531346,-0.3059006320104332,-1.5742911808225928,-1.0737664544829093,9.056433768099527,1.1114432338172069,0.274899583970226,0.2817657998296766,0.5808987521866867,-1.1066997645760464,-19.768351341754,-14.14719384097871,1.4251189220667857,1.5388198281169938,1.8628943011013712,2.9879176200687976,73.10748805365728,-123.00339652051424,-9.489559309157183,-21.148807561222302
2022-07-29,0.0030582571148407,103.62047100435262,7.610338475044977,-1.2758773049904095,-1.8121364466311307,5.407792349426567,2.0240117637651536,4.024292352500465,3.452439261865844,3.7017077577571738,3.273205441331984,-1.06909022124898,-2.196146960135986,-1.0857032454378897,6.520333639370902,1.1354458338340865,0.2837351868485639,0.2865985452436523,1.016053270414433,-3.789112147232525,-26.722325398603186,-14.02294670701435,1.6748357803189482,0.9967692315865916,1.3544170122474175,2.8795213143696627,92.06413982869675,-430.23316015053,-13.240029602553152,-21.39756798123376
