,RPS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES SELECTION,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,1.84373043120778,105.60963092187374,6.325113810670575,6.325113810670575,6.325113810670575,6.325113810670575,2.8285465653545527,2.8285465653545527,2.8285465653545527,2.8285465653545527,1.989654274896504,1.537810912862475,1.06737404824873,0.5411187388200658,2.1891982889628654,0.992888836837041,0.1147816298418093,0.0363751642988178,2.570726367673025,4.380923235675188,26.30313929400934,42.07759826361056,3.783327559218472,5.240544493601616,19.027325822084627,7.498924201755763,562.7829765501508,434.9769775741903,301.91171981225295,153.05795501384844
2022-01-20,1.9212359850427685,107.63864115481564,8.367870158338864,8.367870158338864,8.367870158338864,8.367870158338864,3.163069386293304,3.163069386293304,3.163069386293304,3.163069386293304,2.425045162274705,2.017422565087096,1.594226516027294,1.1206678165739674,2.3545571428702887,2.061113173281578,0.1547223517468443,0.0677280674928934,3.2577617138733275,3.096019974819953,32.59160057180177,52.3379773560086,4.708719419943955,4.217802507961064,17.362836386428285,8.301901729441637,767.0586113169797,638.1247554844305,504.26490876629646,354.47500628092763
2022-01-21,-0.0262629384596868,107.61037208473032,8.339409571289108,8.339409571289108,8.339409571289108,8.339409571289108,3.3985501123930897,3.3985501123930897,3.3985501123930897,3.3985501123930897,2.2486428839911494,1.865944871221337,1.4697327683195107,1.0262305182449394,2.3400995616329414,2.8041959544757686,0.1899716669738146,0.0914131311232966,3.2657266602739337,2.261435097531941,26.29318647632111,38.15311651909623,4.682246749738151,3.2605359342515774,16.448194847794426,8.278793425102233,764.2125526120042,634.1507151808585,499.496046496008,348.7695843122557
2022-01-24,-1.1199605673037571,106.40517835105248,7.126050905240956,7.126050905240956,7.126050905240956,7.126050905240956,3.485651216783618,3.485651216783618,3.485651216783618,3.485651216783618,1.84435173235836,1.4679803296377478,1.079388025672804,0.6442801086518196,2.187314238207701,2.853014705914992,0.1964495212261058,0.1008672221894184,2.939114438965872,1.7934949341858366,19.151841967269213,22.264276698870848,5.248874307777181,4.526337676988027,16.18408260906221,8.061494234298562,642.8766860071889,511.68674222162326,376.2370185068077,224.57357446716966
2022-01-25,2.567120095145792,109.13672706677808,9.876105285165512,9.876105285165512,9.876105285165512,9.876105285165512,3.644849156515914,3.644849156515914,3.644849156515914,3.644849156515914,2.518299344044848,2.155271495078696,1.7814699850292564,1.3627946389550314,2.182515493103657,3.5891936038116623,0.2552161501246401,0.1454666625059295,4.205615616017304,2.1886920456332644,25.4419219517308,34.146524053902624,5.324263219799284,3.5988980854835595,15.950298624536137,8.274015065898924,917.8821239996445,785.5639490900376,649.3189372292304,496.7180890299656
2022-01-26,1.5453752941252397,110.82329908368496,11.574103470389495,11.574103470389495,11.574103470389495,11.574103470389495,3.907861796421112,3.907861796421112,3.907861796421112,3.907861796421112,2.783317320786935,2.443288902639844,2.091156036474258,1.6982591460329326,2.172915321449969,4.061319022108942,0.3112576418154761,0.2044009297926965,5.005634282132271,2.350969059132875,26.254612537795136,32.46835542252985,5.374756705249099,4.013697532858783,14.955557871333818,8.567061884654901,1087.6819425220428,954.8035360245908,817.1948785293147,663.656203720484
2022-01-27,0.8273363002721634,111.74018046616348,12.49719653010326,12.49719653010326,12.49719653010326,12.49719653010326,4.174943935897639,4.174943935897639,4.174943935897639,4.174943935897639,2.8263642976075407,2.5067464275271423,2.173873381761623,1.803863804659662,2.08428391700473,4.380297341009209,0.3939740618571176,0.2767852174562343,5.661374819746985,2.389227255980363,23.03654065400503,27.208932332666635,5.926950648088577,3.3862575275439832,13.814972696290717,8.314071896856946,1179.9912484934193,1046.5525796437512,907.5799492594981,753.1030252449099
2022-01-28,0.0109568208024102,111.75242363750144,12.509522646334789,12.509522646334789,12.509522646334789,12.509522646334789,4.387234020361252,4.387234020361252,4.387234020361252,4.387234020361252,2.692411333962323,2.386982078659253,2.067106435050088,1.7128613794147065,2.017262307967683,4.558977064981574,0.4844732182437303,0.3241370033180945,5.855578897454399,2.297061124067932,18.71905264120712,23.183788456748537,5.791122020823122,2.2870441530390235,12.819329398694553,8.625993876978686,1181.2238601165723,1047.2248981486493,906.8879675559411,751.4723715931101
2022-01-31,0.5265142281662305,112.34081604827348,13.101901291109646,13.101901291109646,13.101901291109646,13.101901291109646,4.557520824937431,4.557520824937431,4.557520824937431,4.557520824937431,2.7217905792259063,2.426543906698064,2.115625836043988,1.772556222528506,2.0443813013270136,4.587569129227385,0.563724072579852,0.3522693301094632,6.067663227935371,2.4106501887774194,17.104128197719174,22.93262911941784,5.873648848508188,3.651477429183162,13.569660869892308,9.999300898459142,1240.461724594058,1105.9024387401455,964.2008805546137,807.8461897546091
2022-02-01,0.6311518493242074,113.04985718630806,17.155079090191055,13.815746032729315,13.815746032729315,13.815746032729315,4.69868681910354,4.715425958340268,4.715425958340268,4.715425958340268,3.502637157707388,2.49548305634061,2.1920820179366585,1.8585083173589056,2.339541101214885,4.534614081042874,0.6534653577735503,0.4151114965809311,7.034625310269492,2.594987218793397,15.81813071990183,21.111577095906554,6.33183402062729,3.5776249820178707,13.885018926357157,8.3613464434433,1645.7795045021987,1176.7265582466823,1033.6600450189437,876.3658363465478
2022-02-02,-1.0043219968356332,111.9144726031947,15.133271006619124,12.672669459460034,12.672669459460034,12.672669459460034,4.561764554642355,4.8383824682957846,4.8383824682957846,4.8383824682957846,3.1645620435975887,2.1946560083895825,1.896954570847179,1.5691040858327194,2.720714272298242,4.376123573613471,0.7037694909880364,0.4208959322611165,5.305954803278806,2.426482016860448,13.04147431264048,18.0375364025006,6.333857096475196,2.3065290809339007,13.34423365417456,9.644505078377572,1443.5986961450058,1061.8585154932161,917.8191738740543,759.1925699824313
2022-02-03,-0.0210298241141937,111.89093718644791,13.326053732181265,12.648974595247942,12.648974595247942,12.648974595247942,4.321410399303415,4.890314309504444,4.890314309504444,4.890314309504444,2.9211100874168547,2.1642286134878588,1.8676828053972945,1.5405704613610565,3.0027885116518287,4.275187629225898,0.754343766120289,0.426548769685507,4.2038643282038,2.475624247512857,12.107949132827247,17.662397145228056,6.534459196233882,3.176261375447563,13.66844314846405,10.08636340591491,1262.3315509273305,1058.3758157578638,913.3555948849793,753.3873771993839
2022-02-04,0.6549237324178669,112.62373748850672,14.834677492085882,13.386739464197584,13.386739464197584,13.386739464197584,4.112342676313416,4.924932319946503,4.924932319946503,4.924932319946503,3.4351429119429246,2.2965573827842034,2.000103760831037,1.6725651864539606,3.1518549813525456,4.186057150343685,0.8121046567183978,0.4341292716386066,4.481958998620036,2.70191955648696,12.129441166816267,18.9742339024806,6.858455699735558,3.3089501180159884,14.471973716987636,10.484954971015156,1412.6484796018428,1131.0389679085674,985.0375654963327,823.7270343984459
2022-02-07,-0.4535527356018809,112.11292944619052,11.598977290404216,12.87247080554794,12.87247080554794,12.87247080554794,3.7424702553600175,4.973307823652292,4.973307823652292,4.973307823652292,2.908594880654172,2.1685740840871097,1.8730305715567528,1.5459775312511028,3.65596824850524,4.002815469860001,0.8543739843041709,0.4331719014513551,2.9774136660489807,2.694350149230645,10.902904075490648,17.749586539664307,6.199324135955335,3.634494525595409,14.478993013115163,10.042797336118454,1088.5329825740657,1078.4986458560027,931.5157595463127,768.8622151361765
2022-02-08,0.1139313080527726,112.24066117320486,9.400762905906705,13.001067887968196,13.001067887968196,13.001067887968196,3.4661565704338795,4.98673686401256,4.98673686401256,4.98673686401256,2.504693657305741,2.1862889624710564,1.889572539141152,1.5607056621108135,3.588880312174854,3.834091865476207,0.9132905505695708,0.432340754625137,2.4190442762169715,2.843554131477251,10.317418736331495,18.00160724118933,4.8533275661278585,3.8949910806853834,14.297109578134515,10.161560421545632,868.1660377194358,1090.244776453819,942.2801038160998,778.2828459121124
2022-02-09,0.0595546199029239,112.30750567234308,9.837179993038612,13.068365244435116,13.068365244435116,13.068365244435116,3.292870193139162,4.995294971032603,4.995294971032603,4.995294971032603,2.767379693191496,2.193785991300358,1.895611884800925,1.5646170730431583,3.3440941981869967,3.6277291405304593,0.9702249740452582,0.4335935803139208,2.7249896578120585,3.02079006049003,9.759736935749077,18.025460134593487,4.561150995054458,4.757644966091434,14.424258554182847,9.832766859129674,911.2622104808875,1095.8608129864451,946.9140515175695,781.572379656424
2022-02-10,0.6501473566483007,113.03766995178948,8.918266621688566,13.803476232277278,13.803476232277278,13.803476232277278,3.02481951608718,4.991623859248941,4.991623859248941,4.991623859248941,2.707022033846465,2.340436948206406,2.040075468448915,1.706142481381738,3.4173012547852566,3.494524495945351,1.0616372894243733,0.4450850104637358,2.396116838394264,3.3431103216732385,9.592060757869111,19.13437055197609,3.638133799475352,4.079995514753729,13.893445762509492,9.743070747658834,818.82530784568,1168.2580911734874,1018.3289382978065,851.6421517343275
2022-02-11,-0.0033711733625541,113.0338592559704,9.19835470914962,13.799639719800858,13.799639719800858,13.799639719800858,2.831694249032779,5.010133023164546,5.010133023164546,5.010133023164546,2.988629587500784,2.3288014358855684,2.0275881821995925,1.6922026714434346,3.0189547376036647,3.35897651123828,1.127041079492387,0.4537522179719306,2.803250115015869,3.473559561755333,9.013412815078288,18.684559877149688,2.694334501384581,2.8033956070314416,14.268514376158274,9.368272492599784,846.2885215415178,1166.7604978323297,1015.8486509016349,847.8160486086015
2022-02-14,0.5136604240534526,113.6144694567486,9.563126955699262,14.384183431756885,14.384183431756885,14.384183431756885,2.538338068835708,5.013730269998233,5.013730269998233,5.013730269998233,3.4755816509469537,2.441497127896412,2.138539378822013,1.800708841057891,2.957882233003593,3.294106081469799,1.2219936930396382,0.4615539425972893,2.982607325440058,3.716033349110045,8.774234824823562,19.560592144573327,3.1085641478486523,1.9905919873797464,13.228110137763156,9.918587791041794,882.2201215945512,1224.1008054247984,1072.205961718315,902.8268423865386
2022-02-15,0.1291281767934693,113.76117774973169,7.718563881629477,14.531885642362427,14.531885642362427,14.531885642362427,2.1600315465739817,5.031970128601901,5.031970128601901,5.031970128601901,3.227814710105628,2.459785749370643,2.1559720553928146,1.816688765550849,2.763635957865184,3.2802779309691754,1.3291807115121996,0.4762905811839177,2.5228292389528337,3.773329173341327,8.162010542941522,19.19316476612955,1.332772408148153,1.1827859075562166,11.201061304596015,9.744408548990924,697.2181600323707,1237.7568413593717,1084.8786980837087,914.1523601218533
2022-02-16,0.4838243847416157,114.31158206805412,6.199391632639481,15.086018833404538,15.086018833404538,15.086018833404538,1.9097429792154568,5.041585490179312,5.041585490179312,5.041585490179312,2.852505585055744,2.562796676399344,2.257611440503865,1.91630163072122,2.457704862215979,3.2438690256484466,1.4293836187457023,0.4845518294595309,2.2165202168828864,3.9830703508233927,7.962831623112389,19.938421256250663,0.4951365977555586,1.5508085103682523,9.753913611742554,10.225887902474184,544.7552514233087,1292.0558538014695,1138.19410809071,966.1198496251056
2022-02-17,-1.3102594088534758,112.81380380859818,4.8354369779251245,13.578093443364974,13.578093443364974,13.578093443364974,1.764990305110322,5.092107227133951,5.092107227133951,5.092107227133951,2.310574009979343,2.2390512134359857,1.9349616800119287,1.5943897450744358,2.6076399045847847,3.11272627634506,1.429064490388822,0.4692626673782649,1.5639202022039864,3.662862665601284,6.894742974360216,17.301192078886086,0.4299477811291626,1.0745800722454666,9.434365176967855,9.782600895796683,407.814072685342,1140.1488865860426,985.3032355015994,811.8803543761793
2022-02-18,-0.8930636108637313,111.8063047787524,5.075999600207895,12.563768820909493,12.563768820909493,12.563768820909493,1.5447571980520507,5.097571836962932,5.097571836962932,5.097571836962932,2.792183733682692,2.035482593972729,1.7297883056855388,1.3869344689697662,3.3269428402581656,3.052539803594692,1.4342869366704023,0.4594331504118794,1.2964592804833062,3.399142816563692,6.147807614730255,15.388524059256945,0.311116437863608,1.6106765517253168,9.260397729053926,9.351035439805568,431.32459208901884,1037.601874566364,881.772015097043,706.999808873342
2022-02-21,-0.752177716963387,110.96532266804644,1.6755089239110943,11.717089234464412,11.717089234464412,11.717089234464412,1.035349288973983,5.081975231610434,5.081975231610434,5.081975231610434,0.8763202239215983,1.8729316873711577,1.5643619604612813,1.2177994015814677,7.443260571384614,2.9357606470432827,1.4240758123394264,0.4497085788529811,0.1218951710811825,3.242155471804112,5.582602181324663,13.761859761919908,0.1705928316634352,2.1284680762976493,8.747880466450585,6.3043706400143416,90.72975207507483,951.819244571856,795.0048736337773,618.8826395907026
2022-02-22,1.4345472685921123,112.55717267346532,1.5645388687365056,13.319723686628029,13.319723686628029,13.319723686628029,0.7841286271435907,4.984666515491119,4.984666515491119,4.984666515491119,1.0085965729905195,2.228770758076664,1.9122015651869804,1.5561637754678557,11.64397950281504,2.912362528118185,1.4721573488537072,0.4617913062748163,0.0679208895832895,3.814662103783141,6.474638815123316,16.797538972244364,0.0682035687602144,2.972459177940101,10.361559728970397,7.728377784934878,79.08694461207864,1110.9678968490502,953.1687112857248,775.695746419486
2022-02-23,-1.4189739962546355,110.96001566230944,-0.6981954034791271,11.7117462748872,11.7117462748872,11.7117462748872,0.7839688214564297,5.003796437836495,5.003796437836495,5.003796437836495,-1.8844156817798217,1.8966703640400984,1.5793427001544815,1.221965254454007,16.790679574949642,2.795828041859041,1.4800010691939895,0.4491664496858066,-0.0879847140542774,3.394540819121087,5.3396646405531945,13.612916529438062,-0.0844853452010503,0.921430696927068,10.254340272242246,7.4661086440824596,-41.84058784543764,949.0552411333894,790.2709377156068,611.4465387396926
2022-02-24,-0.1584817511256719,110.78416428643848,-0.8664325296458535,11.534703543177676,11.534703543177676,11.534703543177676,0.8433972565994858,4.958377146079338,4.958377146079338,4.958377146079338,-1.957581513522174,1.8760895034794185,1.5538676960873807,1.1904896565658982,18.967525377277298,2.7923878640654154,1.51584857222331,0.4431505130159975,-0.0870445060826098,3.331327799322424,5.082738614853937,13.32029757922699,-0.2897103232382405,1.267560318312322,9.38226196815732,5.70643673648584,-12.523434963801856,930.2359318051682,770.4662072310624,590.289670576019
2022-02-25,1.8904790621922185,112.87851571649824,0.4786325105504915,13.643243760739624,13.643243760739624,13.643243760739624,0.8217350812634345,4.846868634159764,4.846868634159764,4.846868634159764,-0.3789697572468513,2.351982035867082,2.020313362257752,1.645784172613046,22.11322191276473,2.888046906614956,1.5926706547480671,0.4684543969170552,-0.014082649081899,3.947217038490864,6.148285232422963,17.02812426851262,-0.202644086606427,1.0888461494218036,10.783571487572566,4.667561519004857,-1.9520235314939554,1139.9747957751388,979.2193466700952,797.6899684834751
2022-03-02,2.448550259432203,115.64240290591776,2.293276421691665,16.42585570067037,16.42585570067037,16.42585570067037,1.0111718272790815,4.775082395833803,4.775082395833803,4.775082395833803,1.4812239862709582,2.9677408531760907,2.62902109155598,2.2460268127279432,19.21049760632011,3.074955495301285,1.7482440505820207,0.5180369191843444,0.0779663283846668,4.608589335700107,7.180800831774805,20.70308639568488,0.2897571046995764,0.8636138447925045,11.116172804856332,4.998004853584829,9.388460086922516,1417.1207103397944,1255.3792332564728,1072.4963094027908
2022-03-03,-0.049368151151552,115.58531238965588,3.280040285295862,16.36837840824857,16.36837840824857,16.36837840824857,1.1622708139633997,4.81250229491608,4.81250229491608,4.81250229491608,2.13295929044162,2.9304039636583603,2.592268418759865,2.20943811001572,15.906507310218933,3.158981847055893,1.8406831703554567,0.542654045517578,0.1558529652238443,4.46427883505578,6.777536685963836,19.59429965141809,0.1849196369029433,2.507588194315994,10.791538471166604,5.371141755911625,15.539554571486478,1410.2575800137038,1247.529771432033,1063.2925974925697
2022-03-04,-0.788423430197549,114.6740107049088,2.487309149822693,15.450902847536984,15.450902847536984,15.450902847536984,1.2162049243573376,4.857984140331761,4.857984140331761,4.857984140331761,1.3820741620492525,2.711813095997287,2.374812317601022,1.9927770466612125,13.045046480168123,3.0686556536221947,1.8808135633283587,0.5520941009735876,0.1288523888563162,4.293067225170236,6.1339416091589225,17.534835584777376,0.0001870685314155,2.6942056909147185,11.015599168877085,5.009857300869665,10.53626711906638,1317.394501189879,1153.6800575170278,968.0879287897337
2022-03-07,-2.1717258096625724,112.18360561745509,-0.3907984949412188,12.94362579290858,12.94362579290858,12.94362579290858,1.2348059744337674,4.927221176682985,4.927221176682985,4.927221176682985,-0.9695630470216734,2.162580312681774,1.828312017178752,1.4488937166867262,11.567323563475645,2.877518919855555,1.850914029707464,0.5209846577817447,-0.1035003677802231,3.703020487336442,4.867053544378244,13.702936731416171,0.111359947240771,3.534185891755302,9.614555060040123,5.580641260068334,-7.50452906595945,1065.551151292335,900.8497688627131,713.9019803621754
2022-03-08,-0.0470882830826857,112.13078028366958,0.0159221934233974,12.890442578671369,12.890442578671369,12.890442578671369,1.243796398051487,4.890867405397695,4.890867405397695,4.890867405397695,-0.6355554300738785,2.1654994420207867,1.8267279906787075,1.4417162168267044,10.016881617813445,2.791609121534316,1.8638994146909973,0.5095110039215873,-0.0789169309221116,3.7939303735923007,4.793329681698122,13.83923565622574,0.4662994413318022,3.9106876640383232,9.85939535776797,6.640484120731942,-4.955088270592208,1059.117063738636,893.4284388138113,705.1242852711005
2022-03-09,2.227966518956204,114.62901652583407,2.127887815043796,15.405603842425638,15.405603842425638,15.405603842425638,1.2524450474885656,4.78588004495084,4.78588004495084,4.78588004495084,1.0551074233414697,2.737383893896584,2.38794353454384,1.9916502251502064,8.59985984260795,2.821402137136102,2.0036645036997456,0.5461450511576004,0.1536611167062583,4.643361816712737,5.703754939681917,17.452870897328047,0.4793667286082035,4.073386804262016,10.489703425706692,4.958731157768016,8.283312106388973,1310.079095316949,1142.841131044274,953.1799069068221
2022-03-10,-0.3677854248518186,114.20742771040108,1.6917142150774969,14.98115885203097,14.98115885203097,14.98115885203097,1.268319176313697,4.794950002677034,4.794950002677034,4.794950002677034,0.6980029029752557,2.642531143726038,2.290519758580996,1.8921443835264864,7.722629504041092,2.7258065180513293,2.083625201235785,0.5511055567991949,0.1146358849020131,4.648460787943831,5.271066848311222,16.46279484015704,0.5157462812994826,3.2879299564893465,7.692765878944711,5.092771792142197,5.549252095604884,1267.080471468331,1098.2927722539746,907.2737716855659
2022-03-11,-2.706753337792389,111.11611434884298,-1.6999249929391151,11.86890249697127,11.86890249697127,11.86890249697127,1.3552760140385365,4.880721727976885,4.880721727976885,4.880721727976885,-1.8493271592565792,1.957293888859984,1.6082925744479175,1.214134714521698,7.216781630558581,2.585220607760836,1.9989185371109224,0.5250125214260397,-0.347294523979725,3.695238535046934,3.926937675207646,11.287071145962868,-0.2148748958375089,3.370264598710246,7.459671302180561,5.020100059587544,-14.924696603565442,955.3006811395295,784.9628513051833,592.5853681857064
2022-03-14,-2.034866086991538,108.85505022077564,-3.6969533400887022,9.59252013817077,9.59252013817077,9.59252013817077,1.628169312040469,4.929132455201154,4.929132455201154,4.929132455201154,-2.765914487453576,1.475124207007495,1.1264049186146408,0.733360759555569,5.5614271389576,2.4573464659748745,1.928139359211709,0.4967332874854762,-0.8097520610589424,2.9589163371510727,2.8795631475058805,7.277209746894641,-0.4893894721842713,2.999329676417114,6.137946561068986,5.4994953295812445,-22.6498912603024,727.1082604213509,555.219904204164,361.48323212963254
2022-03-15,-0.2576712683721283,108.57456203218464,-4.435973207164929,9.31013170148976,9.31013170148976,9.31013170148976,1.8507056454743744,4.890969338983816,4.890969338983816,4.890969338983816,-2.832647627187923,1.4277644235718896,1.0731531667296943,0.6742617523783125,4.323707876705472,2.3757571184456867,1.8791320046401736,0.4763986277559892,-1.2124771387818225,2.9393375125613286,2.7931828214023646,6.922340588732658,-0.1151592488060953,3.0402494766113426,7.056529706169507,5.464918522018018,-26.212842732485363,698.3152018982014,524.8759234508321,329.77935573318246
2022-03-16,1.7642966451103748,110.49013938756175,-2.875355571094768,11.23868668786487,11.23868668786487,11.23868668786487,1.8532581868336373,4.7595087066618085,4.7595087066618085,4.7595087066618085,-1.9866521272443856,1.871236109759684,1.503570858166522,1.0908031074575004,4.086052414036891,2.431436979616696,1.973422847317185,0.4861971445882917,-0.901060227851712,3.6629222271782655,3.626317897482168,10.678151743556644,0.4924185912750006,3.30112551445072,6.885690980198712,5.749937278262761,-18.4094991457931,890.6164556621185,715.6258590526528,519.168688719773
2022-03-17,1.4108600775059932,112.04900065376158,-1.9793107341874927,12.808108909085924,12.808108909085924,12.808108909085924,1.8076680683764768,4.659002298458659,4.659002298458659,4.659002298458659,-1.5430562664676553,2.246487470158369,1.867546652983905,1.4436000097643542,3.7969074964288096,2.4509879634353124,2.07160204777367,0.4988373088070349,-0.7346329988879949,4.270274045840965,4.200084740252873,13.482824249115623,-0.310988976801645,3.5742951351162318,6.212574279466826,5.415677143353816,-13.758976579282209,1046.639028692642,870.0904148730792,672.5735763547068
2022-03-18,2.021393964959928,114.31395239077465,1.3297562279893005,15.088405214559623,15.088405214559623,15.088405214559623,1.771957130132508,4.561889836878033,4.561889836878033,4.561889836878033,0.2912791884177462,2.792151877942872,2.4017278551028824,1.966432168614708,3.1090653750611525,2.453599065043998,2.189532015525041,0.5180634368797808,0.1660094505944197,5.19134909059769,5.00399985725416,17.31573063511747,-0.5746073277148004,3.2199220503783668,5.646196635710881,6.480009482208083,2.4648388619889143,1273.7489275007501,1095.6417893140717,897.0646924913465
2022-03-21,0.6411947879412683,115.04692749539394,2.898425739992245,15.8263460703201,15.8263460703201,15.8263460703201,1.8354243636896663,4.538865412590424,4.538865412590424,4.538865412590424,1.1339091234986864,2.966871841907961,2.571032455823924,2.1311913780397083,2.235459671230976,2.4183264854260904,2.260011971738313,0.5308089897830006,0.9309961876133734,5.568409421961007,5.163499324037142,18.223487204596594,-0.0064341422232528,2.2500699885368065,4.418245628679652,5.93154027347523,9.938915699405962,1346.623198682449,1166.9570288386626,967.3190833395356
