,BB ACOES SETOR FINANCEIRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-02-10,0.6668325948780529,113.23793395260428,7.491335710063132,13.023582646853146,13.023582646853146,13.023582646853146,3.5619890624572896,5.245846455018062,5.245846455018062,5.245846455018062,1.8981872342322603,2.078346634770728,1.7925411805675042,1.474791151105567,3.523708050235808,3.687153156824547,1.1092042435887746,0.4774464355297116,1.918808842968388,2.9569390970730285,8.477605321027008,16.203970448194283,0.8872839858757646,3.9149331413371207,10.578366627036702,9.487167773881582,676.1322166831366,1090.2687326310743,940.3395797553934,773.6527931919143
2022-02-11,1.7139060076673651,115.17872570557635,9.094642257587324,14.96070061991844,14.96070061991844,14.96070061991844,3.3266683232500864,5.175549000389994,5.175549000389994,5.175549000389994,2.512776132634149,2.4787062932790698,2.1871201312712847,1.862453893389329,3.098233768333336,3.542533092406865,1.1776266838674778,0.4861549507444772,2.698044559868578,3.6213256288100992,9.612169598568434,19.82746729503114,1.3306208751917992,3.7243530996273897,11.987716208778778,10.105454293063682,835.9172763852882,1282.8665878440877,1131.954740913393,963.9221386203596
2022-02-14,0.6400059269080272,115.9158763766292,9.950587869882536,15.696455917500929,15.696455917500929,15.696455917500929,3.109212485218329,5.176230989644537,5.176230989644537,5.176230989644537,2.9620562035926867,2.618368571090905,2.324921767788731,1.9976969594858704,3.069320129671369,3.476224410353004,1.27859280416728,0.494382376197746,3.00055443584989,3.8988508623399607,9.41216942853428,20.91607914735488,1.8212465419494988,2.9141852144320985,11.435866827831507,10.657963139722368,920.9662130128786,1355.3280539992031,1203.4332102927192,1034.054090960943
2022-02-15,2.1155950189453154,118.36818688341997,11.82662669540994,18.14412437598783,18.14412437598783,18.14412437598783,2.8830148223205194,5.181278410330918,5.181278410330918,5.181278410330918,3.8432838875194393,3.086073721755068,2.791014990746056,2.461508786984751,2.968733953765679,3.537225457788095,1.4286894306346634,0.5177054684535748,3.73231302860584,4.520437653193274,10.121881918058635,24.63517021162706,3.209397521262892,3.448512078255188,11.964471885866391,11.020380993604403,1108.0244414104172,1598.980714721912,1446.102571446249,1275.3762334843937
2022-02-16,0.2275132803690294,118.63749022831178,9.75852542579804,18.412917948918903,18.412917948918903,18.412917948918903,2.6546802001133614,5.271104478839972,5.271104478839972,5.271104478839972,3.392757555884524,3.082363045307098,2.790466448818804,2.4640182458731594,2.634860155296777,3.548609201404935,1.5677455618094798,0.5317151122989643,3.418278685221978,4.57854238981754,9.38216031652779,24.42679794375053,2.4507821608838136,3.804474545454843,11.331903474439107,10.705731400724986,900.6686307391644,1624.7457653529061,1470.8840196421465,1298.8097611765422
2022-02-17,-1.2145511184014413,117.1965772639004,8.187968062589878,16.97473252963851,16.97473252963851,16.97473252963851,2.494628516565041,5.371019887037975,5.371019887037975,5.371019887037975,2.9786686723800377,2.755180256890628,2.4668818436634936,2.1439955301274995,2.54419540493806,3.448910542626224,1.5914506433710276,0.5192838680850546,2.9206372266437914,4.290667377201876,8.325530858578142,22.17562173171378,2.358194896020169,3.301047190296066,11.652109964985163,10.014483167497223,743.0671811518174,1479.812795213396,1324.967144128953,1151.5442630035327
2022-02-18,0.3559028378107953,117.61368320819976,9.352187180611118,17.3910489222331,17.3910489222331,17.3910489222331,2.2526293339496424,5.390409013209724,5.390409013209724,5.390409013209724,3.813070074086777,2.820435111645532,2.53134784741856,2.2071197493365684,2.9575230223860736,3.436723295587341,1.6313444709804688,0.5157556487393302,2.904265980781316,4.423777400557056,8.3642667106924,23.06766434674585,2.8348554539096007,4.898504463464683,12.82616672240055,9.917778858656233,858.943350129341,1520.3298846987248,1364.500025229404,1189.7278190057025
2022-02-21,-2.002756533524608,115.2581674834286,3.965515474435563,15.03999202017,15.03999202017,15.03999202017,1.7651985528899683,5.472021354596719,5.472021354596719,5.472021354596719,1.8112999617185368,2.346682222034296,2.060107370117192,1.738247818353702,6.388699190914881,3.323919428722108,1.635097072037086,0.511985566049907,0.500462453424318,3.863239018510431,6.894362246027969,18.57811979934887,1.4821725992179118,4.76900849435681,11.795697087332645,7.085406792572026,319.7304071275217,1284.109523142415,1127.295152204336,951.1729181612616
2022-02-22,0.6459440883368028,116.00267080261312,3.418556032851896,15.783086047847409,15.783086047847409,15.783086047847409,1.5275084412989308,5.422511657761577,5.422511657761577,5.422511657761577,1.731503760455211,2.503091221626411,2.212083667336587,1.884794440374372,9.816242735695951,3.3030540871044405,1.6939111474547888,0.5275566523074298,0.2694398133226949,4.109239804065222,7.0812742994813895,19.37293327780544,1.0801793275059666,5.374550587710638,13.118421926787544,8.05654140701819,264.4886610236177,1357.3041329709881,1199.5049474076627,1022.031982541424
2022-02-23,-0.4189822815414579,115.51664016583533,0.9491619384542536,15.297975432285046,15.297975432285046,15.297975432285046,1.3846746752507095,5.418535509070062,5.418535509070062,5.418535509070062,0.1227972200211238,2.413342414540345,2.120303265582117,1.79027977735992,14.671277377011071,3.1992241429430903,1.7127671928570989,0.5178853367410859,0.0115895975779772,4.087485272820523,6.707822629057368,18.73135587471669,0.7722360054194962,3.347101568481463,13.63871538991966,8.473518054605433,17.00342007544395,1307.678156873174,1148.8938534553913,970.0694544794771
2022-02-24,-1.0488190414923326,114.30507964768384,-0.9089422060575688,14.08870831149606,14.08870831149606,14.08870831149606,1.4036933490702723,5.428005758196546,5.428005758196546,5.428005758196546,-1.206480429367201,2.184294677371408,1.8899513555485703,1.5580126202534423,17.55814295029124,3.2051356597818668,1.759694296463157,0.5138007878268229,-0.096452600897528,3.699176991209472,5.82980058595865,16.459494952991356,-0.2852862412304566,3.201926999779489,12.203751622188843,6.561287880482936,-12.4255058899128,1185.6364086370068,1025.8666840629007,845.6901474078574
2022-02-25,0.6470900173490834,115.04473640740692,-1.4258043494315078,14.826964953902264,14.826964953902264,14.826964953902264,1.3978544074983164,5.357084012594932,5.357084012594932,5.357084012594932,-1.5851791090427232,2.3489400430027394,2.0488599084984185,1.7100013470873412,21.516967666594045,3.299143718942206,1.8422116840231928,0.5379781000834861,-0.1029814999299283,3.8141621653719966,5.958009470384734,17.027869492412055,-0.9296697702324624,2.0773371653950896,12.967798694659518,4.924651510949618,-4.232976578857541,1258.3469150914027,1097.5914659863593,916.0620877997392
2022-03-02,-1.1448665451185391,113.72762770835872,-2.4947516335217004,13.512349447370063,13.512349447370063,13.512349447370063,1.4362513786725002,5.365301443810852,5.365301443810852,5.365301443810852,-2.2908636602648738,2.098242003361054,1.7967836812570863,1.455921334995728,19.661502981848404,3.386035076926153,1.963197341283496,0.5622589204915973,-0.1673450953085191,3.324744308413188,4.910502819325241,13.892988721099965,-1.474761626665787,-0.3414703467496183,10.031034991807743,3.246860610468355,-3.110185930300339,90.5963471846908,964.0286079264424,781.1456840727602
2022-03-03,1.0196645343477415,114.8872679938559,0.3869521309961756,14.669794616789778,14.669794616789778,14.669794616789778,1.4019057542957922,5.273476387150426,5.273476387150426,5.273476387150426,-0.295320724933665,2.3521470654353043,2.0435692002187644,1.6942035059143712,16.316049534720644,3.4242551361744047,2.0213616158888046,0.5702494431937195,-0.0253745137734652,3.62239129837038,5.33141316138179,15.667428158157476,-0.890668056408174,1.926837845826472,9.876552614226494,3.854890309984972,-0.3467575058796912,101.09278319914254,1077.6713922861536,893.4342183466903
2022-03-04,-2.1748683877484964,112.38862112070964,-2.055426936538141,12.1758775033731,12.1758775033731,12.1758775033731,1.539642195372654,5.3284188665246095,5.3284188665246095,5.3284188665246095,-1.8587764697867424,1.8577592932725544,1.550511594144818,1.2022054016769863,13.653863311664262,3.271029495780188,2.015956703948819,0.5572923822867255,-0.2096000684439738,3.0262398063071787,4.098190806788352,11.49460166214448,-1.472984734462926,1.3636268417087267,8.462232441930011,2.8637183880522783,-1.8442220930553759,81.67862311958964,826.1775231006396,640.5853943733451
2022-03-07,-3.2940100761718494,108.68652861652284,-5.519429321601982,8.480792795377772,8.480792795377772,8.480792795377772,2.0836827889146483,5.453175138698462,5.453175138698462,5.453175138698462,-3.035900235567216,1.1356096875462869,0.8335812761336069,0.4907575381357887,13.250966895180351,3.056502296525044,1.932424858458181,0.5114986106509596,-0.4773880366431355,2.026067025185302,2.3523112276268074,5.232050977978399,-1.4687538167707532,1.6925841337305711,5.621117988606467,2.7652551135400003,-3.3481482706178287,51.71682560247316,454.5664691096323,267.61868060909455
2022-03-08,-0.1127161305100932,108.56402136708056,-4.846793575730905,8.358517443392161,8.358517443392161,8.358517443392161,2.460969207900324,5.405187627808745,5.405187627808745,5.405187627808745,-2.2971507752693614,1.1210055819215958,0.8144692758137643,0.4660925560604682,12.307020436848862,2.9657124885714663,1.9019799340681969,0.4928640262321844,-0.4593489831962713,2.0430994324152403,2.31461918919543,5.111587747012734,-1.1814091708641596,2.077995783113615,5.2303319386882645,3.395873311559272,-2.6995583880512135,51.20135529052966,440.2359252858907,251.93177174317967
2022-03-09,4.8333084654554215,113.81125540225447,-0.7241341273509092,13.595818840025602,13.595818840025602,13.595818840025602,2.350577467194495,5.111857062972661,5.111857062972661,5.111857062972661,-0.6511412181999006,2.2087874937965264,1.881630528700514,1.510608370214808,11.463592586695391,2.9869406022657765,2.0157006008200846,0.517787888380356,-0.1335146782203879,3.780124031326415,4.771852676994481,14.913469858908243,-0.6272850510245946,3.4741868725717606,6.609362301482468,2.962085052118483,-0.7122641948723215,96.51340868861053,961.8626308042705,772.2014066668186
2022-03-10,-1.40386289977954,112.2135014118889,-0.2438726386182064,12.00108928362972,12.00108928362972,12.00108928362972,2.429807741455377,5.129574244524843,5.129574244524843,5.129574244524843,-0.4322549347465918,1.889188982229016,1.5601408172774789,1.1877531853559855,10.74934384817147,2.8617174671046954,2.0358691541354133,0.5096569042674702,-0.0977079533006304,3.386335393929204,3.930929518668956,11.954450332055046,-0.3760912795662749,2.142859849826128,4.125290263513659,2.6735488558497544,-0.4844843725596099,83.77060673768318,800.2858154138494,609.2668148454406
2022-03-11,-1.036716740867727,111.050165257238,-1.932010430605316,10.839955241072124,10.839955241072124,10.839955241072124,2.520547140182994,5.126681847927263,5.126681847927263,5.126681847927263,-1.0864443418097922,1.6626854968467484,1.3304280350282152,0.9551804795411202,9.637394967997208,2.7137717130795704,1.9366242599183623,0.4820895141318683,-0.2841467209562496,3.1410378088962765,3.521943517035262,10.157670479052246,-0.1427153271887582,3.067335330730955,4.704844881448149,3.148189549436431,-1.2617685592793526,74.49962232409494,682.0681257152688,489.6906425957919
2022-03-14,0.3185237987337164,111.40388646211544,-3.277375418365268,11.193006877020744,11.193006877020744,11.193006877020744,2.574118450755595,5.056102689069113,5.056102689069113,5.056102689069113,-1.5864845556263658,1.7546260209950053,1.4146638667674107,1.031489940151216,7.257930957725069,2.5778427941494715,1.8753357216533413,0.4566672907884412,-0.562667127899581,3.441470272430074,3.8140828323718137,11.420391092915793,-0.0207962895771459,3.7974874448739446,4.934916142939539,4.206242894841734,-1.881618432838768,78.37509140707107,715.2685780891616,521.5319060146301
2022-03-15,-0.3066187837209022,111.06230122042749,-4.187153052642826,10.852068231751726,10.852068231751726,10.852068231751726,2.653501057773737,5.018566406542078,5.018566406542078,5.018566406542078,-1.8818823478984184,1.6987099220468391,1.3531146575878932,0.9643650587715326,5.5459942717190485,2.490360235193323,1.831023471164873,0.4383814095270639,-0.9003934292211876,3.4232350921641626,3.708688540431509,11.03999846347272,0.0458933911397973,3.8073934799878,5.679198274152315,4.195444736049386,-2.3008002526729783,76.11113480382369,679.0695764770287,483.973008759379
2022-03-16,2.024065350035098,113.31027477638176,-4.273033354831826,13.095786534627871,13.095786534627871,13.095786534627871,2.576286115553126,4.877438120454674,4.877438120454674,4.877438120454674,-1.971619950237019,2.206745454800528,1.847969818313001,1.4451821960385307,5.386079679364214,2.548606083957643,1.9313109371525985,0.448650280677242,-0.9430712884557192,4.22319654305709,4.666963907209188,15.711094002483444,-0.3204915343894785,4.18596110005333,5.765213986882881,4.498538832511561,-2.3277486926176403,97.08915670410346,901.3358437289529,704.878673396073
2022-03-17,1.7988514721274385,115.34855832226836,-2.772253441735858,15.13021175562014,15.13021175562014,15.13021175562014,2.3858976427915115,4.772392234713265,4.772392234713265,4.772392234713265,-1.5014375235137456,2.6796819088842128,2.3097445585227114,1.8958707007084248,5.174584523901198,2.5710488352607497,2.045964431489402,0.4637974391605858,-0.6922828744228218,4.9740374270890335,5.387682613446306,19.50816853680072,-0.2994154474936633,4.599657162079457,5.562806169211921,4.433265970314467,-1.6343577127950168,116.52874164897419,1102.3006995265007,904.7838610081285
2022-03-18,1.0362644635816265,116.54387444141574,-0.5569299357735642,16.323265226889895,16.323265226889895,16.323265226889895,2.225540111861286,4.721805245106457,4.721805245106457,4.721805245106457,-0.615828904490333,2.959111729950809,2.581910365342933,2.1613570250108114,3.947266773287331,2.575081246227908,2.170762648563967,0.483166908345864,-0.3472154297403662,5.4259838627635855,5.6161266242239485,21.12211486540456,-0.7358171115352518,3.774477381476145,4.868442460387203,4.877958444565549,-0.6117281163752186,128.5828956559893,1219.1277905470988,1020.5506937243737
