,CHARLES RIVER FUNDO DE INVESTIMENTO DE ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-06-24,-0.1367411474851643,104.42821956841672,-8.78828029965872,-3.774332294496957,5.80413723140461,5.80413723140461,3.913127747849114,2.665403588255,4.5895781028171365,4.5895781028171365,-2.491298468296766,-2.500362507081179,0.0895931153185545,-0.5940731769296583,1.342905346387126,0.8098228594171953,1.09807554613573,-0.004598965643669,-7.259461130818779,-8.2295468951181,0.3744684067287133,592.8605376865058,2.4657935933955004,1.9931208036412127,2.975635189393599,3.2511761016679115,-31.55631696220112,-4.302671000265454,10.096225524138097,-272.65452443073707
2022-06-27,0.7868664110559864,105.2499301518644,-7.834070876914087,-4.667796682218324,6.636674448786131,6.636674448786131,3.8636962099551466,2.701820080432156,4.535554326985931,4.535554326985931,-2.276662962578748,-2.7993679639199125,0.2708992468243711,-0.4254627424725824,1.5028057867851714,0.9108792810787892,1.1173953317897474,-0.0022383987946494,-5.853274013988218,-8.30339292433975,1.0995913587212822,862.0936480155102,1.1335787755656963,1.762692520214862,2.845204692383107,3.2185269492473694,-28.47332837771366,-4.994218272700744,30.295790440605344,-192.9709382592822
2022-06-28,0.1736059532257083,105.43265029637392,-7.783917514356579,-3.613746938427538,6.821802063951122,6.821802063951122,3.796154730763446,2.752546649712804,4.509451353871119,4.509451353871119,-2.304425311153174,-2.366822053426212,0.3101818912923587,-0.3947918998149137,1.557311899367319,0.978014355876196,1.0839798451295026,-0.0003184704808465,-5.617342967827533,-6.66123976042064,1.2903839088147653,5590.140921022444,1.4886114533690793,2.0226119458368275,2.7853194504703658,3.0890170641238788,-28.316727739189336,-4.471051279116277,34.63390054632601,-178.0294867117714
2022-06-29,-0.8437850769272726,104.5430253269642,-8.517686349208779,-4.703035741599454,5.920455639230711,5.920455639230711,3.747799323986647,2.8517122426207115,4.531611689637756,4.531611689637756,-2.530417837819126,-2.6684061496933844,0.1064402448527203,-0.5996467317857459,1.619087747304876,1.018845172813409,1.0325515807060357,0.0035835157748723,-5.857309634865961,-7.468776108888359,0.4671397214778126,-758.296128753667,1.577104973830826,2.005181221186097,2.6257002005720347,3.0750325486196712,-30.697647263657046,-5.467064380004061,11.992835452423838,-271.7366139413362
2022-06-30,-0.2939252132559078,104.23574701682774,-9.688818725400258,-5.664827538202818,5.609128714111476,5.609128714111476,3.6321562393952416,2.941055598422736,4.529849729163483,4.529849729163483,-2.933906018215975,-2.916221013890969,0.0344291586210403,-0.6764969804913586,1.7538136279318506,1.068244484998289,0.9790194450282468,0.0081169016352616,-6.076133107956718,-8.028843827034407,0.1593011412049598,-377.5368732505197,1.996921487428533,2.2410093322983737,2.9881303406507222,3.1158892837876717,-34.4942925366185,-6.58607131195831,3.8936844844299703,-306.44296638586945
2022-07-01,0.1685414820021824,104.41142748962596,-8.741852379099694,-5.587235600302625,5.787123904775845,5.787123904775845,3.2963487470445902,3.00597044272374,4.506704877110942,4.506704877110942,-2.946051492622361,-2.829244834267312,0.0707594451604675,-0.6484078518160089,2.002229209691895,1.16800355724572,0.957003481026059,0.0121639435976943,-4.850200516218088,-7.281335997889598,0.3332192023632357,-240.23317805338573,1.7447911528497255,2.2551869820552377,2.732985086090434,3.055141769511041,-40.481660965641574,-7.189735420019337,7.9940476047346145,-292.2182828136236
2022-07-04,-0.2096071663168719,104.19257365515396,-7.999420379242515,-4.54227325316657,5.565386512030926,5.565386512030926,2.9772534146186285,3.082977852481985,4.501474577625893,4.501474577625893,-3.0130305927565963,-2.421397360451646,0.0182362961651434,-0.7063641658914585,2.0955394564408723,1.2251462344223725,0.9225754254828162,0.0162400695343316,-4.280785834436556,-6.0932435856119564,0.0889794170861305,-195.79228577713025,2.0595210606592973,2.3313355570574776,2.675668806965422,2.977186248226769,-42.190584684904024,-7.781482472403639,2.066202665937299,-317.9680335306319
2022-07-05,-0.0590398921523682,104.13105847203715,-7.308294275613989,-4.345414418296495,8.38647818800753,5.503060821683961,2.675490492987384,3.155060652374661,4.460290809813704,4.489771024224276,-3.0952096611648487,-2.305409348333063,0.6475172921991121,-0.730054580900686,2.0545046752615206,1.205984015430701,0.8889313683578204,0.0206987812352147,-4.030754527825608,-6.031345548095552,3.248974589485524,-158.35608223413826,2.794124345883052,2.483575916813414,2.885610459016701,3.1185631300553758,-44.66491094760603,-9.996085987549886,72.98610531178548,-327.7777903430097
2022-07-06,-0.0321398673079009,104.09759088801796,-6.98196440567164,-4.866701452194871,7.888993957511131,5.469152277930132,2.375102806671573,3.2232046926877365,4.377304319866075,4.477087841020225,-3.350022856436204,-2.4200896660039763,0.5426998900589711,-0.7476891700697605,2.1572428880451,1.2339083280872816,0.8589302405318382,0.0253211101694205,-3.688341601601426,-6.321737353277141,2.765722361428399,-132.20076330715,1.7354144652619634,2.5594778667529496,2.7966603856500587,3.0243671912264416,-60.38490292199998,-14.634982139550559,60.27294102310174,-334.74700921818277
2022-07-07,0.2955030666466518,104.40520246139732,-6.603409836664113,-4.317705127134858,7.982433992720583,5.780816857277625,1.99737454308534,3.270907266973127,4.283758246015405,4.448954631101911,-3.794916037947708,-2.218619713506792,0.5728455461733503,-0.6904095868838216,2.273202074366504,1.3307850073168983,0.8602636248146667,0.0295474923717919,-3.334445614323746,-5.453096708829338,2.85253468974927,-103.95470756957704,-0.5912575822019573,2.3821541794485777,2.658509298280111,2.759149412707888,-49.67862706147871,-16.899983174395025,62.26133138467633,-307.1600928923935
2022-07-08,0.0123477223706647,104.41809412593778,-5.101340173968747,-3.69921240124976,8.756304673980832,5.793878378864581,1.474826801308969,3.32461773272446,4.203623258686599,4.433570886200979,-4.122228873284475,-1.9983825934047617,0.7642762890064954,-0.6979355192045088,2.489923934867857,1.3278096763654148,0.8031393604749199,0.0326819897867316,-2.441670421458986,-5.003622375299641,4.000214337186268,-94.6804836114028,-0.1532261995260311,2.5722769947667325,2.8325147066488605,2.927940542897314,-38.60261968366977,-24.259573284249132,81.51360143510512,-309.4346598390675
2022-07-11,-0.2923592796124863,104.1128181381661,-3.4288061364329687,-3.8878045548629183,7.058015290213307,5.484580158162022,1.0603100962121728,3.3916214737467816,4.122530978014562,4.432779003553891,-4.158042285604193,-2.0161159761440794,0.3637001461014353,-0.7759159178084296,2.9302177858510494,1.2745956042869355,0.7231489277339882,0.0353221127788988,-1.5046029128591796,-5.364762137305216,2.073383588785647,-97.37423722397396,0.730731351942048,3.057022337904541,3.421680121142089,2.961039469115053,-27.994031978825152,-45.11122347877489,38.04199746698405,-343.94637889844535
2022-07-12,-0.0102655356724046,104.1021303996806,-2.127670383326142,-4.321909527938474,5.482774499510942,5.473751600957018,0.8794202070396363,3.4468560800752828,4.049220212039381,4.41959347747798,-3.5357990401893824,-2.111332532844868,-0.0224618326232906,-0.7887881807586326,3.2360607024296173,1.3042075801543047,0.669555429497897,0.0395691291317012,-0.9608760186851047,-5.579985493594556,-0.1358407424548554,-88.10209310367743,1.378298681376933,3.319717536061979,3.495507952773724,3.091192187081761,-19.743660296502018,-63.89658231637038,-2.3076635576042945,-348.6123098792574
2022-07-13,-0.1429365376159008,103.9533304189029,-3.346782356523258,-4.226519051499071,4.86870208947505,5.322991072324998,0.8352838468307774,3.508875911248208,4.003265414940467,4.412879973777898,-5.18427335326443,-2.048382883454968,-0.1798793311321546,-0.8322742037942663,3.826216032469546,1.3362036745839616,0.6161001150780233,0.0440592999325923,-1.1317551734636595,-5.379061211612203,-1.1688111843523747,-83.35870456940263,1.254700105425033,3.688235654091173,3.447848540464556,3.135544934368516,-27.495753871915422,-126.22700144396588,-18.27054732914624,-367.27261666156625
2022-07-14,-0.1155625439622887,103.83319930573728,-1.802133944302759,-5.643716801195775,4.090428474169675,5.20127714446464,0.5739203530097988,3.5698241496770464,3.962037016279628,4.405461210619991,-4.856886650305111,-2.411931649717952,-0.3819903389574264,-0.8694423219296135,4.528841987748621,1.3179609503071448,0.5549764268449738,0.0477193796574298,-0.6154920194637648,-6.532949135197809,-2.727070537778522,-80.26706238910468,1.7929946763085622,4.077809281578403,4.097220271013183,3.271287853639408,-18.65510478310588,-159.22992143024524,-38.39961029997458,-383.02944241322905
2022-07-15,0.1179852332420461,103.95570714812084,-1.7707714700152322,-6.179931757342802,4.195182784214911,5.325399116677151,0.5241235752004454,3.614869712185619,3.9187173860129056,4.387419229892854,-5.258499630607382,-2.531720523335112,-0.3633304239563233,-0.8529019863031021,4.1126246600347045,1.3623112192511044,0.5245951338918176,0.0529081164473051,-0.6701568595274884,-6.71787746455895,-2.714072543262857,-70.72711763698864,1.5312138345896436,4.270545325355955,3.939941992410424,3.177918399838347,-18.445211560042715,-915.1839839522821,-36.1244811725683,-374.2038575920041
2022-07-18,0.1098949679833038,104.06994923920809,-1.1177649730462218,-6.103616720157768,4.947764238948276,5.441146430314714,0.4339631933200808,3.649488292636909,3.8747811771213176,4.3694909257672565,-4.846256922217728,-2.488288054599432,-0.1771180394521219,-0.8381226203972783,4.549768749988305,1.3811109058887197,0.4999550331515259,0.0573889797699336,-0.4622426424684898,-6.575125925984527,-1.372710743747452,-63.81310835612402,1.6531314407812896,4.493829586952682,4.166015610914147,3.055309518309387,-14.074968412979398,-908.0978123968897,-17.412690737422214,-366.2169184506182
2022-07-19,0.2419568591093934,104.321753619664,-0.3572786372397597,-4.611560975700326,3.9159424415929824,5.696268516426421,0.3890856331247491,3.670894491490946,3.815300359346447,4.345226220914603,-3.450682008035543,-2.068808026912893,-0.4542770647577308,-0.7923492696769416,5.745838000201565,1.4239071068232156,0.49110349881636,0.0620318962667761,-0.2336666633764458,-5.333477130323549,-3.529201996300829,-55.50268539133469,0.9093322247190077,3.708265286948196,3.864084644975969,2.86324892451027,-8.98541691093484,-759.4375989946791,-43.97496004026121,-344.29368227227826
2022-07-20,0.3333856866105433,104.66954741425307,0.0940373263476344,-5.008486302834039,2.978220985058815,6.048644746941637,0.3867331377246243,3.6892280552588383,3.766946432328792,4.316385144599237,-2.3046766446374387,-2.167595794176061,-0.7130483838625198,-0.7243241781689914,6.982272215154449,1.4003594045233725,0.4695398861519562,0.0644318104524289,-0.1276511145307129,-5.710502025768998,-5.720525869871384,-48.52358020935956,-0.1071185293990605,3.5223021085295505,3.874508919437076,2.9620107563946627,-5.880498786597183,-799.6755216335386,-68.14976354245908,-312.6462122522685
2022-07-21,0.208699804932233,104.88799255553008,0.4402765737206991,-4.879619955419956,4.378352521142336,6.2699680616617846,0.4000012499844678,3.7028299993573968,3.736363176997414,4.292728572628064,-1.3626346989400548,-2.1263042209275484,-0.3481930915297165,-0.6851241810957363,8.042829474423131,1.397675617397986,0.4578044752203229,0.0676003962379788,-0.0677691333108022,-5.633169069421394,-2.841771795809588,-43.50643356637234,0.0653059875369581,1.8537111044836088,4.086279749393584,2.954453316788758,-3.5961149833789987,-787.3343057010785,-33.00845084248701,-294.10521479880714
2022-07-22,-0.2498737307501941,104.6259050154226,-0.5928983853399237,-5.681286103755681,6.1168962865616825,6.004427327799087,0.4045317957525385,3.734747932296671,3.710404545545664,4.28945237826228,-3.901375759531876,-2.3242435204852208,0.113861829023794,-0.7559282047806093,7.918401181855672,1.330446097188985,0.4394760258633114,0.0702363945895908,-0.1993117683308635,-6.524476038996629,0.961311705556901,-46.16578135507356,1.1596686458267278,1.7824583955245603,4.425902855926612,2.9471267641993992,-10.412696755305252,-868.0463682286113,10.719026095718979,-324.251803579172
2022-07-25,0.5757604381042336,105.22829958450993,-0.1938210898517299,-5.639365127198973,4.452600558219124,6.614758882991515,0.4000189113733987,3.719618693717015,3.622988685534853,4.250048453355144,-2.9477437513447367,-2.323893437285761,-0.3469287423227933,-0.6277865961917674,8.609431682124361,1.3500082510130458,0.4372720971646866,0.0739376394097325,-0.1369606368872081,-6.402921956253196,-2.8744548675122354,-36.08613249601127,0.1212761062710255,1.3014173396043889,4.136909570747375,2.8244702492582108,-7.779703190993721,-864.3997471534407,-31.890635117958848,-266.8123452181911
2022-07-26,-0.4505343086351421,104.75420999248834,0.2020074173897796,-4.286316164715972,3.428596607067708,6.134422816155007,0.3376748639188061,3.7396227447208927,3.6050891841273898,4.2552849444663305,-2.319760286828755,-1.9511068526998303,-0.6368834517131559,-0.7483419685609805,9.653074339874754,1.3166826257460855,0.4151605107676733,0.0756632550838386,-0.0811476957080301,-5.5415051593034015,-5.530443247300287,-42.08658890767197,0.0477282330268173,1.2275231298212366,4.238786190591301,2.879393884454116,-5.168144167414122,-729.6403563737082,-58.25482294594847,-318.4408312129836
2022-07-27,1.7517989868801376,106.58929318185103,2.257906939203241,-1.9160609538917976,4.001832371391491,7.993684559779482,0.5757438687319598,3.6770118445254942,3.510290236177445,4.167391194403974,2.210314085388488,-1.3411987518715422,-0.4950835123930223,-0.3266089319529432,8.738859086515198,1.3325711112042848,0.4204797931103983,0.0781900325975978,0.1456225315039124,-3.700818406634698,-4.133104249291175,-17.407681539657002,-0.5934743657117892,1.0444650487451574,4.279928679579029,2.840980418590968,5.995416165418096,-493.160369649447,-44.09378686523533,-136.11071870343824
2022-07-28,1.1675009463787855,107.83372418848762,3.277703198916314,-0.92479769314112,5.597314602133023,9.254511849044247,0.9004459596835993,3.634230360248383,3.4496201012549648,4.107110357624692,2.545817456000228,-1.085730863787865,-0.0456594296874587,-0.0331747466569311,6.652060317021253,1.341172430664882,0.4207227568802197,0.0780237507317073,0.344610681968965,-2.942049790182792,-0.3743740596055705,-1.7462932033961676,-0.3425230324211535,0.9128658095613552,4.2869608251059335,2.9899809268648694,9.975410235795792,-394.5796068236561,-3.996296121225172,-13.62523456062572
2022-07-29,0.584940465602557,108.46448727683234,4.100017373423491,-2.257555986845127,4.885769192809273,9.893585699345852,1.1918125677379958,3.612347169118004,3.406678333621266,4.073122850265917,2.613401889834143,-1.4627636924083824,-0.2595367874431935,0.1146140788827986,4.841221204082329,1.342830694101714,0.4204429433652555,0.0767824701043841,0.6433676722369394,-3.9349787777190737,-2.102921132374177,6.079997465893615,-0.4458329017629362,0.7845419552376908,3.986512718561548,2.96567512407388,12.152026196727164,-528.4010283360018,-22.432927981280706,46.68372236597076
2022-08-01,-0.4642392317112054,107.96095257441888,3.6779556057333176,-0.936602364793634,4.256303933489961,9.383416561395318,1.3509798360117886,3.613340018748124,3.409244106831876,4.08046736418989,1.9930892951838928,-1.0982948881308552,-0.4484076159629426,-0.0194409182424314,3.975547436142044,1.3195242239625598,0.4107321223753896,0.074374042268452,0.677296269863495,-3.0075331696088026,-3.721966067175545,-1.0666091286499126,-0.2773700531897916,0.5827296265727974,4.296474516668413,2.717814839176849,10.13442817582833,-396.8512871669713,-38.78707123173335,-7.932803241812536
2022-08-02,0.4945916789954596,108.4949184624162,4.224235678161484,0.0124121974201996,5.633435238085804,9.924417837908925,1.5062956109095038,3.5943159739739112,3.3810070598985766,4.050524177572831,2.1502442801628416,-0.8405796967841049,-0.0493075834403459,0.1050889382021912,3.2131807539168245,1.3180233451879857,0.4177673919817845,0.074015655909116,1.008005390809208,-2.2923031239012954,-0.3990481088711123,5.751016859272425,-0.4291083245264276,0.4718543511260351,4.076445103148859,2.731501821031717,11.34502505925874,-302.13090315492553,-4.229759796789753,42.56652849834328
2022-08-03,1.378812867189172,109.9908603584224,5.349980427546519,2.987389585306968,8.730507800567507,11.440069855240806,1.7486462509491325,3.5520451918256284,3.322344541735389,3.992381025024568,2.496015571250354,-0.0135534304825159,0.8774681583640292,0.4772333818791129,2.429788494709717,1.3261193615775944,0.415329041593629,0.0710714962859525,1.7963079010706346,-0.0363032159645809,7.019137249110816,26.80818046459312,2.320370967456934,0.6648546387321875,4.819617281481288,2.934243995374827,15.288212099860194,-4.814239757816363,73.96596768917858,190.5297498322474
2022-08-04,1.5006807775955533,111.6414720569332,6.91774542665312,4.753570085570513,10.626142163998653,13.11242956209745,2.0926106760139995,3.5191443001606904,3.254729057666973,3.940896940634053,2.8340896893096184,0.4871708396858672,1.4746703126884575,0.8992529696104228,1.8115263622652469,1.3905198975770132,0.4251358864967876,0.0718935299012226,3.273839378861952,1.2329377570737456,11.289689884183025,49.293215699143694,1.369941168605943,0.533186561765315,4.89371371405749,2.798225592147626,20.77349044313964,171.44244836850172,121.77711684606778,354.3863276793802
2022-08-05,2.312368901924056,114.22303473842796,9.710827908668056,6.631515243495328,13.015785511437034,15.728006207502146,2.588227045501933,3.499395705371236,3.1859455209730263,3.882025402942013,3.369859640959178,1.0255358919158164,2.253039429599292,1.5779483470118765,1.627453337830235,1.4336670481016076,0.4193549243667638,0.0697758520676984,5.359270007645402,2.503200377400265,17.116910908215836,87.79019368602202,1.3807908080539264,1.1908764014158892,5.268198554063965,3.0116783334221635,35.40079230709341,358.8755895874268,182.12226650202743,612.5635567630462
2022-08-08,2.287176234259003,116.8355168430147,12.231629068921691,7.664718757391713,14.827178710497083,18.37490966186193,3.178330544287663,3.5417031714100378,3.1577756108054365,3.854504592709796,3.536761162694997,1.3039900053104725,2.8432096535351663,2.267145888099356,1.6017212200107254,1.5121705002162675,0.4235672580950832,0.0697146197540435,7.0180727400043965,3.0541169376301056,21.19667639259424,125.34995197352768,1.9999540636349389,1.2944341850307568,5.229225984611484,3.208568395437712,46.20860166728794,461.83455372950914,227.79598237974068,873.8724238022096
2022-08-09,-0.0189914416434122,116.81332809401468,12.370933786622889,5.292291255921896,14.323357421664165,18.35242855997306,3.62810819677893,3.65699070870988,3.204717580794315,3.9116441710122,3.136216758046087,0.6131555191718423,2.6408441390783266,2.219633877715572,1.583828251863046,1.5218700524687665,0.4142471131489147,0.067757644961354,7.18419671663134,1.4733873190869091,20.43021996293208,128.13931069327143,1.4094817112316669,0.9168287004758968,4.980774294227806,3.193627331715004,46.77398079987251,224.230403660561,214.7278828416535,868.2417919547319
2022-08-10,1.56744317857489,118.64431063689062,14.26433109081226,6.337431101071046,14.955891618319326,20.20753562811408,4.0443757660612905,3.750363008082421,3.233809518114592,3.929266858686996,3.281140216784364,0.8756031746018604,2.809211681325077,2.67319317140416,1.7115173496222325,1.5649634045102496,0.4170219710079259,0.0716817731372553,7.753449873435857,2.098342840683878,21.784117156971263,146.53221977579196,-0.4265146332866557,1.1047680050723352,4.891877993374582,3.183704472817692,51.04400705797264,328.38297557863507,230.49144449779456,1050.3689335266752
2022-08-11,-0.5060091797825073,118.04395953377828,13.552168295660628,4.775352124420464,14.183329362818869,19.59927446304549,4.34468094183091,3.8894947954864825,3.322101706430411,4.015622677296073,2.89002443832638,0.4417377106168439,2.4986151522635143,2.4558039614819647,1.7690011335727438,1.5458987950866612,0.4047853820860519,0.0720187084350711,7.097923150146964,1.1114159166661437,20.50630785694453,136.93083773657614,-0.0866495691792261,0.9551336649969132,4.771917586461529,3.1474098138560733,48.17504711384935,171.81365264143284,210.60476967481077,986.158207872051
2022-08-12,1.784627303060704,120.15060426523202,15.45177560244796,8.254528705199068,16.548550373042904,21.733675769375512,4.607213460598432,3.985215430152158,3.3701295662627624,4.037182891206766,3.137270372659407,1.303241648724529,3.161490889784815,2.962988592206275,1.879157381844202,1.6317978432242122,0.4234253959323222,0.0877272933878093,7.691784855331209,3.18280769231309,25.162954379895403,136.35581800541752,-0.9120732367544634,0.5061338469318126,4.685854028655642,2.9977640464987583,44.278910793731946,519.3698727713931,270.3301227299631,1196.2126851295993
2022-08-15,0.2243271441266348,120.4201346844311,15.431470912057854,7.798795989296018,15.927909303006944,22.00675744766933,4.838917700646092,4.151715145099627,3.464678043090568,4.119399291937937,2.9824856191004323,1.140336304420585,2.8928375978843595,2.9619225245332057,1.854499217113716,1.6107638568029743,0.4202763436177746,0.0993166117207214,7.782156131965918,2.9391965095160306,23.848001582340103,122.85297835821588,0.3971891021769508,0.5091446835979957,4.600981369417139,3.0412328618337403,44.211295472998266,473.4351505569881,254.29794237918603,1220.1341550337115
2022-08-16,0.5012667823939054,121.02376081891816,15.624614616837542,7.50406200117359,16.43084939302635,22.6183367950304,5.001323827363085,4.308821999331243,3.5598367113062137,4.194113275174403,2.9239016482326643,1.0295163933735063,2.953632066125309,3.0468999360045643,1.7995935345557692,1.5998339411764886,0.4206262016176596,0.1184574990787523,8.125934385389982,2.7727895816348083,24.99713004146496,107.87872079950871,0.1460932925133074,0.6713143286713692,4.628297429053102,2.8973437996665194,44.79756229578931,443.6002884439922,266.7733121246424,1277.9043469724782
2022-08-17,0.2483656926622668,121.324342320762,15.67038262890783,6.2995908133623,16.788051726845556,22.92287867654233,5.108741974700248,4.467872966939725,3.6624070753942273,4.2785093123494455,2.871035542441536,0.72247285469739,2.9653737665916244,3.050057045254418,1.777995590799641,1.5678434820003475,0.4237642874413599,0.140935751314998,8.24939041605318,2.05882600776697,25.62841227024457,92.59323734083182,0.9339748440266168,0.754805856771965,4.2639228776898905,2.8053283083089604,44.93235527192483,322.79169368502403,275.55098296490917,1304.969747131806
2022-08-18,-0.5444008230824027,120.66385160256846,15.328848610467691,6.116958645220202,16.469354254837647,22.25368551327065,5.134926317565757,4.620776041414936,3.7752271009516014,4.383435857930578,2.7895392540397506,0.6582595336568396,2.789358781890902,2.8166503111073133,1.770040726243393,1.539897482442799,0.4268203806182779,0.1652920317048891,8.092513532076666,1.975241804622848,24.67188387868873,74.69571185985924,0.3076125957239826,0.7349696016012748,3.994702165909374,2.61915148577089,44.014332685357935,304.1669882154493,267.1796460105905,1234.6605972959114
2022-08-19,-1.7158342764002188,118.59345987754688,12.701108300532075,3.5924914983726643,16.027711619699854,20.15601487307141,5.028209433405509,4.780957771999745,3.8948821628592136,4.513281834849091,2.3257923332040646,0.1074236055757203,2.5873885506747905,2.263325649287536,1.7435310801170123,1.4411530300502182,0.4094152113159595,0.1717904370882719,6.707406069970395,0.3563727871117053,24.61455567812841,59.462137197011856,1.605130896036978,0.6308776122863787,4.112261327886667,2.656929508131798,35.9345095285319,51.35877219734755,255.68890542233865,1021.5026539277458
2022-08-22,-0.04954851995973,118.53469857340852,13.155068977092514,3.248935650385449,14.98783174726442,20.09647934605921,4.793677917626293,4.851130939973039,3.934349021199688,4.5661015106339295,2.5339133197449866,0.0343047293358474,2.294266645189284,2.216676903391033,1.6498960081902765,1.395224239175442,0.3978664266038802,0.1778271766410531,7.362139350445554,0.1192759767181799,22.68712594555853,56.918025401661104,2.3570538295021235,1.0237269798454365,4.2853317404221,2.8188711959656736,37.32398736838434,16.64167338685303,229.0196171950486,1012.1571757161137
2022-08-23,1.4317198239421014,120.23178335113404,12.799118712615606,5.015174704869919,15.612277714901632,21.81592444871329,4.425012166792488,4.882496201771641,3.945326717591554,4.569208090640025,2.6641840261217253,0.3950930920840393,2.44330654501198,2.584055465551796,1.6665335884421086,1.429707927775602,0.4118467185616506,0.2036267898157447,7.073992874745083,1.3492549659760336,23.40589874059925,57.98395756543476,1.4816211272351243,0.9527489225794944,3.706784926212857,2.7427092755757694,36.22481011659802,192.90405214465352,244.5776911781757,1180.7087139861842
2022-08-24,0.5865521009382313,120.93700540237562,12.15137593781344,5.902887082117115,16.24165466021492,22.530438312844545,4.167847632439129,4.970808483044427,4.0022840022764266,4.615601739700067,2.672731245340115,0.5659315812689103,2.5629788466642864,2.70553256546208,1.5155187586522865,1.402954528589338,0.4084050339986099,0.2157842090881156,7.350312577419364,2.0051523037049805,25.11665719627804,57.87105955868448,1.9416781361459088,0.9526906506426552,3.74154614094456,3.047168740928888,34.22902691845406,281.31375049942454,260.2608439742888,1248.7660815961963
2022-08-25,1.123929239720578,122.29625176773536,12.752343958995906,6.965737928399252,17.40642330357343,23.90759373660037,3.95286799550977,5.064208315762239,4.054918757524693,4.650726640388184,2.969676000895241,0.764655122643067,2.814183727741536,2.9739149706775296,1.4324276958428854,1.3900569111942531,0.4073112888607222,0.2329266551976552,8.194994592075938,2.7857656759192007,28.01613089747175,59.378629588969694,2.392250884320388,1.1279202919194664,4.196402092261439,3.1838962792419405,40.54320441073071,387.23728307792146,289.52796236148157,1383.0865580379232
2022-08-26,-0.1766010990043032,122.08027524307248,13.078175332809296,6.8286095168238,16.56768250670342,23.68877156431176,3.730721045650384,5.2088821857017225,4.150915645437131,4.73897010340219,3.233369909733288,0.7163972305129119,2.5443284809217506,2.8651968630200755,1.3643761186726122,1.3608505770315522,0.3913112404368706,0.2449167622464776,8.841257924061612,2.742129690714925,26.98949533572934,55.43957934797971,2.665185688067069,1.3565718491016956,4.6097981728161,3.0928100651154797,43.734580872989994,373.16287719047574,267.96186772776895,1357.8082274213878
2022-08-29,0.3939999576252351,122.56127147579896,12.964987865542756,6.188649501493907,16.649205042851815,24.17610527186233,3.346812912067957,5.330604830811173,4.229449205993723,4.802707268491598,3.569917578951327,0.5793063039713678,2.5136988371391773,2.921569770069449,1.4911246578686337,1.3557344640800468,0.3856140430774166,0.2561121433295546,8.012640784393275,2.277771248195407,27.570472968255533,54.78632987762232,3.163743332369055,1.4242490834438788,4.5481972576755,3.298116570448733,47.529729405162286,308.80529824691394,269.74472892498227,1403.1444370117867
2022-08-30,-0.8379958283443845,121.53421313366592,10.494829059094275,6.223882096085846,16.357432840263357,23.13551468988358,2.855046399544446,5.478353335493612,4.34167317351303,4.910457038894997,3.319007339879271,0.5694539006698872,2.378929471853599,2.638628460214759,1.5769521680679062,1.3272806464098443,0.3690268505980565,0.2566031367644956,6.009009117501561,2.35042203363931,27.988571164638955,50.49381647809608,2.822463657307152,1.5660851546362862,4.644552256622626,3.2718706125430987,39.2475173610918,311.9669676144724,262.056299390105,1295.6871695490229
2022-08-31,-0.652183566203246,120.74158696829372,8.151195737297144,6.613126019693441,16.70909520829533,22.33244509891637,2.3159124057143554,5.6066140194377,4.428033348813573,4.998840866034607,3.078924358039961,0.6252075780261847,2.409408313742995,2.42452397514552,2.069806735592914,1.2920447287343837,0.3618340638557552,0.2604638049500863,3.445016867721351,2.7129846932264443,29.48572682868195,46.5316458459964,3.0547802989868704,1.6602787247050963,4.280433971330454,3.185137256863751,32.75858807330844,350.52975720202966,270.69310681072517,1211.98095276381
2022-09-01,1.0077189655067986,121.95832283942713,6.772091214975218,8.560549918039163,17.503319543530253,23.56521234914637,1.787729442208481,5.672405269964446,4.447389410734913,5.015721406173814,3.217161645899778,0.9606339914864048,2.5749729050637216,2.655365526705428,2.615566871078136,1.306229887848775,0.3647172483818276,0.2736627249894347,2.1989170524813217,4.1716281081185285,31.39941223432501,48.66783999913254,1.9598921667762856,1.9044841492283384,4.154153747925482,3.2813407835975927,26.42279172871785,544.9105315814463,290.55859733324655,1331.857371351242
2022-09-02,0.2022539649568111,122.20498838296469,4.59575280277541,9.198184724940736,17.36051980338706,23.81512789042981,1.460543603745742,5.7865023246069285,4.503799164359035,5.072376683186741,2.447770934979553,1.0512609345150896,2.50851523677288,2.6682710187113106,4.480774873932014,1.338512206265278,0.360347735070221,0.294027467665347,0.7978700745083148,4.544690599657044,31.35262894037058,46.03133104264499,1.4773561241560746,1.601889573339628,4.491716168412922,3.038425868934473,16.42439296094926,608.3123841340018,286.6498166560671,1353.4475699734185
