,TARPON GT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-06-21,-1.314915122811855,99.2551922588829,-9.962919842392042,-11.245210561878997,0.2353945850665902,0.2353945850665902,4.028234863695481,3.7211018132948,4.994829751094534,4.994829751094534,-2.7103896146350737,-3.794308495493486,-1.0235384385777389,-1.63934601522166,0.9518698890465628,1.7247371498446096,1.287008925590852,0.3343247069317959,-11.470145306106096,-8.18617968775864,-3.9723114134969095,-24.49192081648297,-0.0614023267898895,1.0301621862783068,1.3601893789856272,3.6890064796279542,-4.875630733928071,-34.563691511943745,-511.24002443969357,-818.825424916742
2022-06-22,-0.3652133533614488,98.89269904284888,-10.529741399609811,-12.6033666980688,-0.1306784607526173,-0.1306784607526173,4.408117050279996,3.950939663168705,5.046225246759901,5.046225246759901,-2.6058023393354066,-3.91871650915664,-1.0886395552114436,-1.7022611995506476,1.0261597454964675,1.768685071526633,1.2468054679799545,0.3515341515793143,-11.193853366491709,-8.75374182435838,-4.406076608751109,-24.435729510662267,-0.2976882016124005,1.0195096208554266,1.4144188957209518,3.7243572469556274,-5.131834020350342,-37.90182945414868,-549.3520408129457,-858.9993441752272
2022-06-23,-0.0534078852514996,98.83988254362195,-11.058460376541946,-13.04665115412415,-0.1840165534017553,-0.1840165534017553,4.664598576468283,4.129917363511746,5.081051891281209,5.081051891281209,-2.5762506156511606,-3.857545793979062,-1.0946370725828465,-1.7081127292756264,1.0666954262209103,1.7600330227057692,1.1677008449237187,0.3597526331028923,-11.265797770378,-9.051730933209388,-4.763127295910226,-24.12493645633765,0.6840526962631533,1.2398575621322592,1.6941204574496544,3.834903481102478,-5.385020272544051,-39.00033894273935,-556.1907767913598,-867.900941360743
2022-06-24,0.3424771564042528,99.17838656275066,-11.008204672553529,-13.024151216504965,0.1578303883431002,0.1578303883431002,4.7536244192120085,4.2495705867435385,5.089748198446655,5.089748198446655,-2.517803781255585,-3.74491817360672,-1.0285601642199136,-1.645042497372306,1.191584792802029,1.814628264151814,1.1441677112414232,0.3808594897342467,-10.044349012894267,-8.77000233861068,-4.5754762972223695,-21.98409731948973,0.4364620512960966,1.0571433235208232,1.5572381895767302,3.771621570720585,-5.388043993814384,-38.95859708599029,-523.51122428323,-837.285208736888
2022-06-27,0.2689056210316343,99.4450828190664,-10.10817226385424,-14.583145582187017,0.4271604241607055,0.4271604241607055,4.7247610521702965,4.337889823564101,5.097502628908777,5.097502628908777,-2.343067792119512,-4.029317983702292,-0.9771129386509344,-1.5967080352365826,1.3539899415591992,1.9578429054606123,1.16812863179225,0.4140195108022671,-8.176157818464041,-8.927548491585362,-4.263944601607672,-19.65903343889869,-0.4468207550268057,0.3967190621615182,1.2671820158719902,3.6522399656879583,-5.102090920391405,-42.788394245182324,-498.08357735139197,-813.9223407218248
2022-06-28,-0.3421182135069478,99.10486307830529,-9.68163045116345,-15.026817033228948,0.0835808170417909,0.0835808170417909,4.724304200336325,4.384848949486361,5.139398330797486,5.139398330797486,-2.2533832564537546,-4.088591970887884,-1.038929219647812,-1.657492874794396,1.4138532625024411,2.034786410034364,1.1363321477469372,0.4297647160678131,-7.529542326471549,-8.810683086940482,-4.698864771063229,-19.82134827625751,-0.0100669637835502,0.3607273639080073,1.0560681642237892,3.398226861053032,-5.090228184861233,-43.887853226554085,-533.9471097274699,-851.8516114027045
2022-06-29,-0.7799838363184985,98.33186116528891,-10.69758784989872,-15.876876128591247,-0.6970549361399084,-0.6970549361399084,4.779034128722994,4.452901043370471,5.212919691861162,5.212919691861162,-2.440534938340939,-4.218231370832213,-1.176915256746972,-1.7907194560005126,1.4944014952531564,2.051465429041579,1.0856699037483468,0.4379816100022726,-7.804729719369292,-9.156072827964833,-5.651040612221142,-21.313398785705967,-0.0833849547962056,0.2986576121645738,0.911617206423116,3.414708168863516,-5.845387413196754,-45.98216021181289,-613.5164717548126,-933.487671478398
2022-06-30,-0.3040014432770244,98.03293088814527,-12.066858900211605,-16.397443754700195,-0.9989373223506356,-0.9989373223506356,4.7250197338168025,4.480871992246972,5.264380221561581,5.264380221561581,-2.7586012247497456,-4.30929167114113,-1.2256157135423185,-1.8373474736313096,1.660034688848442,2.0580580636127848,1.0350069974625542,0.4453793717692931,-7.851911355970325,-9.382332159153515,-6.233877778049223,-21.7174308318239,0.1451262986973936,0.687179883047434,1.257793110242982,3.493204871424513,-7.228693323050916,-47.26986440003873,-645.2107121607265,-967.2495700320806
2022-07-01,1.2275979446648044,99.23638113282284,-10.25712393648472,-14.680227198538484,0.2163976882765325,0.2163976882765325,4.319413347383733,4.366191495467513,5.2193997110291495,5.2193997110291495,-2.5990762635901627,-4.030427424802618,-1.006214233563159,-1.6271811922526498,1.923653171179433,2.1487226001767064,1.0147142966153473,0.4628552141263546,-5.836023287366502,-8.189804465138977,-5.175677821245685,-18.3489540258632,0.424106769748628,1.0091672262642477,1.2565932353966178,3.5830824137211943,-7.302410596505326,-43.0794166564799,-525.1834279892969,-849.2909044635547
2022-07-04,-3.048844951063568,96.21081773703656,-12.658558035834997,-16.350461667250347,-2.839044892780283,-2.839044892780283,4.250723639512053,4.565981049841393,5.443360233630865,5.443360233630865,-3.206440698834052,-4.221065010570736,-1.5288977440470697,-2.1281177880800697,2.084026245838159,2.1815785958480247,0.9825050219026212,0.4779113449542477,-6.540077556338943,-8.83456726477581,-8.470532970017338,-24.23903902349613,-1.4316242448924588,0.1905798398814618,0.4722410583358638,3.029123651448085,-9.580598317432585,-47.181535951940276,-832.234118123376,-1158.4111740117528
2022-07-05,-1.3744056172711128,94.88849085363626,-12.40829696686647,-15.63165270180529,-2.224202156372177,-4.17443051756818,4.10689996972634,4.768432719241055,5.580969700327144,5.59925687067082,-3.258225623253585,-3.892252590911077,-1.3837317404421443,-2.3137479744039906,2.116387551456699,2.107948574281411,0.9472446106701916,0.4962799144195188,-6.322663684300882,-8.804742597849259,-8.152661762123627,-26.10476238562981,-1.1966255118931786,0.33460275274883,0.1124384290484651,3.056481934799065,-10.062157022775864,-45.54184094189757,-772.2564916788552,-1295.5269242682239
2022-07-06,0.2418885008558025,95.1180152016468,-11.925751194613737,-14.35157546797322,-1.3720900183478255,-3.942639484110604,3.929966215393425,4.928105843382671,5.598625307970657,5.6577396250116285,-3.282581775677224,-3.5074973901337216,-1.229859300087504,-2.2551871771929304,2.312990448504439,2.077040275261373,0.9197673294843262,0.522826337143485,-5.577383808921029,-8.322091097531699,-7.486155663490888,-24.404397689554223,-2.133056963730837,0.707800899283997,0.3447344796615483,2.98035258304692,-9.810711383892823,-42.41420096782235,-688.5521402712978,-1275.9261854222564
2022-07-07,0.9855937232916778,96.05549238919389,-10.529054008894544,-11.16659839051644,-0.8053015415050065,-2.9959041681063057,3.561992424867121,5.020716723544761,5.550020766781484,5.655729109441798,-3.2300778573392592,-2.809517721004127,-1.1412216220922975,-2.0949238771934846,2.6033196881621308,2.171357115085063,0.9250830185537452,0.5623079994164768,-4.419554352810209,-6.496302477811528,-6.846740860095383,-21.070875688418464,-2.9959198476620394,1.018202934755182,0.2752875116969205,2.698099782854681,-7.963475225550145,-34.61237503129439,-633.3803702112302,-1184.8321954307864
2022-07-08,-0.5311612139682564,95.54528286973624,-10.012214994075288,-10.616277652076066,-0.3796423547427647,-3.5111523011259407,3.215618014717045,5.228275739723604,5.600008233734298,5.744630987056554,-3.417833957035861,-2.59376592450814,-1.0577158455789246,-2.15842885405846,2.958905938957749,2.124458278835983,0.8670070121837684,0.57584928397631,-3.714362223838537,-6.3832383025464114,-6.831798775507185,-21.53233080843997,-2.8025064634458,1.0193582440775306,0.3028938637049532,2.8805060422109863,-6.179227778082544,-34.34545426973741,-592.3217444193212,-1239.9377278381196
2022-07-11,-1.891646460013152,93.73790390862132,-9.477182286398309,-12.042665848876029,-3.2054315084860887,-5.336380172929177,3.0579910506274834,5.573285363860402,5.747423150972531,5.9425036910909546,-3.419627524326092,-2.690112304223089,-1.5248714857900834,-2.399733321403735,3.246311057060939,2.0167039793850177,0.7922928409202671,0.5746035656453888,-3.22125334943598,-7.434290647276494,-11.061669659299351,-24.81784829173221,-2.509684319102948,0.9877442725076346,0.5245313462076535,2.6985118266095327,-4.9920787098944235,-57.64080764566518,-876.4081679687805,-1426.0424120075652
2022-07-12,-0.0997643214507237,93.64438692484477,-8.565135652107902,-13.451944990384584,-4.809507811189191,-5.430820690910332,3.0349703883598407,5.808930485485597,5.808578993516362,6.033068322436188,-3.1456380692778363,-2.824529383049005,-1.7875689095298104,-2.3853029041860543,2.8215193243901258,2.0392602921955354,0.7490958231377497,0.5978701991132481,-3.383609075517932,-8.045807052261257,-13.861024046116537,-24.069932590726182,-2.1778923522386058,0.7191836288691229,0.537993585239015,2.9047813020484177,-4.067858171462568,-259.909845717589,-1038.3235217357808,-1439.0695390659926
2022-07-13,0.0021895481044253,93.64643731374356,-9.975908287132787,-14.43682324674362,-3.727997765688208,-5.428750053237418,3.0289975541022365,6.010634572309731,5.883545884737846,6.11351184658017,-3.61818242649417,-2.894507284166388,-1.583535633590519,-2.359440474503532,2.7423176951775896,2.05426623686558,0.7020050523675793,0.6192063053356175,-3.9964245351364416,-8.469119162742317,-13.271705850157945,-23.29509109950009,-2.2093097290006054,0.3993362622994748,0.8649354501387548,3.022213699498139,-4.20645287454236,-1739.7825552012832,-931.6804560347236,-1442.4467292178078
2022-07-14,-0.7062590153046555,92.98505090770362,-8.65756306657694,-14.696892987686049,-4.959605085060775,-6.0966680318727295,2.821166645071309,6.248306489217983,5.998779355728284,6.24569495431685,-3.4180523295184964,-2.826901668076545,-1.760940483992599,-2.4221867560171897,2.382953498657034,1.9706669856583776,0.6487908874686804,0.6249183707124508,-4.04661493754718,-8.963131856153105,-16.281815336919195,-24.208345136697464,-2.006071840590963,0.6761213643212797,1.2813870493649415,3.1709294795927527,-3.423282468676592,-1766.3348037023816,-1056.3493422040976,-1512.823960046966
2022-07-15,1.9124180624481069,94.76331381663913,-5.780992868897412,-12.53017868343156,-3.8743258841877406,-4.3008437500736445,2.578455442377528,6.253873182899405,5.931712604364759,6.183663268786924,-2.6241776042588065,-2.478797748569717,-1.6004311993541696,-2.161870862236221,1.823770689348328,1.9585057013094564,0.6225933850164832,0.6542899491542198,-3.710074443560717,-7.915262516339313,-15.247990335419964,-20.431738956026447,-1.0133383011747157,1.0917446891630131,1.3452947169298726,3.3283808159977086,-2.3591306251168773,-1550.208676561158,-949.3297917627735,-1336.8281442670836
2022-07-18,0.6926451121477273,95.41968727789929,-3.864286485869311,-13.140492081225643,-2.134823348420857,-3.637988221941917,2.4103948430811166,6.311587890933643,5.933621425360911,6.184571688762526,-2.011960263007847,-2.553692313813685,-1.3092984327516826,-2.060175623788788,2.523359683104129,1.933480714961195,0.6010680481999204,0.6790850440710514,-1.921889564500154,-8.3361852850755,-12.925127622459891,-18.762456849851805,-0.4672413007279217,0.6422843891802399,1.769494523679661,3.2470752473773823,-1.685101729094955,-1611.7853485036771,-776.8881232766846,-1274.1303836762813
2022-07-19,1.7749689243685252,97.11335707481162,-1.799265249365166,-10.631468633197612,-0.820576162029801,-1.9275924579850563,2.285071348543876,6.233550832625025,5.835080913132174,6.097861107841507,-1.2186041401764258,-2.184033468723785,-1.108763040024918,-1.814865507989839,4.109113122938553,1.951031016484396,0.5965714940093835,0.7117226461413465,-0.677663846826087,-6.97799447185414,-10.844839414895077,-15.549312442330828,-0.2271624379500119,0.2780246199303844,2.0920028960256163,3.2008797340121946,-0.966828172769731,-1361.4283647444076,-646.9722052035803,-1106.679779713426
2022-07-20,3.224599609568401,100.24487400788476,1.4214823288997014,-8.246366406741968,-0.2709952988688335,1.2348500127090898,2.308450543872661,6.033302684538114,5.629858495909071,5.901395303969123,0.1889363293870203,-1.8621037112948016,-1.0542416570344009,-1.3454880494812516,6.412829587806257,1.871407457384872,0.573715791091817,0.7188967373744042,0.0680121257486856,-6.003307978660474,-10.34524662167876,-11.045058968768023,0.5178429332052356,0.8885157142048019,2.46681814146564,3.8262651656872055,0.15143902469737033,-1123.4635320243312,-593.5231349596378,-794.0256856755233
2022-07-21,1.5667965400939066,101.8155072254618,2.6589670936445624,-6.329244348503045,2.8084102610668253,2.8209941400774774,2.505308097904867,5.911448640275223,5.534155106801869,5.796308377261918,0.6680355755347039,-1.5771036876774451,-0.5187635782422274,-1.102430314894827,8.732228398517554,1.8326590981471007,0.5581959405977907,0.736631487519012,0.1916618371273661,-5.087125837816648,-5.143208498932242,-8.674657787293482,0.9201734492346942,0.6464110051495353,3.053006923243747,4.03391249200297,0.5815849988917065,-932.2967450093873,-287.09181057520334,-639.0026069572378
2022-07-22,0.4003432249306771,102.22311871056776,2.793537712222342,-6.9631725658436965,4.65101016189765,3.2326310239236653,2.724406395245595,5.86219194406531,5.487870569997363,5.757697144238606,0.6637062513173294,-1.699424078814015,-0.1901307006754908,-1.0445694153408742,9.617176066459946,1.7138337804547494,0.5373538092321167,0.742398312802699,0.1880183479181126,-5.812903362034744,-1.9417610125087776,-8.101196131443144,1.661251487718712,0.7778424262839675,3.353719193254713,4.121789990120682,0.6283480362319561,-996.2350144374127,-104.34126766900036,-601.4314339667142
2022-07-25,0.0928886440237697,102.3180723794168,3.242231714272871,-7.780495458470854,3.9382599017307256,3.328522415071839,2.923072548384789,5.811401502476333,5.443059381628526,5.736640743526576,0.7720983726356853,-1.855856594697608,-0.3254161750630701,-1.0379523812469331,11.662871136892182,1.7145799885466946,0.5342065551869914,0.7721014355745025,0.1935114888275563,-6.29024476831083,-3.3156829458798205,-7.711888161004502,1.2059972926122222,0.310711174954745,3.3408510655088515,3.8394913847644654,0.7842683596575895,-1078.5127802806287,-177.12595646107147,-595.4359920101587
2022-07-26,-0.4617812945793775,101.84558666019448,3.5733336614052766,-7.092013908188159,3.8224829434728,2.851370626593794,3.092779033077637,5.772110936378794,5.439381739857703,5.749333287870074,0.8367883632025971,-1.7501571640871738,-0.3496969688627674,-1.1249061722228,14.10372599533822,1.6446283850972216,0.5070123472219704,0.7725933287004934,0.1834977158299709,-6.1424826415190985,-3.751654801580144,-8.37110580875628,1.0919642148829984,0.1378813143839565,3.6438599045917774,3.9180152227190295,0.9012438667133427,-1010.210130720927,-190.21353069157246,-646.7460501691049
2022-07-27,2.804921621035405,104.7022755404966,6.803167662059387,-3.868040571531348,4.938124714106548,5.73627095883035,3.4086540333448467,5.567951553074163,5.247206814643595,5.572732198895693,1.706783806328836,-1.2362864957640434,-0.152765939145673,-0.6493261579482628,13.950195278581893,1.647775616144668,0.5086559193941008,0.8066145276639834,0.4170433022126031,-4.1775004112754575,-1.575907104129339,-4.486059528909085,1.165307940079443,0.3524523349647177,3.787610001079444,4.01570437767341,2.0260012107341825,-688.3583314134021,-80.1594476930604,-361.8520787983514
2022-07-28,2.631728712041625,107.4577553880568,8.284637308801157,-1.5517192672393127,6.514566543998374,8.51896276069603,3.91845655219354,5.407505837103637,5.085455766537731,5.413599117353068,1.8628010940037345,-0.845624171306302,0.1493955095239974,-0.1610391562167856,11.481739875597432,1.657311733931973,0.5032670000780086,0.8281716036558276,0.6357316252866616,-2.7591174000113896,1.50962462328325,-1.0526821133519302,1.303137285943438,0.7933446553097323,3.749489985287981,4.464563510072567,2.5420879020513922,-457.2717642334753,75.9744255403655,-87.18014339544737
2022-07-29,0.0583873387935529,107.52049711175516,11.755101599520978,-3.129119513392596,4.456423928766097,8.582324095138363,4.390429112096168,5.3837696064254015,5.063732935521542,5.394514438965799,2.453010666606601,-1.1433575839799972,-0.259394330492725,-0.1565338994086869,9.445853749630952,1.660349310513869,0.499449142818749,0.845833056549873,1.140158394192036,-3.7073968537393927,-2.6299046329132336,-0.9983345696988516,1.8156397551168628,0.638294344751217,3.142985172160835,4.309151012717192,3.7507269579541673,-615.5573809907487,-131.35036146035714,-84.44243805477818
2022-08-01,0.8175789447369297,108.39956205741736,14.238893549926596,-0.1439228799237299,5.112315429202807,9.47007031464623,4.789201881968718,5.297961712674322,5.017881151734652,5.337766177817089,2.767384152933112,-0.599444382393753,-0.1340644599035175,0.001372431947887,8.919046720657024,1.6515621490770498,0.4844293440593477,0.8369241055982838,1.4859840752556726,-1.9229269625575849,-1.3886845103770833,0.0087531483246622,2.2413144013117794,1.157919467686897,3.7061500780726,4.136382792470941,4.615743193973269,-317.58333867998084,-67.27195264673469,0.7325720832787042
2022-08-02,0.0612191142412399,108.46592330915028,14.032996882037956,0.6713961783368739,5.150081525124151,9.537086922052117,5.077604775623057,5.293530328302884,5.010769070931232,5.321811274372743,2.569649530051891,-0.4462664619114305,-0.1297331789746975,0.0072032560251102,7.821885828540197,1.67050659746019,0.4926297765415788,0.8555233386964511,1.6680970563212782,-1.4141369176417622,-1.319577158416314,0.0448080927693155,1.8782679777015665,1.0492648661602584,3.190527307706996,4.061980217832864,4.606032835141759,-236.2325050632581,-65.00630006800003,3.8334369126625134
2022-08-03,1.0825666080594765,109.64013917601856,14.142498725406494,3.837405742605874,4.546539926777436,10.722898848511354,5.314145033949347,5.2624542328986825,4.957097669689053,5.257137471598274,2.47587645515566,0.1523763864220918,-0.2559393443184502,0.2260025532929061,6.255709632766,1.7269690173724048,0.4942486394620251,0.8630958239207112,2.103225267989308,0.4643243460967231,-2.5669596757690494,1.3765870007293313,2.04349845523217,1.5556147132384688,2.910806442124749,4.2904270963098,4.685540003076574,80.18737597207424,-126.87163273027338,118.81264915930227
2022-08-04,3.1467045924333137,113.0901904706206,18.36292391828972,6.469850582528054,8.327361786645557,14.207021391452734,5.641696276416543,5.20950222561559,4.833017374068903,5.111015480419525,3.0798937023429724,0.6585475602205282,0.5174556071846671,0.9075408055246882,4.925391844595968,1.8723588790737344,0.5098440051588973,0.9045968095468092,3.5278055798406136,1.832290283121228,4.905170825836132,5.12764919928569,2.1631829717688205,1.8774987644362653,3.485245687135519,4.344979471353657,6.365940147714905,343.07049806425584,250.08719398328694,463.8455106149086
2022-08-05,1.7088017218444662,115.02267759261974,22.706688326151923,8.04434645636895,9.684687256343013,16.15859293945715,6.0247495495847065,5.267273611419199,4.79493922420774,5.05546861486453,3.6047676506746873,0.9495590086500704,0.8022964305348609,1.2968574822734118,4.435964529986345,1.9793293087176609,0.5126183367100556,0.9172489445591115,4.895851202810834,2.52691004307325,7.504535731013778,7.147702200667897,2.2724444368061034,3.127483198865614,3.636830590503175,4.5201036859073085,8.552442512067374,500.15871087478905,384.69626242134643,655.6222299585468
2022-08-08,1.3714299804838737,116.60013307748024,24.51374493065861,8.739602458653097,10.331308519434543,17.751626707937092,6.289744245467357,5.373592080200802,4.790194557025864,5.031832472110347,3.739915483834256,1.059482959179836,0.9357339990925926,1.6128202457212664,4.065211304704576,2.1313154278857844,0.5281772109726324,0.9552574028513896,5.786442605273192,2.6712279018240057,8.486447003313886,8.495554454614139,2.1903157640655784,3.322594906363868,3.4224579215741424,4.6083363027422,10.300906479212381,569.3229238556477,448.23479092773823,811.5441284097257
2022-08-09,-1.0620259177999358,115.3618094440082,23.18867941287681,6.3753100659114885,8.472637378703103,16.50107391366779,6.439709528617635,5.564172103729146,4.887614292407185,5.116643678190298,3.446782693281056,0.5976311991439928,0.5345019965546899,1.335067224313365,3.701753214134729,2.1891216568503453,0.5289071591761201,0.968057557499522,5.996153192558156,1.5190214925650116,4.9393160072748525,7.05646396778987,1.9050491901225408,2.639561864213905,2.973807400041341,4.372895256137596,11.202327685540759,332.53228465952026,261.24395976808785,683.1063273242048
2022-08-10,2.8818931215962795,118.68641349532406,27.64031673557016,9.518565430926856,11.42258940733732,19.85851034937156,6.422890758400936,5.611939828208564,4.83504007291227,5.037608984566892,4.148622578971526,1.1520016756319886,1.1481090495165476,2.0157705942707818,3.681548732255994,2.306759299023391,0.5431155258407544,1.0104224430627522,7.237755510095161,2.802617545913534,10.220943792561302,10.04991934437226,2.0678626701977296,4.232854871462147,3.5639324175325973,4.556606431865991,15.90726763555399,646.496408564216,555.1153262485726,1015.4664056524233
2022-08-11,-1.9793491451021488,116.33719498445195,22.766068744236712,7.065861173419245,9.851752761084104,17.486091949439093,6.326035641022116,5.85947405332671,4.986282177742288,5.176213293053664,3.4413550258911942,0.6841306129066662,0.7959992872103908,1.496924320238552,3.4853730886733683,2.326829006495113,0.5387782890263657,1.0123442103169291,6.246141802708591,1.722793365659175,7.366809576691212,7.653917991676333,1.5691475160980477,3.5637326530113107,3.3468793210499297,4.217201070635518,17.6239079377557,400.86455754131094,396.90770593127365,774.8399565114113
2022-08-12,1.0523509318661306,117.56147053997776,23.204627780421227,9.546952201753712,9.383422505845482,18.72245793288212,6.083051292417132,5.954370467742986,4.999587552614164,5.1699318425948855,3.650622919472755,1.089304446104972,0.6979587850426126,1.731339848826705,3.255779503910964,2.508871872193435,0.5698296879004527,1.0893338603953375,6.820771014053794,2.5852744000824344,6.123770186130343,8.216864764998826,1.3078497204571282,1.9857627394218345,2.637574800123454,3.858467427200724,36.98546345549216,648.6122224268576,348.95060539367506,895.09090148026
2022-08-15,0.6480733853331255,118.3233551419536,21.840453986986347,9.436859761645229,9.653483339563596,19.491866585158448,5.7977739978824365,6.092603645405937,5.0403207072207685,5.190352456268089,3.594652971421082,1.0459264460316804,0.7436679453360181,1.8662414102781144,2.90334012902821,2.5273590320855304,0.5723669220949075,1.1110989392308428,7.178279017585091,2.521373179282997,6.548814754099159,8.717901120967383,1.4131385558910916,2.251004198195905,2.861220066322517,3.987627422977687,79.3740837429723,637.2415277919092,374.8324944173454,968.6450687826234
2022-08-16,-0.1732764653744167,118.1183286144512,17.829794075216856,8.65633547512615,9.069466530703716,19.284815302329765,5.5216762838210105,6.261954178592474,5.117217595044181,5.248827251857769,3.047726374300621,0.89241731878156,0.6161678568085671,1.7995490275815418,2.467498532654769,2.5401305567914005,0.57928739376213,1.1439161698769889,6.820088530081424,2.199995722051148,5.4430064115225525,8.257180225050819,0.512374841133866,2.461130487257241,2.6935206180967377,3.653943410391427,149.56666862031116,558.8276358392483,315.3064998361463,944.5521977024144
2022-08-17,0.4643194370124837,118.66677497288238,16.550787013322907,7.710531439689089,8.095506814039407,19.83867788518293,5.344812078747136,6.393931831942674,5.165990455415258,5.2777616561104095,2.908948704252098,0.725509386884971,0.4196409129782618,1.8882051387108307,2.1491787832860885,2.5269212318922354,0.5836813179769691,1.1698004780752682,7.234290740191435,1.835774500855063,3.714117420549316,8.518971283338331,0.3941575416393773,2.844203722436055,2.0372171585383696,3.5573781308930577,1554.7784170942443,463.88575631770294,216.78609511474454,996.549667995866
2022-08-18,-0.8668582198714025,117.63810227977363,15.079742981479082,6.712717022669852,8.325684805973646,18.79984645535,5.189470682021105,6.569948409582141,5.26719221773329,5.364853051090599,2.712217442373368,0.5536463961115776,0.4531434054698355,1.6575974831651148,1.911322718176813,2.520036999136632,0.5848463779331381,1.1920907960107288,7.363996025688848,1.4434027202181283,4.081060444014147,7.459806706668365,0.0066608985934239,2.3125825045354684,1.9262298527309676,3.2336492145502103,1407.4972900462856,363.74282596041434,238.6793418807878,889.2766915038465
2022-08-19,-1.5653296294438457,115.7966782092729,13.17324057853104,4.76363619078502,8.854247003466897,16.940237259050622,4.934963481780782,6.753855531471853,5.389957568446823,5.473445455118637,2.465408968653096,0.249447505433786,0.538799955527904,1.278764716420283,1.7525251486680766,2.4180257092541937,0.5640052142488621,1.1545438277738944,6.942384385870054,0.6967388344706488,5.149081648197364,6.062350130745666,0.4389614676756712,2.41309251864433,2.3451150220560777,3.323277334930827,1216.670322795785,168.47324143858307,290.4108898176438,699.9248925256671
2022-08-22,-0.6128940462234334,115.08696726280375,13.001427982136171,3.561556282007138,6.2112052401441655,16.22351750725034,4.516498898712696,6.8579282109713775,5.455460209454599,5.524094741720518,2.6554026913418807,0.0698516156415651,0.0457925112015937,1.1311554581350454,1.5243000508604154,2.3855153120994803,0.5564940941575215,1.1421000684272316,7.867954425583482,0.2008108533449827,0.4489162155970424,5.471157993149525,0.4883815761407751,2.929728971233827,2.1742096116204097,3.455426425100346,1199.3123331084332,47.903736549021936,24.981922275129875,624.8609918352267
2022-08-23,0.4934317212097916,115.65484286625676,10.460677448718808,3.775958267579744,6.24360715259118,16.797001210136933,3.869184708595253,6.889514379651702,5.465177524199665,5.517488761459057,2.442531483511722,0.1001266629464868,0.0495815603046315,1.2302995429193062,1.3667707453783136,2.4862391995888338,0.5798967379164639,1.2058752895382416,6.914550591767433,0.2774568449690767,0.4672763464150704,5.6292420619091015,-0.1637334459457592,1.8051896237570335,1.4342253013928077,3.173072640796561,54.36704743445802,68.98240841563603,27.097202899162287,678.8163901285486
2022-08-24,0.3082807469392268,116.01138447971624,7.959992334448225,4.866677099121446,7.196761479242126,17.157063877870158,3.3895226437947525,6.935455363771596,5.486716723546328,5.523034503927478,2.0498913032464183,0.2562092074416091,0.2210568025135122,1.288111884133359,1.0749292742399992,2.485708571556805,0.5815578480322338,1.215604230155788,6.463823393947645,0.7148575429683954,2.085563902728625,5.85246925315144,-0.3999012265781454,1.9500676097521288,1.5956567406209932,3.5600851952702697,14.292584413693628,177.69275219985772,121.28760552045658,711.4286380987576
2022-08-25,1.0694075593752128,117.25201899507816,9.050852762713888,6.856624922403996,7.949496636037352,18.40995037532214,3.0782720915685373,6.9586818288729,5.478464951076978,5.4964169843626856,2.6109602353555545,0.5408006742267586,0.3567349129101658,1.516118999488036,0.9132204175783152,2.498617964095646,0.5899760024445536,1.246519256956946,8.80099247671603,1.506136543825754,3.3126088334203283,6.685193327413495,-0.183540339585098,2.9790300287429106,2.0597964520901857,3.741792556731194,15.08765933625114,376.3259824783958,195.43597172038415,833.3222219101003
2022-08-26,0.2302571157390298,117.52200011216202,8.41556726023733,6.73039202501406,8.588920789924712,18.682597711804387,2.7168734651204707,7.0487566491786255,5.516899566030871,5.516762945910117,2.723790118696071,0.5154683954819763,0.4681127780016257,1.5537931402438336,0.7959657164857181,2.463941438204534,0.5795599721806765,1.2420861920767383,9.297125422330264,1.474633781370499,4.456020611798871,6.901218672574146,-0.2526099975643996,3.5771626731470767,3.039701000110536,3.688172868856193,11.967427051318033,363.3411280095018,258.25311818106746,857.1908421706503
2022-08-29,1.495931528696226,119.28004876499426,9.970067211820515,6.991286126183072,9.378454442273371,20.45800811005097,2.375030129848829,7.079770991169755,5.504223604073186,5.483105878494303,3.769605059747304,0.5495502060745986,0.6105876490519315,1.880931617380808,0.9311279125372716,2.4814643283057927,0.5847973418444118,1.2561984238168755,9.615140384025455,1.5679006797630064,5.746966871749832,8.209966684220225,0.2245614006866674,4.134052697411852,3.294842969179585,4.174415640768966,14.47847137620774,389.0689607158304,336.08109502671965,1031.3347208306507
2022-08-30,-0.1799566717262779,119.06539635920328,8.596538871638248,7.674937225044632,9.539933821801466,20.24123588782833,1.920808392517276,7.207754513299322,5.57796289903647,5.536906317201829,3.945021168091196,0.6341399109347966,0.6294475805443046,1.8173673739382112,1.3308933023283311,2.461371610597118,0.5694077773454985,1.2328171454660577,5.693641823180861,1.8569828243020448,6.1661174835587405,8.162275265591711,0.3792425129850618,4.57899997140835,3.6360349252199207,4.250887708351295,12.254373672809349,457.072480510351,351.1035251164401,1006.2592893434982
