,ALASKA BLACK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES - BDR NIVEL I,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,3.3855267048512383,108.69914518604637,9.470890104359434,9.470890104359434,9.470890104359434,9.470890104359434,4.550701598028265,4.550701598028265,4.550701598028265,4.550701598028265,1.9279677803949635,1.6471187811300223,1.3547127534098309,1.0276120600510308,3.610282093239315,1.6871935967244032,0.1919431052444283,0.060090824242547,2.430171890340645,4.442611733462577,32.11833779577942,77.82146280690012,2.773278711675482,3.47685319977614,8.184427882809413,4.7768532312337735,877.3606059190367,749.5546069430761,616.4893491811388,467.6355843827343
2022-01-20,3.1302804886251145,112.10173331910744,12.897636018020416,12.897636018020416,12.897636018020416,12.897636018020416,5.032853726076884,5.032853726076884,5.032853726076884,5.032853726076884,2.424141975284773,2.167957585970019,1.9019855271665576,1.6043613349329195,3.893727535830931,3.4641005824307776,0.2583524325885799,0.1122665192069899,3.133334795663293,3.1497392049943143,37.05177013985527,71.92274223451737,3.324291284382055,3.4572476552273685,7.802333619778559,5.235972692351776,1220.035197285135,1091.1013414525858,957.2414947344515,807.4515922490829
2022-01-21,-1.993479036925605,109.8670087653608,10.647045310816615,10.647045310816615,10.647045310816615,10.647045310816615,5.301047168450357,5.301047168450357,5.301047168450357,5.301047168450357,1.8769426019946431,1.631591384964883,1.3775761604140448,1.0932427874140571,3.683140249044926,4.343362510702361,0.3016257475345245,0.1410147820564934,2.7014342633918487,1.991347226952384,24.210785266770777,41.09733389743734,2.5091428598922003,2.5208568686836825,6.9813122876132345,4.7302704216188864,994.9761265647548,864.914289133609,730.2596204487587,579.5331582650064
2022-01-24,-1.9584870088808937,107.71527767164515,8.4800373026937,8.4800373026937,8.4800373026937,8.4800373026937,5.360040110734297,5.360040110734297,5.360040110734297,5.360040110734297,1.451995338978618,1.2072398127600028,0.9545369953994444,0.6715849261865502,3.355651287301884,4.282640499816945,0.3047046965957899,0.1488519044258617,2.319297385570229,1.5109495695343944,16.791196984101603,24.18324546137968,2.3802707693156995,2.957265520310492,6.915320191361936,4.4089870957520905,778.2753257524633,647.0853819668977,511.6356582520821,359.9722142124441
2022-01-25,3.978727505677804,112.00097505218412,12.79616238502551,12.79616238502551,12.79616238502551,12.79616238502551,5.385643250550413,5.385643250550413,5.385643250550413,5.385643250550413,2.246505714729608,2.0008188603393102,1.7478407005867438,1.4644932133879418,3.2550999476167948,5.222003805918287,0.383252280165663,0.2074664391663255,3.716899184221541,2.0635175674418096,24.561488500690388,38.01693431406739,2.963513916124825,3.083928269794491,7.329925543877974,4.863531729939624,1209.8878339856444,1077.5696590760376,941.3246472152302,788.7237990159655
2022-01-26,2.0430958444942915,114.2892623192684,15.100696091463025,15.100696091463025,15.100696091463025,15.100696091463025,5.609282150660528,5.609282150660528,5.609282150660528,5.609282150660528,2.567781698162192,2.330891481324365,2.0855683654617194,1.8118458628581544,3.1609053167611645,5.783676844400328,0.457557274968158,0.2852630344593898,4.556736315358056,2.260608317696398,25.567381498154067,35.6273103437284,3.144358501032231,3.59603327455463,7.587492044196587,5.1057285793928,1440.3412046293959,1307.4627981319438,1169.8541406366676,1016.3154658278369
2022-01-27,1.1592817491870022,115.61419687861611,16.43503745443853,16.43503745443853,16.43503745443853,16.43503745443853,5.874920748672125,5.874920748672125,5.874920748672125,5.874920748672125,2.678802673691654,2.4516699606591787,2.2151176115646583,1.9521746194408856,2.986160483122801,6.155470501839875,0.569134448981564,0.3820682607986401,5.270230283407804,2.33992945242246,22.865669860992377,30.017858988890893,3.384713036068767,3.507730246427528,7.253242900857691,5.0822766396785255,1573.7753409269462,1440.336672077278,1301.364041693025,1146.8871176784369
2022-01-28,-0.0607496204806379,115.54396169279065,16.364303611078494,16.364303611078494,16.364303611078494,16.364303611078494,6.106909850559053,6.106909850559053,6.106909850559053,6.106909850559053,2.565457809152889,2.346035932545925,2.11623569965095,1.8617443124093265,2.858785739005747,6.34166701288124,0.688753601890104,0.444236770763943,5.480305624918305,2.259189881324427,18.763837466457545,25.59334442559302,3.249054386713848,2.995511015777735,6.701803602096439,5.206157800853732,1566.7019565909427,1432.70299462302,1292.366064030312,1136.9504680674806
2022-01-31,1.6256586902497538,117.42231214710831,18.25599002508057,18.25599002508057,18.25599002508057,18.25599002508057,6.291740749237881,6.291740749237881,6.291740749237881,6.291740749237881,2.7907548450781907,2.576888299686581,2.351669931935659,2.103162091209793,2.911170530377711,6.427684711526437,0.8053672804530155,0.4869284178974546,6.03149344797515,2.522387741311928,18.37186324628724,27.175556293581828,3.603654043239239,4.374152468377079,7.163928817676401,6.0513997802867925,1755.8705979911504,1621.311312137238,1479.6097539517061,1323.2550631517015
2022-02-01,2.847003707703566,120.76532972760776,27.368270051037747,21.622742445676195,21.622742445676195,21.622742445676195,6.562171702354863,6.543075740514884,6.543075740514884,6.543075740514884,4.064353573116303,2.991599481908699,2.7729461774056388,2.532548213343529,3.493806005800884,6.550309375588426,0.9612422321963814,0.5998297608411995,7.63379133288624,2.9882957999453748,18.875155767635466,27.625596224458285,4.532173768189487,4.976922835531694,7.41207153144958,5.784731346664855,2667.098600586868,1957.4261995413704,1814.3596863136315,1657.0654776412357
2022-02-02,-1.7733591674065408,118.6237266818345,25.225075047774947,19.46593439286456,19.46593439286456,19.46593439286456,6.572541394000917,6.8524050811098105,6.8524050811098105,6.8524050811098105,3.731857972776498,2.540983768799127,2.33078116122673,2.09929075455344,4.215144252670049,6.43963830772808,1.0523107149766058,0.6174274708519223,5.818968351336719,2.7038552875618933,15.17751025893539,23.29859183845554,3.995697041687775,3.959628400801099,6.724273385947585,5.889246352848232,2452.779100260588,1741.1850088336691,1597.145667214507,1438.5190633228842
2022-02-03,-0.1782955733174551,118.4122258282566,22.26315821497373,19.252931920219748,19.252931920219748,19.252931920219748,6.288531902017873,6.995702275779091,6.995702275779091,6.995702275779091,3.428529953890737,2.456896363651539,2.249597346117614,2.020930928680946,4.791624428306563,6.356302157725247,1.139977908462598,0.631414924331897,4.499605575240287,2.704043177315138,13.805103727883282,22.390714175666574,3.3655554865050887,4.460741515226811,6.635216990710968,5.864173404234154,2156.0419992065767,1718.7715482550445,1573.7513273821598,1413.7831096965645
2022-02-04,0.6353004950707231,119.16449928516778,25.42448392445696,20.010546387095264,20.010546387095264,20.010546387095264,5.998419497887687,7.081223695995442,7.081223695995442,7.081223695995442,4.120467272602928,2.5326408784579795,2.326459844387835,2.098659483852536,5.165088065318834,6.263588731421984,1.2336549464933744,0.6456231840104425,4.785260370359978,2.863246194951224,13.353963054813956,23.01819023066832,3.702194937256474,4.520456166707368,6.793297776866477,5.963874280140745,2471.6291228389505,1793.4196601983356,1647.4182577861006,1486.1077266882141
2022-02-07,0.4024463107071385,119.64407241621358,20.33824741749413,20.49352440348961,20.49352440348961,20.49352440348961,5.382813679404508,7.169555303275163,7.169555303275163,7.169555303275163,3.6457884522210713,2.5672498889984903,2.36224012187591,2.135373130089357,6.085584304733071,6.056894601518806,1.3123241355689506,0.6504274932522064,3.22476839858541,3.038857577592033,12.905509191189417,23.537866876987984,3.179869451879875,4.910066969864577,6.821356157433857,5.83094815367679,1962.4599952830572,1840.6040056501697,1693.6211193404797,1530.9675749303433
2022-02-08,0.6769675853301127,120.45402400424022,15.974514802086537,21.309226506123064,21.309226506123064,21.309226506123064,5.01709088140544,7.241696435261216,7.241696435261216,7.241696435261216,3.040688844189461,2.652777088135442,2.4484538691763444,2.2219913829756623,5.963159604169159,5.871181470827139,1.4229273851943418,0.6551087021332588,2.5582766999408046,3.272017136269277,12.46090267206024,24.56231618489912,2.782064506643337,5.050322573915902,6.69866764803476,5.8630449448193085,1525.541227337419,1921.0606382693059,1773.0959656315863,1609.0987077275993
2022-02-09,1.602590593079101,122.38440886191742,17.877203399888593,23.25331675864721,23.25331675864721,23.25331675864721,4.932384637481482,7.2987888660160465,7.2987888660160465,7.2987888660160465,3.4775563489746704,2.8968586476755416,2.6927881310417647,2.46625510632174,5.589996970291107,5.633755840236476,1.5461577651627996,0.6679101119214776,3.068453454057168,3.7530131307907455,12.711569590259993,26.95074530162611,3.413480142288602,5.501827193410282,6.833062299653265,5.830522876577989,1715.2645511658852,2114.355964407654,1965.409202938779,1800.0675310776332
2022-02-10,0.0867372459998794,122.49056172769748,15.4498909379249,23.36022329120717,23.36022329120717,23.36022329120717,4.80181643315346,7.431416854025925,7.431416854025925,7.431416854025925,3.065481073591616,2.8580455635668573,2.6562951358614626,2.431994992513728,5.77427710139741,5.496119545622555,1.720975166153462,0.6945995023296563,2.549215622355712,3.864422488331984,11.470262226984223,26.019553016747857,2.945661566249553,4.738662985580284,6.41309023427808,5.501297891096174,1471.9877394693133,2123.9327970664767,1974.0036441907957,1807.3168576273167
2022-02-11,-0.6886774080916425,121.64699690203427,16.063228307836944,22.51066930282921,22.51066930282921,22.51066930282921,4.710198142055934,7.561362924104634,7.561362924104634,7.561362924104634,3.2541643370043354,2.6951007068298805,2.4955178426750497,2.273292558715504,5.24127305717025,5.333623458520443,1.84257112349244,0.7147009760196722,2.924434320996418,3.820786135323606,10.240861723849829,24.05088372041237,2.9827178330453235,3.914039135854217,6.273931754132147,5.112781717741811,1532.7758814102501,2037.8634561351648,1886.95160920447,1718.9190069114368
2022-02-14,0.6598230998578591,122.44965188787728,16.463857499396145,23.319022998679763,23.319022998679763,23.319022998679763,4.385601109528264,7.597756750252975,7.597756750252975,7.597756750252975,3.585125816728377,2.787118397869976,2.5871977519484988,2.3642646877567075,5.274561735561031,5.277257840124912,2.013582337001357,0.7318540455351232,2.980898233428302,4.012661170383449,9.762153164980202,24.5446590073214,3.1269779132892324,3.667659821626008,6.094412939635505,5.275614157134324,1572.2931759642395,2117.5847621170865,1965.6899184106028,1796.3107990788267
2022-02-15,1.492500523503182,124.27721358333169,14.331362376973932,25.15956006251408,25.15956006251408,25.15956006251408,4.009299027702573,7.614608566828296,7.614608566828296,7.614608566828296,3.388367892193038,3.021198349441581,2.8204288129198347,2.596219864470936,4.988168750842373,5.350443165024263,2.232185290039594,0.765525762547907,2.7234403594252923,4.2996892265168185,9.621271807864924,25.824340588580803,2.6521392265695733,3.820301647397916,6.148610972810409,5.384462001220037,1358.4980095668163,2300.524283374537,2147.6461400988737,1976.9198021370187
2022-02-16,1.3752558495848444,125.9863432328375,12.385722773979149,26.880824233588456,26.880824233588456,26.880824233588456,3.915906808453872,7.674639491742312,7.674639491742312,7.674639491742312,2.970929652987884,3.2203941259770734,3.019913379127257,2.7957018592887666,4.41136532662497,5.389539548912356,2.4549261892222054,0.7893917238683987,2.637252368412108,4.585802500175796,9.440913776896124,27.180426710442628,2.3983195695584207,4.397470424821788,6.269262317488229,5.580012436405285,1163.3883655572754,2471.536393819861,2317.674648109102,2145.6003896434972
2022-02-17,-2.6139009828880844,122.6931849687696,11.674274513836298,23.564285121850183,23.564285121850183,23.564285121850183,3.936314115802869,7.912649693105199,7.912649693105199,7.912649693105199,2.7734011924853506,2.7029732610281103,2.507279457953054,2.28810776724048,4.449264221283249,5.227898614511011,2.4817585880384674,0.770518020841953,2.4536592388788137,4.091066434414035,7.994018487181596,23.49717298300628,2.643610447415874,3.665114038763779,6.020788840904956,5.035867245094566,1091.6978262764594,2138.7680544345635,1983.9224033501202,1810.4995222247
2022-02-18,-0.5513167500578842,122.01675688885727,13.277113076575976,22.88305452088414,22.88305452088414,22.88305452088414,3.625791244086884,7.960444848011126,7.960444848011126,7.960444848011126,3.451483705154645,2.599767329687473,2.404012114439353,2.1844613109847355,5.34486784389391,5.180893041492473,2.522482602977975,0.7619946681409342,2.341378638866616,3.9945438517828458,7.586575950356384,22.8207420809562,3.0705663029296164,4.1605782066629295,6.2214203531316725,4.900937615434968,1251.4359397258268,2069.5304445638285,1913.700585094508,1738.9283788708067
2022-02-21,-1.5304363354386452,120.14936810610637,7.275287603635329,21.002407604399647,21.002407604399647,21.002407604399647,2.9186781219737097,8.040632332741989,8.040632332741989,8.040632332741989,2.2294600255798938,2.3385612023428366,2.1435337910041534,1.9244935131321097,10.617060699764457,5.011555974266878,2.5270622799063505,0.7573382828267907,0.6128886689532956,3.752030489573548,6.820317505950714,20.43227592837971,2.040888662016843,4.220501376130646,5.994284156385863,3.942311659733381,650.7076200474983,1880.3510815653794,1723.5367106273006,1547.4144765842261
2022-02-22,2.98732553348986,123.7386208578668,8.267932040895941,24.61714342290336,24.61714342290336,24.61714342290336,2.49722015521266,7.841965240786817,7.841965240786817,7.841965240786817,3.0010420197181293,2.857332061129824,2.656108030267513,2.429796181876265,14.54007129954638,5.00553945288862,2.635096289282401,0.7895648896927909,0.5154213114838045,4.476460312751114,7.904495533559738,24.13275647031873,2.3935277070871326,5.169895761256807,7.024696354245112,4.831945530034006,749.4262618280221,2240.709870476583,2082.9106849132577,1905.4377200470192
2022-02-23,-0.9439775477630974,122.57055605905684,6.016872813417752,23.440785568327417,23.440785568327417,23.440785568327417,2.2581101374354096,7.914464278509035,7.914464278509035,7.914464278509035,2.3195259561903265,2.681115355134505,2.4804898954316346,2.2545435866441976,19.62183291552905,4.878369701189127,2.6740704634041386,0.7804571861791021,0.2669345467503547,4.349730136197289,7.341522573644048,22.862887288146965,2.2536442304910365,4.035572955536167,6.9628832999704615,4.849537251745724,523.7745075717938,2121.959170477411,1963.1748670596285,1784.3504680837143
2022-02-24,-2.735166210518991,119.21804762568428,3.179816477699048,20.06447491146332,20.06447491146332,20.06447491146332,2.112346110685269,8.069416133645516,8.069416133645516,8.069416133645516,1.133919350221158,2.2098415041437844,2.0118473470350136,1.7885641086061572,22.77128672073704,4.891955105307427,2.749003781011504,0.7759089248951805,0.1051864200141652,3.6451950809995615,5.90556970228057,18.60098216552359,1.0787608502305264,3.401159832614511,5.986897436518603,3.814212584126023,239.52301292704306,1783.213068633733,1623.443344059627,1443.2668074045835
2022-02-25,1.5169068070082004,121.02647430530055,3.0694014555571805,21.88574110419395,21.88574110419395,21.88574110419395,1.7924536353487917,7.910613836146845,7.910613836146845,7.910613836146845,1.2716402565668183,2.483024163239042,2.2798092769675304,2.0503335599793777,27.711848548936075,5.053489490562948,2.8839933051096285,0.8183693317702494,0.0822520445257908,3.886867745126666,6.253374714221027,19.819165257823403,0.6052194075736399,3.248856709795456,6.507849848082279,3.5523641046139214,227.93562007390634,1964.2245301205712,1803.469081015528,1621.939702828908
2022-03-02,4.016538508676115,125.88754925146596,4.241465274356154,26.78132883222917,26.78132883222917,26.78132883222917,1.753414678811436,7.667648549939446,7.667648549939446,7.667648549939446,1.9652857131363624,3.1987225386263227,2.9877824100720494,2.749270012610736,25.18251929706091,5.37330661987618,3.157620790674418,0.9032615513745832,0.136839399458889,4.564541346706533,7.255230118759914,23.33813079224562,0.6481299633269388,3.781192903783005,7.0322374834568455,4.229445625388157,344.5960817471699,2452.668023495675,2290.926546412353,2108.043622558671
2022-03-03,1.1997678352402064,127.39790757595723,7.396649169230978,28.3024104366484,28.3024104366484,28.3024104366484,1.990921386784788,7.665751437293069,7.665751437293069,7.665751437293069,3.3128807889492347,3.3964847466709567,3.184205741914792,2.9438676935883503,21.42364108055943,5.539713200039598,3.335515988569364,0.9532824242279824,0.3078694788521569,4.699992019144738,7.318007116850778,23.67289842944647,1.1154526499429582,5.29354009153308,7.128873368593786,4.774146740733552,659.5685214587492,2603.6607828536867,2440.932974272016,2256.6958003325526
2022-03-04,-1.4905710187722243,125.4989512871078,5.984792034168575,26.38997189029353,26.38997189029353,26.38997189029353,2.007112579195362,7.812987233549104,7.812987233549104,7.812987233549104,2.5800088842715523,3.0862733208002227,2.876731901137,2.6391887909545613,17.744289122623115,5.391928238161841,3.4142009737959307,0.9743487199516162,0.2918329525782497,4.47205767391216,6.583054070463231,21.16280127270842,0.9025058326985564,5.012946342671538,6.917154132911982,4.519030339608215,517.8368286057224,2411.3014054655337,2247.5869617926824,2061.9948330653883
2022-03-07,-3.201901916147865,121.4805979611004,1.943614658582217,22.34308895851946,22.34308895851946,22.34308895851946,1.937885671988073,8.024536662043332,8.024536662043332,8.024536662043332,0.5868204336864846,2.49920656146987,2.293959343635261,2.060989146882575,15.936567725708352,5.058453701270648,3.369517081932708,0.9226499500648948,0.0713573292595736,3.964645297335936,5.463085779544249,17.924981156796676,0.6766816896100287,5.039216123028846,6.123861761456324,4.550297278464433,113.71909104708656,2005.4974678534224,1840.7960854238008,1653.8482969232632
2022-03-08,1.3423598286123497,123.11130470768828,2.897955762833796,23.985373437782084,23.985373437782084,23.985373437782084,1.803815839525379,7.895754950006789,7.895754950006789,7.895754950006789,1.1595041849021406,2.746551993293362,2.536706796761924,2.2982189577459105,13.977359202261503,4.907189628618194,3.414761249386113,0.906289452962256,0.149637137062632,4.419250760155284,5.865480419999955,20.0224924305474,1.0108287445696276,5.5063644267604985,6.66239568864564,5.357743304324405,209.1532014722445,2168.6101496497076,2002.9215247248828,1814.6173711821716
2022-03-09,4.678443203324756,128.87099717530955,6.987706090062243,29.785958714498825,29.785958714498825,29.785958714498825,1.9343732750959712,7.633923279178409,7.633923279178409,7.633923279178409,3.1954961441680467,3.5998718902766207,3.380799785204753,3.132354500648705,11.760143099187871,4.974326504661105,3.7109013875758494,0.9890270726314304,0.5256128509505771,5.524596304543329,6.954850988205733,24.17745135885929,1.8069712500408268,5.926665903260109,7.4870721727592064,5.248376508755709,618.1282341950891,2748.1145825242675,2580.876618251593,2391.215394114141
2022-03-10,1.1046773893379935,130.2946059425196,6.463402613258541,31.219674854953443,31.219674854953443,31.219674854953443,2.203837237992835,7.662953570630266,7.662953570630266,7.662953570630266,2.566876885290919,3.772608100929423,3.552343554552334,3.3030676078722894,10.437562822691634,4.843098170762242,3.952055744507614,1.0202253357461728,0.5419827368941642,5.969179169675147,6.887919980201021,24.80947378283443,1.9591037265076656,5.484490524752758,6.977782957758696,5.658753828716563,565.697886514719,2890.9320717605783,2722.1443725462213,2531.125371977813
2022-03-11,-4.16012037046567,124.87419349908689,1.9459717857187504,25.760778431253712,25.760778431253712,25.760778431253712,2.2961181475740378,7.985617017078719,7.985617017078719,7.985617017078719,0.4962932934489403,2.9358886978346845,2.722582913860763,2.4816779434520373,9.79678274004994,4.594488059874028,3.8489839628995903,0.984818003157325,0.1163185984464926,5.1028280931740095,5.648634719422304,20.12324059126041,1.258766889425001,4.819326554675108,6.553137946782765,5.210686530564698,113.95480376073992,2344.4882745677737,2174.1504447334273,1981.7729616139509
2022-03-14,-4.7678173489521525,118.92042003707334,-2.241384443840172,19.764734219031123,19.764734219031123,19.764734219031123,2.570530151882396,8.305636483553517,8.305636483553517,8.305636483553517,-1.185672998124382,2.100175792621597,1.8932219287514973,1.6599626566196617,7.657100137251626,4.359721237092267,3.746941616875955,0.9343910983770112,-0.3980368726176118,4.001011930915962,4.196599448488968,14.755113170602828,0.3671085602077659,3.800571009752909,5.38230359744918,4.762656229402174,-304.78081919515233,1744.329668507386,1572.4413122901992,1378.704640215668
2022-03-15,-3.0208158211021074,115.32805317407237,-5.815940350999042,16.146862179641758,16.146862179641758,16.146862179641758,3.0832022897279887,8.474761527071426,8.474761527071426,8.474761527071426,-2.1478850483387006,1.6307104870135112,1.426056612219109,1.1958476947239778,6.3991337796438845,4.2129497628085,3.6560685230421264,0.8966746268512613,-1.034884458921084,3.280334035581092,3.305597156205452,11.302342825370165,-0.5112300906939031,3.1096671335429846,5.166563284144352,4.117864484690868,-20.520749494947626,1381.9882497134013,1208.548971266032,1013.4524035483821
2022-03-16,3.261570899969235,119.08955939589896,-4.174260138166234,19.935074437720328,19.935074437720328,19.935074437720328,3.085872043882002,8.133211453489391,8.133211453489391,8.133211453489391,-1.6140280009834511,2.164280666639329,1.9491250696034377,1.7075757487031509,6.43386345040499,4.311544691730341,3.8472884132650167,0.9162898925904784,-0.774135777775027,4.08265565244837,4.120472560810322,15.156856743000487,-0.313225146292909,3.662496496270921,5.619229178339199,4.660919236305321,-13.031793685731035,1760.2552306476641,1585.2646340381984,1388.8074637053187
2022-03-17,4.121969932222158,123.99839522661377,-1.5779075376049068,24.878762144231427,24.878762144231427,24.878762144231427,2.9604118550947067,7.789147840793338,7.789147840793338,7.789147840793338,-0.8066209908968314,2.893390134931177,2.666730406000444,2.4131508841380684,6.291624041980132,4.350829301038217,4.072052468051864,0.9461796986893192,-0.3795411690345817,5.179942020868072,5.101004357592117,19.865559390811256,0.0862913918042489,4.477735910812479,6.215123675466236,5.200771110739217,-6.247940300907677,2253.704352207192,2077.1557383876293,1879.638899869257
2022-03-18,3.173200647295316,127.93311310658046,4.270757287085374,28.841415832926543,28.841415832926543,28.841415832926543,2.951177829239322,7.5886314012012654,7.5886314012012654,7.5886314012012654,1.171442554094817,3.490813888941954,3.256111307184611,2.99443421901916,5.321684488193143,4.375367764212869,4.3411518472131805,0.9875807970039386,0.6496317663217762,6.054462463714768,5.69190606114595,23.009416153309186,0.9797986757624292,4.562883493222282,6.482804361518579,5.988076510471607,9.045479480744858,2649.0499893374417,2470.942851150764,2272.3657543280383
2022-03-21,0.4500857801998714,128.5089218568402,5.32071588650444,29.42131272459873,29.42131272459873,29.42131272459873,3.0766712371886498,7.598186284623913,7.598186284623913,7.598186284623913,1.4637555431846558,3.5615339802691564,3.325074694969232,3.0623304846790407,3.8295330288746112,4.337090441274793,4.506847414941383,1.016511734246559,1.1759905304472922,6.239482207603924,5.605811472318028,22.89020057886533,0.9015210183623376,4.026253053278223,5.993489889037111,5.65407210875753,11.78324373624483,2706.119864110312,2526.4536942665254,2326.8157487673984
