,BRADESCO FUNDO DE INVESTIMENTO EM ACOES - PETROBRAS 2010,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-06-20,0.9900771798105223,115.9859159946554,-13.530601960672245,7.131546462733604,15.557803586010763,15.557803586010763,4.230136349599943,5.926534429598535,6.9456347842826185,6.9456347842826185,-3.424001655669211,0.7193405673638483,1.4721553958875642,1.032275579214778,1.3324168765579678,0.2582458075277967,1.4576610048614165,-0.2397958767671242,-10.870467133494447,16.5082898340176,7.014699365246543,-29.89963491708638,-0.5236699215465584,2.3306407947052885,3.210839863556467,3.187118773395445,-6.807268898405948,2.715734860048617,1022.5053725546015,716.9809169959649
2022-06-21,-1.862198457452236,113.82602805614108,-13.016342339966783,3.736459906602661,13.40588795016639,13.40588795016639,4.487871748720157,5.938038932580097,7.047303269338615,7.047303269338615,-3.1131701661105344,0.1452772970159953,1.143429310863063,0.7069710108275161,1.585940255257749,0.3026280734214506,1.395375528875417,-0.2349707041053162,-8.80960577873423,2.850569135731201,5.7748562691200185,-21.20366083466853,-0.4387947367682115,2.0049879558676214,2.6594376961856683,3.028461101451564,-6.246053388080009,0.5587490303696808,805.8093120702864,498.223911593238
2022-06-22,-0.2809380937889183,113.50624738268452,-14.34349605699692,2.2744458840579083,13.087287610314796,13.087287610314796,4.776030487718454,5.889005799864175,7.037742828251223,7.037742828251223,-3.203588506902549,-0.1026998313753097,1.0975743006593166,0.65759331397239,1.6891086865632594,0.3597360595048607,1.3442085165752249,-0.2296290328076812,-9.058290032361391,-1.6812323553182738,5.746463861587712,-20.154126735320787,-0.6647829864324623,1.997716384987557,2.7087932908496515,3.0501480248505453,-6.297981148913022,-0.4066941270683635,772.4445662937956,462.7972629315142
2022-06-23,-1.7435528787019816,111.52720593893712,-16.018517780819465,0.8700501745669843,11.115550951739143,11.115550951739143,5.04133139062239,5.983314979547622,7.137809382095677,7.137809382095677,-3.3676088801163884,-0.3367103408881574,0.803840426394619,0.3671375839913601,1.7544890549670866,0.4080553645328374,1.252258159258648,-0.2136002908699092,-9.676453843132094,-4.937183043068592,4.581850551186718,-12.268513684419514,-0.6290762766916762,1.9907091587623007,2.599704948326453,2.9507525840663664,-6.635728654217405,-1.3808314505869075,573.76597372273,262.05580915334696
2022-06-24,-0.713792672071778,110.7311329155786,-12.905600849318624,2.3681906091786007,10.322416291513466,10.322416291513466,5.111988592041519,6.022978227319675,7.167316059352191,7.167316059352191,-2.7124649174125848,-0.0866601662727845,0.6877712130339079,0.2499867176170586,1.882752612672549,0.4519511311752832,1.2231033147362398,-0.205486092385448,-7.3647964266761505,-1.1548865765189371,4.030300303291303,-8.719489455474077,-0.227434208854206,2.0881937753686084,2.367435167641948,2.8289720768745874,-5.398030646061945,-0.3697657824083258,492.9473660338065,179.17338158014857
2022-06-27,6.014405240011,117.3909519759767,-5.994587115776581,6.1868017736880105,16.957653477857004,16.957653477857004,4.735498013606692,5.54350576738936,6.734878237317117,6.734878237317117,-1.4690852532793524,0.593705502721789,1.714902166484195,1.2459422948410672,1.9183599375795264,0.4930375922829947,1.2423365234400057,-0.2198809374374059,-3.6264572473823664,6.675373095242485,9.296721993008468,-38.16278820835397,0.91489391712266,2.415272072445506,3.138829429597849,3.293206987894433,-2.708282716093796,2.4000940113096085,1154.965728018238,839.126964647805
2022-06-28,1.169000112361096,118.76325233647763,-5.085925545775016,5.194359661572689,18.32488857842805,18.32488857842805,4.628758378712218,5.3861211365015045,6.635568934386569,6.635568934386569,-1.3070379965969976,0.4257829388265722,1.9443452086304465,1.4652536569960368,1.802437478550999,0.5399253761005328,1.2029117139302554,-0.2276713066288886,-3.356545317126463,4.247473054403201,10.725505882686589,-42.70538870850192,1.4334871509511091,2.3748767579415446,3.2757236415259388,3.289673695168652,-2.3552340116155857,1.9332137970697045,1290.183666411156,972.2791647359215
2022-06-29,-0.8367778632756506,117.7694677312198,-5.7627124192560695,2.8904021322953075,17.334772104058207,17.334772104058207,4.606008178889762,5.381086543681804,6.667215767248508,6.667215767248508,-1.4608146730758558,-0.0029898444003189,1.7843523800579832,1.3044351089005295,1.7083344327339676,0.5783571082466838,1.143419464874854,-0.2284615523567122,-3.938645854758916,-0.0278177811612484,10.40446020739385,-38.067457021542985,1.5491820155194744,2.2318846610630416,3.1722551832615284,3.2669719970542035,-2.6193960442984547,-0.0161817149917773,1189.6662322649988,869.6950325414134
2022-06-30,-0.5085816832852919,117.17051378983622,-5.509649222550856,3.7346753204662138,16.73802894501241,16.73802894501241,4.562663801625192,5.38268705385337,6.675793321449975,6.675793321449975,-1.4196170983945495,0.1528483285941707,1.690414697156131,1.2080168121937371,1.695999193283408,0.5917837774013454,1.080158625979606,-0.2272119001889414,-3.8191265495081104,1.390262374443214,10.4474091807779,-35.493169857459534,1.959998095963766,2.5644342865055374,3.3356013040150225,3.270308264541252,-2.5215700103914913,0.8631583514430756,1128.485914575578,806.4470567042239
2022-07-01,2.011670456607284,119.52759839960132,-5.072869374248007,6.82879735446007,19.08641338492488,19.08641338492488,4.3972597746962965,5.219443726913344,6.526144754246005,6.526144754246005,-1.3740898766892145,0.7493914701211741,2.0867115164577363,1.5900822066904514,1.8082515797025984,0.6014332588977305,1.0521001346467225,-0.2376698655449143,-3.341476490000709,6.503475738762625,12.943807312911462,-43.661852663655246,1.5591986359211525,2.8549640638304123,3.5025750540582186,3.3940629042801973,-2.3623544115712436,4.179168158291794,1361.818141675538,1037.71066520128
2022-07-04,2.004805116487751,121.92389380793144,-3.219480518607947,10.017759628836917,21.473863893507588,21.473863893507588,4.16426779750259,5.041904869133608,6.39171118401705,6.39171118401705,-1.0063271537228249,1.4071900664186672,2.501766294609762,1.9914537249429616,1.915349861794956,0.5882194075865057,1.0093276960831852,-0.2484252668727348,-2.1879113803643127,12.061687112269103,15.8427908667397,-51.23793246317069,1.878640073499884,3.090320938665481,3.834796588728005,3.5311801976640576,-1.9148065816759068,10.09913108644007,1599.056760505411,1272.8797046170341
2022-07-05,-3.5949093498767626,117.54084034969632,-7.663801111701213,6.167689319462995,21.81421380985856,17.106988602743343,4.12565526555225,5.132998423925928,6.534748739853395,6.605975672982035,-2.093415543089588,0.6310926183257056,2.496783227476965,1.260396690784472,1.8691024068176367,0.5417669632892431,0.9721715357489128,-0.2502335037248864,-4.620779913841895,5.979318848734704,16.782893192684625,-33.273521545633166,0.7844263316750582,2.6817779069905936,3.5820529748488394,3.27932201237396,-4.08473821492881,6.837088954861009,1631.5851049442188,832.6149877629284
2022-07-06,-1.2131466476876462,116.11489758533008,-8.379969762129273,-0.2734355619014131,20.42951605902609,15.686309096301196,3.851980439634091,5.104658169697837,6.452262624526514,6.66090633266825,-2.428531035344978,-0.6282846708392815,2.311760314585075,1.0313441419371157,1.9627103394887373,0.5552543522221935,0.9154821924017577,-0.2540505064092829,-4.766191860807112,-5.776052839676353,16.29314562146616,-27.040633861685627,0.1377724000854044,1.991386566437672,3.399561613776669,3.095655645413952,-4.5946164350111545,-8.19159630077788,1491.6084674660935,686.9686726189236
2022-07-07,2.742217298518068,119.29902039307154,-4.638361951874195,1.960308541609585,23.170378951811543,18.85867907635705,3.382090652908498,4.949918298313129,6.119563601097094,6.464782768622192,-1.6601627155453489,-0.1977579458530361,2.882865174902581,1.5478109084689438,2.200557379784456,0.5881932189671174,0.8905224326056043,-0.2718334970119728,-2.551544828657493,-1.664224685442157,19.81070453170437,-36.81025848596859,0.3533693390576849,2.0566478756362403,3.656820776921123,3.1248087455124613,-2.953025289287765,-2.585719944330052,1764.1876791204247,1000.6261290155489
2022-07-08,1.0497017107443662,120.55130425103889,-2.4183946603440654,3.8241413991445183,25.224536090632167,20.106340663989723,3.097976303905693,4.882810341302231,5.901734433054639,6.384538344809478,-1.0964022241044016,0.180120777199459,3.3347757721784146,1.757075465895605,2.729152778503572,0.4932876969406298,0.796296079920016,-0.2787527966465152,-1.2445723583446098,1.7829262701006845,24.71563215928248,-40.243957447932246,0.6839556164671056,2.227827396852274,3.8815709484340473,3.340333074523125,-1.8171069758323264,2.323181711422981,1968.096100118172,1121.8115686734468
2022-07-11,-0.4639683760053747,119.99198432245204,-1.7465995153381857,3.653965450920462,21.073085437344297,19.549085225731528,2.9406249341717468,4.881145322478636,5.752288789335891,6.398796906890833,-0.9272204568232212,0.1442013546057965,2.6970890778127536,1.6604748413163417,3.870299975605704,0.4092407372590148,0.680478112883483,-0.2757838642440646,-0.704495158513331,1.7199357332886398,22.79931561707568,-38.526696649598215,0.6994500618002539,2.3755471173246034,3.799060738727431,3.3347911286189014,-1.4904397139054457,1.859261986866489,1551.443526614258,1062.5041278585052
2022-07-12,-1.4170570490921297,118.2916294502652,-4.090285333565894,0.0696231524549618,15.840396905122567,17.855006486415135,2.8525630891985694,4.928624454692083,5.693405067603562,6.469579730986105,-1.7780739340768266,-0.5855440445977218,1.803256465515345,1.3749164793598936,4.463337355067047,0.410465122475354,0.589934235334421,-0.2809266073503378,-1.1363846536169917,-7.030869468518428,17.40307458700714,-31.663543266916708,-0.1043671954590779,2.0116769963238488,3.2774480594960624,3.290227893693127,-2.7961565188421242,-7.623156014640667,1026.6669498953952,889.5131786665543
2022-07-13,0.059908907691919,118.36249667335984,-2.50620037146451,1.1806361561011998,13.629269255227385,17.925612133461396,2.6114807239955766,4.924747839101517,5.590807216268213,6.444901192931335,-1.3363138285542902,-0.361514174397369,1.4381577023747305,1.385575143388529,5.25232545938929,0.4252911544852346,0.5115225995968959,-0.2852039417792681,-0.6644214703488743,-4.186228964303144,15.718684701134656,-31.310559169732564,0.6357819731758682,2.189097738894561,2.990984722827932,3.3352919757285595,-1.923852143030413,-4.70282524155333,804.0462460568357,892.9894894520736
2022-07-14,-2.533773113424209,115.36345955627262,0.4480982402620024,0.2287658081585558,6.791872593027694,14.937644679382824,2.559988355211498,5.071063287424259,5.657933797114143,6.587351306202119,-0.2098579531478154,-0.5398649328570626,0.2099678608211059,0.8965778256315572,5.956780499381543,0.4414862934426056,0.4474264949336435,-0.2747066994456051,-0.0901886373625325,-6.201074148489096,2.655149548583796,-21.49955979488356,1.1454832472367444,2.28024473176179,2.421624158192766,3.208979480537108,-0.29616915531197674,-7.231587768034781,118.79842560474935,590.6073110785893
2022-07-15,1.5968129773979325,117.2055982496424,1.0515778959259234,-0.8929273308289998,8.335058888818745,16.772983905538748,2.4852565560166555,4.9678022095886085,5.532146500503017,6.460875769089834,0.0266554932514377,-0.7779769101010711,0.49096437614799,1.1926473265136102,5.759023309875489,0.4901905577202357,0.4119992140572631,-0.2813950237466321,0.0115029469047982,-7.884353038099073,6.592456399689262,-27.38337768147465,1.1885248928433612,2.0998614379653118,2.5201842525567137,3.2747086793909563,0.03653283205236456,-10.958572485867364,271.608685537875,770.5546212941556
2022-07-18,2.1420706608831885,119.7162249826606,5.174736417591914,0.8012642719983322,10.178304264250905,19.27434373361713,2.4731003750472524,4.857247102363289,5.385579856824336,6.309571919861193,1.6939887694380134,-0.4480103824147673,0.8437803357695413,1.6119997121801557,6.983439583881788,0.5475766535885119,0.3903557658882016,-0.2919989588424311,0.5999055638273709,-3.974050240367026,11.64129437044461,-34.83241227680109,2.1177693469216217,2.3343764493537957,2.776813583296784,3.365454144958297,2.482507733281965,-14.312323545174985,454.4246379904916,1017.1028118796232
2022-07-19,1.8997398663443965,121.99052183513876,7.474720245000829,6.50878278050451,12.81502928746052,21.54024599184531,2.48291900831949,4.76288329649753,5.267764220143219,6.186463063060504,2.613612472532522,0.7403011047637735,1.3603272845912784,2.0045445234681787,9.287516333875203,0.5665916842728203,0.3769687865113666,-0.3110569693211175,0.6987215801454436,6.223119512922911,19.009222126242136,-39.867425828012806,2.3388208102970607,2.7006550743020803,3.142673270784985,3.370297218440016,4.501896724105818,23.19050502975636,716.5883397454518,1240.1040652696106
2022-07-20,-0.0412608115208268,121.9401875558511,9.33671881156536,7.915807851124766,11.963309283420177,21.490097500024667,2.4689306215093505,4.717739597349589,5.246198726971757,6.1830972841769904,3.38259268293692,1.044470309550721,1.2006928369502734,1.991718723571652,11.818157510037905,0.5557743627941355,0.3561159929744846,-0.3216286090848375,0.7066572473672882,8.866078155981137,17.68826269238617,-38.28947513593843,2.441605738029017,2.9236164833252927,3.1486048139248703,3.3994854352142307,6.599138894879995,32.40872409861767,629.9073232692632,1231.4990630560344
2022-07-21,-0.5141798588304769,121.3131956716188,9.556537964899144,7.529903934904518,11.22015807912359,20.86541988820603,2.200170347054232,4.664381827477921,5.251403583575258,6.2058801394615895,3.895700994155314,0.9725149014583244,1.0551140517241349,1.877960807597436,13.776075437996608,0.5846186014471786,0.3421662223265015,-0.336903785080698,0.6221805220875507,7.75921399367848,16.19338599418375,-34.59266471513407,2.617884167690823,2.53041429751342,2.9268705268047164,3.318447788271425,10.222702558534069,29.834737979606025,554.0829712304732,1165.4399678556174
2022-07-22,1.0605718352435067,122.59980925734584,4.437188040212072,8.677361514566678,11.775664381066813,22.14728449008915,1.711255301343385,4.532917769585558,5.181260683679656,6.138069177443319,2.017148394475877,1.2526554031346129,1.1736992044492829,2.1016933425751483,12.333814451596682,0.6094548121720943,0.3241117837071837,-0.349440821819665,0.2798692891959534,9.316825173304029,18.762790642543283,-36.91709245451519,2.038334175212779,3.031263310087115,2.902757490461081,3.42171090457021,14.167172751158619,37.34576203124979,608.1241542479158,1290.033912649834
2022-07-25,4.650525241552073,128.3013443329534,8.031181201953471,13.056059385763202,13.30440834575979,27.827774787171155,2.2513038934037146,4.299504918540343,4.986839788666359,5.904076829506775,3.129674792474161,2.3378103367399263,1.522986340302997,3.1410316951358106,12.954220826498862,0.6677604248771621,0.3170682661581037,-0.3807560610485915,0.5439037314364529,15.05244495924834,23.9534816001776,-48.70544253695034,2.8661355780847013,3.809337219710192,3.217286831334627,3.699899548553311,86.12375898604026,66.10884863755747,759.4888879418348,1854.4892451997728
2022-07-26,1.0003870352004007,129.58485434764808,10.03263990578103,14.125742081840931,11.480723325400588,29.106547273527177,2.7980112103208823,4.250616928964435,5.00425670670361,5.8946014671749145,3.2334780203309244,2.615068557948809,1.1502417666346514,3.356921796228902,15.247008847205189,0.7245574724514712,0.3010822421121849,-0.4012925367520225,0.5933824686453496,15.341301560538822,19.11804905739777,-49.30995304672236,3.2058450990999443,4.09453849829314,3.151765548463312,3.839964024118598,110.58825516224945,56194.22993073944,575.6105075012063,1978.7716145242334
2022-07-27,1.0860556711511429,130.99221800724365,11.796230783965694,16.419053529673615,12.665377286319494,30.508716252018747,3.2805599142191992,4.216549870316298,5.038105218646187,5.891979340900174,3.2954431286373405,3.1787862587441658,1.37465531082008,3.5902916967751954,14.36222816857888,0.8228767943708717,0.3076415660988287,-0.4394818266035443,0.7527312963213064,16.288599798610875,22.51210128431572,-48.13378671124847,2.785910560251144,4.403141897175049,3.267069410233523,3.745865033862123,132.14521370115688,1340.3510787070943,692.5658095282341,2115.392450520488
2022-07-28,2.9834337324258,134.9002840261245,12.861201791346671,18.928469446030867,20.79933153652297,34.40235731643734,3.869205965819261,4.163348720260694,5.027750433228354,5.821975312477282,3.069329919288274,3.820835615696241,2.992294356636964,4.296066503096226,11.313432878124637,0.9084120534561791,0.3067431708673233,-0.4802193768779949,1.049714066695054,17.51129458312806,49.04594682707869,-52.08368159650774,2.799032145826644,4.892350722411891,4.201088264780365,4.006669284435498,145.16270893501823,1590.7471070935426,1504.4509247928252,2501.159312178683
2022-07-29,5.737244018412224,142.63984250223442,16.990885090117878,19.247537961343305,28.4859419299881,42.113348522179656,4.881541330848823,4.243634728273409,4.994636938035288,5.703329607725646,3.27879082625033,3.822450494326175,4.548081205588909,5.731143436321254,9.211950458132169,0.9749937194880648,0.2933858336686955,-0.5272833460962004,1.7374770963319166,16.637116055830123,77.42710035642138,-61.99057923693647,3.444980940003699,5.395289794810255,5.144043279813791,4.436412145289135,195.64120298465,1622.1083664828413,2271.601438661843,3268.660004649351
2022-08-01,-1.3799081808453573,140.67154364640115,19.678865003762567,17.81055473536365,24.23307064953828,40.15231479984882,5.690097636231922,4.578951493774283,5.251139544436067,5.941614381160456,3.28527453169904,3.227517096125866,3.513149010373388,5.165190508381898,8.52076731405649,1.02627004191749,0.2686200979927575,-0.5480796560414646,2.193879043775248,14.400346521735203,68.6770492294494,-55.99472607265243,3.751383838417713,4.9391399265069325,4.688353432459968,4.098688673795144,228.4972765040931,1477.864422848757,1844.8035693868128,3068.9570206035373
2022-08-02,0.4364922372464885,141.28556401443248,21.67737900350389,14.891954467355204,26.6202004823744,40.76406877427141,6.188352284124169,4.822625115070625,5.423009003809243,6.07361801678372,3.343708615299603,2.45887518839666,3.8392073370975,5.147725150799398,7.869038518092621,1.0885650865192171,0.2550802858276238,-0.5856906931988147,2.6295521110183246,10.893453579614146,81.62158000183466,-53.38195840297021,3.5507137644220506,4.060914050119414,4.634172411295053,4.057556183418212,252.92577858173806,1185.8233238385749,2082.005595657025,3126.5316221345915
2022-08-03,0.1415900592106167,141.48561032817656,18.59746195903679,18.002929082839387,28.585021429103925,40.963376702596165,6.506669788562736,5.074515302416309,5.594606714327522,6.216968391030954,2.7067809455193235,2.949522507662416,4.06994920960422,5.055294215588903,6.092191338054196,1.1582487963937875,0.2390789645891873,-0.6192348329336815,2.890935104492804,12.92243699847158,95.23951726221236,-50.75393481465174,3.077377120718193,4.319058508639981,4.722776833595267,4.046755251566463,215.27892700627893,1496.7397099954255,2276.976517502376,3142.860434567783
2022-08-04,0.9654652973404731,142.85160479662548,18.498597492689026,18.21030683144276,27.611036898880887,42.32432918661907,6.825511534891252,5.285302505699828,5.721880717872164,6.318489776549725,2.565595020556275,2.870443312032988,3.807235439918323,5.184112669278075,4.3661748533832085,1.272829055834636,0.2328357008967402,-0.6657355073709854,4.010718533889524,11.91924489782254,93.56188491785193,-49.20236721437492,2.6138426838443225,3.823190774047192,4.334085984110054,3.8909728239034895,214.04887594747717,1517.1161229557265,2178.4547052068197,3275.576290131542
2022-08-05,1.9171917653933328,145.5903440005186,21.33339141161013,16.769961976863627,31.9998301451766,45.052959505936215,7.141259489617154,5.497862251306303,5.835790502348597,6.386551343855679,2.8488707621950216,2.496825493578154,4.483043985646535,5.550818737278382,3.641751683044552,1.3347326630384606,0.2155446474632152,-0.690217353777371,5.586466935661512,10.284608303503406,121.37673480160008,-51.36148587405568,2.691355711544213,3.626854330767506,4.699116359177591,3.9914781323580906,248.67790779411953,1372.7202629242565,2616.2105513047054,3545.0588866064536
2022-08-08,5.025944181336484,152.90763342340043,29.263274277314142,21.786281438284004,40.03293912792054,52.34324028408117,7.511231798376053,5.7347984932915805,5.876316204308315,6.355606159621745,3.764048560683338,3.267753564507775,5.817246269474207,6.71958799643165,3.444227644361152,1.4608626804371458,0.2057467337195667,-0.7320299842458482,8.208702838188971,12.827973819263892,166.1459110420495,-58.34058136872493,3.716756678331709,4.713773926358773,5.315004619798553,4.3647224132231255,345.58590800582897,1873.9908218187381,3418.3978517763376,4270.705486024133
2022-08-09,1.6270423253533783,155.39550533789534,31.287789380393,22.226885017141704,41.7875219431649,54.82192928331797,7.971737188356133,6.160289277981421,6.1136510465402925,6.544489610517156,3.800349736160812,3.112986571323681,5.876574225228949,6.8992268809369,3.3215286756176483,1.5339899405556885,0.1848020380256306,-0.7551294565394769,9.120917589211851,12.501319135690409,194.4097832793372,-59.79361320350209,3.7703926664720906,5.059595458256955,5.304291176087568,4.439623034846748,370.3106313265731,1917.6897797825418,3592.7324162142672,4515.191864289222
2022-08-10,-0.3289945811215666,154.8842625460272,34.2576437476521,20.74347521694288,39.201482497939466,54.31257352558801,8.337047159371187,6.628885765637838,6.433195929496371,6.830113534705292,3.9898390879631855,2.6686044226855143,5.180946875917263,6.531183853104935,3.372837516111984,1.6227673858248337,0.1706584267710228,-0.7842132878704903,9.862163971953166,10.901053364876834,195.302669687725,-56.88341159568267,3.777372031580304,4.640684059819131,4.786585729708804,4.210679114116563,3326.347663465161,1768.9873871658185,3333.0046353087873,4460.8727232740675
2022-08-11,-2.317258211231299,151.29519425427435,29.08529670402152,19.48492150613477,30.682890202344986,50.73675274460398,8.373581404070283,7.106691573771398,6.818413003623267,7.195313518626821,3.3545219364953254,2.3115827861108005,3.637241464750657,5.698022783043846,3.256358148134714,1.6524988454174483,0.1517276577814283,-0.7849416027396134,8.626005257767195,9.941130036904037,163.45216727921573,-52.23198798125051,3.189030515004825,4.592147465351719,3.841256974140616,3.948309872040826,2808.936250698309,1642.7705908128637,2480.0214500573616,4099.9060360279
2022-08-12,6.022318150098771,160.4066721980767,33.98908311827373,28.78853881098556,41.74373600907758,59.81459956401177,8.10213161629107,7.221709738786133,6.801644807217961,7.091688651416559,4.07193851799971,3.5625509421020967,5.270757379027604,7.056577510059778,3.296844621911141,1.8718162004204693,0.1529859610929516,-0.8039306941888352,10.006956829877575,13.744783717397665,234.3340480463245,-62.24796615885603,3.770210319832942,5.534741414022063,4.68631050561534,4.236274754725612,3299.138180627885,2572.7708833500424,3584.981955716885,5004.305064593225
2022-08-15,0.0192206199127076,160.43750335485453,31.51636778115765,26.67781499891038,44.04408087467668,59.845316920759,8.20487095253075,7.686285504401946,7.137588204084996,7.375540290651666,3.719363716972844,3.0721433001234257,5.343390706885948,6.784574288998359,3.0666440268113693,1.94198383298626,0.1475134384885025,-0.7810417032200314,9.951236288425074,12.1594063318607,258.54541030347656,-64.0681551537201,3.763973114964154,5.12557310383885,4.842210233477513,4.180957763958638,3051.6899323287294,2361.3370515184242,3813.8922479286534,5003.990102342678
2022-08-16,0.7470596585981815,161.63606721968074,32.5535661864126,25.22069430598878,43.15264464335517,61.0394567996324,8.217103015330077,8.083974807949385,7.409709761405903,7.602712212856874,3.839836313708408,2.740314723330322,5.025330857756537,6.734460287440931,2.8903916802718923,1.989060075664242,0.1422442631137123,-0.7416807727389058,10.916281958291282,11.137237864400497,261.776765515286,-69.03261531946278,3.965215531870678,5.004212010974082,4.606107941518355,4.0728706070875775,3155.233055174728,2215.263518925511,3723.624311101291,5120.016347432677
2022-08-17,1.9269493446705035,164.75071235772154,35.80609384298409,22.824351577126524,46.49707583706368,64.14260555709383,8.084299202381501,8.418055438194928,7.623321258181595,7.760558293905745,4.305022628349927,2.346465623282947,5.321752632506638,6.99297940903125,2.864597009867948,1.9969218901808712,0.1471642782281291,-0.6784900046343294,12.149384671112248,9.89156250814866,275.6744399023407,-79.98559150641864,4.698012447458683,4.803312759633667,4.65310168055746,4.12734688147247,3480.3091000603627,1975.2677700614463,4056.9429974171717,5426.942435186956
2022-08-18,1.6625675502222714,167.48980424014104,36.61506103045223,27.99248152966184,48.04231078345528,66.8715872531754,7.847975249565807,8.778912473269184,7.865542023114731,7.9484261500970845,4.537513156837003,2.838300625785509,5.352894851055247,7.166765676267633,2.8998781391592305,2.047114793739844,0.1582301163939807,-0.596403497639023,12.279926686767809,12.17185906857489,266.08979602502006,-95.5133696203472,4.674651531918391,5.971046519579356,4.61111555319371,4.158153408344551,3561.0290949436007,2491.719276659613,4210.341939628951,5696.450771286387
2022-08-19,-4.20812997283303,160.4416155864723,25.050611449644705,21.075871989412057,38.268982205391474,59.84941397383231,7.612068821425496,9.490679249794496,8.463859412306144,8.516008516499463,3.1586779708816177,1.8962782051034504,3.818452378014525,5.860542006662225,2.816367792135067,1.9841970509702296,0.1516463984914714,-0.5261719622459594,8.537263551378667,9.070151678842956,213.1197603213678,-94.8519290670768,3.113155654392117,4.824264231621704,3.713407664155448,3.8387454366193534,2404.4074099071513,1799.696821301287,3231.884410010102,4990.842564003836
2022-08-22,1.758846637647249,163.26353754760189,25.98967554464444,22.93963396789022,41.16739895599591,62.66092001680988,7.151264984126163,9.68275552562416,8.599732760348248,8.605082280743138,3.493279992986466,2.050771084617805,4.093849648553191,6.122662248775363,2.538728930244513,1.9858933089329032,0.1386026787804359,-0.4840814743291163,9.840109590269083,9.99908452385254,254.0067280688983,-108.83707644653998,3.811681341080613,5.718143958050613,4.099511907550791,4.040839494896247,2498.1370893592602,1985.7115051373303,3520.601293860304,5268.601242791181
2022-08-23,2.621589368392052,167.54363709041058,27.903504222781923,31.779672253819967,42.85078090034199,66.92522140249928,6.705182826994848,9.848956279099433,8.698742423275602,8.653406771780059,4.010842498142939,2.9133582541418552,4.239480143482117,6.577338335609038,2.512685910311553,2.150073736792082,0.1492317817761579,-0.4419075495075223,10.703061664000248,13.34537396527035,247.1199186783032,-128.7970394646516,4.522059792625183,6.949748590636611,3.921458383510196,4.08488438982488,2689.343224032915,2869.3538070396585,3687.8145776742426,5691.638409364783
2022-08-24,0.4910195648764714,168.36630912823014,24.80797230614036,34.82593112142946,47.118978251101765,67.74485689829892,6.320076107362851,10.197148896071182,8.970697001703876,8.87297514955906,3.7651655703388527,3.112260286454589,4.585495733414147,6.503126451817441,2.272242212732929,2.240730120989731,0.1555558009136406,-0.4012510589832292,10.472533618123007,14.163321699040097,264.4394653588074,-143.8054258289897,4.283992741306641,6.945208599548054,4.188970471915012,4.186586676906822,2379.6132961363805,3173.618154430659,4113.509282706421,5770.207940141634
2022-08-25,-0.8974113033966113,166.85537083900172,16.976693125827012,33.3486813415271,43.20124481930646,66.23949559162712,6.003231205432684,10.621955687005665,9.324250276584635,9.186407779140172,2.6590823910559025,2.8483753025744405,3.990251955581475,6.1136810803169785,2.110821934554578,2.349430523029783,0.1577257393497608,-0.367674620499837,7.562497871793175,12.877723323731384,235.89116179679124,-152.75127600337288,1.891765490947948,6.457885663733007,3.84704528441584,4.040064889627087,1596.3086387803346,3025.531624390706,3720.610790047295,5616.276743540598
2022-08-26,0.8904375854560165,168.3411137743042,19.669628562159406,34.70392841222299,41.70133981090479,67.71975454224746,5.896905242016338,10.861163914937125,9.522443990570844,9.340907772262872,3.1633973473154016,2.9100884504501026,3.748507235971775,6.1673947175900174,1.9857483092628336,2.40124311977698,0.1390042584718051,-0.3156338646927895,9.394067875041909,13.162743666805175,256.79033574378536,-182.51864484890183,2.721026381766482,6.807131921422376,3.900593715906552,4.030569475947971,1865.425439996477,3160.694766730395,3569.495020279075,5760.906525214958
