,FUNDO DE INVESTIMENTO EM ACOES CAIXA PETROBRAS PRE-SAL,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-07-15,1.5944023546824893,117.73675196009366,1.1307226936423678,-0.7810570822727786,8.778713063243018,17.297177845399002,2.4915622597881617,5.039862396068159,5.655905951963908,6.593771107451259,0.0583531623591855,-0.7446562762071972,0.5586622296479066,1.2481082553050458,5.819440718941841,0.5162224163745648,0.4295949894614764,-0.2957284732997738,0.0249835927703847,-7.270054622598355,7.355162670225627,-27.82870401680765,1.203992913502492,2.123885191236176,2.5627406387413503,3.2712031871566203,0.07646108387343732,-12.535986870430532,315.97410298030223,822.974015280181
2022-07-18,2.1338260237071527,120.24904941288568,5.249952566484182,0.9062931294319624,10.614473649888357,19.80009555133819,2.4802990570905723,4.92742688834751,5.505649614222966,6.440084592832031,1.719397666069234,-0.4203143590576405,0.9046009307741378,1.6609688556611613,7.070137747394018,0.5747545260831385,0.4066301348724928,-0.3067700669930056,0.6031877400814643,-3.603396198535697,12.248024281584737,-34.8690471706328,2.120517713988325,2.359698407794692,2.8153954655959468,3.360906282226489,2.418665910668342,-18.233112661360334,498.04157655423677,1069.6779936517296
2022-07-19,2.016665539979301,122.67407055454802,7.674182957371331,6.709305104553337,13.38229187233507,22.2160627951843,2.4960224163590823,4.8257932635026295,5.378779519284893,6.307995168897372,2.6798039781066336,0.7722025969264446,1.43771388185794,2.073060791249926,9.43505254917007,0.5953514178483788,0.3922531229138085,-0.3267663047344585,0.7089362529719846,6.259311691529249,19.7146830212192,-40.018989922053926,2.356919458974357,2.742835618375292,3.195601752415062,3.377062592438396,4.431788574403197,32.806988783783915,773.3145982329069,1307.6857456035095
2022-07-20,-0.0359576973101516,122.62995978357998,9.532490821316966,8.109045011732913,12.525189095297366,22.172116713260024,2.4885374491795376,4.779653809904506,5.356322706740827,6.305044449781021,3.434611228199924,1.0713696643928856,1.2809073351640008,2.0613668860410805,12.028988661898683,0.5846336008968789,0.3699872747710685,-0.3378614603065389,0.7105467387978178,8.758949349431594,18.543754102935218,-38.46845932650508,2.4441773836157785,2.9670307536659872,3.199360406943916,3.405938385322143,6.460818509298569,45.08189742834319,686.095304456982,1299.7009843795702
2022-07-21,-0.5139689378180656,121.9996798818336,9.746232775181936,7.71634319809097,11.773376063663733,21.544189982679043,2.225079065598884,4.725891763540692,5.361357121802643,6.3290455412004025,3.9373435101979135,0.9993077143522856,1.136661400909604,1.948661878437046,14.04283368133457,0.6139108776788225,0.3549950761989874,-0.3539469088403259,0.6238698554308028,7.692680270393999,17.16656963836012,-34.84468846878101,2.601467840527046,2.5721813527424984,2.977557013067969,3.3254069009756093,9.90384193772524,41.57664203615094,609.4047696844874,1233.3169773029188
2022-07-22,1.0612438856835826,123.29439402513307,4.6255923562383385,8.861596188962826,12.327338947281422,22.83407026727383,1.7459969036718823,4.593382586057001,5.289463029369132,6.260627129604639,2.0849179010649075,1.2762748368114367,1.253986665917744,2.1702498204107314,12.619792467898211,0.638229520497001,0.3357809532465262,-0.3670565569824633,0.2884564234260885,9.185439441703076,19.75369967999336,-37.01643423940297,2.029108291234785,3.077529605489644,2.952578397714234,3.427486389690785,12.69535382707386,51.61111312185554,663.2916108693769,1358.7124903683023
2022-07-25,4.645564496344612,129.0221146199479,8.221177199379879,13.243268356463505,13.853901200613253,28.54040622502531,2.289653216760051,4.357688026771586,5.090266141065049,6.022416801823302,3.16023622697325,2.34955690935806,1.5999913380890027,3.197640502733325,13.294407144354407,0.6974307611617413,0.3280199822833486,-0.3994983076953311,0.5442773765119505,14.680505338011075,24.82891949929005,-48.20426900165551,2.81486555906366,3.863274143972794,3.262571978265401,3.703324233261544,59.27566440329964,90.1381215758099,814.4381734271813,1925.7523889851884
2022-07-26,1.0083175821868018,130.32306728657005,10.22592393022042,14.319299042767296,12.024403495097062,29.83650174120659,2.840755856749567,4.308085276350866,5.106626548029195,6.012299023051615,3.2528637586704496,2.6251132274070432,1.2336490999405114,3.4126164607341427,15.64320129030001,0.7541093500584756,0.3108115510111136,-0.4205076840385717,0.5907097659979207,14.99677950269313,20.26882599509076,-48.79261757090682,3.1373869389354563,4.157617497994676,3.1955649114215414,3.84221252584583,75.6984448426044,1130.9211643746185,629.9785244708537,2051.7670612921747
2022-07-27,1.0894461865031737,131.74286697325755,11.98957372475789,16.60812033363043,13.213389492928258,31.251000558115283,3.3257229262285275,4.273483036293336,5.140213360164456,6.009191721239596,3.308826926441557,3.1806789627080083,1.4539611059358817,3.643786024318192,14.718091199690164,0.8533180845984875,0.3168070584394497,-0.4600342330960946,0.7476677117220617,15.929086511067542,23.59060539466965,-47.59691178618791,2.730420512811865,4.47566000811327,3.308673224042232,3.7497705589449497,90.1461717808446,1359.257759102776,747.3670301891106,2189.620881130142
2022-07-28,2.982140448454662,135.6716242972209,13.0565878418294,19.12233128746101,21.38046122491549,35.1650897347603,3.9136848905685264,4.218773833965204,5.127599274824767,5.936609948472177,3.084370873687514,3.81659068394098,3.0473596119413537,4.3415898574813685,11.582242746333169,0.939286133324614,0.3152532307738022,-0.5019602374062222,1.0422209195263257,17.142095833326866,49.56535702415163,-51.34734510704155,2.7409421033440244,4.974333106257484,4.233340175902188,4.007834815019025,98.88709565952175,1610.1332912365567,1562.563893632077,2577.4325540109794
2022-07-29,5.728509441744345,143.44358610485511,17.189560401373335,19.47971576722432,29.08954728729649,42.90803466215827,4.921395742730714,4.294327500812708,5.087971083593178,5.811982727816611,3.2926082542212374,3.8313941979496495,4.58328464545012,5.760733944756585,9.41271109945421,1.0061378275564552,0.3012009775196453,-0.5501184422137252,1.721526144124831,16.352890250303428,77.42212504076565,-60.861959202350086,3.361444515467096,5.493356943868282,5.163888536315149,4.433253306786346,132.7441908540869,1645.3261470709429,2331.9619743926824,3348.1286186472125
2022-08-01,-1.3743003062807957,141.47224046167594,19.85860637795797,18.040056616084748,24.816408847396644,40.94404910409637,5.73110722947028,4.628953842565766,5.344571000318955,6.051693914674088,3.293128790949786,3.242232828333812,3.560879608595476,5.202064901852913,8.68609538198122,1.0570598304525871,0.2756173189380614,-0.5711705581202541,2.172814526138005,14.19801006229026,69.04999281269167,-55.11716957871429,3.6677394700202632,5.03933462695243,4.709498664285746,4.099248472268308,154.60887599437942,1500.814610920867,1903.137389172649,3148.130451028293
2022-08-02,0.4443109077666873,142.1008170575091,21.857809538013896,15.148157490800989,27.217631829995693,41.57027888811392,6.228596657044603,4.871262612581453,5.51518856616013,6.183118380813123,3.35107224479498,2.486919147110336,3.8833644665576967,5.186950072751284,7.99901072020518,1.120004989719225,0.2616054971450424,-0.6097775122774656,2.609382348834953,10.816412759793607,81.86940847163088,-52.59545603019056,3.4845079878736542,4.162862734775358,4.65637891162211,4.058978306337421,170.98624379155592,1211.4436261831534,2141.748730419154,3207.1526335188423
2022-08-03,0.1445993046192084,142.30629385083247,18.78930333773608,18.238685984631896,29.18459563572376,41.77498852693361,6.546189709045381,5.122943339485768,5.685963240950242,6.326565646792866,2.7197456799282818,2.9676599943174136,4.110005357287201,5.096005948560552,6.188427171652558,1.1897694661888123,0.2450494252937617,-0.6440931525105112,2.876978380342283,12.778235140331024,95.36581999173744,-50.05520714566072,3.033632969993315,4.419108152817942,4.742272868371169,4.047987334513099,145.84920137688684,1520.3154001746764,2336.933938164359,3224.021617001528
2022-08-04,0.9684115577418996,143.68440444787808,18.694215646110123,18.452319800514296,28.209192902394708,43.14795390181569,6.863358729487789,5.332530089504573,5.811542662984329,6.427250044284327,2.5799491557989693,2.8904054810613897,3.851421963766177,5.2245341919401085,4.432137475821124,1.30532657303917,0.2385031676415743,-0.6921375628283531,3.995164106864033,11.807906555324744,93.84656512914344,-48.515482210347216,2.5863987339963708,3.9195970560517934,4.356991739162052,3.894463925166628,145.05577338318906,1541.31741986288,2238.270305558202,3357.9387616512045
2022-08-05,1.92133323560284,146.44506066491317,21.53017732541874,17.038841092671387,32.61772293912312,45.89830311621671,7.176608631150104,5.543416017861593,5.922905843233166,6.493260603568861,2.862258809804258,2.5248117225828204,4.521429010658565,5.589785270037655,3.6891193982956274,1.367412069463965,0.220737974509611,-0.7173013081211079,5.568079821031747,10.235452836493454,121.32030461223408,-50.60067793744618,2.667796401854048,3.727394063273581,4.718857941510051,3.994299196173018,168.2733483892146,1399.6081745050326,2677.999830699357,3629.593247634503
2022-08-08,5.035438325225239,153.81921137503355,29.47036555941392,22.082258456558648,40.69227430680639,53.24492218718396,7.5423545303422115,5.777402885668812,5.957505190065209,6.456371619331063,3.775973723744315,3.294886234034615,5.848641769503493,6.754372166678717,3.477869711018564,1.4944789849739848,0.2105811173609281,-0.7604870964448525,8.188844001690684,12.737472676334352,165.46266889129046,-57.34316462068527,3.6860574736424,4.831051269297263,5.330283056712607,4.365199763828437,233.30448030135813,1903.588523646203,3484.3313696649225,4360.873676334412
2022-08-09,1.63120971236701,156.32832529046942,31.49769581833696,22.38316429650041,42.45471078053336,55.74466824161056,7.999772849324964,6.2019070853740885,6.192107964366169,6.643106878548073,3.813270243170794,3.117295504600095,5.909863524683713,6.935709216115302,3.345091406305688,1.5665088695226346,0.1890773347302179,-0.7842071052362769,9.119420683378728,12.341568856278204,193.5425684507636,-58.75317539657181,3.7547103071879606,5.146763068543418,5.318957303560133,4.439392893654748,249.89778846883917,1933.3177077184125,3659.451299951114,4607.465760118483
2022-08-10,-0.3200674196486064,155.82796925353233,34.463106403872814,20.79823613548169,39.8641694395096,55.24618030072935,8.362239339741095,6.670688959038047,6.510716025280966,6.928612499835182,4.002389543170929,2.6600902694098747,5.221043762723636,6.573081408285624,3.388534779901379,1.6540129173237208,0.1745387500902903,-0.8144859787925548,9.877112517595709,10.728232291503952,194.7575153200839,-55.91543033729916,3.780793476896151,4.699123987892644,4.805655675012557,4.213244262496483,3346.8939290872327,1774.4634790196997,3399.273329465801,4554.233400788202
2022-08-11,-2.318442854975,152.21518683432117,29.284343503814192,19.54897549208596,31.29468200696493,51.64688632592549,8.396322896469712,7.150236768198291,6.897662126326291,7.296752529174108,3.3691426182132425,2.3064634680951137,3.684147735825392,5.743540537251036,3.2633604909326897,1.6817093091734625,0.1550739910718441,-0.8152567410817032,8.668490467227159,9.806546115978454,163.8702024082198,-51.406129909449554,3.217085672085824,4.651667564875616,3.865094463210277,3.9521134457512654,2828.840930677576,1649.1759894079826,2541.2006305193563,4190.9193941600515
2022-08-12,6.027510940472469,161.38997387382048,34.21309745216681,28.862684907521064,42.408265519743495,60.78741899010648,8.119493174342047,7.262868726488342,6.875773875146239,7.186947810915981,4.090821363719355,3.5525707405304217,5.310580267891394,7.098405528218934,3.303979683922164,1.8992626509445647,0.1561869686222855,-0.8358228443322907,10.053147814983484,13.585195769107466,233.7861435555432,-61.036702236562746,3.8020145527361393,5.60876075364984,4.7052504595249145,4.238986513565514,3321.5396140171924,2580.185493003593,3651.4349067834764,5101.587007202696
2022-08-15,0.0240539286855412,161.4287945030417,31.59161815802067,26.757626528225,44.72112552884854,60.82609468120568,8.217075705118907,7.727922769275701,7.21110140780058,7.470606132493035,3.7229971826951327,3.0659185853535003,5.382806999700404,6.829523318323733,3.068036063331929,1.9663210925404635,0.1503588343126123,-0.812858976132066,9.97124840407737,12.049497986052495,258.1555471011155,-62.76695008850352,3.77566832415451,5.199271331462506,4.859052359445207,4.183847469725103,3059.214970015031,2369.3182044498863,3881.59671334584,5102.067878387346
2022-08-16,0.7510102113795547,162.64114123386645,32.627574469484514,25.300269148163483,43.82456910723139,62.03391507482448,8.230313212850389,8.1258997406022,7.482124905995198,7.69704951735559,3.8426652810052784,2.735969030031648,5.0664975593383215,6.78112069200393,2.886747600328303,2.011164310067924,0.1448663957943209,-0.7733103167978356,10.955699359106562,11.054397654202088,261.67674958042426,-67.49505420495244,3.9872151632109687,5.077602387037296,4.624142598436544,4.077040658795684,3162.6338834819194,2223.2210031429813,3790.8167574889135,5219.462174951886
2022-08-17,1.9265381969753688,165.77448494373354,35.88108190472247,22.90416487771009,47.17828460302901,65.15556034079559,8.098688064712166,8.459925293868746,7.69410637429332,7.8532742184898625,4.306633220547631,2.3442867770441715,5.361329403757535,7.039405170064441,2.859305417020724,2.016926092007961,0.1497426145959447,-0.7094334298776316,12.198094983040846,9.833028131166518,275.4769499079802,-77.92468864218428,4.728247040321997,4.875334294753879,4.671017619948759,4.13080222619391,3487.807906234201,1983.249100119803,4125.063874013705,5528.237913557132
2022-08-18,1.6573370089451922,168.5219268340943,36.6825541149436,28.05640988807083,48.7152936688489,67.89274456465441,7.863300073932171,8.82090734070725,7.935056840866828,8.039976760687233,4.537253277692367,2.83203531792254,5.39081233311118,7.212168237584113,2.8930103061846824,2.065012194930704,0.1608686086945114,-0.6263688268552076,12.33240820388899,12.097323776745746,265.90894661689583,-92.57431490559624,4.709414086953603,6.054408932898459,4.62824419931502,4.160617202261776,3567.7784033927373,2498.1121125005125,4277.640228168313,5798.566502434287
2022-08-19,-4.179560314902098,161.47845125822815,25.15563842205251,21.17202387763838,38.93078519957855,60.87556604123016,7.627949759132258,9.53339743817742,8.534511985526553,8.610055844277367,3.165870493911916,1.8978669691020675,3.8643858196249625,5.915708170614205,2.8089892122573463,1.999804045900389,0.1540682713485328,-0.5542439745212339,8.597078609665695,9.047446492735228,214.06514661074743,-91.89919971874195,3.1499459043072737,4.90147862486246,3.7384213332986342,3.845008696467497,2414.910107147932,1809.3120101239194,3298.0647094288092,5093.45777074362
2022-08-22,1.7541824922898908,164.3110779790209,26.079811809304577,23.020298186076342,41.83118150427863,63.69761705509772,7.168303819718632,9.726509912533784,8.670078366996648,8.698661304706066,3.497550855655116,2.04983899146262,4.137193917811289,6.175974392420028,2.530881686857233,2.0000276425204,0.1407149443353236,-0.5112192104812754,9.906234372174753,9.968751854066468,254.9110590656815,-105.0874230951213,3.852087082985225,5.800147287770452,4.120180364036953,4.043911246302044,2507.1507158252734,1993.7779269559423,3586.9795486885764,5372.270946619965
2022-08-23,2.6136747977114183,168.6056352140065,27.9808456333592,31.88891342571112,43.50546721681196,67.97614041652093,6.723177086360133,9.893267656777986,8.768103274380579,8.745692828038539,4.011611371300076,2.911351460561632,4.280610175165153,6.62809731000697,2.503756807088012,2.163340249961731,0.1512356276895875,-0.469428011184911,10.772121946729609,13.314031041948788,248.17453841133835,-123.48496835830224,4.566310967090633,7.043976541194246,3.942377402616084,4.087179484274441,2697.077365090642,2880.277924228774,3753.2832093212396,5796.730310766949
2022-08-24,0.4933760502582762,169.43749503753824,24.88793873827677,34.92561453055011,47.790710188485086,68.80489446348427,6.338769365245975,10.242119388423603,9.039800845213763,8.965091586800378,3.766677412875663,3.108327851500196,4.624750642220473,6.554547312502556,2.2634860232023897,2.252152854589242,0.1572978758472017,-0.4282682813315152,10.548375005965449,14.135747886097016,265.7812417318238,-137.208659917345,4.32693462413374,7.029772425014806,4.207902345803396,4.187015310259734,2387.6099393500217,3183.5864953427235,4180.682476444753,5876.21169666017
2022-08-25,-0.8887469170435924,167.93162452407623,17.071546441484475,33.45391037672537,43.85900154389295,67.30464616812135,6.022277813073238,10.6679102374345,9.393497517522183,9.279288164890277,2.666422938610044,2.845969323267072,4.030859065479072,6.167274579146223,2.1023590184591816,2.359484879681657,0.1591025568091106,-0.3946161250945494,7.638057801958902,12.867446424662656,237.98401097028287,-145.02174232791043,1.9197308858778916,6.533354018422344,3.867248171702223,4.041933570840793,1605.793970346081,3036.054527910533,3786.386462505944,5722.791801190021
2022-08-26,0.8929174834828579,169.4311153597485,19.76279926495296,34.80810525429129,42.348383527412345,68.79853860443565,5.915214870642897,10.907934898637476,9.59126280396089,9.43344766232387,3.1693565682290683,2.907161144987519,3.789072894998791,6.221251382856604,1.9778313040250584,2.410178953708264,0.1399556676877119,-0.3416032944408544,9.47877863223506,13.157165969183326,259.6678971257491,-171.8011806952847,2.743139729501348,6.878143318248478,3.918867416065181,4.032424212733545,1874.7425102758325,3171.112450937225,3634.19939192983,5868.784931433776
2022-08-29,2.062483798786663,172.92560466414685,21.692195896497044,38.6584280483898,47.10555790827946,72.27998111574078,5.66575286660779,11.053627190465138,9.707854283365233,9.499976810488118,3.6491274444848094,3.2168473675353577,4.232440374252315,6.540575988080096,2.282625423782946,2.5112589692400547,0.1248494731228959,-0.3093555404220001,9.057576448501411,14.15936467122918,329.0996220370773,-200.8540727256279,3.6251319978685737,7.310128847329233,4.233122777314419,4.229352056460806,2067.5054279206965,3555.783152936503,4108.791441627329,6213.532021399632
2022-08-30,-5.435302558782351,163.52657484904665,14.911695346698847,29.10577661691544,39.15281774917891,62.9160428938872,5.472575361469559,11.880541444966497,10.460677320136792,10.208508128848012,2.538619448021237,2.188584107670493,3.1665176321592803,5.166024186282844,2.9764662615163284,2.5343159785300755,0.108900319583088,-0.2833516509464848,4.667543665121521,10.259795707106516,304.167327564812,-186.11996691508284,2.15444763498628,5.6896447935446535,3.599883773394593,3.736605564252944,1389.2786243388475,2600.156419697432,3312.3919178541837,5273.739989949385
2022-08-31,2.2411666601689584,167.1914779250797,16.360212207810545,31.928365355928108,53.12166177073171,66.56726293129155,4.771829881409124,11.856130655541152,10.45302626402746,10.170524979502307,3.214602357748865,2.4308552044157192,4.504102997294005,5.540975266624928,4.705925600864838,2.581806361342802,0.0976450202549875,-0.2612135579250188,3.2596213558359723,11.162935121619793,482.1700769138221,-215.7415863390592,3.2580560440784114,6.107454562632665,4.50098592377166,3.88311531827632,1533.9535587554255,2882.0536908254962,4708.150692659904,5635.462736001328
2022-09-01,1.7010397130359012,170.03547136139696,16.108710385570433,32.77203139507925,52.573898902535454,69.40063822266974,4.097744233170777,11.916870109351953,10.487610392876425,10.201792367411802,3.682034042822442,2.4889577985395626,4.435947260351578,5.798392817324431,6.587097962676181,2.7010643321051733,0.095304142461231,-0.2428966839149904,2.2905434002660914,10.98107380868544,488.1475808760349,-243.5356408889413,3.087400550847895,5.9952981613646,4.255622253861228,3.963987915509169,1508.8033765314144,2966.058679285455,4652.2486589914915,5915.399958703579
2022-09-02,-1.1643210746907329,168.0557125338865,9.255346605660518,31.802366601298377,50.33934055650763,67.42827089118259,3.48608962423232,12.27555050457729,10.799600713645791,10.498458971581798,2.362150969431145,2.336946575797214,4.099843202937546,5.443429255205878,11.4361432947829,2.8048447409434765,0.0729616127031663,-0.1974969111276914,0.7200565586792566,10.227769579876282,606.8488337889866,-289.3595569377702,1.591263809311284,5.397935080691774,4.146044771250899,3.6950745081152734,823.466998540423,2868.730571769766,4427.666958028017,5714.761870048696
2022-09-05,-0.24814169703119,167.63869623684704,7.2350106261051055,33.18764049556567,44.91257903979983,67.01281153848323,3.212261910741918,12.500631913022136,11.002560561054974,10.69050082317173,1.9345664141108363,2.4053954562438573,3.529964501372013,5.303599544736867,17.16461128406794,2.940073015008693,0.0607172539261714,-0.1432325587658704,0.3620433870015404,10.227284509691504,639.6641101711434,-395.8466970590263,0.7941358766229635,5.23490358207005,3.570920949005635,3.5955474789182014,621.4334005848816,3006.8963203760404,3883.8648204719793,5669.813529878269
2022-09-06,-3.3760925355152294,161.9790587265598,3.947359066856372,30.30838221964466,45.22354475234005,61.374304474778384,3.123298606056098,13.042375086066532,11.519960483365027,11.182042302023415,0.9370485553079124,2.0844430721705867,3.3974381179128965,4.5631730153318575,24.231658429633733,2.8744819292050847,0.0460688051495031,-0.1128122476336902,0.1207792877692986,9.45773501533883,849.5630120213084,-452.305443417602,0.8198491845146949,4.844880431256124,3.5885619364963683,3.43098666147605,292.6682446600083,2718.6088392801644,3913.835286303462,5102.559368889257
2022-09-08,-0.8541544545601742,160.59550738099225,5.5055745231207736,30.681694602721343,46.782413497579824,59.99591866459157,2.928540551595761,13.22444966604679,11.718541532437168,11.382704275269669,1.5314446987666483,2.083699874842517,3.471930294903154,4.358644627172846,27.57903876678237,2.955417615183773,0.0503904538186913,-0.0585382618625034,0.1626198048739222,9.323820759689625,807.4140293504921,-847.5339248820635,0.9836621482880604,4.371148761287457,3.5363287667613514,3.159042980045993,448.48979028644845,2755.578411400286,4068.595935854943,4961.3162832101525
2022-09-09,-0.0309039085422124,160.5458770922683,-0.5230168648593423,29.355624708372574,50.36210607574508,59.94647367221617,2.3433469682320656,13.276571661912092,11.804683285495225,11.486524341771862,-0.6587558334480311,1.9753666909488552,3.748884016713941,4.311979918010849,35.96987244238699,3.123447240748297,0.0672543793724372,-0.0005714376291835,-0.0429162902256094,8.396523267239033,658.0149709849229,-86675.53510648858,-0.0189160488118235,3.585451452485407,3.536791060922104,3.12425164533254,-63.34705784648466,2622.6097430936634,4425.438849136326,4952.966228946305
2022-09-12,-0.6013494392055674,159.5804353607063,-1.144999656365872,30.61534505932968,50.76545128945793,58.98463644975922,2.4377272370144656,13.394383665019689,11.930187309641877,11.646622293191191,-0.8883997535649268,2.05177046989489,3.742310820877752,4.167196100986061,38.771300970947735,3.214701309790756,0.0731559528688409,0.0742786713434699,-0.0558577149176643,8.548912703842676,610.2916757029539,653.4010117846628,-0.2256189309653779,3.765220941704131,3.6029519809972745,2.975812465333316,-6.702936730307194,2748.2200866329886,4464.646906397123,4853.375900984367
2022-09-13,-2.674502677252222,155.31245234461346,-4.506048613317864,34.817693148389004,50.741240106493,54.73258809149071,2.8561313596066293,13.73856502528598,12.269406208767036,12.028562816727645,-1.935038882222609,2.305985512654721,3.63595363010677,3.678547034957367,39.558394915882566,3.192700542852965,0.0384377411990505,0.1042924117553442,-0.139710553103235,9.922926214891596,1160.6038922267117,424.2651343423799,-0.3023044595295762,4.495384320082503,3.846613341698785,2.959835586006621,-9.821650671914774,3168.0931912974315,4461.099204402104,4424.76340842719
2022-09-14,1.384852335807918,157.4633004687084,-5.013548663925016,35.25409108894165,49.845864528644654,56.87540595193177,3.00931694459268,13.458237031502131,12.103224147965134,11.936504393552848,-2.0051810411741315,2.386309975487656,3.611280622323771,3.88357959211777,43.320886108529024,3.323223658941701,0.0021746483613808,0.1391665559688807,-0.1392913632713825,9.663967453511171,20098.94547063002,333.099892724167,-0.3039700288163672,4.655451931372817,3.8827789884837167,3.0594514096994283,-8.105678963680548,3211.552528075091,4370.813883318762,4635.636486402594
2022-09-15,-0.1764766033406251,157.1854145845332,-6.727025059903112,37.57911193427254,44.18265101218125,56.59855756403098,3.209954966010544,13.387850325185177,12.132429108435815,12.02580910661386,-2.413648092324655,2.572387701178988,3.13518808285793,3.8288832352650255,45.745958916285566,3.4008827790095224,-0.024438082919575,0.1750505625119536,-0.1693636304430208,10.126412393361424,-1556.4824492193898,263.04067932182164,-0.436981595537311,5.144540310003507,3.5492191498017585,3.018311319388036,-7.440771251496444,3443.8741521731463,3803.744715688663,4604.541887881128
2022-09-16,-0.8231779912691195,155.8914988461882,-3.45987490498381,36.82997305285884,43.62930802748494,55.30947270351898,3.4066665795983337,13.350955579900589,12.251950682286289,12.184268400796844,-1.3152304226286748,2.5232499503712096,3.058829280111797,3.670489226762976,43.62878085599126,3.468696288328737,-0.0419403703549132,0.210981060601674,-0.1026971516813496,9.711948007020126,-893.5692548330758,211.972703964872,-0.2000431644608783,5.064624447198341,3.6045811827898193,2.926392099108261,-4.111718403350649,3368.7798004392384,3747.662548546301,4472.222590111336
2022-09-19,1.5835482339890294,158.36011592310604,-3.6217655736362895,41.44649459579173,43.95709480399103,57.76887311573322,3.4299494070039045,12.994062863194886,12.088670851726285,12.064865376472508,-1.353501653526662,2.9476935184232933,3.126640927850015,3.907835371703843,37.77594932012065,3.765161480776101,-0.0445484919319012,0.295757876779404,-0.1228941238392616,10.172874410669156,-848.4447263914786,159.41251738221678,-0.6818691879022942,5.121473869325508,3.4783719847244927,2.832285001780802,-3.0654915992604983,3830.2514879824384,3779.6933048314904,4714.750767302427
2022-09-20,-0.57474280590607,157.44995254941347,-6.616435239802885,41.63593838660798,41.50639175584694,56.86210786754147,3.563928302677586,12.863595746644757,12.183635985017997,12.197704650573804,-2.1428915543338505,2.9921768943651004,2.900509363789946,3.788140029771218,35.60270651584413,3.936099117289577,-0.0299748849573553,0.3932654389091032,-0.214509305820906,9.778756282455658,-1178.9453173824893,117.49472159653742,-0.8613352075982077,5.136611421540884,3.368288729247552,2.6388092418790103,-3.729869796107054,3849.0153971563623,3533.8750259552844,4620.661325816518
2022-09-21,0.2544605722349491,157.85060059965437,-6.838447673767154,33.9494201833724,42.39436642136101,57.26126008484103,3.5523354334610966,12.59415888618916,12.182863454513717,12.22996742109619,-2.21238237245129,2.445723554548127,2.9729664780925247,3.8079926279158944,34.39646466734484,3.8923664992127582,-0.0232804549717896,0.467046979295203,-0.2284863973675964,7.913394343493652,-1555.7790731038945,99.71507759126231,-0.8159397036977679,4.273228362278349,3.473128150494581,2.7486180405393186,-3.2358288239104573,3080.1831037674433,3621.9244657447775,4657.162577918585
2022-09-22,2.460466248695848,161.73446135077256,-3.690289539487651,35.659641392841415,49.12098058035815,61.13062031150235,3.336767857244284,12.173681385846104,11.940058752649437,12.019347948041249,-1.4118351534453333,2.6705354325036943,3.59616136832323,4.194153857165268,25.987587455764064,3.985689691711025,-0.0165214303717105,0.5729470204562574,-0.1812775490515586,8.156743248859472,-2598.9503968924246,87.98543801963511,-0.5983958492898224,4.173344143389695,3.791363637225153,2.931967614899228,-1.816622021745349,3251.0247484912697,4293.837802178756,5041.099455688865
2022-09-23,-6.244011282828954,151.6357433358077,-10.503012971470076,28.251968420003447,36.78905928023317,51.06960619915986,3.7966397723182346,12.801133033682936,12.701380769634833,12.84752957031168,-3.035233860148386,1.960824065512011,2.409106218835885,3.138345052931547,24.17800770129756,3.786921127776568,-0.0111042707658701,0.5884581728362898,-0.476618658331717,6.628278982140778,-2755.604221573765,68.51800642863451,-1.427898710071304,2.9845373632761008,3.1342881369802944,2.617487981318846,-3.402347916280768,2510.076971826628,3059.897539992979,4031.998086937942
2022-09-26,-1.6001150532692576,149.2093969805547,-13.714688307525872,26.83720301132079,31.792274330776348,48.6523186894525,4.08626978689696,12.78925207988042,12.873582069254203,13.07236318047008,-3.606067561919825,1.8518830762164715,1.988157489029832,2.897156782843741,19.63829385722723,3.6023559833258774,0.0041675317308259,0.5880645853009908,-0.7503383458313663,6.57464159395219,6141.455003764464,64.40225547115915,-1.4618058976814583,2.950659224377346,2.969328962305169,2.5799497531149127,-3.56489466094064,2368.4199484196856,2559.47086016279,3787.268565609567
2022-09-27,0.7088818365747152,150.2671152942125,-8.108443271116105,25.21916360919133,30.90664746754381,49.70608797628918,3.863553966864447,12.459596345819072,12.764546963751975,13.00006586760309,-2.3628814220450334,1.7708723952767187,1.935172429742052,2.99201861781911,13.523156390838691,3.5333260253246546,0.0220588764050485,0.6021319732824639,-0.6750731580355713,6.244641753112584,1119.8031535616706,64.59786364889914,-0.8543861583726285,2.84470242655769,2.9580059760745407,2.676992603263786,-2.0974255116708154,2206.435522510167,2470.1599362400434,3889.643910874318
