,FUNDO DE INVESTIMENTO EM ACOES CAIXA SEGURIDADE,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-05-16,-0.6662366952277621,95.54819187798218,-7.09987805574816,-17.757632490056416,-3.736491031359253,-3.736491031359253,3.0012882867438355,5.419456446036746,5.693953316236241,5.693953316236241,-2.6678100438362407,-3.774921463651149,-1.5204156801234667,-1.97562246521318,0.3560865628411125,2.6267706839142924,0.2000030711149192,0.2330104050488247,-22.485732042059585,-7.788278811221192,-43.28521485013744,-48.27725218997959,-0.1534121676015676,-2.711346529192443,-0.6170226612349513,1.0442147592707025,-6.92508933267146,-3.00903324992163,-4.731209199589847,-20.671406980286203
2022-05-17,0.5356883108057486,96.06003237305876,-6.488559051113666,-17.316691283405916,-3.220818666242817,-3.220818666242817,2.933023473544364,5.1091680491624585,5.67827647938461,5.67827647938461,-2.522693262497975,-3.919303857370752,-1.4371275919872524,-1.8967006212019688,0.4222714465360514,2.753851974459166,0.1768941241315427,0.2401368456071775,-17.522185352939974,-7.27140827784342,-46.1315933670447,-44.84938785038913,-0.2637006120152769,-2.659399952375012,-0.8223354830623179,1.1968796275943772,-19.535792302292712,-2.874375217616503,-4.123394373449394,-19.900635355889182
2022-05-18,0.9316873640184298,96.95501155655056,-6.847036083661126,-14.637868061431176,-2.319139262755721,-2.319139262755721,2.781151354973154,4.7265179773061465,5.627960165206537,5.627960165206537,-2.7906306590392846,-3.671383503374541,-1.2931214609060644,-1.759942158072146,0.1841743659847012,2.641698290517194,0.1512409674680554,0.2350565199115026,-42.14031739499203,-6.568827406436196,-48.11947577821579,-42.138309383746495,0.0585485836790295,-1.609947206089745,-0.6092384101584817,1.7996391506268026,-20.491701886479877,-2.47182638859301,-3.5487262886308284,-18.4023907359018
2022-05-19,3.2966029626210203,100.15123333993336,0.2009920853685142,-8.12219822459096,0.9010108862219852,0.9010108862219852,2.399391179654792,4.305773946382308,5.424669152579992,5.424669152579992,-0.2987044599562653,-2.5185930001772547,-0.751455413155052,-1.2390285368867662,0.3522145589879376,2.6091438097109863,0.1451209158038799,0.239527693669059,-2.0348643412186616,-4.156341279979242,-28.08965872838351,-28.060721414962583,0.9923140400642918,-0.5829609544965224,-0.3932166252669952,2.2238889537841278,-1.9131384459692882,-1.5433398212195466,-1.9663906522962,-12.55529623016606
2022-05-20,-2.045579155538657,98.1025605867168,-2.089605454350297,-8.86262098617025,-1.1629991601943546,-1.1629991601943546,2.4216341257176115,4.29550147309722,5.527910363991369,5.527910363991369,-1.2433246036596253,-2.6986877558345284,-1.1142223959819724,-1.5958884033178595,0.342710716877912,2.633418596270302,0.1325282131286251,0.2493066449556553,-8.785477492491353,-4.401965280808243,-46.47554950855723,-35.38585201386674,-0.0263564074299492,-1.264273751227574,-0.7071985935469436,1.6691106968115488,-8.022165243401064,-1.6432364654724234,-2.8425786237444153,-16.56755277321742
2022-05-23,-0.1311494725616646,97.97389959593784,-0.6258510202259845,-6.289304885951241,-1.2926233654915291,-1.2926233654915291,2.382638471677946,4.232844257612733,5.526031259954199,5.526031259954199,-0.6508305408201759,-2.13242053038181,-1.141481712986443,-1.6265132040286898,1.0093267459896282,2.6893078147174663,0.1134497711934172,0.2600787908721116,-1.5363646027042364,-3.3563298137332853,-55.60049669800619,-34.55938402378434,-0.6281430168102631,-1.29915522974078,-1.0134283242124882,1.4196728807614536,-2.281395114898813,-1.2746802540680806,-2.673947125580734,-16.969289460551664
2022-05-24,0.7816050302276834,98.73966852348993,-2.061205122468768,-5.779379080914043,-0.5211215445104079,-0.5211215445104079,2.36573551562936,4.183096615224097,5.467825637722498,5.467825637722498,-1.2637165581740493,-2.037624841457449,-1.015994926882476,-1.5094270641146896,1.201247648093681,2.689081460370246,0.0974596737388566,0.2624566944808832,-2.4887617038048884,-3.169700026946608,-57.00083835586594,-31.44626970084641,-0.7349142875158459,-0.9726424116488922,-0.7767642659274147,1.508477785973387,-3.074123560074867,-1.2010935021323703,-2.259003102661535,-15.663663001047768
2022-05-25,-1.0372824616532328,97.7154592592012,-5.083777309595066,-6.091090140257627,-1.552998503778568,-1.552998503778568,2.3076067204560786,4.214230319190558,5.517927292577453,5.517927292577453,-2.6069271507750003,-2.098270828068166,-1.1972040276232243,-1.68936557672984,0.9794204709974264,2.6923712356740355,0.0777641792582209,0.2654139510120314,-6.142165485617683,-3.284315485306468,-84.95022826473765,-35.12172735244,-1.2159972760179962,-1.268103774426739,-0.7888311312408283,1.5188375258106916,-3.86374383378959,-1.2419944247052592,-2.582565147615913,-17.78346588105361
2022-05-26,-0.000733961000876,97.71474206583842,-2.940341811254728,-4.152600916396337,-1.5537210663760672,-1.5537210663760672,1.9831050292957588,4.209667633193169,5.510475963660473,5.510475963660473,-1.9544595298875973,-1.64179511160435,-1.2023889597602195,-1.6984316726623672,0.914026009019586,2.7532906577963314,0.0596713693813715,0.2736088732975239,-4.240468526089902,-2.5102368767659744,-111.03709417799726,-34.206372020502464,-1.307321057934241,-1.1782764414895213,-0.7786289991375441,1.227047470008336,-1.8211767525572746,-0.9679788046624694,-2.5007371330993564,-17.946557507528123
2022-05-27,2.748859270036652,100.40078281130762,1.2701769351372665,-2.579840594343269,1.15242859809699,1.15242859809699,1.9094978770458668,4.093777730679879,5.339289158244703,5.339289158244703,0.1733694978019636,-1.3058736244511109,-0.7376482545260244,-1.2529154032399883,1.2234801127224062,2.7341710253885663,0.0477725200381886,0.2738535382643281,0.2705795415511334,-1.9552384665112297,-82.44315612491329,-24.427939369036263,-0.6994612759822475,-0.4005954619884991,-0.8855309117436427,1.793336477211831,0.14542263550707246,-0.7510875428756421,-1.423613160938732,-12.892991961085029
2022-05-30,-0.6384534557611121,99.75977054383762,0.7522320914874471,-3.4328990261915817,0.506617422126147,0.506617422126147,1.9498184311475764,4.109434825306868,5.352623402717647,5.352623402717647,-0.0976848993247762,-1.5102612697594229,-0.8600013674371951,-1.3772987751691734,1.267926622060637,2.681381796559785,0.0341969469649079,0.2706277575139989,-0.1502199053433355,-2.3145977440528083,-134.61036303729887,-27.240966426452115,-0.6372462075095079,0.042087062887423,-0.7899569860979088,1.8603527506304585,-0.0793784464504006,-0.8766396599409685,-1.6136590055295672,-14.279920003746362
2022-05-31,1.1525369813249142,100.90953879184022,-1.6426478642069116,-4.380379882440067,1.664993356594895,1.664993356594895,2.031945345696218,4.047862511814765,5.267057967037362,5.267057967037362,-1.2741088564230552,-1.7691082823327384,-0.657639594307078,-1.1867101300123817,0.97029126795604,2.6896638021484924,0.0266114277036813,0.2726073333315724,-2.6681880443723127,-2.6624543519808834,-130.1630977189226,-22.928477266028672,-0.7832218804468245,-0.2725128286933101,-0.7975993609856998,2.1563049777290497,-1.0011617236424206,-1.0196855042394786,-1.17923412852882,-12.167584171268192
2022-06-01,-1.1416076003672782,99.757547827497,1.2810486198009068,-2.6163390451637465,0.5043780655231207,0.5043780655231207,1.7944994293154972,4.044275294171315,5.307428905071765,5.307428905071765,0.1845667954061061,-1.3363018999135556,-0.8748836780288196,-1.4032753461553822,1.0061965639045516,2.653006649495662,0.0105998577390002,0.2749722282091688,0.3291653151165659,-2.037074713100307,-438.0608717286077,-27.08558672439532,-0.7818410052129837,0.0262794515245334,-1.042274306728617,2.045253255112756,0.11983917448323564,-0.7827800459520887,-1.504631260861975,-14.569950998426265
2022-06-02,-0.7704298239243901,98.98898592741833,2.2300707074234776,1.1537035338464812,-0.2699376374433981,-0.2699376374433981,1.8226126855781024,4.071484230041,5.332278471224832,5.332278471224832,0.7024131384465545,-0.4032036250842135,-1.0195723708271325,-1.5488332349879694,1.4548839785248904,2.65653812630258,-0.0059062793078567,0.2840756584737899,0.8799513332653803,-0.6179610918329266,920.4853884213028,-29.072572281675644,-0.8606477715942984,0.1088053728314213,-0.8156456147596459,2.02398075533942,0.4345769021877612,-0.23838855287440333,-1.7165797566140824,-16.23555046812114
2022-06-03,-1.157765000625144,97.84292609387693,0.2523969682348263,-1.8761486624166408,-1.42457739457871,-1.42457739457871,1.8296473012655936,4.119354439029962,5.386283025828344,5.386283025828344,-0.3811918515971897,-1.1358082939071397,-1.2272344621030626,-1.754488686818098,1.6739428346609244,2.5695365688366563,-0.0237358227525232,0.2853086042437652,-0.4166490205625859,-1.820871901236153,278.49180628190413,-33.12263455168017,-1.3715751081705048,-0.4409546438896549,-0.7416678716098006,2.153892544210505,-0.20791220568030022,-0.6828435393725548,-2.0469832470737486,-18.667550568730107
2022-06-06,-2.220667298504908,95.67016023020987,-0.1415737330764475,-2.8507112079164965,-3.613609568740318,-3.613609568740318,1.9382012819276533,4.258472513967688,5.521726745659016,5.521726745659016,-0.5631083592953922,-1.3292718278470508,-1.597003390128268,-2.114545067873588,2.0203425109306945,2.523988013330037,-0.0407850358721955,0.2935078016793866,-0.5402140171508505,-2.242747395226264,216.21205286694484,-39.78068040907875,-1.329358242412089,0.0996588561549706,-0.6947025270975985,1.9701623194752709,-0.2960727225464819,-0.8309433853026762,-2.6883099404757194,-23.174876630087237
2022-06-07,-1.6041470022661986,94.1354702228137,-0.8155539292001067,-5.123865578966205,-5.159788961435963,-5.159788961435963,2.102559539255708,4.401194717771477,5.644719522394049,5.644719522394049,-0.8396421157229654,-1.8043124655595253,-1.8394804391027173,-2.3488974319602165,2.788077380067932,2.527623280459581,-0.0584211990560853,0.3095667241154961,-0.6331953168140375,-3.1417381514170617,177.73259216567777,-42.83040184041337,-1.3137470042784178,-0.4752101172279244,-0.7717700052810206,1.8036150097765784,-0.44915482571514886,-1.1666423050661543,-3.1042465292598345,-26.44175505274747
2022-06-08,-0.0006379917733445,94.13486964625788,-1.4808759780617706,-2.322808436148641,-5.160394034180202,-5.160394034180202,2.1696057903206443,4.476154788313637,5.675854236077207,5.675854236077207,-1.120350802749561,-1.1499563111416808,-1.8318187340150192,-2.342595836303976,3.3666382266362715,2.425605840916373,-0.0651355886810549,0.3174738256774922,-0.7220020166124141,-2.122101770056624,159.62297004937955,-41.88135028936152,-0.954898205014336,0.1599450217458951,-0.5570377706000526,1.9242156187064297,-0.6036004096970771,-0.76116509411617,-3.085128707234404,-26.64105469738089
2022-06-09,-1.7656937593439448,92.47273612754734,-3.863540459574484,-2.4188200777362314,-6.834971038105084,-6.834971038105084,2.4927516862258123,4.649495888019759,5.834205167744424,5.834205167744424,-1.9309520867825865,-1.129306022580269,-2.071386646730068,-2.572343928934869,3.1090980453039148,2.3226080832528755,-0.0753898245577366,0.331044771388132,-1.5481609136189316,-2.2606929452123308,160.2987505229469,-45.333995702388656,-1.0146916120784784,0.0374307792292175,-0.7790827193572611,1.8272704098119512,-1.1678517129211483,-0.7830804124479882,-3.520183952645919,-30.21019540966751
2022-06-10,-0.9691191639693676,91.57656512028844,-4.156673904165161,-4.607595553622678,-7.737851187892433,-7.737851187892433,2.8880684811916786,4.785882128759478,5.961172378846087,5.961172378846087,-1.768142808314629,-1.5559909587648888,-2.180939789525836,-2.6751864605233777,2.5678675146413474,2.206377965414684,-0.0719483433504535,0.3453085081018833,-1.988621876254564,-3.375119512066283,180.69850434111305,-46.18260848652403,-0.4726246564614652,-0.3310565358649078,-0.5771353773249865,1.9104611321692095,-1.234471865257351,-1.1187726248150274,-3.7580967165810217,-32.2500143242535
2022-06-13,-2.795398758291323,89.01663495603006,-7.33228715734236,-5.445546854053193,-10.316946150158968,-10.316946150158968,3.6026613386900426,5.138685799661475,6.254232986291443,6.254232986291443,-2.2988923991195547,-1.6136521288343129,-2.4932294472690906,-2.968092233282939,1.8069527237059764,2.0059556737426227,-0.0534630729565092,0.3575413973484282,-4.583479500852769,-4.133716107775928,291.663703360041,-51.918856080499125,-0.5919057153293715,0.5074269535391931,-0.601054570445081,1.7899242384775202,-1.9946953441186783,-1.2565075407714126,-4.469595001433533,-37.71192622198908
2022-06-14,0.2868001539840348,89.27193480215536,-7.924372996349885,-8.870319463139165,-10.059735013620044,-10.059735013620044,4.068487636689166,5.281881090888881,6.344994876181344,6.344994876181344,-2.1812077114594755,-2.2196893236740545,-2.419105692276972,-2.8908990218873183,1.2289507914724775,1.9207880215451063,-0.0398983282402879,0.3844896202613451,-7.220969845742341,-6.103815171093619,384.7081795005994,-47.70672214496916,-1.4704210764518624,0.1961262263663915,-0.5803776936200389,1.9920963584553768,-2.093068178922443,-1.7858868220995276,-4.367648121752989,-37.43317046522557
2022-06-15,0.8590580902531286,90.03883258039878,-10.097130531793916,-12.274132202709607,-9.28709589085944,-9.28709589085944,4.34411101007152,5.411491049627432,6.377083767567654,6.377083767567654,-2.542976944409645,-2.796195554709941,-2.2878423415172207,-2.760480696583413,1.1197140141125437,1.938229682447948,-0.029526940467369,0.4190641097909149,-9.86588897105438,-7.806911303829559,494.11696667207934,-42.00745477738254,-2.2718993643083563,-0.3230017760991723,-0.5111212762251169,2.0217231395867907,-2.4864383744622742,-2.335911071566613,-4.132948080090574,-36.08666702702455
2022-06-17,0.1414612329765807,90.16620262312472,-8.089858120040425,-11.29417013310719,-9.158772298237794,-9.158772298237794,4.457094145319232,5.552420459422908,6.44708912827721,6.44708912827721,-2.028558421043287,-2.549711879972621,-2.245428758665253,-2.7161287322719048,0.821735068449435,1.778619357108851,-0.0038057572609822,0.4231061316033024,-11.00290861254198,-7.95958525437729,3803.836751946606,-41.38707220922459,-0.0388597856387443,0.6104787835299641,-0.134878112340801,2.358865556360697,-2.035016564205012,-2.1989794230640864,-4.116591118018597,-36.056550045514115
2022-06-20,-0.0012183393439779,90.1651040928032,-7.970281406925237,-14.109643013114404,-9.159879052655423,-9.159879052655423,4.614308248300311,5.698151725781763,6.522072118101134,6.522072118101134,-1.933913564243732,-2.97956138302546,-2.2220896443168465,-2.6905365581599097,0.834981275741483,1.756283230415831,0.0141049006021662,0.4489395860955157,-10.687273559596024,-9.667001621793872,-1027.488907712999,-39.087382828773485,0.6413434600849109,0.162579430787488,-0.2378228462364568,2.2348063246768763,-2.0085020718799127,-2.6459302746987343,-4.131528351471893,-36.29174448691669
2022-06-21,2.269833946084421,92.211702233024,-6.611290465202381,-12.055643790745464,-7.097959150728457,-7.097959150728457,4.5186680595626045,5.600547102731577,6.414335404945282,6.414335404945282,-1.674488248073242,-2.665711256024532,-1.940302961176093,-2.419831051085311,0.8018487241190904,1.7196719504668787,0.0219150398875822,0.466949491092763,-9.436264391383796,-8.681563624733139,-567.9092551980326,-33.240443090833104,1.1819244012815768,0.6606088698227939,-0.2086865183250605,2.6506138389248366,-1.7030480414743057,-2.357393494500804,-3.55837709123311,-32.24159776113192
2022-06-22,-0.9732688632992592,91.31423444687177,-6.55088238939702,-14.617315281922108,-8.00214578768396,-8.00214578768396,4.544748174448515,5.70031500913309,6.526077350709243,6.526077350709243,-1.6519777165391911,-3.0694024875048416,-2.0479358451993086,-2.5224127579325444,0.7725382798353011,1.694528131963246,0.0316447084912484,0.4879240520280665,-9.71838277460079,-10.325329357809556,-422.3451051463152,-33.73775221832416,1.0965303329602492,0.3788146535536319,-0.2422291974116997,2.6045709126097747,-1.703767220374745,-2.778804371513952,-3.8303511002379844,-34.342214035850056
2022-06-23,-0.8414066070274062,90.54591044507929,-7.336489325151067,-15.723881503014605,-8.776221811349831,-8.776221811349831,4.618653311384158,5.751504563089379,6.640243666838759,6.640243666838759,-1.796022204687861,-3.235427443352461,-2.131565306337631,-2.600991098836869,0.7399103624443849,1.634928723257465,0.0432345373468455,0.4981461103744588,-11.211093024291262,-11.381888053755754,-327.37977308075426,-34.670981689634495,1.3769269497708825,0.4000983036478414,-0.2047839995002105,2.612487316827102,-1.906345784784741,-2.97671360425132,-4.06837392877006,-36.186513175128404
2022-06-24,-0.0007830615240567,90.54520141489296,-9.81623959539953,-17.337395635119808,-8.776936149657644,-8.776936149657644,4.618243245392172,5.724172655032731,6.696169824130092,6.696169824130092,-2.333512525776832,-3.5337051759176243,-2.11611699717814,-2.584704253318139,0.8342926516340722,1.6445367217412477,0.0527665247726563,0.5274182545491872,-12.917204099903358,-12.299839992334269,-268.53917027668075,-32.81573680107712,0.5456354625921008,-0.0913845464522711,-0.2967213150811161,2.499536955818643,-2.583867118881945,-3.257536054741542,-4.078611453376755,-36.41742590265166
2022-06-27,-0.00086549583026,90.54441774995024,-9.237544095831552,-18.529446678657205,-8.777725681471473,-8.777725681471473,4.36864741781071,5.603388433201171,6.749355031420492,6.749355031420492,-2.3347746575276904,-3.8235861799136814,-2.101789254396434,-2.569743246889196,0.9678888016033458,1.7335638713067316,0.0602313909564111,0.5742315972676929,-10.538201559809192,-12.358955403083211,-235.5204097712466,-30.204031953966165,0.0029262847227558,-0.5184876017965546,-0.4422103149382797,2.3355497690605307,-2.6091201080881845,-3.4608733590556295,-4.074812203918915,-36.64851759369096
2022-06-28,-0.142346961400086,90.41553052256576,-10.399421496635588,-17.639334629354376,-8.907577817083979,-8.907577817083979,4.11001078205376,5.395515520835303,6.811548415133517,6.811548415133517,-2.764824627351919,-3.80693480080502,-2.103872549677761,-2.5705865511064707,1.0094981073463956,1.7415502406811143,0.0634118952529265,0.596124745431551,-11.256543173492984,-11.794305627679318,-225.9927679852638,-29.37250111212391,-0.2018022345177013,-0.2669586609368886,-0.504586605083514,2.103074590782787,-2.96831156387598,-3.3225221174550112,-4.100623419393758,-37.15349096587684
2022-06-29,-0.1423306129697654,90.28684154375314,-9.493724023891229,-17.93882383686438,-9.037230219945917,-9.037230219945917,3.604613349946237,5.223178037932037,6.873297543122862,6.873297543122862,-2.9017081504236035,-3.990925530251125,-2.106025515487477,-2.571553448355356,1.0369053149413148,1.6913143255823857,0.0657383521831586,0.6055412764114418,-10.087262343000624,-12.3249204865879,-220.1962708317253,-29.1888475436982,0.2828871241293114,-0.1983604780336428,-0.4941435751551754,2.238028403571572,-2.7874496979951116,-3.378898190782681,-4.127885665706604,-37.66034636762732
2022-06-30,-1.4179273439606677,89.00663972950582,-10.084299888910731,-18.09178867971444,-10.327016205481296,-10.327016205481296,3.198914469438914,5.110402561350099,7.04294824035408,7.04294824035408,-3.454886436932889,-4.109995059783468,-2.240565380606089,-2.697815451004397,1.1237940113726212,1.6402958936789933,0.0727371346354913,0.6157461607362985,-9.83444127796509,-12.80484171276242,-216.94813912889765,-30.85780439252908,0.5954266768169744,0.1748339125615886,-0.4536420702006814,2.156308313423641,-3.047609802318022,-3.4167226554542403,-4.490268743564851,-40.65159352042612
2022-07-01,0.1430650459415039,89.13397711952582,-8.900949023126275,-15.278530807333638,-10.198725510018551,-10.198725510018551,2.661349645876812,4.9458469676881816,7.098087558757912,7.098087558757912,-3.708761006188369,-3.6790304416904807,-2.207208258350873,-2.6638206540015306,1.227209611032224,1.643018949648019,0.0776486530308743,0.6431123332301146,-8.042888274122205,-11.074687579206223,-201.7672794911024,-29.400823566798355,0.5379534735852047,0.6330448263604328,-0.5672361271267585,2.07244365458169,-2.825916364970204,-2.9733489270083386,-4.433298095689398,-40.61905493091259
2022-07-04,-1.7231290945139754,87.59808362668184,-8.43740261760229,-12.855563524093592,-11.746117397999784,-11.746117397999784,2.269895115292987,5.050250299952739,7.312266424524425,7.312266424524425,-4.144921849298897,-3.12428172231492,-2.356234399319473,-2.802302741132649,1.1977264183465646,1.5862368639949629,0.0817669918549239,0.6616253277494752,-7.855331330157202,-9.947067215119198,-210.713556847276,-30.970979171909857,0.5498011973639317,0.837319746788457,-0.7329904263209909,1.7309893632729632,-2.8164484967053496,-2.6136766090707706,-4.818786215189066,-44.19863178665935
2022-07-05,-0.1467327129840323,87.46954858205439,-7.0812007684047495,-12.979991383846778,-10.081381159272253,-11.875614714255446,2.0480870191894978,5.188555276157833,7.439947601795439,7.410836900505542,-3.932504058459058,-3.066033306264177,-2.094066350135162,-2.7873307315615587,1.1372607345051298,1.475029375677682,0.079409574767794,0.6808818342689547,-7.082026373261448,-10.785062013279427,-196.19477834059973,-30.33779490026755,1.0073647672495376,0.7777858147111626,-0.7728897660892032,1.971542907057609,-2.748830336143934,-2.720692311230566,-4.301324865689147,-44.73440750537831
2022-07-06,-0.1479175906488494,87.34016573324038,-7.218052076293079,-13.426775843281217,-10.780673028750517,-12.005966181744231,1.9563146535731704,5.317599729456918,7.561735141735683,7.507856119314897,-4.187841840469331,-3.0766736105852672,-2.154810252898596,-2.7734400101631524,1.1421052761645365,1.4543422056242437,0.076749670201114,0.7126984054292153,-7.173363550924274,-11.249428570528952,-212.3019469714824,-29.216549936457348,0.5133365528837901,0.7244561252499239,-0.8326975094663296,1.820585613575716,-3.277383571785304,-2.9427428916925926,-4.431243066137438,-45.274213540915746
2022-07-07,1.3175591264715347,88.49092405793405,-4.30593084660238,-11.636859503329688,-10.621005492049344,-10.84659275842136,1.6578996451424226,5.31168564200572,7.553086798234451,7.472352211572477,-3.186193876546437,-2.74414841203781,-2.1381334657019453,-2.636252947781951,1.1544447181212276,1.518979130193322,0.0751858520390965,0.7631217204811097,-4.575697401845272,-9.595953907476613,-214.79450208609623,-25.81372016538029,0.5505230660879029,0.6828310475478987,-0.9106276118074312,1.5444689112942134,-2.521410500533337,-2.7553348907337005,-4.297829379126126,-43.00086558868876
2022-07-08,-0.5802248241551067,87.97747774942567,-3.930140168650416,-11.383484767755215,-10.23964666728824,-11.363882958817095,1.581602078335953,5.424825379300055,7.695939598293185,7.583605700791892,-3.103418796272398,-2.641215075416036,-2.050850523857946,-2.6705117242524348,1.2096042414630594,1.472012197670494,0.063517440554006,0.7774875600017827,-4.05783433116474,-9.733703698910606,-248.4864254459203,-26.04814401921224,0.3542927180647213,0.6260325357169292,-0.907968486793766,1.7390881375146714,-2.5794950113381607,-2.8643716584192975,-4.115385784572405,-44.38192578356667
2022-07-11,-1.6003007256960022,86.56957353455257,-2.748993401835754,-14.186907429983728,-11.22696180229345,-12.782327383055906,1.7044864443670995,5.645212870880621,7.941152698240959,7.796108963811423,-2.18775660764535,-3.0356703113485515,-2.113750057622408,-2.784257048094207,1.6966283729185314,1.3639207837949616,0.0651676170381089,0.7699844122608996,-2.197889379211218,-12.56451644185168,-257.5759669665262,-28.19066332325627,0.5870684059985957,0.2812171873629802,-0.6222321751726155,1.6080033861767749,-2.2086889487323935,-3.5742560316104033,-4.33671734173092,-47.7543576872622
2022-07-12,-0.8887262864239576,85.80020697850588,-3.8889353427183178,-13.03229856184139,-12.68015505456018,-13.55745376600988,1.9593576723543904,5.813224657590423,8.143031605836173,7.965533430539964,-2.485874913033795,-2.7502546957177025,-2.241656835477109,-2.826845014475456,1.9535476314962104,1.3338109175819255,0.0709675069946727,0.7964687161328444,-2.4932681470559364,-11.986592852894374,-257.21464982698427,-28.2714537428282,-0.0680877637009719,0.6394460660236485,-0.6066128310413973,1.706269014114136,-2.9490901983299342,-3.446606496767296,-4.676479158876534,-49.73011503749409
2022-07-13,-0.4479392976461049,85.41587413398746,-5.134405138231127,-12.986124034576395,-14.787347136780443,-13.944663900477828,2.2085130827724404,5.994620794538697,8.316440097320172,8.103657495973923,-2.7701726645715574,-2.660239385679571,-2.4501052966166776,-2.830867562062658,2.450666796299845,1.3037143135365794,0.0774963483179611,0.8211214308365145,-2.4964481423921523,-12.232071224704065,-262.930504129534,-27.93786677330789,-0.1373427035748403,0.6357163609094804,-0.8121005798808302,1.7604711779098063,-3.790477506324075,-3.55617544048356,-5.144570340695194,-50.858927969023135
2022-07-14,-0.151931378602721,85.28610061887012,-5.4123406135360606,-17.077560632850254,-15.954061869866417,-14.07540895897504,2.401304369138007,6.155949270711754,8.465516036175456,8.2160150266387,-2.6642490024709176,-3.256039775628385,-2.546560672110669,-2.8124316292816465,3.0378005585059427,1.2655542315807808,0.0939406022319373,0.8232268545052568,-2.106021329211785,-15.838132560428804,-229.48490529814265,-28.0687885740302,-0.7351451524891189,-0.0395046329539165,-0.6341511320911821,2.01869777410895,-4.539469595359092,-4.747309483971815,-5.396476411559785,-51.42343561786205
2022-07-15,2.848440704301458,87.71542462400951,-2.716881983824181,-14.61177403959505,-13.242291144725309,-11.627897932757923,2.321268013890255,5.953284108389221,8.31755334979232,8.043156852780136,-1.594910246571874,-2.9536104445270097,-2.2676455905914024,-2.5730364338477028,3.5214610348741284,1.2729341551566449,0.1126795893668842,0.8568403059078592,-1.0513290091041554,-13.81350484669119,-167.3884621353484,-24.153083699100165,0.364016632741348,0.3715178572454958,-0.4393984553665146,2.30877589072275,-8.944048727806567,-4.467417071710177,-4.702682975654151,-46.23056691236849
2022-07-18,-1.4594626107108266,86.43525079779586,-6.264336624684286,-16.954269104795102,-11.47293470664044,-12.91765572072853,2.3886811870128177,6.0327897015038605,8.546524170085165,8.234437869901159,-3.035008949988567,-3.303882862622852,-2.001631569809971,-2.674253140708165,3.3637397353405896,1.2115173954705076,0.1311907718215305,0.8890360724247026,-2.155240699833503,-16.451790608310283,-130.39783479785046,-24.769491383505702,-1.8173451884130276,-0.4327940469738981,-0.258341864852693,1.8610651496308608,-8.37179035672879,-5.081625290186167,-4.259584757944648,-49.37644238826512
2022-07-19,1.4794917591613554,87.7140532103597,-3.94262872411937,-12.24236728393451,-10.389366465481103,-11.629279613432193,2.138792772453812,5.842633454371153,8.50389906215044,8.164010945463449,-2.304085250407176,-2.605876685074312,-1.886018664881864,-2.543907044137657,3.9775948193200064,1.1654677832198732,0.1502399650645736,0.933141392541752,-1.2389298318552124,-13.063580578879582,-106.75263634808292,-22.25652523677128,-1.267560413072018,-0.1741435719626462,-0.1506506544300756,1.730225616167287,-4.727581094425244,-3.8857190230185124,-3.991759345445432,-46.741497817577915
2022-07-20,0.4368560737364912,88.09723737932961,-2.704344187068414,-12.07532995464094,-13.28463753393866,-11.243226754018776,1.9691830839834497,5.813742619657232,8.54195772305371,8.170741814604762,-1.8737091404286887,-2.591032980581175,-2.218329123021236,-2.4989571432775453,4.86759374511424,1.0786422743522068,0.1629294497937218,0.9505636593467226,-0.7580082761304372,-13.965333295683164,-116.30109601828636,-21.48023798586584,-1.3226666470891717,-0.2208170548596516,-0.3797330883221511,1.9188831067474923,-3.021524102345634,-3.854024911937141,-4.702982835020047,-46.123332090447775
2022-07-21,0.7258743599426243,88.73671263728396,-1.9973325470029144,-9.9950564593178,-13.80977229747147,-10.598964094313782,1.855526494877796,5.742361567639611,8.54245286020286,8.144171060146132,-1.607449266720539,-2.261922975053563,-2.2814408207138195,-2.4324126000870354,5.846028931394248,1.0592749028007014,0.177831865243801,0.9842924645566404,-0.5102035481819783,-12.261953461340925,-109.59284848961956,-20.12611598412139,-1.06738589029432,-0.3843155832477404,-0.5335052372882402,1.996085068749892,-2.2501370513160524,-3.3609578650944694,-4.810995035083461,-44.91333864841051
2022-07-22,1.297013811823544,89.88764005634769,-0.7253651963573541,-10.84143512787195,-11.739389287953786,-9.439420310703712,1.7794869568421947,5.648649304479636,8.473980435093829,8.057880878778105,-0.9613430131356614,-2.4502517257401952,-2.0573344793601005,-2.319017363921135,6.311809172924677,0.9929539717895663,0.1932691530245624,1.001168370128301,-0.2710312219616116,-13.938826068098532,-90.2048353485866,-18.66455856161321,0.559562719701956,-0.3338130293260201,-0.387431020959132,2.2585071830655057,-1.2905585709309029,-3.6114798847589977,-4.291726619036671,-42.52020123147982
