,SPX FALCON SELECAO ACOES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,1.0384092806861478,101.36168796451392,2.122995198659397,2.122995198659397,2.122995198659397,2.122995198659397,1.7358325829522303,1.7358325829522303,1.7358325829522303,1.7358325829522303,0.8213413940332549,0.0850607167884855,-0.6815181518696061,-1.539053413393735,1.1394048198046918,0.5053806117304637,0.064013187037982,0.0183048007629835,1.251277095470524,0.2921583462118888,-18.480589213386903,-145.94745370160803,-0.1440127865009771,2.8847489576925085,14.515682354232286,7.619538748413264,8.451070897317292,14.765116373072495,-118.30014138886486,-267.15390618726934
2022-01-20,2.302125555573653,103.6951612867058,4.473994769244969,4.473994769244969,4.473994769244969,4.473994769244969,2.022480777859395,2.022480777859395,2.022480777859395,2.022480777859395,1.867365448127124,1.229861956158149,0.5680022827138753,-0.1726223211150289,1.3397540175501603,1.2225151318465424,0.0911738222815339,0.0397305627477009,2.818958312199652,2.0346350739997554,12.599819441832702,-8.787323967738686,0.4536929316966782,1.717688382277618,16.565542384189424,9.33248652115696,23.382352307077767,248.73721657504103,114.87736985690704,-34.91253262846179
2022-01-21,-0.2460976550094917,103.43996992642091,4.216886718023129,4.216886718023129,4.216886718023129,4.216886718023129,2.193419727650182,2.193419727650182,2.193419727650182,2.193419727650182,1.6046188645456492,1.0116551203448008,0.3977522408028789,-0.2894234068112057,1.3638811216687332,1.6998912290339407,0.1136938853933798,0.0549198501917809,2.5805787740120376,1.3053684027793166,7.673566688969018,-11.559154075012906,0.1988130471103675,0.7713766420891112,16.367027073236947,9.3522595897481,22.6803196114267,221.89842985426046,87.24376116941004,-63.482701014342254
2022-01-24,-1.043731975704698,102.36033388463952,3.129141747263158,3.129141747263158,3.129141747263158,3.129141747263158,2.2302464401511504,2.2302464401511504,2.2302464401511504,2.2302464401511504,1.0903986475724528,0.5021679416569461,-0.10516280563767,-0.785192784877809,1.2694721243943237,1.7124977802929455,0.1168812562953766,0.0598393233921768,1.915644822255828,0.6539910749822117,-2.00664315514376,-29.264592479249927,0.4979579529669341,1.7126801341078068,17.40082352698338,8.81901974999576,16.262452167898907,111.99582642384347,-23.45389729097209,-175.11734133061015
2022-01-25,1.2279371425871322,103.61725444368524,4.39550278360917,4.39550278360917,4.39550278360917,4.39550278360917,2.301761448692811,2.301761448692811,2.301761448692811,2.301761448692811,1.6066907109511075,1.031834550314863,0.4399182510033864,-0.2230559607070757,1.2391019052502257,2.077823539184377,0.1475865912173505,0.0827482918529,2.9845961197947486,1.143040756134818,6.860967940134396,-6.204618847835371,-0.3804984831664104,0.3294759565610526,15.325000652315262,7.120365848903764,16.033200863078772,237.5036989344034,101.25868707359622,-51.34216112566854
2022-01-26,1.308679662004164,104.97327237891685,5.761705496585244,5.761705496585244,5.761705496585244,5.761705496585244,2.4595152746690983,2.4595152746690983,2.4595152746690983,2.4595152746690983,2.059113640632926,1.518851061798853,0.9593560307554296,0.3350920695182391,1.2388708908327073,2.350530961760435,0.1799954391899229,0.1168865135538243,4.087933205059105,1.5892738480006428,13.108947771722187,7.050976527083037,-0.5917412864505789,0.4163566992218868,17.48773496795933,6.477873613588024,14.010572194701833,373.56373864416577,235.9550811488896,82.41640634005884
2022-01-27,1.267117220969105,106.3034067906449,7.101830280123098,7.101830280123098,7.101830280123098,7.101830280123098,2.6854507525671134,2.6854507525671134,2.6854507525671134,2.6854507525671134,2.3849054870329343,1.8880106222803057,1.370508559539425,0.7952720787850545,1.2304096918817566,2.6305295504677257,0.2352836284125783,0.1663126608757671,5.205214390955491,1.927429230192773,15.64253861369839,12.841259295732415,-0.1710959193536506,0.1971692237370545,17.908856694013366,5.7286750888138505,17.808008105857205,507.01595464573506,368.0433242614819,213.56640024689372
2022-01-28,-0.6560369015766288,105.60601721446515,6.39920275122152,6.39920275122152,6.39920275122152,6.39920275122152,2.8256319916189323,2.8256319916189323,2.8256319916189323,2.8256319916189323,2.0179268648446915,1.5437003471474997,1.047043560244748,0.4970229049584005,1.1891142597464546,2.7239304141218144,0.2881048978616516,0.1937098690323935,4.795097409115445,1.6013364599034727,10.26903673767757,7.250037532073177,-0.6494582332751935,-0.534505411543781,12.487651496338442,5.011148288208148,12.317124539181702,10.723472936780064,295.8559780446144,140.44038208178327
2022-01-31,1.2915346998854549,106.96995557195696,7.773385375155005,7.773385375155005,7.773385375155005,7.773385375155005,2.982366788504533,2.982366788504533,2.982366788504533,2.982366788504533,2.3726462342796384,1.921463347008468,1.4463321232712754,0.9220683358569628,1.2395451428474409,2.810441731102121,0.3454995003286281,0.2153920067524865,5.70862737094912,2.0390063270230416,12.484802106771903,12.767168211360303,-0.284727528510184,0.4737778858436087,14.096127627861204,7.052074888263471,15.095321665644793,14.4740665820208,431.34928895914953,274.9945981591449
2022-02-01,0.0978735835357458,107.07465090078183,10.449430024856294,7.878867049519464,7.878867049519464,7.878867049519464,3.1670737481928146,3.12862552705946,3.12862552705946,3.12862552705946,3.079229204956773,1.8635616659232623,1.4062793482078395,0.9035211647436968,1.4639485981452507,2.8072835055393512,0.4049587673214461,0.2575714938775876,6.661535788922307,2.07687844414446,10.864615911592791,10.974736907800322,-0.8109879355973563,0.2063489537722481,14.259530661300737,4.643991378825777,16.600011493181857,15.108903845635545,439.9721466979586,282.6779380255625
2022-02-02,-0.993747316306326,106.01059943101096,9.777095978167385,6.806823703353207,6.806823703353207,6.806823703353207,3.131387920378745,3.206975084680668,3.206975084680668,3.206975084680668,2.8996126203041954,1.4820007244610656,1.0328567872124708,0.5382268019364299,1.7753909814537587,2.7085536792645546,0.4359905924616427,0.2610644947049164,5.114260480000533,1.754714863216532,7.597287739471415,6.611699326132004,-0.1973570304965408,-0.4084166073738027,12.36240899109178,5.750734793551455,15.659138652535685,9.813246271754362,331.2345982633716,172.60799437174876
2022-02-03,-0.7536090999071154,105.21169390683278,7.804466194019341,6.001917760602986,6.001917760602986,6.001917760602986,2.948763132300896,3.2272326429810003,3.2272326429810003,3.2272326429810003,2.4083751907091835,1.2198380961148634,0.7704740839222711,0.2747917598310258,2.0227578342771766,2.609805173076602,0.4597610077322834,0.2614338154695756,3.5109135907260742,1.5084272816782147,5.408242700852771,3.392127891933265,-0.5502470047036165,-0.159061906634528,10.685060724640191,5.787577909255868,11.554202568097212,8.072329318215008,248.6499114204836,88.68169373488817
2022-02-04,-0.6222047049064483,104.55706179723268,7.537771596866167,5.342368841005434,5.342368841005434,5.342368841005434,2.764007793866255,3.215639649021776,3.215639649021776,3.215639649021776,2.470897121185608,1.0156669939329412,0.5616316592938452,0.0599879780842333,2.0909082195968383,2.478078056864958,0.4798122709004783,0.2604966802007878,3.266321704984051,1.3179645600128511,3.763982585067684,0.7405074054825771,-1.4782743613182832,-0.494598791591063,9.726812523460442,5.891587110255398,8.214753902146228,5.403133587779575,180.6005031771178,19.289972079231
2022-02-07,-0.0021140134967234,104.55485144683452,6.180176585536367,5.340141889110379,5.340141889110379,5.340141889110379,2.456052894895496,3.18317137184242,3.18317137184242,3.18317137184242,2.2257375369374555,1.0218292269447715,0.5600793896288613,0.0490998493850309,2.426744059325009,2.326995613565217,0.4950425103068958,0.2559486679420592,2.252618729967472,1.397792726020241,3.601364815963631,0.610642892502126,-0.979084251004901,-0.2151452528912839,9.601849118654377,5.871685386485859,5.9821780198232775,5.306925532809753,178.28286790255675,15.629323492420522
2022-02-08,-0.3644758870599784,104.17377422455942,3.852976049475629,4.956202472529802,4.956202472529802,4.956202472529802,2.2074905628339723,3.152541441297356,3.152541441297356,3.152541441297356,1.419654323115213,0.9064376796657824,0.4370872352927882,-0.0831192741464593,2.3843272592695994,2.183139104834561,0.5152766160357338,0.2515313711494487,1.3143638351571318,1.308932785259391,2.674166806411112,-1.0417665006150605,-1.3627162930449943,-0.2611235426775344,8.08870916496671,6.045054951719366,2.9927126451788517,4.533404872207593,137.79356227226032,-26.20369563172691
2022-02-09,0.9245399421504265,105.13690237651107,5.010612535470099,5.926564486152606,5.926564486152606,5.926564486152606,2.075442672266267,3.107845865971218,3.107845865971218,3.107845865971218,2.065127938494312,1.228119905614807,0.7488594535449653,0.2168457083604838,2.212586686546796,2.0544385873592907,0.5425512202160996,0.250552142786398,1.937123943346892,1.8578347364901973,4.28962219634526,2.689751645254403,-0.9444747095216932,0.3884157666484375,8.226074386379247,6.336637341452529,3.892941313212704,6.1750810805120855,232.73397568931856,67.392303828173
2022-02-10,0.0647997454018334,105.20503082157444,3.8532929229780417,5.995204630252554,5.995204630252554,5.995204630252554,1.9108962883259395,3.0900435618035496,3.0900435618035496,3.0900435618035496,1.634457818996789,1.2538041073598498,0.7686033330763558,0.2291714990921452,2.2789846628436354,1.9570956145444007,0.5840266333100148,0.2541977467181145,1.3704696791812363,1.9796218850615863,4.0666258103551725,2.7858229447794214,-1.3379482608762328,-0.1710474185362218,6.547395882810668,5.908524720698233,2.6061031751520662,6.267756364044725,237.5017780953342,70.81499153185513
2022-02-11,-0.1683687121026622,105.02789846611292,4.174154329944592,5.816741869325987,5.816741869325987,5.816741869325987,1.812689683435866,3.072920923238065,3.072920923238065,3.072920923238065,1.897006899544046,1.1990894721643846,0.7079871929307472,0.1611699903716574,2.0476882914346795,1.8524971592175647,0.6100474091735453,0.2553341295776724,1.6793009222125754,1.98904873322706,3.5662616147961868,1.93966484790074,-1.6886749998352923,-0.7948337146246675,6.140473469095899,5.176515677780853,2.594623780497738,4.46029717675766,217.55886585414777,49.526263561114355
