,ITAU ACOES PETROBRAS I - FUNDO DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,-0.937162560863325,108.4992924311654,7.153475195446083,7.153475195446083,7.153475195446083,7.153475195446083,4.878696136944832,4.878696136944832,4.878696136944832,4.878696136944832,1.3233435674311238,1.0613760347370378,0.7886284521313577,0.4835187248188043,3.616033370189856,1.5752479902882843,0.2045123735321926,0.0533212214986783,1.7854346155931744,3.2871847432541506,18.81293789929244,44.24018933948211,1.5574493908989675,2.439433073887657,6.77063498235259,3.822965444850928,249.35248047834986,517.8131160517411,384.74785828980373,235.8940934913992
2022-01-20,0.6299218472292534,109.18275317827846,7.82845834576757,7.82845834576757,7.82845834576757,7.82845834576757,4.869427870608399,4.869427870608399,4.869427870608399,4.869427870608399,1.4644788854234565,1.199696534686141,0.924798024481062,0.6171850841816634,3.269175079818756,2.465152704781288,0.2349388090333102,0.0780099253874214,2.181337532095056,2.369766274901541,19.167702831306983,38.52507530692465,1.4207463459221157,1.697246833828926,7.026867569732309,4.097205755571191,287.66872248876507,584.183574227301,450.32372750916704,300.5338250237982
2022-01-21,0.3358905636055453,109.54948774328903,8.190643962232343,8.190643962232343,8.190643962232343,8.190643962232343,4.866659404445313,4.866659404445313,4.866659404445313,4.866659404445313,1.5397337874556576,1.272483037768214,0.9957949495041084,0.6860825787430163,2.9948355847924693,3.068691686912252,0.2627691416457207,0.0979396704891337,2.5020939229899453,2.0180396646438656,18.44278527361182,34.09170377427646,1.5409831561313627,1.4904858730148451,7.215329049428779,4.277251603175221,314.62210983956186,619.2741542751819,484.61948559033146,333.8930234065792
2022-01-24,0.1613873956578526,109.72628680851444,8.365250024868446,8.365250024868446,8.365250024868446,8.365250024868446,4.856571414800804,4.856571414800804,4.856571414800804,4.856571414800804,1.578884633783129,1.3087559100795023,1.029856019300544,0.7175710118621048,2.7806892809497925,3.155048234000625,0.2685210655050593,0.110122197956981,2.7575774223433744,2.014570323631529,18.62635728518413,31.646070719189325,2.2455169781987467,2.470426664339241,7.862353270545547,4.500711043432529,334.1066849374372,635.6066541843722,500.15693046955676,348.4934864299187
2022-01-25,3.303886498618791,113.35151878381669,11.945514889634572,11.945514889634572,11.945514889634572,11.945514889634572,4.934176447880525,4.934176447880525,4.934176447880525,4.934176447880525,2.279657195740777,2.011490509147224,1.7353653780337404,1.4260921896685077,2.7587801213060823,4.089336977641566,0.3415966719049553,0.1655647847462048,4.07724804075371,2.4270558160490565,25.066400468748693,42.50052633810472,2.569435701562663,2.366718907149964,8.10474821565719,4.802488380628474,507.3069595062727,992.5049095369434,856.2598976761365,703.6590494768716
2022-01-26,2.918246096410182,116.65939505594709,15.212360508007627,15.212360508007627,15.212360508007627,15.212360508007627,5.221925682253679,5.221925682253679,5.221925682253679,5.221925682253679,2.779640566729426,2.5251781048276234,2.2616572011063605,1.967630276650848,2.804335473387612,4.868938486655312,0.4190308749410769,0.2483889399806121,5.175941537873313,2.708247893047892,28.184571899557525,41.36584775322512,3.077116321636718,3.066847355321821,8.349646995456943,5.262926045047232,676.1145613009031,1318.629239786404,1181.0205822911278,1027.4819074822972
2022-01-27,0.3675714476155667,117.08820168313378,15.635848249358958,15.635848249358958,15.635848249358958,15.635848249358958,5.532720788575627,5.532720788575627,5.532720788575627,5.532720788575627,2.700039415514361,2.4588584957665183,2.2076753334583565,1.9284692612243053,2.6858494873905085,5.333809123875384,0.5252296252785252,0.3415268504720367,5.561951358154382,2.550555747260942,23.255449852763828,31.241121911667683,3.026331880105205,2.7246072969029305,7.716146425713655,5.017133400628271,717.2561631750889,1360.4177515693211,1221.445121185068,1066.9681971704797
2022-01-28,-2.988263333080421,113.58929788487345,12.180344596226856,12.180344596226856,12.180344596226856,12.180344596226856,5.726571861592146,5.726571861592146,5.726571861592146,5.726571861592146,2.005224212425264,1.7712291361272656,1.5261664110195243,1.254772635268282,2.4630475773214897,5.226310981586151,0.5982174449431045,0.374734893322262,4.662135095070054,1.940770644363801,14.60957332376474,19.17501090469253,1.7021778371759475,1.17706195065238,6.18823955030953,4.234430818183059,567.3288610621715,1014.3070931378563,873.9701625451481,718.5545665823169
2022-01-31,-1.737283992451688,111.61592919558126,10.23145342687945,10.23145342687945,10.23145342687945,10.23145342687945,5.75274553439121,5.75274553439121,5.75274553439121,5.75274553439121,1.6573250676069309,1.4234206039912771,1.1771007253552277,0.905309300086578,2.3043461751450693,4.890945286462188,0.635099259149145,0.3809856315231238,4.1374726959633845,1.6742318802536384,10.66220884966538,13.669843695928977,0.7048826308023125,1.1317694649364851,5.771733169680998,4.422285984022583,483.95015550051704,818.8576523171258,677.1560941315939,520.8014033315893
2022-02-01,2.9339041385817,114.89063356156684,18.331002061425707,13.46553860098943,13.46553860098943,13.46553860098943,5.652651168546137,5.646060618479369,5.646060618479369,5.646060618479369,3.1195482421378635,2.0221281566406293,1.7687364152209804,1.4901453420795103,2.594105144862587,4.728104341216119,0.714525629181542,0.4344974091848347,6.797611134297611,2.414722122606615,13.976255869070124,19.3636388937512,2.372405418890947,1.8070084709408285,6.916106915578155,4.265483136863927,918.3322993965294,1141.7058150726937,998.6393018449551,841.3450931725591
2022-02-02,-1.8005618302630475,112.82195666710987,16.32824591698804,11.42252142243762,11.42252142243762,11.42252142243762,5.383849563110168,5.702301042070787,5.702301042070787,5.702301042070787,2.903305838803788,1.6429222253947515,1.3903235980047566,1.1121436093978805,2.998821118338625,4.428118801981372,0.7444074990260579,0.4298700753453466,5.212368879301033,2.115669776907932,10.650139489581646,14.752777703139904,2.3972347685957933,0.9048613154352912,6.315727806846029,4.701390793870937,834.1349552693455,936.8437117909749,792.8043701718129,634.1777662801901
2022-02-03,-1.0765605404956746,111.60736000061664,14.15711297572846,10.222990523578314,10.222990523578314,10.222990523578314,4.891319724011405,5.679210842019389,5.679210842019389,5.679210842019389,2.750663524768828,1.4364274038835132,1.181074635854709,0.8994013151496185,3.289975970020116,4.189097289696655,0.7666451370481403,0.4236915570875298,4.089505478284157,1.9473823408144668,8.749252493802713,12.055679691698408,2.115835873530817,1.0184613252646153,5.983542569383117,4.666885667132679,717.9829606554435,815.7774085909011,670.7571877180164,510.78897003242105
2022-02-04,1.7720544759278312,113.58510321897246,16.60961124185534,12.176201960652904,12.176201960652904,12.176201960652904,4.236527450237865,5.55382460950652,5.55382460950652,5.55382460950652,3.7534085952623952,1.818539994628748,1.5556555633085312,1.265206111912874,3.3586419597333754,4.040187348279836,0.8110819480561632,0.4265281376442008,4.734478618569456,2.499847483518591,10.65223825055515,16.4742539126488,2.658173817440635,1.415779784979475,6.918729666201709,5.563437983816644,848.5676797231159,1009.9852175540996,863.9838151418647,702.673284043978
2022-02-07,-1.208303067553207,112.21265093249414,10.643678021137616,10.820773471297652,10.820773471297652,10.820773471297652,3.380823816363565,5.552040624109082,5.552040624109082,5.552040624109082,2.9371629803397625,1.572987252000006,1.308250561004925,1.0152888277931176,3.663138743716275,3.793819327950468,0.8357495145847921,0.419028570641804,2.710798375712077,2.30197813057896,8.690953610450368,13.452363900813966,1.243997691928722,1.3243286428312424,6.713825134954616,5.221552867898741,993.0030556474059,873.3289124309742,726.3460261212841,563.6924817111478
2022-02-08,-1.4480626674828412,110.58774142614786,5.559416082329794,9.216019222844062,9.216019222844062,9.216019222844062,2.792708822893008,5.535180018888741,5.535180018888741,5.535180018888741,1.7331966418909712,1.285847808946775,1.0185309879350075,0.7222492819302374,3.2143481968500627,3.53224036014497,0.8607036311973973,0.40952637118053,1.5058460556204738,2.014981534020506,6.55016682710367,9.761959364113,-0.2614903200979624,0.9219664097671176,5.854387864869486,4.993195975656994,34.81722797930485,711.7399099414056,563.7752373036864,399.7779793996991
2022-02-09,0.073799237611194,110.6693543362118,3.154912323297153,9.29661981237982,9.29661981237982,9.29661981237982,2.4317894766635684,5.438640797904828,5.438640797904828,5.438640797904828,0.9994098824713552,1.321444633846348,1.0475770132337576,0.7435641578070092,2.6533566215802,3.278493069475253,0.8841983906180109,0.401685907354146,0.9159546874705534,2.192123803683826,6.443570971824776,10.067513672924488,-1.101247993996155,1.3447681873367228,5.737527026410589,4.898740581953344,3.2070972364978747,718.6862697809155,569.7395083120399,404.3978364508944
2022-02-10,1.7008380963215777,112.5516608757152,2.7676192796606043,11.155578360140533,11.155578360140533,11.155578360140533,2.2232507428424104,5.292989281048051,5.292989281048051,5.292989281048051,0.9164983945192672,1.706915045520212,1.4236551617102948,1.108735221932004,2.5293614136357494,3.1107318970114246,0.9449695429114964,0.4058999575023126,0.8055810946763621,2.904359275795521,7.974216277515588,14.45805434747574,-0.9026199702404342,1.288770772548481,5.73875745842319,5.291983019884589,1.9617498547601422,903.4683039598128,753.539151084132,586.8523645206529
2022-02-11,4.4785232375850414,117.592313162322,7.725577051895192,16.13370676687146,16.13370676687146,16.13370676687146,2.3390838016373707,5.174181903873102,5.174181903873102,5.174181903873102,2.988395521899488,2.70606489789488,2.414401694446754,2.089649674871924,2.286475985461596,3.081008034307275,1.0368374283598765,0.4246327589357452,3.057153279810013,4.5445100660187,12.0487100623367,25.46253746473834,0.2635983853446017,2.126060873163606,7.550440270000334,6.568533968593012,6.729880193119754,1400.1672025393898,1249.255355608695,1081.2227533156615
2022-02-14,-2.5910226201670827,114.54546972870854,4.583163566007085,13.124656154903324,13.124656154903324,13.124656154903324,2.355365859735679,5.296554712590017,5.296554712590017,5.296554712590017,1.6312700680328758,2.073325279033033,1.786544811448272,1.4667536858526868,2.422142158770616,3.001966089446056,1.1156221442756042,0.4296279877947282,1.5862974071693228,3.658096211013764,8.481843417041349,18.0824838411683,-0.58890741827037,0.7085292181620344,5.91487254233499,5.829328100819196,3.358852911394418,1098.1480777394424,946.2532340329587,776.8741147011825
2022-02-15,-2.0798306839377445,112.16311790223024,3.376819690680711,10.77185484509458,10.77185484509458,10.77185484509458,2.325437368921299,5.340953386648346,5.340953386648346,5.340953386648346,1.131158140197568,1.6134830230626125,1.3272454691872355,1.007590296032855,2.614836210362625,2.8911088941268885,1.1651899138132895,0.4326678420799872,1.0059664153917136,2.980703229073064,6.083777502304354,12.43793108838399,-0.7600757260253787,-0.3535902482154529,4.197511577167068,4.861766774384034,2.0068637479481843,35.31429931092956,708.875618356924,538.1492803950688
2022-02-16,2.1792957624677367,114.60748397772524,4.968486909822686,13.18590118374064,13.18590118374064,13.18590118374064,2.14018390986074,5.209674621074166,5.209674621074166,5.209674621074166,1.9702268445194813,2.115379882607434,1.8200413885518587,1.489743872907542,2.718524453526557,2.835284064044466,1.2390886761757427,0.4371972854598849,1.5510795887623232,3.8868912741781503,7.652255737262807,17.751896237011927,-0.1555394933395937,0.3637059177010969,4.375243875849572,5.909467108807659,3.200938506759299,45.907812033429586,948.1823431243203,776.108084658716
2022-02-17,-0.480209113704888,114.05712839467633,4.114707192378841,12.6423721708273,12.6423721708273,12.6423721708273,2.0149381237378887,5.202164521450416,5.202164521450416,5.202164521450416,1.6662600710928246,2.011810189810143,1.7141539921909437,1.3807872168605315,3.03210167499916,2.72077188190563,1.239358874046519,0.4230685961666297,1.1072883765707056,3.8466170805883673,7.195100038589478,16.978528627057425,-0.0244157867476145,0.3786923746589962,4.724536395677887,5.975649671355627,2.5483556118534683,44.29481110758168,891.731108247832,718.308227122412
2022-02-18,-0.6484671585795576,113.31750537501792,3.2728880844847867,11.911923380654512,11.911923380654512,11.911923380654512,1.8832310278938125,5.18852698739325,5.18852698739325,5.18852698739325,1.3328871327987784,1.8741683967407,1.5738329453728137,1.236989354410771,3.924373332840183,2.670842666658365,1.2458608515612315,0.4143209036423599,0.6396268123018822,3.6408633974591607,6.55440348774304,15.490776815882215,-0.3263200875097464,0.7766036229185961,4.879827145900971,5.790218212365881,1.8621573329519432,41.79424061366826,816.587471071545,641.8152648478439
2022-02-21,2.689957211152594,116.36569778235145,2.659143018880394,14.922306233772003,14.922306233772003,14.922306233772003,1.7647710323787542,5.073637680391462,5.073637680391462,5.073637680391462,1.0714883579946577,2.5077489262190404,2.198672124097097,1.8515400560667965,8.13640653681742,2.611436715609323,1.273102214484467,0.42148740107811,0.2324037776582992,4.872187546791619,8.762270310057236,22.28783914106537,0.3203191887016914,2.095668788574086,6.026085695534159,5.567141452922752,1.4027982593582968,55.50725365186177,1115.5265735645364,939.4043395214618
2022-02-22,-1.557805194803752,114.55294689732834,-1.805639535168637,13.132040577274026,13.132040577274026,13.132040577274026,1.7988218292222773,5.126608885738642,5.126608885738642,5.126608885738642,-1.433887957041039,2.130452332636422,1.822648111404925,1.4764680753972277,13.809328811278936,2.595931487139538,1.319842682779787,0.4338819473135492,-0.1867801826601213,4.20735135470446,7.079634660566795,17.445469676042652,-0.7956225957349052,1.707642490407916,5.931060239199604,5.404312535748832,-1.6938851810121636,48.34402525935394,934.4004003503244,756.9274354840857
2022-02-23,0.0157349582546872,114.57097175570216,-2.1498578774348145,13.149841856631546,13.149841856631546,13.149841856631546,1.707134248618681,5.0977466283428,5.0977466283428,5.0977466283428,-1.7157324431307044,2.143819375470016,1.8323399807606693,1.4815489116603064,19.48708747976779,2.52163036995156,1.3373148815494276,0.426693766598979,-0.1503039188475758,4.333961124242082,6.984746141520579,17.70019053556838,-0.4043826980548406,0.9550471387718892,6.395920510725001,5.89747860617298,-1.8740794222509396,49.05965237482651,934.0804958900413,755.2560969141272
2022-02-24,-1.5815125946766373,112.7590174075423,-0.7309495637279673,11.360362856812204,11.360362856812204,11.360362856812204,1.585346252404446,5.1239462343810445,5.1239462343810445,5.1239462343810445,-0.9559652409421716,1.7814430936917989,1.4696331775336806,1.1179969026522598,20.73200246825096,2.5216246175186297,1.3714619101291825,0.421447795222779,-0.0731012797474571,3.619895906896924,5.490725867287008,13.592563739398804,-0.1208204835044968,0.7545296918210043,5.46830159782066,4.200884443040983,-0.9678194294793437,41.54168979003287,753.0321385945152,572.8556019394717
2022-02-25,1.83478226391387,114.82789985989945,2.8776991666574285,13.40358304353913,13.40358304353913,13.40358304353913,1.5802487188838903,5.008034567160744,5.008034567160744,5.008034567160744,1.3210919818456142,2.2284365434957443,1.90744145660244,1.5449651682457957,22.436700631622443,2.6145450741963314,1.4435016177494382,0.4463577452048524,0.0930463861917806,4.268462361078752,6.617611391661481,17.334165365682885,0.5960848821937138,0.637910807340773,6.271595421779055,3.5513098262566083,1.3331733030539286,51.471421959810144,955.2532749500459,773.7238967634258
2022-03-02,3.147467118363489,118.44207025069714,3.0911455347029464,16.972923530880564,16.972923530880564,16.972923530880564,1.7450982875093497,4.915773906076173,4.915773906076173,4.915773906076173,1.3154795315826542,2.9940911064716635,2.6650656464451155,2.2930328244562346,18.92853495659089,2.81704828967862,1.5996313226331833,0.500033830173335,0.1212793849647171,5.224715169965105,8.189924751666748,22.542536612634173,0.424895350092741,0.7185740776002426,6.713517634073158,4.183931583121722,1.4659936596699306,68.76952001204042,1310.0860162774925,1127.2030924238104
2022-03-03,-0.810740056357584,117.48181294359556,4.130274296017538,16.024577184723192,16.024577184723192,16.024577184723192,1.8833285520479537,4.98198618525435,4.98198618525435,4.98198618525435,1.767779890425237,2.761704682629348,2.4350722863707803,2.0652656127096467,15.63230573672822,2.899908040393546,1.6890533811838364,0.5240934703897013,0.2129762811350223,4.744555477264188,7.182423377461367,19.63223228816343,0.3745011829282975,1.5679572217059237,6.235447699702732,4.220146962824626,2.126093620944431,65.10532771924044,1213.1496490794952,1028.9124751400318
2022-03-04,-0.6828203322985837,116.6796232380637,4.544739018483222,15.23233778124244,15.23233778124244,15.23233778124244,1.9496642563703823,5.018954234046999,5.018954234046999,5.018954234046999,1.9174148872849288,2.581290711463166,2.25509836931694,1.885315900554232,11.736805928933665,2.821738224936756,1.7300760048706842,0.5339052774536064,0.3185121482801507,4.591276338503944,6.5420452494638965,17.722833283709242,0.6900078962928464,1.724973178818538,6.408551816849701,4.014804284173653,2.3872836817418883,62.06530028861293,1131.8235508875737,946.2314221602792
2022-03-07,-7.659899497753031,107.74208136367112,-5.144179729305706,6.405656518287967,6.405656518287967,6.405656518287967,2.448632256602949,5.387268072803823,5.387268072803823,5.387268072803823,-2.430174421402291,0.7643098844642688,0.458586500730921,0.1115687062307856,10.435399972262545,2.634629747127132,1.6485573558496045,0.4877730040499735,-0.5702324293495078,1.5628542275409316,1.4986002186944234,1.2322341007202635,-1.5865422611493378,0.5407282915946854,3.274434911335834,2.224172276191974,-3.2065140212294754,19.96500790794808,247.05284140065177,60.10505290011405
2022-03-08,1.5975789127882667,109.46334613573632,-2.450084526041344,8.10557084883806,8.10557084883806,8.10557084883806,2.5798079614233203,5.243299229508836,5.243299229508836,5.243299229508836,-1.2623064673217106,1.1073750807269784,0.7913743764521903,0.4322414235149414,8.744102101932455,2.5563122698575524,1.628067778037692,0.4712751344013365,-0.3724234045063362,2.271357445652209,2.548673165994408,4.809019100395949,-0.667605272990212,1.3049814710249377,3.8309165228067785,3.45695165030172,-1.719089035545361,28.486585460142205,414.9412658304805,226.6371122877695
2022-03-09,-0.0405326436544006,109.41897774771492,-1.056865492829923,8.06175280303533,8.06175280303533,8.06175280303533,2.7141637119690163,5.188281584561434,5.188281584561434,5.188281584561434,-0.6865058407215728,1.109604368989895,0.7872664974867011,0.4217095764787524,6.4707143632063255,2.5613730853294543,1.6858048752423798,0.4777512762709375,-0.287957269685134,2.247599128277207,2.4229140222798127,4.579680135563062,-1.2009022634827868,0.7466107959486303,3.20928683216678,1.3775771272590356,-0.9440030266742957,28.57095869646758,408.45602710524315,218.7948029677913
2022-03-10,2.7835971313067587,112.4647612734055,1.6223162662892971,11.069756654100429,11.069756654100429,11.069756654100429,2.576569232598928,4.997078491303796,4.997078491303796,4.997078491303796,0.3166584882933548,1.7529047286322172,1.4151319689925783,1.0328706118799555,5.220134845175492,2.457670801199657,1.7129702409294023,0.4722276260405742,0.1562972111595935,3.564107329784389,4.128224388050327,10.929761907833935,0.2791656609093578,1.1569204244381956,2.9069030730648926,2.369498248976158,0.41335772765575074,43.96302008227144,707.1525524609203,516.1335518925116
2022-03-11,-2.3661130324104107,109.8037179000462,-2.441494824943909,8.441720666841228,8.441720666841228,8.441720666841228,2.6880342833389963,5.063589845910547,5.063589845910547,5.063589845910547,-1.208287629806861,1.209779063407473,0.8733816951018347,0.493458579340702,5.010332482710454,2.33042040414799,1.619681287243785,0.4445105970940237,-0.6482441203778605,2.628635146843763,2.7304425369064296,5.621174991242109,-0.4952715385539932,1.3490788248940957,3.0160629313140848,2.434578188345621,-1.6399156934516623,31.084957566203673,442.2446682921792,249.8671851727023
2022-03-14,-1.2748768206623629,108.40385575231302,-7.813824869084277,7.059222306132246,7.059222306132246,7.059222306132246,2.925919430810539,5.083039596943681,5.083039596943681,5.083039596943681,-2.9461674598495846,0.932077093206929,0.5939165242423677,0.2127731780622178,4.827228196825263,2.2185696785102627,1.546635809162206,0.4193712453738449,-1.7857553580882986,2.1355131723229626,1.9519147249270137,2.5789428845882774,-2.222127637040493,1.3391128004631054,2.7333091891712398,2.970641419649779,-4.120204889699931,24.301385517100478,301.8901210003117,108.15344892578018
2022-03-15,-1.8724314694585908,106.37406784310022,-7.133762605331845,5.0546117367146,5.0546117367146,5.0546117367146,3.18472281322269,5.157367562390246,5.157367562390246,5.157367562390246,-2.493211126719173,0.528880678216136,0.1925864809357958,-0.1857006303811834,4.273148986777517,2.152730731269129,1.4921604771016257,0.4002756560649738,-1.8581580885694973,1.2670567733284486,0.665638371324799,-2.392667135589868,-1.364654832714832,0.8584654309597594,2.8131177446900835,2.4615366838862904,-3.853757560374964,14.138820555250627,99.3239269733161,-95.7726407443336
2022-03-16,0.0768554148374844,106.45582207422056,-5.088389066524152,5.135351894370781,5.135351894370781,5.135351894370781,3.4321048614030896,5.129194605582655,5.129194605582655,5.129194605582655,-1.7175503233970617,0.5464463680275404,0.2052805319350583,-0.1777370477041591,4.102850434389975,2.203763003744334,1.5304305388902244,0.4032886014894652,-1.4367603472028498,1.2718381052612773,0.6879918887373716,-2.2605347707060703,-0.9221307647650402,0.48832058726292,2.246421748903149,2.105383126659056,-2.8075130802128867,14.67917131688297,105.2923797032439,-91.164790629636
2022-03-17,-2.6457072312972785,103.63931269146592,-9.57020510841252,2.353778286651546,2.353778286651546,2.353778286651546,4.011207883086248,5.296167401069888,5.296167401069888,5.296167401069888,-2.587806021870953,0.0022770550057773,-0.331074594309344,-0.7040175614792857,4.5811585310942,2.2089209107576147,1.5049259683409404,0.3960517333014059,-2.265852151671236,0.005459527515589,-1.1651247374225306,-9.41441368733955,-3.1325486340740967,-0.5595797613588868,0.8786176493355776,0.7415110715158145,-3.9139234706090846,0.03507174128207664,-175.34264737035858,-372.8594858887309
2022-03-18,0.8696885868395787,104.5406519654226,-8.343605141735196,3.2439374146096585,3.2439374146096585,3.2439374146096585,4.241575730740015,5.254911779008359,5.254911779008359,5.254911779008359,-2.158921051104474,0.1699403363201761,-0.1689942560704281,-0.5468828014423509,4.08366699749392,2.148562171780422,1.4390322903094932,0.3932248161426552,-2.2424030021468697,0.4156367857475247,-0.6171160388751629,-7.308340565143596,-3.2119203542021904,-1.1232898852626008,0.3731822607297168,0.9579826298492627,-2.7235874968057474,1.2861178213768099,-88.80499068092477,-287.3820875036499
2022-03-21,3.33260805673945,108.02458215539022,-4.670878697965565,6.684653190983977,6.684653190983977,6.684653190983977,4.129653278127699,5.043921170382391,5.043921170382391,5.043921170382391,-1.3289493419569889,0.8573764262775961,0.5011730603352903,0.1053739612704806,2.759286896583792,2.0449395770630066,1.3671848449864976,0.3854989745240619,-1.9889559194707205,2.114751533979002,1.848965352651688,1.3787272838155284,-2.274932378147465,-0.9749908411593048,0.4465223369989576,1.196426256228907,-1.4658567084440715,4.9345431804329305,252.7877409050502,53.14979540592315
