,FUNDO DE INVESTIMENTO EM ACOES CAIXA PETROBRAS,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-02-09,0.0796477389838568,110.85251630210536,3.2797720367315235,9.476879692225673,9.476879692225673,9.476879692225673,2.4479656440927777,5.466961945257049,5.466961945257049,5.466961945257049,1.043811278425337,1.3475715857225736,1.075122713825639,0.7726847720276528,2.6765884094765866,3.312789858045936,0.8936381512788362,0.4057266767421503,0.9546533712299324,2.2238424087667723,6.577220270369014,10.411536846120198,-1.0656928440303164,1.4058897009295148,5.795112390475732,4.949149390874237,3.517903391490323,736.7122577655008,587.7654962966252,422.4238244354797
2022-02-10,1.7029853352945823,112.74031839853524,2.891255287880106,11.341254898922358,11.341254898922358,11.341254898922358,2.236179539029379,5.321917902477676,5.321917902477676,5.321917902477676,0.9664884714875952,1.7325257073370706,1.4508055537701023,1.1375974404208222,2.5524981574655983,3.1445877136713607,0.9556581903675022,0.4101537950581186,0.846716280020456,2.932136234678289,8.079319705986068,14.76080498811544,-0.8719867272670033,1.352208522300847,5.805239850370332,5.345859772533563,2.1671671873456395,922.0359578379954,772.1068049623145,605.4200183988355
2022-02-11,4.4792493412766365,117.79023836775482,7.848936803508125,16.32850732555149,16.32850732555149,16.32850732555149,2.3531138570643795,5.204021154616411,5.204021154616411,5.204021154616411,3.0230017508154363,2.727981336409528,2.437990495775025,2.115100566428804,2.306512586525262,3.1146956329480937,1.0485831772662455,0.4291147595365611,3.0840791207170697,4.557900436209497,12.099520943912244,25.650546496522537,0.2986496577581489,2.1998046586786324,7.61600822416465,6.615824648344793,7.1329701918679955,1419.647258407393,1268.7354114766983,1100.7028091836648
2022-02-14,-2.58406229512842,114.74646523075178,4.703735853999237,13.322506229266212,13.322506229266212,13.322506229266212,2.3684957253497263,5.328312470258852,5.328312470258852,5.328312470258852,1.6731337413160614,2.0980997105851444,1.813028509235152,1.4951433996864851,2.440164600953999,3.036053304202874,1.1287708908227996,0.4342938292582339,1.6239929522361725,3.682191889148167,8.558319932976561,18.343781754812195,-0.5581777742648014,0.7715949626626017,5.988153503891911,5.879080575497179,3.6179575432727593,1117.9330851757313,966.0382414692474,796.6591221374713
2022-02-15,-2.069424600053571,112.37187365157467,3.4985082342028693,10.977382407960526,10.977382407960526,10.977382407960526,2.334814552579512,5.37362107415967,5.37362107415967,5.37362107415967,1.17873428099741,1.6419217241832729,1.3574242853690366,1.039712381969608,2.629948591019914,2.926237221994909,1.1800295374402143,0.4376114263101069,1.0464561787612,3.0151571830450754,6.181441663111545,12.767080635726987,-0.7300656267018796,-0.3020087857090249,4.275887538635978,4.921656568191351,2.192326928264281,42.72670746972319,729.4283746435185,558.7020366816633
2022-02-16,2.189812687947024,114.83260719848067,5.097654347857758,13.407579208681552,13.407579208681552,13.407579208681552,2.1470183824734645,5.242861470132717,5.242861470132717,5.242861470132717,2.024116451413324,2.1442715923995466,1.850802564870836,1.522595803265807,2.729895596337875,2.871247523247414,1.255741617850929,0.4423589796691555,1.5919345909349891,3.9154126637527726,7.72730736820736,18.04588408603902,-0.1224546460087708,0.4256418148962265,4.464115948509023,5.972701058682862,3.450150447604381,55.34116967440011,970.3501456184115,798.2758871528072
2022-02-17,-0.473303624453858,114.2891003065554,4.244831997845336,12.87081702588148,12.87081702588148,12.87081702588148,2.018397986683087,5.236679214481973,5.236679214481973,5.236679214481973,1.72787317951344,2.042174441161532,1.7464800807809695,1.4153105093361096,3.040098014111299,2.756773732709769,1.2567968482338112,0.4282223376365852,1.147178719431232,3.879249254840027,7.2770360224766,17.30766117242618,0.0088251523269558,0.4421354151237765,4.822026905717802,6.041046382855088,2.768760838294169,53.48636811156935,914.57559375325,741.1527126278299
2022-02-18,-0.6410288261164188,113.55647422848126,3.403726978854773,12.147282552472454,12.147282552472454,12.147282552472454,1.881310388782172,5.22411768817132,5.22411768817132,5.22411768817132,1.4037945653649668,1.9064525479158747,1.608163212240766,1.2736144584494258,3.930455942058425,2.70744178118958,1.2641502057396243,0.4195460297868228,0.6719254301458873,3.678576782859072,6.645756053662967,15.85883633239748,-0.2940874902697926,0.8468439177617829,4.984965367993226,5.860517678855541,2.054500023304005,50.584240596203685,840.1233882533393,665.351182029638
2022-02-21,2.692683639888638,116.61419083206592,2.786329026235273,15.167054082342544,15.167054082342544,15.167054082342544,1.7613729075108862,5.110270803607149,5.110270803607149,5.110270803607149,1.1457639744935466,2.537665378602433,2.230804202424862,1.886160560606984,8.140924321010022,2.6476563786291365,1.2920976768660584,0.4269981158371909,0.2478978483888601,4.897975960275913,8.822872905294803,22.57338120775294,0.3526635168698461,2.183119385646968,6.1429867452405045,5.645313561981936,1.569960099318099,66.855484492569,1140.0013584215906,963.8791243785158
2022-02-22,-1.5502118008216437,114.80642388435456,-1.682368362379938,13.381720819299424,13.381720819299424,13.381720819299424,1.7959603737092544,5.16494859790227,5.16494859790227,5.16494859790227,-1.3675345074140604,2.1629791447874704,1.8574597720924253,1.5138494505137774,13.807181730515715,2.6326051703071127,1.339992511720206,0.4397943076428516,-0.1778811804560727,4.243582071161335,7.159505864113238,17.778662572449385,-0.7661333721993588,1.7931352918974948,6.0509214474306905,5.489714396057333,-1.6881424930798001,58.43481458178588,959.3684245528642,781.8954596866256
2022-02-23,0.0214823882845216,114.83108704610898,-2.027084694138642,13.406077920809508,13.406077920809508,13.406077920809508,1.711085130869228,5.1372673613925,5.1372673613925,5.1372673613925,-1.6400191791818712,2.177204975024785,1.868121775246094,1.5200293237614544,19.482964519303987,2.5583175660693214,1.3580823243109037,0.4326944009464318,-0.1440341601535034,4.371968595924159,7.066612127470219,18.04691028180412,-0.3738401784953999,1.0351250113081223,6.520415685413577,5.987621881269053,-1.882354862052181,59.33378441689073,959.7041023078375,780.8797033319233
2022-02-24,-1.5731119263654003,113.0246655206116,-0.6085082210263324,11.622073383814016,11.622073383814016,11.622073383814016,1.5956777228285628,5.164444800413135,5.164444800413135,5.164444800413135,-0.8730425633726929,1.8181488081616983,1.5087840443804592,1.15990523239155,20.7293369641888,2.5595300887608983,1.393444317919445,0.4277422248838418,-0.0672040100395688,3.6685363457609177,5.591921982631689,14.004384411717254,-0.0877236384489953,0.8344421796479785,5.592786243646898,4.300440045586093,-0.9334117239429208,50.49789092057857,779.2031912946964,599.026654639653
2022-02-25,1.836817086549792,115.10072188890994,2.9964277555901657,13.672366700089054,13.672366700089054,13.672366700089054,1.5927885727524196,5.049204504328107,5.049204504328107,5.049204504328107,1.38523250261603,2.263499307129301,1.945121533031924,1.5856007847021312,22.4362666446412,2.6550675001982995,1.467091125581791,0.4534033745472043,0.0983400017354952,4.30455003356684,6.694414705941073,17.657615875001976,0.6318038280011274,0.7187473248362108,6.405567438239621,3.656218652796906,1.4783370338805488,62.289441590895244,982.1316406050382,800.6022624184181
2022-03-02,3.145343231408293,118.72103465414486,3.205434915681732,17.24775279207192,17.24775279207192,17.24775279207192,1.758974965261579,4.957944583609507,4.957944583609507,4.957944583609507,1.3700766107486322,3.0240564294254666,2.697829553840726,2.328961123043263,18.930008756131347,2.861127541328701,1.6258907248539374,0.5080199347888223,0.127307413844524,5.240278169436911,8.226684130428195,22.729147804464304,0.4603645097437091,0.8027092858273734,6.850713677467214,4.298394008694784,1.6147197709690475,82.78338392683203,1337.5689423966282,1154.6860185429462
2022-03-03,-0.8025860779897198,117.76819615836534,4.242730755801916,16.30673865140695,16.30673865140695,16.30673865140695,1.9022194879631384,5.026050586394387,5.026050586394387,5.026050586394387,1.809342624727187,2.7936320580028564,2.469863313967176,2.1032988101434444,15.63337982257977,2.94584334449355,1.7171703643497092,0.5326512266070691,0.2201550042421013,4.766355301798757,7.229135917553381,19.84654439908461,0.4095275701234369,1.6665088082303452,6.3741699400122265,4.341973605831893,2.306078534593478,78.51368643697263,1241.3657957478708,1057.1286218084076
2022-03-04,-0.6749995994067559,116.9732613060678,4.656312461791605,15.521668631426872,15.521668631426872,15.521668631426872,1.9697491143191144,5.06467983276723,5.06467983276723,5.06467983276723,1.9545071429114715,2.615113143006329,2.2918657728297207,1.9254218220659247,11.740126735746424,2.8670515671662096,1.7593719012592806,0.5428748883437484,0.327925651940203,4.619627685622597,6.59756265901029,17.96296951870148,0.7276656623939185,1.828465939224623,6.552833252905527,4.141924510117229,2.5795314546597172,74.9814302932543,1160.7566359060168,975.1645071787223
2022-03-07,-7.632703160157095,108.04503949382077,-5.0163392116810215,6.70424257912977,6.70424257912977,6.70424257912977,2.4535380693123736,5.432667728403128,5.432667728403128,5.432667728403128,-2.373210765555496,0.8128839310484774,0.509715412995131,0.1655975728350648,10.437658292363462,2.677317720472049,1.678301523450272,0.4964963724648307,-0.5578610447568014,1.649459929756081,1.6499505220942317,1.8119701164718365,-1.5428541922137338,0.6312235110891281,3.3960651662301564,2.3361346472458093,-3.273226595818979,25.30379379509123,276.9114474848321,89.96365898429434
2022-03-08,1.5979042415368294,109.77149576266264,-2.325799782274054,8.4092741972014,8.4092741972014,8.4092741972014,2.5777107682149,5.286756513374308,5.286756513374308,5.286756513374308,-1.2151183014820988,1.1557184902424495,0.8423153204432171,0.4861344502511745,8.74559549630383,2.5977169200687773,1.6588389569768982,0.4799455066513276,-0.3581486854393372,2.352066235051748,2.684477590750337,5.354929748531122,-0.6204050994603915,1.4089456614699845,3.96111775814005,3.58498790987953,-1.727077208945901,35.42378071355077,445.31160066681457,257.0074471241035
2022-03-09,-0.0345969593514738,109.73351816289414,-0.9306039298879082,8.371767884674183,8.371767884674183,8.371767884674183,2.704685939929929,5.23024714180669,5.23024714180669,5.23024714180669,-0.6422289746676692,1.1599748216338246,0.8402232692914894,0.4775994410187456,6.472487805314812,2.603480496125002,1.719570424753564,0.4873127493275002,-0.2683709464192297,2.3303247343116413,2.555623945044928,5.125995810214278,-1.142359642929211,0.8450702056809076,3.33412143007128,1.4780270085888203,-0.9197400938344708,35.58085861439992,439.4575352691285,249.79631113167667
2022-03-10,2.782671266647929,112.78704124269488,1.7451339898477205,11.387397930759398,11.387397930759398,11.387397930759398,2.562446779887571,5.038481068179832,5.038481068179832,5.038481068179832,0.3663335563119698,1.801543693542318,1.466546505043738,1.0874262940444837,5.221473536270044,2.4988662556140726,1.7493113072006417,0.4821470755572815,0.1797787990719065,3.6324648320088433,4.224043354005859,11.363704299671015,0.3415127840387644,1.2649663927131485,3.02894490375265,2.4832897050730307,0.4970383930856139,53.83565483846713,738.9166801268173,547.8976795584086
2022-03-11,-2.3607238315785706,110.12445068114624,-2.3202592954739965,8.757849082432715,8.757849082432715,8.757849082432715,2.665747247424848,5.104793745957412,5.104793745957412,5.104793745957412,-1.172910540039297,1.261941954453743,0.928259854233259,0.5514033293798808,5.011571681141688,2.3695158392848823,1.655755540119537,0.4542256036277931,-0.6238927112129137,2.718679187559648,2.86188086568092,6.196921188143871,-0.4346695371291644,1.4609301025120756,3.1386858769793435,2.549140675284729,-1.6502869458902398,38.62920825177004,473.8575098513279,281.480026731851
2022-03-14,-1.2659253152377703,108.73035738170708,-7.691538035403021,7.38105593859011,7.38105593859011,7.38105593859011,2.89740051991414,5.122528324687042,5.122528324687042,5.122528324687042,-2.932960674614015,0.9877189707764016,0.6521652259804892,0.273960051124052,4.827983993000103,2.255426734382008,1.5828098743853931,0.428669043272803,-1.7601470501632197,2.2433086952031704,2.1106355832902497,3.273779956213376,-2.165442677291883,1.4537417451409074,2.8526344629200096,3.09546352926054,-4.2324658784278455,30.668038869688292,334.07348424609813,140.33681217156663
2022-03-15,-1.859103161403408,106.70894787021852,-7.00458819744037,5.384731332887403,5.384731332887403,5.384731332887403,3.1543073029069744,5.193659414146784,5.193659414146784,5.193659414146784,-2.476300244542813,0.5887470483818751,0.2548027816959511,-0.1208409641881833,4.272903131929946,2.1879794745842176,1.5281569257902206,0.4092879498510536,-1.8280339395439824,1.3975230050824508,0.8659836195956423,-1.5334114075406535,-1.303207188475574,0.9687909324360056,2.935472735833867,2.5823122929656077,-3.9536603048515535,18.730188163347353,132.33588659059646,-62.76068112705326
2022-03-16,0.082879337738162,106.79738753952071,-4.960748567153437,5.472073500293234,5.472073500293234,5.472073500293234,3.3987782441447267,5.162094295326252,5.162094295326252,5.162094295326252,-1.6968368928453137,0.6081933396474548,0.269201863323782,-0.1113746219038353,4.10217517974939,2.239820996208332,1.5692895045208055,0.4126355673413194,-1.4058815293249167,1.401697445628164,0.8855252003862928,-1.3933028218538064,-0.8597263713083192,0.5945684618359517,2.360160151930052,2.22239239309308,-2.8675639951731875,19.430543371504278,138.96454029548923,-57.49263003739067
2022-03-17,-2.6341951847411726,103.9841358995253,-9.447204555936365,2.693733218901849,2.693733218901849,2.693733218901849,3.971306662523688,5.324087537894258,5.324087537894258,5.324087537894258,-2.582834375180789,0.0661173570563736,-0.265486157279136,-0.6364733679749479,4.58073117896763,2.2454417880132684,1.5470223401121068,0.405867872841067,-2.2392118117401445,0.1567685248495357,-0.9136723528833164,-8.34912086762767,-3.0854993533176507,-0.4741062597891318,0.965249712866174,0.8328559202574267,-3.9912304951505377,1.223437435889519,-141.3471541453283,-338.8639926637006
2022-03-18,0.874725073082816,104.89371120826696,-8.220721900065156,3.5920210518523685,3.5920210518523685,3.5920210518523685,4.199622586695094,5.278103613059897,5.278103613059897,5.278103613059897,-2.151227570282221,0.2351422410938111,-0.1023030825371578,-0.4785311966108853,4.083412227695119,2.18572910873321,1.4846939642312929,0.4035599390285284,-2.212449635137096,0.5678220175324274,-0.363688600193177,-6.258642133492939,-3.1738740048707736,-1.050961328766557,0.4470740099962758,1.0508362610830009,-2.7499379335846226,1.985436935006502,-53.99662695665377,-252.57372377937895
