,BRADESCO FUNDO DE INVESTIMENTO EM ACOES CIELO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,1.3938510897943068,94.93715578483868,-1.867600428138364,-1.867600428138364,-1.867600428138364,-1.867600428138364,1.825296480799777,1.825296480799777,1.825296480799777,1.825296480799777,-1.405187869635071,-2.105380963306959,-2.8343872324892296,-3.649891816890676,-0.125950755073512,0.0883930680018264,0.0041956820690047,0.0109254585270339,20.36418496904142,-43.47563162970689,-1233.0765190494262,-609.7807860590658,-1.2428028346663975,0.2450685326477106,4.6542336145543,4.156962014735933,-1.0246225258100818,-384.2944463067036,-517.359704068641,-666.2134688670454
2022-01-20,2.75444049599698,97.55214324952402,0.8353981253625664,0.8353981253625664,0.8353981253625664,0.8353981253625664,1.9491022508279097,1.9491022508279097,1.9491022508279097,1.9491022508279097,0.0708603564204155,-0.5906434501540353,-1.2774203837975888,-2.045927538420921,0.308154192025988,0.6529034269403708,0.0267829133213546,0.0280208032660354,0.4481979598766975,-1.7632385290529848,-92.96311104916816,-142.3129070322057,-0.8507731428985179,-0.1561131645875174,5.666015018709439,5.637431049910025,0.05454424373756291,-9.200773302980492,-248.98229453133325,-398.7721970167021
2022-01-21,-3.13935628515688,94.48963390911484,-2.330184283348969,-2.330184283348969,-2.330184283348969,-2.330184283348969,1.933348026224099,1.933348026224099,1.933348026224099,1.933348026224099,-1.5659199934275645,-2.238648522729976,-2.935132895219476,-3.714746602318692,0.2381392590077629,0.5857607818162648,0.0256951765121799,0.0258801181502956,-12.713016497709628,-7.38882977008024,-220.84430464947908,-277.5063842370244,-1.7553119244646622,-1.3633902904333033,3.974546437822406,3.4817052999472717,-1.016665455788267,-3.225242963546608,-567.4633389677997,-718.189801151552
2022-01-24,-0.9305152397915406,93.6103934655673,-3.2390168032687163,-3.2390168032687163,-3.2390168032687163,-3.2390168032687163,1.8951671294509715,1.8951671294509715,1.8951671294509715,1.8951671294509715,-2.0770204312155447,-2.769254597516072,-3.483965831211093,-4.2842300489826135,0.157589988029385,0.4507330643871324,0.0208038407911363,0.0199673890838289,-24.978115029133708,-11.643699344376888,-317.3787758582898,-406.62962642490015,-1.5341803997344423,-0.6828799658899317,4.143397729890044,2.8088045483315,-1.221065577259308,-3.5983894240699597,-660.2697523441595,-811.9331963837975
2022-01-25,6.057777503084294,99.28110282147313,2.622548268586048,2.622548268586048,2.622548268586048,2.622548268586048,2.118279509334752,2.118279509334752,2.118279509334752,2.118279509334752,0.9088811060734912,0.2842318361045737,-0.3589552941131711,-1.0793552579837995,0.4514256026511757,1.107219000010725,0.0620008212744121,0.0542813491625812,4.264853858775632,0.5437790304493331,-12.26383181154675,-42.12084190154799,-0.713259066086481,-0.2541305450883178,5.49357513646097,4.195260430473954,0.6056294351444576,0.4211856999326272,-76.03676442871597,-228.63761262798073
2022-01-26,0.4338150457444678,99.71179918309372,3.0677403233015577,3.0677403233015577,3.0677403233015577,3.0677403233015577,2.376986078910014,2.376986078910014,2.376986078910014,2.376986078910014,0.9972529074379276,0.4382323575221098,-0.1406883972783461,-0.7866268660439569,0.6631491101912179,1.5839806893798427,0.0983333341051166,0.0935442537441404,3.5745449126049103,0.6576293638818318,-3.4008239915602503,-19.98841227594081,-1.1287416352857695,-0.4250899264132347,5.961015136778922,3.665336926716441,0.7353542968169668,0.7242662578625058,-33.441436179479034,-186.9801109883098
2022-01-27,-1.7568384371301593,97.96002396869108,1.25700664502028,1.25700664502028,1.25700664502028,1.25700664502028,2.4525744635487388,2.4525744635487388,2.4525744635487388,2.4525744635487388,0.2282183918042292,-0.3158575203969836,-0.8824973205324195,-1.512353523923972,0.6570452456028406,1.6745721324588447,0.1276522150202567,0.1186588993946128,0.8518783197916098,-0.4626041922171457,-16.955368868017985,-31.259009240416727,-1.782884247029603,-1.3250324279025492,4.6718987310884605,1.763573389708346,0.16142867883524695,-0.40914476586735543,-216.43903924879982,-370.91596326338805
2022-01-28,5.786086395394596,103.62807558846882,7.115824530891624,7.115824530891624,7.115824530891624,7.115824530891624,2.929734581233297,2.929734581233297,2.929734581233297,2.929734581233297,2.190826611679144,1.7334508383709868,1.2544418131451174,0.7239651038952042,0.8745925510207313,2.3617545079475923,0.2318291902591226,0.1819153476882535,7.338892239856743,2.15032970147972,15.852971560692527,11.659409870808243,-0.1692623836720739,-0.2578504651062197,6.242709709947451,4.192772862474684,1.9033099180542934,2.737263647529678,367.5181560116248,212.1025600487936
2022-01-31,0.8365220945840912,104.49494733695866,8.011872069888454,8.011872069888454,8.011872069888454,8.011872069888454,3.4071242970235325,3.4071242970235325,3.4071242970235325,3.4071242970235325,2.1468509473251154,1.7519158814941929,1.3360180573105476,0.8771129010278835,1.0813581987929866,2.7455116137828983,0.3264944494823211,0.221741841610362,6.764260013827001,2.1740921204685395,13.9419815299844,13.477080620517626,-0.0985473274089332,0.4642410566494057,6.748920539772883,5.291811832691448,2.227878902337715,3.3053587144365295,455.1979584324945,298.84326763248987
2022-02-01,-0.0061041867286393,104.48856877025122,8.500305167683052,8.005278823528213,8.005278823528213,8.005278823528213,3.8559851017769176,3.758865632494713,3.758865632494713,3.758865632494713,2.023612881418601,1.5847329901261376,1.2041221164866158,0.7856602078921289,1.3667341039063,2.960542200195224,0.4179516922467949,0.2899480530806754,5.709245931752167,2.012063321668889,10.829321486071922,10.185242228347285,-1.1125752953258772,0.2155091813364271,6.737309236595049,3.811163541730427,2.364690928027078,3.3842969977468687,452.6133240988336,295.31911542643746
2022-02-02,1.246386668268462,105.79090036126816,12.408586925755404,9.35144221981085,9.35144221981085,9.35144221981085,4.289429260942793,4.08206134675315,4.08206134675315,4.08206134675315,2.730270664963072,1.78766493087794,1.4348056047099729,1.0462112392240313,1.9365430008242368,3.17699334426575,0.5022586050957807,0.3174610437265572,6.047530509573885,2.2969383705049933,11.66125266878093,13.452669373359925,0.6813163802392785,0.3180606038246195,7.063042506330269,5.428196969136079,3.636733400196403,4.24830673158675,585.6964499091359,427.0698460175131
2022-02-03,-5.779227756309835,99.67700328393968,6.411957399266141,3.031773319118448,3.031773319118448,3.031773319118448,4.5418828168001815,4.27296719876993,4.27296719876993,4.27296719876993,1.2570159571797148,0.2262027383985979,-0.1131872314439787,-0.4875599102973196,2.370014299368533,3.015672298391001,0.5208553829553696,0.3134666810480681,2.408938704664924,0.3205112445290711,-0.928559717546672,-6.6460891383100185,-0.8446598427572053,-0.957026042350332,4.466537337398827,3.331053504405096,1.7512586266955164,0.5256760378668787,-48.364532727970165,-208.3327504135656
2022-02-04,6.122120395062569,105.77934943117292,15.079935419111864,9.339502526882807,9.339502526882807,9.339502526882807,4.566261261201502,4.28650870696397,4.28650870696397,4.28650870696397,3.147376354734208,1.6944215533660292,1.3538147509698573,0.9774932685573344,3.0219951013832334,3.125428326701269,0.5955793491602268,0.330752276052368,4.755713441251492,2.323890354394013,9.743686925732126,12.668192209223909,1.695997153339,0.6150906470324945,6.979929551079819,5.67941292516634,4.408420424390627,4.038950388014021,580.3138717648551,419.0033406669683
2022-02-07,0.4053094748796448,106.20808315688352,11.831360962667588,9.78266589041054,9.78266589041054,9.78266589041054,4.678223343890195,4.498437172068655,4.498437172068655,4.498437172068655,2.376481984880836,1.7106344379339005,1.3838923257569766,1.022314430615811,3.893009751281379,3.1323338044227795,0.6602444870892907,0.3426545138489527,2.855814449050545,2.456692684718729,9.428859766433488,13.421148855058114,1.232142009538438,1.0288697808425706,7.02658145847392,5.475369671635076,3.4102722405777985,4.37123257606086,622.5352680325728,459.8817236224366
