,BRADESCO FUNDO DE INVESTIMENTO EM ACOES CIELO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-06-09,-0.2703733380692741,170.71311762465456,15.442619057132044,54.45524573895565,76.45870820975409,76.45870820975409,6.769570106218378,11.09070227749451,16.33052547953649,16.33052547953649,2.140870870521784,4.654652231819819,4.360471110273847,4.181500288525286,21.03556844081642,0.9287904920092448,9.640247025729211,-0.5113274986643093,0.6889652393817365,55.58127753516573,7.386614095993398,-133.54669401279696,1.8007171257019092,3.298978693108072,3.3439603167985776,3.0943849568185984,26.93765329454974,5162.3362108388965,7120.878456910982,6828.609700445136
2022-06-10,0.5249317114536467,171.60924491467753,13.631034336651595,47.44355767399935,77.38499592676855,77.38499592676855,6.091553566297322,10.693385662629447,16.32470622338241,16.32470622338241,2.081766266661207,4.171210626157277,4.417959385885342,4.237478980102168,14.804570396194228,0.8940438443807114,9.24000255429853,-0.5891030820853187,0.8565726925205109,49.89057772267813,7.805397093517192,-117.42528868302108,1.9816190848799744,3.005019386014771,3.4742342103211645,3.1384276993517206,27.751943734413146,4460.436390555782,7212.188908141317,6917.5599477926
2022-06-13,1.3128447228528906,173.86220783046758,13.105223573410724,54.17157728925657,79.71378548492596,79.71378548492596,5.444668129690995,10.323696494019714,16.20412234976482,16.20412234976482,2.232529085905284,4.971579016586436,4.593738073365125,4.410457397241794,7.36601118165582,0.7561919897477496,8.448073232373623,-0.660709980721211,1.6501984130716776,67.87307133522583,8.81117998579032,-108.16786997120803,2.385935176446022,3.754749320365296,3.629246649425261,3.237060545358877,27.920636529492995,5132.507286327536,7443.74937835814,7146.759128333133
2022-06-14,-1.3062977944120369,171.5910496442621,11.633032911451672,51.55847603157153,77.36618826888198,77.36618826888198,4.968988065366794,10.089880967190098,16.4887093668127,16.4887093668127,2.149972823468437,4.827079782876012,4.371276638857762,4.189726573755679,4.346294119466997,0.6751315789733984,8.069747041809665,-0.7538967259116363,2.457999621523022,72.14098991252762,8.931718638345336,-91.63481074616914,2.151576498716533,3.777923322237699,3.4876393006070843,3.158434059580411,1068.3189300677614,4870.466042834877,7207.6710060063515,6908.318380106934
2022-06-15,4.216653727577602,178.82645003527642,14.00819933662901,47.377101687550415,84.8451062579841,84.8451062579841,4.171529111999515,9.371450204203995,15.938793046280807,15.938793046280807,3.130352294148504,4.750561087436374,4.990493298898858,4.801391503469889,3.1774701952608466,0.6840139022901274,7.948278380544555,-0.8811737796224397,4.109670562868319,65.08587986864624,10.007505535374875,-86.8482327524181,2.64865287394584,3.6972155837100416,3.7439309053135874,3.333650171097496,1305.8355725854951,4451.964667293916,7954.24398900001,7652.838550797762
2022-06-17,-2.2810461498993573,174.74733618174506,8.306710358207372,42.95877413034909,80.62870407840899,80.62870407840899,3.6461325789332295,9.356415328748865,16.39314797187745,16.39314797187745,2.017231260013496,4.285388201212339,4.594053391546976,4.408936738679219,1.8998345893028368,0.6886356129132136,7.086409170206708,-0.9378582696887356,3.871438417739704,58.22509191158517,10.627525906204234,-77.06532499820352,2.544173961008256,3.753936549235857,3.664094374255401,3.222748070211769,735.5092616377736,4009.5871855462656,7531.099703833503,7227.635235581522
2022-06-20,-1.2993652690043156,172.47672998688924,4.287129316255952,41.63218683340993,78.28167743176155,78.28167743176155,3.2634621616819626,9.205548502912006,16.671716716749735,16.671716716749735,1.0215339559730945,4.210920945938517,4.375609831350271,4.192350686086795,1.6441642443391606,0.7776366204743411,6.725092873807221,-1.031658201081492,2.02761824049483,49.84826587271576,10.847274370799704,-67.7488754923293,2.2922536747423363,3.827928984255987,3.4880214534060623,3.0996113670791385,333.3737412191481,3876.383700976512,7294.892757129681,6989.368301571044
2022-06-21,2.617414295559284,176.99116057407926,6.731432241790941,44.27771250489553,82.94804754322335,82.94804754322335,2.9315437447610506,8.706947660506458,16.335459851247776,16.335459851247776,1.970383745640692,4.755273197724208,4.750417399962718,4.562124322646285,1.526509355834317,0.8775709348704518,6.390886658194022,-1.1295171333629024,3.783970351858597,47.1801346179565,12.142329674125156,-65.97898916956527,3.021478763565389,4.1720540452135575,3.56349446137278,3.220667112659679,577.626614431182,4140.391484399385,7760.025271375983,7452.439870898934
2022-06-22,1.0175098229103785,178.7920630186036,8.41089925227802,39.59057225041134,84.80956189779843,84.80956189779843,2.6409197624583816,8.360980201433874,16.267387462216536,16.267387462216536,2.8224859521158554,4.390792177386489,4.883803261891228,4.693454747674373,1.5328230051336864,1.0241798720857938,6.09967810463315,-1.234290789618911,4.862896045557341,35.844608417244814,13.024739762918967,-61.85758458132222,3.5860638921197823,4.119625712221641,3.6156799337663537,3.2612071563804825,745.3958930203924,3671.132646373916,7944.671995042159,7635.024691679878
2022-06-23,0.2479245948813657,179.2353325165225,-2.314338274210328,37.04745029595378,85.26775025543554,85.26775025543554,2.218339994374229,8.164502616464018,16.32163372171621,16.32163372171621,-1.4754514007595203,4.184303404605647,4.894721962460712,4.703742205235399,1.7040355540028,1.159551853688716,5.601039074544767,-1.307916531903396,-1.9207655875324208,29.46203396278056,14.263399697388625,-58.69851441016909,2.102385529073258,4.24205099696769,3.6315779209045833,3.264102005532897,-327.3052852060323,3416.27560949821,7988.985904092369,7677.275739522987
2022-06-24,-2.276720774743435,175.15464446543837,-3.3415413761171417,35.33502185900429,81.04972089647026,81.04972089647026,2.087348154329478,8.15310565299864,16.765301814823818,16.765301814823818,-2.061002728271001,3.979450326791223,4.512700045662132,4.325543269172596,2.0313701102705584,1.3438211535846485,5.408794984910842,-1.417971420444006,-2.1177973522272144,24.143747751434,13.987732660668035,-51.14280681203756,2.321459613187812,4.257390834198532,3.3993528146447782,3.092970742879209,-430.2030240924493,3244.4878955188806,7565.677826529486,7251.903842075828
2022-06-27,-0.0046454728058309,175.14650770406158,-1.8696362144382483,32.112615545373,81.041310280921,81.041310280921,1.984973702697288,7.896830851139231,16.825941556363272,16.825941556363272,-1.4266684709912223,3.6998416454543976,4.495042005815312,4.307332591568007,2.386115121766549,1.599481679883122,5.474416020098695,-1.57425237213433,-1.1868242950861236,18.26655723389653,13.81577757436908,-46.03767968364719,1.7743290845317643,4.102140095531378,3.318571518873211,3.0418582536215184,-283.1899397384925,2921.7023650154024,7563.331408324638,7247.492644954204
2022-06-28,-0.2631350717624658,174.68563581532504,-2.616691884735705,29.56777532814868,80.56492709919358,80.56492709919358,1.9684132438202944,7.69177414021174,16.92409877163601,16.92409877163601,-1.819094353406604,3.4669159113163244,4.4399336235741735,4.252092305720352,2.5989240114686423,1.8451818686007904,5.289150142959247,-1.6587757179449742,-1.3777738022362636,14.452089849101446,14.206795638974937,-43.38309838371527,1.534382943253796,4.136236108082214,3.2595369267028764,2.972801209598292,-358.0729417004274,2666.673415295152,7514.187518487709,7196.283016812476
2022-06-29,-1.8180147790284875,171.50982513936256,-5.100868517425439,21.91459060252492,77.28223003878824,77.28223003878824,2.018134587373373,7.59858386405772,17.26996145322505,17.26996145322505,-3.0060831760952045,2.501531890523722,4.160062571764665,3.9747864201124368,2.916428557246603,2.106600794709794,5.014728996861285,-1.701416637106849,-2.080174539206433,9.02311434918922,14.326620701207824,-40.34544318131838,1.0835735825368444,3.680945272262571,3.126383383601309,2.88784772671127,-606.6680430198934,1900.8099858759354,7184.412025738003,6864.440826014417
2022-06-30,-0.7964407567396914,170.1438509901397,-5.139088153088983,11.976009553984218,75.8702821043023,75.8702821043023,2.009273913476184,7.501570658133611,17.43140941194891,17.43140941194891,-3.0392443940040783,1.2082894857781838,4.039668316021311,3.854922005346856,3.2984873814253928,2.4118814465819574,4.713855708682349,-1.7351386178826178,-1.851356022138917,3.75809058355264,14.938325790360093,-38.727006035017546,1.353089468032476,2.9911276946357024,3.1215213561684623,2.856886198192369,-610.6674477551128,906.4068953044973,7041.7112305045675,6719.672372633214
2022-07-01,4.782583932680806,178.2811234700385,-0.5975380806421722,17.687047838755838,84.28142595858309,84.28142595858309,1.880450902080704,7.198389892062905,16.702717209000607,16.702717209000607,-0.833256984398413,2.0518000988398017,4.718585186124294,4.524540425371471,3.7067427991021273,2.7662938916387723,4.577521475583711,-1.8350672306240188,-0.4227158270480993,5.339149660368316,17.217438391234104,-41.1822073679407,2.022327467423477,3.553844136908393,3.368553038637509,3.0607135097485605,-156.68988479770425,1476.9657092022098,7881.319399041358,7557.2119225671
2022-07-04,-1.527118739499478,175.55855902453737,-2.6015563583586823,19.450683967316547,81.46722976935274,81.46722976935274,1.8158242798700144,7.311338068489478,17.009449038371592,17.009449038371592,-1.9675315719464244,2.2605770149494684,4.467160183112764,4.275397913122387,3.94960424848368,2.960263336856093,4.3855989935024935,-1.894313180475435,-0.9045695150654018,5.583233957728073,17.325782314678943,-38.3897254538258,1.55545190318851,3.570792960963334,3.240183867332932,2.9511890998806587,-357.2691599751133,1652.7842786152355,7598.393348089927,7272.21629220155
2022-07-05,-0.5203069951013495,174.64511556143356,1.218775982123529,19.200523990364164,81.35044395263807,80.52304307904615,1.663373462348657,7.287452571598157,17.080058404021344,17.138345408628037,0.1478118059795815,2.2329108733464818,4.440973174562624,4.186063627695039,3.925252755971489,3.062678564821363,4.2236459714976,-1.9532750948392084,0.0626370455034336,5.31307211701056,17.958910785632547,-36.72918604424117,2.485283199887123,3.5177083519998464,3.143048263583134,2.949944412240828,24.586623548826445,1627.2232086118304,7585.20811922217,7174.220435393209
2022-07-06,-1.0407655411880046,172.8274693793022,0.964818860731936,15.82665345488473,83.63858846591575,78.64422145277547,1.6757559446116763,7.272728394459321,17.220501192939782,17.346420229800934,-0.0058871474475116,1.7727749256679053,4.536752804475927,4.025476043910234,4.133281058813672,3.2510474605928903,4.057302291818806,-2.0434187222371354,-0.0023868259118107,3.965771246089167,19.255444002553894,-34.17194837395648,2.206234531483155,3.149650766013275,3.214404451192261,2.862823429315299,-0.9865422331973184,1289.2910538890487,7812.51570815506,6982.759908266351
2022-07-07,2.3516114341142424,176.89169991051614,3.619277986268387,14.408649439437202,88.84387988211625,82.84523939084329,1.6071624299862517,7.071178720311992,16.78714245739236,16.99546196825803,1.644400768883128,1.622000472151382,4.9630470422808814,4.353681102804745,4.542040217919558,3.623244673522864,4.042566664828533,-2.199766498221478,0.5818572731176714,3.1655204813593665,20.60952474732852,-33.63667083050191,2.2070454679002385,2.7357913210827776,3.349746822488832,2.891503149348147,264.2819135589468,1146.9455223012856,8331.537772150896,7399.282160464173
2022-07-08,5.10795385397913,185.9272463134645,8.343374161401238,18.54573079287932,102.27478816485616,92.1848898431252,1.9611599900005767,6.838289958918321,15.979775501893828,16.266730048393416,3.7555022280044574,2.281430749654185,6.0533524431517645,5.120676658311961,5.759371905693443,3.7094498258126807,3.784709193615042,-2.2687783398175023,1.2788097092044948,4.20576789548832,25.55842685049493,-36.71432479938531,3.1071382699630004,2.9999327563970257,3.7810906058935103,3.1743579336545498,736.5140711920368,1560.1084987327713,9673.121307540572,8329.666486586995
2022-07-11,-3.6514298343707785,179.13824337135063,3.034607466866915,9.797052358491678,88.62287088910065,85.16739343824071,2.019671542192293,7.134986078272268,16.52762887070004,16.936851993822764,1.017293824502975,0.9596311191063134,5.025779642544738,4.501624594635523,7.072230553859996,3.6359484849342016,3.370300299665584,-2.25238192591186,0.2905164603655669,1.883127526000768,24.645940519348063,-33.85009825108932,1.6840296619794928,2.213105035759197,3.397439229819017,2.980126435611697,205.45993873966194,684.6954675100383,8306.422071789893,7624.334949109423
2022-07-12,0.7533038571686301,180.4876986683312,5.184797833286399,11.235273676335035,94.52870586778435,86.56226655522966,2.0670225250427974,7.153422785186951,16.367212787912695,16.86844804816694,2.0333668558119,1.157449248424374,5.434949714059417,4.600446444977667,7.053639032780606,3.664294058977018,3.053302299494581,-2.333796783809575,0.5958647831432595,2.259568608063057,29.134022686302835,-33.251563458239815,2.084570160897629,2.3069078085463883,3.633746312664144,3.0368062073301405,420.30150926386466,827.9723826376429,8895.497846161574,7760.239185548006
2022-07-13,-2.5103244199561225,175.95687189364324,-1.6046720946857207,8.750662418762948,90.55304905831836,81.87894841947006,2.03128983784906,7.366166720258652,16.699557650917203,17.334342328343293,-1.2741803161089775,0.7859800535834792,5.08781394332279,4.204557046352916,6.636256982915973,3.621528556780983,2.728088982426554,-2.3975967345964966,-0.3900134570379763,1.5986785752809056,31.144234228051523,-30.39845280436424,0.7411941802545857,2.0438061135307275,3.471802203804724,2.9123567145247584,-258.8229527699469,578.9660113493736,8496.424226365933,7288.32311805294
2022-07-14,6.418785969709018,187.2511668994913,7.155377009433607,13.525301895040853,102.79932777872514,93.55336884247332,2.29706517097858,7.0579817974104575,15.66204738364293,16.379561010155236,2.686055637784172,1.4960150293355925,6.205793984715788,5.160199178810308,6.574735180859204,3.404110539629009,2.2937698011764653,-2.4204672249153427,0.9384476611053952,3.1017931770376124,42.37366774638579,-34.91962064342044,2.613653892537717,2.5309242278242814,3.9497796094717255,3.2485194996186784,617.0044852864677,1055.8846845703083,9719.543944174493,8452.179727387638
2022-07-15,-1.693505348957458,184.08005837206315,6.727474706910279,14.100771480563528,90.37027248739908,90.27553218803868,2.480358178040203,7.277194480841786,15.86994459419459,16.730609561688887,2.315045706373895,1.5292793710105963,5.340365238890758,4.853863464807547,4.696842280500512,3.3961813662980496,2.0261599813250206,-2.542686307079401,1.2225538366873685,3.276875466316553,41.82853340067225,-31.937913170547304,2.6413933207211278,2.474565473594448,3.4639368502710317,3.113780472288026,574.2142550341349,1112.8863398383508,8475.130045395908,8120.809449544148
2022-07-18,2.940185740716661,189.49235399982143,7.063173881223197,19.125270171325017,102.37976759759668,95.86998625350412,2.729817381679533,7.21588308923557,15.411809912316404,16.348664380718063,2.226464585303082,2.237828491373819,6.277374965281398,5.307263554875929,5.056738342822367,3.2658304709379857,1.777074849944669,-2.662407995112972,1.2019292501620682,4.944503063221164,54.440987511731976,-32.58954705587921,2.786510614570293,2.846010280284326,3.836855924269207,3.2082510710081986,607.7841724654266,1614.7908767513886,9674.570971325069,8676.667063868323
2022-07-19,-0.7199858708679674,188.12803582464764,5.221693093318467,21.01569682671848,98.16059820773712,94.45975002720787,2.9903281770676338,7.376055484327676,15.477426142221,16.55124399968736,1.4166876295510094,2.4447866275935017,5.9771858361752,5.154932444332903,6.027082370549933,3.241687081521231,1.6011222877275966,-2.818868994922599,0.7028875127789229,5.562807685931764,57.77912969347808,-30.267651615502416,1.86684162572012,2.699245139556763,3.6558612870548286,3.095875210078332,423.6360936749537,1803.2881812472012,9251.145231773113,8532.054468805867
2022-07-20,-1.205360669823996,185.86041447190493,3.696303548169949,17.186694160620046,90.52417330955134,92.11580868174184,3.1482941055506406,7.513192422057389,15.604554420758548,16.821204889580525,0.8610921663326834,1.8897992290779968,5.438151899161931,4.930722998544121,6.888838432583144,3.104249786546972,1.3773151566054729,-2.8940906905698034,0.3935309875723811,4.573866867495992,61.61257781259692,-28.65863951068781,1.047706886444324,2.322558165704584,3.4118911157887446,3.032743267756979,271.0971391601019,1419.8425247118698,8485.993725882381,8294.070181227753
2022-07-21,0.4822496978102109,186.75672575904449,6.62390730717703,22.27490099194787,97.64784562365544,93.0422865885552,3.2675205386279487,7.54751442761107,15.482971954196149,16.810112690408967,1.7256433690163646,2.5546394213995427,5.939978288981628,4.986954455500788,8.630481747041726,3.0105659383057817,1.1880238499905569,-3.023468761535701,0.653332608291633,6.404502769737596,77.41302269105759,-27.72685051203413,2.445453354248029,2.515353668720926,3.6028375335528597,3.034201775200639,563.85751506081,1928.1177890357042,9196.851725683657,8383.126637890533
2022-07-22,-0.9718244686388487,184.9417782012893,5.592615362778703,18.98626704190027,97.56543195101132,91.16625441266764,3.3181281727952774,7.614849346199034,15.5437013831474,17.032214721131563,1.388518757046229,2.099462344760612,5.910497560898262,4.809668642061036,8.414076259327564,2.778013344917112,1.0005607421074425,-3.104584647657136,0.5475685106968567,5.754864170332792,91.81952204013052,-26.38655998988365,2.9253900383412303,2.346618359773438,3.553367844827923,2.9766419520574634,460.72832062097734,1598.7089463369837,9187.100911242365,8191.930904907683
2022-07-25,0.4849767421859718,185.8387028121508,6.384650314703964,13.95437552165964,87.18436593751906,92.09336628547725,3.3188380700138103,7.596345488571343,15.365458764831208,17.008990173053327,1.626870020239513,1.4414488116421285,5.302467548685171,4.8686302424642,8.889943619029681,2.8055503441070653,0.8561771940867391,-3.280345166528766,0.6073512262302017,3.90288600606425,95.16119681053245,-25.244442199335136,2.623934393472413,1.82841086178346,3.227833240575181,2.9424401942744445,539.9318158135034,1094.9743177324206,8147.484647117762,8281.048395030382
2022-07-26,0.9687704584305568,187.63905326532543,9.404258976333775,22.14925350092382,88.1813935788854,93.95431007065568,3.3115494936108014,7.602701901261494,15.159720112411106,16.911151709058718,2.5422923124078487,2.517416354142072,5.439201694824852,5.00471407261012,10.282563788374327,2.7135914487394728,0.6551156709305704,-3.337332416738525,0.8187575582349854,7.053075771886481,125.865979074153,-25.360218394151627,3.613544006558776,2.3750916493625143,3.304592254695052,3.003462949148703,841.8926819764845,1913.9166101902708,8245.677532849688,8463.547894237083
2022-07-27,3.8504202539490384,194.8639453765717,14.5289378620357,29.903976519113467,98.92190455042356,101.42236610902329,3.3409824653186595,7.407623776711879,14.579884644073882,16.384498142378558,4.053779343668299,3.6298325329429897,6.391146955834188,5.619187939853729,10.123854564711012,2.67922389374141,0.5106707842541194,-3.5564394480532435,1.3377914132306954,10.035903994183316,182.470171062336,-25.887569775047407,4.376048682687012,2.8577785472987216,3.6303015847006823,3.1219170858046934,1354.360570546677,2688.843377651079,9318.21853593864,9206.757436220943
2022-07-28,-0.4675321023742462,193.95289387598325,8.790482189539555,25.53270825722122,87.16249701115292,100.48065188610184,3.2781154035445006,7.458941515511635,14.600830662638742,16.552770813258288,2.3809869611457897,3.018083710042553,5.575550912378416,5.502999390198225,6.89001836461683,2.67337864156562,0.381663123765476,-3.742380635207265,1.132819917150495,8.420696392241005,213.2971975898345,-24.340091661041445,1.9149578477609928,2.379502918287638,3.18573951506405,3.0845995101750527,780.5150032970624,2251.170988212578,8140.7674722558195,9108.988769145133
2022-07-29,3.49028009455068,200.7223931237417,14.333584325949754,29.9201511071026,92.088132717541,107.47798817230792,3.64236579639534,7.350751759985312,14.136866186226255,16.118558776077435,3.664720381075096,3.658632162901587,6.105893911500157,6.083126975480325,4.967846700439936,2.679819013805804,0.251039952649903,-3.9151691965218527,2.68692916152158,10.035639224901995,343.8425010163604,-25.04393418903281,3.641654714926264,2.815677777038489,3.3407479266822424,3.220857847113905,1334.8252169380823,2689.3696810587708,8631.820517417134,9805.123969662178
2022-08-01,-1.8040155846901995,197.1013298698263,12.858197743579886,39.81303496813423,88.63434745977945,103.7350529308778,3.8058550367628015,7.55795062400194,14.395675868048402,16.514173337696356,3.119631586680144,4.866547334200831,5.75515267664477,5.708569627392253,4.267821306991925,2.663584356089072,0.13768667140974,-3.9443832848563423,2.7819500239055865,13.808882897654383,601.7235485166104,-23.900392413436016,3.360445030657621,3.4862777929253648,3.2831155122060443,3.061764841605985,1187.2865587010956,3678.112446125815,8284.93125041093,9427.230833706435
2022-08-02,1.600086796182576,200.25512222417365,15.869961495921894,42.51192807856754,89.29333386928093,106.99499061202036,3.850752336979689,7.340976624696159,14.179181853000353,16.366147737986957,3.86538214790194,5.377786753439238,5.888434904712742,5.9571891699840505,3.522520019408145,2.7235814340421025,0.0405876352263257,-4.101754692504426,4.225562738420969,14.494961067129896,2057.108990900804,-23.76939757934821,4.139297836906321,3.61147481679178,3.237510342546166,3.1162004519029205,1488.4629339352964,3947.8206849598087,8349.318934347677,9749.623805909487
2022-08-03,9.69311525872616,219.6660820328657,24.18111315793097,57.85100776936236,120.37789539792384,127.05925363183286,4.54659127749131,6.904833509523671,13.076568812514395,15.13765614663352,5.101795957819385,7.93871071777061,8.760909745238841,7.763717192179117,3.1562305769386083,2.8885487991675256,-0.088732252887498,-4.239184032760736,7.349203562897116,18.97682178756161,-1291.1048171975926,-27.723373263976374,5.57551729989937,4.642018640994355,4.202134042286494,3.592829859838124,2319.578100136204,5481.547578647723,11456.263914384366,11752.448127491452
2022-08-04,2.0509730141497595,224.1713740965999,20.569404722241515,59.54905768491491,111.9235704341902,131.71617764995165,5.46383224814371,6.9927698352157925,12.945806783325317,15.068585835432646,3.583987345671497,8.081191489879139,8.195478455930187,8.106109803444665,2.570904838190551,3.203664736409164,-0.2000562590060789,-4.506882961635644,7.616892443985317,17.63914664378043,-530.3362219932027,-27.10245915068494,3.738033525300449,4.56711999103455,3.848602011965368,3.592377694879761,1958.23056362189,5650.991208302941,10609.70805873775,12214.7611364648
2022-08-05,-0.005216562110466,224.15968005763625,25.132230750391432,60.87968560354411,111.05708096296443,131.70409003162453,6.312607600105377,7.182934808996874,13.10092140923618,15.294025624545997,3.824626245356408,8.051990974981466,8.03144702911163,7.983621996538759,2.5909224063108547,3.4190761064658286,-0.3131153275899335,-4.625218848775614,9.31844375006832,16.91595169424495,-336.04026075859736,-26.39912258942635,3.8672310150902502,4.685594987744721,3.7844879795432216,3.5379240640610736,2414.3364703999355,5783.692625592305,10521.935633083489,12210.171939175285
2022-08-08,2.209019213272212,229.1114104585189,26.94018049370771,58.301112924833376,117.51875509382948,136.8224778983606,6.89327677438669,7.240763943630226,12.997871634649538,15.207268202887017,3.7644720073406113,7.631064917306815,8.591390777085735,8.363520046971693,2.729429984980169,3.675110352527391,-0.4243354155800947,-4.859716878352534,9.50731383432736,15.03485185600966,-263.1639744964777,-26.17154366359661,3.676803243234049,4.407646542898656,3.916545043091157,3.602181514329692,2594.9547456029877,5525.473970473676,11166.979448367232,12718.629247452076
2022-08-09,1.5713886463754934,232.71164115001488,32.254931930522694,57.36834821626699,121.86768765552986,140.54387942812065,7.447860658053078,7.439064218623287,12.983256945172927,15.225916795055266,4.197518362113732,7.301773368344863,8.93516090487898,8.595467225342858,2.843059057299643,3.798373567845033,-0.5335135856858315,-4.965723789786179,10.996089508015928,14.300426228947156,-217.4405544432014,-26.355446723977018,4.147899360426011,4.387153862403816,4.019801531128982,3.644990954655067,3126.2531870642256,5431.8360996950705,11600.748987450765,13087.38687876949
2022-08-10,1.546313727546944,236.31009320271733,26.199530350354955,56.47269078169971,118.93645936621328,144.26344245649162,7.785275549253749,7.686734348974368,12.980228344480087,15.257377749901137,3.237568545633624,6.949516792334922,8.71055733541415,8.819313408197958,2.824815276512628,3.978988707875432,-0.6459907300684524,-5.169641111627373,8.922835927336005,13.425293047624145,-175.02576733474294,-26.028808046461418,2.2509879539858213,4.281626888584802,3.882953891447973,3.642934338159767,2520.536323735447,5341.9089436415015,11306.502322136168,13455.95961636443
2022-08-11,-0.5402451304098443,235.03343943152268,27.68001135488148,52.8998742501392,123.17583677488228,142.94382110324892,8.29609963293303,8.044005035000312,13.235193308129295,15.584570219641584,3.2164605463409885,6.196249061911623,8.862217448767245,8.547308449420136,2.7469019611442214,4.00069531145139,-0.7460756518462099,-5.176804537802521,9.714244459867,12.458499028772804,-157.21349541814132,-25.731342133204823,2.881466588315068,4.070248570012177,4.009622012329267,3.577693277668861,2668.407715784305,4984.265865213306,11729.316107311091,13320.612871892394
2022-08-12,3.068339506145468,242.2450633062525,27.83896457715694,57.59884434979251,124.4617447396319,150.39816234389926,8.5316720137475,8.222458416463606,13.049119759142446,15.394487249628252,3.146073034911729,6.632811211681823,9.08627022176361,9.134868290544434,2.811573930143904,4.28926181905695,-0.8448350973287121,-5.445010705794431,9.546703708334729,12.715011736984213,-140.3443449054417,-25.826691814612733,2.356770422258544,4.016991740577577,3.949645250573396,3.6248655876995777,2684.126326516206,5453.801437230737,11856.782828772315,14062.661342581972
2022-08-15,-1.4722769918362857,238.67854497533537,26.87026892568281,52.16603096218,122.09796018068168,146.71160781172918,8.963831131610885,8.6434189921782,13.421193514727722,15.866623320337093,2.8861320665200023,5.680806000829995,8.657411999744104,8.628565079686302,2.68898094718846,4.242411930617878,-0.920877136060798,-5.434998194683641,9.6210426834234,11.573978972688437,-126.17622616012076,-25.18974009012821,2.427205268075755,3.633485344769871,3.8789073529850513,3.506495658169221,2587.0800467812455,4910.158647845386,11619.280178529154,13690.619191439697
2022-08-16,0.5619256104473003,240.0197408461948,29.139785644068223,48.7619160331238,112.62302275718407,148.09794351996965,9.091168606084675,8.899289510316958,13.51398324118768,16.01684387557463,3.095152144749566,5.134551119324434,7.896015506340372,8.632078283881242,2.581184937487308,4.1761636915124845,-0.9768748018157538,-5.408529850786615,10.901407954439245,10.94158665505785,-109.23264785467109,-25.563074256594096,2.7931835280758093,3.4459135080968304,3.580662626502686,3.458956424771643,2813.85500094029,4569.385691639013,10670.662122484182,13825.865019466402
2022-08-17,3.7549785865413465,249.03243071844145,33.34589675755279,50.57612298337185,118.00156130539747,157.41396817279397,8.995534769696068,9.015083129208191,13.271116276755818,15.7136691080627,3.59543870856108,5.269441049628145,8.444950153801415,9.3893275945251,2.5514640953397727,4.114509997750345,-0.9906140619875232,-5.289054188179856,12.67620970024479,11.545590880283044,-113.13580105822996,-27.895495436083543,3.7144874742429903,3.711239866632208,3.702096035657553,3.6003049166791765,3234.2893915172326,4750.444910685979,11207.391544250551,14754.078696756971
2022-08-18,3.07641535572456,256.6937026577977,38.79703393919686,54.79466004545517,100.17146120337564,165.33309101744177,9.030084539499391,9.276039962239242,13.165296290148984,15.54968933336472,4.1851506143569015,5.575587372728865,7.157648999264832,9.995441590182455,2.598727351177819,4.1405108246116695,-0.9824147982738652,-5.108035173523813,14.542604417909434,12.491060517210489,-95.9193305941437,-30.427748869612525,4.549828895561333,4.092164755016645,3.138877879895903,3.702920336372972,3779.226385818063,5171.937128238946,9423.256981620987,15542.601147713023
2022-08-19,-2.114525424648095,251.265849051628,35.20641569781735,52.35551392591616,108.43539265484954,159.72255534787325,9.09162868679464,9.868758118652435,13.73757060684224,16.14853006876227,3.761688859655984,4.993192614213715,7.460216764856115,9.275244643090884,2.562188218577267,4.0210957917032095,-0.9613847726097,-4.783306356889509,13.34791804102303,12.254522822159618,-106.6017035732328,-31.313396182192136,4.354872636010764,4.069015215654785,3.440419673719355,3.5906766196628435,3419.9878347244157,4927.661014951697,10248.525454955907,14978.156701407932
2022-08-22,1.96969659985824,256.21502393700285,36.546747320617534,39.6406266887582,116.61027202342332,164.83830168962527,8.743076291971162,10.086501263854824,13.747701821769985,16.113329854385963,4.064752666312764,3.624458750949448,8.048536943884972,9.61088710404412,2.3851920222171854,3.9504238882636153,-0.9838849992178808,-4.620189448676515,14.899614931853783,9.25422405450018,-112.46119830466824,-33.51884069279645,4.37315187869558,3.2265501793309883,3.737902910168061,3.688358516161378,3553.8442669565698,3655.8107772241283,11064.888600603044,15486.339410072718
2022-08-23,-1.0622102472676365,253.4934816977048,30.087421358441844,39.88946331900673,115.14172704262056,162.02516211038852,8.426228716867232,10.612329688894793,14.124464337423436,16.537616351194178,3.450814160525145,3.467978305847016,7.7290783785529,9.192154514490234,2.3164446029539407,4.088618071549057,-1.0487912131642012,-4.685436473138435,12.55257705662786,9.001410376694748,-104.09039525575166,-32.44443194845246,3.3209666931193382,3.079856430117579,3.5952146456017244,3.5364071435222724,2907.734937598907,3680.3329135583344,10916.9091919021,15201.632480153708
