,SPX FALCON ARMATA ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-06-20,-0.8426375559209109,103.28060488138766,-4.529083114802351,-3.855807794020328,4.069457854562299,4.069457854562299,2.070211688415828,1.9706073463843912,3.1746901419512,3.1746901419512,-2.6482678315192656,-3.412225997229948,-0.3979260807878449,-1.3603017517906786,0.7309547477723257,1.1141498160338574,0.8380835874908492,0.1393643403086329,-7.500430136852298,-6.035236483367873,-1.507358006717011,-30.98738566784795,2.1904971487756666,2.1729186281419497,2.0955090759702824,3.94874259561556,-4.851176094893193,-3.599974753174252,-29.844254504847477,-431.85365614888156
2022-06-21,-0.3448560743778972,102.92443544179996,-4.293794354996996,-4.988010827661125,3.7105680075786935,3.7105680075786935,2.3097633440845944,2.061668329319362,3.1814107302873325,3.1814107302873325,-2.272510067284138,-3.813323596603096,-0.5146229018146815,-1.4814436821333188,0.7488374135948412,1.1259844763711755,0.804174825926263,0.1448396868164989,-7.009479437302887,-6.9821641892434,-2.0359090698953985,-32.53998217095318,2.2283214834395864,2.005797760755022,1.6937785656175437,3.9026879317070833,-4.644550386908101,-4.336940814994908,-38.84743353638906,-471.30808266553163
2022-06-22,-0.3357570517811048,102.57885939179822,-5.164586384504869,-6.973025441644552,3.362352462051004,3.362352462051004,2.54118873426941,2.156860010906496,3.190296425060022,3.190296425060022,-2.408922495219112,-4.567876996419424,-0.6270544234108899,-1.597645434735036,0.7877732786635404,1.1505658573924706,0.7770272330991954,0.1513975148322615,-7.770670664234959,-8.562978959453003,-2.574542307026777,-33.66609104908855,1.822941191880472,1.8700473076587267,1.7470942438932702,3.90300121067844,-5.416641921944251,-5.5501270329104955,-47.67270873139834,-509.696251894865
2022-06-23,-0.6668013512094895,101.89486217131842,-7.39733484817455,-7.817757739093439,2.6731308991921297,2.6731308991921297,2.7886819819759388,2.251430273292886,3.215566052795075,3.215566052795075,-2.9964153245268257,-4.753623537455583,-0.8411459354002843,-1.810524761558853,0.840234399198504,1.145632388904627,0.7261330462080615,0.1557161677498381,-9.944902796166575,-9.34195998971193,-3.724882553471762,-37.38765245216226,1.7737986636587169,1.948195803955746,1.84216042009665,3.8807987931468455,-7.393862641193541,-6.122318740208312,-64.73308099666103,-582.1861961013544
2022-06-24,-0.0510559439526381,101.8428387875976,-7.331408249984037,-7.337489712371968,2.6207101630258034,2.6207101630258034,2.8879086589694603,2.318343665257181,3.2211882174550297,3.2211882174550297,-2.8712463218107187,-4.411611949280553,-0.8606241799617226,-1.834718095844608,0.952405179043284,1.172734000100858,0.7105489084427131,0.1660237098579281,-8.706270500461596,-8.721187085313337,-3.9015364533110177,-35.5971584886492,1.568594168209107,1.9030715115189991,1.6686120487274654,3.7440872016889433,-7.3370973741170005,-5.93956018579795,-66.63082806737711,-590.9972312686177
2022-06-27,0.3989934107200943,102.2491850036504,-6.319850531543756,-7.607039839646511,3.030160034610436,3.030160034610436,2.8945780325670887,2.364287074805637,3.208453236545198,3.208453236545198,-2.5157773024457764,-4.442198177532601,-0.7411160418297379,-1.7255117617764686,1.0802325270727426,1.2526260999400198,0.7246968097786196,0.1808883216892967,-6.741246474241797,-8.384490579725577,-3.2811461717218964,-30.60575577829633,1.0132967620084148,1.6854900775134012,1.4832116449754946,3.6373817391208334,-6.443589045177554,-6.13312913238701,-57.39313786770291,-553.6223796768518
2022-06-28,-0.553339777141193,101.68339959122252,-6.971365636433519,-7.5840729018510595,2.460053176686721,2.460053176686721,2.964671934789194,2.4273549726160573,3.2311312931641294,3.2311312931641294,-2.6766547338959925,-4.319563555942539,-0.9170158897282727,-1.900895753563587,1.13024733350896,1.2923948297491146,0.7045919395907752,0.188988283841267,-7.02094394159363,-8.112934093897325,-4.205269136843476,-32.499600660646635,0.9339041283990044,1.7681600351298803,1.2850631940433326,3.364426386774228,-7.022147677084652,-6.227725310143592,-71.81689934400696,-614.2043754382115
2022-06-29,-0.0728406960598615,101.60933269518294,-6.966370017630006,-7.739483888987789,2.3854205607695134,2.3854205607695134,2.9664929425934057,2.4866818839296907,3.2386308355571445,3.2386308355571445,-2.6739257715775744,-4.28119684369501,-0.9425863507266792,-1.930569285399567,1.1953321658446583,1.296638596187459,0.6725677167662223,0.1932346506424054,-6.635964593823491,-8.210440954060752,-4.538857790136526,-32.35652196481612,1.252630762826462,1.8920643920662497,1.3211832762564737,3.463154919191599,-7.139923717664554,-6.5904453466285355,-74.29846469771897,-625.2401217874559
2022-06-30,0.5130537998346174,102.13064323756218,-7.177786590768795,-8.486505137113646,2.910712851433201,2.910712851433201,2.878972181419724,2.504944036051284,3.222305419775848,3.222305419775848,-2.829264196368221,-4.5503793993022885,-0.7890179907279828,-1.7884231243783986,1.3115688701905732,1.3024961372626196,0.6394859421979006,0.1956776333156408,-6.210404272592564,-8.751231893868294,-3.975782390282192,-29.45071150385963,1.804337423156236,2.1709104630574365,1.7642690523661908,3.627042095024186,-7.591327887708022,-7.399312226600836,-62.13525489237204,-576.2845526536969
2022-07-01,0.1692116716490721,102.3034602062504,-6.432653950685953,-7.986419794802679,3.084849788955082,3.084849788955082,2.6706676042086155,2.4803884162761847,3.215518231645635,3.215518231645635,-2.771597149100935,-4.396009298376884,-0.7412124601746246,-1.7491603339715849,1.5272808282437933,1.3677382155875062,0.6262077416294008,0.2033599671554883,-4.84653154883921,-7.97214731391616,-3.806056713723832,-27.65764089476156,1.697959716966712,2.210287086514548,1.5650185341089768,3.5411872887836844,-8.619854573395928,-7.611644792060258,-58.4858498234484,-562.4456943956999
2022-07-04,-0.2872542592887384,102.0095891594082,-6.111995388202703,-6.808915610621219,2.7887341672549115,2.7887341672549115,2.486715007847886,2.4793746344634147,3.2255464176160014,3.2255464176160014,-2.8483885798096384,-3.925085243881086,-0.8353815981324844,-1.8466119872132096,1.6223307075030056,1.3740197091156712,0.6047863060574412,0.2079116836495856,-4.366021426357075,-7.082690828393458,-4.455395392075299,-28.64837884782434,1.7874253461465253,2.2377258356007337,1.503633373699074,3.425348354144984,-9.936008461113875,-7.560256874256037,-66.390143026927,-595.6332680082334
2022-07-05,-1.0651353906653171,100.92304892339904,-6.974259953521254,-7.2030801476138135,4.159745089605973,1.6938949820225777,2.378754137708574,2.5667759281958,3.2385419082205846,3.270962432587395,-3.3408957967433883,-3.947119785785535,-0.4133396166381262,-2.166623398815856,1.6203739674681767,1.3042321157936256,0.5828702341686538,0.2148762716503081,-4.904528127277875,-7.7680743551501426,-2.2965963817309505,-32.98150925954658,1.6645498662296283,2.1934146596846955,1.3720153050016994,3.4607151934798925,-13.233798574594553,-9.221195122610249,-33.11434136925599,-708.6943743091481
2022-07-06,0.2689742910272796,101.19450597872388,-6.447276901712537,-7.21482713651748,4.853323410181426,1.967425415068517,2.164754915028647,2.6163814159475343,3.162352154066235,3.269542628566719,-3.428545713535534,-3.8788572608922816,-0.2087395527202568,-2.0948486480036963,1.7593554480274909,1.2761588615384407,0.5591782011850794,0.2251006843952178,-4.218568335976457,-7.952434730796268,-1.1804966158994472,-30.427259576954675,1.2889798825936474,2.2778861579371954,1.5399663743516403,3.3816546263118314,-19.948160318851613,-10.163005206675683,-16.394750542383992,-684.9196955043442
2022-07-07,1.190416671004657,102.39914224803542,-5.145148876713116,-6.171821228557181,4.967749312715864,3.1812626462037343,1.8449747088237385,2.59916458165776,3.036989866993808,3.2281460774260347,-3.31799005054918,-3.505363034444889,-0.1846410006123919,-1.756783926122614,1.9326923197028607,1.329932490590616,0.5552381862005343,0.2397445277392074,-3.167399003444683,-6.850735288777982,-1.009932064883062,-23.65499306064192,0.4857082205320859,2.1135792409220167,1.4158926046048077,3.164935451990142,-612.1607727392035,-10.250753900811233,-13.927120132853654,-567.1155139997826
2022-07-08,0.256962174014741,102.66226931012842,-3.660904626037736,-5.197732121862495,5.6417277113165145,3.446399461875286,1.4689059597142986,2.594994733482088,2.9588412808882407,3.2151785660332064,-3.1582267365985195,-3.1377242590732606,0.0331726552891007,-1.6925422347829144,2.202431743656228,1.281557156648262,0.5077847050108096,0.2420593376517378,-2.1063708734134177,-6.353503536829663,0.1932957430531063,-22.48136993256332,0.8082377750724953,2.312832021928734,1.5098894293808,3.4094334703637643,-463.91380755186054,-11.662174658042604,2.437764446892182,-544.1825515379969
2022-07-11,-1.5316696879344005,101.0898224501596,-3.3266711410971275,-6.4859880446021645,2.690481331622886,1.861942318058204,1.2640084567252134,2.685814726250937,2.9384323943814312,3.272665635404356,-3.407160132239262,-3.5133047844908725,-0.9760880818844258,-2.157905027843063,2.656822221074812,1.1880568081700214,0.4533849921848766,0.2397659472103016,-1.6209888589478771,-7.942453309558471,-6.326122145678081,-29.454147727216736,0.6208431228937172,2.3938458736312205,1.6927444126108324,3.273812303772061,-430.6679220567424,-16.429276658423024,-71.23518345083062,-706.2101629088272
