,SPX FALCON ARMATA ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-21,-0.2520437901677663,103.49964491884306,4.290170910732001,4.290170910732001,4.290170910732001,4.290170910732001,2.229672356429965,2.229672356429965,2.229672356429965,2.229672356429965,1.6113967844655337,1.0280741404184324,0.4241528140561481,-0.251849925759345,1.387285864493695,1.729799834515246,0.1156380383535523,0.0558841788523744,2.5898677104117955,1.3251640134963103,8.17829338743639,-10.048332622332014,0.2422702864773921,0.8101782690993552,16.490295501270413,9.294413959641892,24.326488919485783,229.22684912514768,94.57218044029725,-56.154281743455044
2022-01-24,-1.0658640335557634,102.3964794287952,3.17857948846069,3.17857948846069,3.17857948846069,3.17857948846069,2.267408156646431,2.267408156646431,2.267408156646431,2.267408156646431,1.0943311798620057,0.5157412890167691,-0.0816356028223694,-0.7505202215667649,1.2911285583102303,1.742331249195294,0.1188701919860252,0.0608754444311525,1.9218035472308264,0.6711674407355428,-1.5571711344922374,-27.954386009175817,0.531987506259265,1.7490112768014978,17.50476473864551,8.769343151895992,17.434388066074728,116.93960054359667,-18.510123171218893,-170.17356721085693
2022-01-25,1.2546671887262215,103.68121445859909,4.473127271096204,4.473127271096204,4.473127271096204,4.473127271096204,2.3398624025390227,2.3398624025390227,2.3398624025390227,2.3398624025390227,1.613703105716776,1.048207567320901,0.4659296875918815,-0.1862490389591972,1.2605213761620575,2.1144400618266457,0.1501344559727681,0.0842048722125718,2.995461479140914,1.1599579108959162,7.261566648103368,-5.175438336507408,-0.3424339226471175,0.3633086308160396,15.529987507785853,7.14795453367475,17.912874997593967,245.2661476831068,109.02113582229961,-43.57971237696514
2022-01-26,1.3391714330045046,105.06968366402076,5.87220154667714,5.87220154667714,5.87220154667714,5.87220154667714,2.5007507520943912,2.5007507520943912,2.5007507520943912,2.5007507520943912,2.069345574393631,1.5379915144731626,0.987722130848952,0.3737518074161135,1.2610582941392492,2.3933221933121507,0.1831930826136896,0.1190335215498798,4.103630677153015,1.6070270218030434,13.48329765698375,7.852074788032075,-0.5425862439887008,0.4622256915934932,17.71200499686545,6.56463436021384,15.783479071671524,384.61334365335534,247.00468615807915,93.46601134924839
2022-01-27,1.297844690135519,106.43332497439646,7.246258292780282,7.246258292780282,7.246258292780282,7.246258292780282,2.731694352612248,2.731694352612248,2.731694352612248,2.731694352612248,2.397403736383832,1.9089205767577773,1.4001790689409996,0.8346805025773579,1.2533597160552512,2.6804789367323134,0.2396469634192364,0.1695205556174507,5.225135420997144,1.9453939695834628,15.960399417124362,13.450239157258906,-0.0977717254488405,0.2506796380699155,18.14883725318217,5.8639332865182645,20.388099109623457,521.4587559114535,382.4861255272004,228.00920151261215
2022-01-28,-0.6732847913302309,105.71672558443676,6.524185546424249,6.524185546424249,6.524185546424249,6.524185546424249,2.875401379985504,2.875401379985504,2.875401379985504,2.875401379985504,2.02646543255278,1.5604471475904262,1.072386831665365,0.5318863052184637,1.2115879104738343,2.776315089920052,0.2935472056065716,0.1974839143037474,4.809309709087776,1.616139283997899,10.504418085933372,7.744360452913811,-0.598308752099887,-0.5025685248683122,12.777394613169552,5.139577437942854,14.02655792577881,11.891974947228226,308.3542575648873,152.93866160205613
2022-01-31,1.3234782300151515,107.11586343303163,7.9340099518321185,7.9340099518321185,7.9340099518321185,7.9340099518321185,3.035322771667436,3.035322771667436,3.035322771667436,3.035322771667436,2.384170136439098,1.9408588447704591,1.4740170330586555,0.9588998525747094,1.2635217196351285,2.8655319570818856,0.3521978516854501,0.2196539035995892,5.727425017080693,2.055860181061517,12.70342066215801,13.25071173592385,-0.2081645039132125,0.5314527434149002,14.500868089412952,7.224144342892205,17.447510867360798,16.041531343076393,447.4117466268609,291.0570558268563
2022-02-01,0.099555862609213,107.22250355486368,10.66122909763386,8.041464586488361,8.041464586488361,8.041464586488361,3.224288832893808,3.185074810838981,3.185074810838981,3.185074810838981,3.090276823469976,1.8815834767307265,1.4324056026636067,0.938557834513498,1.4927948967132028,2.863066686901243,0.4129380978650351,0.2627536219003158,6.674691261608109,2.093204522145519,11.048433233786133,11.37711022061055,-0.7256143967761078,0.2604015130767398,14.72174163429282,4.797873814647251,19.28026002067118,16.742808829913447,456.23190039484837,298.9376917224523
2022-02-02,-1.0194299873354518,106.1294452004536,9.966691702471998,6.940057497737312,6.940057497737312,6.940057497737312,3.1895037100164814,3.265793681220277,3.265793681220277,3.265793681220277,2.906222566286036,1.4961058995569427,1.055051271864292,0.5693298228830097,1.8104206729405536,2.7624371084482213,0.4445985388445348,0.2663164997863695,5.120029723394182,1.7687183459369693,7.749867523119899,6.981594229396504,-0.1061042161662033,-0.3753234749998646,12.783251247410654,5.914500043028287,18.305433458559172,10.983082327869765,344.5579777017821,185.93137381015924
2022-02-03,-0.7726938594935673,105.3093894942751,7.950997967683665,6.113738240113394,6.113738240113394,6.113738240113394,3.0048898382201523,3.2868969002963806,3.2868969002963806,3.2868969002963806,2.4121548991855795,1.2317154827944354,0.7905083951616958,0.3038237727411658,2.062658072954996,2.6615172827663685,0.46880002825967,0.266672689661273,3.5140384341025244,1.5211330126085356,5.542490266822308,3.744805732179612,-0.4811752035872034,-0.1289225593588452,11.028805306833483,5.945284363940464,13.55417075889427,9.103504893126516,259.8319593715244,99.86374168592897
2022-02-04,-0.6373804653960979,104.63816801741068,7.674970835811336,5.437390001469344,5.437390001469344,5.437390001469344,2.81763729261892,3.2753645967931067,3.2753645967931067,3.2753645967931067,2.4725603107234724,1.026157582471342,0.5804013983958837,0.0879049866809095,2.1323847116895327,2.5268471734265474,0.4891832344485592,0.265691262199294,3.2671300359417588,1.3301319730388268,3.8861229460941273,1.083667106222907,-1.4462792380845608,-0.4751093892433154,10.009751905649612,6.04463506664789,9.254146281529312,6.01003764717976,190.10261922350887,28.79208812562206
2022-02-07,-0.002954166603053,104.63507683159708,6.291871363268791,5.434275205306804,5.434275205306804,5.434275205306804,2.5048903595212453,3.2421013336863584,3.2421013336863584,3.2421013336863584,2.226933357542798,1.0322906392668176,0.5789337846167304,0.0772420493211074,2.4751214229734915,2.372531518819764,0.5046538289794633,0.2610274049497206,2.253717270930419,1.410641263043697,3.71930596269859,0.959387966059991,-0.9445588872344324,-0.1919701171011256,9.87109511248404,6.025537765044416,6.7023002546297965,5.921457567101713,187.69619952219924,25.042655112063006
2022-02-08,-0.3735582106958346,104.24420391082477,3.9202840132335046,5.040416813389754,5.040416813389754,5.040416813389754,2.252616663592264,3.210980656389787,3.210980656389787,3.210980656389787,1.4210946479531996,0.9161676773435652,0.4553593185536344,-0.0553795349415928,2.4326612593651817,2.225587887135644,0.5252000218753446,0.2564987173942785,1.3159174842766754,1.3218065693850771,2.783986867254157,-0.6932690239693323,-1.3573089285782636,-0.2414580384626622,8.291759517762308,6.197716643315694,3.302789694993908,5.066059013983016,146.21499635825552,-17.782261545731703
2022-02-09,0.9452909181403512,105.22961490308148,5.104085696926995,6.03335433390348,6.03335433390348,6.03335433390348,2.1176745018275023,3.164637401651872,3.164637401651872,3.164637401651872,2.0680835534062623,1.2398252062889676,0.7691654037121273,0.2466990011636368,2.258108850908094,2.094280166712839,0.5529565214760207,0.2554837531554395,1.9394670929774,1.873482488969589,4.40202712167419,3.055822048917564,-0.9079037388624928,0.4238014780910393,8.442692264208636,6.509273132287511,4.29125972206867,6.890625980590719,243.41296046440596,78.0712886032604
2022-02-10,0.065440533170924,105.29847772412776,3.925850337143369,6.102743126318597,6.102743126318597,6.102743126318597,1.95025038981028,3.1463221738076483,3.1463221738076483,3.1463221738076483,1.6386802487564138,1.2655562862964536,0.7890343518175125,0.2592513945885762,2.3261440759643093,1.994908730647981,0.5951688034176617,0.2591808871952565,1.373877408082197,1.9960050024357847,4.171180113547118,3.147178097164575,-1.3179324063039268,-0.1432932561887681,6.71687734808135,6.075823085524487,2.857369714651389,7.018060022778537,248.25562770193844,81.56884113845936
