,REAL INVESTOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM ACOES BDR NIVEL I,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-05,-2.9823815723361347,95.78475532798215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,-0.2388342177610525,95.55598855686024,-3.214092842398237,-3.214092842398237,-3.214092842398237,-3.214092842398237,1.8520424134961884,1.8520424134961884,1.8520424134961884,1.8520424134961884,-2.111926195136974,-2.7472296715843902,-3.427151648569704,-4.185490070071523,0.2579951011896522,0.0503153644887019,0.0139144583978671,0.0040194042845859,-15.160663398379995,-101.12191222488272,-456.1607810482527,-1928.570649329,1.2278711989696716,1.9175882963576416,9.80015649258032,4.221718477228964,-391.1376887567303,-508.79858713894953,-634.7230210634475,-775.1705131039595
2022-01-07,0.1742456259407054,95.72249068724496,-3.0454476326491,-3.0454476326491,-3.0454476326491,-3.0454476326491,1.5919035314514356,1.5919035314514356,1.5919035314514356,1.5919035314514356,-2.351104576296586,-3.097303267575752,-3.8933121064033593,-4.781430232909085,0.0334274647703065,0.0198415171971614,0.003662042160499,0.000612267108731,-111.96576538292612,-248.4995457068828,-1692.4374487216742,-12431.78927075239,0.108727838271848,1.7066191689898949,7.145944954129455,4.689410063411236,-374.27316778181665,-493.06080096299104,-619.7777291226136,-761.1575673156633
2022-01-10,-0.4784735843067711,95.26448385506598,-3.509349554509754,-3.509349554509754,-3.509349554509754,-3.509349554509754,1.492542835315721,1.492542835315721,1.492542835315721,1.492542835315721,-2.8184340845326434,-3.6218582125421928,-4.476169739914593,-5.429660666115004,0.0768429687636844,0.0802098970131832,0.0088644826356792,0.0013500344363199,-54.743246745391936,-67.39540539206484,-753.6677942236919,-6002.810674590256,0.7729499943658923,3.1465225397265093,9.55955845764624,5.303907983628533,-420.66335996788206,-540.5778525659254,-668.0875074966561,-810.4001125405534
2022-01-11,1.3675092818677292,96.56723451410738,-2.189830953533133,-2.189830953533133,-2.189830953533133,-2.189830953533133,1.3255256643082585,1.3255256643082585,1.3255256643082585,1.3255256643082585,-2.1780906069509225,-3.091248910149725,-4.059186519697451,-5.139858109813487,0.0599652652954137,0.0726012204641105,0.007724472756668,0.0016836085694557,-48.14645586038979,-56.43885514560952,-696.5596329443239,-4046.6732939375074,0.5226625864008488,3.093977698274175,11.197935117779394,7.117397153980185,-288.71149987021994,-409.7529765168394,-538.0555908073092,-681.3013835460712
2022-01-12,2.3615100706488423,98.84767948210512,0.1199660386178463,0.1199660386178463,0.1199660386178463,0.1199660386178463,1.5389414709162514,1.5389414709162514,1.5389414709162514,1.5389414709162514,-0.3751396771493187,-1.1689878360916666,-2.0078488891678483,-2.9447227349131886,0.3285279363334801,0.1005398313551031,0.0142780857660156,-0.0034881216122398,-1.7572874106060796,-17.89344417740366,-216.41289830519108,1299.196656792562,0.5442613363760525,4.342317163275533,12.777481207890736,7.3138463867254275,-57.73180065512202,-179.90038599581152,-308.99619228735304,-453.1755937107829
2022-01-13,0.0112777498539662,98.85882727613355,0.131257317941547,0.131257317941547,0.131257317941547,0.131257317941547,1.630919061250782,1.630919061250782,1.630919061250782,1.630919061250782,-0.3470599741433048,-1.1030497815067146,-1.8994671762917992,-2.789231939555925,0.4425717958726915,0.1235082147726395,0.0196431067969796,-0.0023319431327464,-1.2789489355312205,-14.56571060863829,-157.70810880643566,1950.7386233358693,1.004343070272239,4.584144325317841,13.580046740085196,7.070754475647567,-56.60267272275195,-179.89849141678113,-309.7877224034495,-454.9011536471248
2022-01-14,1.1693697304125503,100.01485247814148,1.30216193169905,1.30216193169905,1.30216193169905,1.30216193169905,1.827664167214632,1.827664167214632,1.827664167214632,1.827664167214632,0.3309568012441913,-0.3498202197884705,-1.0648470325518444,-1.863942867362442,0.6427732453328538,0.1630995686637662,0.0390112705783288,0.0017938908974213,0.941043969894474,-3.920021897743815,-49.887705171052936,-1899.034993326892,1.4746034528110978,5.190148937597846,13.592991252990869,7.428238482120226,60.487788652998354,-63.935388067453445,-194.6182764959839,-340.66615884136314
2022-01-17,-0.4768406972300854,99.53794095825108,0.8191119964348043,0.8191119964348043,0.8191119964348043,0.8191119964348043,1.876478851569952,1.876478851569952,1.876478851569952,1.876478851569952,0.0649237006661762,-0.6041521022861233,-1.304808965857329,-2.088099194529144,0.8751824415581554,0.1937270976536548,0.0500561703681139,0.0070426652447178,0.1392029198493036,-5.851936341390024,-48.91397827209357,-556.3623773617533,0.9584917269484748,5.129704445601461,12.09536982728839,7.148425966206874,12.182795126573776,-113.36786430714368,-244.84464297701373,-391.8273978514189
2022-01-18,-0.2120098256856661,99.32691074313438,0.6053655728333078,0.6053655728333078,0.6053655728333078,0.6053655728333078,1.8692286204537745,1.8692286204537745,1.8692286204537745,1.8692286204537745,-0.0491745479017138,-0.7268779891044899,-1.4345009107528228,-2.225832946642857,1.095103853976083,0.3466824408041969,0.055172682614409,0.0079981319652575,-0.0839358495562067,-3.91915188337843,-48.60032232229904,-520.1952988881246,-0.5206118925218782,2.611591227839297,12.334803885729537,7.846117988886522,-0.30160542289767234,-135.87011408119994,-268.1410158446182,-416.05906482137885
