,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PETROBRAS 2 ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-05-27,-3.780773167060602,127.42013533480024,13.009620397270927,10.788033299601915,25.83515713343966,25.83515713343966,4.813201755006676,5.835185004738412,5.821467331605134,5.821467331605134,2.507788529241546,1.3747494765925805,3.563399058297903,3.090810251384585,4.516745831664755,0.6668608067454381,1.5167751729976793,-0.1014808401120337,2.6723868466342613,12.02937322143034,13.676523440422557,-177.30490688450635,3.635659118422034,1.5156367984130703,2.23770608398872,3.548139143418407,1207.0492150131017,3.134911201789879,134.34797747028435,1799.3050906625613
2022-05-30,-1.9565362589198048,124.9271141858102,10.131389418848569,5.298805840322961,23.373146657655216,23.373146657655216,4.411132220170353,6.017275293866288,5.973099279407701,5.973099279407701,2.0830682581212723,0.419689059569412,3.0575861768744224,2.594024785832898,4.097694130079768,0.6660273210025479,1.5647780605952388,-0.1097315535510749,2.242404927874401,3.791713237005992,11.67147357809212,-141.20248075966862,2.07114648198224,1.1349728515262107,2.118350254597003,3.377115989562552,918.8689510212878,0.9869032522083518,118.87623708995129,1549.43675790242
2022-05-31,0.6719734178472159,125.76659118482247,6.279905777723542,6.86924197208107,24.20218140795632,24.20218140795632,3.831625179875101,6.04919020104668,5.976210694688714,5.976210694688714,1.3920030876781,0.675878030487123,3.1915478153536885,2.72525816751916,3.355219455669116,0.6539353040120612,1.6547760184557434,-0.1221791425739966,1.589652823513338,6.252170106188402,11.526250062849352,-133.3019422415072,0.964839531262187,1.2943184895609348,2.0687199855275016,3.4856577539250315,533.3634081211295,1.5977639594771533,124.76838468953507,1628.6717006515769
2022-06-01,-0.0895141164427126,125.65401233194326,6.847124285795118,7.504164512095642,24.09100292266641,24.09100292266641,3.598617029709666,6.1254360638587615,6.020732232255766,6.020732232255766,1.6387630654593015,0.7699257242616366,3.146335230507375,2.6805445086430866,2.723607916344722,0.5875785894801335,1.7524340211094582,-0.1347772471694429,2.165245826916098,8.026382993392344,10.80967483375194,-119.74454933697945,0.245023155477621,1.294866961778768,1.889742906932785,3.486780165907177,589.7280675021059,1.84303206934061,124.52914369132137,1613.8840723183625
2022-06-02,-0.8451427763568331,124.59205652351731,2.389524839107653,15.43906771914864,23.042256775356744,23.042256775356744,3.296833859290408,6.232152481506649,6.097475257200783,6.097475257200783,0.4366860114217167,2.028789735455854,2.931631512382592,2.4687897307297906,2.18910863805059,0.5403543631983766,1.877185346694442,-0.1500031746248603,0.6576563644715391,23.39895417784313,9.52252831158108,-100.35377141852474,-0.7862118571215101,1.841271685856932,2.160077285196165,3.416441723175463,1.4614977940646157,4.941083126545181,118.0849772505692,1505.3384298356282
2022-06-03,2.2793314713956514,127.4319224787169,8.753457106320294,16.207841081814227,25.84679765715289,25.84679765715289,3.122687898645066,6.121559771957675,6.017337927274592,6.017337927274592,2.499005263680761,2.1898328704140813,3.433601893313023,2.9616422800750204,2.127489339407912,0.4739820449807757,1.8935112978617337,-0.1672456326051981,3.667991820686636,28.282068801532656,10.911549840302564,-106.557057074156,0.1911772157769546,2.006241797463502,2.817323381838288,3.811543739277791,7.921867483592002,5.238658828074967,137.1474133337478,1782.1202418915418
2022-06-06,-0.0615442334690574,127.35349547883249,7.455002830454699,16.17934841393344,25.76934621018944,25.76934621018944,2.617640102194719,6.166169367903041,6.072736858652808,6.072736858652808,2.485123609707267,2.16818437536987,3.3864038448246743,2.915821339684885,2.2023677711466454,0.426556727330615,1.899017788573681,-0.1873825592274434,2.953711593905944,31.34258874086248,10.829145240496246,-94.49660521104413,0.0947805013763061,2.337215853044771,3.173518681284003,3.842354846112454,6.603736759565075,5.224668145531829,137.16220901303134,1770.701572275081
2022-06-07,0.3115621610219721,127.75028078148335,3.0133775261496805,13.379672526317036,26.161195903145103,26.161195903145103,2.1010431314351816,6.185195952211963,6.107385964030087,6.107385964030087,0.982147336483312,1.707691671251915,3.428248000409629,2.957422010115653,1.5222483199433852,0.400685084658286,1.9158587902084188,-0.2118863981786051,1.3555829810029727,26.360870461802453,10.928589218539564,-85.24434711032706,-0.356963855872257,1.960088750769468,3.3307047029797765,3.862981861066559,1.8461442753631472,4.127717570576834,140.31275132227307,1806.2117674293984
2022-06-08,-0.3535982702042695,127.29855799845892,2.274165048412612,15.716623161041298,25.71509209676256,25.71509209676256,2.0146411064375243,6.262450687018599,6.174445962883684,6.174445962883684,0.6573485636756122,2.058626852814263,3.316629562046393,2.847098142199933,0.7286200471861428,0.3531478474165039,1.8567558496824743,-0.2303811857552049,1.8175748015072448,36.50609579821872,11.029102190931594,-76.3050748801993,-0.0374502293096839,2.176548024893452,3.5433442524586045,3.823612768537428,1.1832639059805086,5.03812575157285,137.88069387982947,1757.9253630040014
2022-06-09,-1.0748882324597364,125.93024077844257,0.9737605818441056,15.947952448343564,24.363795365388548,24.363795365388548,1.9787838890009464,6.332248923805863,6.269997789253076,6.269997789253076,0.012086701940009,2.071312889875111,3.0484654647735123,2.5823269328480296,0.6182284472271783,0.3029040985414282,1.8070221257563963,-0.2483116264904457,0.0386862998254393,43.30106089991714,10.577552677581885,-65.20509888693759,0.1183784129635295,2.1181771112729746,3.2810376782282678,3.7443291854994456,0.021369501242862084,5.125671125508854,129.29363774868943,1619.1184160085822
2022-06-10,-1.1409665940417812,124.49341879936416,-2.8981523996182745,16.81036891808566,22.944846005186992,22.944846005186992,2.0129629149543424,6.363032682068667,6.3558032565946085,6.3558032565946085,-1.911607999236098,2.195678672060821,2.7819834009942834,2.318424432199869,0.5803336007720282,0.2538831651403705,1.731947521440384,-0.2626024443406146,-6.630662097237305,55.029939231770456,10.209165659434351,-56.11314697905661,-0.0513646083414617,2.2413957852728448,3.470589133807552,3.689968126525508,-3.429884635421999,5.459840905752095,120.15859415292998,1473.5449556344438
2022-06-13,-1.372250047418988,122.78505780085636,-4.298520320238017,15.11472720418974,21.257735297581608,21.257735297581608,2.217139070274289,6.348680806337667,6.443127420200058,6.443127420200058,-2.367178496549062,1.932405038533612,2.480386084889941,2.019444944576771,0.7655591268749176,0.1891086197283404,1.5840067970118648,-0.2669321707244435,-6.85559579497978,64.87394808249444,10.089251906232407,-48.74474687960679,0.2015113303574169,2.485110599781288,3.5461816949624585,3.657379247126987,-4.6780928980864385,4.794338618469667,109.1010571734249,1301.1541095986981
2022-06-14,0.793636709284895,123.75952509308064,-1.3063955845136672,19.18069314238508,22.220081197750723,22.220081197750723,2.2831417312766367,6.196926687843362,6.398118276608909,6.398118276608909,-0.9882168786894068,2.63467334076924,2.6461847463541592,2.1783087038092264,0.8685883969701051,0.1050521427161285,1.5122513487421188,-0.28516993087133,-2.5975930638242004,155.4168921930584,11.195627633604047,-48.87288322213237,0.3985922537103634,3.01763938194106,3.650457351449484,3.7636376303034296,-2.011083205090239,6.380433492296042,116.10489371311665,1393.7076729938074
2022-06-15,-1.191821574030405,122.28453237310372,-3.287343462981537,16.73932255568975,20.763435902238434,20.763435902238434,2.4575814862054246,6.078182743453033,6.46973321411454,6.46973321411454,-1.7241288223968243,2.2838845304595377,2.389707430365879,1.923837465983584,1.0305605183391773,0.0500787863820738,1.4911766040122365,-0.3070689720197355,-4.111536390491777,277.200558239719,10.368167990736238,-40.53393955880371,0.0984153713180982,2.7827917114377425,3.428451583690849,3.546823210567537,-3.7767873985402747,5.424940095389412,106.50174599059294,1244.6715152231945
2022-06-17,-6.876531995482072,113.8755973789416,-11.172575562566744,5.19725503199806,12.459099593577523,12.459099593577523,3.6852921601584354,6.3499500019369925,6.917526354569728,6.917526354569728,-3.2898866026066016,0.3676175019330155,1.0323621750694103,0.5936728912165018,1.17879008688807,0.0857192914625691,1.34849734613147,-0.2859843157699355,-10.28528610755751,27.23252510936773,5.295815059622174,-14.360045794565517,-0.4860093186901192,1.9338351106792124,2.785263854267429,2.9870249429149798,-9.184854373718684,0.9159940002040257,49.41271738941457,410.6747870983758
2022-06-20,0.8110259577283729,114.79915803320308,-13.631280394113986,6.744949781137658,13.371172083109055,13.371172083109055,4.263461598126531,6.197195390533004,6.83178547508928,6.83178547508928,-3.4208522728543675,0.6255410251248235,1.176620994900203,0.7294107353382344,1.5176650472511433,0.1188964124376972,1.2925598749225853,-0.284599906372376,-9.60994148517475,32.60485222398295,6.218994089636079,-17.50941428820379,-0.6389165371036492,2.1603299976494927,2.78215822890486,2.99415688059536,-9.130548723308564,1.5537141534001595,55.86500598126055,498.3177667057941
2022-06-21,-1.0096217541815111,113.64012076008264,-12.379833128530382,4.660466908864693,12.226552066787413,12.226552066787413,4.640707747995779,6.150299942050362,6.872550599820161,6.872550599820161,-2.8734839490309643,0.2905011568212042,1.0009031053920343,0.5533467054652047,1.728502956489781,0.1596471406760187,1.237741763899937,-0.2787093070190416,-7.714767959141956,11.191363906659674,5.557505966066754,-13.64469408369483,-0.4153847686147893,1.980353217154445,2.390824124289312,2.9221076645360022,-7.891500045899586,0.7289155592465195,48.01484296771087,380.2903232553403
2022-06-22,-0.452680217535395,113.12569441421842,-14.34035442556565,2.435770285496034,11.718524666759013,11.718524666759013,5.064311284644335,6.096131522203454,6.8760126942245074,6.8760126942245074,-3.0206071246100485,-0.0727470363066988,0.92432678676126,0.4739970431551014,1.8359720220405635,0.2195182527605801,1.1930642149978916,-0.2718894914558875,-8.331986851650274,-2.0202215332855578,5.327192484264902,-11.987258750999382,-0.7737251753075007,1.8967514174793656,2.411663613576829,2.9292501023416317,-7.896685916734683,-0.1870868205139502,44.5561659987633,325.9209685759359
2022-06-23,-2.002280091762787,110.86060115629412,-16.285433997807097,0.3069013958379184,9.481606888545407,9.481606888545407,5.48760085517975,6.2125727027938815,6.995542430255385,6.995542430255385,-3.1423838997656564,-0.4149316118223444,0.5866186525129475,0.1410346714605968,1.9069259238280631,0.2813687379016051,1.112949866478987,-0.2526572441879225,-9.042904268163854,-9.161617684887297,3.687242163940764,-3.904950485432769,-0.7605477421209352,1.8203922762858424,2.269352027587313,2.80941301781596,-8.135171183272593,-1.1181431653294325,28.892611892015793,98.66140283397336
2022-06-24,-0.6225091521878556,110.1704837679257,-13.537618306204555,2.3878141384811173,8.800073865701869,8.800073865701869,5.686206609469634,6.258463087414421,7.021546494443095,7.021546494443095,-2.549697569354445,-0.0802639175654059,0.4852394322565401,0.0383663898263846,2.0618858578049544,0.3258836920878497,1.0881646179927458,-0.2434104014269981,-7.031479029807365,-1.5414357254764153,3.131080700649266,-1.1067373802046911,-0.3993219280526749,1.971062337438089,2.060705440366557,2.6982900884391383,-6.739194118954864,-0.22459938580297686,24.090536695744316,26.93913899898881
2022-06-27,6.340422227107778,117.15575760845942,-6.220712475429517,7.566624696295468,15.698457932192506,15.698457932192506,5.28433803151916,5.7430968358624535,6.577090636865934,6.577090636865934,-1.3592952637647988,0.8133299741540986,1.564591747730789,1.084381300880487,2.147998616619021,0.3502076454811007,1.1053403194289968,-0.2586269275073693,-3.344031789779406,13.33789499272531,9.30976781868754,-27.57668804850311,0.8912462885945137,2.409162211409882,2.839123953563888,3.1860076178092096,-3.338881879029878,2.134565419926963,73.06761851586514,713.2074100813552
2022-06-28,1.3743524183373437,118.76589059637271,-5.56642310370149,7.161916041871858,17.288562486762597,17.288562486762597,5.176503200929122,5.543884396126433,6.466948073340985,6.466948073340985,-1.261558311177692,0.76857209895138,1.8347929251759232,1.34320941766989,2.0686960659731914,0.3840810588439681,1.0701333514383768,-0.266143479033897,-3.156800432594185,11.09368652413986,11.087880362290884,-32.63828062677208,1.3549277848299746,2.4229834498266314,3.0026665378398305,3.202013878078505,-3.0355715675761523,2.1256493505215843,84.60453903463264,868.6465555693761
2022-06-29,-1.3122530986832135,117.20738151684311,-6.722133784941526,5.374499929197532,15.749439691129076,15.749439691129076,5.193419657814784,5.537165085831259,6.5277899785340825,6.5277899785340825,-1.4803243728140871,0.4457171038203676,1.5796050338060093,1.0894373035699334,2.020352622270088,0.4177329002265489,1.0174064140399794,-0.2646204109825824,-3.8052494465430353,5.9081034414418685,10.134917342201527,-26.874789764244976,1.3426202175434498,2.343339664785845,2.827346099731883,3.13586800213266,-3.5736084594875615,1.4080760446217175,73.82848853454527,711.1617912485003
2022-06-30,-1.0536030740174618,115.97248094220627,-6.918238467059941,4.305446578910656,14.529900036385346,14.529900036385346,5.204605476616135,5.529610924174583,6.57052403782836,6.57052403782836,-1.51516283548339,0.2520079616956817,1.3814317069493118,0.891305111235963,2.0475349001157634,0.4433493706403896,0.9620802384561256,-0.2596047995827916,-3.8513750320330247,3.1431328659801223,9.434483605748284,-22.5586802240438,1.804856448770462,2.4628617127324555,2.9000142029928884,3.0915476042120718,-3.665589130448183,0.8592583091916873,65.25682705878182,585.6341658415175
2022-07-01,1.7597695808625025,118.01332938399878,-7.391078241239882,7.23680782745838,16.54536237821788,16.54536237821788,5.040935589337278,5.352094957392894,6.43429382469857,6.43429382469857,-1.6585093898559184,0.8070516526912874,1.7215767125100654,1.2178579124295583,2.2348173438829173,0.469699280526859,0.937746974720086,-0.2668600207749929,-3.740994328444213,9.196133057473658,11.81249389085458,-29.36391754204685,1.1463338966569765,2.740700709063532,3.0194129845146827,3.193820152787514,-3.886205332453432,2.961126210085046,79.96435421777402,783.60556453058
2022-07-04,2.208464509175889,120.61961187954124,-5.287553022375024,9.739428547043248,19.11922534343126,19.11922534343126,4.698518641570663,5.1237799382552085,6.282837231564407,6.282837231564407,-1.332055641621391,1.3303825394578317,2.170345745465457,1.651190077625309,2.417953474542597,0.473211999487559,0.8999965755738638,-0.2744717760120286,-2.5884237764134097,14.404933461663555,15.151089931962376,-37.796813380328665,1.677250183096565,2.909813628386272,3.37551374125277,3.352993729690274,-3.272463936532787,6.219975695747536,98.83532290998602,1037.4158496094014
2022-07-05,-3.996762014022237,115.79873305047867,-9.35539840530588,5.032514770802575,19.260934875373064,14.35831339350744,4.649688873723153,5.2348771318775,6.453680103474119,6.518326483195519,-2.221290162081521,0.4019622263420783,2.132515385686389,0.8556605261752864,2.338625449152844,0.4545942370502323,0.8669122841088237,-0.2720552481103416,-4.416401162350527,4.628793537310502,15.875391740589372,-20.50125739949424,0.4310633596985636,2.4446802103093024,3.10931481010909,3.072928993859348,-5.400335426241435,3.0321940408573154,100.15467455373893,557.7474668393382
2022-07-06,-1.4139592347976904,114.16138617073273,-10.319969082356168,-1.382162640506045,17.699539101854384,12.741333460521078,4.40593772794605,5.233054576202193,6.386716513231668,6.586037862561006,-2.563507262887575,-0.8247392595764762,1.90803955244337,0.595913836560147,2.4165540334898634,0.4829486484379871,0.8141172270871199,-0.2719911937088496,-4.6738675026061465,-8.936572388098254,14.96849263476546,-14.429552063403523,-0.4509351800178692,1.7875127880724404,2.9118189078005106,2.8763906532452235,-5.829973708171293,-8.465090257054872,89.03625716131863,392.47110904091187
2022-07-07,2.7749720275395795,117.329332703222,-6.829898856743013,0.2695452987340067,19.996280556022946,15.869873927525656,3.8635487479752326,5.07727153543287,6.051366193873049,6.384928740307899,-2.0205148728906304,-0.5258038493824093,2.390828439710712,1.099065694660469,2.7608094634396765,0.5285179814746394,0.7891125583794871,-0.2871435236215854,-2.8275611956560143,-5.051197899154999,18.33423919285548,-24.43884526043538,-0.2871782822554967,1.784475740122469,3.1099912037039283,2.9067089796897925,-4.165661846581995,-6.419689146645873,105.70699583743736,701.7456141324096
2022-07-08,0.8437023538220734,118.3192430449628,-4.95943947394663,2.478038372883792,21.45202551214252,16.847470781222853,3.4560332059959453,5.026141437026041,5.84766866956483,6.310925577018903,-1.7180601485906168,-0.0928361126550197,2.7204773939211475,1.261185179072784,3.3116207894785843,0.4568670135724094,0.6994637963325682,-0.289591462858726,-1.7929809301512412,-1.0213200314446849,22.74377960103629,-27.48439379185162,-0.0119691796305682,1.9979338362344905,3.2603809190188886,3.108706424428762,-3.1699284800923317,-1.1220481657316206,116.23308407491523,795.9245803967598
2022-07-11,-0.0687394061996804,118.23791109987374,-3.7033388120870425,2.3043257841399214,16.571655653202072,16.767150523648496,3.147154125028647,5.005570519332335,5.684139545828399,6.294642384788044,-1.488121237632335,-0.1290106485878675,1.937497380774689,1.2459971666470004,4.077672759952457,0.4031389737374871,0.5955645646768093,-0.2827973096394933,-1.148534266298491,-1.6018592627362356,18.491707088007665,-27.734021184643943,0.1850663030145047,2.1539413950375272,3.0924007708461123,3.1474495174289787,-2.500285024984127,-1.5528839111996686,80.46513381849742,784.310657650202
2022-07-12,-1.8487459205181245,116.05199254190896,-6.22782977340514,-1.986455777652048,10.755167033128476,14.608422591837266,2.9728540739114284,5.094428781265567,5.680099221583639,6.388761152840547,-2.425148471740188,-0.9700804231054442,0.9122093514266552,0.8841382166206413,4.2876795364112255,0.4419295003212136,0.5164629309367484,-0.2833308472997639,-1.681471866735478,-11.18279187974233,10.032548933496322,-19.936226308995973,-0.7975957415550887,1.7262095132190654,2.504926381487801,3.070274362075112,-3.696918572588782,-12.007740203353217,37.85753431587887,564.8547892087673
2022-07-13,0.3911745703856439,116.50595842515877,-4.725515022876219,-1.992310655156008,8.568845922073747,15.056741596536666,2.5744591856576493,5.088592537330388,5.590098051973294,6.340193128295531,-2.217581264327396,-0.9734151288568016,0.5330924609386358,0.9559684121523636,4.899782487090914,0.5001647257146808,0.4540494334091562,-0.2837018524148542,-1.1651685500185422,-9.903363243674322,6.563248201940435,-21.36406338557506,0.0209067668151653,1.7751847095493638,2.2307227000688736,3.151925044348736,-2.9274771637581285,-17.406169803675066,21.773279561487087,606.1024357596006
2022-07-14,-3.008510558036948,113.00086436519572,-0.7681479033958871,-3.315896314280567,3.146777622837881,11.595247377871567,2.391942962759229,5.311585178737977,5.725720570361471,6.514413738999723,-0.7330777059759351,-1.182763930580703,-0.4291356317423642,0.3935389909189717,5.444311242708005,0.5407901375631537,0.4067923322723851,-0.2681317073099227,-0.3220756458979804,-11.616985827306586,-6.040209018731102,-9.5612556791405,0.9330890930302712,1.8143804983456844,1.871171685162616,2.990334607330216,-0.899143052100576,-25.549202874324127,-17.95256914594889,256.3675809274637
2022-07-15,1.855086785594806,115.09712846764238,0.2595580312123122,-3.057961766152818,5.4048193338979,13.665436065330294,2.3229300454414576,5.233601879053264,5.597894475391161,6.371690595635934,-0.3124390795929841,-1.1521453078933117,-0.0382559372070211,0.7216292605109136,5.134385791430672,0.5915600106066894,0.3846610352299264,-0.2704300815909692,-0.1413555885434126,-10.193166779730008,-0.5567309395246849,-17.002540344929763,1.1028655598465311,1.796783589514093,2.0740862950023105,3.081270749844632,-0.37215978505160136,-24.941173216484263,-1.564679655740734,459.7998372733102
2022-07-18,3.1183412225668894,118.68624967063964,4.440446628185484,-1.1037278274231022,8.323079928628939,17.209912213965904,2.3102232282968607,5.075498951699961,5.404957494923902,6.160890235151836,1.4955760245574743,-0.8040764602793058,0.4975103036070794,1.31581578144205,6.460456584541778,0.6484698709176023,0.3689102647562681,-0.2790306549284787,0.5348096417649117,-6.293413794937583,7.289095211431797,-29.052709643042245,2.0965639600372312,2.0392029624608528,2.4840399194689744,3.26090344143932,1.8964211391322279,-45.917276299648634,19.646999993576333,810.6596599145007
2022-07-19,1.1080970131678305,120.0014084582809,6.077941956216009,4.822736829346511,10.55642038458342,18.508711750345487,2.357593330961665,5.01988277847009,5.32826384532105,6.080064891261309,2.1600883124189183,0.3665268485932254,0.9209893948638976,1.5410207915153649,8.758382487328415,0.672675399807702,0.3599012606533965,-0.2944464870963479,0.5814555149897874,2.7352298235167005,13.635057809101085,-31.82074441978457,2.095670995310228,2.4236128415571363,2.793556331933321,3.1926985492002413,3.2142366699236726,20.701384744814693,35.85438139803321,936.9506411196284
2022-07-20,0.8439909682223412,121.0142095074084,9.15889707002351,6.390744106283963,10.786544333939652,19.50891457407505,2.4117204933080645,4.937631916434528,5.261637520435704,6.020360348084729,3.389101239606425,0.6890904891994358,0.9735197955612764,1.716476607234689,11.637846563319448,0.654446515750796,0.3422187264606401,-0.303511129724862,0.7023262309726865,5.199011853366228,14.967936840245486,-34.047541235072664,2.3893328024299043,2.651390961624842,2.956898999507469,3.309414835215966,5.50259191876977,38.282033221422786,37.42549861996398,1033.3807704610726
2022-07-21,-1.104158713647052,119.67802056838124,8.629840294141925,5.370906865546889,9.192018998135822,18.189346480220387,2.215944586025454,4.939930079561182,5.2970391618778345,6.073047559119786,3.449774053819767,0.4812180993799062,0.6631422808042242,1.478388927991835,13.787020111873495,0.6861919023703604,0.3310356648294478,-0.3157667279591062,0.55447138508121,3.464313344043247,10.611215057829885,-28.43341452913709,2.242471173679597,2.1552636063246515,2.6172120845026368,3.1745143707277323,6.681185778443351,26.746242858208245,25.665030510868547,897.8326270570531
2022-07-22,1.0670487508278814,120.95504339187168,3.242935610650624,6.209149434886309,10.174938338701532,19.450484425449208,1.8475671209292464,4.829655270744109,5.2247325748186135,5.999763541580893,1.221933118698398,0.6646378833289512,0.8575588197008203,1.7006568660820662,12.548263449260569,0.7037924110875474,0.3149807679317004,-0.325517691439567,0.1799136161916275,4.560964008400734,14.224727209647993,-31.34557454230628,1.4919331438533023,2.559305177056268,2.655871206967608,3.28245885418344,2.993740339836771,36.116133779758876,32.736320696630656,1020.3539061858401
2022-07-25,4.310482777341562,126.16878970560433,6.233186205280481,10.06487023980068,11.238353780986838,24.59937698405926,2.325291253080081,4.607758014604775,5.028948998960418,5.775964702457727,2.2568588093041004,1.5322501470535297,1.0994015480746206,2.6517638936346897,13.264634934161606,0.7608612880343841,0.3106136279037167,-0.352795352983591,0.3956274767273302,9.279270750789184,17.799715846206247,-43.414672328743016,1.9871022456299816,3.1953813777817497,2.9054954028475817,3.531779143112236,7.968889031511109,79.43636510228534,40.39572973202921,1531.6494648885832
2022-07-26,1.431759474531047,127.97522330611548,9.18699970080382,11.619324579995183,9.622027996544196,26.3833403692352,2.872471651942353,4.550221586876973,5.012798535207051,5.7329565559926445,2.8552649209571688,1.892047896261463,0.777491798001152,2.976563501621667,15.851473958766183,0.8112858368540139,0.2966486533650941,-0.3708879407945865,0.5174072496708865,10.611842078198704,13.13813395727442,-46.00987889870868,2.5714759678141497,3.479098965065765,2.8720161968597298,3.721305658498006,12.454267578078083,860.9237180974073,28.475932140639433,1706.4509240950358
2022-07-27,0.6425882890678469,128.797577103989,11.05874088196318,14.231281095137517,9.91769983044204,27.19546491378065,3.3488947121300487,4.5352427639191415,5.04834070045692,5.740802986033597,3.0079801221899585,2.473018300533649,0.8275948251723072,3.107696468659546,15.151816383861211,0.905360198823736,0.3061868685342596,-0.4047939976444042,0.6648317581332248,12.388150447862165,13.645198631166666,-44.07346272619172,2.2290173413991603,3.746691621646225,2.8630446320447467,3.5859619588301204,15.296514643243807,1121.5738352534843,30.525887941330897,1784.0673166966787
2022-07-28,2.108752941990089,131.51359980038131,11.439614903545811,15.937805558751428,15.689467206140089,29.87770302222797,3.842206606588461,4.465447933797456,5.041147531985968,5.691923378223669,2.720905931776365,2.89261175477897,1.9707110046889664,3.599299826479922,11.960934028698857,0.9854754900274386,0.3115617872464847,-0.4396474872730028,0.8740356498826143,13.107182587865625,31.88659625220924,-46.59855775510421,2.075605620690128,4.036441851290925,3.482456291405267,3.773821220183721,15.874873489508317,1291.6807183655988,72.58622853099183,2048.6938827577465
2022-07-29,6.408718250482748,139.9419358726552,16.019222489631712,18.258876373941995,25.280454850502736,38.20119907912128,4.805790287583381,4.442480705357222,4.950791975367627,5.520662410117316,3.128286802673335,3.4288099572516333,3.940890145295246,5.212137324445395,9.76961182041005,1.051719885900457,0.3025283540019965,-0.4821052117502022,1.5388421371722198,14.483345120345872,64.49156599385825,-59.68500215746333,2.809321489541909,4.894769666050185,4.750378840769487,4.279376998566524,22.8290273822495,1523.2422077427102,142.55120395642967,2877.4450603435134
2022-08-01,-1.2541924242072011,138.18679471465146,19.33359810975949,17.50409999266339,20.17231689610878,36.46789011010743,5.604041788664175,4.720263061687787,5.177759257417079,5.728958654604121,3.274112978655036,3.065970963197252,2.778669541236205,4.713796545658625,9.00777449950628,1.1060780304281126,0.2843880025503328,-0.5007376069619242,2.0369366433624907,13.08423916546447,50.590326636202846,-53.930731666310514,3.262735421606124,4.60867527698198,4.207622800778912,3.9589061786370574,27.86192107181937,1447.2189485787312,105.11885865433804,2700.5145516293987
2022-08-02,0.046425071687306,138.2509480331601,21.101322146176926,13.61437697273681,22.428285619729035,36.53124542592119,6.08726508797775,4.913931655124877,5.342432314402211,5.8581211645679225,3.304602263722136,2.153195544087898,3.1124664039446013,4.614532904593744,8.279684981372144,1.1742967658069614,0.2757980134383394,-0.5342897776192055,2.42955982442152,9.010205981872453,60.29101111579421,-50.5951901109777,3.080120750881466,3.5826231624017866,4.170337831248712,3.887678270721575,30.546217653581973,1058.0655743767354,121.49141308086372,2703.24928729957
2022-08-03,-0.5552104282236514,137.48336435256195,17.177317201929764,17.331598528195563,23.069717199132768,35.77320971353285,6.355025649128857,5.123510431609772,5.513646143816983,6.006801182442479,2.5479023908550897,2.790287389113152,3.129410284046211,4.368121494233554,6.406597013853151,1.2505103712484362,0.2670188834289422,-0.5631009205755726,2.527392469098413,11.43218550921579,64.61887909753122,-46.59633184366835,2.548013853491661,4.01810364026387,4.134700422630632,3.821625185584948,24.587599203153854,1429.606654531043,126.06753998069519,2623.843735661452
2022-08-04,1.531088498782163,139.5883563319028,17.976039010710583,17.778213847583046,22.771959157366023,37.85201771188412,6.608928542264396,5.2362117584566885,5.589244503134922,6.051746345744601,2.570604269064635,2.814834259117457,3.03179961102952,4.673601603687259,4.606699289680175,1.373952097445392,0.2671179849161278,-0.6049461505810928,3.687876906301701,10.727497904113326,63.4381444434527,-46.75366790814729,2.27825520155617,3.6219273046335054,3.858864245872597,3.723851602273855,29.215015261387602,1473.9068245697551,123.80993162306605,2828.3451426580477
2022-08-05,1.723978098880341,141.99482902365185,20.092470936594104,14.499685163076943,26.41321224384746,40.22855630610166,6.893156047448833,5.389627269730525,5.687885666451399,6.107612749264542,2.771387265673798,2.125736204394096,3.61742285592648,5.014428210092049,3.7976594164795423,1.4255048232139085,0.2560941608466523,-0.6268049896908618,5.030362861741616,8.037100702069443,80.34344689349787,-48.86078791640556,2.227929649625644,3.011070389523439,4.188073954337233,3.815848441059388,34.840215730959606,1145.6925815455882,150.3322019373952,3062.6185666229976
2022-08-08,4.810152951394775,148.824997482761,28.2399330015958,19.568929885802447,34.43739014972877,46.973764345957896,7.240670036091388,5.569410118840994,5.713675649530019,6.068388084610656,3.763367178464537,2.96666187498223,5.003509350749226,6.152800117844411,3.538827553262029,1.5405547528739525,0.2531047407994397,-0.6645467774576898,7.700092630622829,10.725069417287823,112.95098404428975,-56.18502743321972,3.2955415421305743,4.102897289747329,4.907874134654835,4.185170802188499,49.701311562464475,1652.2556665705827,208.87775024919762,3733.7578922118064
2022-08-09,1.31259806473063,150.77847151955513,29.41696163669807,20.89764293310398,36.096392249493405,48.90293913242469,7.642746077290746,5.936922212109601,5.931586080610049,6.242435827417632,3.7191555612814193,3.006213501902324,5.097488944367046,6.28487493931176,3.355146260878651,1.6081799889574435,0.2385164853304068,-0.6852041443553767,8.471929199704624,11.09804613683698,126.76773442551048,-57.257284292856006,3.29940411844334,4.652622562785582,4.953531301918108,4.246874371453257,51.84492786334108,1784.7655713787694,220.91693662044133,3923.2928491998946
