,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PETROBRAS 2 ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,-0.9343786992202284,108.54313846345784,7.19297109846637,7.19297109846637,7.19297109846637,7.19297109846637,4.888728321660284,4.888728321660284,4.888728321660284,4.888728321660284,1.3287069000167455,1.0672769522536518,0.7950890763752344,0.4906054663147522,3.627020252947364,1.5801881039337289,0.2051077600558002,0.0535393319242261,1.7909155726436388,3.3019025080298405,18.950889448848063,44.79766092951576,1.56612678774109,2.443346466037351,6.761033045326743,3.8230332982092503,274.7325808839396,521.7627063537698,388.6974485918324,239.84368379342794
2022-01-20,0.6345195237434709,109.2318658686924,7.873131428166847,7.873131428166847,7.873131428166847,7.873131428166847,4.880283828602187,4.880283828602187,4.880283828602187,4.880283828602187,1.470375009941397,1.2061816548809834,0.9318946432657712,0.6249659732415287,3.280430311817548,2.47466183893779,0.2357023018932114,0.0783583421372926,2.187471368358972,2.3787124091261616,19.29514612696252,38.92388799259302,1.432445389538289,1.7054797536614177,7.016732060698363,4.09772293016129,316.99509808972056,588.6508824672288,454.79103574909476,305.00113326372593
2022-01-21,0.3400120781707816,109.60326740585724,8.239913104123636,8.239913104123636,8.239913104123636,8.239913104123636,4.878380242996276,4.878380242996276,4.878380242996276,4.878380242996276,1.5461338975745615,1.2795252468490037,1.003501931778044,0.6945336786367579,3.006171425982736,3.0820635837474653,0.2637121633285412,0.0984077861650085,2.509048217863636,2.025269925500201,18.56366401915136,34.43019610537533,1.554916456917863,1.5014088542987165,7.205048456969898,4.278296828442261,346.80324787354954,624.2010684643111,489.5463997794607,338.81993759570844
2022-01-24,0.1653849204775292,109.7845346824972,8.418925598335845,8.418925598335845,8.418925598335845,8.418925598335845,4.869138104777051,4.869138104777051,4.869138104777051,4.869138104777051,1.5858333419606998,1.3164017896766171,1.0382217076988076,0.7267426722390352,2.7918393508234485,3.169602554736344,0.269538702325517,0.1106803697911677,2.765790069865336,2.02225421156764,18.755172576507537,31.971436709538047,2.259240766597812,2.481730788702424,7.847735127432148,4.501991459585218,368.4362769816633,640.9742115311121,505.5244878162965,353.8610437766585
2022-01-25,3.313296335729365,113.42202164732991,12.011165887422656,12.011165887422656,12.011165887422656,12.011165887422656,4.947846822458726,4.947846822458726,4.947846822458726,4.947846822458726,2.2866273448278256,2.019201574270413,1.7438393475289165,1.4354206480926373,2.770406718909015,4.108699050150835,0.3429769160208934,0.1664027382357553,4.0838342489686825,2.43159695349085,25.15694080712952,42.68103739071,2.5855126527688466,2.3823500975430942,8.087631843999258,4.8049928980271375,558.7866197657496,999.0700093157521,862.8249974549448,710.2241492556801
2022-01-26,2.9273235613880955,116.74225121081491,15.29009513783069,15.29009513783069,15.29009513783069,15.29009513783069,5.237225759983308,5.237225759983308,5.237225759983308,5.237225759983308,2.786362811426356,2.532643738414931,2.2698926869962217,1.976724735402476,2.8164517556238065,4.891875472473879,0.4207722853474022,0.2496092842060875,5.181275008003647,2.711440040189602,28.252669832851044,41.475034622905085,3.0922913468133846,3.0843209874284403,8.326932226416982,5.264405527706841,744.3679777028609,1326.4027027687102,1188.794045273434,1035.2553704646034
2022-01-27,0.3718659332183405,117.17637587274012,15.71881972602331,15.71881972602331,15.71881972602331,15.71881972602331,5.549837010931364,5.549837010931364,5.549837010931364,5.549837010931364,2.7066624931987606,2.466225398223111,2.2158169085494097,1.937471934254995,2.6977833061992555,5.359246577847554,0.5274923201399616,0.3432086444609445,5.568103133537876,2.5539315636144444,23.31298905973097,31.32978618664353,3.0407538491382846,2.744855554550692,7.692852697744862,5.0197617028762345,789.818904308626,1368.7148992357563,1229.7422688515032,1075.265344836915
2022-01-28,-2.985470268094081,113.6781100098293,12.264068768513493,12.264068768513493,12.264068768513493,12.264068768513493,5.745393734048689,5.745393734048689,5.745393734048689,5.745393734048689,2.013227510378735,1.7799990004268231,1.5357390992105926,1.2652344077012916,2.474814111082746,5.25332901486877,0.6010668335563304,0.3767271615968212,4.673799406406281,1.9467265565738925,14.679608497997767,19.295847443804654,1.7254070677695708,1.2009637847817864,6.1769549832076605,4.2424725894972575,625.8029920616667,1022.6795103665199,882.3425797738117,726.9269838109805
2022-01-31,-1.7375221444031697,111.70292767506952,10.31345571345257,10.31345571345257,10.31345571345257,10.31345571345257,5.772617338906913,5.772617338906913,5.772617338906913,5.772617338906913,1.6658252407398262,1.4327259757894282,1.1872540349585743,0.9163982313940658,2.316247248482114,4.91802409726783,0.6384030752399553,0.3831336500271929,4.151617092944281,1.6816873293359895,10.73547965807186,13.80723494141941,0.7329426381866961,1.155758812627676,5.766991449072179,4.430964065259075,534.5246504805348,827.0578809744378,685.356322788906,529.0016319889013
2022-02-01,2.943173662620091,114.99053882277774,18.42857689858521,13.560172288336986,13.560172288336986,13.560172288336986,5.672330781716675,5.666316931298371,5.666316931298371,5.666316931298371,3.1259271604132266,2.031600416575485,1.779114516188412,1.5015193682651315,2.607344854015066,4.755365980992438,0.7184349546047173,0.4370764476166175,6.800516942019241,2.4207793646351528,14.031926817012524,19.46589587580805,2.400530103987598,1.8363604699727496,6.908654294364334,4.280859826434464,1011.2164608304902,1151.1691838074494,1008.1026705797108,850.8084619073148
2022-02-02,-1.7971162695088805,112.92402514119767,16.423829093734245,11.51936395646097,11.51936395646097,11.51936395646097,5.403905312134822,5.7236986623314365,5.7236986623314365,5.7236986623314365,2.910218469825923,1.6536998556939408,1.4020455494197346,1.1249055159382908,3.014174410024419,4.455377252974055,0.7487718128237423,0.4325524764822077,5.217529880242654,2.124461996032958,10.717398943582433,14.885177052246265,2.424537318780497,0.9339945484088502,6.315816767220624,4.717806466511355,919.0342583291507,946.5279651933098,802.4886235741478,643.862019682525
2022-02-03,-1.0735103795860623,111.71177401026054,14.251032258518425,10.32219200914,10.32219200914,10.32219200914,4.911280020016174,5.701294659231361,5.701294659231361,5.701294659231361,2.758607528056575,1.448263256855398,1.1938995911604977,0.9133173247684602,3.306934697994766,4.216429326622163,0.7714704907082183,0.4264663515913887,4.096934252685962,1.9582862493002984,8.823115653449245,12.20985235166919,2.142969552838663,1.048908900995853,5.991324151649716,4.686033619173495,791.7407365820966,825.6975571470697,680.677336274185,520.7091185885896
2022-02-04,1.7773311937536729,113.69726221684051,16.707666783947964,12.28298274135127,12.28298274135127,12.28298274135127,4.25627495340969,5.576302687195487,5.576302687195487,5.576302687195487,3.759032079227723,1.8303584881925816,1.5685337440884126,1.279255094512424,3.377119936865087,4.067655217722161,0.8164153951203446,0.4294003156480609,4.73760908318006,2.5092178195857406,10.713441937027302,16.61273492631714,2.687669715309537,1.4504394517109362,6.926184582403821,5.5816367993022284,934.9837969245038,1020.6632956239362,874.6618932117015,713.3513621138147
2022-02-07,-1.2061171233439083,112.32594006846998,10.742998457775336,10.928718459906548,10.928718459906548,10.928718459906548,3.401298163821473,5.57534582013853,5.57534582013853,5.57534582013853,2.948683270343892,1.5857732234265176,1.3221431436944624,1.0304060036903024,3.685514818798793,3.8207097503201455,0.8415040053509354,0.4219495615306961,2.721289015568416,2.314029248669782,8.759798174398009,13.615062864101224,1.2883126492822703,1.3598687428495375,6.725404824844748,5.2418101784206765,1002.9350993111776,884.1234112918638,737.1405249821737,574.4869805720374
2022-02-08,-1.4456610947418458,110.70208765359706,5.649441603189312,9.32506513423596,9.32506513423596,9.32506513423596,2.810821552041437,5.558915551686873,5.558915551686873,5.558915551686873,1.7540562370087749,1.2999738786485189,1.0337984506141444,0.7387818122444147,3.237861369021949,3.5584895866451225,0.8670046415340446,0.4124821896451583,1.522714691137706,2.030761882211636,6.628336238501097,9.956370986397795,-0.2251234317002907,0.9565371455089536,5.875699097251428,5.016331817418769,41.30110796324077,722.6445010805953,574.6798284428761,410.68257053888885
2022-02-09,0.0776071135092593,110.7880003484195,3.240430810831453,9.409909161628754,9.409909161628754,9.409909161628754,2.446278605170541,5.462398653592091,5.462398653592091,5.462398653592091,1.0284490561639534,1.3364370691358247,1.0637605932602905,0.7610699945936837,2.6754062166351744,3.30371075402136,0.8910636724356753,0.4047021475557914,0.9403704405553404,2.209682563212339,6.521065342599071,10.272413276939098,-1.077052941052074,1.3831855210460886,5.76624869845918,4.925908217693897,3.418177198287171,730.0152047058089,581.0684432369334,415.7267713757878
2022-02-10,1.7063218744735709,112.67840023265644,2.8524335365583524,11.276794374495292,11.276794374495292,11.276794374495292,2.235285343297781,5.316820274231619,5.316820274231619,5.316820274231619,0.9495074083898918,1.7220629213907537,1.440072661907423,1.1265642528093391,2.5513986655511305,3.135550143857046,0.9527167956124684,0.4090624943137112,0.8318652909807489,2.9200295431060144,8.03660391047679,14.642602885435252,-0.8817492364414615,1.3299963725559287,5.775462610381578,5.322550867288478,2.101151067550537,915.5899053952888,765.660752519608,598.973965956129
2022-02-11,4.48738931968049,117.7347187302835,7.820298580095561,16.270217360539213,16.270217360539213,16.270217360539213,2.3521226219014943,5.198347026485985,5.198347026485985,5.198347026485985,3.012100228275356,2.7197458243988915,2.429438451378608,2.1061960794536594,2.306068635389103,3.105869218978364,1.0454211546527428,0.4279818905705752,3.0722542155236834,4.552085623139092,12.08036023907484,25.58224627735481,0.2904438836214588,2.1766589071827567,7.586910173427642,6.595819630478639,7.013831496606215,1413.8182619061652,1262.9064149754704,1094.873812682437
