,BB ACOES BB FUNDO DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-05,-1.642717851328401,98.45216826864356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,0.7942099284026449,99.2340851637608,-0.8615545511966409,-0.8615545511966409,-0.8615545511966409,-0.8615545511966409,0.8288275100072441,0.8288275100072441,0.8288275100072441,0.8288275100072441,-1.8807756469763928,-3.300382223273442,-4.819690310952596,-6.514222530802349,0.0691569486370306,0.0134872990283669,0.0037298440175653,0.0010774225339117,-22.54059247968346,-202.8165590778867,-1071.0077688558306,-5011.187969343591,8.072491239398131,8.04303317638272,357.4791092505549,13.39790381867349,-155.88385963657075,-273.54475801878993,-399.46919194328797,-539.9166839837998
2022-01-07,0.0984092571911565,99.33174068985088,-0.7639931434396307,-0.7639931434396307,-0.7639931434396307,-0.7639931434396307,0.6770090355685743,0.6770090355685743,0.6770090355685743,0.6770090355685743,-2.1584308507514507,-3.913025353045097,-5.784742294802034,-7.873042904768257,0.0133815645291709,0.0058272155698554,0.0011714741422701,0.000228652739279,-109.20077285605971,-454.617387783747,-3343.0723399729145,-23310.987660827446,1.4316031406712697,5.726575949123967,15.98203864233724,13.061142040061036,-146.1277188608697,-264.91535204204405,-391.6322802016666,-533.0121183947164
2022-01-10,0.5139011411420036,99.84220763877224,-0.2540181717800074,-0.2540181717800074,-0.2540181717800074,-0.2540181717800074,0.6355925210903881,0.6355925210903881,0.6355925210903881,0.6355925210903881,-1.4967171346149124,-3.3833738937650124,-5.389528005081209,-7.628582121069757,0.005345597607547,-0.0004359607730995,0.0004628163891887,0.0001092797177185,-177.9599376515004,4932.662009108575,-7401.5176909393085,-44369.34724855128,3.4198176519559347,6.963469956260233,18.28240255674371,17.09481677506684,-95.13022169490739,-215.04471429295072,-342.55436922368153,-484.86697426757877
2022-01-11,0.4079127706179353,100.24947675419769,0.1528584262755692,0.1528584262755692,0.1528584262755692,0.1528584262755692,0.6653467516482808,0.6653467516482808,0.6653467516482808,0.6653467516482808,-0.8182584758169744,-2.6374824570983173,-4.565839572731968,-6.718789029295715,0.0328402674661336,0.0031414244651744,0.0006179907410219,-0.0010923536089471,-16.577989794234593,-558.6129492571674,-4915.715279554221,4092.378529294077,2.479030104330857,6.50971943590423,20.229713505257003,16.556848568872947,-54.442561889349726,-175.48403853596918,-303.7866528264389,-447.032445565201
2022-01-12,0.9552749517866888,101.20713489492776,1.109593596320169,1.109593596320169,1.109593596320169,1.109593596320169,0.8673051797143156,0.8673051797143156,0.8673051797143156,0.8673051797143156,0.4753915470525778,-0.9332081961304504,-2.421678567471537,-4.084062291167521,0.210683965064438,0.0237411310918643,0.0053330032799944,-0.0042573699366542,1.957004896053656,-34.09173299806059,-393.8370660768491,831.9991995314388,1.323949432848571,7.571759010306613,22.10885334157567,13.228849322201825,41.230955115110255,-80.93763022557924,-210.03343651712075,-354.2128379405506
2022-01-13,1.5932855581530792,102.81965355902912,2.720558148997578,2.720558148997578,2.720558148997578,2.720558148997578,1.3122335595217316,1.3122335595217316,1.3122335595217316,1.3122335595217316,1.541855174444656,0.6022677222005091,-0.3875654522688967,-1.493416085265698,0.4104173285998375,0.0622631100759492,0.0152570092037358,-0.0026207988070897,4.929796972099176,12.69316479572228,-33.33395072305096,747.7532041429014,3.0630246942976416,8.330978357383046,23.09840106032033,11.67343205499112,202.32741038285113,79.03159168882195,-50.85763929784641,-195.97107054152167
2022-01-14,2.5303779471653742,105.42137939803864,5.3197764996050045,5.3197764996050045,5.3197764996050045,5.3197764996050045,2.0511040315947566,2.0511040315947566,2.0511040315947566,2.0511040315947566,2.2536606545704547,1.6470450231648095,1.00991064862544,0.2978654276337705,0.797102600941349,0.1303949950437984,0.0518651606528607,0.0047758712246195,5.79911851871634,25.907901496500656,39.93879083515115,127.9249273604521,4.105789086136514,6.8794857637607,21.944242498684496,9.673225715769812,462.2492454435938,337.82606872314204,207.14318029461154,61.0952979492323
2022-01-17,0.1896126380084961,105.62127165654022,5.519476106170569,5.519476106170569,5.519476106170569,5.519476106170569,2.421116343911736,2.421116343911736,2.421116343911736,2.421116343911736,1.9917225676195345,1.473157403457004,0.9301154344062876,0.3230287273010486,1.3003246022465218,0.1792137490718261,0.08161133491422,0.0171937769813294,3.708452529983962,19.901851755999232,27.593197468618445,45.48681375074494,3.873232621704031,5.962545090116122,22.059656214098982,8.876733581343709,482.21920610015025,356.6685466664328,225.19176799656276,78.2090131221576
2022-01-18,0.8713718174537144,106.54162565099152,6.4389430828845295,6.4389430828845295,6.4389430828845295,6.4389430828845295,2.728828891719845,2.728828891719845,2.728828891719845,2.728828891719845,2.1040744090395425,1.6398523127695743,1.1551355825826022,0.6130786972073697,2.087745506845463,0.6034395238535487,0.1039027991824493,0.0208692602485935,2.7501719049995623,7.41561696301028,30.33765573601108,80.1651252564252,3.1775995394786007,4.998616228329674,19.934238016232783,8.51862899158027,574.1659037715463,447.48763692392225,315.21673516050396,167.2986861837433
2022-01-19,0.8661541328046196,107.46444034472482,7.360868387310503,7.360868387310503,7.360868387310503,7.360868387310503,3.00710489038047,3.00710489038047,3.00710489038047,3.00710489038047,2.215946761104943,1.790933322482288,1.3484304414301358,0.853423548672328,2.367241117869547,1.1407950644032383,0.1341884238416809,0.0510216082854308,2.8149157649553174,4.720851729139496,30.217746499105644,50.2989657327448,3.417994576818518,5.1333383129406736,18.129555350098062,7.75814063146027,666.3584342141436,538.5524352381831,405.48717747624573,256.6334126778412
2022-01-20,0.6013651975710355,108.11069408872248,8.006499285601832,8.006499285601832,8.006499285601832,8.006499285601832,3.2399540546621983,3.2399540546621983,3.2399540546621983,3.2399540546621983,2.255962620801681,1.8580129781299977,1.4448594442843137,0.9825383744227656,2.40396002390555,2.095642371693902,0.1690610219796003,0.0779198751956608,3.0404895121999496,2.8725686994205137,27.68987292346309,40.85452116136757,3.1160277060896626,3.4285889554390256,17.24062008987741,8.135239042638794,730.9215240432765,601.9876682107273,468.1278214925933,318.33791900722446
2022-01-21,-0.0056613341777311,108.10457358104826,8.000384676743606,8.000384676743606,8.000384676743606,8.000384676743606,3.3929839218961866,3.3929839218961866,3.3929839218961866,3.3929839218961866,2.1524123897095166,1.769086560807681,1.3722244719074836,0.9279946563429052,2.324914242199266,2.7367666286507504,0.1994769927673502,0.0978588702275615,3.141234415883714,2.1932751570499662,23.34071466499793,32.17563151153411,3.083636518137095,2.605966924625177,17.013385018858038,8.247708604835678,730.3100631574539,600.2482257263082,465.5935570414577,314.8670948577054
2022-01-24,0.4700951693672017,108.61276795931778,8.508089268006975,8.508089268006975,8.508089268006975,8.508089268006975,3.513988359634832,3.513988359634832,3.513988359634832,3.513988359634832,2.222774927931063,1.8494386206952624,1.463979962747712,1.032380798157996,2.2297882129976365,2.884874144497772,0.2098847098724645,0.1113919837091712,3.5029359188949067,2.2527519258950712,24.51063991731495,32.56764074611799,4.598596445859668,4.529304678707836,16.194795213030588,8.672023107004007,781.0805222837909,649.8905784982251,514.4408547834096,362.7774107437715
2022-01-25,2.553968399070805,111.38670373035484,11.279351578347397,11.279351578347397,11.279351578347397,11.279351578347397,3.763698628403572,3.763698628403572,3.763698628403572,3.763698628403572,2.811613940956497,2.4600497272039954,2.098052061310652,1.692597578192293,2.287606138691753,3.7690773231913535,0.277823136159087,0.1633474318294153,4.625825815990358,2.456539091706024,28.422527276319187,38.99924909829141,4.546715822403025,3.899690895978072,14.968488398607668,8.786020738838882,1058.206753317833,925.888578408226,789.6435665474189,637.0427183481542
2022-01-26,-0.9581813012605632,110.3194171631201,10.213093639359688,10.213093639359688,10.213093639359688,10.213093639359688,3.940344817249864,3.940344817249864,3.940344817249864,3.940344817249864,2.41496874906296,2.07774342320888,1.7285134347752305,1.33885546845544,2.14695864909868,3.998386941726554,0.321365018625737,0.2075223190427684,4.432227699488053,2.047582099615611,21.19377828797037,25.42161359081473,2.4196555604870698,2.7024752653354587,14.361843106638512,7.599155526954767,951.5809594190621,818.70255292161,681.0938954263339,527.5552206175032
