,MB FUNDO DE INVESTIMENTO EM ACOES INSTITUICOES FINANCEIRAS,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,0.2646642535401922,104.07367233371174,2.7582324129528204,2.7582324129528204,2.7582324129528204,2.7582324129528204,0.9322977522359448,0.9322977522359448,0.9322977522359448,0.9322977522359448,2.2106117523515936,0.8397407117485102,-0.5875421219042022,-2.184175433970075,0.3731792313780577,0.1606151917220344,0.01166950789794,0.0012148484966344,5.5226770261924445,4.874310889464549,-46.93978566927584,-1676.17760833603,0.1430200153301398,2.8156327491050672,7.43846261114319,7.9907727019097265,206.0948367783754,78.28883780241485,-54.776419959522514,-203.63018475792703
2022-01-20,1.2257421742959629,105.34934722784465,4.017783405199458,4.017783405199458,4.017783405199458,4.017783405199458,1.027194993996308,1.027194993996308,1.027194993996308,1.027194993996308,3.232589118363953,1.9773858065669263,0.6742267423141745,-0.7840153963338182,0.5145175296151555,0.5022734590686178,0.0250974870861713,0.0118781052999018,6.453617552183363,4.04393416580551,27.59488757363124,-67.80009690070584,0.1272208616525943,1.093491813089878,7.811145877923402,8.446498116894308,332.04993600303914,203.11608017048988,69.25623345235587,-80.53366903301296
2022-01-21,-1.5574017266455686,103.70863467510834,2.397808650428418,2.397808650428418,2.397808650428418,2.397808650428418,1.0039217754560836,1.0039217754560836,1.0039217754560836,1.0039217754560836,1.693881582045374,0.3983440151661379,-0.9429424473540774,-2.444319007447885,0.4237545006808039,0.4979904570758909,0.026139644098917,0.0123938888266995,4.012994794219977,0.8030399483879082,-36.21474157484151,-197.9931490471187,-0.4783166230791284,-0.0270516301300773,6.32709426673544,6.328752693368383,4.188999157659526,15.846257996236016,-94.66404559006101,-245.3905077738133
2022-01-24,0.2724211699103529,103.99115895098832,2.676761958716475,2.676761958716475,2.676761958716475,2.676761958716475,0.9719353694702304,0.9719353694702304,0.9719353694702304,0.9719353694702304,2.036635331654157,0.6868548019356743,-0.706753538386838,-2.2671807931569234,0.3850349363501663,0.4894516528251336,0.0268663288605129,0.013538609996029,5.141034557308824,1.363931395140793,-25.568017313523285,-162.7606676386355,0.1368991486374706,0.9879386998612748,7.156634321326361,6.170457852068375,5.0602311399157855,27.451319140147753,-68.6918761456404,-220.35532018527846
2022-01-25,-0.6126943321781986,103.3540110141292,2.047667257731322,2.047667257731322,2.047667257731322,2.047667257731322,0.945937737868611,0.945937737868611,0.945937737868611,0.945937737868611,1.4275603546645068,0.0287560823268099,-1.4115608265618738,-3.0247837913534608,0.2991160757779783,0.4406250518634408,0.0264149058728688,0.0124084788301919,4.514579194882827,0.061733810529267,-50.54905974559396,-230.58887203583868,-0.8977861715609031,-0.3740577300313731,5.124405410036188,3.473889795977968,1.548329186202372,0.06972078973335137,-133.52486551418855,-286.1257137134533
2022-01-26,2.107693259919352,105.5323965381303,4.198519062427448,4.198519062427448,4.198519062427448,4.198519062427448,1.007491214532262,1.007491214532262,1.007491214532262,1.007491214532262,3.475201537001854,2.1562976638882594,0.7904429992482072,-0.7335273599386234,0.3555526997824857,0.629869294864769,0.0408370612328356,0.028379634619789,9.847302578212204,3.4490504141026284,19.50102072209772,-26.04058793068077,-0.7561492590255742,-0.100728943161579,6.100617618432399,3.301472454891577,3.238602247486858,5.5285102249891525,79.63643773311001,-73.90223707572075
2022-01-27,2.9379019559697905,108.63283488020582,7.259769392054054,7.259769392054054,7.259769392054054,7.259769392054054,1.4382862211123555,1.4382862211123555,1.4382862211123555,1.4382862211123555,4.562711684611447,3.634950110517606,2.668712456674457,1.5946778052466113,0.5137146854328448,1.1151426866277063,0.0874525989738039,0.0739176106875448,12.774572214838631,4.688277761295782,43.89088945996385,31.029183614918548,-0.0485572422424502,0.1657056579477795,6.906745660561558,3.615706968348757,6.252151890463998,13.714070599969808,383.8372354545775,229.36031143998932
2022-01-28,1.0470143784406138,109.77023628110922,8.382794599871099,8.382794599871099,8.382794599871099,8.382794599871099,1.8447522764211683,1.8447522764211683,1.8447522764211683,1.8447522764211683,4.166147754869274,3.439768589055848,2.679032676779524,1.8365586061452897,0.6457169158242699,1.5753325412913204,0.1570660952748305,0.1165661964765242,11.902290874463668,4.028051708892714,31.465426198111462,29.06499286995038,0.202036763890492,0.0577771328469778,6.562252536261941,4.073963727087777,7.534348226235888,17.127803803666694,494.2151629095723,338.79956694674115
2022-01-31,-0.8420176378970301,108.84595153046104,7.470192352894475,7.470192352894475,7.470192352894475,7.470192352894475,2.043331233997732,2.043331233997732,2.043331233997732,2.043331233997732,3.314640423948478,2.65611143160958,1.9626283788971912,1.1974333473794665,0.723505365829878,1.7187317490555738,0.2039204569645638,0.1354495876721374,9.361241294951173,3.1577443380379404,19.66600078788493,18.063938040574985,-0.2528582346922597,0.2746373754831948,6.380570969918378,4.645420291809101,6.688811496995038,15.050814765428944,401.02998673309656,244.67529593309195
2022-02-01,-0.7437638027331772,108.03639474223696,5.4717868534712615,6.670867963445924,6.670867963445924,6.670867963445924,2.06178027173644,2.132034175655752,2.132034175655752,2.132034175655752,2.315718543703539,2.168064455046421,1.4970315285515372,0.7592656406101915,0.7478084610156515,1.7258377676633934,0.2416590757844168,0.1622691184225499,6.384660052946721,2.678344164087723,13.207541949524671,9.975898741045544,-1.710195184377653,-0.1179444854663911,5.963390239529459,2.708394147501246,2.681058384632447,12.44832565312526,319.17223809060465,161.8780294182086
2022-02-02,1.8637792466691168,110.0499546462923,6.478252598089279,8.658977462790448,8.658977462790448,8.658977462790448,2.2182772941985087,2.295952267269551,2.295952267269551,2.295952267269551,2.6060621762839387,2.8767554327762275,2.2493933413575755,1.558496556816542,0.8506738053717964,1.8386506283219324,0.288726464212348,0.1777255077928002,6.795752398175204,3.592250238584269,17.887171361862595,20.133484200401792,-0.9331675416833746,0.100436341071434,6.795700379297972,4.515341987531251,3.0172682175955456,18.226573704917545,516.4499742070957,357.8233703154728
2022-02-03,-1.9738528077423376,107.8777305265873,3.7646142408880063,6.514209185277049,6.514209185277049,6.514209185277049,2.2913424267990936,2.3603588777569366,2.3603588777569366,2.3603588777569366,1.3362804189233966,1.8848797907526884,1.2704807591499256,0.5927523882946674,0.8179089415798042,1.80655158858912,0.3122309207343095,0.1809403285429908,3.743541441258708,2.462698976165036,9.60439962777004,7.7324296539592146,-1.2270313676361495,-0.0090411559826845,5.862660140381565,4.108754906517727,1.3904507017568926,12.562286171340926,299.87905388788994,139.9108362022945
2022-02-04,-1.389149332426809,106.37914775314002,3.2062670211388733,5.034567759440075,5.034567759440075,5.034567759440075,2.3089801713124367,2.35560199149488,2.35560199149488,2.35560199149488,1.081895096418909,1.255822496758403,0.6360174408135263,-0.0487779179962958,0.8116583517139403,1.7013629128810348,0.3233660269425754,0.1792907634350182,3.0777411700333683,1.7387342535396009,4.633151986840833,-0.6408660355484129,-1.7003118874173186,-0.4464170303342379,5.264614369895105,3.876117912190569,0.9365700072852751,5.31613370079487,149.82039502058194,-11.490136077304847
2022-02-07,-1.5657790600250188,104.71348533338828,0.251701435834171,3.389958491674974,3.389958491674974,3.389958491674974,2.28863379730272,2.343681529618132,2.343681529618132,2.343681529618132,-0.2018435755750071,0.5557385370952178,-0.0714067659342373,-0.7654154968757584,0.8775397242114128,1.5346915487846506,0.3193805555702998,0.1704950985458828,-0.5264103904179469,0.8486878980460375,-0.5239978310858704,-10.521652398285438,-1.8332426122858605,-0.5688047080225918,4.497993420543609,3.1900340511766694,-0.1467191793833094,1.670596593013382,-16.735471840983738,-179.38901625111998
2022-02-08,-0.9306379790507302,103.73898186968805,0.1703237782484975,2.4277722714266585,2.4277722714266585,2.4277722714266585,2.3326679791339404,2.331250355801888,2.331250355801888,2.331250355801888,-0.2352579772915626,0.1411912483691322,-0.4935096633946897,-1.1969830483781594,0.8543212647892927,1.3704375324641471,0.3114409910509369,0.1617752009965579,-0.6423564215028605,0.2401803367168532,-3.6941013271832746,-17.24904151087895,-1.5161141468862855,-0.7052216598699559,3.520521231288557,2.9887249465395755,-0.1608336542466769,0.31824893543054483,-115.04945783805404,-279.0467157420413
2022-02-09,-0.444075008167244,103.2783029774776,-0.5966016745456162,1.9729161333467748,1.9729161333467748,1.9729161333467748,2.3559252207263235,2.318637706867744,2.318637706867744,2.318637706867744,-0.560781620380992,-0.0590178365591876,-0.7014069473189203,-1.4145052954196515,0.8533410168684585,1.2249675506661744,0.2989400269499011,0.152262098469747,-1.5482199222342186,-0.1117098825593151,-5.440250382345741,-21.539998118282536,-1.887014600586268,-0.5097964873983557,3.009010809214394,2.5413930870528687,-0.352000588758071,-0.12101280024056807,-162.63085959126454,-327.97253145241007
2022-02-10,0.8636520931827985,104.17026820294626,-0.0692198602855156,2.8536073580119727,2.8536073580119727,2.8536073580119727,2.32704291185912,2.2601541122126063,2.2601541122126063,2.2601541122126063,-0.3434545187990363,0.3241867594383955,-0.3391713366557941,-1.0766731984217557,0.8823932348714705,1.1092319329037157,0.2964428193050023,0.1470978819954427,-0.9057564948735116,0.6605580093168576,-2.58592700300332,-16.543048233674924,-1.630024117131763,-0.736667250957023,2.5206016507315643,2.4513168479254777,-0.20072369493341957,0.5530670894266407,-76.65794912872394,-243.34473569220302
2022-02-11,-1.4015657969208228,102.71025335325308,0.6494243230905825,1.4120463763828397,1.4120463763828397,1.4120463763828397,2.426079949607159,2.285982360381205,2.285982360381205,2.285982360381205,-0.0354667498314687,-0.3149579706182241,-0.975119875391317,-1.7101763010455058,0.8504829614858244,0.948715297414091,0.273751542851408,0.1350579340951591,-0.101172127532732,-0.7589087759596491,-8.142810123308148,-28.94633983204197,-1.736705383765606,-1.3645744029502875,1.999086006718716,1.5851384376165578,-0.02048890635045747,-0.3777763020905248,-222.91068344016693,-390.94328573320036
2022-02-14,2.064184194441099,104.83038216904134,0.993679151115756,3.505377808943416,3.505377808943416,3.505377808943416,2.254212368562131,2.20079511416687,2.20079511416687,2.20079511416687,0.1121249332525073,0.6189592219038483,-0.071222443480232,-0.8408493762258371,0.9583196004348052,0.8734427989500486,0.2759919708053358,0.1314482114384212,0.2637464695987926,1.5595782953068,-0.5679368322670434,-14.07807058534983,-1.7996571657238354,-1.268305929227006,1.945225953867372,2.278917467104573,0.057636744085987596,0.5938979422516303,-15.67460056303207,-185.05371989480824
2022-02-15,2.0413743588769018,106.9703627109528,2.783307547707967,5.618310051593832,5.618310051593832,5.618310051593832,2.1867679770402804,2.1505217961142504,2.1505217961142504,2.1505217961142504,0.9314775448463952,1.6107685256127908,0.8998799238236965,0.1059966055037505,0.8513309672645994,0.882881281220933,0.3106641259478672,0.1365815347431513,2.3926361717429554,3.923509192577716,6.229272157394961,1.6689518892770336,-1.1614763021789256,-1.125155349392878,1.9376678487977808,2.700327990708219,0.45750300777282527,1.3597793714344681,193.52113900684907,22.794801044993918
2022-02-16,-1.0442451011282716,105.85332993868454,0.4783918686747077,4.515396022985602,4.515396022985602,4.515396022985602,2.176237064025591,2.143709284158364,2.143709284158364,2.143709284158364,-0.1256514073084784,1.0962007511752514,0.3784646903774057,-0.4242293117300766,0.8958409759315463,0.8482901770007163,0.3231241549259347,0.1360544070676999,-0.3052408374682133,2.77020268689705,2.510856146530217,-6.684269431385296,-1.759643580110432,-1.2274476589559955,1.2721098640057895,2.5130577808264865,-0.05958877207633213,0.8315310401495603,81.13182704881652,-90.9424314167878
2022-02-17,2.293887424505181,108.281486162568,4.409325705410345,6.912861549028657,6.912861549028657,6.912861549028657,2.179537755847848,2.131576268520132,2.131576268520132,2.131576268520132,1.6755981604539758,2.2219505074581742,1.4955132067091548,0.6819233592024516,0.8828920024432764,0.8609258179978475,0.3514483507179851,0.1362307690114189,4.13643961462124,5.501353162504357,9.070466411827562,10.669921780325827,0.0690346155535484,-0.717518167133051,2.1975238877280363,3.380327042774041,0.7958388719731906,1.643682068158388,318.7800460679677,145.35716494254754
2022-02-18,1.682500440546364,110.10332264428337,5.8775801279181294,8.711670915591796,8.711670915591796,8.711670915591796,2.2335236306205344,2.2099396784122933,2.2099396784122933,2.2099396784122933,2.290025669967674,2.952080956812804,2.246949224071234,1.4561031755073006,0.9987997734198956,0.9098563051160844,0.3953065847439684,0.1420817760584668,5.12097277624246,7.170276013544343,12.561445817728693,22.64822606166996,0.439432411975124,-0.0323401454530814,2.90938755097975,3.936439408253276,1.1146070320864803,2.2990265576179363,496.5622245652734,321.79001834157225
2022-02-21,0.4553837820625794,110.60471531911746,7.015406788612238,9.206726234150636,9.206726234150636,9.206726234150636,2.320654845097899,2.320095021009655,2.320095021009655,2.320095021009655,2.691996786445141,3.020492428950228,2.344596099196301,1.5854796300508691,0.7824455740964349,0.9241341572151758,0.4343582970514116,0.1576113072582112,7.984191606765914,7.583129993292823,12.523499085779278,23.338829298375806,1.5852198475948558,0.4005321927203766,3.17893501885654,2.9766751516709458,1.3646789633718877,2.506693976798958,543.9685736023997,367.84633955932514
2022-02-22,1.8804518505777468,112.68458373516204,6.777243227341619,11.260306138576077,11.260306138576077,11.260306138576077,2.4573997099786986,2.4934504231947567,2.4934504231947567,2.4934504231947567,2.4430595398653887,3.6296135412401007,2.996758826763189,2.285002285645159,-0.1181738054682918,0.9750020745779682,0.492185812791813,0.181080300336285,-50.80291508710675,9.282299654958145,15.181806079335225,31.46416206269805,1.3517304547737137,0.802235218293181,3.955104890805088,3.991659827182942,1.3114606428733173,3.284531881618485,747.2269564805296,569.7539916142908
2022-02-23,1.281954285194975,114.12914858510908,5.0595326090535,12.686612400840612,12.686612400840612,12.686612400840612,2.75640932201774,2.7241998108591634,2.7241998108591634,2.7241998108591634,1.5528915960204177,3.841648654247099,3.258782805769909,2.6023537205644582,-0.828358747899147,1.0500426157307197,0.5353821119428372,0.1950805001349572,-5.167332248508863,9.96666076262483,16.58175591801868,36.34054407511729,1.2798110353573986,0.5547579703457802,4.542189182502987,4.752922826122367,0.9450438229935754,3.8519991915190372,887.757550310948,708.9331513350338
2022-02-24,-2.912129665332097,110.80555979237116,0.9431732556451724,9.405032132257924,9.405032132257924,9.405032132257924,2.906581027453943,2.863944769626426,2.863944769626426,2.863944769626426,0.0545613233275217,2.5044784324062013,1.946612490756264,1.317492339537197,0.2179055694517352,1.0987571960153382,0.5774402880608793,0.2068112609612689,0.7277781270830755,6.528000847815884,9.654661748857924,18.24477679456284,0.2757667142721001,0.1565524109298805,3.553664162992307,3.019116886440113,0.035313484907411846,2.6764623097731635,557.4990661390872,377.3225294840438
2022-02-25,-1.2821030154285262,109.38491836901072,0.4951648003176774,8.00234691625971,8.00234691625971,8.00234691625971,2.933398318481602,2.907557803784961,2.907557803784961,2.907557803784961,-0.100525200632513,1.980648881949928,1.4277606508173353,0.8034243849989524,0.7783606259916563,1.1648305725040806,0.6183580456265289,0.2256113040447447,-0.3788481131413249,4.943938843304439,6.713418951337307,10.354103710563836,-0.0888781467387794,-0.5457020080233052,3.3277834923140457,1.4949645459465255,-0.06565294257382263,2.1414641340267635,415.1296622221038,233.6002840354837
2022-03-02,1.4579481841594966,110.97969380011604,2.724358828246225,9.57696517197494,9.57696517197494,9.57696517197494,2.959414650518044,2.916437802841545,2.916437802841545,2.916437802841545,0.6517688797087373,2.510705548929668,1.9561198247776448,1.3290434521030907,0.2191021235346031,1.2878491595056416,0.701699201039701,0.2582419312771883,8.803449004715572,5.68569426058661,8.130124411452092,15.009462429910473,0.2257662955783025,-0.8497752394721314,3.1620549459824248,1.4447333912285871,0.4294450966267494,2.653363226520857,570.4901803869302,387.607256533248
2022-03-03,-2.474158710031671,108.233880039594,-1.6502274921741584,6.865857143984158,6.865857143984158,6.865857143984158,3.035519238424155,2.9684671296349947,2.9684671296349947,2.9684671296349947,-0.8075031829118446,1.5496397079654547,1.0014516988845523,0.3808041865702853,0.0635702514255782,1.3109120621095824,0.7304572094306103,0.2632943438927492,-38.55878169189338,3.5090489048289,4.069747565874788,4.293311789188093,-1.0239864122140083,-0.6107648009971582,2.324828948341754,0.9556832996537116,-0.5331958860119467,1.6566541747172205,297.27764500559164,113.0404710661284
2022-03-04,-3.74238385614234e-05,108.23383953432146,0.3301042819457496,6.865817150678301,6.865817150678301,6.865817150678301,2.997697667737849,2.9466976409936216,2.9466976409936216,2.9466976409936216,-0.1588950984923861,1.5572888277375996,1.0017026644499174,0.3718717440820135,-0.5723479778156926,1.2689799139964582,0.7435156603867608,0.2639773904979567,0.8322200560285477,3.6161796293435375,3.969943116969693,4.151088807157274,-0.4935853052105637,-0.3800230355306612,2.581456661050728,0.9941976744919636,-0.10852717325142391,1.6614889427402573,295.17148783115965,109.57935910386531
2022-03-07,-1.5966321084321944,106.5057433001275,0.119004099639209,5.159563201112132,5.159563201112132,5.159563201112132,3.0561864346314733,2.9589200568359204,2.9589200568359204,2.9589200568359204,-0.2249272625133662,0.9704381551279364,0.4138114830111413,-0.2179993970044807,-1.0461995255545509,1.1879810019554886,0.722908517891156,0.2458595766570832,0.6570636209261966,2.4170831994790496,1.6937621656507285,-2.623622788850641,0.1586539884017269,0.1345094040861293,2.2197403579752293,1.544806379216875,-0.1593392159034371,1.05226838920135,122.44350968306827,-64.50427881746946
2022-03-08,0.2483943077464356,106.77029750390804,1.964228546085784,5.420773570154696,5.420773570154696,5.420773570154696,3.042300888187184,2.9180607472276074,2.9180607472276074,2.9180607472276074,0.3805687999073405,1.069717836352573,0.5019139443937021,-0.1433918592007403,-1.2100743039631598,1.1525734993242416,0.7227477205777021,0.239191144618786,-0.95680471371259,2.708288565284416,2.026454512303069,-1.7493379885469431,0.5964806258533794,0.3793069932080003,2.4050964063876514,2.25621621903339,0.2772915903503368,1.1574402406477107,146.4615379621442,-41.84261558056681
2022-03-09,3.18698865510132,110.17305477237554,6.20217471458286,8.780521663955597,8.780521663955597,8.780521663955597,2.920720346307754,2.845741011941004,2.845741011941004,2.845741011941004,1.8474041766075209,2.275579101375266,1.687901011306885,1.0214270653588349,-1.905887206246457,1.170357822831131,0.7948798481144602,0.2617650811937363,-2.8310966928090946,5.533101627871819,6.0428367172305455,11.104295795843278,1.0400837148413904,0.6432849285305167,2.8523015459355823,1.4578473340616045,1.3854001265667926,2.4289268258118186,480.33291319726993,290.67168905981805
2022-03-10,-1.0803397374229973,108.98281148173676,5.52343361558059,7.605322461843852,7.605322461843852,7.605322461843852,2.816287800336015,2.8672224235627155,2.8672224235627155,2.8672224235627155,1.6749033486231224,1.846723951717998,1.25804377878385,0.5918275864207376,-1.863532545934904,1.1339277662472087,0.8366981712176405,0.2649535432435633,-2.531219472264592,4.6695816806922,4.311102206788924,6.40452400030232,1.0013447260329649,0.1277670952153141,1.69855453298344,1.3676788282066763,1.3411608853282562,2.0084933909533227,360.7091332352627,169.69013266685397
2022-03-11,-0.6043991795053993,108.32412026333922,3.987560109090206,6.954956775780327,6.954956775780327,6.954956775780327,2.6253453293377875,2.86501766226712,2.86501766226712,2.86501766226712,1.2117020665549012,1.6192085484504175,1.024664814644756,0.3531943184829753,-1.6606827728808755,1.0756670006920177,0.8142268743334403,0.2546509210347131,-1.915559318689365,4.312729764155512,3.605485012103245,3.9737062664233713,1.2205667484843654,0.6327851537835306,2.3271829334401426,1.9687580824964952,0.9752037000271205,1.7791386367883282,293.5682791860891,101.19079606661225
2022-03-14,-0.487274830841744,107.79628408956523,4.951823766629884,6.433792191074285,6.433792191074285,6.433792191074285,2.474769004066128,2.8541304558934044,2.8541304558934044,2.8541304558934044,1.6750654350800025,1.4408432693136195,0.8385990521221454,0.1598050198644722,-1.1918747213545295,1.01959684808352,0.798201653867475,0.2419431594926902,-3.47805012074374,4.033314407402093,2.998579473430335,1.8851716045876508,1.810819615610048,0.7893325178034559,2.3598403649874684,2.72968934028837,1.44799218161582,1.5941907123487877,239.34710949451556,45.61043741998407
2022-03-15,0.1104701711323041,107.91536682907324,2.9428345067532864,6.55136978345036,6.55136978345036,6.55136978345036,2.120089762991732,2.827719494793997,2.827719494793997,2.827719494793997,1.0076982569017134,1.4939212000058606,0.8805672985079167,0.1906241550071758,-0.6404505884050641,0.9818731192334822,0.7852587981852044,0.2330101170327359,-3.33579326386804,4.30237880861884,3.17092571547559,2.31334006504402,1.633138888276217,0.8784162598341229,3.010530454197336,2.8295654749828416,0.8426009537346257,1.6549520631454453,248.99973164689212,53.90316392924239
2022-03-16,-0.0904819638114062,107.817722885912,0.7921448086035556,6.45496001160234,6.45496001160234,6.45496001160234,1.947259470204173,2.806681020136604,2.806681020136604,2.806681020136604,-0.0073328386515939,1.468794583631741,0.8453158364781063,0.1453532510492921,-0.2301052047975319,1.0047903342800473,0.8307574817449783,0.2385762737677674,0.0620539614493271,4.102784172692569,2.855865840991976,1.7099781319089251,0.9683009689619686,0.5980228163544203,2.524895572534576,2.496843962935772,-0.006624179853268028,1.6317474543530688,237.2531914263998,40.79602109351992
2022-03-17,0.2727052133893126,108.11174743717952,2.133534674632499,6.745268237465475,6.745268237465475,6.745268237465475,1.9014448535788744,2.7786333199221054,2.7786333199221054,2.7786333199221054,0.6960558786267664,1.584789753917374,0.949410437928635,0.2385687550688419,0.0331821130130228,1.0135076203287887,0.8772156383113298,0.2452861826873229,39.88630463945305,4.344860884102113,3.0073146919595573,2.702537438774696,1.039860952368952,0.4708218414155656,1.9621488021434892,1.9518586249102343,0.7575379114327451,1.7607134419628592,263.8063477110343,66.28950919266198
