,BB ACOES CIELO FUNDO DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-02-02,1.26121343543395,106.10755428700834,12.500937502888505,9.45881432427674,9.45881432427674,9.45881432427674,4.309463856562599,4.10154567429087,4.10154567429087,4.10154567429087,2.7390074149814323,1.8053511060873653,1.4541680325401822,1.0674196784113492,1.9509512137837712,3.204415026321565,0.5065471163959532,0.3201766558654937,6.050204317937222,2.3107899441630573,11.774495225623005,13.673921831703588,0.7123044264572821,0.3499195435982398,7.109583749563161,5.49008184497622,3.7178095477357775,4.404684105962301,596.433660355725,437.8070564641021
2022-02-03,-5.752085607992652,100.00415692787234,6.52626932308598,3.16264961885062,3.16264961885062,3.16264961885062,4.562557007640753,4.29387759268955,4.29387759268955,4.29387759268955,1.2763744300455988,0.2555809189925972,-0.0821562841353765,-0.4547058369170998,2.385865177992584,3.0441804889347464,0.5258194406850586,0.3163610293498027,2.4408466806484905,0.3605020087246345,-0.6708938473022753,-6.171592020724665,-0.8054523696762926,-0.9278654413985612,4.528448475878297,3.397644375986029,1.8133950836632544,0.611491660070402,-35.276902754752946,-195.2451204403484
2022-02-04,6.100177878759561,106.1045883866264,15.159694965251123,9.455754750041974,9.455754750041974,9.455754750041974,4.587240619233861,4.308766635473495,4.308766635473495,4.308766635473495,3.15036935463771,1.712649022153212,1.373801702806128,0.9994241958651884,3.038250915319982,3.1539415038497136,0.6010465931138123,0.3337384158738692,4.756520337511908,2.339740593134887,9.848472661897013,12.903176335134097,1.7237302910961645,0.6516933801056539,7.028643779871033,5.733486140879146,4.5000675218657165,4.204229089703997,591.9390940807717,430.628562982885
2022-02-07,0.4002984329244397,106.529323391199,11.912561712376782,9.893904421052014,9.893904421052014,9.893904421052014,4.699701340272791,4.521785463012049,4.521785463012049,4.521785463012049,2.382899132705992,1.7264021342719995,1.40134715872749,1.04163627518241,3.911981419098797,3.159956020201868,0.6660821232715138,0.3456649323621241,2.8627217381551664,2.47042048185386,9.513228158480736,13.626073477223631,1.2568321286917727,1.0666692661191497,7.062105099622683,5.515843909826249,3.487240935065795,4.543166456261772,633.6591210967202,471.005576686584
2022-02-08,-0.8204143739559244,105.65534150961962,13.606973725898996,8.992319033080323,8.992319033080323,8.992319033080323,4.879736287858702,4.688834726695879,4.688834726695879,4.688834726695879,2.6410999359233887,1.470237129579561,1.154669016685152,0.8049077914274798,4.28272144974517,3.1110666013597386,0.7383151541847924,0.3518671700225858,3.009271405674423,2.215863494094701,7.332982605850786,10.725864547098835,1.984516991074993,0.8853552749337126,6.4420923242979296,5.218932815416019,4.013166902663079,4.094712612915267,541.4052183273124,377.4079604233251
2022-02-09,-0.4162862920135235,105.215512806135,13.674266395970283,8.538598949597962,8.538598949597962,8.538598949597962,4.839838280368891,4.788400433941463,4.788400433941463,4.788400433941463,2.675649010890819,1.3425865116580362,1.0315290645550308,0.6862328134538079,4.509544799898719,2.987074038336363,0.8043503113655995,0.3587431103978157,2.871622099869456,2.1522204513577474,6.140824651329635,9.159639325430494,1.7200930876618907,1.1665188241037827,6.238063504267775,4.826146486515563,4.032422483687101,3.89422038579854,493.9374220338541,328.59575017270856
2022-02-10,2.883942220165858,108.24986740211514,16.959575969349814,11.66878942988192,11.66878942988192,11.66878942988192,4.7180694245424295,4.87215468720834,4.87215468720834,4.87215468720834,3.4398735935709617,1.9596861598846924,1.6519595738029444,1.3098382799098975,4.742109368992418,2.991008096421597,0.9324288160918704,0.3825123455136279,3.422435284230155,3.192199352707368,8.631868129426937,16.683735282788547,2.24496731048178,1.469186185531829,6.721220559333798,5.315496472410928,5.1663366395503,5.893734754060982,804.8602580582708,638.1734714947918
2022-02-11,-2.4138688543900777,105.63685756797692,8.989915532168654,8.97325130175955,8.97325130175955,8.97325130175955,4.5810486510012085,5.044608172288147,5.044608172288147,5.044608172288147,1.8018682330802505,1.3561442884431063,1.0569895438591603,0.7238960774208806,4.257895661354101,2.920878106030988,1.0053752779819007,0.3955913258501677,1.9386210219649027,2.342178040965264,5.303589821383127,9.231173257392996,0.4557273560526942,0.0564531169305987,5.888933382632281,4.1989375183417765,2.6768415735686975,4.300445664037688,533.2098090975041,365.1772068044707
2022-02-14,2.5172843468892925,108.29603764808137,15.378431004132144,11.716417899075104,11.716417899075104,11.716417899075104,4.577737097937015,5.0770476874722,5.0770476874722,5.0770476874722,3.1975417004560778,1.885592397563751,1.586412927413629,1.2527955778076258,4.03420719714946,2.9793125309608373,1.1370757806415606,0.4136886317752082,3.628347417237554,3.213238766353527,7.083339757669429,15.37509712048312,1.6569270386782056,0.3241940304357517,6.319191402708292,5.094464607924446,4.876104728440514,6.124338276364581,805.4294084501367,636.0502891183605
2022-02-15,-0.4230097785481446,107.8379348190498,13.316051135064594,11.243846527118311,11.243846527118311,11.243846527118311,4.39657376867268,5.205402776941981,5.205402776941981,5.205402776941981,2.8589691689748657,1.7461721384198878,1.4524808529868816,1.1245017411338851,3.96341196205494,3.0552338007390216,1.2774378040742949,0.436299938368819,3.17142627970516,2.9750683224802508,5.918681787464341,13.416193703484486,1.2995013318342064,-0.2617308227319685,5.499503802171124,4.7194631981394135,4.187258731985001,5.8833464229607,756.0747865592971,585.3484485974419
2022-02-16,5.0070964024941045,113.23748417389837,15.786073689348928,16.813933164573694,16.813933164573694,16.813933164573694,4.381611703624675,5.315502598516759,5.315502598516759,5.315502598516759,3.431211067494983,2.755802033333851,2.466343524267007,2.142622003533257,3.077553179528678,3.2333437772867204,1.4997688320707157,0.4659479319954896,4.885125843136527,4.53044089282588,8.741250739272674,24.44288738152498,1.8133857893427452,1.5198544889789336,7.111849271500156,5.910616852735229,5.335430151549473,9.638192543114858,1310.9855412076256,1138.9112827420213
2022-02-17,1.1765628365770109,114.56979432976324,20.94650393706621,18.188322490131988,18.188322490131988,18.188322490131988,4.664977326256842,5.618187005520698,5.618187005520698,5.618187005520698,4.327825469238506,2.8499795213106225,2.574364539231378,2.265683320619384,1.8440503543039264,3.3328808022161045,1.6234636012116188,0.4747591624849955,10.94829522354086,4.804167584385527,8.908891699813182,26.81155751455581,2.6124555252116437,2.072227675003242,7.78702776765599,5.718142047769991,7.57924763191998,10.703734287158293,1446.3261401783006,1272.9032590528807
2022-02-18,12.163041017856523,128.5049654081662,36.9226232191096,32.563616632923306,32.563616632923306,32.563616632923306,5.575607785292353,6.184453350313182,6.184453350313182,6.184453350313182,6.4853682203358005,4.911649395195004,4.659679090557764,4.377079810841553,0.1062832414806912,3.6779058699215095,1.884467035424344,0.5204641625822483,340.22174179135453,8.259011413559017,15.292158165290015,52.01096991278322,3.574096504996977,4.682101682429806,7.957597949686127,6.349241645059141,13.94069467437539,20.62092042106138,2881.7567962984244,2706.984590074723
2022-02-21,-5.924455615662339,120.89174576863714,21.472719598014432,24.709944002988955,24.709944002988955,24.709944002988955,6.03091770181895,7.028062244475974,7.028062244475974,7.028062244475974,3.433060973226267,3.203023312995938,2.979897271303103,2.729298702428011,-3.7598324236757015,3.717690922078544,2.019651949758161,0.5790371335672869,-5.5067635633113845,6.055115308417645,10.369560709393555,33.12685845596562,2.140728894754524,3.165423004698575,5.756050864093989,4.147116582414158,9.323322974596033,15.511634303289227,2094.2903504862315,1918.168116443157
2022-02-22,-1.860468776873958,118.6425925847938,18.632447979551888,22.38975443315635,22.38975443315635,22.38975443315635,6.282832111834442,7.43845230646799,7.43845230646799,7.43845230646799,2.8424726682250654,2.712890919186492,2.500751109637516,2.2621625463796464,-10.66198564412671,3.8022185377295794,2.166765081127017,0.6330492767777901,-1.6749955545826405,5.307351356786752,8.585018293589128,26.58085054037541,1.8294313012279844,2.6396878714812355,5.205942596733445,3.847843413330448,9.516153552997046,14.10819120224475,1860.171785938557,1682.6988210723182
2022-02-23,-0.3864656164545343,118.18407975798334,20.26225789142833,21.916760114209065,21.916760114209065,21.916760114209065,6.337276830865616,7.683482802500592,7.683482802500592,7.683482802500592,3.074369429284864,2.5633643956677865,2.3567077173107966,2.1239689924740395,-15.214323878310626,3.840120061082902,2.243398728115226,0.6475365943653163,-1.2805781124130962,5.128893351605697,8.071558118289117,25.202404572539017,2.1486422227762345,2.040240114385949,5.04883806032844,3.839424960754105,10.82153785065618,13.96503799993985,1810.7723216477932,1631.947922671879
2022-02-24,1.899755391540903,120.42928818512864,15.8673297844016,24.23288033767076,24.23288033767076,24.23288033767076,6.157221373604605,7.806672892643227,7.806672892643227,7.806672892643227,2.4496022671251034,2.8181706105910256,2.6135127150044584,2.382714602757644,-14.293557268979338,4.016840380607687,2.399771148482588,0.6922780165884045,-1.0552127194191456,5.477075021142967,8.501993567055232,26.86936903170881,1.6992135226695086,2.4949091929641813,4.951642557244456,3.716802053264667,9.392965406062137,15.814538614109406,2040.2838866803709,1860.1073500253274
2022-02-25,-3.0064112000296017,116.808688577015,11.459154727080042,20.49792910907964,20.49792910907964,20.49792910907964,6.322221186068146,8.155555799102881,8.155555799102881,8.155555799102881,1.6875571351050995,2.2382819461672256,2.0411703659574174,1.818586666381003,-13.063035749546412,4.280545319645209,2.566792638729634,0.767726713153513,-0.8167404328379327,4.264511164573865,6.485478633474615,19.31883413598124,1.1850713286253494,1.5120799788675063,4.303267535775778,2.6739021958490867,11.69324274418249,13.297884408266123,1664.6878815040966,1483.1585033174765
2022-03-02,-3.858637052230829,112.30146523935736,7.172224608581692,15.84835136930583,15.84835136930583,15.84835136930583,6.448002376452057,8.461926197750358,8.461926197750358,8.461926197750358,0.9889450684734328,1.6064548962442329,1.4153146365639708,1.199190175560869,-8.728023467112346,4.514279656377252,2.7875996416343907,0.8310337601377789,-0.7306030025841539,3.011267313231203,4.296272614735452,12.210645643302144,0.6276818172424132,0.251576702209725,3.2016474576035456,1.752716642896777,7.03285055355636,10.03211434007655,1197.6288001200192,1014.745876266337
2022-03-03,5.199203384125095,118.1402468205041,11.340090358645678,21.871542774151923,21.871542774151923,21.871542774151923,6.10706935947289,8.164149784772368,8.164149784772368,8.164149784772368,1.725725676859161,2.4014429772722545,2.2021230078062506,1.976456920342864,-6.140334339600373,4.702227344730709,2.9766542098870934,0.8885174365287742,-1.7163766370233358,4.16945815859169,6.039822166950866,18.160690693779635,1.000939791030066,1.863980829170473,4.037926491230175,2.868997151887115,11.640999869211283,14.653306655767127,1797.8462080223683,1613.6090340829048
