,BB ACOES CIELO FUNDO DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-07-28,-0.464958100580648,192.94507273029808,8.752677486944007,25.213190742707503,85.63615802453495,99.0389754309474,3.260825933921669,7.40964351325934,14.432416278336907,16.398658516451956,2.382017773341735,2.9950418434975696,5.534855300414409,5.4668015158896885,6.84437120849821,2.622619136137004,0.3812163000901969,-3.6604685452304544,1.1348515581286518,8.46184337703725,209.54333725247332,-24.490911512709875,1.904054738420894,2.410542688728594,3.195224049186009,3.0920345033360426,776.7345330375077,2219.219236761206,7988.133573594023,8964.82112362969
2022-07-29,3.489480100728559,199.6778526485581,14.270367271136788,29.62999476552353,90.5331268166136,105.98440087130432,3.625305679181822,7.303617570664366,13.97367205494296,15.968796935218997,3.6645282605703184,3.642515535844065,6.065921608863029,6.046645391467242,4.950446922610985,2.62960351711778,0.2529463503409558,-3.829946333565384,2.6836031821468374,10.116939795611426,335.1034682215753,-25.211228561975823,3.6200878204984743,2.8605233857696004,3.3524570782552887,3.2291791054818155,1328.5035114567859,2660.354046900864,8476.319927324394,9655.765239561817
2022-08-01,-1.7715853675914328,196.14038902871545,12.814118685631026,39.47761433581095,87.18190170534925,102.33521136594742,3.790270911379675,7.508453299020346,14.224678884024325,16.35568373332383,3.120828775998064,4.85395625137471,5.722228769683902,5.678299255867323,4.260790136919716,2.615326409950439,0.1416475106532473,-3.858883492493341,2.7761955292202134,13.935432185547166,574.6438209488791,-24.06718600154634,3.347411663082801,3.544332343308915,3.297252811285893,3.0703475504913764,1182.8786529062097,3644.5703828934866,8139.686674967909,9287.246677213398
2022-08-02,1.5991035546355503,199.2768769617496,15.818094363948266,42.17297414580624,87.80649342150446,105.5707609231796,3.840087131037944,7.294467902950688,14.01096919510444,16.209750947616346,3.862610847418496,5.365607668381755,5.853010434449749,5.926803482713691,3.5241653001549893,2.676648847800053,0.0465526803953508,-4.013219326298868,4.20887244044058,14.62248324019248,1761.5816790624638,-23.93888809930932,4.121018475443445,3.672104077440404,3.249668992364958,3.1251078243667694,1483.2762207379335,3913.925291683679,8200.63488957003,9607.200837025412
2022-08-03,9.63241619578341,218.47205513266456,24.092054578907906,57.43090236210633,118.46297378441658,125.37219219213917,4.537830043228863,6.866729828819211,12.930204393137728,15.00234927919741,5.092020239236977,7.921583014803848,8.711982742524967,7.7212853586766945,3.1612404620837444,2.843265600823551,-0.0804462480426487,-4.148252388450052,7.309384622740178,19.131301122014627,-1400.2855356363673,-27.9243905596839,5.556084789277171,4.717161120050267,4.219121404084687,3.602342377659866,2310.6722422338976,5439.537037922119,11264.771753033641,11583.741983522083
2022-08-04,2.045128268749452,222.9400888915005,20.487739079097164,59.11915276463654,110.11352315806194,129.98134260456092,5.452993407307987,6.955730703238612,12.802849478608872,14.935961098614758,3.576134892615165,8.06241781853918,8.145611138012132,8.061936926872754,2.5780138423697223,3.159025679624584,-0.1894629036504914,-4.410524825505122,7.564210739516228,17.752311266243186,-550.4351052469408,-27.30123535932412,3.720076367336565,4.636589632499727,3.862702848244821,3.6011123935538603,1950.0639993074549,5608.000716275104,10428.703331124925,12041.277631925728
2022-08-05,0.0004950547426219,222.94119256698383,25.080839372387803,60.44415381530241,109.27683145822202,129.98248113810462,6.299998657081204,7.145842956575185,12.957425067004715,15.159762339385113,3.824123565314784,8.03283738762604,7.982998650672793,7.940765020140521,2.598792697200093,3.3762584898164474,-0.300522787891068,-4.52658561718135,9.270448293914368,17.001480970967368,-344.197215632069,-26.59402045579603,3.854747780319402,4.753796670691302,3.798681365974636,3.546598663282906,2409.1973325995723,5740.139446768135,10343.910682609247,12038.011049823293
2022-08-08,2.1753855740463512,227.79102310869288,26.84666764787684,57.88421232337654,115.5982081492332,134.9854868556168,6.878033973745111,7.205970942808106,12.861457342927643,15.079677223558775,3.759218798409092,7.610055541232876,8.53318909458,8.31246581564395,2.7356208521487435,3.6336564336232304,-0.4094973764428711,-4.756258328548817,9.451614828089172,15.091641189808202,-268.0096475645849,-26.35460329801353,3.6561806298670714,4.468911075578351,3.929173331432721,3.6094549055133394,2585.6034610199004,5483.783910327992,10974.924753907604,12534.930143177698
2022-08-09,1.6836646702135472,231.626260086692,32.26904037583607,57.14865615621177,120.14459076341268,138.94185447793416,7.432347907921553,7.400899380922608,12.836967395933671,15.084402926209448,4.208177644996991,7.309742526205167,8.902756348714572,8.569901272850252,2.851655562858818,3.760771117078255,-0.5168087629215432,-4.860269115414737,10.967888521782216,14.384993729404297,-221.13478172532453,-26.59767201522078,4.142103282650645,4.4608249101553525,4.040923224334555,3.658782244298728,3127.6640315955633,5409.866893689548,11428.439298239045,12927.18438375084
2022-08-10,1.5521890191503296,235.2215374612261,26.301087696150017,56.28952643451476,117.29498899749233,142.65068370529477,7.777190323983336,7.652556966485226,12.837653876545998,15.117780847588216,3.25399270545147,6.956619247968958,8.679432700410171,8.794070952130308,2.838982977241306,3.944880834983632,-0.6271916425263894,-5.059776595062573,8.91407972010482,13.494938710728116,-177.65471555682046,-26.27523862262605,2.2654668749240416,4.353471958050773,3.9039527765004256,3.656545729157068,2530.692058314953,5323.592508923007,11142.355285264071,13294.683741244744
2022-08-11,-0.5083904531950512,234.02569362091467,27.760701954107624,52.79399885648552,121.5379167922711,141.4170707947246,8.291191527885292,8.011565751869325,13.090398141308883,15.440289303903388,3.2280966694657547,6.208122706460268,8.835120203527714,8.52829735367137,2.764269149290721,3.971223068590923,-0.7257324175305634,-5.066769414349825,9.68240294688262,12.524298534589017,-159.36347653317975,-25.988823970845115,2.8892502467347243,4.141825460749569,4.032866175654471,3.5924259173881072,2676.4767757069194,4973.678325847938,11565.524109049975,13167.93784103996
2022-08-12,3.0717787880496727,241.21444523614804,27.940684688904305,57.47282189137762,122.73616881533388,148.83286916612778,8.533980226041402,8.195016761290749,12.911224016324203,15.255134675949558,3.157141528719862,6.6396437614268375,9.049665021356349,9.11570583950891,2.830272394953333,4.265343822475386,-0.8223626951839539,-5.328390724447343,9.519572541834323,12.756765732970752,-142.08116813626714,-26.098183755560004,2.370298772864802,4.084257696850755,3.968853658715583,3.639368403191361,2694.2983376909424,5441.199191389249,11684.225236342514,13906.132024804825
2022-08-15,-1.5004063434516657,237.59524839850312,26.932452453688544,52.01762592394562,120.32622267589215,145.0993650125664,8.97147640245367,8.620688351093428,13.287547503200772,15.73016104815688,2.8906038239955243,5.678569906080688,8.611149969769793,8.600925871072803,2.708503588250432,4.224787661013007,-0.8970912669014744,-5.317832919933468,9.574653734377993,11.587134163443764,-127.54673744145212,-25.441556956047968,2.4322301196697933,3.690950628305599,3.895320073038255,3.518347262282693,2593.2983995818186,4895.318144021949,11442.106428050201,13529.394911523419
2022-08-16,0.5645298356979467,238.9365444639133,29.200975175879623,48.64067641494851,111.0048154169333,146.48302405516856,9.101216126055496,8.8789622503657,13.383353338036653,15.881302663215624,3.098458398376282,5.132651318158024,7.852173609279272,8.60406313182092,2.600716993304947,4.163353574791547,-0.9519957173069504,-5.290683246526727,10.84306351433439,10.946131881315557,-110.38748596671212,-25.82723711905603,2.795891325012292,3.502254669878111,3.5961365171548207,3.470202727836384,2819.9739541214303,4557.261729821484,10508.841388459105,13664.373072986293
2022-08-17,3.755253672591041,247.9092178250565,33.41420360553563,50.459478294296765,116.3827030286062,155.7390868683137,9.00812363212947,8.99780252111166,13.14807519496419,15.583737342044262,3.5979968844514345,5.266597517182455,8.400853777290484,9.360136305015192,2.571366367437546,4.105875026299752,-0.9654018378722776,-5.172046317522118,12.6046607646401,11.54146293159122,-114.4135559231527,-28.20274543345013,3.712575814798638,3.772800912970873,3.719537995733272,3.6122827747600126,3241.120076315517,4738.780441778471,11045.505716571424,14586.590566308945
2022-08-18,3.0766781504657503,255.5365865628706,38.860132843298686,54.67564017875088,98.85347289983535,163.6073554761918,9.044753653128833,9.261436426613178,13.04892421493019,15.424470308538233,4.185339282202256,5.571527896839966,7.120478284819793,9.964703672890426,2.619136116167253,4.135537584133191,-0.9572854276649484,-4.992709516018969,14.453377405095925,12.477302011148476,-97.0604783354018,-30.784942613372,4.540106165009481,4.161891694971368,3.1550062981010467,3.715311145411441,3785.536276228246,5160.035141568517,9291.458151266957,15370.027593588025
2022-08-19,-2.1057319489716786,250.1556710183046,35.286821681874194,52.24547425845878,106.92535245297312,158.0564911720903,9.108980580731217,9.855152920914122,13.620043459395731,16.019951902605367,3.7633502484148647,4.988920098613661,7.413721890734887,9.245689608731468,2.5829047579054603,4.019864656135317,-0.936872182348294,-4.673829964196976,13.271989308308726,12.23090195512407,-107.7790719483054,-31.69039181418841,4.3472469858780585,4.138947324470554,3.4556491708634485,3.6029436025844848,3428.0284331301004,4916.657048205959,10097.521434768265,14811.550283829634
2022-08-22,1.969338234716278,255.0820822939792,36.62645635724455,39.63765869636728,115.00042837623606,163.13849631990954,8.762890429692133,10.075368406222644,13.635459731305438,15.988096827549969,4.064657887938933,3.6281690461336935,7.996726513628444,9.579851209500235,2.4059829947331552,3.952424036326544,-0.9589458848517068,-4.513353988813598,14.803991459691543,9.248789968858045,-113.70719044871358,-33.935647217264425,4.364065097848392,3.2901117407913008,3.7552099024624326,3.701286869795812,3561.815170619271,3655.5139779850365,10903.904235884318,15316.358873101146
2022-08-23,-1.0593371731362544,252.379902974229,30.195831702970388,39.89298981140176,113.5481390480436,160.35097241156092,8.44880186488457,10.601945965569543,14.013540794865891,16.41127421193545,3.4544258685744853,3.4717075287415025,7.676539819533421,9.16090567747445,2.338853134174008,4.094896187695269,-1.0221602993990229,-4.575205857280551,12.478662851494049,8.988470999235364,-105.2432813010766,-32.86019029361688,3.3231566956666665,3.142666185405484,3.610067589586384,3.5479211424119086,2918.5759720517613,3680.685562797838,10757.550392444404,15034.213510270947
2022-08-24,4.737797470915628,264.33715163444134,37.00124491074013,48.73450095514575,119.49573531323364,172.6858741979801,8.0431410079494,10.650578298643962,13.674909235911343,15.969629832486389,4.474546141910681,4.285659435397456,8.300738815224118,10.184525152251124,2.07751749346448,4.0609137413838985,-1.0528406454673096,-4.481079031373524,17.32327437876224,11.240019927748536,-107.81484394422591,-36.29552069097178,4.447697500099566,3.79135040698697,3.775894824783687,3.805098088983408,3598.940556596357,4564.475137802288,11351.184988919607,16264.309670109751
2022-08-25,-0.0038659394980045,264.3269325200884,32.376690260845095,48.014889625152485,126.2904718306214,172.675332327064,7.746583465986897,11.120254700371564,13.9595526242343,16.257604137804112,4.048634299304725,4.039612916962367,8.617420496911251,10.001387830126166,1.9555145099093143,4.018994038710384,-1.116396627514019,-4.45840429021151,16.038277069228126,11.177305588128435,-107.75322313509704,-36.47013451154047,3.653572287752788,3.732006099827636,3.9954501573009873,3.7518515961646073,3136.308352282143,4492.152452753245,12029.533491178789,16259.860417084286
2022-08-26,2.1856878971060034,270.1042942929716,37.7096760287488,50.12566075815188,140.51715951993685,178.6351640641303,7.469561868638333,11.38157101853202,13.949727480647317,16.21271841554752,4.912510601273508,4.132002509728972,9.642537468809463,10.394584699159545,1.627552251059341,3.919994637363701,-1.1735938993850363,-4.2821454458697765,22.54569820579989,11.997128660579204,-114.61440791598058,-39.3551496333638,4.655620581286324,4.051300950946117,4.473391306398988,3.808021979124055,3669.430186655416,4702.868001323283,13451.07699118228,16852.44747740324
2022-08-29,-1.8488955830224807,265.11034792623474,33.03618160230483,48.4711278296053,124.40307605673875,173.48349082300106,6.943114413402081,11.99631951313624,14.42739567465722,16.784204160417428,4.611624996875953,3.7820375875199694,8.20559962687412,9.731699421677812,1.579363586608569,3.908341892317826,-1.26240454455608,-4.226020641740443,20.27338116219998,11.608639305522406,-93.7777300273918,-38.65074115066016,4.161346655269679,4.007207748277264,3.952776284830114,3.6853786894368463,3201.9039985014756,4537.053131058053,11838.543256473258,16333.88299212566
2022-08-30,-2.9973873562237907,257.1639638774529,17.710232423681425,44.02807294073778,129.04111958077698,165.28613124771297,6.118298498494033,12.644238074976656,15.046919531169785,17.52213419101736,2.728098886394556,3.2365620038257794,8.175242829957279,8.852088824478626,1.6141383549428592,3.7986480892183807,-1.3014761761528697,-4.080294444759995,10.340701755372098,10.773269742188004,-94.51745891635213,-38.01379786513007,1.9906004746376464,3.755599214924737,4.117648399376001,3.499527822585309,1669.1323320371055,4092.3860520796657,12301.222101013991,15510.74882533196
2022-08-31,-2.2571828052035614,251.3593031036312,12.747466977983285,40.06631890851218,141.3670865838896,159.2981383085999,5.779440368467099,13.134276270338315,15.49077751952789,18.11261677039284,2.0290529203673286,2.8138962284738858,8.735967679424865,8.231030591947325,2.6974258686369,3.631733899080603,-1.3312706875333944,-4.004408013242621,4.3474004212960775,10.17654142287113,-101.65245355960886,-37.23034771788845,1.6056210318193862,3.5659121369817277,4.40606734742358,3.3510157555915567,1172.6790357726995,3695.849046083904,13532.693173975693,14908.550273732162
2022-09-01,-1.282353048969331,248.13598941641365,11.301095396204053,44.39910371712244,124.65811614057289,155.97302072607883,5.419734333784987,13.460191711209657,15.710869669870991,18.513506208213755,1.896849207508704,3.0673901234640923,7.5493404451955,7.871355131303626,4.83756295890489,3.617968971096371,-1.3983342255436977,-4.046085104861889,2.125123510180632,11.411833391812127,-84.81999629368715,-36.01663788913782,1.2220276313525802,3.94578928305484,3.862335374907092,3.2558015114140813,1028.0418775947765,4128.765911489774,11860.670382795233,14572.638209044488
2022-09-02,-1.797643242560587,243.67538957030865,6.97321880592124,42.93347451341803,112.83984006092555,151.37153901621826,5.003424253116955,13.767135283735128,16.01414077991311,18.99417319683205,1.1896936746782425,2.892280260865881,6.6676801804209855,7.428114157085528,9.628558158305808,3.621123419775894,-1.4813866920670389,-4.014025295622131,0.6182173995106585,10.996149264716752,-72.07920096521698,-35.149476257511985,0.6885497139886129,3.699247002717224,3.5911160501600263,3.0968413018750103,595.2542185664951,3981.8413629817305,10677.71690846981,14109.088682552263
2022-09-05,1.3874400860933944,247.0562396051513,6.661584706623626,45.30236964291963,116.65695420735756,154.85916851355913,4.526108087811854,13.639309094741014,15.839649948540565,18.88430555255188,1.2463043252452315,3.0928027261571023,6.981405759062651,7.654212746749692,15.466627198453567,3.654977192763737,-1.586569829640192,-3.9912453229637497,0.3647148155825042,11.541437915024815,-69.69943667550766,-36.21538657175932,0.4538753391073197,3.716410381667732,3.688461221535941,3.129698898933876,564.0908086367336,4218.369235111437,11058.302337227751,14454.449227385856
2022-09-06,-5.2607091121366745,234.0593294961409,-0.4940907952686127,36.94910492715537,106.9567783800142,141.45176901245057,4.694687980378904,14.345336423500363,16.68000192466987,20.028673141818647,-0.3226556103101544,2.3580353992185,6.047456525860396,6.545768523868391,24.210887401133373,3.434560176721232,-1.5678081170359448,-3.7799265353129,-0.0625655470792033,9.848949897452307,-64.33924240768305,-34.68402282472194,-0.0079259201242569,3.0184326487973805,3.426905211744078,2.9112592559034924,-105.29181115064355,3382.681110031235,10087.158649070876,13110.305822656474
2022-09-08,0.9799415780106012,236.35297418308645,0.9944551498441933,36.50404013374722,113.24291238771498,143.81785528784573,4.617124248546413,14.161338355027471,16.475003667196326,19.935013723416496,-0.0056791779905751,2.356989770898245,6.503577201747506,6.69350426875389,29.14766799525241,3.3604934864492875,-1.5605007530992627,-3.689448384759102,-0.0008996078319667,9.932508359150612,-68.66158701678566,-36.16668009412149,0.0921577573775136,2.6962476142212903,3.6039301650500777,2.874333869996059,-1.8226600878959671,3337.812964502873,10714.645824868458,13343.50994553557
2022-09-09,1.7195047092242843,240.41707470455628,-0.3305650002889047,40.68378738634514,106.0321710357646,148.01031479144987,4.373685002624758,13.905122459706703,16.15059389626338,19.709992184211,-0.3089480883361009,2.700750045009048,6.187045138600223,6.9809009624528535,40.01911579863639,3.4381825605107084,-1.6376896497236135,-3.6957930745446657,-0.0337649044357755,10.922706821981809,-61.01550038387716,-37.22976385133487,0.0086020562868522,2.7987880922663293,3.314244191941775,2.937348942500956,-93.92509772203718,3755.4260108909198,9992.445345138278,13759.350340869676
2022-09-12,0.1816247208350496,240.85373154532823,1.3714428923931472,35.18457826883927,113.00415107964623,148.46076283333198,4.372498854674458,13.833638768812683,16.100122644143315,19.783977069980764,0.0802210094948037,2.316919981176463,6.638779791720454,6.975841354103966,43.29071028509227,3.405003155410801,-1.690343833294499,-3.581360475711748,0.0081025760452271,9.413040932108208,-63.23279722672702,-38.53560297249575,0.1058045831088604,2.2823314738765736,3.610952629849959,2.900052786109666,24.381839551949476,3205.1434075839475,10688.516885415953,13800.988539341643
2022-09-13,-1.7368992008585993,236.6703450068793,-0.9484524278688798,35.92790410754552,108.49801969826392,144.14524982923268,4.4748553475488535,14.04487625866586,16.309949172299792,20.224905996997848,-0.4400430617726624,2.334740603492202,6.276400407773775,6.608698000468047,45.82051687038575,3.238081876157884,-1.698912316811391,-3.325488157509913,-0.0429748327303971,10.126718262923871,-60.25488815568848,-40.19268434926473,0.1420387977651154,2.3034592653875343,3.625460895228888,2.886066228235856,-136.87458664708345,3279.114287213083,10236.777163579196,13366.029582201389
2022-09-14,1.1338040136000591,239.3537228775684,-3.451059634872277,39.35541876791954,96.81317972316708,146.9133784708104,4.415283147869999,13.827934253524656,16.057693034888352,20.09557636415448,-1.0127858407644366,2.619107980680292,5.646854366358891,6.787281683853478,52.08303638377296,3.279758035828341,-1.763610067520547,-3.23001154460879,-0.0858578256109849,11.042538066556428,-51.41468383381953,-42.22719810725143,-0.0631546372419244,2.669603936432805,3.3562551938180323,2.9303579593540614,-30.391139653897646,3621.6852959728794,9067.545402771004,13639.433738290454
2022-09-15,1.6757470216956838,243.364685760007,-4.763271266390227,38.08077449224318,98.65691216686048,151.0510220567032,4.3818733564597165,13.531474773362245,15.780033068813722,19.8724607659527,-1.3199714861954817,2.5821578700708216,5.862580129467403,7.0699791548813735,57.18152093806068,3.3034858619308416,-1.7960230448368115,-3.104021290630056,-0.1011506478274986,10.576828701570385,-51.50919893679402,-45.26318288975562,-0.1241911465034438,2.606478877362276,3.509572083249001,2.990785993010128,-17.333778006576885,3494.0404079702103,9251.170831156585,14049.788337148351
2022-09-16,0.1785704055575543,243.79926306635247,-2.540980952411431,36.93485706048352,99.7653979947366,151.49932488494616,4.369627179374707,13.461038461495628,15.735718569359236,19.943017660324934,-0.8150941548238431,2.5104067645805115,5.949058826903424,7.065735009745995,57.80378111803754,3.325449134719902,-1.7977852850606717,-2.9618556248932166,-0.0616163424568139,10.161839993040031,-52.0711323152005,-47.57560662249391,-0.0491623518071204,2.561373011258936,3.6414195167986816,2.979236789108353,-10.036324171219892,3379.2682012017067,9361.271545271467,14091.207808254054
2022-09-19,-0.9279650798023508,241.5368910402813,-5.310130422287835,35.33127424436404,96.44546394378584,149.16549897407526,4.465327287948085,13.526000298459088,15.842769259767731,20.224560230120588,-1.4177699940676167,2.3796609358395138,5.698833373619012,6.850291524511444,53.46848381167824,3.522058797536189,-1.8607455781660147,-2.90462903597274,-0.1184025914189358,9.138772626656008,-48.521035464233954,-47.69770315436127,-0.5669033732235311,2.0189979637863917,3.5126360479444902,2.844655315868218,-4.324989986475515,3218.7294528396696,9028.53021881097,13854.41335313663
2022-09-20,-0.5618582724471577,240.1797960369598,-4.834024735525385,37.69046703785157,87.13183267084477,147.7655420060052,4.513314141375008,13.523392853670474,15.880319040626375,20.42591216117816,-1.2972067027441625,2.55443903734788,5.098398273197235,6.712554441373865,49.65930465495379,3.631392055652708,-1.803380003639128,-2.68278744109816,-0.1178973688105726,9.512793466911448,-44.895801778421145,-51.10730924717051,-0.3987257153122184,2.2470145277906965,3.278690664511412,2.75498726047957,-3.3140741404804386,3454.468262280721,8096.419117455068,13711.00473966289
2022-09-21,-3.180673492300601,232.54046093055047,-12.028839119770517,33.31812196956403,77.45524377465507,139.88492908836523,4.866503837145903,13.803743130360164,16.335066940246577,21.156685113148928,-2.6814970616934843,2.1856776483697766,4.363625950936315,6.106594397551197,48.06562411577822,3.6132760303525577,-1.7188504272997769,-2.4575529218855223,-0.2714937334131716,8.349910876009723,-41.46964789875239,-52.5707070770166,-0.9835534223825332,2.108981798109179,3.0149127324489102,2.6373096996106438,-4.333138569206445,3017.053282386606,7128.012201074183,12919.529478271004
2022-09-22,1.673377759847261,236.4317412864087,-10.553291322880884,35.909760740986755,82.33243802179338,143.89911014095534,4.557974179007365,13.415563194836311,16.02264701664377,20.878269334106555,-2.5392789622291696,2.441967314921792,4.752637649953905,6.378856516080134,38.86524495149735,3.698328078856931,-1.727860698499744,-2.335514887005302,-0.2977973754592601,8.858155938178292,-44.07174463157921,-57.02360756822669,-0.9510863554211272,2.1281196798161712,3.171406373828391,2.7088324580230525,-3.002368192803257,3276.0366833058038,7614.983546322278,13317.948438634165
2022-09-23,-0.0363043083424274,236.3459063780327,-12.498278860506554,38.36226170327943,77.95440025195795,143.81056425596532,4.235200471217989,13.23877469394972,15.969027362694636,20.95300141439364,-3.192046178837661,2.659691989292192,4.4939691530182815,6.350447665926222,35.667167448415825,3.5497532104012324,-1.6204993788497997,-2.108248104589865,-0.3790308131509135,9.919298867980268,-44.285309398015045,-63.114459174182606,-1.0881689472433993,2.474550098797686,3.1695929840517256,2.7716595127478687,-2.902503077140185,3521.1063001542266,7176.431637165457,13306.093892618488
2022-09-26,-0.3839572513771871,235.4384391321611,-11.192286165430875,38.95007229031623,74.32796588613226,142.8744359148809,3.4466295168931285,13.053632636816843,15.97558210464344,21.095837350367333,-3.543450993449453,2.742307046563361,4.264658383695523,6.261652509338482,25.849602859760125,3.4227800904172287,-1.503671857000005,-1.921531855273064,-0.4724622986258326,10.45847755846585,-45.30935379272952,-68.74452927700875,-0.8051032089889005,2.660659765542591,3.1776764060368885,2.779620928228842,-2.442467005968035,3579.70687631923,6813.040015698381,13209.480288152408
2022-09-27,1.7109773650185511,239.4667375342653,-6.881689827903278,34.97441788688477,69.9891955451431,147.029962538801,2.563172375229744,12.581418942966446,15.673267889565398,20.81327006029077,-3.0830413609819187,2.529095457916028,4.0696138092850775,6.544878016604756,14.832521956646865,3.356105344261484,-1.4249372172714374,-1.816571680321823,-0.5327729479354182,9.48111165735683,-44.76277738196618,-74.98757970680367,-0.5890527773047307,2.3778558324444248,3.080040339026401,2.868604003486918,-1.5437585257264073,3181.9609502795115,6378.414743999972,13622.031367125499
2022-09-28,2.832820167056105,246.25039956852737,-2.032510224217752,40.92260722017036,62.37095348967513,154.02787713627134,2.042677719405023,12.085210866872636,15.258721829178931,20.33106136968994,-1.4946982656487546,3.1249760027818767,3.680414592391336,7.042829771552884,7.129986386492675,3.254421238368903,-1.302928873559582,-1.6810764799093805,-0.4282177663421795,11.60451926206819,-43.101679317249584,-85.17649613980663,-0.1629453901693123,2.891318150334203,2.878881323784824,2.9344889527035694,-0.5958509402702716,3776.599394753575,5615.8422481350335,14318.820430172107
2022-09-29,-1.659994005438015,242.16265769732263,-2.407281480263942,39.28475895239492,60.15073916345119,149.81102960366775,1.808374875315664,12.068578795267207,15.551864425597367,20.749754016565348,-1.8956014857936232,2.993421294461168,3.4677980240076147,6.696046832949056,3.763759176270213,3.149516592834786,-1.1841631155613537,-1.5502602379973598,-0.9107804033087068,11.470439889671807,-45.54332423971418,-89.62451674989742,0.0129301399788834,2.7709793047736726,2.8466687548234764,2.8777621859884523,-0.6689901933446643,3612.634075963537,5393.072472472087,13894.132466709434
2022-09-30,1.6421125711426845,246.13924114198363,1.0111203991587647,43.054117928216805,67.74514820055603,153.91320792489057,1.7097221605283015,11.643485549253388,15.345650016868978,20.4997999574859,-0.005589341542237,3.426284561869011,4.008800522397871,6.976334551832861,2.790135922447696,3.2747443295008383,-1.1750489969158069,-1.4655108766370937,-0.0034250019938601,12.182292957762824,-52.35326353677746,-97.58608075106449,0.3297139649798594,2.936900129183716,3.026011000665631,2.9051133720535085,-0.0018649639266906015,3989.3894783751803,6151.764980415925,14301.34627490707
2022-10-03,7.227789673185048,263.9296677949,6.829792364975712,49.911963436741416,80.41005146914986,172.26552054613876,2.56511534494506,10.715045828755391,14.417718687085332,19.2576533382,2.264660634527468,4.363017765498457,5.1447160398704845,8.377745936033351,1.7997837338939455,3.5643810373557936,-1.2430733096645858,-1.3296740847919566,3.2276743229315863,13.115863545181174,-59.67071130165503,-121.33479086109064,0.6627955465359382,3.217852669854797,3.338006908388436,3.1649421945786016,1.1336898968022975,4674.993530898991,7417.506858778833,16133.572699164415
2022-10-04,-4.253914154720373,252.70232629806625,7.965073147076901,36.5727093187818,69.63029148070697,160.6835790292034,2.8248527973684965,10.97560319788849,15.09876992625082,20.21244235782257,2.458321556893051,3.0439216482051306,4.198211105716556,7.407503076759824,1.848676425534579,3.2640226091861515,-1.152931419177935,-1.0221271934681526,3.756415363393035,10.23549165441975,-54.97970003475336,-146.48248271957004,0.4259462568725083,1.8914676921867133,2.9499182054304205,2.8961930024453046,1.355247946127082,3340.887617616223,6338.782358704534,14972.372895440129
2022-10-05,-2.323936338407695,246.8296851092239,4.43265457621103,38.48344417646257,59.90762702739083,154.625458607882,2.8430291690132776,11.062177212732042,15.475828775313714,20.7715844395968,1.2001206294829987,3.1926631899137936,3.467192250126773,6.91500180386436,1.6066774506931196,3.0316018515250107,-1.0900686739466698,-0.7352957736765,2.123623478055795,11.64988270792438,-49.22412218285776,-195.34389970820976,-0.4673189772557536,1.724289506133337,2.518699633348109,2.764021127267165,0.6629875513460963,3531.780598739276,5365.767359405661,14363.554386893273
2022-10-06,0.5360187579108056,248.1527385215015,3.2176016726147347,38.18519939711425,58.47359836980382,155.99029882843664,2.8250015649266667,10.73777538034862,15.430903615128578,20.740530917157148,0.7776721541092226,3.261174208774949,3.383869160986412,6.98971071947686,1.5411330449174494,2.8568295534019605,-1.0243357587556363,-0.4363201579267786,1.4255258879846573,12.257558764159311,-50.97562827721601,-332.25673543972005,-0.3144313286282378,1.6393139229645577,2.412089835359378,2.7808128644102585,0.42606700431177247,3501.7756130011535,5221.615886938734,14497.031127929455
2022-10-07,2.69781867754324,254.8474494501696,5.810048204384065,45.52938673010174,56.59651646184386,162.89645292292897,2.941565179505795,10.223180738193893,15.093683720233338,20.29292373625948,1.6281711578230018,4.143538047324651,3.334612762517874,7.482725820529304,1.4942428896380602,2.5942742543754407,-0.950926550918323,-0.1411440394985838,3.2052162451901456,16.328319290814886,-52.9289988993287,-1075.8256951889518,0.6678853289886743,2.358092255139651,2.351841492992026,2.922165279060302,0.928840608920468,4236.013835338291,5033.159036689835,15184.63844153408
2022-10-10,1.2400887706053298,258.00778405297524,9.01567919101809,38.53605461334824,59.38220111381205,166.1566023139459,3.15836833576718,9.798775005891462,15.003662618955104,20.148175530863448,2.5313711767629483,3.609124719586513,3.53978820009966,7.6967983756098,1.6903309018898616,2.304098918143912,-0.912235490161678,0.0938532495406096,4.7298446486561,15.348733865956568,-58.21938355790218,1652.3289865456445,0.8769439227500994,1.5625288053514146,2.5084070825176923,3.01886117626693,1.5505339115381065,3536.5001095429357,5310.978789685363,15507.644469745092
