,BRADESCO H FUNDO DE INVESTIMENTO ACOES PETROBRAS,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,-0.9293839348199272,108.55470713116048,7.20502520610342,7.20502520610342,7.20502520610342,7.20502520610342,4.884579799256422,4.884579799256422,4.884579799256422,4.884579799256422,1.3323031721019327,1.0706511892734067,0.798232141513774,0.4934899304825109,3.626082112095989,1.579489112591088,0.2049862115263546,0.0535090056623509,1.7947031974884526,3.3109953905257803,19.020931039813306,45.048322534375885,1.5728624455136118,2.449238406520578,6.773894809772797,3.8292842128307902,346.2272259903016,522.9681171174748,389.90285935553743,241.0490945571329
2022-01-20,0.6340006270394216,109.24294465505284,7.884705738127876,7.884705738127876,7.884705738127876,7.884705738127876,4.876542328659338,4.876542328659338,4.876542328659338,4.876542328659338,1.4738766135010213,1.2094805575603036,0.93498310076301,0.627818941426062,3.279938413757108,2.474233804139297,0.2355948162871567,0.0783384043024575,2.1913282465342854,2.3838018560598653,19.353077199689363,39.08154205921508,1.438951431749371,1.710391985284006,7.029696279194271,4.10420001136354,399.39107134820154,589.8083134633316,455.94846674519766,306.15856425982884
2022-01-21,0.3406940636657474,109.61512888246628,8.252262526180955,8.252262526180955,8.252262526180955,8.252262526180955,4.874965252623842,4.874965252623842,4.874965252623842,4.874965252623842,1.549750221695547,1.282954807387429,1.00673813361242,0.6975534433161618,3.0059906773084486,3.0820477273717644,0.2636248878759079,0.0984005025688824,2.513307355888603,2.0292872336645726,18.61665436596452,34.558246241008256,1.5620909612712417,1.5062597155504565,7.2184880616987535,4.285179902935015,436.9578142963192,625.4360106700431,490.7813419851926,340.05487980144034
2022-01-24,0.1666570481291929,109.7978102205648,8.432672551440143,8.432672551440143,8.432672551440143,8.432672551440143,4.86603624389982,4.86603624389982,4.86603624389982,4.86603624389982,1.589669315753319,1.3200660139899412,1.0417086057716636,0.7300310176119639,2.7918563026407366,3.1698714541572404,0.2694696974188201,0.1106879487621085,2.7706972235477862,2.0264194183619364,18.810990177455256,32.09344314895239,2.268188472879688,2.488146266412761,7.861482685651408,4.509426362471923,464.2808290331053,642.348906841542,506.8991831267264,355.2357390870884
2022-01-25,3.3032402117900483,113.4246956394354,12.014464193877924,12.014464193877924,12.014464193877924,12.014464193877924,4.944863344579065,4.944863344579065,4.944863344579065,4.944863344579065,2.2886739956354125,2.021086874032418,1.745558507793198,1.4369537242726236,2.7699549522232685,4.107969430395909,0.3428483724029243,0.1663604696329803,4.085691046933911,2.4328317357146467,25.1759931672089,42.71170798380233,2.591422486737416,2.3857944471255714,8.098902596663024,4.810384977728064,703.1022071207171,999.3998399612789,863.1548281004715,710.5539799012068
2022-01-26,2.91804292373945,116.73447694431496,15.283094339852047,15.283094339852047,15.283094339852047,15.283094339852047,5.233453998936312,5.233453998936312,5.233453998936312,5.233453998936312,2.787033247573689,2.5331313187051845,2.2701909020640048,1.9768116637253528,2.815059344451004,4.889136800046854,0.4205231899429988,0.2494315168617116,5.181350909505435,2.71152695698378,28.252757371992114,41.476526450356765,3.096313963838168,3.085987905176112,8.338262904581892,5.2686618204971865,935.8907495651438,1325.702622970846,1188.09396547557,1034.5552906667392
2022-01-27,0.3721956221616862,117.16895755705504,15.712172970077498,15.712172970077498,15.712172970077498,15.712172970077498,5.545180395431707,5.545180395431707,5.545180395431707,5.545180395431707,2.7077367829688943,2.46709777876337,2.2164790062907143,1.9379002892811628,2.6959572678168424,5.355113322148491,0.5270951992511456,0.342890839383495,5.569409094183206,2.5546615754758824,23.317943229289444,31.33943943134864,3.0455172477569032,2.7461866688284653,7.7049446860025235,5.024290957052321,993.0730291828252,1368.050223641175,1229.077593256922,1074.6006692423337
2022-01-28,-2.971048407380905,113.68781110961136,12.274308297904186,12.274308297904186,12.274308297904186,12.274308297904186,5.740119685217706,5.740119685217706,5.740119685217706,5.740119685217706,2.0168611261798173,1.7834183247814337,1.5389339964248103,1.268180763938968,2.473399618899451,5.250088708783558,0.6007033886176589,0.3764472624374598,4.680612127645739,1.9498784117550283,14.70553603410974,19.33739488598317,1.7333600191787355,1.2052716070963998,6.191347173722268,4.250542000139461,787.8940090901767,1023.7034633055891,883.3665327128809,727.9509367500498
2022-01-31,-1.7288266088385185,111.72234598014232,10.333280181160625,10.333280181160625,10.333280181160625,10.333280181160625,5.7673128358448045,5.7673128358448045,5.7673128358448045,5.7673128358448045,1.6707947722381638,1.4374811135484458,1.191783399172986,0.920678475180942,2.315417390942598,4.916072759094241,0.6381725683600248,0.3829280165950766,4.161666995197259,1.6863874242129595,10.770421726619087,13.866420208192569,0.7421015240330047,1.162818768031451,5.784094289836355,4.442222468989903,673.7643379700027,829.0403277452434,687.3387695597115,530.9840787597069
2022-02-01,2.933676452294365,114.9999181361126,18.42301384848093,13.570101640879296,13.570101640879296,13.570101640879296,5.667319608331738,5.661947539577753,5.661947539577753,5.661947539577753,3.127709574955436,2.034921925729472,1.7822411789940331,1.504431807619803,2.6059713454055857,4.753760959104785,0.718215840307011,0.4368862672105559,6.801966504567641,2.423685433435536,14.050032722789718,19.49709709577625,2.404503678174322,1.8414561501843083,6.92490650798398,4.289155949265948,1271.6093876034897,1152.1621190616806,1009.0956058339418,851.8013971615457
2022-02-02,-1.7910017432028136,112.94026759761302,16.42306161399261,11.536059140733943,11.536059140733943,11.536059140733943,5.398668056329431,5.719302058856749,5.719302058856749,5.719302058856749,2.912899516092038,1.657890200347533,1.4060424396647293,1.1286893601119925,3.012186073242308,4.454475832106445,0.7486381513955693,0.4324138898816494,5.220719167556725,2.128639865517513,10.74161316120984,14.928556950067046,2.430503389478736,0.9398534820238555,6.3333970943326445,4.728789149517027,1155.9961255978744,948.1974836206074,804.1581420014452,645.5315381098223
2022-02-03,-1.0692259561607576,111.73268094150193,14.254062010624502,10.343486645922413,10.343486645922413,10.343486645922413,4.906101761284984,5.69701123583108,5.69701123583108,5.69701123583108,2.762136712012928,1.453090026606815,1.198535111986344,0.9177418836362172,3.3041600266450963,4.216158630951574,0.7714527524275352,0.4263812469987088,4.101291607681599,1.963462699785736,8.850921819953768,12.262232120832795,2.1496245129399147,1.056241612492706,6.01030720353133,4.698670101842464,996.152827849934,827.8270208253108,682.8067999524263,522.8385822668308
2022-02-04,1.7737958207934668,113.71459056650278,16.703114066782767,12.300754800565574,12.300754800565574,12.300754800565574,4.251812431103615,5.572667802620495,5.572667802620495,5.572667802620495,3.761906629207445,1.8347415237358549,1.5727459991801314,1.2832786617909693,3.373886560751515,4.067749745378149,0.8164646866683956,0.4293423451910029,4.740799989182958,2.5135285244798604,10.734562234521905,16.65637168206885,2.693080875825951,1.4574250271217457,6.946060916231133,5.594219691681991,1175.780787491629,1022.4405015453666,876.4390991331318,715.128568035245
2022-02-07,-1.2001433818386031,112.34985243363404,10.743798786435994,10.9529847240718,10.9529847240718,10.9529847240718,3.3973533299749747,5.571752246728467,5.571752246728467,5.571752246728467,2.9523427055043223,1.591151218593647,1.327351107244487,1.0354258076125076,3.681678657232778,3.82125424566984,0.841658510988122,0.4219353466655311,2.724341871083148,2.3200498598411965,8.787021597755055,13.673033358020206,1.2921256929890543,1.368736259006482,6.747589886227186,5.256094191102372,1003.0151321772436,886.550037708389,739.5671513986989,576.9136069885626
2022-02-08,-1.4394208992467017,110.73266517743149,5.665470683241956,9.35590427361551,9.35590427361551,9.35590427361551,2.807437414473872,5.555263865615156,5.555263865615156,5.555263865615156,1.761880114950518,1.3063797374423864,1.0400293421829263,0.744818778164421,3.234419444645805,3.559544941839982,0.8673307906086495,0.4125146014496167,1.5292908786823345,2.038823576823308,6.661400109817216,10.030347605219982,-0.2190187834663288,0.966775038070955,5.899439829835465,5.032929221611314,42.686132930920394,725.7284150185503,577.763742380831,413.7664844768438
2022-02-09,0.0790127817767549,110.8201581365237,3.263641668124564,9.442309415619206,9.442309415619206,9.442309415619206,2.44253436290624,5.459019110053458,5.459019110053458,5.459019110053458,1.0395283761222942,1.343199602936861,1.0703543198079346,0.7674763328878148,2.673040441957759,3.305074403091304,0.8915727418003578,0.4047872337460985,0.9498860324145256,2.2185740491016643,6.5536825122769145,10.350296695315956,-1.0716940619492752,1.394834558257055,5.79128825603403,4.943590182425118,3.475972759959374,733.2552301048541,584.3084686359786,418.966796774833
2022-02-10,1.7028571184881658,112.70726708807132,2.8774045102269152,11.305955572140904,11.305955572140904,11.305955572140904,2.231348876158747,5.314111496103972,5.314111496103972,5.314111496103972,0.9623734728080122,1.7284282157671147,1.4462942165358208,1.1326260018480312,2.5492932997553086,3.1372167892075185,0.953426734123756,0.4091979758556359,0.8423475506726761,2.9277735230783035,8.061205384496875,14.709019135838432,-0.8765986119513144,1.340826480242754,5.800069273649566,5.340159171368473,2.142380330870486,918.50602515985,768.5768722841692,601.8900857206901
2022-02-11,4.47470494615243,117.7505847431345,7.829516544837369,16.28656867148974,16.28656867148974,16.28656867148974,2.348635457852719,5.196562807488216,5.196562807488216,5.196562807488216,3.02049729658292,2.7238262009679897,2.4334191520755337,2.1100657961786333,2.3038838608840164,3.1074871167283784,1.0461680667655204,0.4281258126662345,3.0791686905523488,4.554977510225156,12.087365178141564,25.61183912151367,0.2935870142290211,2.1855029792429783,7.611442481863896,6.610484211588222,7.0774940856808675,1415.4533930012178,1264.541546070523,1096.5089437774895
2022-02-14,-2.579611322853648,114.71307732637422,4.690948387205536,13.286827179082008,13.286827179082008,13.286827179082008,2.364242026478292,5.320428433348527,5.320428433348527,5.320428433348527,1.670735315256885,2.094502715556614,1.809009083588172,1.490652918377669,2.437734540338239,3.029094197262954,1.126199012186563,0.4332994377598979,1.6203661974218548,3.678872651646936,8.546183454575672,18.303536723223782,-0.5623709524439764,0.7605668089811235,5.982725708392995,5.874790454097624,3.587375312722641,1114.365180157311,962.4703364508271,793.091217119051
2022-02-15,-2.0697734443766658,112.33877651464566,3.4858639330242016,10.942046514152484,10.942046514152484,10.942046514152484,2.330963276767718,5.365627571268568,5.365627571268568,5.365627571268568,1.1752573191617142,1.637782192047693,1.3528609200341772,1.0346757018202877,2.6276694397373683,2.919431903374216,1.1772922601507494,0.436599198249692,1.042551856139195,3.0100819530084286,6.1657993501950425,12.715745918144291,-0.7345255842472755,-0.3111231355134246,4.267838578956254,4.915669116564237,2.1712109104323227,41.26635604193551,725.8947852627143,555.1684473008592
2022-02-16,2.184992821809173,114.79337071759892,5.080809639535247,13.366122266854912,13.366122266854912,13.366122266854912,2.1437917670053928,5.23516775467973,5.23516775467973,5.23516775467973,2.0193055070716497,2.139503927348416,1.8456036114068264,1.5169145100656387,2.727646610307074,2.864476761644729,1.2527711480249488,0.4413259916917652,1.5870716187246503,3.91019474182568,7.712537544937982,17.994185883454303,-0.1270227456888382,0.4142718625718177,4.453272336676769,5.965879312101222,3.4186759116361625,53.46669773504034,966.2044514357475,794.1301929701432
2022-02-17,-0.473716910929467,114.2495751078837,4.227925718526189,12.829087774411848,12.829087774411848,12.829087774411848,2.015696111493632,5.228875121089041,5.228875121089041,5.228875121089041,1.7218019361473822,2.03724184460704,1.7411061605477265,1.4094423186900906,3.0375428930214943,2.7501645913327497,1.253764312709254,0.4272112495704437,1.14257792883451,3.873398425126632,7.261354142701682,17.250945245985257,0.0045092241746698,0.430760253748394,4.810423638547945,6.034155005629653,2.7408265546486787,51.663600682275664,910.4026686062867,736.9797874808667
2022-02-18,-0.641555371978686,113.51660082131625,3.386944232568064,12.10522670064056,12.10522670064056,12.10522670064056,1.879363229354611,5.216222672224972,5.216222672224972,5.216222672224972,1.3963189830799905,1.9012755491061928,1.6025347374857954,1.2674796272921345,3.927072718349832,2.7008452622652874,1.2610340239385234,0.4185408983972179,0.6682307004371058,3.67198993735635,6.628828304405067,15.796439472899154,-0.2988211324370582,0.8347795561405813,4.972583023133311,5.852973955889119,2.029966531576685,48.84464746630649,835.91780307015,661.1455968464487
2022-02-21,2.689890645067328,116.57007324740724,2.773097684097515,15.120734706292591,15.120734706292591,15.120734706292591,1.7599736545076676,5.102511386754418,5.102511386754418,5.102511386754418,1.139156984425436,2.532446659715541,2.2251188380762748,1.879951094795448,8.132886645571785,2.641173633673364,1.288887570459866,0.4259618628729293,0.246515950401054,4.892460591307263,8.808909689551149,22.519555631196923,0.3499899956593625,2.1682061556738392,6.1292236477818784,5.635359054489869,1.5508980645017303,64.59852054052608,1135.369420816595,959.2471867735206
2022-02-22,-1.5491171633955192,114.76426623534894,-1.6877710514828088,13.33737964633041,13.33737964633041,13.33737964633041,1.7944691850701564,5.156904399757935,5.156904399757935,5.156904399757935,-1.3716816619519137,2.157754743080985,1.851758794095131,1.507612478575748,13.791343954159831,2.6261081057380804,1.336627009856488,0.4387092720617714,-0.1784772015171221,4.237196063589123,7.144358899035663,17.721561678784294,-0.76903516770898,1.779056402951209,6.037443721986131,5.479538327196225,-1.683782631556656,56.43961030728099,954.934307255963,777.4613423897241
2022-02-23,0.0212573479660749,114.78866207476332,-2.0315069212189902,13.361472167497483,13.361472167497483,13.361472167497483,1.7093485354997655,5.129141988525611,5.129141988525611,5.129141988525611,-1.6442724234101582,2.171957479217004,1.862384642721156,1.513740757689387,19.45793230922856,2.551926727233903,1.3546450385277655,0.4316137814830672,-0.1444467281647274,4.365438155044289,7.051614997348664,17.988747378104303,-0.3757706440242296,1.0217572894793914,6.506917483090461,5.97747691719491,-1.8764870659873196,57.306794265893515,955.243526976635,776.4191280007209
2022-02-24,-1.5721170637395976,112.98404993104756,-0.6190295790683034,11.579297119845824,11.579297119845824,11.579297119845824,1.593865981737658,5.156127841371465,5.156127841371465,5.156127841371465,-0.8806361033985283,1.8127853269506329,1.5029215503154725,1.15347998835622,20.703251590972584,2.553043645746044,1.3898647788603464,0.4266463859756159,-0.0677968830803829,3.6611018813932135,5.575546460953536,13.940092962063098,-0.0907660769479478,0.8217506802253522,5.579220533813067,4.288409717432828,-0.9359956861553947,48.744962430541335,774.9255648978773,594.7490282428339
2022-02-25,1.836402836387108,115.05889222864634,2.9864627521311298,13.628342496975462,13.628342496975462,13.628342496975462,1.5908671939599408,5.040993802044079,5.040993802044079,5.040993802044079,1.3806416435338975,2.258452825189106,1.9395564816945785,1.5794501508496337,22.407732234237624,2.64828333687785,1.4633014807803617,0.4522253084408588,0.0980205169516004,4.298953414633195,6.681666308246113,17.60626455985235,0.6300207148948592,0.705829509483647,6.391431382423335,3.64273777148299,1.4646722527204425,60.16969487229779,977.729220293679,796.1998421070589
2022-03-02,3.147840747542663,118.68076292189087,3.200736874805137,17.205181762852597,17.205181762852597,17.205181762852597,1.7574669090365167,4.949870040406647,4.949870040406647,4.949870040406647,1.3685790643075522,3.0203890291131645,2.693629991475817,2.3241598390055964,18.904840483204865,2.8539948406838342,1.621774633076596,0.5067476093658773,0.1272283900018886,5.238458371563817,8.221313937716053,22.70220706241934,0.4597210764202392,0.7899954652822452,6.837171072910738,4.285103835744402,1.6039196501493151,80.04750652325924,1333.3118394746957,1150.4289156210136
2022-03-03,-0.8033459701596524,117.72734579560311,4.238592930420215,16.263618658342406,16.263618658342406,16.263618658342406,1.9005989393970109,5.017925839637969,5.017925839637969,5.017925839637969,1.8087082469210265,2.7895621612536186,2.465269188854068,2.0981111641496706,15.612843409669996,2.938557340819896,1.7128730993289345,0.5313382088268708,0.2201795589423253,4.763499372901567,7.222098338318622,19.81443466726104,0.4089187209154661,1.652213706389877,6.360133474508668,4.32800433309705,2.292369179414905,75.90128030271447,1237.0537964414166,1052.8166225019531
2022-03-04,-0.6763335204003518,116.93111629330984,4.652564771563637,15.477288833325623,15.477288833325623,15.477288833325623,1.968096537005677,5.056517469286885,5.056517469286885,5.056517469286885,1.954244088709146,2.6105577757549128,2.286788611172278,1.9197531369460448,11.722198269302982,2.8599662868225946,1.7549758793136254,0.5415389487188792,0.3281074876138383,4.6155547561901225,6.588800847497291,17.925331680482987,0.7274717784441107,1.8134488452012407,6.538147287712786,4.127038825924314,2.5647838099960087,72.46621423293941,1156.3186560958918,970.7265273685977
2022-03-07,-7.63725909302595,108.00078398162228,-5.024690812687703,6.657989091522612,6.657989091522612,6.657989091522612,2.453090619753312,5.424408592918053,5.424408592918053,5.424408592918053,-2.377048166848986,0.8055946997139116,0.5019645811335175,0.1573227915297416,10.422512054602258,2.670658302202772,1.6739026694523118,0.4952153358323368,-0.5594730454856336,1.6362538060122054,1.6266543072854187,1.7232566128055309,-1.5477223803321003,0.6174312978706442,3.380901834663125,2.321261669873154,-3.2651330541961383,24.280211451881996,272.2860987241163,85.3383102235786
2022-03-08,1.599955780186102,109.72874876758254,-2.3329836303966696,8.364469753022686,8.364469753022686,8.364469753022686,2.577679267143996,5.278675325208986,5.278675325208986,5.278675325208986,-1.2179200952282965,1.1489999740602634,0.8351170115420773,0.4783908597300108,8.733322504291301,2.591256871581716,1.654358094890083,0.4786841580248164,-0.359474573046559,2.340639354691012,2.664665876212444,5.275440986980404,-0.6237874910967652,1.3941902268498894,3.9460641113402,3.569849337225007,-1.7242508117304296,34.098715653260186,440.8311562489431,252.5270027062321
2022-03-09,-0.0350242988944371,109.69031704264106,-0.9413194680361326,8.32651585724101,8.32651585724101,8.32651585724101,2.7051307798295423,5.222338024435925,5.222338024435925,5.222338024435925,-0.6460845550164542,1.1530664885743926,0.8328306794594919,0.469657665284605,6.462820781073933,2.5969471767393646,1.7147457663926933,0.4859592225901982,-0.2704304011130353,2.3187622073797822,2.536424588706099,5.047154102376047,-1.1478251320728972,0.8309910645397857,3.319344348833525,1.4647425005839232,-0.9217494658298497,34.24557727708432,434.9323325258112,245.27110838835932
2022-03-10,2.782426021378748,112.74236896696834,1.7345317519549053,11.340621022505855,11.340621022505855,11.340621022505855,2.563342066530472,5.030796030475029,5.030796030475029,5.030796030475029,0.3620695091622182,1.794997616769909,1.459488686986447,1.0797893324284928,5.2139901249633205,2.492532387063422,1.7442426464226215,0.480770681691229,0.1780034065273729,3.622928605472288,4.209500271119736,11.298941666370848,0.336070282924477,1.2496176640336127,3.014108094221114,2.4690038014007247,0.4894786882142382,51.93566139837705,734.238989301463,543.2199887330543
2022-03-11,-2.3554948413656795,110.08672828191794,-2.325084152830753,8.717998437976219,8.717998437976219,8.717998437976219,2.6667815046672687,5.096758226020253,5.096758226020253,5.096758226020253,-1.1742648940160618,1.2561127031131032,0.921904521597394,0.5444538468972664,5.004735340576546,2.363507904450878,1.6508572560408776,0.4529067484394017,-0.6257089911534371,2.7087291480362814,2.846233032482389,6.1269778655843945,-0.4369777609840454,1.4470907672199318,3.125885526295453,2.536763507449113,-1.6464534960501978,37.227200642942,469.87244540567826,277.49496228620137
2022-03-14,-1.2663517893172105,108.6926430285191,-7.692481302215803,7.34124611944705,7.34124611944705,7.34124611944705,2.8984347509960635,5.114573434142996,5.114573434142996,5.114573434142996,-2.93223956392548,0.9814716026911274,0.6453959583964851,0.2666025466503221,4.822262763646883,2.249732471145206,1.5780105634768569,0.4274154793908393,-1.7624309306404895,2.2312913423588103,2.091826949526205,3.1902408039034422,-2.16653819172874,1.439795452986907,2.8403474928976538,3.08260973588603,-4.220801755260332,29.504951829980634,330.0925023317921,136.35583025726064
2022-03-15,-1.863581572588513,106.6670669622802,-7.014030615883512,5.34085443697815,5.34085443697815,5.34085443697815,3.155651100865478,5.186108018373871,5.186108018373871,5.186108018373871,-2.478237965486743,0.5811438450168299,0.2467133282730772,-0.1294773855077421,4.269053637010217,2.182503909536214,1.5234228030425772,0.4080784051549834,-1.831894145389991,1.3809252488857433,0.8398731904506956,-1.645477189425803,-1.3083698625757767,0.9543850381308016,2.922178801686512,2.568783581297946,-3.947595064780913,17.90212739482622,127.9481969996711,-67.14837071797861
2022-03-16,0.0818385770573915,106.754361772071,-4.971048213122228,5.427063893309477,5.427063893309477,5.427063893309477,3.4002511901582952,5.154908809064434,5.154908809064434,5.154908809064434,-1.6991309283137446,0.6003097002655648,0.2608456998515116,-0.1202612752853288,4.099318233111689,2.234218221043162,1.5642471293854514,0.4113911938816096,-1.4093738599181762,1.3850669253878618,0.8596057302655266,-1.50692556519834,-0.8650189944752849,0.580478435712289,2.347341944967608,2.208970527655573,-2.8644920136531424,18.571766384895678,134.46357959711347,-61.993590735766446
2022-03-17,-2.6350538243889,103.94132687949408,-9.453545766855951,2.649004014247906,2.649004014247906,2.649004014247906,3.973212589437086,5.317273295781804,5.317273295781804,5.317273295781804,-2.583191395435596,0.0577900316562947,-0.2742384423354763,-0.6457010840527312,4.577808896465946,2.239785960185199,1.541669574531544,0.4045809607271888,-2.242026437843158,0.1371940879846362,-0.9458581593596792,-8.486235054461915,-3.0889879175735317,-0.4858117633807087,0.9546684158074876,0.8215326119182724,-3.9860887439004555,1.0389590782779083,-145.8200746107226,-343.3369131290949
2022-03-18,0.8729011947771648,104.8486319636924,-8.228427226371888,3.545028396715108,3.545028396715108,3.545028396715108,4.201880988023087,5.271886824895237,5.271886824895237,5.271886824895237,-2.151905121862882,0.2265057078850919,-0.1113375427431453,-0.4880093177990738,4.080878082997319,2.1800501918309645,1.4790135576991394,0.4022207473310528,-2.2157116766752214,0.54774539670579,-0.3968583801333869,-6.39631324341788,-3.1772265690414248,-1.0616098145275774,0.4374022822726272,1.039244437848051,-2.7485887672324436,1.8816735081045015,-58.6958924703798,-257.27298929310496
2022-03-21,3.330910960515432,108.34104653772152,-4.5592928665486,6.994021096650117,6.994021096650117,6.994021096650117,4.090997446900565,5.05909899648542,5.05909899648542,5.05909899648542,-1.3142306356447946,0.9159549983848312,0.5608202797944238,0.1662086194220602,2.756999826027657,2.076915156264836,1.4096892664793927,0.3948957058225346,-1.9501322141205768,2.231148922562736,2.012674269559048,2.1293365496946057,-2.242794892017113,-0.9124252543260588,0.5090020417232374,1.2812762560467754,-1.465420466288407,5.768171980597198,283.72453147166425,84.08658597253718
