,GUEPARDO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,1.2372497837340737,99.22542156479749,0.8304682774450367,0.8304682774450367,0.8304682774450367,0.8304682774450367,1.67017666380696,1.67017666380696,1.67017666380696,1.67017666380696,0.0797426015834716,-0.6854818309304079,-1.4821954998822402,-2.3734411269113647,0.8273204300049293,0.4454578152411847,0.0470960159018039,0.0131482453754972,0.1609826464398766,-2.570110386016606,-52.56343424599935,-301.4901129297759,-0.696155530753807,1.945890100870397,9.442740865507186,6.23821724448425,0.17606942340759432,-114.48757574836353,-247.5528335103009,-396.4065983087054
2022-01-20,1.9922482978396605,101.2022383369464,2.839261565406197,2.839261565406197,2.839261565406197,2.839261565406197,1.897148049484092,1.897148049484092,1.897148049484092,1.897148049484092,1.1290513256567494,0.4494319576922337,-0.2561526526102446,-1.045705700545025,1.0352651067341454,1.0544411215225842,0.0703448255816414,0.0314854233671842,2.0690135370197376,0.8086169483607114,-6.908248065889407,-63.00879321162549,-0.3728616307076593,0.7673523832061449,10.754511564961511,7.585508866322877,2.809003855175784,85.26389619116381,-48.595950526970185,-198.38585301233903
2022-01-21,0.1850127911371846,101.38947542278687,3.029527353613213,3.029527353613213,3.029527353613213,3.029527353613213,2.074991468774096,2.074991468774096,2.074991468774096,2.074991468774096,1.1239772999269413,0.497170687040064,-0.1517701433740694,-0.8781657187390199,1.1143995002057756,1.523625981332784,0.0925858362007851,0.0465332999975304,2.092825156520165,0.6770854177941231,-3.401403126422754,-39.15876103027391,-0.3790541868723505,0.226077431604655,10.891740455044934,7.833991248884133,3.036370735501988,103.16249341326888,-31.492175271581544,-182.21863745533383
2022-01-24,-1.271852225580039,100.09995112311825,1.7191440169617027,1.7191440169617027,1.7191440169617027,1.7191440169617027,2.10503803298726,2.10503803298726,2.10503803298726,2.10503803298726,0.4854353963108754,-0.1377834801642161,-0.7812384752390502,-1.5017168783033996,1.0406024612211051,1.5252817456344083,0.0954747486788456,0.050689844822159,0.9819888092456792,-0.1901546824992553,-17.224834063119744,-62.36300692373899,-0.250372819889427,1.0116209323815006,11.42414104533596,7.145287192145222,1.3552371715112561,-29.003946606302076,-164.45367032111764,-316.1171143607557
2022-01-25,2.511084366185301,102.61354534633,4.273397539789143,4.273397539789143,4.273397539789143,4.273397539789143,2.277379269684464,2.277379269684464,2.277379269684464,2.277379269684464,1.570275773659587,0.9892650624839296,0.3910115626192179,-0.2790606130197917,1.1182045943999963,2.03256737652177,0.1334738255133598,0.0803709729543642,3.198085138023368,1.108416759782564,6.671582413188603,-7.90741771208336,-0.3862963179309767,0.2802980600812619,11.644523884154475,6.894150322518795,4.71484257982503,225.29317455240073,89.04816269159355,-63.552685507671214
2022-01-26,1.8309100206330475,104.4923070306028,6.182549624199687,6.182549624199687,6.182549624199687,6.182549624199687,2.5977301421691927,2.5977301421691927,2.5977301421691927,2.5977301421691927,2.1115609700899256,1.6000436098359694,1.07031707950296,0.4792677156124491,1.2336164801348206,2.4896538324013373,0.1761295687548615,0.1261291656262261,4.446491812780534,1.6695017837267216,15.786077027038626,9.870898493886148,-0.3439861474091245,0.5988726892296836,13.017935716246315,7.108675097528417,7.2566237857310485,415.6481514056101,278.03949391033393,124.50081910150317
2022-01-27,1.2708075274560304,105.82020313396016,7.531925457668745,7.531925457668745,7.531925457668745,7.531925457668745,2.9541074421077296,2.9541074421077296,2.9541074421077296,2.9541074421077296,2.313606240273787,1.8619007032725303,1.3914620577332966,0.8685395606951716,1.2913584164651093,2.9068163084514533,0.2438705726333028,0.1878666686072393,5.292598340907117,1.892192054933511,16.855368713720466,13.657341129408383,0.0500130232160596,0.3775464030528055,12.860829217677416,6.723881746338392,9.320026592475704,550.0254724002998,411.05284201604667,256.57591800145843
2022-01-28,0.0377402239397861,105.86013991559643,7.572508247143212,7.572508247143212,7.572508247143212,7.572508247143212,3.2250136730690944,3.2250136730690944,3.2250136730690944,3.2250136730690944,2.131843427327648,1.716344531658154,1.2811931034189177,0.7992863218736183,1.3170112273185135,3.177423449149137,0.3212567310656986,0.2303150065462845,5.22032315242473,1.7420512786160638,12.861567951156326,11.192103178137907,-0.0581744657974183,-0.1971508794708026,11.49720225044505,6.843598588897665,9.640257673655544,42.50880587750926,413.1865276367836,257.7709316739524
2022-01-31,1.2886226872266038,107.22427769527864,8.958711993634616,8.958711993634616,8.958711993634616,8.958711993634616,3.499653856185804,3.499653856185804,3.499653856185804,3.499653856185804,2.360641448542999,1.97614832041242,1.571246681540142,1.1244748085915066,1.4181457299097635,3.350296268612569,0.398885162377967,0.2604560302277822,5.825514102130549,2.064245826471468,13.785470172141055,15.109162942510723,0.324931493687548,0.990589815143294,12.94808790664655,8.933021014813338,11.90138335908979,54.566745376008285,549.8819508071106,393.52726000710595
2022-02-01,-0.2773492685879231,106.9268919453421,12.324510843215558,8.65651580285745,8.65651580285745,8.65651580285745,3.792597136579328,3.71549868385264,3.71549868385264,3.71549868385264,3.065769017727382,1.7785056367569527,1.39345230905831,0.970106152710608,1.7340604362221703,3.369793280809878,0.4733137708125123,0.3135456078612858,6.705202745630714,1.960961638277948,10.93855818187977,11.495706025607062,0.119879945405624,0.532741156033728,12.946451802666427,6.111966149164426,17.185282126007195,53.492633278951665,517.7370220317573,360.4428133593612
2022-02-02,-1.5886292124446475,105.22822010393928,9.907133414905644,6.930366651588722,6.930366651588722,6.930366651588722,3.818619648211348,3.825105276503172,3.825105276503172,3.825105276503172,2.411826842731115,1.2748099711176166,0.8982468932228306,0.4835482315519135,2.1020306534845368,3.2411747345811666,0.5093340473709904,0.3166480978803099,4.3814058346244416,1.5044799328571152,6.745845773719868,5.841256916857094,-0.1463072132574936,-0.4427611842981141,11.406379419627022,7.12657439913893,13.894374901982857,16.113104570706295,343.58889308692306,184.96228919530023
2022-02-03,-0.7858186863601402,104.40131708703836,8.856575937462978,6.090087849047145,6.090087849047145,6.090087849047145,3.75096363973645,3.851147428230436,3.851147428230436,3.851147428230436,2.173798121681585,1.0451096683222094,0.6685459984667558,0.2531679308473106,2.464822288480244,3.122327455746849,0.5378451705096645,0.3168294169824824,3.308083407336639,1.2890612750977803,4.787008127653591,3.077324811183642,0.0894161658620669,-0.1587709595037204,10.404603893170506,7.199688392239561,12.301230296798536,12.905457094601731,257.46692026489956,97.49870257930411
2022-02-04,-0.7779918724585944,103.58908332536149,9.369837626203577,5.264715588097381,5.264715588097381,5.264715588097381,3.6150790534078943,3.8426269284020655,3.8426269284020655,3.8426269284020655,2.3959766307104364,0.8297359755169719,0.4497839137305611,0.0299915838908103,2.6991415515480863,2.962615586445616,0.5614390762861433,0.3154248124228709,3.20903693441652,1.0761996316946063,3.078431573192196,0.3653690621197979,-0.648840362401854,-0.6066557671124734,9.661918504955226,7.250229034219587,12.702353672264627,6.4650681434282475,172.83517788631255,11.524646788425752
2022-02-07,-0.2424099896571108,103.33797303918656,7.396282110163442,5.00954340192767,5.00954340192767,5.00954340192767,3.285310538207177,3.805591228711832,3.805591228711832,3.805591228711832,2.034095275859876,0.7678331379612878,0.3816043564758869,-0.0458024106591988,3.220879246085783,2.772344407974296,0.5774932693159005,0.3089448502869513,2.0747858379419366,1.05400290329543,2.5147136235252967,-0.5641953639835966,-0.4641450612984097,-0.3567976015591603,9.450789326109843,7.05089399304288,9.666226429504471,5.476531002549609,145.22301918428582,-17.430525225850424
2022-02-08,0.2171112134848218,103.56233136644256,5.11287600342696,5.237530895882469,5.237530895882469,5.237530895882469,3.016609220425571,3.757387447047352,3.757387447047352,3.757387447047352,1.4565272309599182,0.835397152060828,0.4416004656052068,0.0051342767567282,3.2462179105918514,2.612230434856474,0.6049466949452126,0.3044786827766674,1.3535054009709226,1.201620933041815,2.742826863820692,0.0633590071379413,-0.9993150179525828,-0.2155315427577499,8.652626630140366,7.706862379702902,6.01343107493063,5.812747227305496,165.92640460752702,1.9291467035397858
2022-02-09,-0.4930128034211112,103.0517558132846,4.56709479574916,4.718696394561517,4.718696394561517,4.718696394561517,2.9041389535089817,3.7244165599028607,3.7244165599028607,3.7244165599028607,1.3231243301483917,0.700496101343427,0.3005763848636992,-0.1433634086632041,3.0602415608031115,2.4337405558950422,0.6263226138822433,0.2998710044600468,1.255631894140739,1.071987428434572,1.787372259103153,-1.780582468354318,-1.7877258608401625,0.0627030249121708,7.57283660543555,6.9797153903965805,4.513947406259441,4.927006195028997,111.94716653020969,-53.39450533093588
2022-02-10,0.4375889356031504,103.50269889466831,3.996708164981027,5.176933823491976,5.176933823491976,5.176933823491976,2.746143653515249,3.6679139003245735,3.6679139003245735,3.6679139003245735,1.1895570785481928,0.8331816356646603,0.4244229871521813,-0.0300227580130172,3.2012168150963443,2.298010358229599,0.6656760517418499,0.3015534762973508,1.0204540368350357,1.3298628058856805,2.338595432597104,-0.3651786502153963,-1.7839432453088204,-0.4548704991777874,6.054780427832818,6.601218816384736,3.4055651660324964,5.191533235971279,155.67469741927638,-11.012089144202708
