,GUEPARDO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-06-20,-0.1375573697120269,97.4057800122902,-6.392732910731641,-9.585204324849744,-1.0186073620733291,-1.0186073620733291,3.986465460339703,4.354086553271243,4.009909453361807,4.009909453361807,-1.842766452608401,-2.860199032823119,-1.5839153717581471,-2.345838949115967,1.500578564314501,1.6609967341505851,0.7300949196306894,0.3147683843858666,-4.895528291217455,-7.497639153916315,-8.69935819543963,-29.884201351661574,1.3788004270305487,1.327872810701746,0.9555400244072778,3.9233337906427344,-23.929767632964037,-6.049321423840665,-9.390664894206775,-349.09161386757506
2022-06-21,0.1069877633399052,97.50999227768916,-6.307813389280048,-9.766006704678414,-0.9127093839672884,-0.9127093839672884,4.178923677707231,4.390341303011327,4.02018001014534,4.02018001014534,-1.738002425242666,-2.879002677288545,-1.5572696241540886,-2.3223731759871526,1.4712040177197974,1.6547636971477986,0.7033352203230102,0.3251300944599902,-4.93675887183613,-7.638434652250618,-8.901166943631297,-28.715761405317124,1.57400278101908,1.3513516994423058,0.68492441320522,3.965858886794841,-23.65892437480387,-6.253303201243525,-9.296845422153254,-348.00113312502646
2022-06-22,0.4754903693544143,97.9736429001278,-5.955652105402737,-10.729853053975122,-0.4415588598338424,-0.4415588598338424,4.290448683731878,4.387392415395901,4.009619882192646,4.009619882192646,-1.6111583978821036,-3.101864969472824,-1.4476187214127056,-2.2198797148736418,1.4841628452876872,1.652625940484118,0.6819255218471382,0.3348706098734356,-4.6575700566988045,-8.234833126642483,-8.511781156816431,-26.580038911738427,1.794350151267719,1.4207767893652636,0.8621791024576623,4.117581729999028,-22.517549687930053,-6.770244869307019,-8.656927215667668,-333.20834657430794
2022-06-23,-1.055610089578507,96.93942324054645,-9.022703182328652,-11.229050812961797,-1.4925078095365032,-1.4925078095365032,4.500483604803484,4.4312941464038325,4.072472874327727,4.072472874327727,-2.217854487798871,-3.185016509316433,-1.6870337104903352,-2.452441299904517,1.50270208188601,1.6095381783524634,0.6406706292292793,0.3385269955803425,-6.642313124136475,-8.768816548595588,-10.72376149397292,-29.5028189779088,1.4688028770988186,1.590858433264601,0.8806004670927794,4.029201994215369,-32.51415047666116,-7.066086336684057,-10.290874209422746,-375.49484901347125
2022-06-24,-1.1909688978665731,95.78490485998029,-10.296991671566545,-11.977363224942648,-2.665701403593278,-2.665701403593278,4.652627728919394,4.515711750969227,4.156941117086648,4.156941117086648,-2.4195962351341027,-3.2923948534950345,-1.9385995153129576,-2.693418926066516,1.673050600030427,1.6304774528297332,0.6306746629201784,0.3581404038068785,-6.728714921215868,-9.118498451453725,-12.777814788777436,-31.262554462698183,0.6866519259944642,1.2217750844512905,0.5424157150949287,3.675874123133848,-36.670884331485375,-7.501976111522343,-12.12216954604049,-422.7396810478194
2022-06-27,1.1184055415056404,96.8561685438602,-9.660016763660687,-11.793234639423336,-1.5771092143054233,-1.5771092143054233,4.548022019512803,4.467327922136741,4.129705671221233,4.129705671221233,-2.3355823478940088,-3.2880564826807217,-1.691429357946088,-2.456226630476732,1.881918142962302,1.7276608752370588,0.6450714314883794,0.3871926302927664,-5.644389999815282,-8.502146888420334,-10.828421584045737,-26.197536451080225,-0.1827158548095236,1.056444287629311,0.4936182141130973,3.674985236277572,-33.208337419946396,-7.463431250952905,-10.55173371625424,-384.60528519172516
2022-06-28,-1.1725682662901304,95.7204638475704,-10.678224474743764,-12.47239159105344,-2.731184798423889,-2.731184798423889,4.51206663915677,4.514613030801661,4.212017774002675,4.212017774002675,-2.58025045684788,-3.4052603537363946,-1.9359454661064783,-2.6907013069706784,1.9498799846367632,1.7715186478279898,0.6288637562513043,0.4017985718814623,-5.970758251144946,-8.678109476916624,-12.966618972205186,-28.20637633534508,-0.4607229052423607,0.9722582520855992,0.2241546308433034,3.244331623476248,-29.91532627399845,-7.926282733868367,-12.36947637159154,-431.51961273003934
2022-06-29,-1.7350222320673958,94.05969251917703,-12.266175586781875,-13.176513189404265,-4.418820367039771,-4.418820367039771,4.52666676224122,4.638155223972548,4.345769851489289,4.345769851489289,-2.9231194153563043,-3.467543270230367,-2.2681666276160564,-3.0044485998745083,2.029534752706686,1.7706669197906322,0.6029008569542638,0.4114085115934087,-6.519714669536232,-9.083020501151918,-16.34917256253915,-31.736441463290884,-0.812196520232698,0.9653264858053672,-0.0183606770186328,3.099751038153982,-24.436950679298192,-8.542147299218414,-15.012784384461648,-499.20441524127983
2022-06-30,-1.962739771007671,92.2135455256156,-14.669667661517709,-15.816535554886396,-6.294830193294184,-6.294830193294184,4.5802900928492525,4.853985697349342,4.526810626864868,4.526810626864868,-3.4140313536893063,-3.858370692367896,-2.5952046508928346,-3.306608074663598,2.221274460620469,1.7798865409103055,0.5798909221990954,0.4237047981329113,-7.039766702945792,-10.522286519593068,-20.25898241000114,-35.3273992582188,-1.099792980391196,0.8048746810592476,-0.0505132211555661,2.910760887833699,-20.984956350688783,-10.248680143806808,-17.950979840085143,-574.6576539328213
2022-07-01,0.5031874355884591,92.67755250061116,-13.571330062249991,-16.13320665293223,-5.823317552329995,-5.823317552329995,4.2126121216862185,4.882441762759237,4.583172405769327,4.583172405769327,-3.451704170609597,-3.90185860381872,-2.4636973085030847,-3.170865723259355,2.5115832333583827,1.886023304341068,0.5718807260828869,0.4465984280103366,-5.789452101948326,-10.100934254532872,-19.744588347715936,-32.540697355311146,-1.2128686095810182,0.603554675541362,-0.1733712920684041,2.8854515077296705,-15.444597039782407,-11.227115596020019,-17.14649370967714,-560.2099691452623
2022-07-04,-0.7386972320000407,91.99294598560375,-12.424312085302136,-15.153458319344782,-6.518998098760406,-6.518998098760406,3.868228756299197,4.945656463805815,4.706495907126353,4.706495907126353,-3.4629408369091,-3.654984860513093,-2.55015506739113,-3.243190952951968,2.5952449716406605,1.9238655847636223,0.5562873764786932,0.4623930549859005,-5.161534835081969,-9.395822475160047,-21.575708697883048,-33.01101688597613,-0.8901259337316695,0.5251374044046201,-0.295009869679994,2.692209590989447,-13.001986026101305,-11.965477960099806,-17.778957392817304,-590.7929161044165
2022-07-05,-0.5200803729351833,91.51450872904776,-11.68342065630808,-14.741998382803306,-3.865882183296242,-7.005174442071921,3.6644126461966486,5.061550521308466,4.831425542615071,4.825899934462876,-3.453849668398986,-3.491082468239634,-1.938195023625284,-3.2711024641133526,2.469745947622404,1.8366677090213563,0.536454572757387,0.4797436605154828,-5.124547492476888,-9.62084224612657,-17.455802260348374,-32.90510009079425,-0.4801295305590105,0.5990771081314432,-0.1954207966772969,2.8710198069633384,-12.025365964559569,-12.402814986792125,-13.758049237683897,-613.4535707139305
2022-07-06,1.3862976394230175,92.78317220328812,-9.043677044859942,-13.637289837719807,-3.091276504227391,-5.715989370576816,3.3225719527124844,5.048591064631154,4.803895829126216,4.824524340422416,-3.0152428511728853,-3.282308379025885,-1.791193688343916,-3.012237210397484,2.5346685045455044,1.8109035859781228,0.5220460313135116,0.5028625747644888,-3.952533165562911,-9.150698514279844,-16.482661245297425,-28.89976798829182,-0.0685060011481873,0.958998279371136,-0.048402429126771,2.9709500186711058,-9.514900804290662,-12.35524235437193,-12.68320630138895,-567.0001515132667
2022-07-07,1.1226268040079423,93.82478096405109,-7.955573200813844,-12.503039291886086,-2.171307040942707,-4.657531795357203,3.019157999334771,5.003847364246207,4.777669977034667,4.814999542659836,-2.9584513475150387,-3.086072053006496,-1.6116243354106694,-2.8058049563377074,2.6227000504151614,1.890371146405148,0.526112042176786,0.5385897270046279,-3.4056628206793462,-8.16888976414837,-14.635303099492042,-25.08393477293836,-0.9566128388746932,0.7004303022116991,-0.0392937797969554,2.676194921445601,-7.829065196341078,-12.064005249775635,-11.344034827975827,-529.1877962095772
2022-07-08,-0.5203660346454364,93.33654867183368,-6.449938857932544,-12.03064686611909,-1.4548363096727477,-5.153661616486794,2.6987634447270006,5.047994812593895,4.839646392675542,4.889890091612135,-2.75243549853434,-2.966582420867364,-1.4460584165229076,-2.871615993543245,3.12036135067797,1.824813496717084,0.4891810319713093,0.5491386725343179,-2.380548748240159,-8.206478469504898,-14.30638340763314,-25.570747965969407,-0.7214126904788555,0.6721465815044976,0.0288072599668661,2.8759969233437657,-6.398564541222374,-12.311644297376315,-10.310674014646363,-552.185092289306
2022-07-11,-0.7314298708158251,92.65385727445933,-5.277750273225116,-12.817244778534054,-3.707422336711813,-5.847396066798878,2.582691509270404,5.137069474490056,4.908593095326664,4.98465404047631,-2.4229600516490617,-3.0693263036880643,-1.8877247162197053,-2.963383194500268,3.804364862915097,1.6903953899613382,0.444649773301878,0.5436516843597227,-1.6448891150520195,-9.327606165730238,-20.83903571816888,-27.17077945107848,-0.4708027505786222,0.8113840219016518,0.2835637567283363,2.87540682858658,-5.304380378531833,-13.448205044855282,-13.651591422182307,-583.1387771459325
2022-07-12,1.2975619762192636,93.85609849595318,-3.453322049456012,-12.23299564475228,-4.738679467703838,-4.625707678541338,2.481299417327056,5.077450815025174,4.877072286677056,4.958055620469047,-1.787412175706476,-2.99137225510191,-2.114466685688333,-2.740102858508412,4.339774991548291,1.6730132936626596,0.415646328716687,0.558519879149652,-1.0219665302328182,-9.078556370260053,-24.810532804926087,-24.32425932443984,0.1233537445584698,1.146495653649442,0.3945629780449905,3.3273303512638286,-3.7818570386389196,-13.67004583690274,-15.193143060469216,-538.3989048734676
2022-07-13,-0.8244841700739358,93.08226982120505,-5.369975469724361,-12.488544674073085,-5.548988899976558,-5.412053621051801,2.4777427173070183,5.1186178408416,4.981522382105815,5.046319450714218,-2.5642423881861176,-3.018304444623686,-2.2358216706290013,-2.8551047948328545,5.038532783314766,1.6508689322781855,0.390409417990913,0.573123598117141,-1.2609886996821775,-9.358433414833272,-28.5285015713807,-25.139029185546903,-0.2720750563758495,1.0554805072146791,0.2983880097618168,3.3009503943525,-5.400618110416861,-14.368879986157106,-16.40917832631373,-573.174251067585
2022-07-14,-1.0606696596712428,92.0949744266782,-5.5823063163030255,-12.78203173922734,-7.46546436765419,-6.415319269999404,2.412205445763421,5.201801580058108,5.115682296436233,5.16135467841525,-2.722669615229814,-3.027506248784904,-2.554762385017335,-2.9927977829532093,5.268292301511249,1.5601370435622568,0.3701966308212386,0.5739255611073214,-1.2466351707531451,-10.09429707060005,-35.30381320770407,-26.91445003563421,-0.8616757122942471,1.3592714325550943,0.4725575842198961,3.389366067252912,-5.276678576179013,-14.971529416575608,-19.254917671288194,-616.8538427003758
2022-07-15,0.5368736226741833,92.58940805218356,-4.944646980393698,-12.45711946974425,-5.159341890017566,-5.912887804296201,2.309288387594227,5.195713681370314,5.163322299085097,5.183914498321564,-2.567881590198602,-2.9695684747306985,-2.087476492677476,-2.889770944668105,4.231653390628592,1.522413442781552,0.3633397136726433,0.5993036212270204,-1.401338576097736,-10.134584416000948,-29.66456326645442,-24.996220557156853,-0.7466790266009793,1.2037354609035775,0.7428182371849041,3.317855441042082,-4.579245830486742,-14.675395354054988,-15.87955822463055,-600.4838089940503
2022-07-18,0.3288963999549921,92.89393128200685,-4.7339363770398935,-12.25754139606665,-5.222613557270506,-5.603438679462897,2.176461890948843,5.1789145631011495,5.203140437395089,5.21022717597521,-2.62778252970718,-2.9417173452568166,-2.0865612935582805,-2.822670451318871,4.418899066966199,1.48697043009088,0.3613226253547739,0.6211870112971595,-1.2942745346603706,-10.245599032488268,-30.04702910856079,-23.675244373788864,-0.9248936071364956,1.0028054682379886,0.7261284028335734,3.159790890988425,-4.1943815508888145,-14.545468799903873,-15.995001398839305,-591.7298355912242
2022-07-19,0.0735575412734501,92.96226177385014,-5.1150298977717386,-10.133312565772709,-6.312051581315068,-5.53400288990882,1.998055675978692,5.161349946439852,5.256767251593045,5.246829250963311,-3.0531491828187307,-2.5412203621392297,-2.275390349020355,-2.796585809680016,5.300456228851623,1.4875932161737695,0.3660378434617052,0.6528769657269553,-1.1509126367528462,-8.817012229831953,-32.6774886394293,-22.474691250165225,-1.8237124378605476,0.479816527085374,0.510901127037604,2.8112113414788005,-3.813991322601017,-12.522575758885583,-17.622286104394384,-592.5789176812925
2022-07-20,3.126807228922845,95.86901249516508,-1.1042058118349214,-7.7685477249137795,-5.269869450935145,-2.5802332633964324,1.7281379259078329,4.986039662941508,5.122048231208816,5.093428144961089,-1.2091268509752575,-2.157386897333496,-2.134713498994564,-2.307942666176664,7.027887522116503,1.4212262709749368,0.3617230225536424,0.6612243008661568,-0.2973209178189253,-7.568686885471188,-30.227839589726955,-17.778142934949752,-0.7010291420574959,1.1717270909609403,0.8794575174230945,3.451559144523709,-1.285872575867562,-10.272745349339843,-16.109084053492456,-476.4955897264432
2022-07-21,0.1032648589858187,95.9680114957293,0.1911643969544896,-5.202576741769227,-5.347166364605849,-2.4796328786515742,1.634085545281832,4.94886212485159,5.145413624094624,5.092570844711057,-0.4860013368990848,-1.6561988668467609,-2.1429753829294738,-2.2956289553522624,9.007191522768782,1.4077691284487466,0.365996597213834,0.6816050556972377,-0.0881704089012549,-5.822190356164258,-30.12731488588804,-17.15165254509835,-0.1150684086750506,1.1297792791648724,0.7204153841423839,3.418341951790046,-0.4885854924833771,-7.8274552711979135,-16.245199976980437,-475.612530879405
2022-07-22,-0.4993764005888801,95.4887698942052,-1.4117827188629608,-5.156781130380543,-4.606576903560625,-2.9666265778232246,1.621256932772987,4.981238966064881,5.204523283201597,5.12632131510472,-1.4785533538671636,-1.6373353626425369,-1.979239823058597,-2.3825217325778443,9.535653260631095,1.3320563042987994,0.3665792222950307,0.692521338038347,-0.2513844421470966,-6.122833308614767,-28.1003371594744,-17.63638356041201,0.3446665253802596,1.5104091142288585,0.7337586701294279,3.368311623267189,-1.4747457798094472,-7.7889295423294955,-15.176337072661061,-498.6966714620374
2022-07-25,0.6895852880193232,96.14724640310628,0.4458634427592281,-4.384882057077764,-6.301603673666451,-2.297498710235031,1.5358043090382176,4.950831383449347,5.192739942120759,5.093333719714817,-0.3512613622939623,-1.4925805039768432,-2.31306078753916,-2.273634849525795,11.13287474419598,1.3629452545128389,0.3836840158369302,0.7241464909162685,-0.0484572696814853,-5.421725030367747,-31.304726400467896,-15.991765741701938,0.6849291106386368,1.525718669581792,0.5418602038711816,3.173400759217269,-0.3318903141372179,-7.056976264697363,-17.69584098212814,-474.55273576725966
2022-07-26,-1.2095617764227629,94.98428606153128,0.982985929031968,-2.807483075062361,-9.099254518600013,-3.479270820445003,1.504508698709223,5.027388602845508,5.293336127014784,5.167672479186551,-0.0015594642549922,-1.157175411264353,-2.8004782642338206,-2.476569867822662,13.077284625012114,1.3610432760628923,0.3897684258424473,0.7300253650159209,-0.0001794124395269,-4.274346434385271,-38.032513118393695,-17.531037361216537,0.6975644184151943,1.6760451439558113,0.2545493309589938,3.1440508828298754,-0.0014456497652365217,-5.707683017136958,-21.839830647107025,-526.3368957161372
2022-07-27,3.1842519682537818,98.0088250599774,6.284629336534891,1.6245946483150326,-7.381745491543016,-0.4058076017721145,1.7772209879332743,4.871605025967915,5.133751596374967,4.998140674339946,2.981788542869112,-0.2855215246049795,-2.5559212276350625,-1.9528460650769823,12.847607732418911,1.43505713176427,0.4171246880512461,0.7661043689726619,0.4124734573421028,-0.9692632185156266,-31.45693615950184,-12.740560873807368,2.162705516745316,2.382968095442089,0.528358605986495,3.298951204290768,3.296102392626575,-1.440049077285555,-19.331693611743006,-402.84713013058604
2022-07-28,-0.3691354008366732,97.64703979073694,5.362126163283189,0.414762581502669,-7.758444426209807,-0.7734450230913559,1.951976151639532,4.8833565803487975,5.150269422398718,5.008381552807535,2.242237438729996,-0.533697621853086,-2.62379802035886,-2.0294398720569,10.031535355089266,1.504963313668057,0.4441672640126076,0.794969479696912,0.436303502084932,-1.731760349187899,-30.423824107894983,-12.785659672893404,1.0261336439945326,1.6102179687801266,0.1208917260791912,3.262924361592891,2.800171017545378,-3.186205496012034,-19.908930759168697,-420.99021289297235
2022-07-29,1.4097810404282596,99.0236492442462,7.642654752835834,-0.4824498635312181,-7.648107898043261,0.6254321360432388,2.201103242117733,4.812870669001209,5.0680893914803615,4.924885327917667,3.024538998843933,-0.7290667880702255,-2.6475530332928074,-1.7871109180453275,7.55004199847183,1.5577466032509537,0.4676281598974918,0.8178503275264662,0.8817596773123094,-2.252551315292981,-28.69381400032513,-10.761524503220413,1.6839666732467022,1.878474892691974,0.0793939161246113,3.362395228263863,4.5078384978261585,-7.037842081648098,-19.768627687522546,-365.8220516037082
2022-08-01,0.7161669510407975,99.73282389384804,8.980341236527542,2.215297794492445,-6.728025027765202,1.3460782253435488,2.422458538574601,4.779475676745182,5.007260519817421,4.874371270808817,3.300369831990172,-0.1708582211971306,-2.4989832132584184,-1.6651719611672249,6.505556602478733,1.5907761079223832,0.4765278870967932,0.8138417006880985,1.228950813664794,-0.5133423291415676,-26.25881993952157,-9.973274116584712,2.3789332442476483,2.4312886915196223,0.6800426007645534,3.162988556764188,5.878156637633244,-2.688907554793402,-18.435338401380967,-338.54248084228317
2022-08-02,1.3431264279564648,101.07236180891358,8.933936411943144,3.4025102023253706,-3.949376213833839,2.7072841856855665,2.6504787379514823,4.724719638218853,4.916298676454268,4.793164213656566,2.998931529447989,0.0780552078419077,-1.9831017969537883,-1.4169070919560487,5.446631153499895,1.674588372016829,0.5021078043144546,0.8350417694670955,1.459361581748858,0.2202266416741902,-19.417186221491527,-8.133088206562512,1.8710659923189457,2.591767423831301,0.8689694292385179,3.3310156225727754,6.141872880305676,3.571476301222427,-14.363849795688703,-284.25094343798804
2022-08-03,1.851793350088316,102.94401308366824,9.719428093427878,6.88513796679214,-1.3958674507479498,4.60921084429239,3.033615835126419,4.66775601140936,4.817028609908789,4.692001369021161,2.879104148826733,0.8247230520398765,-1.4970066173147898,-1.0497783622031436,4.177762760980691,1.7725328446683624,0.5169202027934012,0.8450219231885785,2.090615584597891,2.1718108047962645,-13.950168064354427,-5.828915649951408,2.517603856328876,3.386267101242056,1.3999702301903592,3.7352119268601367,6.843983940297765,384.9605983907008,-10.62406045593246,-206.86470893861122
2022-08-04,2.065461061113294,105.0702815886588,12.571423610359,8.18058336751638,1.429878724426049,6.769873360619176,3.541369956077147,4.627247602920772,4.723065727697248,4.591419751737071,3.2711421478168847,1.111122249517305,-0.930880782921102,-0.6095484786869341,3.3032424559024927,1.946625314947377,0.5449956328031778,0.8876547135654752,3.5069555683497,2.641205642478698,-8.067241015809115,-3.152907185546123,2.322072960480179,2.984579344357225,1.7929869125356654,3.583659705673801,9.080008230723521,514.1437765630884,-6.477473453157752,-117.94190784607089
2022-08-05,0.9270651525138174,106.0443515549154,14.452171419901855,8.238707673877139,2.6189583907384653,7.759699649928605,4.000153229134712,4.659546747017551,4.692708272184906,4.549149155686908,3.365697412651884,1.1151188320155525,-0.6859080204217421,-0.4050583805632201,2.954580812811218,2.0556126617497994,0.5564569848269613,0.9020657487976472,4.556756516908313,2.5276884225032603,-5.784393635371488,-2.0427235957014807,1.9251374498481888,3.46022479034893,1.9581072355103732,3.646326759689556,11.240142329734134,519.5948326256079,-4.7421689797330195,-77.9171193068788
2022-08-08,1.7189634009778576,107.86721514694868,14.928296483152478,7.189436225707908,4.156804625490532,9.61204944791454,4.422390502580622,4.696292076149969,4.642064675248908,4.48528323365413,3.151613010506766,0.8821987513621129,-0.3645265852690635,-0.0053811486740006,2.693395996712112,2.192414991716795,0.5812705326396717,0.940763922073451,5.174754645246617,1.889725723124624,-2.9111332669526404,-0.025655720164204,1.4629178371858624,2.5956236889683337,2.011128250088574,3.83271560834217,12.114698413795995,414.3063005611287,-2.4930327391179716,-1.024028938296711
2022-08-09,-0.3073615479588398,107.53567280473293,15.527557515830212,5.362094691452221,4.351131095303758,9.27514415598202,4.798296945233555,4.81090501228926,4.680931842819367,4.50888702655488,3.029232584362759,0.4805971987037264,-0.322385955700979,-0.0875751559349731,2.5172857860446025,2.241345432861323,0.5883624976525064,0.9543914218157036,5.774138771422051,1.0315712331696576,-2.5648587252577384,-0.4137364140307321,1.4279054589186746,2.1274769163681846,2.1094115753460323,3.7508552115939895,12.869122492415274,231.2107472135935,-2.2232895117819584,-16.809319582413178
2022-08-10,1.0558664631341808,108.6711059097838,17.99895334821202,5.510116516043192,4.993499754412422,10.428943755666564,5.050995241914232,4.875734021540062,4.668425859321735,4.480544832611121,3.366620917418849,0.5038246877098057,-0.1880583341997692,0.1618324310788501,2.567303271990761,2.327742016401781,0.6100506446897146,0.9956873523445682,6.62359855212023,1.0553210593997753,-1.43912050266861,0.7282380971414704,1.0467665926840144,2.0756788036343075,2.1647336518985485,3.612719191038862,15.055679835700472,245.65151707584965,-1.2934529582738872,30.9698491957164
2022-08-11,-0.7218956249969488,107.88661395058529,16.52155059656521,3.5884903319775376,4.100530676270813,9.631762041964077,5.152606548973891,4.995001722884682,4.729452254192962,4.524560979898213,3.0131577584977083,0.1063612714160554,-0.376818483349857,-0.0234122918956185,2.551106306342073,2.32705104734557,0.6089685064774552,0.9975068041680696,6.085836705796996,0.228303858902201,-2.926497850946799,-0.1061951075604441,0.9244032629320094,1.540562590648962,2.135492951291861,3.522854261186976,13.83281566917642,53.127473397140214,-2.625612493581328,-4.539378552094031
2022-08-12,1.561617767729695,109.57139048303956,17.953227913676496,8.061831806344037,5.516938948631864,11.343791117086525,5.180182313682537,5.027812139953768,4.699954639521993,4.480617532119058,3.273152482856942,0.994667598878284,-0.0802087535285676,0.3508985508663649,2.515213291579722,2.490293568736956,0.6470026287374394,1.070568433738097,6.741188374935954,2.008197704737013,-0.5826521972754595,1.468605041451874,0.535412513685938,1.0702111581154954,1.8870003353154008,3.201225555737852,16.218880866431107,500.1001828858901,-0.5553963500388152,67.59575068188039
2022-08-15,-0.0197050157162759,109.54979942332432,17.843302575648142,8.038882772124277,4.129926241499873,11.32185080554778,5.186279681112048,5.157080468337911,4.742453131369629,4.505937776519217,3.247768179398707,0.9645841904036384,-0.3743278224823655,0.3365414667103976,2.347589385155158,2.492730569579003,0.6540599987715399,1.0887202149449595,7.174949002704122,1.99557800153198,-2.714173252032724,1.392860063953372,0.9776012255320968,1.3240963456492654,1.6841264770645508,3.2287425491313733,17.145498676436638,497.443828839814,-2.6154278442925363,65.40912887340205
2022-08-16,0.0866080811838587,109.64467840254564,14.369258166788043,6.7947334847478285,3.620872461462221,11.418264524468835,5.079897645515271,5.27729680412697,4.774704340300731,4.526420161303888,2.631553520359712,0.706171077036981,-0.4807688408064758,0.3488344304980238,2.0597913704957485,2.4835580374534487,0.6635315661806958,1.1161538944493583,6.489988609334411,1.5005384661094363,-3.4595627214740574,1.4146536665019498,-0.4010767828535282,1.1787382219916789,1.5203633991498036,2.899151523932652,14.562361522899593,372.66743680141605,-3.381974935619443,68.32730462182384
2022-08-17,-0.1114311595192263,109.52250006605055,14.123965224521138,5.2514739338224565,5.075581917694389,11.294109860393023,5.075903061798137,5.3925865437789104,4.811317438566382,4.553809089088011,2.584951332284226,0.4042216178848525,-0.1770957655729862,0.3120307916670533,1.8258864816888176,2.451736804081292,0.6701258372336013,1.1347644937537855,7.186077838751892,0.8890840377653038,-1.2714984229156787,1.2521793402861434,-0.2763010723785647,1.1935560367906917,1.4934834402918666,2.6704139463229697,32.145864797158595,217.98000573103965,-1.255335400783435,61.686311582699794
2022-08-18,0.6434440652271611,110.22721609281398,15.434742970234014,5.911493360984034,6.871313730246728,12.010225205237123,4.996955073584014,5.468460668817172,4.826447535280869,4.552694642032991,2.8877531770298743,0.5186477090511462,0.1931901955351305,0.4619562325810709,1.7179557223515165,2.439146195809572,0.6730777798503319,1.1517775740767373,8.399502211539083,1.1627858152950796,1.3853114320432578,1.8259998390847865,0.1601949907107861,1.61439125907398,1.8506841741519469,2.6035405003338,49.70183157942099,283.6204597918325,1.3737264466454513,91.59534670104568
2022-08-19,-1.3457773703020148,108.74380316272298,13.101318270524844,4.382564057984888,6.391845970872308,10.502816942000717,4.820796197560004,5.61678400570391,4.925028578593649,4.628850674165967,2.5088762155250004,0.2321008392456995,0.0896863558318639,0.1213754013155752,1.6239308529185466,2.3444095199384694,0.6493211819279828,1.1128958419100696,7.447842313122373,0.5560719108579267,0.6802609831244338,0.5048348525073968,0.8216636407342178,1.9241361863103184,2.036070299541943,2.7744411116745478,42.02206896919387,130.36602815856995,0.6507628020110777,24.54633316563379
2022-08-22,-0.5792789100225626,108.11387324504489,13.822904532869993,1.4644775832390302,4.071468930363877,9.862697428474872,4.543288993603194,5.708056175035205,4.9814355042540805,4.664545968517643,2.820555747138406,-0.2834662595568988,-0.3793920618695204,-0.0240559662570672,1.4200296010395907,2.310043806711662,0.6398053341741529,1.0991926147881583,9.024177997723925,-0.7004375105687557,-2.9538939206695654,-0.1020841651531883,1.362803345677094,1.471157010624247,1.9294425063387692,2.9475242485468485,44.523005717125336,-161.80413332778883,-2.784391755178514,-4.917959827805866
2022-08-23,0.8110270515843121,108.99070600357776,11.20499193504248,2.0703024412106736,5.577833198145936,10.75371362422001,4.002698360365637,5.707089903606388,4.973603979544975,4.641965087418239,2.547011799224966,-0.1779946977128907,-0.0793794453835345,0.1604657297805846,1.317716271585328,2.4008286288627185,0.6697078656048695,1.1580665689797414,7.736809639850864,-0.4231171396410385,-0.5895136457700728,0.6432068201612972,-0.0227419784256991,0.6733051746209139,1.5182960015419684,2.669423080956479,35.39341248384413,-101.58317422127098,-0.5816568534706312,32.74902600975905
2022-08-24,1.6271708991906886,110.76417105449046,13.433209334214602,3.312298087843415,6.816754747468394,12.555865822086322,3.691068012398399,5.696150964912613,4.945506417380444,4.597433782127388,3.365250910499163,0.0390699811313656,0.1684093100160188,0.5466284984839626,1.0769258775870976,2.391368374755172,0.6747249105271879,1.1670889028929303,11.534099280136813,0.0930632490878075,1.2343835397748717,2.1532963932519644,1.5076275617798724,0.8696899008641392,1.8258169419185784,3.3900461738501004,43.12291550057221,22.254851072054603,1.2270561990354385,110.83448868936752
2022-08-25,0.9649027687812506,111.83293760781284,12.93558504592369,4.357168235646723,9.443124196572382,13.641920487829337,3.304870881055229,5.739906189722605,4.9602450779040765,4.592699271316376,3.607396094123168,0.220178361153279,0.6951243786518306,0.7762738470325169,0.9984950550990848,2.382728917806664,0.6854775769720579,1.1963426019665822,11.939947270662204,0.5304015612443375,5.030051154947439,2.9800763809193414,1.28327360679206,1.273714329559061,2.99981643140965,3.5749497110109654,41.389191659887615,126.38031380266854,5.079877532187876,157.7228813916997
2022-08-26,-0.7384774533018446,111.00707657821404,11.30445548836149,3.541433150571605,8.269928594852427,12.802700527527527,2.9331281355407524,5.859220776875612,5.049884440991159,4.656590696373353,3.5078867511766427,0.0758552071303863,0.4482357988956508,0.578107764447976,0.8898318145533606,2.329656050946139,0.6725260604379528,1.1905043283831125,11.562950613685716,0.190780267959323,3.3657268021173183,2.261235993224659,0.6424951772273565,1.4811082450478965,3.5644132361134107,3.31274153403178,35.72030983571738,44.44524056525627,3.3348443354768302,119.46065788469
