,ABSOLUTE PACE LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,1.9241094086128063,101.54786979718948,2.3378220533574803,2.3378220533574803,2.3378220533574803,2.3378220533574803,1.5609900391750502,1.5609900391750502,1.5609900391750502,1.5609900391750502,1.0509599465832613,0.2322103340392679,-0.6202310936604213,-1.573816709601126,0.9898116079287016,0.4707320698718057,0.0530893500430133,0.0170337078754559,1.6574244988108742,0.7700304305324297,-18.23670017444449,-144.22650811773755,-0.0234372203183167,3.218331423878546,12.461180244807894,8.516988189160214,4.674155564128027,36.24780184288083,-96.81745591905653,-245.67122071746104
2022-01-20,1.353513658439831,102.92233408474917,3.7229784525995577,3.7229784525995577,3.7229784525995577,3.7229784525995577,1.803272462812979,1.803272462812979,1.803272462812979,1.803272462812979,1.6778908733018745,0.9628915679200276,0.2205753096807041,-0.6100806537099144,1.1533018494610463,1.0788941910385976,0.0761497913961111,0.0351103100559823,2.6235060741855563,1.6093847418285714,5.2233548461693085,-31.333862935869483,0.0294407992325457,1.286457733050274,13.594592135908442,9.733347091814004,9.004014977124728,173.6355849104999,39.775738192365885,-110.01416429300295
2022-01-21,-0.4482033074013292,102.46103277932666,3.2580886326398195,3.2580886326398195,3.2580886326398195,3.2580886326398195,1.918380669455631,1.918380669455631,1.918380669455631,1.918380669455631,1.334878227373621,0.6569010172089006,-0.0450173810986715,-0.8307136956185794,1.1483792189341868,1.4398098040766956,0.0935737872179969,0.0466858549272761,2.2299294041975446,0.8752449174822873,-0.9229130962500912,-34.13507363224187,-0.3013982783412902,0.3189573008152325,12.836552431914692,9.380724556293057,7.04193145772305,126.01862131592955,-8.636047368920874,-159.36250955267317
2022-01-24,-0.4184145630311109,102.03232089674589,2.826041752293295,2.826041752293295,2.826041752293295,2.826041752293295,1.956723984586196,1.956723984586196,1.956723984586196,1.956723984586196,1.087919258870031,0.4174621846020449,-0.2747648478348279,-1.0498534409851363,1.082121077336744,1.47157357163978,0.0974333807432449,0.0518984002876221,1.9672084313923608,0.5550916957270053,-5.518016143731717,-39.58259593534937,0.2905378798574773,1.4696620944550405,14.205539240529816,9.20375544360232,6.074827208621662,81.68582692685713,-53.76389678795843,-205.42734082759648
2022-01-25,1.6528495516928698,103.71876165526956,4.525601522419576,4.525601522419576,4.525601522419576,4.525601522419576,2.09117856956013,2.09117856956013,2.09117856956013,2.09117856956013,1.8306985032157148,1.1979539981042289,0.5464313885861631,-0.1833047057893815,1.1117795905030448,1.8992424798678065,0.1305227083045326,0.0773347300188934,3.443414063320157,1.3190183742777308,8.754688164149032,-4.956671761220748,-0.2852700974088335,0.3672926083072851,13.39479137988195,7.80123116945675,10.381333063898564,250.51357281544398,114.26856095463683,-38.332287244627935
2022-01-26,1.0908323091444627,104.85015941804978,5.665800555153731,5.665800555153731,5.665800555153731,5.665800555153731,2.295882530047094,2.295882530047094,2.295882530047094,2.295882530047094,2.164098748502933,1.5853304327967883,0.985958924479882,0.3172022577105184,1.1464457406677646,2.209419349970456,0.1636558393842502,0.112418245364854,4.333843577359952,1.6473705840671735,13.831745195125803,6.478122119816997,-0.6011625370045388,0.3714012086913521,15.064592580914583,6.897042787711134,10.533748604700804,363.97324450101445,226.3645870057383,72.82591219690752
2022-01-27,0.7168250793299524,105.6017516564758,6.423239513807838,6.423239513807838,6.423239513807838,6.423239513807838,2.509852507925609,2.509852507925609,2.509852507925609,2.509852507925609,2.281391217435031,1.7497318134330206,1.1960234582790603,0.5805413790461923,1.135162829782424,2.4541628080083817,0.2141155697674293,0.1573442685517729,5.044171037327096,1.7894366118708993,14.01972999702982,9.260415073042454,-0.4853925092910495,-0.0369983103734078,14.873030704376252,5.486909025854777,11.037712616003331,163.57870893579656,300.18424762995596,145.70732361536773
2022-01-28,-0.1248680611535602,105.46988879663816,6.290350878010137,6.290350878010137,6.290350878010137,6.290350878010137,2.663797751787063,2.663797751787063,2.663797751787063,2.663797751787063,2.099658965883896,1.5966216693097588,1.0697913928799496,0.4863552222526284,1.1149137777618,2.586664549076654,0.2685691546263438,0.1861333769617483,5.01659136733354,1.6442322274374688,10.610704387104752,6.96034192659973,-0.6604162223452591,-0.5542421434549878,11.31390038205896,5.084001606236669,9.289054118056951,9.817642187132636,284.97079072347606,129.5551947606449
2022-01-31,0.9964810168175742,106.52087621695526,7.349514047218294,7.349514047218294,7.349514047218294,7.349514047218294,2.83090072068913,2.83090072068913,2.83090072068913,2.83090072068913,2.349863403344596,1.874540178935806,1.3739872731064653,0.821672987913366,1.1671507692990668,2.67425210368066,0.3239564487390778,0.2070022728804056,5.69954643138712,1.9843443840640176,12.006618719257473,11.236952238677182,-0.4668325315426576,0.3331869822615573,12.477610971874023,7.008068486742963,10.587460782695315,12.585308709697005,388.96215616547846,232.60746536547384
2022-02-01,0.0941436181891575,106.6211588239527,10.072115045805988,7.450576763850826,7.450576763850826,7.450576763850826,3.0177835466991354,2.9776038163093173,2.9776038163093173,2.9776038163093173,3.106528634530847,1.8142428096039085,1.333767494371854,0.8055098134445129,1.3924261823835131,2.675266752435321,0.3811450892483456,0.2475822428790354,6.732731055508716,2.0192738943399777,10.41973593085769,9.687645877571477,-0.9338193663596598,0.0727582200566721,12.57170269198576,4.484830454054343,12.300729992774976,13.144528147718605,397.1431181310948,239.84890945869876
2022-02-02,-0.21040264987221,106.39682508046263,9.450919782454957,7.224497903036702,7.224497903036702,7.224497903036702,3.009713330351897,3.0804137652471604,3.0804137652471604,3.0804137652471604,2.9084616295540715,1.6784802278319837,1.21088284450577,0.6959305816596932,1.6996476326386274,2.6343082769941746,0.4193649680975307,0.2549228367548577,5.150265013281759,1.9627215400956908,8.894448668992611,8.409423693423307,-0.336882141227103,-0.2830854384056775,12.08011994079689,6.080161202630762,11.512736198957528,11.380836579303772,373.0020182317211,214.37541434009822
2022-02-03,-1.5879523645764615,104.70729418076316,7.304345806927377,5.521823953180203,5.521823953180203,5.521823953180203,2.9140770604098303,3.1196960695097564,3.1196960695097564,3.1196960695097564,2.2654197013894266,1.1079949580005355,0.6431412746874887,0.1303726776147181,1.9392436168611893,2.5294123732740257,0.4407252970555138,0.2544762945894875,3.4042177716199524,1.366565433155025,4.552507696260799,1.5982751186400703,-0.7826050883169778,-0.2926370887977244,9.724472532006406,5.627481050245487,8.028628259652763,6.975171164992539,200.6405306782053,40.67231299260987
2022-02-04,0.1371400136747746,104.85088977832116,8.092882719525697,5.666536596979485,5.666536596979485,5.666536596979485,2.7490836165244685,3.106339968851389,3.106339968851389,3.106339968851389,2.686236962407983,1.1557610718298477,0.6857500496099561,0.1664555335060618,2.0782001101464176,2.427579402662212,0.4652500583952482,0.2553804514499423,3.553406617295368,1.4789163262509095,4.578554584372699,2.0246948183804623,-1.167991616406448,-0.4031062577705448,9.74775128784596,6.185041903672488,7.923789084178947,6.276768598271966,213.01727877452294,51.70674767663614
2022-02-07,-0.8149387241318751,103.99641927492078,5.392786184239772,4.805419071801711,4.805419071801711,4.805419071801711,2.461750362103309,3.092948405078946,3.092948405078946,3.092948405078946,1.9007364806796967,0.8787520413695441,0.4035327132089816,-0.1223523747641706,2.410715326520142,2.2698373356094854,0.4779558662401632,0.2500419297094998,1.9409752234539164,1.1974138772741587,2.6113412343593905,-1.5134644930317278,-1.4166609273826594,-0.3592096412350309,8.929271401147869,5.676976486015536,4.32169915744987,4.3757931599439495,124.81058617168993,-37.8429582384463
2022-02-08,0.2905397662086972,104.29857022834756,3.8277056185070752,5.109920491346973,5.109920491346973,5.109920491346973,2.257207992125012,3.053512439785164,3.053512439785164,3.053512439785164,1.37718947506835,0.986175896545171,0.5016038649731311,-0.0354735536979569,2.377693997190294,2.140540395671887,0.5010251583253306,0.2466336845522367,1.307402505733768,1.4067944590093848,3.0570393843281325,-0.4391895522979821,-1.3939804349107725,-0.2184922213576067,8.099592290756577,6.237140993555785,2.5909941227342874,4.783859718890534,153.16536415397738,-10.831893750009858
2022-02-09,0.9818684021883683,105.32264493335394,5.546077370393328,6.14196158821682,6.14196158821682,6.14196158821682,2.175505650047967,3.024810211608089,3.024810211608089,3.024810211608089,2.216275320662708,1.3330437916971003,0.8406269091526233,0.2940085751274796,2.261126025675148,2.022958824183723,0.5316753531331312,0.2468406685532258,2.1323532732873374,1.9932212289457625,4.78249902684637,3.60281045079969,-0.6585228092307214,0.4474691571920008,8.394572441248489,6.586056495746663,3.9509382072631363,6.532562530781194,254.27368589574,88.93201403459443
2022-02-10,0.0985999145905136,105.4264929713027,4.843187131566543,6.246617471687492,6.246617471687492,6.246617471687492,2.0319390679682976,3.022219392598929,3.022219392598929,3.022219392598929,2.024260300505699,1.3651299310859135,0.8690403578311057,0.3175026800183167,2.3772941531300646,1.9384053954821232,0.5777082191278168,0.2518539777009569,1.7301912693131247,2.1284103731659973,4.546292636018716,3.80999643330169,-0.8241435842634809,-0.1019050178480785,6.843332966300911,6.207130119082716,3.2979308938908574,6.765401190664898,262.643062238828,95.95627567534892
2022-02-11,0.0399553302110389,105.46861647469927,5.14228129756317,6.289068658536344,6.289068658536344,6.289068658536344,1.916619902423097,3.018993115884256,3.018993115884256,3.018993115884256,2.2992622576116384,1.3769603829789443,0.8770856196458291,0.3205007059242983,2.161172607768818,1.853395263007268,0.6103590216169178,0.2552892858262328,2.039083684471781,2.2429289639565035,4.338291651259899,3.790168559914057,-1.2733123539648763,-0.6765304017967954,6.663968590080874,5.649720439590407,3.3986879553655402,5.455848254507642,264.79154477518347,96.75894248215009
2022-02-14,0.1667997260725418,105.6445378380716,6.035955796366302,6.466358533903866,6.466358533903866,6.466358533903866,1.739388244865062,3.014257283926628,3.014257283926628,3.014257283926628,3.044191009249536,1.4342449065141585,0.9303236104905732,0.3683970615029281,2.168926899030468,1.803343433791069,0.6565956673026649,0.2580510686424161,2.441313286759218,2.3973154948675406,4.270869972155157,4.3031928984224415,-0.7386404148059028,-1.0866277995097755,5.242951333430899,6.017300656300549,4.052110329308832,4.013337829663601,280.4234719330129,111.04435260123671
2022-02-15,0.9010465113727272,106.59644426071738,4.971620255167212,7.4256699432591775,7.4256699432591775,7.4256699432591775,1.430290941049965,3.0169377178852894,3.0169377178852894,3.0169377178852894,2.9541108403858947,1.7472527467969745,1.2405199018683015,0.6746270862833477,2.066325941625607,1.810594160838633,0.7224901488788121,0.2675808961399967,2.044807108474567,2.911393855400968,5.180100085159226,7.606327400332886,-1.7300845217961514,-1.17299039669316,4.368999463242035,6.241684013444184,3.155676126888629,3.8728231690567676,374.25712817338365,203.5307902115285
2022-02-16,0.0764568907006157,106.67794458759654,3.6489752552200176,7.507804270312106,7.507804270312106,7.507804270312106,1.3009121755686508,3.0402650859232696,3.0402650859232696,3.0402650859232696,2.227003629624141,1.7571967653932048,1.2511167317041867,0.6851323402038361,1.7677072042164077,1.7959528657191268,0.7812825564172036,0.2725868639009645,1.6389230806455135,2.97465711762046,4.868567058834328,7.64154186797281,-2.4245746884138684,-1.0449041479324388,3.4085449188889227,6.636037650306891,2.0993896278870103,3.460106667253477,380.37265178146697,208.29839331586263
2022-02-17,-0.7809743801703628,105.84481717107508,3.302508573221369,6.668195862277271,6.668195862277271,6.668195862277271,1.2391487623075002,3.058218907406649,3.058218907406649,3.058218907406649,2.0540006168509244,1.4686951525590968,0.9623689026316468,0.3952973934423923,1.766269858595552,1.7274104878359888,0.783836660673037,0.264284441433566,1.4410098829255278,2.600187573481482,3.754780710819502,4.57426080822838,-1.2034002805476685,-1.0736192340676678,3.59827316582558,6.499438045052565,1.8257000185199315,2.618462261694638,294.3134773928291,120.89059626740894
2022-02-18,-0.3886673650342453,105.43343290915097,3.333367292357211,6.253611396089809,6.253611396089809,6.253611396089809,1.0931480723607776,3.0521885662632795,3.0521885662632795,3.0521885662632795,2.3515694516004326,1.3321134106146304,0.821562191100367,0.2489494496875042,2.143599362167096,1.699159244591317,0.7902139034763389,0.2593678477586177,1.199204318870814,2.392866550787521,3.173270825936348,2.929586957211776,-1.7846099515232938,-0.6303979856355366,3.8139799529097616,6.263415552384549,1.8098248306452187,2.322162985247868,250.75627261507475,75.9840663913736
2022-02-21,-0.5788571295310296,104.82312396584702,1.0647661936497377,5.638554791139335,5.638554791139335,5.638554791139335,0.8346625823825587,3.0398008576617235,3.0398008576617235,3.0398008576617235,0.3552990115393348,1.1315405723779346,0.6156700325600615,0.0362826243383552,4.4324990786862735,1.6357917002493991,0.78612147206928,0.2544007776538833,0.0669046479705724,2.102748168895257,2.380693518123064,0.4335362242170677,-0.442328318294944,-0.3027010291333827,3.689812145712809,3.2587127572998047,0.2094419121057381,1.9785673131660677,187.15142930126962,11.029195258195035
2022-02-22,0.4784494595304167,105.32464963592452,0.4525412460107793,6.1439818855932895,6.1439818855932895,6.1439818855932895,0.7402887437395619,3.004658879735181,3.004658879735181,3.004658879735181,-0.4337877339357666,1.3092791311479872,0.7840974320619558,0.1934381526901805,6.702150152637558,1.6203250114132175,0.81104857689798,0.2602800180226993,-0.0479142020532863,2.427869186580448,2.90481406284356,2.233039891327472,-1.6835902126671662,-0.1329178679653442,4.294619274834753,3.9523309807493248,-0.2242150793868159,2.2925803253372616,235.59453118225085,58.121566316012085
2022-02-23,-0.242419113215464,105.0693225542798,-0.5041858623027443,5.886668585974631,5.886668585974631,5.886668585974631,0.7344512670375545,2.986567072662826,2.986567072662826,2.986567072662826,-1.747309396277397,1.227320409433559,0.6956588074853044,0.0968964337460326,9.526586582353866,1.5615747646190266,0.8176161314748337,0.254145023560953,-0.1347086481510224,2.347293773869086,2.54108451174492,1.1386715129401337,0.0505584400900175,-0.8868455858741826,4.671402193854249,4.318723893763388,-0.8993773591863864,2.0364921505441496,207.7631688243498,28.93876984843562
2022-02-24,-0.0068483485562431,105.0621270408456,-0.386614379179625,5.879417097835272,5.879417097835272,5.879417097835272,0.7400628895077348,2.961573649882112,2.961573649882112,2.961573649882112,-1.5825691900147651,1.2314645198354106,0.6919887428934268,0.0836076659540927,10.710678279945864,1.5655830969719189,0.8409508273051214,0.2524390403918645,-0.1093488850095647,2.329530051623121,2.436974387117937,0.980871500832114,-0.148758825825273,-0.6405563733778523,4.210986000804146,2.8740784741494,-0.8356886912486567,1.9946822215153222,204.93756269682203,24.761026041778678
2022-02-25,1.0663377259929383,106.18244413721276,-0.317714322076365,7.008449266410902,7.008449266410902,7.008449266410902,0.7471189770965037,2.927273605045338,2.927273605045338,2.927273605045338,-1.482708391640004,1.6277786453613257,1.0786142323458443,0.4584830021330524,12.689662273583073,1.6262297709267035,0.8865320650851088,0.2687998655785627,-0.0872962221540426,2.930061636190171,3.561516945322348,4.992953354412187,-1.762238854110154,-0.9580172638103738,4.742278101050135,1.6485860053322854,-0.7862009541741469,2.484713620561454,315.739897237223,134.21051905060298
2022-03-02,0.9334965973228248,107.17365364018788,0.5181849665950757,8.007369499160804,8.007369499160804,8.007369499160804,0.7916607364147173,2.9211491652053883,2.9211491652053883,2.9211491652053883,-0.3503009275732267,1.969334866706097,1.4156436036584283,0.7895786083064243,11.226327322997784,1.7271814121986528,0.9716733945437996,0.2956816664610417,-0.0247026015107607,3.330698710198212,4.255860203928595,7.800540764411037,-1.752615201390333,-1.462227151589531,4.22844568285745,1.2892355156420274,-0.19803739359981634,2.6837179971758207,413.5306131055166,230.64768925183435
2022-03-03,0.2896875925170405,107.48412241723068,1.0219264869471216,8.320253447603895,8.320253447603895,8.320253447603895,0.8601595312508996,2.938619121661362,2.938619121661362,2.938619121661362,0.2568855244588154,2.060304717567293,1.5065486782692443,0.8795971533798811,9.371532550658138,1.7769758341855573,1.0256359264238548,0.3103244183448267,0.0235780573891426,3.4071655466644555,4.316514895409463,8.329351032276286,-2.726976270664673,-0.450607627117942,4.048541955327435,1.7208327092027087,0.1529636704266057,2.8314368680330784,442.7172753675653,258.48010142810205
2022-03-04,-1.2541237710758213,106.13613848786396,1.3646081853992849,6.961783400227923,6.961783400227923,6.961783400227923,0.8614701317481627,2.965544009948432,2.965544009948432,2.965544009948432,0.6479440397489139,1.5797525003418158,1.0276971502150176,0.4018688768705878,7.596330729894461,1.7187131056490152,1.0417473333082563,0.3122505824303896,0.0734807971289697,2.7257752030817617,2.9255473284320863,3.816677718620288,-1.6603236833169592,-0.4695711779802868,3.925631488772375,1.2834875866036022,0.3996550342173573,2.1945351968484985,304.76811278612195,119.17598405882757
2022-03-07,-2.3790361350238487,103.61112140091872,-1.182410926625035,4.417123922470558,4.417123922470558,4.417123922470558,0.9633792496974594,3.001477640440809,3.001477640440809,3.001477640440809,-2.0644358650666,0.7093205072727615,0.1605861765201492,-0.4622663344620143,6.669525852998414,1.6083442782246993,1.0095919293193116,0.2900390437148979,-0.2981973109591092,1.32372755715918,0.4774164731230376,-4.783776863435438,-0.8839291890806333,-0.00324277592694,3.001633174925741,1.6839861479964338,-1.4267966933061815,1.0093906020295376,48.199581818910886,-138.74820668162684
2022-03-08,0.6242487164801025,104.2579124963946,0.2514444471232612,5.06894647834202,5.06894647834202,5.06894647834202,0.9855437708957828,2.949995786224737,2.949995786224737,2.949995786224737,-0.5631198911476625,0.9388740655123132,0.3772169075647591,-0.2611031687621757,5.7110757270456975,1.5604120336201357,1.0087897922022424,0.2822355212788872,-0.0971759660548534,1.7749635848625205,1.103092335400707,-2.729115187656445,1.157864343224306,0.4059426510485779,3.364327113829816,2.6831038469762163,-0.4085797304383113,1.328678628233547,111.27882878087654,-77.02532476183448
2022-03-09,2.604167009827308,106.97296265876032,2.564169791165446,7.80511732010411,7.80511732010411,7.80511732010411,0.9488501432336458,2.882731524365992,2.882731524365992,2.882731524365992,1.8525012148533404,1.908018275152301,1.3278811279392726,0.6699592141767187,4.828644901790399,1.5780841354757469,1.0885240098563416,0.3038937037788919,0.3640247064766235,3.485431674522081,3.5166195264966222,6.355223957360715,1.1620653216087753,0.5945305388054949,3.768962806279448,1.4760927404270685,1.3673405024821976,2.669131981516632,382.79247881212126,193.13125467466944
2022-03-10,-0.0321124902170621,106.93861097659163,1.5343006665472956,7.770498412351205,7.770498412351205,7.770498412351205,0.9378268367399396,2.888447100002731,2.888447100002731,2.888447100002731,0.7761314668347302,1.8903390250762715,1.305984548879712,0.6446637977805207,4.473341898770027,1.5274965247599743,1.1409779470854065,0.3084905049196776,0.1627143497875891,3.574570669390907,3.3061701959237,6.036092675399282,0.5134879172096236,0.2062126088047305,2.442693721337183,1.7086116698402811,0.6267196853739847,2.6795838927186604,377.2267282859979,186.20772771758922
2022-03-11,-1.7235754901165024,105.09544328832808,-0.3140099548457151,5.912992516139546,5.912992516139546,5.912992516139546,0.9605824111457946,2.913722379472752,2.913722379472752,2.913722379472752,-1.1664108044832917,1.2345365694086743,0.6499310111222008,-0.0103154299072574,4.256680590023316,1.4487828982301572,1.0982861376316342,0.2946528805570014,-0.2632177066757384,2.4828404828341144,1.7242487793788988,-0.1020057870055133,1.2302881110927628,0.5595032088652997,2.8890159909176485,2.058623640325039,-1.0773050082423425,1.7847937149135478,189.37185322201103,-3.0056298974658446
2022-03-14,-1.160421506392073,103.87589316217225,-1.5101395711482608,4.683955372918843,4.683955372918843,4.683955372918843,1.0519295864419438,2.916505120774429,2.916505120774429,2.916505120774429,-2.202203787323044,0.8100509826412564,0.2206868324026145,-0.4435899785466766,3.211833855428294,1.376394201356974,1.0626123312030686,0.2790326376106589,-0.7212587647846128,1.716454367965513,0.6057093992698197,-4.636491469362729,1.605768896593278,0.5829402778742373,2.6513681446539947,2.7514421821401034,-2.2805029815007347,1.184898115448707,64.36342767897133,-129.37324439556014
2022-03-15,0.074963720499066,103.95376239638824,-1.600438107150339,4.762430360631961,4.762430360631961,4.762430360631961,1.1148131818334917,2.884009998572546,2.884009998572546,2.884009998572546,-2.158982235304407,0.8444667942655028,0.2430844185691152,-0.4333923197716453,2.426438956267533,1.3293269189577854,1.0381725160289963,0.2679436125318501,-0.9919317562243736,1.8320931016981503,0.6752807291913914,-4.664816495214642,2.1679711364689958,0.6864727332228991,3.494344195564894,2.8500756603637454,-2.449333261368306,1.2344029211929974,70.1057893650522,-124.9907783525975
2022-03-16,1.1301772520729392,105.12862417166616,-1.376987852860429,5.9464315172865625,5.9464315172865625,5.9464315172865625,1.106990564154919,2.8289963477711044,2.8289963477711044,2.8289963477711044,-1.9723850154392288,1.277452828417465,0.6588921266783615,-0.0355491032923438,2.304796727660357,1.360401463150375,1.0955436812687591,0.2741871565218706,-0.9473336953181998,2.6565021311237778,1.7014414411933818,-0.3667869956285013,1.4161389476663675,0.6458247566971772,3.224449902607346,2.839718586624325,-2.382443609756004,1.8506840511858442,186.40034199482204,-10.056828338057855
2022-03-17,1.234111278342831,106.42602837933534,-0.2361464773576986,7.253928377643154,7.253928377643154,7.253928377643154,1.0867153620739556,2.788972560683251,2.788972560683251,2.788972560683251,-0.9626893299598122,1.7612972693715714,1.128273422854016,0.4200669625151449,2.044368765529552,1.3728759676956752,1.1631059052583097,0.2835082449012309,-0.5117321793463333,3.578043371047294,2.7054489217722426,4.132349775268255,1.1700024672793925,0.7411881515897915,2.7780911296610005,2.5062381312408584,-1.1598567352653546,2.5410832222730604,314.67236172880223,117.1555232104299
