,ITAU INDEX ITAU UNIBANCO ACOES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,-0.6564425286123665,108.95447016488308,6.021555943259933,6.021555943259933,6.021555943259933,6.021555943259933,2.8611650253297687,2.8611650253297687,2.8611650253297687,2.8611650253297687,1.860875500348746,1.4141833387834408,0.9491096482276132,0.4288538661227412,1.8511875246891047,0.6466495536472004,0.0902552214918189,0.0178317018554039,2.876138601347286,6.257194311060788,30.08755932151844,68.81124935116571,2.242379995659171,3.988371349129128,11.55071910686006,6.710529299544923,532.4271898090866,404.62119083312604,271.5559330711887,122.70216827278419
2022-01-20,-0.7886974323754958,108.09514905623432,5.185366653770893,5.185366653770893,5.185366653770893,5.185366653770893,2.7843256319876075,2.7843256319876075,2.7843256319876075,2.7843256319876075,1.61191010025576,1.1488397813559226,0.6680775990152839,0.1301020807622683,1.492488392109318,0.8464320804311192,0.0959275812698402,0.0230032419462041,3.0071139127982542,3.7790912280251656,19.39114442865481,15.747630663906568,0.7107455103380907,1.3459032765034205,9.975860076449507,6.130133034600318,448.8082608601826,319.8744050276334,186.01455830949936,36.224655824130544
2022-01-21,0.037996173499688,108.13622107661448,5.225333068180945,5.225333068180945,5.225333068180945,5.225333068180945,2.694243151597891,2.694243151597891,2.694243151597891,2.694243151597891,1.6806385943029685,1.1978988038946337,0.6981121806828794,0.1386732076475018,1.2558195887779922,0.9450048096924548,0.1001712628388195,0.0268460449759068,3.6056524866107673,3.4152531453789807,18.77668213965069,13.917109218497616,0.5572522355448323,0.7766959713851886,9.000306479997349,5.90471795197013,452.8049023011879,322.74306487004213,188.0883961851917,37.36193400143941
2022-01-24,-0.1350595231239815,107.9901728121041,5.083216235133439,5.083216235133439,5.083216235133439,5.083216235133439,2.612781638199729,2.612781638199729,2.612781638199729,2.612781638199729,1.678644753867142,1.1765364189511067,0.6581244639124769,0.0776571113321139,1.1073312414046672,0.91950766167195,0.0984106320016705,0.0282641219806849,3.960813192988891,3.343129024633869,17.47306647651009,7.178750314721886,1.137275264960116,1.6290455913102675,9.775504287124036,5.829243601520828,438.59321899643726,307.4032752108716,171.953551496056,20.29010745641795
2022-01-25,3.54756248934347,111.8211916749635,8.81110899688672,8.81110899688672,8.81110899688672,8.81110899688672,2.66784985133928,2.66784985133928,2.66784985133928,2.66784985133928,3.041334934064769,2.545361838565477,2.034669635282705,1.4626702473761557,1.1808388953967692,1.4874867906259672,0.1376516886636795,0.0594924584423986,6.871237882955539,4.565178827412599,39.434264386513,65.59124810414436,1.521777534934872,1.455588593878316,10.602263713647698,6.252823236686044,811.3824951717653,679.0643202621584,542.8193084013512,390.2184602020864
2022-01-26,1.0610965427390484,113.00772247387614,9.965699912568702,9.965699912568702,9.965699912568702,9.965699912568702,2.836645609856458,2.836645609856458,2.836645609856458,2.836645609856458,3.26738589945631,2.798950906957632,2.313840405254038,1.7725719638409414,1.2438162950621356,1.9479915630484328,0.1758818150925131,0.1011211714142877,7.451595468072418,4.075803998863476,37.31792979291211,49.72409248290812,1.258278675364659,1.470282608809406,11.685004582637552,6.086029993499558,926.8415867399635,793.9631802425116,656.3545227472354,502.81584793840466
2022-01-27,0.3671561086549424,113.4226372301908,10.36944569722286,10.36944569722286,10.36944569722286,10.36944569722286,2.995916616050321,2.995916616050321,2.995916616050321,2.995916616050321,3.2284482152260727,2.7830464035241587,2.3191729110520343,1.8035479995074544,1.2258460705467182,2.2757046227676367,0.229502388235598,0.1494481577640469,7.890192646895773,3.6638212534880674,30.274406785614765,36.15487470979438,1.2088800096812642,1.0266204550490294,11.46633140521278,5.3263443074852965,967.2161652053793,833.7774963557113,694.8048659714582,540.32794195687
2022-01-28,1.3160346800640044,114.9153184711833,11.82194587879272,11.82194587879272,11.82194587879272,11.82194587879272,3.193691249967172,3.193691249967172,3.193691249967172,3.193691249967172,3.48332414216246,3.0637502025422783,2.6243309863166937,2.137697859321626,1.2621729880197623,2.6440624447094123,0.3068013580703466,0.1941564146427072,8.813896303609907,3.7006206996067297,27.31833705278316,35.16312845471815,1.7435729376107696,0.9686232400611388,11.23646443036956,6.0292245714870365,1112.4661833623652,978.4672213944425,838.1302908017343,682.7146948389031
2022-01-31,2.1344650275524346,117.3681457552512,14.20874620670416,14.20874620670416,14.20874620670416,14.20874620670416,3.4994166015220576,3.4994166015220576,3.4994166015220576,3.4994166015220576,3.8610613425273046,3.4765421463979087,3.071613055863505,2.624810892520053,1.4041800729014042,2.958826432284169,0.3952622812233736,0.2311225041889906,9.62231441841848,4.111721177779294,27.194230848114184,39.7421568504195,2.540996541224267,2.1456275096723414,12.814214754024466,7.810561809195827,1351.1462161535092,1216.5869302995968,1074.885372114065,918.5306813140602
2022-02-01,0.6918221939000269,118.18012463615496,17.198143281824215,14.998867660337083,14.998867660337083,14.998867660337083,3.691223854743508,3.8081807750700873,3.8081807750700873,3.8081807750700873,4.470294917348421,3.400675539053486,3.024993496424862,2.611950581807709,1.745857965047311,3.170691936584022,0.4908251220146852,0.3023651670162665,9.45143280095411,4.084404120328014,23.470115039165705,32.896580281478435,2.266147079434148,2.1553511118701527,12.989136692849597,6.691753437414712,1650.0859236655149,1295.0387210074591,1151.9722077797205,994.6779991073246
2022-02-02,-1.5507093672066707,116.3474943732456,13.13382159357826,13.215569447346644,13.215569447346644,13.215569447346644,3.530340196031846,3.995395623476354,3.995395623476354,3.995395623476354,3.522758957447796,2.793586967266905,2.43307362843055,2.036050107256436,1.9742331557487929,3.185540220912891,0.5450826336144935,0.3154125640129977,6.299426950760649,3.5037966463409425,17.83416151449495,25.79106419925523,1.3182593639296456,1.391894185109181,12.169339553293646,7.422993881699945,1243.6537548409192,1116.1485142818772,972.1091726627152,813.4825687710924
2022-02-03,1.1278383838503991,117.65970607343525,11.978517834982402,14.492458096068628,14.492458096068628,14.492458096068628,3.422053743473384,4.120128795062145,4.120128795062145,4.120128795062145,3.2950328829814133,3.0162265008057547,2.664246676663637,2.275986441019275,2.076730848778701,3.248721364799628,0.6096975423317861,0.3307866562934354,5.429581603560029,3.825271626262045,18.00407363901916,28.348656435814707,1.4297105059857236,2.257658641875266,13.0133839547404,8.193953082917282,1127.577961207444,1242.7241658399325,1097.7039449670478,937.7357272814525
2022-02-04,0.3096539831556333,118.02404403986084,11.321012213062202,14.846988552975892,14.846988552975892,14.846988552975892,3.437433580970676,4.2567227066041164,4.2567227066041164,4.2567227066041164,3.0874253325930034,3.0001105658235394,2.657120400676724,2.278165645536999,2.060124090745606,3.285882309801149,0.6741619562678575,0.3438334416782668,5.151543814602801,3.8865173989255934,16.777310909617256,28.204119370788167,0.510225446727454,2.247552382993373,13.3017067221875,8.386827393874546,1061.2819516994748,1277.0638767863984,1131.0624743741637,969.7519432762767
2022-02-07,-0.5437005240913728,117.3823466938623,8.335450558735957,14.22256487431022,14.22256487431022,14.22256487431022,3.42175887408145,4.3638657131646825,4.3638657131646825,4.3638657131646825,2.227451838235804,2.7808097968537004,2.4439917186386,2.0712636030152165,2.3120176157666106,3.2059693145035206,0.721847089431413,0.3486887234728952,3.2966025181193044,3.7851518018043033,14.774945858168175,25.922020448781904,0.1635636094455221,2.4099774137651124,13.134159302934371,8.036105262080632,762.1803094072399,1213.508052732231,1066.525166422541,903.8716220124047
2022-02-08,1.0825295616789354,118.65304529701582,9.958485638284625,15.459057905182531,15.459057905182531,15.459057905182531,3.495427179786516,4.438938627014913,4.438938627014913,4.438938627014913,2.643277240333348,3.009827101560339,2.6764936516738684,2.3070421415630564,2.3655187587143915,3.1517911270638503,0.7941152395304525,0.3546709890904466,3.905859159025941,4.238998475193646,14.961041501231298,28.8741362878256,1.5852516174300697,2.8916192572880752,13.242153781009968,8.391639090594351,923.938310957228,1336.0437781752526,1188.0791055375332,1024.081847633546
2022-02-09,-3.904603380498672,114.02011447928392,3.7892741360280624,10.950839627124854,10.950839627124854,10.950839627124854,3.501331918184663,4.56165049690921,4.56165049690921,4.56165049690921,0.8753001199004548,1.9381323752322863,1.6116129244988389,1.249152731695435,2.278676591462655,2.946885908094645,0.8250625029223699,0.3509415751421348,1.3449544614100415,3.0001441481901576,8.910373301205698,16.236885518468853,-1.0721040277762517,1.9750183203607607,10.307800111104369,6.570101026289295,5.052993188679792,884.1082512554187,735.1614897865433,569.8198179253977
2022-02-10,1.875458710098843,116.15851464755032,6.522289479699338,13.031676812839562,13.031676812839562,13.031676812839562,3.420431250910968,4.475230057664853,4.475230057664853,4.475230057664853,1.69343439805285,2.438038123561928,2.103018133653492,1.7305528426725516,2.3545161200790625,2.83240592258496,0.8971028991608301,0.3595090605922301,2.4600706221850253,3.852124939189355,10.490981549991718,21.54221672507394,0.1904713314215098,1.999357406462916,10.367952594329571,7.148378763111863,9.55009484971103,1091.0781492297158,941.1489963540349,774.4622097905559
2022-02-11,5.785236695239204,122.8785596615852,12.691845341602484,19.570826857060133,19.570826857060133,19.570826857060133,3.549249735953017,4.517939011724534,4.517939011724534,4.517939011724534,3.36870514541508,3.8598998504245055,3.525871775811143,3.1539486448061185,2.390801144830252,2.9023840179813094,1.0166387628557203,0.3889423594630556,5.0009913512555855,6.008437204568039,15.668961511490524,36.63614228858194,2.461549238694393,3.382795949475374,12.913803349936694,8.67056491038078,19.713239607084322,1743.879211558257,1592.9673646275623,1424.934762334529
2022-02-14,-0.2232830348249392,122.60419268442364,11.789233096595035,19.303845486088417,19.303845486088417,19.303845486088417,3.7389732001437888,4.744968712317161,4.744968712317161,4.744968712317161,2.9549041315451,3.616603427549107,3.296485734650122,2.939520010319642,2.528566340471693,3.0010509821141995,1.164933758378609,0.4110483630776141,4.369395882561765,5.718220120502604,13.427133997116982,33.93257760173411,2.222870183530434,2.7663618738220093,11.80382196949366,8.232743149031073,18.216049156480853,1716.0670108579516,1564.172167151468,1394.7930478196918
