,XP INVESTOR DIVIDENDOS FUNDO DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-28,0.4440519432971301,108.36026311957984,9.750218171349596,9.750218171349596,9.750218171349596,9.750218171349596,3.604882497254102,3.604882497254102,3.604882497254102,3.604882497254102,2.511297977971903,2.139582777629057,1.7502859539472722,1.3191606784876315,1.5953938326631707,3.7554234946640896,0.3902454844860075,0.2708346635664568,5.674419657915175,2.053814840712445,16.168220905578355,17.558384803203133,1.4373747401080097,0.7053482910551987,15.472672997111108,9.194809653700718,414.361217104044,771.2944506501302,630.957520057422,475.54192409459085
2022-01-31,1.2792408647568143,109.74645188656352,11.154187811357266,11.154187811357266,11.154187811357266,11.154187811357266,3.898386210929474,3.898386210929474,3.898386210929474,3.898386210929474,2.682367318269117,2.3372006811702497,1.9737129441465069,1.572637518726495,1.6965611498860285,3.93083041853131,0.4776122316876792,0.3044927257031364,6.163587894778018,2.3179099420557976,16.109921009781047,20.13430174279714,1.9949199810816476,2.1908530164074485,16.238533516503015,10.756310149879484,491.73757934841984,911.1310907649075,769.4295325793756,613.074841779371
2022-02-01,-0.175116812922127,109.55426739772466,13.322908176806417,10.959538140232546,10.959538140232546,10.959538140232546,4.193654174233854,4.137466408047859,4.137466408047859,4.137466408047859,3.010649807323216,2.153747441341638,1.807964541571244,1.4277941832900494,1.9714134769044047,3.943988357200445,0.5634595805756384,0.3655956949832576,6.404351131586371,2.259402635837236,13.275828143787336,16.15842459862455,0.8834904829761075,1.7025963674160136,15.760932503247746,8.096734782738505,609.1459221379785,891.1057689970054,748.0392557692668,590.7450470968707
2022-02-02,-0.8367144266120063,108.6376110374388,12.415216674065368,10.031123676911168,10.031123676911168,10.031123676911168,4.279696061900403,4.287254933665318,4.287254933665318,4.287254933665318,2.738029163616105,1.8606403154951785,1.524669294765562,1.1546735600915623,2.376963649417837,3.854923515524776,0.6151672724895856,0.3741317490985785,4.929790420550286,2.0693119695521047,10.625802523170377,13.231648822113444,1.6592722648883234,0.8072678295695865,15.1680632510942,9.700831327093065,579.3141432264345,797.7039372383298,653.6645956191677,495.0379917275448
2022-02-03,0.2489946232880679,108.90811284779063,13.41517754654817,10.305095258810123,10.305095258810123,10.305095258810123,4.258341891738036,4.376282140658153,4.376282140658153,4.376282140658153,2.98530264756446,1.8828490842918133,1.551471407506388,1.1859368908914751,2.816146474064992,3.809630554295076,0.6688474360310865,0.3826822856932096,4.514125753299445,2.1629075847921704,10.151308424984984,13.562149672422404,4.063292223656489,1.6845920909702337,15.711421821093497,10.22613067754455,628.4808189570821,823.987882114082,678.9676612411973,518.9994435556019
2022-02-04,-0.5604909849739492,108.2976926933735,13.402770790816604,9.686845143917562,9.686845143917562,9.686845143917562,4.110501483476796,4.44515783478448,4.44515783478448,4.44515783478448,3.088328308791087,1.7120866438648388,1.3836362089449874,1.0207457625460064,3.1351797031887094,3.712291833845626,0.7167998786664967,0.3880716754395028,4.049075107828053,2.050080031267858,8.58047206442807,11.692108213168932,2.9972957018974724,1.1501321621546163,15.879308359814369,10.161535375231194,627.5977909657382,761.0495358805654,615.0481334683305,453.7376023704438
2022-02-07,0.0526700014825687,108.3547330897207,11.486209578586088,9.744617206881047,9.744617206881047,9.744617206881047,3.791259426261532,4.4748575492757405,4.4748575492757405,4.4748575492757405,2.841420462894856,1.7111456120279067,1.3826817789535348,1.0191986007315557,3.741349220353017,3.5542758120727385,0.7553350310661734,0.3874900222696551,2.879325473099268,2.154344025267905,8.191469668847093,11.770028363520094,3.154393195852713,1.6514423718056732,16.435544683262556,10.043308554215027,532.5766744887303,765.7132859893136,618.7303996796236,456.07685526948734
2022-02-08,-0.0475408761492657,108.30322030026063,8.767696533633309,9.692443654334228,9.692443654334228,9.692443654334228,3.52720583279798,4.495130167845112,4.495130167845112,4.495130167845112,2.281861163326656,1.689344523374408,1.3601779206002529,0.9953447527487316,3.7774045092239104,3.403356289604319,0.8072848901994341,0.3865626251053947,2.130720706577066,2.2312749194375696,7.573753551880013,11.57433216485242,2.2572183898415563,1.7524531062543311,16.01877807527445,10.175075133447123,397.9084440748638,759.3823530904223,611.4176804527029,447.4204225487157
2022-02-09,0.4918054468275867,108.835861436787,9.42453799180645,10.23191706698453,10.23191706698453,10.23191706698453,3.3902044350252054,4.502471603424111,4.502471603424111,4.502471603424111,2.5662110560928544,1.803933631971603,1.473122525121752,1.1058982838063731,3.5764648608847924,3.228546681015199,0.8616268210946929,0.3887191621114967,2.432564121830739,2.5157325431205764,7.697871253936018,12.809442148585005,2.472557699023453,2.690988064739019,16.56600114057302,10.010172704264216,430.111836226292,812.2159952413863,663.2692337725109,497.92756191136533
2022-02-10,0.3339026517492183,109.19926726417854,8.805420532859905,10.599984361145198,10.599984361145198,10.599984361145198,3.2022757618854367,4.520357241952485,4.520357241952485,4.520357241952485,2.521771262095648,1.875756403036059,1.5440809516265557,1.175334019378604,3.706316595844757,3.113093112365044,0.944381044104358,0.399281577439403,2.178822769399052,2.723686293520837,7.390869983488031,13.306222842243486,2.3852111187508545,1.911161610572434,15.17969881275846,9.710283557182898,399.2340312543527,847.9089040602794,697.9797511845985,531.2929646211195
2022-02-11,-0.0907170961831349,109.10020485986324,9.115599061579772,10.499651266953784,10.499651266953784,10.499651266953784,3.029942615173898,4.543612140019667,4.543612140019667,4.543612140019667,2.765771709958397,1.841622098808813,1.5094814092427324,1.139659784696439,3.370167941128393,2.992916487819047,1.0028598012911871,0.4069901528216771,2.486561415998608,2.7958068858692897,6.838940046593675,12.723089237757945,2.0175181316420288,0.8086624366716446,15.286204019191814,9.195587775348056,414.29898382852275,836.7616525476222,685.8498056169275,517.8172033238941
2022-02-14,0.5744635320110048,109.72694575013244,9.517492187459707,11.13443146648176,11.13443146648176,11.13443146648176,2.7541061973169008,4.550784598647267,4.550784598647267,4.550784598647267,3.186720416320999,1.975759540815344,1.6419822757880445,1.2697846565420698,3.330700461153296,2.9392191039711992,1.0892049460240925,0.4142731455321441,2.63505126025862,3.059062890828626,6.860332097447839,13.94856635268408,2.366373713325521,0.2238259336404794,13.423451595341092,9.920590428196425,433.89813144893805,899.125608897286,747.2307651908022,577.851645859026
2022-02-15,1.3997846631213395,111.26288670805428,9.281594479236515,12.69007419359668,12.69007419359668,12.69007419359668,2.4614793963314003,4.569579933587991,4.569579933587991,4.569579933587991,3.467513159221103,2.305629208362571,1.9710729789114656,1.5974580286466555,3.0930035184824387,2.976471299074716,1.2091271513050783,0.4325571442550039,2.7595223047526605,3.5396803483719728,7.44915497294855,16.875717461620315,2.529611465248152,0.2533024713587933,12.476549104334904,10.33839823818336,421.9659984651905,1053.575696482797,900.6975532071339,729.9712152452787
2022-02-16,-0.0343477755043508,111.22467038150812,7.751788617490804,12.65136765989696,12.65136765989696,12.65136765989696,2.272808717623841,4.635553309855586,4.635553309855586,4.635553309855586,3.079867410224765,2.2620616490836536,1.9301449706935336,1.5589395353040634,2.643106983504727,2.9675041639232256,1.3147140189805495,0.4425160751504535,2.64837917752484,3.533577978419445,6.805502777202754,16.330587132425613,2.0475842944898703,0.3684502290693915,10.040984184920871,10.365485128492368,699.994949908441,1048.5907364507116,894.7289907399523,722.654732274348
2022-02-17,0.0523096289259727,111.28285159385882,7.701937332859045,12.710295172299883,12.710295172299883,12.710295172299883,2.1438888871217063,4.686843430976195,4.686843430976195,4.686843430976195,3.239272857611068,2.247502130149318,1.91711846497066,1.54709782383032,2.4458916499240964,2.899920231979805,1.3431095742796757,0.4338241691347119,2.839308553182581,3.6324070154177575,6.689874196429418,16.71415699858139,3.3357546807883907,0.6548887072423039,11.316615241226794,10.337846695484494,694.4641081787341,1053.3690594795335,898.5234083950903,725.1005272696701
2022-02-18,0.3192646906652108,111.6381384457634,8.826215021563739,13.070139347529594,13.070139347529594,13.070139347529594,1.965215772777228,4.726868062097111,4.726868062097111,4.726868062097111,4.103092115351187,2.302240961524889,1.9725726538374817,1.6028305668409553,2.661505145636497,2.9000977185865264,1.3830888369976562,0.4323730898241393,3.029662127637052,3.7524215830864094,6.741498035535322,17.52275706713173,3.957238797646832,1.7999433877033666,12.68830765273844,10.149564006406887,806.3461342246032,1088.238927228374,932.4090677590533,757.6368615353521
2022-02-21,-1.302300460842987,110.18427445430768,4.973886054530768,11.5976264017309,11.5976264017309,11.5976264017309,1.5223890635574011,4.790530989003334,4.790530989003334,4.790530989003334,2.762549174875788,1.9619390072958165,1.6345966494276676,1.266950068187794,5.007341019789284,2.816909427239658,1.3961672081544425,0.4338973215326217,0.8399017831518498,3.336539514582489,5.60863044044367,13.988018044765,3.5020757838911787,2.057881779277608,12.072251396257046,7.035730904852725,420.5674651370422,939.8729612985047,783.058590360426,606.9363563173514
2022-02-22,1.1955045723980096,111.50153249347252,5.184734455339502,12.93178112805126,12.93178112805126,12.93178112805126,1.3066328671818797,4.76792018464938,4.76792018464938,4.76792018464938,3.3759024003716376,2.248723970764661,1.917763762849752,1.5455407431825514,6.526722781867887,2.81664699063276,1.458933625566604,0.4530111253482966,0.6758468499655469,3.80656022766456,6.267416415691518,16.266741572742703,3.637859935475457,2.7414559999058623,13.87985663817268,8.588077492717586,441.10650327237823,1072.173640991373,914.3744554280477,736.901490561809
2022-02-23,0.9457211597203364,112.55602607967572,4.333295292960807,13.999800878228276,13.999800878228276,13.999800878228276,1.2333882253879322,4.782220777715861,4.782220777715861,4.782220777715861,2.881629224361305,2.462999422686797,2.1309689481472605,1.7570330566693972,8.827150115718931,2.77565981719184,1.4918556564259886,0.4527023023084446,0.4026404341908626,4.243534074932675,6.8309316230438615,18.560806843462927,4.542222683893464,1.974116244757942,14.300087941832,9.717642650502036,355.41675552609934,1177.8607014674972,1019.0763980497144,840.2519990738001
2022-02-24,-0.0349577434485715,112.51667903284287,3.8357381143272624,13.959949120305378,13.959949120305378,13.959949120305378,1.288111473660585,4.831557771869546,4.831557771869546,4.831557771869546,2.368701644453031,2.427292697080066,2.096613168617585,1.7236971337435465,10.15766289467632,2.8304311542037555,1.5612669846346612,0.4638319562532702,0.3003793094470351,4.143398746074976,6.488260975946238,17.955085178176912,4.339394639029615,2.4414697376600363,13.159748177988048,8.354207751440057,305.11517658986446,1172.7604895179386,1012.9907649438326,832.8142282887892
2022-02-25,0.8762644590105229,113.50262270166664,3.422589751681069,14.958539651953108,14.958539651953108,14.958539651953108,1.4088510159134058,4.858847351555996,4.858847351555996,4.858847351555996,1.8685755038166216,2.6168848142333614,2.286033817126891,1.9124279697884528,12.399455610354543,2.985595917748662,1.662927764746403,0.5074836232736324,0.2123112965269673,4.258795965447615,6.679477962536955,18.310335841198043,2.764267616232272,1.7993720388165058,13.244045535158795,6.859083566193085,263.2544496862952,1271.5043848964872,1110.7489357914437,929.2195576048236
2022-03-02,-0.5011074274050564,112.93385262900904,3.08485037740718,14.382473871320771,14.382473871320771,14.382473871320771,1.509795791647426,4.925163952324873,4.925163952324873,4.925163952324873,1.5163281903340626,2.4624206201955032,2.1340224619839923,1.7626989372770543,11.402734187741974,3.1729315822381667,1.821865454675737,0.5575176171570108,0.200771664306951,3.822277587685472,5.769037705962661,15.57185100077898,1.414336037115014,0.0415902812396731,11.5086962254755,5.26372123414539,228.9345920522725,1212.7825274048348,1051.0410503215135,868.158126467831
2022-03-03,0.1392712633994319,113.09113703237112,4.099432924199284,14.541775787788897,14.541775787788897,14.541775787788897,1.5883857599473548,4.957104898036365,4.957104898036365,4.957104898036365,2.076617061629363,2.4764400657610026,2.148168197545885,1.7765053464885183,9.698144193116503,3.2594763009126577,1.91721979512763,0.5823359784708373,0.3401134179771186,3.7662409682929967,5.554238027858339,15.122409880273324,1.1202877426079074,1.9250514956385325,11.26530309300255,5.807812966808679,329.8468969555799,1227.5973179677362,1064.8695093860656,880.6323354466024
2022-03-04,-1.363123570424607,111.54956508742168,2.425395290177077,12.980429844042645,12.980429844042645,12.980429844042645,1.5691089570725312,5.021489535734668,5.021489535734668,5.021489535734668,1.0317776434634742,2.1315332696075173,1.8055056188321807,1.4359098496753275,8.510489448916054,3.159372481074347,1.952382287578108,0.5883279800298012,0.1902324833117474,3.3878474515181973,4.643725580466388,12.255759591848342,-0.0519241968116878,1.8271784300020324,11.068233072393426,4.90933684592863,120.49666443886623,1070.3472008404449,906.6327571675941,721.0406284402997
2022-03-07,-2.597051332529954,108.65256562088744,0.3276828145533075,10.04627008527988,10.04627008527988,10.04627008527988,1.624410381557603,5.105252085481129,5.105252085481129,5.105252085481129,-0.2947167409130887,1.5196420618206368,1.1970304068584512,0.8308432228167459,8.283810420405448,2.960820866397107,1.9127038994839465,0.5524410171282247,-0.0577923575337703,2.620271929768993,3.1950277210430937,7.678039762584356,0.7221833528248193,2.5638754596019235,8.93109939618119,5.295200601981104,-35.63168599646159,775.8155805294649,611.1141980998432,424.16640959930544
2022-03-08,0.2678129267720708,108.94355123688968,0.5434170989848883,10.340988221998751,10.340988221998751,10.340988221998751,1.5828503743199105,5.045776469620274,5.045776469620274,5.045776469620274,-0.1661601458946912,1.593751988248289,1.265381070665224,0.8921894426245113,7.407905167522022,2.8724707206606923,1.921539450165242,0.5393645433172167,-0.0355035118807331,2.7995816364192847,3.322768122671869,8.346467248943258,1.0162788347751162,3.1529018820410046,9.310950160038876,6.713574655890122,-19.575034595447782,804.1716280713742,638.4830031465497,450.17884960383867
2022-03-09,2.716807292681289,111.90333758179948,3.324109173815748,13.338740236830624,13.338740236830624,13.338740236830624,1.473932149001337,4.912842798742507,4.912842798742507,4.912842798742507,1.7081420114285824,2.2459353575080243,1.90552559655357,1.5194737078466942,6.501047841880038,2.9025985751615933,2.063925808749587,0.5768002664956613,0.3872737883092254,3.801396252997264,4.535796618832605,12.941976446762546,1.4877720301453905,3.54173096019202,10.28725329636164,4.897105309257197,187.3860583841014,1103.3927347574477,936.1547704847726,746.4935463473208
2022-03-10,-0.4847372957926477,111.36090036930376,2.3200431357667286,12.789345092321176,12.789345092321176,12.789345092321176,1.377627757885086,4.924859301776804,4.924859301776804,4.924859301776804,1.098714350804795,2.127774686109891,1.7850487545214273,1.3971818351568632,5.93865649636726,2.802713365887031,2.142058621088996,0.5805844575774228,0.25487572628275,3.738873579623801,4.10404919654377,11.851719189758484,1.0000446273886914,2.618296884284057,7.088068177015605,4.960268696606673,112.65552401851164,1047.8990954973517,879.111396282995,688.0923957145862
2022-03-11,-1.572551116650689,109.609693287034,0.3758505282480919,11.01567498660887,11.01567498660887,11.01567498660887,1.354216455267346,4.965588731682257,4.965588731682257,4.965588731682257,-0.3179500723008543,1.7520136626549732,1.4089771386119552,1.021555840726291,5.780399000084664,2.658383073569836,2.066247951414012,0.5554864081175848,-0.0744884946276118,3.2725830176725843,3.386041349926824,9.131863709653356,1.456724037643803,3.259081395879017,7.786243978898613,5.548808246426439,-32.046663849338394,869.9779301032894,699.6401002689433,507.2626171494665
2022-03-14,-0.4042295441110566,109.1666185235583,0.0608740045725538,10.566916829718686,10.566916829718686,10.566916829718686,1.3617296296562735,4.943948403944281,4.943948403944281,4.943948403944281,-0.547502035133794,1.6677923437030984,1.3201180919247943,0.9282518015727986,4.457525454693955,2.521366217423741,2.017872156154931,0.5274799677304179,-0.1672564186377675,3.270242632260861,3.234395060005203,8.700290614997694,2.5760788241666743,3.570498697138138,7.750996695846438,7.006562123635601,-55.4897074688853,824.5479295761426,652.6595733589556,458.92290128442414
2022-03-15,-0.1618631119922442,108.98991803755936,-0.6716925432805017,10.387949777304224,10.387949777304224,10.387949777304224,1.371217836501934,4.90955597946671,4.90955597946671,4.90955597946671,-1.077958769237296,1.6418939163765445,1.2886251499692638,0.891243862265031,3.4789425462331494,2.4309299317092323,1.9794071598009315,0.5075373208815148,-0.424875165872542,3.316002649705604,3.196198053036772,8.621260847471312,2.8333209147422904,3.563249633712177,9.13418083234208,7.06026392641142,-110.0131028481258,806.0970094796477,632.6577310322784,437.56116331462874
2022-03-16,0.6361712516311124,109.68328056329062,-1.4197062394295328,11.09020617905242,11.09020617905242,11.09020617905242,1.364474234493285,4.8436282712658265,4.8436282712658265,4.8436282712658265,-1.6314928719541455,1.8080834360808649,1.4468034475904723,1.0412042576230347,3.5004006072737264,2.4877072058022747,2.091155999938439,0.5197148262931754,-0.635964347313577,3.520383760348686,3.351150312038116,9.703795472520085,1.394095755090829,3.2556742410348907,8.405138924137326,6.84807469463317,-165.68619715436697,875.7684047808734,700.7778081714077,504.32063783852783
2022-03-17,1.0254386377690272,110.8080153013592,-0.374606711550377,12.229368075989694,12.229368075989694,12.229368075989694,1.3510701648273935,4.773572379654635,4.773572379654635,4.773572379654635,-0.8768082878330986,2.071331210137753,1.7014853174222102,1.2877137794432203,3.438980229231741,2.5094003670033103,2.208275808546355,0.5354208719153549,-0.3444711626706072,3.940243886087367,3.678056556251074,11.480678570600478,1.098948171472215,3.3056712228584724,7.420118772662202,6.281399222013097,-88.16949637572569,988.7649453830189,812.2163315634563,614.6994930450838
2022-03-18,1.5026219868975232,112.4730409025222,1.0695172630973977,13.915751236455664,13.915751236455664,13.915751236455664,1.3605040833124828,4.707838799149134,4.707838799149134,4.707838799149134,0.1880885717454758,2.4565062208573707,2.078185836950283,1.6563848677696584,2.7706541326953285,2.515585335964977,2.339882535391632,0.5566686368553025,0.0923591533365424,4.597274094248637,4.181305585666601,14.0083209840264,-0.3420352015837419,2.690449376974034,6.376446865078858,7.265819934196743,2.3253924335217784,1156.483529690354,978.3763915036758,779.7992946809507
2022-03-21,0.5164530009845514,113.05391129756184,1.268180275584096,14.50407255231042,14.50407255231042,14.50407255231042,1.406712942255783,4.697092596432325,4.697092596432325,4.697092596432325,0.3205763973054689,2.585420282759328,2.2029152199886863,1.7778907151476238,1.838993986361689,2.483374500358385,2.418094642875244,0.5706644702007958,0.2452204685908317,4.890103553476235,4.27911157276849,14.633673115214789,-0.9630309278546896,1.6673457533371012,4.723411986513516,6.534746699548795,1.2092542521009069,1214.3958468814808,1034.7296770376945,835.0917315385675
