,SICREDI - FUNDO DE INVESTIMENTO EM ACOES PETROBRAS,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,-0.4741723091232441,108.2003639098698,7.795473895719093,7.795473895719093,7.795473895719093,7.795473895719093,4.786764381761087,4.786764381761087,4.786764381761087,4.786764381761087,1.4828784716448793,1.2158797460277646,0.9378939352597369,0.6269244516445018,3.63810034767821,1.6847509890722592,0.2116694679771833,0.0654113395598506,1.951070386247043,3.454593526605014,21.20984819433186,45.877972464410064,1.783591041253997,2.678648597836925,7.270978472669579,4.112665719299612,183.61734056025585,582.0129860790421,448.94772831710475,300.0939635187002
2022-01-20,0.7278769404193808,108.9879294082196,8.580092293021837,8.580092293021837,8.580092293021837,8.580092293021837,4.876098424954265,4.876098424954265,4.876098424954265,4.876098424954265,1.6166220533021145,1.3522019276280544,1.0776794814996429,0.7704873589641471,3.421424982743902,2.766887239970314,0.2496343177153845,0.0954141606463986,2.303954722845025,2.38299183077588,21.05027574108289,39.37541526373062,1.6968467137004966,1.9772725758903795,7.407799309398045,4.383908716989874,212.98122703003054,659.3469689527277,525.4871222345938,375.6972197492249
2022-01-21,0.156465771171832,109.15845821245236,8.749982971767176,8.749982971767176,8.749982971767176,8.749982971767176,4.943289612297131,4.943289612297131,4.943289612297131,4.943289612297131,1.629016213528312,1.365908348863457,1.0935094419698006,0.78859819054565,3.189532059627099,3.4813005102714456,0.283027470109496,0.1183094195204271,2.5247273819657368,1.939528211472952,19.09897248965581,32.94977914186754,1.7620166188402062,1.733271693778933,7.450109143308185,4.497731646479282,226.4555024081682,675.2080552286652,540.5533865438148,389.8269243600625
2022-01-24,0.5637481158355273,109.77383696390018,9.36305895174198,9.36305895174198,9.36305895174198,9.36305895174198,4.990577093985328,4.990577093985328,4.990577093985328,4.990577093985328,1.7364274197901792,1.473552122374823,1.202141178983005,0.8982415674081758,3.005957010272444,3.624906351735977,0.2925517066855586,0.1338039352347923,2.8828672123250003,2.0287077113579683,20.50706967167816,33.50233147707226,2.5834434252468697,2.8864795591617143,7.976470561038836,4.785953245705241,252.89553476209716,735.3875468717256,599.9378231569101,448.274379117272
2022-01-25,3.243564960751,113.33442267573318,12.910320811906148,12.910320811906148,12.910320811906148,12.910320811906148,5.145548786101559,5.145548786101559,5.145548786101559,5.145548786101559,2.373514910542728,2.116364156735852,1.8515818807834536,1.5550132259269511,3.0124749133439783,4.684129374351814,0.3753714814309737,0.1966100971672819,4.054153849593416,2.324840786266272,25.381269942812413,40.69677260894928,2.826215720249885,2.777355379257785,7.962895564284473,5.025439179029452,368.92580490421807,1088.9855017641012,952.7404899032941,800.1396417040294
2022-01-26,2.658710227007499,116.3476565621328,15.912279058679266,15.912279058679266,15.912279058679266,15.912279058679266,5.478769913563234,5.478769913563234,5.478769913563234,5.478769913563234,2.7770823110939524,2.5345490260795582,2.2833819581678134,2.0031389889773554,3.048946917507725,5.476297775712029,0.458375127674119,0.2846574912235678,4.990245952181833,2.535693184932807,27.29232809175669,38.55418516590218,3.1529216432580323,3.4052860215595837,7.957720737672165,5.352389414505062,474.68066827629093,1388.621094853568,1251.012437358292,1097.473762549461
2022-01-27,0.0285144940231019,116.38083250770924,15.945330858563512,15.945330858563512,15.945330858563512,15.945330858563512,5.8026877152751695,5.8026877152751695,5.8026877152751695,5.8026877152751695,2.6277558885781547,2.3977957814739934,2.1582987807678937,1.8920826209564008,2.892200806854066,5.881571436563551,0.5685027804886783,0.3800088932088506,5.272125910918407,2.365636509726244,22.029679099000727,28.891862209328004,2.954443671472848,2.9323322327347383,7.256852408715662,5.000866981762558,490.3525258672821,1391.3660124897765,1252.3933821055234,1097.916458090935
2022-01-28,-3.949636991775074,111.78421209564895,11.365911180737672,11.365911180737672,11.365911180737672,11.365911180737672,6.010715001223811,6.010715001223811,6.010715001223811,6.010715001223811,1.7749347845300305,1.5520013033374604,1.3185233717367524,1.05995913115774,2.602102821593306,5.601194998621556,0.6311217129840703,0.4043775321204305,4.100002139437383,1.665472728263369,12.55743234136255,15.755356676039458,1.3021500111727295,0.9547705592972314,5.497089723920707,3.911778498658857,353.0323705696381,932.8637515889379,792.5268209962296,637.1112250333985
2022-01-31,-0.5831890752926672,111.13229878280517,10.716437353131496,10.716437353131496,10.716437353131496,10.716437353131496,5.980341728618416,5.980341728618416,5.980341728618416,5.980341728618416,1.675347958799181,1.4503452884501098,1.213399701365293,0.9519519482180396,2.4451994265988684,5.259824599926802,0.6734541424376098,0.4122148350230308,4.097479002724328,1.6490208531942323,10.775113567944604,13.810754674197662,0.8418459127399178,1.3011292542369504,5.522490763735253,4.452990166074812,340.6258174863095,867.3560449423305,725.6544867567987,569.299795956794
2022-02-01,2.0032502639407257,113.3585568514951,17.473453629292596,12.93436467663386,12.93436467663386,12.93436467663386,5.902606926519438,5.8826489807049285,5.8826489807049285,5.8826489807049285,2.8421627584162805,1.850507188526298,1.6073063555393283,1.339919657491696,2.6834463879828983,5.012899468768802,0.7478726572902429,0.4606938646422189,6.251725266154431,2.171574414007749,12.642819605617024,17.109576689265236,1.9525078279045935,1.6852921038304134,6.301443923586805,4.005373149955035,585.1639257684826,1088.588422637137,945.5219094093984,788.2277007370022
2022-02-02,-1.451090730526361,111.7136213407646,15.851925234814432,11.2955845792324,11.2955845792324,11.2955845792324,5.655877106761702,5.911430618954941,5.911430618954941,5.911430618954941,2.6794502255941386,1.5633271995228628,1.3196647920553684,1.0513260190636189,3.082995338209949,4.672053905793793,0.7762009048722295,0.4540025974421656,4.915557607830982,1.978038023757429,10.050370734619346,13.688998377125753,2.1150931349596296,0.8832217477908099,5.862069453320976,4.539805431092363,541.6578542906285,924.1500274704531,780.1106858512909,621.4840819596681
2022-02-03,-1.3795634280554303,110.17246107659108,13.727665220467482,9.760191397336795,9.760191397336795,9.760191397336795,5.240130606416185,5.893324160927921,5.893324160927921,5.893324160927921,2.485611137556644,1.3057104529705514,1.0596350345600856,0.7881953286871816,3.380925406328858,4.3930585650774985,0.7942568889993762,0.4451691564920166,3.85247393307695,1.7516213011222952,7.862409300353642,10.434439372858918,1.863971872316396,0.8975095873661335,5.436183171441591,4.399982814225845,465.53751563650604,769.4974959667492,624.4772750938646,464.50905740826914
2022-02-04,1.7402013752570111,112.08968375940042,16.40697652333656,11.670239757517985,11.670239757517985,11.670239757517985,4.615449625205778,5.745312409089117,5.745312409089117,5.745312409089117,3.401355252917354,1.6698639324170583,1.4157412807379963,1.1349723344876712,3.48069278407132,4.208003476291515,0.8351896689341506,0.4460492932716232,4.510246896569379,2.2799149350658583,9.738956611692757,14.618946236809789,2.4293866395400703,1.2789505609500595,6.2874301678693,5.266883406500898,561.106624461756,959.3889972406076,813.3875948283728,652.0770637304861
2022-02-07,-1.4669607322963074,110.4453721136949,11.41205896245268,10.03208119061406,10.03208119061406,10.03208119061406,3.831182334706825,5.740939878068601,5.740939878068601,5.740939878068601,2.7924568874918343,1.3838495111185372,1.127823687069777,0.8445015344872336,3.8507198583673,3.924201187658073,0.8546775824761598,0.4357154174129521,2.778288707380866,2.024513133682478,7.575684811775035,11.127062166434524,1.5064561369612386,1.097681622391059,5.982006981482165,4.840072965336361,1069.841149778912,794.4596843626148,647.4767980529248,484.82325364278853
2022-02-08,-0.9933541161643022,109.34825846369051,7.052206297793985,8.939072983005827,8.939072983005827,8.939072983005827,3.140395489447373,5.694511453786117,5.694511453786117,5.694511453786117,2.0166580261507443,1.2012361227279298,0.9413987796326904,0.6534069839625805,3.452031995796061,3.6477439792433977,0.8786062439752618,0.4253203079180317,1.8346017003301804,1.8752557467025528,6.101488772653849,8.748309179903632,0.362061787470177,0.8399609327662527,5.3568084325079415,4.7678561924762,633.3103769081639,684.0452859575821,536.0806133198628,372.0833554158756
2022-02-09,0.3751432578315894,109.75847108287331,5.335638673450206,9.347750570445813,9.347750570445813,9.347750570445813,2.617083510805945,5.580053316576979,5.580053316576979,5.580053316576979,1.7619157990875352,1.2971190498077916,1.0301919202293144,0.7338835115444803,2.8380127478935973,3.3880349492029724,0.903875705285613,0.4174622308805019,1.624756896755612,2.136339667209711,6.359863206379613,9.809532023861475,-0.457973575092575,1.3539541436658624,5.384665598398918,4.783461934632955,17.13706595429119,723.7993455875147,574.8525841186392,409.51091225749366
2022-02-10,1.5280720124530411,111.43565956078707,3.1164513557627966,11.018662943159764,11.018662943159764,11.018662943159764,2.2024462825649134,5.437256210656726,5.437256210656726,5.437256210656726,1.0835396220205855,1.6364444267272562,1.3607002883844137,1.0541361315643212,2.6114779726048147,3.2114440420998167,0.96499581372745,0.4213644005668374,0.9138265141676386,2.770643830617555,7.66684786463763,13.60249755440981,-0.9085087297294696,1.2452674525277834,5.342752852707109,5.107201444359478,3.4640185608598073,889.776762261736,739.8476093860552,573.1608228225762
2022-02-11,4.056708594069458,115.9562795390475,7.131051427406476,15.522366583795929,15.522366583795929,15.522366583795929,2.243030426941672,5.30625699172163,5.30625699172163,5.30625699172163,2.851313052579623,2.523498553351039,2.2390949762794143,1.922426178376894,2.1460925623143225,3.1590924977834867,1.0518270339926226,0.4379382937359403,2.980105353319481,4.238664063085656,11.295786273824516,23.29297870496756,0.1084690467789506,1.9415460831039657,6.919074807076961,6.239441471434711,9.283466097213257,1339.0331842318367,1188.121337301142,1020.0887350081085
2022-02-14,-2.24478570801585,113.35330954840803,4.26565629393777,12.929137009161176,12.929137009161176,12.929137009161176,2.2344899364414386,5.408046329617244,5.408046329617244,5.408046329617244,1.5774206438348823,1.994428481979306,1.7135602451917813,1.4003618940530922,2.164602762377586,3.072411726835932,1.1301303489338128,0.442433808873284,1.628349836490312,3.510584710194426,8.199950743142258,17.11718645678522,-0.7037004205894788,0.6500836733363043,5.518690513986915,5.647143189966755,4.002439469434522,1078.5961631652278,926.7013194587438,757.3222001269677
2022-02-15,-1.571553692231753,111.57190142693317,3.1160131031276777,11.154394986888276,11.154394986888276,11.154394986888276,2.188931584552376,5.432732952599669,5.432732952599669,5.432732952599669,1.0825513408206795,1.6566390869282197,1.3752371763069586,1.0609821973646212,2.2748272732168435,2.973965047219471,1.1881727671586542,0.4470685490055991,1.0416750536276995,3.026289016588897,6.288055518415454,12.892951111334373,-0.8454393365154953,-0.2541227276982539,4.156171007510604,4.909492251587208,2.1101473941106255,51.67051650657242,747.1296325362936,576.4032945744383
2022-02-16,1.37953871016121,113.1110789967806,3.783124985444533,12.68781289377788,12.68781289377788,12.68781289377788,2.045545644944656,5.32939768746361,5.32939768746361,5.32939768746361,1.4818959794564508,1.974398086886978,1.6856942694317905,1.3628167726550418,2.3726681472285875,2.9021538689502187,1.255540745508132,0.4502015012592739,1.2775852664346905,3.625704588225101,7.155271681481448,16.13275952281109,-0.4597758399819905,0.2345589371780455,4.057410914907482,5.65228958178638,2.5497192686438637,61.4086586863253,898.3735141280442,726.2992556624399
2022-02-17,-0.3940565795888751,112.66535734774982,3.2126682556033086,12.243759152675144,12.243759152675144,12.243759152675144,1.9604971524926893,5.309987245146009,5.309987245146009,5.309987245146009,1.2524231424716443,1.8958905380372115,1.6042784419328535,1.2776808944830922,2.747476650734794,2.776485646940982,1.2517389287229794,0.4347390223516336,0.8936825737445055,3.625862278907213,6.805491040385647,15.605843745916198,-0.2515252524769901,0.2759977035931198,4.419322012515264,5.749970360661531,2.0315174483943785,59.69220750083073,851.8698064326164,678.4469253071962
2022-02-18,0.606777355575483,113.34898522371417,3.256830915903665,12.924828866260263,12.924828866260263,12.924828866260263,1.858897327825201,5.25114210174018,5.25114210174018,5.25114210174018,1.341697144459226,2.044713051558106,1.7479588284764642,1.4151317923050697,3.630581947524208,2.7437619903401096,1.2701846226710871,0.4281455171560892,0.6869634875716651,3.9132690185286334,7.226335473199976,17.356384304673327,-0.3267228141131742,1.0441660504912904,5.025618992743536,6.04527067664666,2.0071221676506372,64.65156227293086,917.8780196321202,743.105813408419
2022-02-21,2.5662041881599595,116.25775162976193,2.579383107983733,15.822710554098697,15.822710554098697,15.822710554098697,1.8806984367259016,5.16718567151468,5.16718567151468,5.16718567151468,0.963031429949209,2.636602326960555,2.333121126734764,1.9922736224269744,7.727353925185689,2.6919572801427973,1.3061760419100883,0.4388950338211625,0.2343844636027674,5.0609323802605655,9.229743670954516,23.455375254339312,0.2976395661476727,2.334646420178504,6.099479676596557,5.80657092892745,1.4575502413665244,83.26722101926099,1205.5670055972057,1029.4447715541312
2022-02-22,-0.3250975531566613,115.87980052385862,-0.402119004454834,15.446173756087598,15.446173756087598,15.446173756087598,1.9830023139563453,5.211009616307797,5.211009616307797,5.211009616307797,-0.592933461950785,2.540031589373344,2.237212755438564,1.8966396651283115,13.106843904465675,2.6985052192937093,1.3708676015120251,0.4592937303597476,-0.089707975134269,4.904985524324617,8.504203593007995,21.51870770348449,-0.4616238434963388,2.3116073993391035,6.40809963880321,6.177588427894904,-0.900283729002461,82.07878677896448,1165.8137182316818,988.3407533654429
2022-02-23,1.4201235100355314,117.52543681448022,0.9834989852776246,17.08565201103427,17.08565201103427,17.08565201103427,2.047216136323067,5.205962852626913,5.205962852626913,5.205962852626913,0.0998288573207881,2.855275492405868,2.5502708123635185,2.2067716287577808,17.557720609911648,2.678307771760528,1.4093237331672268,0.461150451393935,0.0116399646695846,5.549943999792873,9.420557392775963,24.91241435158029,0.4032612064964759,2.0109471491504056,7.166425952561487,7.119702236727536,0.15648402776734935,93.48377614125495,1327.6615113303137,1148.8371123543996
2022-02-24,-2.421672165040812,114.67935602430131,2.58993991582202,14.250221367026498,14.250221367026498,14.250221367026498,2.008205297358601,5.319537444246512,5.319537444246512,5.319537444246512,0.8989885495113423,2.259195892097491,1.9588507469629093,1.6201435970585163,17.844521070757423,2.7111267559494703,1.464390387415099,0.4650845748106097,0.1011713096829431,4.432797955878568,7.115711756721415,18.530854378730098,0.8452164701626788,1.549452168779009,6.038501476332476,5.252014362478676,1.3823324030074846,76.62394991284005,1042.0179896159445,861.8414529609012
2022-02-25,1.8234556484700184,116.7704832193555,5.073398551369384,16.33352348193306,16.33352348193306,16.33352348193306,2.1019916369488763,5.254943361392328,5.254943361392328,5.254943361392328,2.037759437886596,2.681290112936933,2.3753773027511915,2.029932327034988,18.8479204949396,2.8529167962923787,1.5581277031801104,0.504825504003705,0.2272586674854282,4.938814793777398,8.011200341549596,21.13042887379537,1.3630572093626276,1.4605140566208756,6.76357469025598,4.754753398209727,3.279699978049508,91.0415322540905,1248.2473187894389,1066.7179406028188
2022-03-02,1.967006511092784,119.06736622731472,5.036063914697175,18.62181146340633,18.62181146340633,18.62181146340633,2.313637203350083,5.242494467491961,5.242494467491961,5.242494467491961,1.8328541102608944,3.122018147586916,2.81349807553675,2.464650928462555,15.765925310205596,3.090249753102867,1.7351450013018348,0.5677989930075497,0.2689699065786974,5.296388374337679,8.500585302227961,22.7561496513469,1.085800567867016,1.2009870930741997,6.761444943568296,5.023417030997119,3.2469333715488324,107.1375279397045,1474.9748095300693,1292.0918856763872
2022-03-03,-1.2363654738113738,117.59525842070366,5.264923837710047,17.15521234206315,17.15521234206315,17.15521234206315,2.4728935409112007,5.343533866808505,5.343533866808505,5.343533866808505,1.8051565137016377,2.786434989480943,2.481902796670379,2.137117531840568,12.922625776071715,3.184131059478244,1.8355418372284016,0.5948115666050416,0.3454375264299836,4.676129674257635,7.22518625244752,19.198954004744607,0.7663954045903731,1.9404273711304776,6.166771512196944,4.907525629803309,3.417987757931388,98.70596317379676,1326.2131648134912,1141.9759908740277
2022-03-04,-0.0295128368849484,117.56055272390152,6.705933202467267,17.120636515342426,17.120636515342426,17.120636515342426,2.5493048288650746,5.373064939230275,5.373064939230275,5.373064939230275,2.314163997791633,2.7626092086336635,2.457914503610604,2.112502470020179,9.37145972978665,3.109653951368152,1.890754365787752,0.6098028842320375,0.6295187328826332,4.773418171875193,6.984796376484067,18.61357702497145,1.4122762234942094,2.3150226680496515,6.55643390927279,5.012779095183942,4.517166735588321,99.62524142295052,1320.653424297572,1135.061295570278
2022-03-07,-7.077364415504928,109.2403639987492,-2.5419999995425573,8.831582263392706,8.831582263392706,8.831582263392706,2.8056980967101914,5.714416899254615,5.714416899254615,5.714416899254615,-1.19343693877117,1.145080609057593,0.8568598065972308,0.5297086872504378,8.145422215609255,2.907946613951637,1.8227895764605968,0.5636230675726016,-0.411080439911052,2.250202239619348,2.6862421325773385,5.370568467224716,-0.6810775397582403,1.2575082333794887,3.9132485358679614,3.288196511289206,-2.4363171959333654,44.449669976992666,489.64541591112567,302.697627410588
2022-03-08,2.0676492767017773,111.49907159483573,0.9540458427322092,11.08183768688484,11.08183768688484,11.08183768688484,2.767661262497297,5.536333889591158,5.536333889591158,5.536333889591158,0.0533382089134913,1.5863504479222077,1.2870754615700746,0.946951189266446,6.515618240462686,2.8212824460717374,1.821439472465104,0.5483445936587977,0.0226566519358222,3.1129693369865867,3.9121143491569432,9.560845536824347,0.6090918925277515,2.220794798492005,4.72505091283576,4.9159868406927325,0.1074100157951909,60.36588210537696,712.5679496351586,524.2637960924476
2022-03-09,0.3057458451063422,111.83997537356908,2.2786983029143952,11.421465790280257,11.421465790280257,11.421465790280257,2.700199681516815,5.461040994755997,5.461040994755997,5.461040994755997,0.5452465478316055,1.6693983637512408,1.3631601127780903,1.015861448806193,4.222018855994646,2.8374192025811578,1.9179567748001167,0.569126333737561,0.3487134011049312,3.213008811926989,3.881356116105993,9.747679360556546,0.3298372906644627,1.767551285961427,4.315690147431496,2.671527318936247,1.0712287587599978,63.38663138667881,744.4273258297359,554.766101692284
2022-03-10,3.490405583573053,115.74364411867484,5.453039730557479,15.310526853523116,15.310526853523116,15.310526853523116,2.456646381734988,5.265729867516873,5.265729867516873,5.265729867516873,1.8914468183102893,2.468826362774638,2.1482863740912634,1.7855275441202032,2.803276862847073,2.743465905390112,2.004222639489904,0.5749791163461471,1.6575658451826685,4.738594596941738,5.644231085480099,16.352082103600402,1.773566632998034,2.4650681552564304,4.36680102143156,4.184369654198439,3.3808834466856745,91.40949149096102,1131.2295724031892,940.2105718347805
2022-03-11,-3.5819966726356123,111.59771063755672,0.1454212030586544,11.18010761843134,11.18010761843134,11.18010761843134,2.435267385626081,5.404306794698009,5.404306794698009,5.404306794698009,-0.2714291452980471,1.6402125692700789,1.3250235241154642,0.9690528317998238,2.619310729236268,2.6018483318544576,1.917397026139111,0.5462586748143775,-0.2523574380369259,3.4068903342023136,3.734663993367626,9.587140753593934,0.6463255194405736,2.2329706972894874,4.094504108212118,3.813179890564151,-0.48094625663670804,63.016599003938595,716.0833634511904,523.7058803317135
2022-03-14,-1.9028855612886475,109.47413391510597,-5.590163507926895,9.064477403535031,9.064477403535031,9.064477403535031,2.6120621093849663,5.451392565190458,5.451392565190458,5.451392565190458,-2.4488649152161166,1.236938963565943,0.9216280514243924,0.5662387270311623,2.892088930441884,2.473967851881365,1.84565854816502,0.5165639123451724,-2.211753306998381,2.7255972079224584,2.72214831524552,5.975619885343381,-0.939008644557449,2.012532127884459,3.582314296982355,4.249955245361535,-4.4283449583628745,48.455220069731155,502.4156307405902,308.6789586660587
2022-03-15,-2.405619242268497,106.8406030843374,-5.745492998851836,6.4408013486360245,6.4408013486360245,6.4408013486360245,3.059055572919412,5.5467629916856085,5.5467629916856085,5.5467629916856085,-2.1418103041228376,0.7416616993180968,0.4289761226901638,0.0772456304912142,2.9753467206541555,2.397878617366364,1.787104114760978,0.4939574443117883,-2.202068317443922,1.7156088036877228,1.3314439052549716,0.8674091450834386,-0.5734180990131409,1.325571976178932,3.490620092271046,3.4190164264114453,-4.912631630328808,29.87459274765748,237.94288816545856,42.84632044780885
2022-03-16,-0.8656833058903524,105.9157018195237,-5.069555627420786,5.519361100704953,5.519361100704953,5.519361100704953,3.5051513635094422,5.567888164922261,5.567888164922261,5.567888164922261,-1.6763839178827828,0.5723604488930609,0.258075047631039,-0.0947646009282866,3.123659541870371,2.4547016543459823,1.836773678205721,0.4983694038903395,-1.881120300330088,1.298259185110767,0.7823135862717173,-1.0587301223617835,-0.7306228106004417,0.6288500297573099,2.550958424591284,2.6253852290549182,-4.219981699968132,23.382668522059145,143.69330033666108,-52.76386999621882
2022-03-17,-2.654521013502309,103.104147258126,-8.846995208081623,2.718327486973364,2.718327486973364,2.718327486973364,4.228280880269768,5.742694558065212,5.742694558065212,5.742694558065212,-2.28391118942879,0.0655805146879939,-0.241851148330915,-0.5857956791104143,3.755393635274577,2.4610942895892003,1.8183018517763885,0.4919814724473012,-2.5715061994532724,0.1530249638979583,-0.7638320733297971,-6.837748669338016,-2.395373958443676,-0.4785835561487879,1.0215032459832625,0.949802413050611,-4.837931386650793,1.3867595529914982,-138.88772733817683,-336.40456585654914
2022-03-18,1.9934397466014664,105.159466309964,-6.662110887038983,4.765955454142958,4.765955454142958,4.765955454142958,4.466580061806787,5.61169564571057,5.61169564571057,5.61169564571057,-1.6737039920489465,0.4303582494600944,0.1129726508258943,-0.2408902622038103,3.45743214127432,2.403184014646002,1.772128154576876,0.4926899133141319,-2.162221144128337,1.004933246839435,0.3577439538369175,-2.743719323194892,-2.4263964156535245,-0.763095407067134,0.7139736052266047,1.4807551467699098,-2.882547626920956,5.080168510937213,63.39681327240516,-135.18028355032
2022-03-21,3.750524889493856,109.10349826757808,-3.745500630426356,8.695228689166603,8.695228689166603,8.695228689166603,4.363786980824226,5.357575815354276,5.357575815354276,5.357575815354276,-1.045587687710026,1.1824591613832485,0.8471094135945545,0.4744820306520963,2.4555146810379225,2.303617843376036,1.7207215493244856,0.4881171040635251,-1.85815298689662,2.750071859309202,2.637528953487458,5.207917180281854,-1.809796757640671,-0.5026970503380371,0.8687624703055365,1.8659732334841743,-1.5489341929588019,11.731633691470213,453.8452907233128,254.20734522418576
