,BB ACOES BB SEGURIDADE FUNDO DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,1.7974646382264758,100.29026851709688,0.5385274585851422,0.5385274585851422,0.5385274585851422,0.5385274585851422,2.7521635322232023,2.7521635322232023,2.7521635322232023,2.7521635322232023,-0.0576842853722723,-0.52206802376415,-1.0055613053368733,-1.546422206426425,0.0570794922181996,0.561997303753169,0.0095057569443972,0.032599776364821,-2.781324437453656,-2.5566253908125223,-291.1361157402705,-130.5532514799605,-0.4733686006971098,1.1160523784016727,4.4120302956062085,4.3280305656910105,-0.051621281192919935,-143.68165763435297,-276.7469153962903,-425.6006801946948
2022-01-20,-0.6271771043977803,99.6612709150186,-0.0920271667337642,-0.0920271667337642,-0.0920271667337642,-0.0920271667337642,2.8080215522360485,2.8080215522360485,2.8080215522360485,2.8080215522360485,-0.2810915789710717,-0.7402542080110028,-1.2169594049904933,-1.7503951343782895,0.4189007400192585,1.095198607492207,0.0306579213089896,0.0473787176028057,-1.8842440141465089,-1.8979660456179983,-111.46379439651209,-103.74166948689812,-0.9943347386353508,-0.4682772344464569,4.204589405882395,4.169009976907609,-0.2515352513375139,-5.2912424315359265,-341.72482374096626,-491.51472622633514
2022-01-21,0.3309983214391465,99.99114804887223,0.238666546328222,0.238666546328222,0.238666546328222,0.238666546328222,2.837934965376041,2.837934965376041,2.837934965376041,2.837934965376041,-0.1616025400286349,-0.6198999958123402,-1.094381160207198,-1.6254943253173093,0.6123069279647043,1.514518589184854,0.0524706088297182,0.0598446749413136,-0.748999362730191,-1.1615809047937535,-59.19089999660456,-77.08367012373436,-0.9886320693669994,-0.7231614374337747,4.289242255985942,4.355339919641536,-0.14431476444141855,-2.4121153442273693,-310.5782560000806,-461.3047181838329
2022-01-24,1.466843753510272,101.45786195809032,1.709011165165024,1.709011165165024,1.709011165165024,1.709011165165024,2.940366289638383,2.940366289638383,2.940366289638383,2.940366289638383,0.3440820021509576,-0.1020867090326409,-0.5627426626535541,-1.0785404548336914,0.7366561026725365,1.7186630246574324,0.0671941867085342,0.0729870684004175,1.373404925752305,-0.1746545503994481,-24.62518911323766,-43.45021748244508,-0.155150392043508,0.8108891929195414,5.3300999670277855,5.188954360582035,0.33000397498096357,-0.4271072854356303,-165.4669555007855,-317.1303995404235
2022-01-25,0.9401640131486256,102.41173226473028,2.6652426862692047,2.6652426862692047,2.6652426862692047,2.6652426862692047,3.093807631508158,3.093807631508158,3.093807631508158,3.093807631508158,0.6360959941587593,0.208408850452591,-0.2319708631186465,-0.725216941656747,0.92491756079901,2.3158001957813794,0.1107833603097796,0.1073464656449775,2.127712484343009,0.2784250960763534,-6.47816806239853,-20.901309559805032,-0.7112246223096256,-0.2966542279651551,4.900294617692352,4.442762923719213,0.6500501369265729,0.8994395844859991,-71.76732266040031,-224.36817085966507
2022-01-26,0.0411327291730767,102.4538570052042,2.7074717024982453,2.7074717024982453,2.7074717024982453,2.7074717024982453,3.2178837580867987,3.2178837580867987,3.2178837580867987,3.2178837580867987,0.6246924402652572,0.2117551917909519,-0.2158819382000076,-0.6930237069881928,1.0134295935344395,2.586269610313662,0.1452577862380369,0.1426030374658414,1.9835493951962104,0.2634696667498709,-4.782414771623405,-15.638304557296632,-1.2488532627166198,-0.6254631374807967,5.1865479134354375,3.6587122550965536,0.6457603941695373,0.8069084238688898,-69.46829825981027,-223.00697306864103
2022-01-27,5.85320381943224,108.45069007658846,8.71914935903116,8.71914935903116,8.71914935903116,8.71914935903116,3.753334759552011,3.753334759552011,3.753334759552011,3.753334759552011,2.137263481080905,1.7817431840701614,1.411478767791874,0.9999063024756544,1.2928941587646572,3.4110413480928976,0.2455534360470713,0.2370665923812945,6.2045800574479175,1.9605387161619607,21.57474318749639,15.830923470400908,0.3861603447650593,0.7335338472812288,6.359152636887354,5.623684124073208,2.6562848087893594,8.162941927061613,529.7752321522883,375.29830813769996
2022-01-28,1.2798347353074837,109.8386796788693,10.110574796458858,10.110574796458858,10.110574796458858,10.110574796458858,4.326284419378777,4.326284419378777,4.326284419378777,4.326284419378777,2.17583724017883,1.8661050335589888,1.5417229148889926,1.1824871807179422,1.5003683034272537,4.118098914956556,0.3806749595396912,0.3147408063098881,6.273986680328588,1.9604437140373383,17.521330622189346,16.253932643923743,0.7179550009457862,0.687037917793789,5.940150531145573,6.115867423174738,3.2073956625235773,10.140216874823125,666.9931825683482,511.577586605517
2022-01-31,2.006490974963282,112.04258287364463,12.319933542229997,12.319933542229997,12.319933542229997,12.319933542229997,4.88380588674436,4.88380588674436,4.88380588674436,4.88380588674436,2.379834450137987,2.1043130863197947,1.8141673240360423,1.494018050240409,1.7623933326098404,4.567737880015216,0.5145459844273563,0.3688857345950955,6.594810183405272,2.2499225893600467,17.219143331818866,19.77982194588083,1.1358135035749035,2.048554380172426,6.25422037135414,6.515682965629581,4.0687101601657325,13.261889033280163,886.0041056666487,729.6494148666441
2022-02-01,-0.2223478104427134,111.79345864386164,13.447511871309532,12.070192629308156,12.070192629308156,12.070192629308156,5.467439438335539,5.329786587297596,5.329786587297596,5.329786587297596,2.332029091486752,1.8803214753345407,1.6118932542708553,1.3167703518880975,2.163276122038256,4.766754119029002,0.6423836235319205,0.4624736241920678,5.893943771785869,2.102418528163376,13.373701838059674,15.175146414684312,0.3893983871398074,1.6492252801609415,5.878230665804216,4.951435168213903,4.579391300119951,13.268345226482806,859.1047046768277,701.8104960044318
2022-02-02,-1.2500589653930527,110.39597449136106,11.276268885270014,10.669249138812209,10.669249138812209,10.669249138812209,5.890621275543092,5.623237650086384,5.623237650086384,5.623237650086384,1.7959030712130797,1.5320648655409386,1.2759146713250682,0.993823438902789,2.704743376139127,4.779593076905528,0.725331634740568,0.4808039647147891,3.9112711887668494,1.802489185933396,9.891711700481592,11.62325144821043,0.3238844401258773,0.8581577062202175,5.389047646044803,5.399851190188711,3.8933948857307947,11.687808246548595,717.4771418092718,558.8505379176489
2022-02-03,0.5596986687664396,111.01385929096097,15.4835754297135,11.288663452975976,11.288663452975976,11.288663452975976,6.192660880899586,5.798982552578051,5.798982552578051,5.798982552578051,2.386831362330045,1.5905284990392337,1.340449766161493,1.0645941031461277,3.4614182715278914,4.809855683569346,0.8104419647049842,0.4979908122527858,4.270167904406764,1.9176140870118672,9.591365137918828,12.396940822651366,1.943018235977704,1.6589870055397886,5.521497197505064,5.533694317995214,5.439807019068098,12.807502133964542,777.3244806577827,617.3562629721872
2022-02-04,-0.4404861480874267,110.524858618327,17.869289109223637,10.798452306073967,10.798452306073967,10.798452306073967,6.373953289067293,5.955902353917483,5.955902353917483,5.955902353917483,2.6923787537933745,1.46444686340855,1.2193095294893623,0.9484680658246916,4.360821108430719,4.7703410028254805,0.8874465007673431,0.5102762406066893,3.935290163583838,1.8284023124963067,8.183128211740588,11.0704413341772,2.095118758711896,1.3125714210137402,5.475745227108399,5.343231863594536,6.315816311149737,12.383543794270302,726.208849683971,564.8983185860843
2022-02-07,5.685364820318384,116.80860004792,24.447400397258733,17.09774853494074,17.09774853494074,17.09774853494074,6.401105146641785,6.107477263312164,6.107477263312164,6.107477263312164,3.707758643059726,2.457686462153536,2.217025907929909,1.9507072015350413,5.8300657783286125,4.825452806519092,0.9965086199666238,0.5322057995765208,4.070923697090647,3.110643661808123,13.587875762990834,22.385888861479007,3.1226312305752386,3.383876903335171,6.396570783002829,5.940313173198079,8.736844519413156,21.769767768761945,1354.043532485593,1191.3899880754566
2022-02-08,-0.1703014789683377,116.60967327447618,25.395708943789025,16.89832933734711,16.89832933734711,16.89832933734711,6.600193702417879,6.470866570799514,6.470866570799514,6.470866570799514,3.738770031254808,2.287129405619704,2.058466565768507,1.8050271599182264,6.508434617934416,4.817412550886726,1.1270215117408364,0.5470473891886246,3.791481034022941,3.0721282550719,11.81881831782011,21.351148253945304,2.8481658011936206,3.0761723795600084,5.720733464606154,5.2958940514275215,9.094647721617566,21.90700593875084,1332.006248753991,1168.008990850004
2022-02-09,0.693110956262788,117.4179076960038,26.07636101755361,17.708564465672403,17.708564465672403,17.708564465672403,6.580459695323995,6.748954437036321,6.748954437036321,6.748954437036321,3.852588466933183,2.3112924374626043,2.090596383194556,1.8456078099219344,6.597943536214366,4.694782851845495,1.2608728083329228,0.5670320097144883,3.8423795217668246,3.3225833533429405,11.19013721540066,21.96687806755976,2.501005240753277,3.2840954577028807,5.4923581285546135,4.873773871576553,9.546294881169178,23.547125998404844,1410.9339736412983,1245.5923017801526
2022-02-10,0.3510150029250924,117.83006216813752,24.78900410489289,18.12173918667468,18.12173918667468,18.12173918667468,6.446354987392349,7.003231770090615,7.003231770090615,7.003231770090615,3.7321851819695335,2.284779997496105,2.0706943327662897,1.832680238651392,6.767854668955547,4.673469314166154,1.449355266917783,0.6008574485812604,3.554891725441564,3.423761405179391,10.005519466745136,21.36061473823089,2.236835318288401,2.7231552506548478,5.055220626309088,4.4982001768748425,10.289621828974445,24.614136730508413,1450.1552337375467,1283.4684471740677
2022-02-11,-2.7444519273573165,114.59627275595774,20.03749518950903,14.879944838938004,14.879944838938004,14.879944838938004,6.269125356570229,7.286542895304954,7.286542895304954,7.286542895304954,3.0789024940369862,1.749514177110587,1.542403824369874,1.311797067904741,5.97951784075148,4.562996407851955,1.56300747252115,0.6210857568703856,3.228023765432698,2.793758521379498,7.190491296900319,15.389928845555408,1.5700893754706982,1.462696057814384,4.444516559635636,3.668526008994645,9.26620219206224,19.96998997793725,1123.8791628153494,955.846560522316
2022-02-14,2.551582475791059,117.52029116950848,19.286425906444663,17.81120137964678,17.81120137964678,17.81120137964678,5.840868597281372,7.285577888686244,7.285577888686244,7.285577888686244,3.175127099302132,2.1505536337026494,1.942066611770785,1.709581115191571,5.514316350312392,4.611441882979753,1.7504344397687486,0.6450418944165951,3.363154920489879,3.397641431840781,8.08318051999839,19.30926731979231,1.4835801467504357,1.7334466332363685,4.661126082693444,4.188659005879431,9.832735216153658,24.978889211743553,1414.9077565073042,1245.528637175528
