,ITAU UNIBANCO ACOES HOLDING FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,-0.6534687670293637,108.98619066372996,6.051072761248392,6.051072761248392,6.051072761248392,6.051072761248392,2.8671817230694794,2.8671817230694794,2.8671817230694794,2.8671817230694794,1.8672652218038672,1.421510430792096,0.9574126838955948,0.4382486434696947,1.8581686720593988,0.649579490161697,0.0906108569664025,0.0179530450358202,2.881217833764116,6.274411042912033,30.29522333861372,69.99027174550255,2.2639600340108097,3.9977741827643567,11.559773614152364,6.711165378989104,535.3788716079325,407.57287263197196,274.5076148700346,125.65385007163012
2022-01-20,-0.7855987952678944,108.12999646286733,5.217936811267347,5.217936811267347,5.217936811267347,5.217936811267347,2.7905487806413465,2.7905487806413465,2.7905487806413465,2.7905487806413465,1.6199870066630078,1.1579493718902638,0.6782593279578684,0.1414835384626461,1.499599757804514,0.8522079378898001,0.0963883271048428,0.0232066297234767,3.0145728835784382,3.79169691351858,19.63635844133613,17.013100154666095,0.7276261273269192,1.3578823039046823,9.998885942796978,6.138165367450874,452.06527660982806,323.13142077727883,189.27157405914485,39.48167157377602
2022-01-21,0.040660330784159,108.17396247710604,5.260718772419095,5.260718772419095,5.260718772419095,5.260718772419095,2.7006553057127247,2.7006553057127247,2.7006553057127247,2.7006553057127247,1.6897508977161753,1.2081572742869855,0.7095572922751604,0.1514465927537552,1.2629544646166737,0.9531943235351216,0.1007440968066178,0.0271247981687227,3.613301077038515,3.423033763816102,19.02116081072641,15.078639173955684,0.5732334081662713,0.7876820198317835,9.031693234148298,5.918224180058754,456.3434727250028,326.28163529385705,191.62696660900664,40.90050442525435
2022-01-24,-0.1326582672679488,108.03046077284884,5.121081726781821,5.121081726781821,5.121081726781821,5.121081726781821,2.619342478850729,2.619342478850729,2.619342478850729,2.619342478850729,1.6888962467992172,1.1880455758967738,0.6709321216292512,0.0919187040856912,1.1143242517202692,0.9284237971654844,0.0990295324903925,0.0285988375107735,3.96993754267072,3.351807927864246,17.746231476751024,8.418753598703502,1.1560065344378871,1.642164869025626,9.814369409580747,5.847107869324671,442.3797681612754,311.1898243757097,175.74010066089414,24.07665662125611
2022-01-25,3.5479851362281822,111.86336546366832,8.850762081490302,8.850762081490302,8.850762081490302,8.850762081490302,2.675122232421695,2.675122232421695,2.675122232421695,2.675122232421695,3.04788990106825,2.5532651197930263,2.043961244966083,1.4735168505014586,1.187731272338325,1.4985906002094278,0.1384476204368435,0.0599603653036332,6.864749818592567,4.557813378964631,39.49397000370545,65.74072166944583,1.5430943138642796,1.469196018751198,10.646530319607798,6.274155625901213,815.3478036321235,683.0296287225166,546.7846168617094,394.18376866244466
2022-01-26,1.0628664452715375,113.05232363973312,10.007700307076815,10.007700307076815,10.007700307076815,10.007700307076815,2.84467975308642,2.84467975308642,2.84467975308642,2.84467975308642,3.2729224622933866,2.805810456615835,2.322070037871076,1.78233028459219,1.2504327763479142,1.9601229332348056,0.1768262924414235,0.1017425895527787,7.4457551321553535,4.072005924526929,37.35612804395963,49.83320059159717,1.280125175329925,1.4848738174969096,11.729459314338149,6.110820853229141,931.0416261907749,798.1632196933228,660.5545621980467,507.01588738921595
2022-01-27,0.3695574333810292,113.47011690535372,10.414241940853136,10.414241940853136,10.414241940853136,10.414241940853136,3.0047004897856207,3.0047004897856207,3.0047004897856207,3.0047004897856207,3.233918964208428,2.7898192301308105,2.3273018149784983,1.813184269686622,1.2320523491795647,2.288500112116668,0.2306716953965469,0.1502627726562922,7.8868060291063795,3.662910551240578,30.315140708197784,36.256988786309606,1.2321304349370197,1.040975304813771,11.513744313279838,5.353656930350845,971.695789568407,838.257120718739,699.2844903344858,544.8075663198975
2022-01-28,1.316560680205181,114.96401984831247,11.86791243559304,11.86791243559304,11.86791243559304,11.86791243559304,3.20301386580685,3.20301386580685,3.20301386580685,3.20301386580685,3.487536694634337,3.0691839569256354,2.631043703800765,2.145826959590133,1.268137854659442,2.6573107759425687,0.3082269414168237,0.1951038180190119,8.808686176649022,3.6994689743271527,27.34111893684607,35.227980543771835,1.7702026883887227,0.983088815698162,11.288681421637332,6.0603233105771,1117.0628390423972,983.0638770744745,842.7269464817663,687.3113505189351
2022-01-31,2.135138928168545,117.4186613894812,14.25644778213488,14.25644778213488,14.25644778213488,14.25644778213488,3.508987980927121,3.508987980927121,3.508987980927121,3.508987980927121,3.8641237333002496,3.4806533806364595,3.0768288051299555,2.6312453729556067,1.4101942641538554,2.9721226208150267,0.3969127283574976,0.2321489297932537,9.615103451793985,4.109376508522868,27.201333001462626,39.77191881433191,2.5716939331081363,2.1639009627520918,12.861389045883923,7.840847538580617,1355.9163736965813,1221.3570878426688,1079.6555296571369,923.3008388571324
2022-02-01,0.694202799063004,118.2337850234693,17.240617048247483,15.049619240748427,15.049619240748427,15.049619240748427,3.700331386983097,3.81815454627342,3.81815454627342,3.81815454627342,4.470770661588312,3.4050844807147094,3.030383793527037,2.61841982830222,1.7519493531828876,3.1838754737769,0.4927419315054934,0.3035786868459566,9.4428146413154,4.083431936194169,23.48181252376236,32.93225777920828,2.294024534756617,2.1749585515337952,13.024822098186966,6.722800142839912,1654.3333003078417,1300.1138790485936,1157.0473658208548,999.753157148459
2022-02-02,-1.5472636945645823,116.40439659309162,13.17727382710608,13.269498251501538,13.269498251501538,13.269498251501538,3.5397694657623484,4.006063517976889,4.006063517976889,4.006063517976889,3.5256504421112744,2.799609615934794,2.4400563013834966,2.044090028807441,1.9808120495243955,3.1987034426786694,0.5472156706906955,0.3166769130265641,6.300441167516893,3.506237495271402,17.863195544901004,25.858388013208003,1.3430816968807533,1.4107824306088188,12.2060923324919,7.455509243196196,1247.9989781937013,1121.541394697367,977.5020530782047,818.8754491865818
2022-02-03,1.130542019510794,117.7203972091345,12.02291952086383,14.5500575245238,14.5500575245238,14.5500575245238,3.431555143869306,4.131299663115503,4.131299663115503,4.131299663115503,3.298848721163669,3.0220129511107414,2.670984866250101,2.2837744706600605,2.0834300930633893,3.262023884862207,0.6120743161284725,0.3321059755787735,5.433434668936333,3.827329758311035,18.028266482283687,28.409475875364908,1.4550390714342571,2.2804434835711875,13.044315496104984,8.223065007220393,1132.018129795587,1248.4841086854494,1103.463887812565,943.4956701269695
2022-02-04,0.3124511011323827,118.08821588647186,11.36646482040289,14.907970440606952,14.907970440606952,14.907970440606952,3.447038405819048,4.268493995139608,4.268493995139608,4.268493995139608,3.092008521385456,3.006123628170962,2.664079332036349,2.2861696259864743,2.0670604605844543,3.2993219989001594,0.6767999497920563,0.3452062562345948,5.156245948085061,3.889168944338416,16.802020500838648,28.26861084974706,0.5312584722668764,2.271798249095579,13.32162729708835,8.409472526723322,1065.8272124335433,1283.1620655495044,1137.1606631372697,975.850132039383
2022-02-07,-0.5414412491594134,117.44883757526608,8.381375789231777,14.285811290069605,14.285811290069605,14.285811290069605,3.4314475899314933,4.376293675624921,4.376293675624921,4.376293675624921,2.2345462442925728,2.787364799356115,2.4515032297170496,2.079833601337026,2.320104139686793,3.219228208180384,0.7247143401803159,0.3500959938008535,3.30490696232426,3.789208516527195,14.803761268633703,25.998476980747565,0.182206656545767,2.435795780018464,13.145900232734991,8.05495353920445,766.7728324568219,1219.8326943081693,1072.8498079984793,910.1962635883432
2022-02-08,1.0845919273088311,118.72267818632548,10.003493431576562,15.525345973381103,15.525345973381103,15.525345973381103,3.5051410154063385,4.451857567347465,4.451857567347465,4.451857567347465,2.6487924057993744,3.015982799726249,2.6836166572805,2.31523726637896,2.373644245595859,3.164880047771731,0.7972969340704101,0.3561086759575148,3.9114500498930265,4.242412239100288,14.984478947612311,28.94371084001254,1.6095115040011223,2.9195621011980646,13.244306697297835,8.403829975865753,928.4390902864217,1342.6725849951097,1194.7079123573903,1030.7106544534033
2022-02-09,-3.901248720884931,114.09101122218112,3.83477267281374,11.01841489129668,11.01841489129668,11.01841489129668,3.510726533150975,4.575245382188934,4.575245382188934,4.575245382188934,0.8859177025652573,1.9471431655680616,1.621593934812672,1.2602107563173557,2.28607102633034,2.9595350775412173,0.8285598927713459,0.352420686642411,1.3605066285173997,3.0101544814692085,8.954319689819577,16.360485243807876,-1.0571026717542351,2.0015458341403223,10.330293490968662,6.587039554473139,5.213351612364345,890.8657776726017,741.9190162037261,576.5773443425804
2022-02-10,1.877264925240385,116.2328017587072,6.567067396226328,13.10252465460884,13.10252465460884,13.10252465460884,3.4295075772624126,4.489055077187991,4.489055077187991,4.489055077187991,1.702009318099819,2.44631200670086,2.1123237835721773,1.7410055803036752,2.361716025513344,2.844925903424967,0.9010767127370318,0.3610711937023336,2.4715307809819413,3.860075695063202,10.523341321858055,21.6452325081294,0.2079918772342894,2.0276554402353715,10.401614226328777,7.165701075936911,9.784087667127745,1098.1629334066436,948.2337805309628,781.5469939674838
2022-02-11,5.783740700714923,122.95540562160684,12.735174264112985,19.644081406593585,19.644081406593585,19.644081406593585,3.557934219576511,4.5316368944827765,4.5316368944827765,4.5316368944827765,3.37266065919758,3.864397583671536,3.531379183379076,3.1605802729509,2.39672754341693,2.914849442029035,1.0210063158535356,0.3905901516849252,5.00670374625519,6.007873481426142,15.673681883574863,36.66913287775945,2.483293769664243,3.414829013856135,12.926536874273966,8.677794488948152,20.113942137573773,1751.2046665116025,1600.2928195809077,1432.2602172878742
2022-02-14,-0.2206196942652671,122.68414178164184,11.83291983207434,19.38012299998788,19.38012299998788,19.38012299998788,3.747688334933958,4.7592104234840376,4.7592104234840376,4.7592104234840376,2.959689574217504,3.621808259921498,3.3026485040154188,2.946750982661908,2.533721129053797,3.0137303329157,1.1698487676413387,0.4127709982687463,4.377748586902628,5.719472453861761,13.435924044357408,33.97575907928861,2.24429777388782,2.79796203165205,11.812220677464223,8.23558421838804,18.592434700058746,1723.6947622478979,1571.7999185414144,1402.420799209638
2022-02-15,0.9311180452646228,123.82647596444876,13.616665754019769,20.49169286769989,20.49169286769989,20.49169286769989,3.915581159101575,4.946141254066711,4.946141254066711,4.946141254066711,3.286940801315703,3.707410422994736,3.398324743021551,3.05315397414898,2.5921002505632256,3.178232275572256,1.354853123886633,0.4448810920078954,4.965195103822653,5.76967762232842,12.406211352235848,33.94464520485396,3.1957697428155374,2.730277157426938,11.55101407883942,7.942814132896394,21.573208842885144,1833.7375638931178,1680.8594206174546,1510.1330826555998
2022-02-16,-1.0224943525808603,122.56035724071236,13.345381716349667,19.25967211279857,19.25967211279857,19.25967211279857,3.9450825244277774,5.132841258146335,5.132841258146335,5.132841258146335,3.192212715441213,3.330360507502252,3.030601099461792,2.69535936917741,2.402756629636119,3.233591378016553,1.5064062295378806,0.4625982639390217,5.241289293560488,5.286447735364175,10.326294498312793,29.90683894453343,3.1587747072075536,2.4720024570554533,10.37764274569963,7.473782852363695,21.1093349352553,1709.4211817408727,1555.5594360301131,1383.4851775645088
2022-02-17,-1.381362197665581,120.86735479646528,11.734239948957832,17.612264085172452,17.612264085172452,17.612264085172452,3.761085866002905,5.257847746496968,5.257847746496968,5.257847746496968,2.918557057446784,2.935737254459657,2.641233384149588,2.311397128923364,2.190955623755921,3.168848280785326,1.5387755562183076,0.4551319422342692,5.010116854429268,4.87106296671374,9.024839873953184,26.702090224451425,2.8668760054446807,2.1544271694311097,10.619026598341067,7.050415238029369,18.399586874146205,1543.5659507667904,1388.720299682347,1215.2974185569271
2022-02-18,0.3708039133556662,121.31553567802004,12.29752683653287,18.048374962986465,18.048374962986465,18.048374962986465,3.429702643878876,5.294021297571887,5.294021297571887,5.294021297571887,3.3631991909857617,2.9959503364701456,2.701599689371706,2.3714684027751427,2.1839715830437814,3.175511175154,1.584708637269803,0.4551750299551245,5.281558261458354,4.9946682637548685,9.025208771303223,27.58192652186598,2.8225349460250504,3.1028387355523197,11.64697804735988,7.1022001033858055,19.334622333958134,1586.0624887740612,1430.2326293047404,1255.4604230810392
2022-02-21,-2.4023021118955823,118.40117000236954,5.844455431501042,15.212496358192237,15.212496358192237,15.212496358192237,2.9686667029840947,5.39644460495988,5.39644460495988,5.39644460495988,1.709940702753216,2.41151360239769,2.120925293951144,1.7945581264253243,4.201199544110013,3.074973087864748,1.5892235255854308,0.4541365280665718,1.2082844375858024,4.232101939624775,7.201916958691744,21.32449807740469,1.665726108543402,2.863394046521448,10.50511923218179,5.034555558469085,8.508815893062026,1301.3599569446385,1144.5455860065597,968.4233519634852
2022-02-22,0.9042254691942198,119.47178353735492,5.678308672432839,16.254277093957487,16.254277093957487,16.254277093957487,2.6891043104636814,5.341152353896004,5.341152353896004,5.341152353896004,1.823893268376568,2.629438638943833,2.333998301151893,2.0017236287456948,5.673680102215236,3.0623990480790875,1.6493789762282218,0.4709694919348216,0.864454668126627,4.58602296935447,7.558142003661487,22.701068868817384,1.5884604289871789,3.3332121633470857,11.82115428133458,5.81936365861234,8.221171434152101,1404.4232375819959,1246.6240520186705,1069.1510871524317
2022-02-23,-1.375844958112471,117.82803702718915,3.840588377528868,14.654798483970149,14.654798483970149,14.654798483970149,2.514114228877057,5.374516097592161,5.374516097592161,5.374516097592161,1.2177094440122047,2.3134370415203014,2.017997786088692,1.685271275033995,8.761154637119516,2.958541383931048,1.6637734305547949,0.4614927249735547,0.3494357498106663,4.2026130470739504,6.518773161693317,19.62656637111431,1.6403340710127572,1.76710725434443,11.774907181072072,5.748322853763249,5.131629764591169,1243.3604620416843,1084.5761586239016,905.7517596479875
2022-02-24,-1.6584682219641822,115.87389647652904,0.7914446880137702,12.753285086156438,12.753285086156438,12.753285086156438,2.403654204739281,5.400334133638101,5.400334133638101,5.400334133638101,0.0028532971055612,1.948201833567415,1.6523502795331608,1.3187106709527523,11.505762434144142,2.948371562296458,1.6991007626357295,0.4536568638541755,0.0005960786713968,3.5683904279811283,5.251744812030576,15.697940042692922,0.3925277303067915,1.4481349314971903,9.896035782155948,4.195875465815547,0.01149596996053773,1052.0940861030447,892.3243615289387,712.1478248738953
2022-02-25,2.009649668587854,118.20255585304945,0.6676063704797689,15.019231106212306,15.019231106212306,15.019231106212306,2.236607851133457,5.260223359842498,5.260223359842498,5.260223359842498,-0.0547431165800026,2.4287438820100977,2.123138134671915,1.77803990258457,14.849998858686495,3.0413251218815582,1.7799832201907615,0.4778610719330084,-0.0082450433500691,4.200713436161728,6.274318030355778,19.57239787805653,-0.0772237789628712,1.3587368304063456,11.36843912544174,3.69311349568342,-0.20455484479019556,1277.5735303224067,1116.8180812173634,935.2887030307434
2022-03-02,-1.6081811211214323,116.30164466513769,-1.6341694194667626,13.169513545903166,13.169513545903166,13.169513545903166,2.31164037249466,5.288520122226974,5.288520122226974,5.288520122226974,-1.0510604959408885,2.0638788727978854,1.7580438313397984,1.4122326788303303,14.318617341425544,3.114822306392094,1.892460953930628,0.4983348302980572,-0.1696863473906707,3.5041693794961475,4.912888775055988,14.987154188668043,-1.0226560782253709,-0.3440806080365536,8.56547777464803,2.4380185659719595,-2.570565450503972,60.92248627140925,929.7450177797529,746.8620939260705
2022-03-03,0.0785424462081962,116.39299082183804,-0.0097984024550625,13.258399650204028,13.258399650204028,13.258399650204028,2.355874590834381,5.22927997952832,5.22927997952832,5.22927997952832,-0.3441449558702528,2.102124400515274,1.7909385217351732,1.4386200865763783,12.236048503718976,3.131816115043235,1.9317780533100823,0.4996611597055598,-0.0662601457367652,3.5099752470431174,4.848030517909863,15.056097658890026,-0.8364514436743533,0.9153487308619732,7.703864262720737,2.6464541940235224,-0.7102392366187625,62.137997411439855,936.5318956275786,752.2947216881154
2022-03-04,-1.487277660461639,114.66190387100168,-2.5980997436657445,11.573932773610183,11.573932773610183,11.573932773610183,2.482825434427283,5.244134666642145,5.244134666642145,5.244134666642145,-1.3712295051312868,1.772832989417662,1.4606471778780847,1.1067429772330424,10.315456392078705,2.9850989275943665,1.9202572762110128,0.4857370160685379,-0.3300409950248491,3.1144612501885294,3.988960539890571,11.948665681166862,-1.307509655145369,0.7840219508211137,6.935382566177828,2.149669764797314,-2.138534756181159,53.20599108535499,765.9830501243479,580.3909213970535
2022-03-07,-2.1218292823620866,112.2289740189529,-4.961749843991159,9.206524396536729,9.206524396536729,9.206524396536729,2.8413313614826854,5.298541851541085,5.298541851541085,5.298541851541085,-2.03009535258588,1.3057196320039015,0.994876786850724,0.6420480393601972,10.63086463932933,2.790116105031537,1.8452710203863725,0.4466731081976474,-0.5425874364689877,2.479613699256181,2.856705727244081,7.616125405392874,-1.0507409277160975,1.433372769232122,5.378410102646819,2.467636973378414,-3.1061417807978486,40.07355737476629,527.139629225528,340.19184072499024
2022-03-08,-0.931129565399591,111.1839768609178,-5.334118960805811,8.189670160535254,8.189670160535254,8.189670160535254,3.2158291815070106,5.298272770683224,5.298272770683224,5.298272770683224,-1.909474154979701,1.1117582038892773,0.7990362431747883,0.4436295631249259,10.455897581666727,2.707278532115098,1.8131820425420533,0.4296159867772777,-0.5872803038625715,2.1757636495009227,2.3348521387663213,5.471096297432304,-1.047413339179463,1.447369902358123,4.734310639042923,2.7943885932560284,-2.9051509701483496,34.52278572701114,423.35119700019993,235.04704345748894
2022-03-09,4.880420338776537,116.61022228109864,-1.779319619046592,13.469780827505282,13.469780827505282,13.469780827505282,3.0768817717798087,5.006857939680935,5.006857939680935,5.006857939680935,-0.840377875703112,2.22993503565644,1.8959172418874952,1.5171143550823265,10.382575701020352,2.726732635371455,1.920599625235958,0.4519405840839228,-0.2490464256286451,4.094632452560997,4.942512833384605,16.807466117575615,-0.7167040972972388,2.4698414039107117,6.021667182228168,2.4679877306177223,-1.1593029939444912,66.19280226384365,949.2588295522385,759.5976054147866
2022-03-10,0.0781050599738764,116.70130076514695,2.2879011369989053,13.55840646787282,13.55840646787282,13.55840646787282,3.0810318329154915,4.959997035414341,4.959997035414341,4.959997035414341,0.4808380663453498,2.2677538414265475,1.9274558573567715,1.5423366744126397,10.23356108992482,2.621619969294813,1.9637206668537008,0.4507224823176072,0.1447665554413998,4.290496892099416,4.868398800171021,16.972717432157843,0.2681517643723838,2.0415817099383715,4.486826527944656,2.6711142627388216,0.6642117675761986,67.43890869211243,956.0175338381594,764.9985332697506
2022-03-11,-1.1023391606448385,115.41485662583082,-0.7037128250374478,12.306607683173214,12.306607683173214,12.306607683173214,3.061178887586012,4.964026206480578,4.964026206480578,4.964026206480578,-0.4933186293923725,2.012622734455809,1.669478232897843,1.281934986513836,9.472056461416736,2.486340569942761,1.8808295630172367,0.4291903519353516,-0.159430698001026,4.01823954383982,4.406211951474856,14.826891702862753,0.1671116958721114,2.6879031529069235,5.101704394029484,3.0945710318071744,-0.6770609460909969,60.562292212092366,828.7333699253778,636.3558868059009
2022-03-14,1.3670007693679986,116.9925786038709,-4.84958508948069,13.841839874253289,13.841839874253289,13.841839874253289,3.0063992438288,4.85913346582946,4.85913346582946,4.85913346582946,-1.8813232637687969,2.3708758817410835,2.017133064372626,1.6184268476429724,8.201775406511457,2.357218796837289,1.841671734963376,0.4081457896964159,-0.6896078662556023,4.88728596418504,5.322076997787597,19.2679975045885,-0.366319548662578,3.548494704284036,5.835336609557664,4.303226749600609,-2.595963670012674,70.59005567865724,980.1518778124158,786.4152057378844
2022-03-15,-0.3611054701333382,116.57011200288228,-4.983553448693927,13.430750763166932,13.430750763166932,13.430750763166932,2.8574363091939694,4.835762200915812,4.835762200915812,4.835762200915812,-2.0262839028732453,2.2961780623861774,1.937518411143354,1.5340730810965175,6.639085495402024,2.272057983152464,1.8079396012271445,0.3930611191847474,-0.8721046295932164,4.887098464473509,5.182351384872591,18.87343279944761,-0.1436964335306329,3.5016461113966777,6.62156758182133,4.287319804557111,-2.6518985413597416,68.7571817117996,936.9378296185494,741.8412619008996
2022-03-16,1.9494662476554625,118.84260699123264,-4.024881540396105,15.642044963757062,15.642044963757062,15.642044963757062,2.63673736588711,4.728800158727876,4.728800158727876,4.728800158727876,-1.832304328452524,2.8145665677895457,2.44451371984568,2.02906547983012,6.352397656515887,2.3249199409819843,1.9237352653754205,0.4048496033481826,-0.7605483078584997,5.724723074503713,6.0089436808046655,23.700270628245864,-0.1791709133203649,3.722970985452498,6.7509403555498455,4.542964286905992,-2.20596436066961,83.26979095550381,1155.961686641872,959.504516308992
2022-03-17,2.1809100287368377,121.43445732551672,-0.9186493418784212,18.164093919807986,18.164093919807986,18.164093919807986,2.403052748849497,4.657304115785246,4.657304115785246,4.657304115785246,-0.7193650447832929,3.3973249125005323,3.0182459229598297,2.5941446969975432,6.1344415191658666,2.349593959047471,2.0691818706322924,0.4246643864054272,-0.2817978039063269,6.734089197293859,6.79345269691417,28.45004469655411,0.2106817680489028,4.100130256825494,6.780513150943315,4.603154130839683,-0.7893082557807101,99.99623130244505,1405.6889159452853,1208.172077426913
2022-03-18,0.7340378896540711,122.32583225338183,1.2066760783940045,19.03146314114581,19.03146314114581,19.03146314114581,2.367993803844332,4.667075492279336,4.667075492279336,4.667075492279336,0.1659861121860344,3.574089861882036,3.192465141044934,2.7669800655383816,4.873535196527701,2.3704903441442973,2.2323134543806926,0.4476187784747006,0.0806507123331709,7.0367496930746,6.674455054906455,28.849783504401245,-0.0893411100499164,3.4057892198733315,6.046593993568104,4.895072293574183,0.17935021212782437,106.46879290977625,1489.9475819726904,1291.3704851499651
