,CAIXA FUNDO DE INVESTIMENTO EM ACOES BANCO DO BRASIL PLUS,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,0.8698427700712497,107.49656824880012,7.391566292847567,7.391566292847567,7.391566292847567,7.391566292847567,3.023092562553019,3.023092562553019,3.023092562553019,3.023092562553019,2.2143821630208835,1.7916164145979254,1.3514537169345666,0.859064675850437,2.379234990373013,1.1472360652559648,0.1348955048127746,0.0513194881466671,2.813628025296056,4.7211052911856095,30.286922354973967,50.60518189295577,3.417524691375027,5.113532849780327,17.929833861329442,7.718807524778575,669.42822476785,541.6222257918895,408.5569680299521,259.7032032315476
2022-01-20,0.6050795778965279,108.14700803021324,8.04137072886883,8.04137072886883,8.04137072886883,8.04137072886883,3.257282082822192,3.257282082822192,3.257282082822192,3.257282082822192,2.2546670803950333,1.8588344427720809,1.4478787953503678,0.988017172449145,2.4165807017016485,2.107544238376218,0.1699690926243171,0.0783712295919484,3.03904052470848,2.87289254247836,27.747101460481662,41.06418452403452,3.1230659458445804,3.43137819143255,17.03739624627002,8.090681326303685,734.4086683699765,605.4748125374272,471.61496581929316,321.82506333392433
2022-01-21,-0.0059207881038858,108.14060487502708,8.034973828243439,8.034973828243439,8.034973828243439,8.034973828243439,3.411245974463669,3.411245974463669,3.411245974463669,3.411245974463669,2.1510292245132034,1.7697555245080472,1.375018030663085,0.9331663925458714,2.337315927388938,2.752304124137177,0.2005596074515663,0.0984226320696049,3.139365841429683,2.193460873679969,23.387185393485268,32.34276541015153,3.0938883974171945,2.617937062107498,16.79952676403319,8.199300091751155,733.7689783074372,603.7071408762915,469.0524721914411,318.3260100076888
2022-01-24,0.4738290877809747,108.65300651662724,8.546874959218215,8.546874959218215,8.546874959218215,8.546874959218215,3.532963234276677,3.532963234276677,3.532963234276677,3.532963234276677,2.221815058218753,1.8504838693946923,1.46709543670259,1.0378143092676793,2.241834570475343,2.901355995540374,0.2110340493960895,0.1120370760202474,3.501413983630726,2.2533227519278807,24.560938170299742,32.72630747687786,4.597256413814255,4.539511407725072,16.00823289472524,8.618249592973875,784.9590914049148,653.7691476193492,518.3194239045336,366.6559798648955
2022-01-25,2.572360814622443,111.44795388017012,11.339092236166351,11.339092236166351,11.339092236166351,11.339092236166351,3.784060990939521,3.784060990939521,3.784060990939521,3.784060990939521,2.81227184669534,2.462599430668149,2.1025497058169123,1.6992770086678728,2.3005237038618764,3.791453465054678,0.2794097802704743,0.1643318356993774,4.625819839688216,2.457797920451815,28.47493854936432,39.12916699271593,4.55127243050097,3.925756747244058,14.793258825059343,8.734273219974712,1064.1808190997285,931.8626441901216,795.6176323293143,643.0167841300496
2022-01-26,-0.9690439652483728,110.36797420870154,10.260167481889464,10.260167481889464,10.260167481889464,10.260167481889464,3.961983012609443,3.961983012609443,3.961983012609443,3.961983012609443,2.4136608880667785,2.078277303446269,1.7309546191810372,1.343424752646584,2.159057745916308,4.02184768295267,0.3231946290293526,0.2087504326302569,4.429192991622322,2.0473424209095734,21.219451626995543,25.49755697097095,2.438817099129778,2.7270771410446097,14.181009195314696,7.560226824376159,956.2883436720398,823.4099371745878,685.8012796793116,532.2626048704809
2022-01-27,1.3721596180458209,111.88239898204856,11.773112974865626,11.773112974865626,11.773112974865626,11.773112974865626,4.114631279553833,4.114631279553833,4.114631279553833,4.114631279553833,2.6918156639536264,2.367512804757608,2.029760474251525,1.6543272616032736,2.0249501667403464,4.227190076596436,0.3967146249972892,0.2715445976856588,5.469679753910103,2.304472253361102,21.052200778870745,25.06750918716938,3.243755523171389,2.436287991252979,14.146047624468496,7.46654654485897,1107.5828929696559,974.1442241199878,835.1715937357347,680.6946697211465
2022-01-28,0.6130261408041404,112.56826733476731,12.45831137579211,12.45831137579211,12.45831137579211,12.45831137579211,4.284231152477397,4.284231152477397,4.284231152477397,4.284231152477397,2.7451897229733087,2.4324172389526075,2.104851041896324,1.7420891123189224,1.957730593521192,4.39935279905842,0.4836924273343528,0.3169316668944561,6.007479971730714,2.3687660860420654,18.643393808568486,23.54927962396988,3.6738878776199297,1.893795809172627,13.536025084624386,8.072777450969326,1176.1027330623044,1042.1037710943817,901.7668405016735,746.3512445388423
2022-01-31,0.5163986930128095,113.1495683960312,13.039044625920958,13.039044625920958,13.039044625920958,13.039044625920958,4.440831866054936,4.440831866054936,4.440831866054936,4.440831866054936,2.7791551117011406,2.4761504271904213,2.157062557035558,1.804978318055116,1.982728365035156,4.427485326768214,0.5599215698585531,0.3439229502363068,6.224635103020306,2.483614718208288,17.108024866370705,23.30639821172138,3.725480343835036,3.0274827727456946,14.401705283148326,9.487279231946076,1234.176058075189,1099.6167722212767,957.9152140357448,801.5605232357401
2022-02-01,-0.1586797227749681,112.97002297457932,14.771928880675642,12.859674583281096,12.859674583281096,12.859674583281096,4.528255413460677,4.567106571499195,4.567106571499195,4.567106571499195,3.108182633353307,2.367186743678226,2.053932583767576,1.7095258872959351,2.170337915937529,4.317283596715709,0.6375020750049035,0.3970538570297887,6.48500158991449,2.504165846608505,14.714507400888172,19.663798187034107,2.0340188470373786,2.5149934949746653,14.54303712932891,7.283598972195828,1407.4644835506574,1081.1194133018605,938.0529000741219,780.7586914017257
2022-02-02,-1.6615387808344595,111.0929822321391,11.967182005377046,10.984467322156313,10.984467322156313,10.984467322156313,4.397039685416705,4.641165688249027,4.641165688249027,4.641165688249027,2.563064872392649,1.9241681115240707,1.6138164643422956,1.27203464799118,2.4189353267653138,4.071768675578742,0.6697865123783847,0.3950302268397744,4.659032358371684,2.193244196604347,11.182652177990525,14.944991956059006,1.2598988886619256,1.1308276951861298,13.081705711891129,8.114276664244526,1126.989796020798,893.0383017628443,748.9989601436821,590.3723562520593
2022-02-03,0.6779831544659443,111.84617393746684,12.615164129519387,11.736923314674296,11.736923314674296,11.736923314674296,4.1692358402652205,4.628559031040675,4.628559031040675,4.628559031040675,2.857220450703415,2.089571897461666,1.776255766241711,1.4306444936776266,2.6435290769979742,3.9544022792901066,0.7117279914557716,0.3981215842225198,4.506258701772756,2.4458075314333616,11.551470178178386,16.632663874157338,2.806993897413124,2.1073870105215966,13.88953177310846,9.076194597565848,1191.2425906611425,967.1706877004993,822.1504668276147,662.1822491420193
2022-02-04,-0.1911647890292078,111.63236343502204,11.823708997599583,11.523321660952067,11.523321660952067,11.523321660952067,3.8837837906403343,4.636355095451589,4.636355095451589,4.636355095451589,2.8620327239430265,2.0375859228530486,1.7226803571523823,1.3747550413021417,2.7130224804756384,3.814395040422884,0.753806104485939,0.400899006330538,4.097097013211402,2.476663212836188,10.59550699335945,15.89889832623769,1.1577309628543937,1.766679623501108,14.346220878112806,9.4798353690972,1111.5516301532127,944.6971875840159,798.6957851717812,637.3852540738943
2022-02-07,-1.1510929105321033,110.34737121366209,10.085631320910148,10.239584611722949,10.239584611722949,10.239584611722949,3.5353740164918595,4.64177957241318,4.64177957241318,4.64177957241318,2.650917219091399,1.756244590584232,1.43959257379474,1.0891805348930834,3.0694022972211643,3.5820495622537134,0.7772166824255241,0.3939203972136714,3.0533579338007826,2.2758200641997792,8.597694250185446,12.834410183625064,1.4338506410944811,1.6290854637244427,13.73055497916702,8.901758118599638,937.198385624659,815.2100264735036,668.2271401638137,505.57359575367747
2022-02-08,1.0579963731787156,111.51484239900068,10.192966704468146,11.40591541872226,11.40591541872226,11.40591541872226,3.063693394522144,4.578001419836351,4.578001419836351,4.578001419836351,3.092301662005403,2.033047708321804,1.709839698825361,1.3516107625183698,3.011964489643507,3.409254804572728,0.8233739587405603,0.3911541992473717,3.145410315536993,2.7300087053653685,9.506796378268142,15.819019715961202,2.668446431223058,2.19695944536225,14.168052766000052,9.933964522899467,947.38641757558,930.7295295292255,782.7648568915062,618.7675989875189
2022-02-09,-0.8724988783683996,110.5418766498551,7.511517020339509,10.433900056257842,10.433900056257842,10.433900056257842,2.5938629760501875,4.572173988863587,4.572173988863587,4.572173988863587,2.616544973568586,1.820609399808983,1.4948414788338311,1.133215538386536,2.6227315573863605,3.192539678632052,0.8588897774545369,0.3875446405041418,2.587744488373489,2.6073733702986988,7.957569767862557,13.369449779119298,0.571288427976438,2.400340880045732,12.918253686425652,9.246132391990676,678.6959132109771,832.4142941687178,683.4675326998422,518.1258608386967
2022-02-10,1.0885550643400688,111.74518584634365,5.980082885439325,11.636033868068484,11.636033868068484,11.636033868068484,2.159083694530432,4.50858638389469,4.50858638389469,4.50858638389469,2.4316191889677388,2.1104483173518656,1.7779069393908065,1.4081972956787376,2.4369292454381712,3.0489153272277965,0.9271844807678504,0.394209667730664,2.154379062106734,3.12082741772224,8.645363662828917,16.105589671819757,-0.023271313133137,2.0502274556552296,11.979297671231013,9.581679715537591,564.0397049492194,951.5138547526079,801.5847018769272,634.897915313448
2022-02-11,3.490330367975125,115.64546200268882,9.47012717628808,15.532500259768671,15.532500259768671,15.532500259768671,2.1296607806294285,4.486535921886934,4.486535921886934,4.486535921886934,4.101431440162072,2.986817837102078,2.6504517641269514,2.27592539184648,2.002385277766964,3.0133882708996764,1.01486051029092,0.4118848085528157,4.3621263997178525,4.446976066011656,11.71722313402005,24.790962944059338,1.4630348308687722,2.807582677597014,14.734814915487243,10.890750061161924,938.4054611416623,1340.046551829111,1189.1347048984162,1021.1021026053828
2022-02-14,0.4120599876505704,116.12199067913554,8.963543048573776,16.008563466071465,16.008563466071465,16.008563466071465,2.1304502798598786,4.594147801524017,4.594147801524017,4.594147801524017,3.859567804305122,3.0180544221853283,2.6874276111452144,2.3187430875963897,1.8964995861273768,3.035879873110006,1.134469858683142,0.4267198231238472,4.335681045736733,4.567172835583454,10.883003684054769,24.964034668453262,1.236277980275302,2.2550376894605884,14.053149039138544,10.796178597756525,883.3945493807605,1386.5388088562565,1234.6439651497728,1065.2648458179965
2022-02-15,4.723353508543871,121.60684280006949,13.126255824847572,21.48805801875751,21.48805801875751,21.48805801875751,2.6345881776926223,4.770716245985654,4.770716245985654,4.770716245985654,4.698978629132133,4.052586612389133,3.732135478024762,3.374272362385651,1.71067872531689,3.270576787182687,1.3544666404835968,0.4660922047872015,7.236819725602496,5.911416257143777,13.145365729254957,34.537578213656595,3.770595901506506,3.940630331408043,15.179143057300228,10.472897954197265,1330.028189279468,1933.3740789988801,1780.4959357232167,1609.7695977613619
2022-02-16,0.561803036795494,122.2900337358714,13.077593142204172,22.170581618050768,22.170581618050768,22.170581618050768,3.1067290958162745,5.0891906228202535,5.0891906228202535,5.0891906228202535,3.967437663102472,3.930904303909682,3.628573821296525,3.290456680048146,1.4131547228327836,3.4339325101580167,1.5759602609863772,0.4950486498693935,8.722154640710396,5.825717676012324,11.717620248873114,33.826496214695766,3.793936718850628,4.301144976463096,14.192866172955997,9.11744419382191,1324.213874084999,2000.5121322660925,1846.6503865553332,1674.5761280897286
2022-02-17,-0.006046743160526,122.28263917162046,13.077450706824372,22.16319427676259,22.16319427676259,22.16319427676259,3.4521867051066213,5.37019617525714,5.37019617525714,5.37019617525714,3.568797260451809,3.721761560842984,3.4334189267360866,3.110483087027929,1.1417307799191605,3.4854737439789,1.678114865222368,0.4989646499232176,10.790770181938152,5.734253409248758,10.987408293990864,33.477129852244765,3.9292281382775394,4.455024366937005,13.833758572310607,8.143389708992341,1323.6122860864148,1998.658969925804,1843.8133188413608,1670.3904377159406
2022-02-18,2.026268734502712,124.76041405687975,14.824631233547672,24.638548887462417,24.638548887462417,24.638548887462417,3.812023012376308,5.612459141957206,5.612459141957206,5.612459141957206,3.6888228398873664,4.000171447909624,3.722521570150373,3.411121162943571,0.9673946634214952,3.603629643882801,1.7987866329918167,0.5139968665820229,14.53582295409375,6.230051650931173,11.614774000612892,37.24687716988493,3.8810259452302702,5.546627798183348,12.55978568815348,7.671188873460296,1510.733811257603,2245.0798812216563,2089.2500217523357,1914.4778155286342
2022-02-21,-2.1368906954698508,122.09442037726863,9.552859542442292,21.975159333317592,21.975159333317592,21.975159333317592,4.005104343620059,5.9105062623844535,5.9105062623844535,5.9105062623844535,2.193363115064773,3.345950696377991,3.080636078684285,2.78265444018413,1.6486835301291691,3.5632537821949417,1.8658328998301743,0.540992952854965,5.328280399934423,5.550057266027705,9.75870820846188,30.40131374718565,2.9454303554284,4.900375888211808,10.779441010333567,5.927401675400985,943.7761716266888,1977.626254457174,1820.811883519095,1644.6896494760206
2022-02-22,0.9270521079900008,123.22629927511429,11.650413227752242,23.105932619141285,23.105932619141285,23.105932619141285,4.193135368769017,6.046082819486752,6.046082819486752,6.046082819486752,2.593940535797589,3.4561034846653977,3.195109399280505,2.901575602002313,1.4060383161465966,3.611788350100219,1.982213646913936,0.5818289844567672,7.735737838884393,5.785468547852187,9.745617519809786,30.15175741560476,3.374790349847427,4.880480218485254,10.388659181309334,6.3398440910527984,1168.539873813902,2089.5887901003757,1931.7896045370503,1754.3166396708116
2022-02-23,0.4978740549642424,123.83981104809769,10.687482727258724,23.71884511777377,23.71884511777377,23.71884511777377,4.322866305724911,6.198779101674146,6.198779101674146,6.198779101674146,2.292079904584825,3.4680460299697486,3.2118918731376414,2.923408615317375,1.763860058458761,3.618121350980185,2.0448291668647856,0.5913910081537712,5.617426927971092,5.941661201716338,9.736660911663911,30.64227216923054,3.363217399506085,4.079827272947327,9.676884917526666,6.476823951955619,1064.501297137722,2149.7651254220464,1990.9808220042637,1812.1564230283495
2022-02-24,-3.1838928681587664,119.896884136196,6.5103754147996895,19.77976963150056,19.77976963150056,19.77976963150056,4.440733867482592,6.438133161555733,6.438133161555733,6.438133161555733,1.2893790164500365,2.7255455837968947,2.477384011855288,2.1975256551954123,3.343498869445965,3.6865348982446697,2.1347774554534125,0.604966081692048,1.7125141326337177,4.759869604036493,7.471377458989463,23.386373587279817,2.032019098831036,3.253288210335381,7.974661108439697,4.966651609020178,615.148518064988,1754.7425406374568,1594.9728160633508,1414.7962794083073
2022-02-25,1.6061735034417437,121.82263612064382,7.665135490624493,21.703640553805283,21.703640553805283,21.703640553805283,4.40832587489684,6.415221917897156,6.415221917897156,6.415221917897156,1.5595694217971718,3.0334328258430503,2.7828484327193013,2.4998817941371034,4.463462849818285,3.895456885655645,2.2729277962375334,0.6639303631836938,1.540304124203985,4.995600085442019,7.854446713757782,24.155088194788995,2.0158046689568803,3.1153553250250665,8.353319515080512,4.666458119850989,738.6233619674315,1946.0144750817044,1785.2590259766612,1603.729647790041
2022-03-02,1.1009111407934702,123.16379509370428,9.023431040125375,23.043489491413368,23.043489491413368,23.043489491413368,4.438113675555108,6.44972575917704,6.44972575917704,6.44972575917704,1.8539242535764453,3.223213152057107,2.97244050974253,2.688889036885772,3.935815942010151,4.19796671570758,2.5118390294156927,0.7440936678208572,2.090526260493433,4.952121420199712,7.632426241807147,23.30700775288171,2.1537015198009346,2.585704257133673,7.908286889002902,4.6733865832405534,883.9649497664814,2078.8840894140944,1917.1426123307729,1734.2596884770905
2022-03-03,-0.0269574528836469,123.13059327167218,10.835617874025008,23.010320100707325,23.010320100707325,23.010320100707325,4.468942602060237,6.539532494622195,6.539532494622195,6.539532494622195,2.2454201839055674,3.1721713302373087,2.9233342631908634,2.6416059070874702,3.0134795704177595,4.342061617973736,2.6624391365742737,0.7873004697884183,3.329922664114964,4.7775732630612495,7.180347953935575,21.94189935137084,2.301875238767163,3.7398462927049008,7.63468897160271,5.010007051415317,1078.070186702635,2074.451749259579,1911.7239406779083,1727.486766738445
2022-03-04,-2.447838212212172,120.11655555864463,7.39442515557283,19.99922648031769,19.99922648031769,19.99922648031769,4.393962330142402,6.7077934551922525,6.7077934551922525,6.7077934551922525,1.499330424903295,2.642041494429342,2.39797547664502,2.1212941358031454,2.021004927409017,4.2195381377066825,2.7177712629428767,0.799544152907373,3.2597651386765665,4.200049405007048,5.918498155924121,17.796644336571735,1.4510518047582692,3.254300127685026,7.12762224640152,4.364907557067391,707.7800554358296,1772.2268644679498,1608.5124207950987,1422.9202920678044
2022-03-07,-4.162363167158123,115.1168682924126,3.121410987073467,15.00442287642631,15.00442287642631,15.00442287642631,4.441415233786098,6.927926949073838,6.927926949073838,6.927926949073838,0.5212273829638526,1.8355142440035488,1.5977787949430764,1.3279321440260514,2.840332097039332,3.954104446630272,2.6601065053216355,0.7502747513071921,0.8150410444522251,3.215976909076857,4.161222398426662,12.26193054092622,1.121327287499274,3.139240720411208,5.744315885300464,4.118436668966713,248.70999488101202,1271.6308596441077,1106.929477214486,919.9816887139484
2022-03-08,0.7472224109875247,115.9770473311205,5.101776377216866,15.863761697785831,15.863761697785831,15.863761697785831,4.217347886171021,6.815414515935786,6.815414515935786,6.815414515935786,1.0184961603927143,1.990266288981304,1.7471576350066818,1.4708660710784442,2.830274760253119,3.836088119768664,2.6738216062462423,0.7328806184934862,1.5176451026688906,3.5360214189550034,4.453402380860244,13.678301375239007,1.7728211115842998,3.69013516146038,6.223492457295334,5.042480411463065,461.4699867097006,1356.4489756500823,1190.7603507252577,1002.4561971825466
2022-03-09,5.482027634869402,122.3349411159181,9.702832810544669,22.215445132857685,22.215445132857685,22.215445132857685,3.700195798858559,6.507436491461023,6.507436491461023,6.507436491461023,2.404307649118917,3.059673693278147,2.802678539361359,2.5112254850191107,2.465687655486439,3.885516583982491,2.896335731396624,0.7944469738650589,3.60808435838894,5.124320489502062,6.297009149585098,20.56983146401409,2.5786827660017093,4.730784867189503,7.660026287949094,5.0764823692901935,955.7831745842243,1991.0632243601538,1823.8252600874787,1634.1640359500268
2022-03-10,-1.3045001866276995,120.73908158075008,9.22474381649495,20.6211444230117,20.6211444230117,20.6211444230117,3.4275090714062864,6.599760910531474,6.599760910531474,6.599760910531474,2.4561043874727404,2.774462671283267,2.518714468427894,2.229281255379838,2.4187868104216275,3.762012001200188,3.028337378257336,0.805280676793438,3.480389438255689,4.867286515785272,5.489121989137871,18.27030464262629,2.638113246315867,3.809075453586257,6.1600175074650725,4.94392478503408,904.4198196328239,1831.079028566404,1662.2913293520476,1471.2723287836386
2022-03-11,-1.999006184970353,118.32549987227448,5.88867786660551,18.209920285613663,18.209920285613663,18.209920285613663,2.994074365952215,6.698948174005456,6.698948174005456,6.698948174005456,1.6974375039872578,2.3726149519580897,2.1183394665985764,1.831163811372616,2.608592785100188,3.568593708210517,2.9349211625013014,0.7736818820062094,1.9482742371761048,4.453862193241326,4.83510306273446,15.855187714478504,2.407057979239417,3.987300131073032,6.522735292722048,5.168119422789026,546.0105241709152,1589.4024600037687,1419.0646301694226,1226.6871470499457
2022-03-14,0.6204832207068911,119.0596897447995,2.952323146092235,18.94339300619689,18.94339300619689,18.94339300619689,2.478433582052071,6.632024978046622,6.632024978046622,6.632024978046622,0.8658288902800217,2.5063167776451003,2.2471374820511105,1.9550145290829903,2.942998198694501,3.379300663804814,2.888636157704136,0.7364438123167092,0.7291541662963958,4.91875601667378,5.159207008581031,17.605830848839446,2.215447309858446,4.398149038027295,7.019001014925715,6.262250418913693,230.5440908288853,1662.1955472239626,1490.3071910067758,1296.5705189322446
2022-03-15,-1.1307006044123824,117.71348111324356,1.3705331994398706,17.598499342567248,17.598499342567248,17.598499342567248,2.379793479797815,6.664474701027758,6.664474701027758,6.664474701027758,0.2370413467039356,2.2914813762747746,2.031236891558488,1.7384957882160703,3.181898059447294,3.254193724444689,2.840101485350696,0.7094813956572745,0.1772870911604588,4.692873551240563,4.766423645567103,16.330465138801436,2.450594543752225,4.049487439332607,7.453631322293952,5.957350033850204,56.41094513285194,1527.15196600595,1353.712687558581,1158.616119840931
2022-03-16,1.3140445356691457,119.26028867955806,-1.9296234212488632,19.14379599720716,19.14379599720716,19.14379599720716,2.191987972981918,6.554244964962532,6.554244964962532,6.554244964962532,-1.2482035499666424,2.5649443918914585,2.297956207066319,1.9982158534739607,4.025896886422011,3.3299352202715653,3.01549810390642,0.7287403057460868,-0.6796118347163775,5.048528801287753,4.994653414093548,17.971829049762075,0.5282211878857188,4.026476554891112,7.365647135527952,6.030682214741566,-273.6047169360214,1681.1273865963474,1506.1367899868817,1309.679619654002
2022-03-17,0.91373502220935,120.35001170481117,-1.5864105780282978,20.232454588023312,20.232454588023312,20.232454588023312,2.1685218982203627,6.48597811063967,6.48597811063967,6.48597811063967,-1.1050999237818568,2.7583713143458883,2.4861708677702974,2.181641874380135,4.941125503729856,3.3615156703497147,3.2010225950842024,0.7539309450509442,-0.4849974732747912,5.322222985205524,5.037530772957261,18.76840516412059,0.0896481797646288,3.9957350735752457,6.951750818486151,5.709959260268371,-239.64333844426102,1789.0735965863807,1612.524982766818,1415.0081442484457
2022-03-18,-0.2111657557634871,120.09587369303324,-1.7882877679129507,19.978564816619507,19.978564816619507,19.978564816619507,2.1556216903498013,6.485290527627638,6.485290527627638,6.485290527627638,-1.207034505532366,2.718097023097544,2.443464549150643,2.1372684026915483,4.233480468683676,3.3656750727853466,3.370865715975253,0.7818739160015321,-0.6146029916456027,5.2374779192452445,4.70104086914536,17.72767481214476,-0.9631624499337944,3.146113828951481,5.890088511920318,5.745327539411813,-3.550424049050927,1762.7648877067384,1584.65774952006,1386.080652697335
2022-03-21,2.0224568550170297,122.5247609231306,-1.7919571289094092,22.40507952530429,22.40507952530429,22.40507952530429,2.1198375236665283,6.379788849844738,6.379788849844738,6.379788849844738,-1.2308388771745415,3.1419480979055447,2.860330360904486,2.547407864254796,2.657521718389448,3.332637362335185,3.490681282413274,0.8030842658086668,-0.9818088858379772,6.014745459062829,5.227719825155419,20.2368854431666,-1.1115413688905391,3.0126920831175834,5.712693840145955,5.840729634276234,-2.0719317428357433,2004.4965441808677,1824.8303743370816,1625.1924288379544
