,ITAU ACOES PETROBRAS - FUNDO DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-05-19,0.8413916786280673,126.73249802747208,10.293776662760097,10.792444066583638,25.148534790741007,25.148534790741007,4.325969097904359,4.5373728578781245,5.019757201787485,5.019757201787485,2.167393136347425,1.778595328673183,4.018347122058976,3.491444569283581,1.1954623105983322,0.8558973264243058,0.9633820626161832,-0.0087568187886483,7.84305422908416,9.428876478894146,20.937826941120708,-2001.4350467115687,6.600070792994049,2.3867042092560142,2.8628133090552064,4.3376581365804725,937.607573084897,3.3479402222104335,153.6504804439008,1752.6204021303058
2022-05-20,1.395574875165173,128.5011449286127,12.548372551488866,13.061806486308187,26.895076298917942,26.895076298917942,4.427917826872274,4.671745833498893,5.076028787099631,5.076028787099631,2.6258618996291694,2.211637920833443,4.314150854350235,3.7896056585662334,1.6446828105331173,0.8174568394724602,1.0549222154845632,-0.0263280274683305,7.069509477334304,12.63945659630129,20.758643250785447,-730.6338250283532,6.888108070973989,2.378113015279068,2.9935832093470878,4.261276564011993,1162.7100716272691,4.2863666135884575,167.7048478357992,1923.6147414637862
2022-05-23,3.683346493581308,133.23428734455257,16.859307066946087,14.146159178541772,31.56906164230146,31.56906164230146,4.62691571919606,4.821864851574348,5.105192076982719,5.105192076982719,3.443863076209137,2.366150943431301,5.201336400031737,4.676322034040287,3.3813954541136533,0.7971688229176339,1.2002969112767925,-0.0445173139912707,4.712392980444155,14.312225641104526,22.12271074739144,-536.2749918443752,7.665707799978597,2.114974214098151,3.2524983124358338,4.471177260402097,1593.4464202070956,4.733185861974339,204.43305503510118,2387.3522197602183
2022-05-24,-2.418620497721613,130.0118555608439,13.721413042046274,13.137850337656834,28.386905348760777,28.386905348760777,4.766367892749349,5.141058861241166,5.362873006908491,5.362873006908491,2.684014182080793,2.0216939976183093,4.35452112220148,3.851432407074547,3.8493196538273,0.7651642621347001,1.2922424890669697,-0.057848670484725,3.3234441853728565,13.583551082452384,18.071487342231283,-357.0478408710636,7.265934396843521,2.049905518058289,3.0047342489167046,4.0193373142647015,1279.2999021153796,4.311854294185835,180.73231751865515,2065.474289383268
2022-05-25,1.831750014717448,132.3933477442141,15.045224232846744,15.18219242481683,30.73863250638199,30.73863250638199,4.764676529771331,5.296635918579348,5.431612193921335,5.431612193921335,2.9620560475385163,2.3469021119523434,4.728899139761875,4.228916529219132,4.328825589594971,0.722700591066745,1.3735963035827043,-0.0760646288435784,3.260292806320828,17.200326355355752,18.6994870067428,-301.9778698245933,8.332892253580784,2.179574678724668,3.437802088498527,4.262514749178616,1411.3238929574002,5.156929283097145,199.819082086676,2296.983458718212
2022-05-26,0.2801892505275738,132.764299673007,15.339564497472594,17.350607557468432,31.104948100951635,31.104948100951635,4.795667939203377,5.520097899561636,5.576595950543081,5.576595950543081,3.0035456933335745,2.643394555261048,4.66824814572823,4.178086859051181,4.69775569688497,0.7030136167747721,1.484089053291083,-0.0899895258511725,3.0661466272082523,20.756065578291658,17.541355518975248,-258.9134906404055,6.344610978834468,2.214288978908362,3.480273677555932,4.029097769317218,1440.4007785452202,6.0534763502780065,203.56280978962744,2329.9502259202077
2022-05-27,-3.774161614774629,127.753560436624,12.847920178789444,10.877834503933968,26.156835474655303,26.156835474655303,4.7448948732865,5.84042808439144,5.865676841680548,5.865676841680548,2.509811544760536,1.3888911254802796,3.591382566267304,3.1223556534345294,4.404137491798342,0.6766200234315528,1.559791670067035,-0.1002574947778231,2.704000943164655,11.98858806199318,13.505578951876334,-182.6769089775068,3.4673547288831816,1.536075851713005,2.2964689566374434,3.563681291946436,1190.8791931649534,3.3651851397137658,165.5616273918839,1831.4729247841253
2022-05-30,-1.949121490430239,125.263488335364,9.97694016373923,5.390837590316084,23.6978854827721,23.6978854827721,4.340489940038986,6.021207027665176,6.017593398327624,6.017593398327624,2.0813872120211374,0.4346996120910777,3.0889432676023474,2.6288094520539462,3.989341776388861,0.6768512987335346,1.6079541974805776,-0.1086062143228945,2.264594201623232,3.867047849569921,11.560033640297126,-145.65562848097886,1.970722503760894,1.15365629163112,2.1769872820310203,3.39351196087492,903.4240255103539,1.085847638937631,146.82332608427282,1581.9106404141085
2022-05-31,0.6768417378178571,126.11132390666434,6.131360660487922,6.962520699712941,24.53512440051763,24.53512440051763,3.760781875535992,6.052742323469752,6.020019490070857,6.020019490070857,1.3787263222323125,0.690892369652386,3.22362829743264,2.760731925617314,3.254352968520246,0.666119004280501,1.699060316374678,-0.1211400710618547,1.5932779923172669,6.277847441500652,11.421787085638066,-137.19374483931912,0.9070752400824964,1.3143724965112942,2.128413481157789,3.502049125908786,518.5088963975676,1.7348369387543818,154.05146409549576,1661.9659999077078
2022-06-01,-0.0839582635185021,126.00544302901211,6.697803718346592,7.598193349599552,24.430566872600355,24.430566872600355,3.530792350130284,6.128409510428182,6.06423265010857,6.06423265010857,1.627951897924679,0.7848952696786475,3.179760243101219,2.717310766898522,2.6307130255623656,0.6010334349725885,1.797942352837667,-0.1338410230149617,2.1849437972596024,8.003148170297871,10.724930004178274,-123.11923730047626,0.2086598668439513,1.315244900425592,1.9494762867372268,3.503473024615202,574.7960107572533,1.9955176273538338,153.8270111518375,1647.8404673117573
2022-06-02,-0.8405921164029162,124.94625120867168,2.250186736735805,15.532642688981548,23.38461333707383,23.38461333707383,3.23311959676712,6.234525871341662,6.141131985437382,6.141131985437382,0.4021945638082774,2.043026561596139,2.9665389401987485,2.506987457130325,2.099547573375776,0.5546898338058659,1.9250372728861127,-0.1491644324718862,0.6193444447038547,22.96292662642744,9.46366464083412,-103.21321648158371,-0.8028156875986748,1.8654018130578809,2.222169771393308,3.433412447843436,1.2805225229433934,5.284130361777394,146.04254204084512,1539.5740860073367
2022-06-03,2.287224492536,127.80405246882196,8.604873259466721,16.307088310340667,26.20669643334021,26.20669643334021,3.065024292371916,6.121345426217015,6.059681949052812,6.059681949052812,2.4975428963953497,2.20612285291497,3.4690008242540538,3.000339184129065,2.0416520594762235,0.4885531571745262,1.9408790268439504,-0.1665930652492988,3.749429102359648,27.641700472195872,10.830681039489503,-109.13480202729666,0.165089294088491,2.032394847885644,2.885874566271289,3.827794991872768,7.53834713564578,5.602381247360354,169.32971969707708,1818.1101195102738
2022-06-06,-0.0562181622127844,127.73220337929052,7.309508977345557,16.27900319146839,26.13574534801591,26.13574534801591,2.5673934771323297,6.163962003090506,6.114982785851129,6.114982785851129,2.477090256408603,2.185128144877188,3.4229268204985632,2.955595378354232,2.10988722114112,0.4416477931129227,1.945980231883197,-0.1869333973328054,3.014220524607903,30.49725837407909,10.756090037112566,-96.68371258668358,0.0710212106312106,2.365899810735673,3.2444914408995102,3.8584764182575872,6.26272756604508,5.587698218759824,169.41419217811608,1807.341486057728
2022-06-07,0.3168226970204912,128.1368879910005,2.878831548934287,13.479917225130622,26.535372018334392,26.535372018334392,2.061959177104503,6.181100573895788,6.149442873336628,6.149442873336628,0.9355121864580268,1.7250410641266465,3.465648884472308,2.9980429396980344,1.4191596811974403,0.4164405927624772,1.9627904867510533,-0.2116532270384981,1.3592465764899768,25.604257838401,10.857913760007088,-87.10613132361952,-0.3747163738161911,1.986327528249282,3.4027011139330616,3.8790896100564463,1.6650998217447568,4.423452079497993,173.3147605551255,1843.6293789483273
2022-06-08,-0.3482471368256856,127.6906549473543,2.0879419974397253,15.81479846531785,26.09471620820882,26.09471620820882,1.983828848819258,6.257040675073523,6.216649024840038,6.216649024840038,0.5736877893186417,2.076097172381819,3.355179621346082,2.888835716754716,0.627473486363932,0.3689824425275241,1.9020380462492947,-0.2303872699838124,1.8137792454956,35.20553542877361,10.966118244761171,-77.95082489908454,-0.063801364066693,2.2042703252412887,3.615886880873175,3.839769533439479,0.9789277457878001,5.389056464681311,170.42225193011646,1795.8877741486276
2022-06-09,-1.0690936636359782,126.32552224625684,0.872575685657859,16.04578023489819,24.74664558704708,24.74664558704708,1.958916627092392,6.325092807212776,6.3126716426724645,6.3126716426724645,-0.0394442132184504,2.08912295947075,3.0885056359669747,2.6255182147772462,0.5417310176901825,0.3187074832410337,1.8509078595145063,-0.2485727527283633,-0.142631532242058,41.46089219479681,10.533599415109082,-66.67679461978771,0.1034194975341333,2.145525988780932,3.351685888473447,3.760557883041725,-0.06646149106432457,5.48184792163215,160.04266049453707,1657.4034381744355
2022-06-10,-1.134056499742686,124.89291945038929,-2.791218258914773,16.908238842015205,23.331948144556208,23.331948144556208,1.9980822956470483,6.353863546335729,6.398935060516308,6.398935060516308,-1.8723262189144951,2.214250427472162,2.8237263120065035,2.363291946659241,0.5432389336393918,0.2694121242352025,1.7740130542409058,-0.2631396299556112,-6.886586431914675,52.22127665379715,10.185292185988123,-57.469685194376325,-0.0359875575228621,2.269696761644985,3.5415719554394998,3.706262603246184,-3.214340683335679,5.836610335715625,149.0067145256784,1512.2551695713653
2022-06-13,-1.3648553152250331,123.18831180093092,-4.186991186263692,15.2139879693358,21.64864549493464,21.64864549493464,2.198221420072382,6.337123282806491,6.486773351874434,6.486773351874434,-2.336814094400285,1.951592700888324,2.523959587528842,2.0661198667388634,0.744931617868329,0.2039689347905888,1.62253193422234,-0.2677520042108331,-6.895713208867606,60.63415272552201,10.090620374407084,-50.055465813756015,0.2185607505841929,2.51524646068862,3.6166842660859815,3.6736102391306575,-4.413596365639949,5.130709433259415,135.63436858930956,1340.2451293340014
2022-06-14,0.7978082372887441,124.1711182998557,-1.196705102943072,19.27824468469172,22.619168409243432,22.619168409243432,2.262323837477817,6.183481361578616,6.441619945590668,6.441619945590668,-0.9488246899746416,2.656178311383457,2.690268961348341,2.225552588094549,0.8464040868801995,0.1199157292407089,1.5490940049392476,-0.2863221717012368,-2.536080280081345,136.96642788620275,11.18698422766448,-50.070044720078016,0.4173397982237644,3.0508591364212165,3.720958753592944,3.779441483206112,-1.844326316858465,6.813752606080743,144.2163749811017,1433.6163941430782
2022-06-15,-1.1806800043651866,122.70505473489268,-3.177908867310699,16.84376251495374,21.171428406316632,21.171428406316632,2.4302441572229263,6.061705514792911,6.51349012215615,6.51349012215615,-1.6984929130748734,2.307322166378832,2.4362917177618475,1.973551416403296,1.0048375689574542,0.0654415469183157,1.5275264582369923,-0.3085899029352414,-4.10788032374965,213.72214073423768,10.388534976112757,-41.6562808246119,0.1160653485983547,2.8143750020412965,3.498073299205076,3.5638867162523624,-3.546587354929548,5.802286259522264,132.6521659601883,1285.4707656310143
2022-06-17,-6.488391773705282,114.74347005755332,-10.706266375060144,5.730069575545848,13.309351413519982,13.309351413519982,3.574094424440584,6.298422002435585,6.934800769382892,6.934800769382892,-3.261772838784041,0.455219942320582,1.1523971112088902,0.7148005913610878,1.1432691311692371,0.0968947293921064,1.380122664387947,-0.2888781593564928,-10.19697269790456,29.59053932703369,5.790531943035764,-17.159482398975637,-0.4194300600622542,2.0009404981154906,2.9120077219128384,3.0426066395076496,-8.922385585050385,1.1935552577825261,67.10233887940484,495.6999690926217
2022-06-20,0.7679621264645498,115.62465645018652,-13.21704138276838,7.233131459605806,14.179524318118435,14.179524318118435,4.119969799413541,6.143045650221411,6.851711534233185,6.851711534233185,-3.439450767054154,0.7105240436889276,1.2911773085385418,0.8452676200874947,1.4752801777743796,0.1275019384528056,1.322006332280328,-0.2887573400503796,-9.605248887848877,34.23306099441463,6.691930470857799,-20.056736570079465,-0.5832795021256172,2.2227910299968627,2.9022236268469013,3.044715238682816,-9.220654942971915,1.8554430227867986,74.61045141687373,579.152990206732
2022-06-21,-1.0176710793036614,114.44797776094876,-11.971121966343642,5.127237016041831,13.017552320646455,13.017552320646455,4.470836241922917,6.089020794429527,6.892490036200634,6.892490036200634,-2.891246148229115,0.3700823878285466,1.1127701963876542,0.6665085422371906,1.6813534732513211,0.1661050883937326,1.2654270772572256,-0.2840579343326243,-7.688025313812523,13.566347526926087,6.061003141964446,-16.172417423246863,-0.354582248995617,2.0385960511388124,2.5074122584095413,2.970419828888753,-8.054898145581863,0.9745474095858246,64.96700394039782,459.39034864124454
2022-06-22,-0.4418172802073794,113.942326818353,-13.936516630358769,2.9017921870986,12.51822124482643,12.51822124482643,4.874216512113193,6.026107254696977,6.8942691226534905,6.8942691226534905,-3.0555591684161514,0.0037414535575759,1.0378735106145092,0.5887362665448966,1.7862798622082858,0.2239586076210148,1.2191458099734265,-0.2784688950294625,-8.337695154901903,0.1006721762825631,5.869174334122967,-14.575797643027013,-0.7178078373672397,1.9540061093901344,2.5296146375007287,2.9770542423650856,-8.182011069539309,0.010084171321675764,60.872892871172866,405.89062638267757
2022-06-23,-1.997092162161296,111.66679354007944,-15.890948232988723,0.7635855835674501,10.271128667342674,10.271128667342674,5.278008551788111,6.131294149210697,7.011554678688425,7.011554678688425,-3.192428099634341,-0.3459479460265807,0.6978819501620368,0.2533155467696136,1.8570055468250832,0.2838772074443844,1.1364952437580431,-0.2602668930799648,-9.07356622582336,-7.471922936327277,4.305550313303897,-6.824286355127381,-0.7028978959754649,1.876085547806344,2.385855951543341,2.856229598554639,-8.517848880264056,-0.9750680157214826,41.807241063616075,177.6135807137001
2022-06-24,-0.6174367128534031,110.9773217606968,-13.131719083672474,2.84539950344539,9.590274235272709,9.590274235272709,5.462953500684265,6.1663145107535104,7.034706521333452,7.034706521333452,-2.579595075578567,-0.0072561009160441,0.5966605133232608,0.1506234490873798,2.0073120839947385,0.3267899150983912,1.1105682700562516,-0.2522740134053821,-7.020436961867442,-0.1369179350489543,3.7794449177669263,-4.2001621382146,-0.3137316752719745,2.0272095906847385,2.177376726006648,2.7452112754711626,-7.054157736692173,-0.021191449906081156,36.01443215639647,105.95917595607283
2022-06-27,6.34306968470375,118.0166906141957,-5.78524342365964,8.042133217840323,16.541661697673998,16.541661697673998,5.070629981238928,5.650910516271413,6.590418847542848,6.590418847542848,-1.3307038043737656,0.91074549982737,1.6893714584089623,1.2101321707752344,2.086050270653726,0.3495110858863274,1.1277757988818755,-0.2691378513447321,-3.2345848523064524,14.724973056491764,9.872233036954473,-29.63268758536571,1.057330329143054,2.467574861034626,2.9644938492449846,3.2322244710961887,-3.377609534743493,2.4886386242878076,95.93430562904543,797.5277866295045
2022-06-28,1.373656797701095,119.63783490723948,-5.133154421736086,7.628514017569397,18.142544155737923,18.142544155737923,4.965740148454703,5.44906945810854,6.4819827726217065,6.4819827726217065,-1.2278515934632728,0.8675743406679235,1.962284178715412,1.4718408794552154,2.0034930987737463,0.381773049160978,1.0916220721892504,-0.2778142494633159,-3.043280736897217,12.382940212154304,11.651919254355551,-34.34110108858494,1.5374654731267416,2.4796783859643527,3.1285090380892924,3.2473491761247595,-3.0520805505910027,2.5019989500506883,110.05827062377736,954.0447224669088
2022-06-29,-1.3010086286857292,118.0813363519235,-6.288701889857354,5.840052504722007,16.605499462122918,16.605499462122918,4.979192176281568,5.435485849728005,6.543382522406168,6.543382522406168,-1.4569660189433535,0.5397055280906008,1.7066692406373585,1.217669554881674,1.952141336134822,0.4137487864589292,1.0375722151912772,-0.2772248565778112,-3.716182669946714,7.090200278442729,10.762999931196097,-28.74084878908571,1.510539958713674,2.3993415119849555,2.952332767135511,3.180427679997333,-3.631402889728783,1.7859764040156019,97.03013656522293,796.7677683478845
2022-06-30,-1.042759041830199,116.85003254039988,-6.479761169264996,4.769385791275567,15.38958507321036,15.38958507321036,4.9880004182265125,5.419991375648295,6.586057926180526,6.586057926180526,-1.4930527003393976,0.342702609949107,1.5087045065994718,1.0197339243772847,1.9749457979466645,0.4375919617907566,0.9806647350206884,-0.2731018409355848,-3.7709123467945744,4.24469677810146,10.132326491524251,-24.59165662242557,1.9402295577438065,2.518156552807596,3.024619817210965,3.1354267546613044,-3.727929940629174,1.2227053217887804,86.69058540084932,671.602669524019
2022-07-01,1.7582925927277726,118.90459800715772,-6.963358586642069,7.71456065185169,17.418471600331923,17.418471600331923,4.832619451774785,5.239740539357502,6.451122380146597,6.451122380146597,-1.6414947283017782,0.9155357730186732,1.85242798508046,1.3500231981681818,2.1518389897509977,0.4617185012235461,0.9555672638117352,-0.2816069631876968,-3.686483696856372,10.389815206463531,12.50591149857227,-30.92666732681253,1.2698208442318584,2.796572510609543,3.14467988486122,3.2363922588248184,-3.9708932630319733,3.515605051570696,104.68668708815565,870.9164867419842
2022-07-04,2.243938538339041,121.57274410569744,-4.822166306254865,10.261425989144616,20.05326993570045,20.05326993570045,4.507044835858894,5.008754728172528,6.299942009844199,6.299942009844199,-1.285388044413209,1.4651515608666958,2.31271551777463,1.794969393479046,2.3273834028784,0.4627465613636249,0.9168187636448684,-0.29028349900783,-2.489190882981476,15.858756003188937,15.89187986219126,-38.95572131042206,1.810233216173108,2.9688598947360503,3.506683778076374,3.397138946698373,-3.367473036385617,7.285973720918753,128.1539201167107,1130.8203088363202
2022-07-05,-4.041838178057578,116.65897052032112,-8.957543491680168,5.47515616144192,20.127152271636383,15.20091103743279,4.462460540987549,5.109240946730422,6.472365757264561,6.539542830420617,-2.225331327213889,0.4984819239785285,2.26019203176222,0.9817310596168692,2.243613284850724,0.4423121224890913,0.8830913138905595,-0.2887874284468229,-4.426098430316678,5.75807021264463,16.565432454285173,-22.231135014594027,0.5527941042998319,2.494772745668353,3.2294504859160145,3.111173889956877,-5.772275660792384,4.221383499438409,129.18904389539333,642.0072312318732
2022-07-06,-1.4266404910897037,114.9946664103898,-9.94277031643306,-0.9808841069731058,18.53152088847116,13.557408194468527,4.23048708107884,5.096887671502442,6.403195762069264,6.607949842987318,-2.580661373090129,-0.7680426321448454,2.033061300612035,0.7174367144126742,2.308113678653081,0.468949786973743,0.8290333195736045,-0.2898597981679863,-4.730033317019265,-8.347646446817837,15.70273377046122,-16.355444440105064,-0.327665110782924,1.8335908001336811,3.0264799607588126,2.913671360648272,-6.291575849280297,-9.235985290071454,115.42365227308255,474.07858243565676
2022-07-07,2.7909603840197583,118.20412199363946,-6.428946509150904,0.6891544434517602,20.85514147349874,16.72675047029576,3.711108803065871,4.939699082267722,6.064542401175041,6.406255057383023,-1.9954697511730104,-0.4555013849021012,2.527254044744055,1.2291631559407332,2.635724175571037,0.5118806781353334,0.8033066454352442,-0.3066743317513526,-2.809628347482688,-4.395633336208306,19.079437970523983,-25.676530015164754,-0.1570311424484574,1.833449791355228,3.225947485940774,2.946161198625938,-4.497237115231631,-6.627283700833674,135.89218955732056,787.4332684094198
2022-07-08,0.8520009357926073,119.21122221917072,-4.549254878676675,2.908553126871928,22.322909888003853,17.721263476622998,3.3289467338304104,4.886288981970863,5.858716825379521,6.332993085287324,-1.660431592967368,-0.0073865215121023,2.863994847108259,1.394765220869808,3.1795598445909508,0.4380631240291132,0.7121300395157057,-0.3099285404919952,-1.73844450122896,-0.0823915018176188,23.56217806787709,-28.50024229890464,0.1208842827111893,2.048196858962904,3.375494596640575,3.14629818723367,-3.3627226764443696,-0.10630764131659698,148.7723758967091,883.3038499367742
2022-07-11,-0.0637225629392279,119.13525777306148,-3.2901287213181925,2.7341300703945564,17.39992929765805,17.646248470411248,3.0476702009800163,4.861448759142261,5.693169151469304,6.317796798010536,-1.4011151204665693,-0.0444245375600427,2.079909943199266,1.3805769324539496,3.9544042192044127,0.3834573346527701,0.6060282512457248,-0.3033005107871053,-1.0798432745066204,-0.5632115843925704,19.53915366505757,-28.757632160359663,0.3188551799568624,2.2041872277505696,3.200584610053632,3.1838963137007603,-2.5977957797547058,-0.636112596192174,104.9895750009645,872.2204523264771
2022-07-12,-1.8512661839234057,116.9297470327788,-5.831767778389506,-1.5796717744674056,11.539416469202235,15.46830325582401,2.8981784128980967,4.94224855606996,5.686611310073465,6.41290001000277,-2.350976906291942,-0.9176433708207478,1.049076284230256,1.0148963099257189,4.185144790310634,0.4208314461405132,0.5249944150928839,-0.3048353650724967,-1.6280322092587711,-10.77681258380042,11.36333814518417,-21.350634807501965,-0.672790267246567,1.7749881063983193,2.6082455362981705,3.105054028667641,-3.992621015832432,-13.38148282972336,52.894214605279835,650.8428556074417
2022-07-13,0.3982083752355869,117.39537107860512,-4.327192280513027,-1.5834639265491464,9.342615930610602,15.928107710131131,2.540654170891324,4.93287014804598,5.593760955869722,6.36437959833998,-2.090307990112497,-0.921262083823253,0.6710707099509812,1.0892484277648438,4.808065391275722,0.4776550232610798,0.4607033839713043,-0.306165849327634,-1.1045502257858597,-9.51411795230805,8.147995579267084,-22.64259873011501,0.1477341967490176,1.8256345689392408,2.3331443497025868,3.185649002744069,-3.1120061202759137,-20.722529652390662,33.282791631670335,693.2390471190471
2022-07-14,-3.01575315414645,113.85501647248016,-0.7742955521804704,-2.9274294729112764,3.871513024421129,12.432002145320558,2.4026919586625364,5.146347862814476,5.725803744774914,6.538800919583378,-0.732356764422228,-1.145255757939719,-0.3025558314219121,0.5200388601126408,5.325037577536322,0.517968779546801,0.4114303540068643,-0.2908641522573991,-0.3304441861917355,-11.378841264150948,-4.210616197098012,-11.69078606054702,0.9329040909977016,1.8634910721824869,1.967696525148176,3.022393222639405,-1.0311109531461462,-30.54222948711391,-15.359940920687553,340.0430576723627
2022-07-15,1.8669305505764289,115.98061055836872,0.30785311637709,-2.656832660202056,6.151718987698088,14.531029541996302,2.333664196158841,5.065762594665582,5.594798441261389,6.394838787437869,-0.2903069950282287,-1.1111339383154923,0.0952218314656534,0.8543752283688346,5.0213439462542535,0.5672513512911079,0.3877204702442751,-0.2944850735965392,-0.1349198635750127,-9.922833554421029,1.3740490769611584,-18.553034904867648,1.125079181111291,1.849065524044944,2.1729136652427496,3.1136884931618405,-0.39699082675006353,-29.180693867143866,4.723550193631327,546.359184939911
2022-07-18,3.139268369600656,119.6215531804973,4.520460318097326,-0.6779471316341098,9.107903514333488,18.12646592578616,2.3215653695890346,4.90979779224984,5.400222253513495,6.183673493402112,1.5227347064339556,-0.7444926838362217,0.6432782702095908,1.4591893185487286,6.314459964186219,0.6225975792427674,0.3705428689446517,-0.3043679263405989,0.5598464764332366,-5.87106127185878,9.37501682296952,-29.64553597828185,2.145640712762964,2.0965883024818206,2.5861126151404923,3.2940321251920044,2.209595132322511,-71.210008051536,30.800521836908352,902.3150310965264
2022-07-19,1.05260649663248,120.88069742064788,6.089370645691694,5.201024612183743,11.288956027788066,19.369872780363327,2.3668606880811223,4.858313650979745,5.326298512135303,6.107771874424492,2.156459192898567,0.4565801546159841,1.0588610692646054,1.6750244854516791,8.547264554839813,0.6448258706440918,0.3602941384963909,-0.3213259139626129,0.597154616705136,3.440013341464718,15.653349680676412,-31.83891182335356,2.138647555645971,2.4742090202174967,2.885783379400935,3.2213044701993656,3.6979470594535258,43.213513113159856,50.00484011300141,1023.0667441214123
2022-07-20,0.8009070835643506,121.84883948895184,9.118239743507868,6.721917453635999,11.46848584506846,20.32591454710301,2.4153760816487915,4.7769422892901074,5.261604006681983,6.052283454916247,3.3671392412676484,0.7815980001486481,1.1031331485550413,1.8424133239465064,11.349090949086102,0.6262057188036244,0.3413815998096791,-0.3311227619662147,0.7166131299347679,5.962335424320055,17.002233856706972,-33.67575098560103,2.438512242265352,2.694842865778829,3.039671215441848,3.332151611446628,6.253215817637294,72.73616988181524,51.462828685945816,1115.0807677638688
2022-07-21,-1.0892791651223477,120.52156546745532,8.600174842333116,5.709025115495162,9.875607462713628,19.0152294296985,2.2148391675486567,4.772663280239203,5.295437165591344,6.105877874062624,3.4381018709327567,0.5689280501196902,0.7924329879998054,1.6057001830476,13.43042834188519,0.657152346739896,0.3290744164644481,-0.3446269975618539,0.5669843501577637,4.1319216577020965,12.751763388291591,-28.44875558041264,2.3047604559573607,2.2020830840870618,2.7009806972065378,3.1989179867103106,7.7984302757500314,52.89749863726003,37.20590944259489,980.4209220048645
2022-07-22,1.0745584751270745,121.8166401635417,3.219840795034911,6.553055424621217,10.867664369186247,20.294117664227283,1.8408170797502552,4.6601738442315925,5.222586314686986,6.033680978789853,1.2138678324133858,0.7626062814136878,0.99055165752845,1.830917534332774,12.169750515110008,0.6748447267610791,0.3120260638694135,-0.3552289046927944,0.1836117047503649,5.266215627330514,16.57951732123139,-31.0987426830882,1.5402488901747264,2.607413978957109,2.7398104261093783,3.305999691377296,3.757022323215611,69.23401063967216,45.868053938647975,1104.7172300636475
2022-07-25,4.314913085061356,127.07292230974048,6.214662283269963,10.421959185529364,11.943712317174889,25.484704287880128,2.3162119632219764,4.445880317387512,5.02864550704162,5.811597138024391,2.257707934219781,1.6683595399960067,1.2397359969207808,2.7878432671632827,12.827057565952618,0.7307721198616627,0.3065582418802733,-0.3843039159821581,0.4076796334477719,10.149986075820806,20.33607973674451,-42.15887811421338,2.062349644318569,3.2447369126106693,2.988505072280096,3.554130527344215,9.954278244215118,144.49885665204377,55.27487789901721,1620.18219527067
2022-07-26,1.4363864019030892,128.89818048629846,9.160502809806454,11.9808565888815,10.322689325721823,27.28714951673953,2.8623568697099544,4.3933120131492505,5.015720096292586,5.7715596689283215,2.8560976235174764,2.0419148840352648,0.9167319920288224,3.1132517758048386,15.35058146212774,0.7811128578115947,0.2915205616128802,-0.4030663704919255,0.532564233700654,11.484600592791864,15.772716167579388,-44.57905621479934,2.6714314036658613,3.530056838531745,2.953146918158036,3.7411670340248526,15.561825588472864,897.0769189860388,40.768359808771805,1796.8318388454684
2022-07-27,0.6473065609713169,129.73254686555893,11.024827332166154,14.596008465363214,10.62043921628953,28.11108758683477,3.338290115505608,4.3825164542688215,5.0555667526222265,5.7827156773606525,3.007376479643283,2.6424237863341062,0.9654150096467108,3.2435099504289746,14.708212915083791,0.8740820774691812,0.2999074354230222,-0.4391002322256567,0.6825774982697842,13.248716592257152,16.274088097776158,-42.71529474022668,2.316926693971279,3.798843484153814,2.9430537292021115,3.607301777132619,19.110655856105897,1158.0465722760541,43.27443983691431,1875.6295840020903
2022-07-28,2.1120009541524265,132.4724994932058,11.410745852932722,16.306198587575306,16.43200526274576,30.81679497904378,3.83222250930062,4.320430716450289,5.053397353951274,5.737049630399152,2.720461474004136,3.074971243467856,2.112872237486432,3.73467760691179,11.63297154777638,0.953509847170226,0.3041365515750194,-0.4758094869039073,0.8961952372656314,13.9329449526997,35.106543159174905,-45.03069269133845,2.160589662928173,4.087863342455524,3.56030070320836,3.7928956013465274,19.845270088183415,1328.5200212479865,94.66822719845173,2142.6030784393274
2022-07-29,6.412479757625489,140.96727170762813,15.95302281329502,18.633663428987767,26.078478224312224,39.20539547664939,4.797791422516137,4.321314266347236,4.968332607501231,5.568225130268174,3.119704326136897,3.61168111609376,4.08759885565643,5.347960311283079,9.52862801590321,1.0193953051996445,0.2940550762703412,-0.519989121106325,1.570812779315671,15.310261929660609,69.06376498758951,-57.26782694531458,2.9180157561956577,4.94024086049497,4.8175419817847,4.294140025494314,28.491710001178223,1560.7209132472874,180.06383280957195,2977.8647000963247
2022-08-01,-1.246840301683927,139.2096349517931,19.330416110215744,17.8787356223111,20.9482545690778,37.469726503728005,5.597033644010462,4.610140772590286,5.200057116889775,5.781581368858781,3.277644037976864,3.2204710979125006,2.915971742725198,4.844173267329251,8.812852750475406,1.074172959801925,0.2751904650876348,-0.5389764954300322,2.0816283300157483,13.82163363912339,55.100817568584354,-51.96327139937463,3.380879210199397,4.654899936275274,4.272358382874362,3.976243722778113,34.920738538893644,1484.6825115435022,134.44324433676113,2800.698190991456
