,BB ACOES PETROBRAS FUNDO DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,-0.7961610516579953,108.4397308587794,7.378318672260824,7.378318672260824,7.378318672260824,7.378318672260824,4.838282932149439,4.838282932149439,4.838282932149439,4.838282932149439,1.3808689406519812,1.1167132458150488,0.8416874574764942,0.5340292099414017,3.6276749718172376,1.609780439297123,0.2068900722129263,0.0570176180909103,1.841685012851352,3.356342582775604,19.683506396196925,45.31554453237741,1.6504055420130896,2.5305437977751764,6.982034163898249,3.9288175336779534,301.2494217914656,540.2974637332152,407.23220597127784,258.37844117287335
2022-01-20,0.6612755844312979,109.15681632277152,8.08838527661332,8.08838527661332,8.08838527661332,8.08838527661332,4.858668771845416,4.858668771845416,4.858668771845416,4.858668771845416,1.521219407726156,1.2558507195379762,0.9803434705280968,0.6720493481681654,3.3198757528874245,2.5592745862859894,0.239649207824699,0.0833566772055035,2.2263186280438134,2.384176635760533,19.875568332450435,39.172209000530415,1.530896940430596,1.7979161068449387,7.216503939270399,4.207274623890077,348.0854983020341,610.176267311876,476.31642059374207,326.52651810837324
2022-01-21,0.2820521907639373,109.46469551457808,8.39325093524739,8.39325093524739,8.39325093524739,8.39325093524739,4.8778327502395165,4.8778327502395165,4.8778327502395165,4.8778327502395165,1.5777430847132732,1.3111045095699183,1.0350502133699544,0.7260472813273352,3.058101738569273,3.197489347037417,0.2692137410389176,0.1042204035836416,2.5165830139055045,2.000115660023192,18.753878644658435,33.98122714271199,1.637884200720087,1.5789094457039008,7.36840220157372,4.3706240304367885,377.24285548126596,639.5348515766867,504.8801828918362,354.15372070808394
2022-01-24,0.2822545164714363,109.77366456160968,8.699195781562336,8.699195781562336,8.699195781562336,8.699195781562336,4.885158183513505,4.885158183513505,4.885158183513505,4.885158183513505,1.6380046327666982,1.3694566372722898,1.0921888014590442,0.7817312106455598,2.8528660212478507,3.3013008826452626,0.2761167704546049,0.1174225892119344,2.8048676933286947,2.0264776027252163,19.323400938685992,32.52253801098213,2.3905815171191325,2.6181680316352285,7.989664498423708,4.618351470147043,407.0464123412511,669.0012298537613,533.5515061389457,381.88806209930766
2022-01-25,3.285948972077679,113.38077116388388,12.270995888003275,12.270995888003275,12.270995888003275,12.270995888003275,4.987841154666251,4.987841154666251,4.987841154666251,4.987841154666251,2.3203850090548115,2.055103556004086,1.7819492841737845,1.4760035985207782,2.839256739192883,4.274204243546687,0.3522113143793187,0.1751450654701636,4.076317468255539,2.3982312284712823,25.235077955383147,42.03413595110145,2.696845577354153,2.5149123829484217,8.151330372278856,4.906198553189956,609.4028087869909,1025.053009373814,888.8079975130069,736.207149313742
2022-01-26,2.834810791356745,116.59490150016116,15.453666195000082,15.453666195000082,15.453666195000082,15.453666195000082,5.291135563793817,5.291135563793817,5.291135563793817,5.291135563793817,2.78888755956396,2.5377535545940018,2.2776795953537494,1.987498644671886,2.8814154037792243,5.057310267937037,0.4313529804994963,0.2595694596853908,5.1212269256549225,2.655086868999604,27.93886226530387,40.51372135443598,3.149694843934717,3.1998097769281326,8.293837869835945,5.327364776189211,802.4648935052438,1342.7598084856495,1205.1511509903733,1051.6124761815427
2022-01-27,0.2649262488607418,116.90379199906845,15.759533262022735,15.759533262022735,15.759533262022735,15.759533262022735,5.60667274614782,5.60667274614782,5.60667274614782,5.60667274614782,2.6864862457332648,2.448486499910129,2.200616441006233,1.9250930940787263,2.750830702002656,5.5038085574116,0.5387805714633057,0.3534049190507285,5.475527521882052,2.494247825875161,22.90011347477618,30.54107739462243,3.048573124921689,2.816850612495136,7.626142195092708,5.047774705740989,844.3071100072591,1372.7862528356989,1233.8136224514458,1079.3366984368574
2022-01-28,-3.266847593613653,113.08472328330376,11.97784573527394,11.97784573527394,11.97784573527394,11.97784573527394,5.803456496906636,5.803456496906636,5.803456496906636,5.803456496906636,1.943766046341116,1.7128709547015954,1.471054839309827,1.2032565090463525,2.5078778305012968,5.3452261323286026,0.6088349098839593,0.3840647827818091,4.49805072356735,1.8597102955670688,14.02219653620997,18.181950332158905,1.610262555408684,1.131940655158491,6.019883416807033,4.1708730482021625,650.6585398155381,994.0572070425645,853.7202764498562,698.3046804870252
2022-01-31,-1.3910834967007069,111.51162036042004,10.420140403289547,10.420140403289547,10.420140403289547,10.420140403289547,5.813793760379888,5.813793760379888,5.813793760379888,5.813793760379888,1.6723772391756058,1.4409289088772157,1.1971955326587362,0.9282580759062492,2.3498722194031547,5.008426175721515,0.647509941194895,0.3908552392271505,4.1376106657365375,1.6726339184533408,10.749252598163682,13.807416322209336,0.7719565660029539,1.2029150965923168,5.744049579911698,4.46982511996427,576.1782058942244,837.7263499581356,696.0247917726037,539.6701009725991
2022-02-01,2.653338004640005,114.47040056303295,18.096394019242265,13.34995995338689,13.34995995338689,13.34995995338689,5.719222191525812,5.710159966690308,5.710159966690308,5.710159966690308,3.0422161250971347,1.9791878982463773,1.7286406034905322,1.453176851879444,2.6235729165054296,4.8204932514274175,0.7255998137602342,0.4429777882509614,6.63183777535279,2.3444653718326163,13.603661665366282,18.73202788989961,2.2775834657451544,1.7970777544440504,6.781405483066379,4.223404554004527,1057.859980368428,1130.1479503124397,987.0814370847011,829.7872284123052
2022-02-02,-1.6962890824356205,112.52865165566192,16.198930178313393,11.427216957752456,11.427216957752456,11.427216957752456,5.456547085093848,5.758839797266687,5.758839797266687,5.758839797266687,2.840925935651064,1.627607813933867,1.3774891325850172,1.1020402410098225,3.0257923417244954,4.508215988788171,0.7551241052422099,0.4377575295202041,5.123169200801613,2.079122357166416,10.505212563024324,14.497690548173251,2.343087548479288,0.9168904913709504,6.228101239541565,4.692353507747252,965.769804769586,937.3132653224587,793.2739237032965,634.6473198116737
2022-02-03,-1.1653311941108524,111.21732017560616,14.044928887697758,10.128720839814198,10.128720839814198,10.128720839814198,4.98632686520082,5.737226521307512,5.737226521307512,5.737226521307512,2.675755325609295,1.4054708093183712,1.1527002060760323,0.8738752074613033,3.317589612804463,4.257255599189019,0.7762302184950246,0.4308105085275583,4.021651928645635,1.8940616118235751,8.519769052843744,11.637645594337632,2.0689163096420136,1.001536123301985,5.864150625062676,4.626283758999086,831.2333259873586,806.3504402144894,661.3302193416048,501.3620016560094
2022-02-04,1.762043133825708,113.17701732938536,16.56453821646067,12.069236403742208,12.069236403742208,12.069236403742208,4.339878221679198,5.605580220309824,5.605580220309824,5.605580220309824,3.653638353533807,1.782667667911456,1.5222104151845202,1.2344426467143883,3.394910713940636,4.097493430541886,0.8197367432445722,0.4330829309635688,4.670622250912746,2.438780388064896,10.40928403518217,15.97792660203267,2.6266902466140194,1.3968055042902865,6.779872870918354,5.519468361259727,987.8679713148034,999.2886618630299,853.2872594507951,691.9767283529084
2022-02-07,-1.2856538928039396,111.72195260033074,10.88659372263451,10.628413903281851,10.628413903281851,10.628413903281851,3.503057867561049,5.602874904310276,5.602874904310276,5.602874904310276,2.904018900793584,1.524383410688578,1.2620486471609889,0.971744924182974,3.718310698394438,3.8396920404977406,0.8429436963755811,0.42474164422622,2.7359053836904,2.224378795541836,8.388580071955895,12.818534097390904,1.35422220695477,1.2772502661194236,6.542329402302643,5.150409653792263,1017.2946257970953,854.0929556293939,707.1100693197039,544.4565249095677
2022-02-08,-1.3106329096792324,110.25768792221456,6.019735724077503,9.178481503209271,9.178481503209271,9.178481503209271,2.880728844551859,5.577439679378457,5.577439679378457,5.577439679378457,1.8400319785008263,1.2693748004045176,1.0040834101904896,0.7100465988013204,3.283864433049204,3.5734735526419352,0.8677235489479669,0.4149800194091537,1.6141449513015675,1.9812267463250128,6.453915720268057,9.54321145389306,-0.0743989070839567,0.915956748703906,5.751037448254529,4.969479734092611,137.42654145510144,707.9861379779265,560.0214653402072,396.02420743621997
2022-02-09,0.1647258380731875,110.43931082268456,3.817926134643521,9.358326671861027,9.358326671861027,9.358326671861027,2.469086728304073,5.475878731048995,5.475878731048995,5.475878731048995,1.2528390400196705,1.3237271885131354,1.0517219656357064,0.749776506318583,2.70641869951825,3.317665291427399,0.8918863241805659,0.4071483881789357,1.142974753671489,2.184840519030093,6.45721521505879,10.084002155464171,-0.9323724613249572,1.3695109985404024,5.679650128239248,4.9090645336511605,5.14275201372474,724.8569557290361,575.9101942601607,410.5685223990151
2022-02-10,1.6494657837178517,112.26096946647854,2.890863107697398,11.162154851959762,11.162154851959762,11.162154851959762,2.204288465919644,5.331506926386807,5.331506926386807,5.331506926386807,0.9802934588074028,1.6958168968458365,1.4146034332870658,1.1019586428648511,2.5511692716010264,3.147121924767926,0.9529686375207072,0.4113017585685978,0.8470036028262273,2.872865985986252,7.914182802785752,14.284160022734008,-0.9033338356308116,1.2976065002485877,5.667362663922791,5.284245990774982,2.37344119704221,904.1259531417359,754.196800266055,587.510013702576
2022-02-11,4.349942655851424,117.14425726317324,7.561238966726541,15.997644843028782,15.997644843028782,15.997644843028782,2.2995270463667774,5.209675803325116,5.209675803325116,5.209675803325116,2.9683362427838045,2.661511123725086,2.371835042855766,2.0492955823661414,2.2411851140315093,3.110467768946996,1.0434771702861527,0.4294150787465345,3.0456071791025354,4.457725053439542,11.841650190445232,24.86211159719341,0.2242865910514754,2.0979792525249272,7.417022682147479,6.522983160586525,7.4973115829647625,1386.561010155122,1235.6491632244272,1067.616560931394
2022-02-14,-2.480623091833234,114.23834976674642,4.508585204286783,13.120180479069893,13.120180479069893,13.120180479069893,2.3076503924333545,5.326103656866086,5.326103656866086,5.326103656866086,1.632682089491094,2.060982250582021,1.7757928260189622,1.4577758848476747,2.3411603232554272,3.0292940081478688,1.1224066663888008,0.434302373881658,1.6093128809282191,3.6236182661822287,8.426586323588255,17.877557061877955,-0.61863467802943,0.7109019297642126,5.847224989449278,5.826495067283228,3.6347765616608245,1097.7005101560994,945.8056664496155,776.4265471178394
2022-02-15,-1.923155598216142,112.0413685478975,3.321326658223179,10.94470339547446,10.94470339547446,10.94470339547446,2.271355278818678,5.364698478161892,5.364698478161892,5.364698478161892,1.133659890607967,1.6385610864224385,1.3535904699041288,1.035350146320554,2.508973586493394,2.922510178339493,1.174903100594201,0.4378881987976089,1.0262939358067211,3.007820548190617,6.180598834300976,12.684382382494338,-0.7818088136310899,-0.3103172052306238,4.229384674299572,4.925922437218508,2.1027502999694327,41.37307543956967,726.1604733949121,555.4341354330568
2022-02-16,1.942997746168196,114.21832981355917,4.636919306826421,13.100356481941528,13.100356481941528,13.100356481941528,2.098103417854806,5.242111517370837,5.242111517370837,5.242111517370837,1.8517105283553208,2.0859716834173807,1.7924606712977298,1.464206955413586,2.611171364283339,2.862246555701039,1.2473028482209505,0.4420605344300491,1.487868717297428,3.820389324871926,7.533277698231961,17.363088416576602,-0.2417408270645254,0.3436576874255274,4.322848679219766,5.88938656611094,3.1295001548529577,52.317229153070784,939.6278729444091,767.5536144788048
2022-02-17,-0.4535821643911086,113.70025584105944,3.8693391568583744,12.587353437076674,12.587353437076674,12.587353437076674,1.984313031345216,5.231567460882528,5.231567460882528,5.231567460882528,1.5683225663628977,1.9899865456032764,1.6940032628830306,1.3625101063441205,2.943408917323343,2.744529436921515,1.2465726884618822,0.4275452889331502,1.0572920695696877,3.793272799161396,7.109326580596496,16.672066613714968,-0.0870984507658922,0.366593347161315,4.67823692206811,5.966101180204405,2.5023142309676123,50.60648608065309,886.2292348727693,712.8063537473492
2022-02-18,-0.2706432745305798,113.39253374550154,3.2966642758480527,12.282643337027237,12.282643337027237,12.282643337027237,1.8579811478158847,5.204469309785008,5.204469309785008,5.204469309785008,1.363797797146132,1.9396585244151232,1.6402430601403264,1.304431287948474,3.8327257554234255,2.699979131470085,1.2568852886241682,0.4194726431185172,0.661124942984711,3.738878254323734,6.791864575352487,16.184303592196464,-0.3206009686070825,0.8792405848307805,4.977650054378417,5.930505652680317,1.9877368002013678,49.83195488255068,853.6594667088174,678.8872604851164
2022-02-21,2.645493528488152,116.39232588752752,2.656142388810049,15.25307340012372,15.25307340012372,15.25307340012372,1.7835681598682227,5.099652580200336,5.099652580200336,5.099652580200336,1.0585135057519703,2.5598168514579567,2.2523167453783413,1.906955505032522,8.00963100236064,2.6427503071672054,1.2868656215912435,0.4277616275411675,0.2357076106369047,4.939617857946932,8.925588429189908,22.73418169242033,0.3199885052690908,2.1969141930261493,6.109318570115067,5.701772513432034,1.4809953837972412,65.4090988684316,1148.603290199708,972.4810561566335
2022-02-22,-1.1793540121192492,115.01964832237404,-1.351048079735237,13.893831654888604,13.893831654888604,13.893831654888604,1.8308716419817632,5.148219346919029,5.148219346919029,5.148219346919029,-1.16049506346121,2.269481183575304,1.962969019019299,1.6182421282110275,13.59299823160604,2.633986054846896,1.339246415568913,0.4426490529165512,-0.1563097019618987,4.43578162278092,7.545881746358733,18.820926821289323,-0.6917705612585539,1.9215393489737456,6.150821419230894,5.715570965249765,-1.5039044937967287,59.39732330366668,1010.5795081117822,833.1065432455435
2022-02-23,0.4423381967372908,115.5284241606568,-1.1764954882067538,14.39762757602584,14.39762757602584,14.39762757602584,1.7624564020370677,5.122000835857916,5.122000835857916,5.122000835857916,-1.1096009090756718,2.377280696095987,2.0672762495793613,1.7181462812201085,18.899225402283086,2.575941587958718,1.363144103050442,0.438197061404725,-0.1034763692310015,4.726983627808751,7.767770593438781,20.08308011086236,-0.1643839704331689,1.3030696040619556,6.74080718097052,6.392015576616365,-1.377501022382248,62.77989465948746,1058.8590678294706,880.0346688535566
2022-02-24,-1.827409338331976,113.4172469491172,0.2940482641323623,12.307114646871328,12.307114646871328,12.307114646871328,1.6473094432123545,5.171800999174399,5.171800999174399,5.171800999174399,-0.2977813830409883,1.948019736906664,1.6390950033378149,1.2907124250371302,19.85516215387446,2.586187757180767,1.4039034224768068,0.4358128523022115,-0.0247058211106341,3.895606726066926,6.03821676070052,15.31691361140698,0.1623727207907444,1.0246578179296617,5.754665043616102,4.624275749305246,-0.3455249987237593,52.6605322055302,847.7073176004277,667.5307809453842
2022-02-25,1.8221051643771304,115.48382846307145,3.562147236146973,14.353468382814931,14.353468382814931,14.353468382814931,1.6717205101706392,5.070809366938165,5.070809366938165,5.070809366938165,1.6582329189978633,2.3881735051575967,2.07115222221769,1.7131632601987328,21.347369635389025,2.694332868761109,1.482794513690924,0.4653345990204464,0.1298568408509378,4.494608932783804,7.082854698884731,18.668554466392376,0.835607552493299,0.9115721035274406,6.555836364571448,3.999570222835191,1.9526119667852582,64.1481567146101,1050.241808877626,868.7124306910059
2022-03-02,2.7867828865580924,118.70211203142242,3.696773530603029,17.540251269892828,17.540251269892828,17.540251269892828,1.860417652948264,5.003528308037134,5.003528308037134,5.003528308037134,1.5594719116542672,3.054964763178664,2.7317099175459987,2.366201994746964,17.967183576243936,2.9080631859711583,1.6457636529255082,0.5220051928004459,0.1614760077118936,5.2562828573876805,8.305073378847945,22.680538099122632,0.6347106769715162,0.8919716896125123,6.866069272542046,4.535284077371875,2.0435946261584594,82.02837222365078,1366.818790178719,1183.9358663250366
2022-03-03,-0.9353148349836582,117.5918735681536,4.499495762186116,16.44087986268846,16.44087986268846,16.44087986268846,2.011500870698148,5.0807132261442405,5.0807132261442405,5.0807132261442405,1.8386926207289933,2.789977828631436,2.469692464473685,2.107071773757628,14.805436245261465,2.994682547985076,1.738918202930927,0.5470936604613001,0.2498090394821266,4.733415655063138,7.215865097973582,19.56781480585783,0.5067873942843755,1.7225738363912564,6.345812671394474,4.527288886232784,2.6051701977723614,77.0379386465261,1254.7799168760218,1070.5427429365584
2022-03-04,-0.4879287787802999,117.01810897550764,5.215724305119337,15.872731299573411,15.872731299573411,15.872731299573411,2.08336830367088,5.116463921477807,5.116463921477807,5.116463921477807,2.1164287414946408,2.657259715418515,2.337283954452796,1.9745488085090923,11.013028220425348,2.9174905418590225,1.7844397488993722,0.5585435515280317,0.4003713119367353,4.660091701710197,6.701615470392145,18.08759175948832,0.9356354026178164,1.9471291775466584,6.594780856092452,4.405371025318546,3.1058211749625126,74.8074879741243,1195.8629027206707,1010.2707739933762
2022-03-07,-7.462142055121845,108.28605145353797,-4.321518618583975,7.226143486849598,7.226143486849598,7.226143486849598,2.491237087874945,5.472722631063533,5.472722631063533,5.472722631063533,-2.058391949788096,0.902298460885956,0.6013488357491625,0.259749596936273,9.733054786014442,2.725490261258534,1.7072252944576602,0.5123881184728684,-0.5268584714085588,1.811794845520439,1.92769834962738,2.7743373554397603,-1.3340697847734766,0.7871954188711289,3.558379896620363,2.593356120045689,-3.1312278420484914,27.499672575481473,329.10153825681493,142.15374975627722
2022-03-08,1.7307022729663224,110.16016060734982,-1.3979275841767658,9.08190878939063,9.08190878939063,9.08190878939063,2.5666449724606526,5.3169875330669445,5.3169875330669445,5.3169875330669445,-0.8588454406200156,1.2756540815496815,0.9640328413372712,0.6098771237027532,8.06149758064697,2.644401772499952,1.6927358037478406,0.4962516382718502,-0.2734419145122671,2.564904062098508,3.028086596566688,6.534404752239601,-0.2696639742264458,1.6220686770152963,4.198168894636912,3.955151875675009,-1.3403707007035752,38.21923730922777,512.5750598857375,324.2709063430265
2022-03-09,0.0572121998621222,110.22318565860492,-0.031292388095404,9.144316949060618,9.144316949060618,9.144316949060618,2.6360992567472614,5.253409528733063,5.253409528733063,5.253409528733063,-0.3177862647100894,1.3019171687256443,0.983575407326725,0.6225503947132662,5.782741560268134,2.652916569271545,1.7626961821060485,0.5071878857314841,-0.1448648755051595,2.5781074832980924,2.931375508457789,6.448324709069806,-0.7229659155485848,1.0825666560919072,3.6189408219623296,1.7739652863957471,-0.49938120486170323,38.98523651568742,516.7124417077721,327.0512175703202
2022-03-10,2.9815997678257933,113.5095999062921,2.780069035868057,12.398563649808876,12.398563649808876,12.398563649808876,2.455231382595356,5.058932592721775,5.058932592721775,5.058932592721775,0.8038530713428814,1.994137958464796,1.6604950483829548,1.282907490005076,4.484650510692111,2.551810115148528,1.807750444017692,0.5050638263368392,0.4400889842031671,3.953354308211931,4.646843013158424,12.850143241708093,0.8509946821783697,1.5845120791161498,3.4002111048764267,2.91104710331252,1.176533815180459,58.152658466165164,840.0332520317651,649.0142514633563
2022-03-11,-2.722984714685961,110.41875085114258,-1.641014347275932,9.337967942098016,9.337967942098016,9.337967942098016,2.5251919428573406,5.14376952780546,5.14376952780546,5.14376952780546,-0.9692087377001224,1.365160748078451,1.0340070505545669,0.6600060731010672,4.284773703653642,2.4198205103069514,1.716305388936733,0.4769956822118123,-0.5711942484384516,2.901897982355435,3.0989205024133617,7.117295299701016,-0.090212243816782,1.6622937898305354,3.399686394892304,2.8612792298455023,-1.4589515645232412,40.92544715692692,531.869395817858,339.49191269838116
2022-03-14,-1.4586911651567336,108.80808228780052,-7.116161876074637,7.743064663564712,7.743064663564712,7.743064663564712,2.7540774319344488,5.169615244114886,5.169615244114886,5.169615244114886,-2.876674973739285,1.0487486734683895,0.7162512861379391,0.3414909549990168,4.241493817694406,2.302700451926057,1.6436918061807215,0.4504070932901804,-1.8678762635784183,2.3544647872338835,2.2526994133038047,3.919513864211952,-1.868625145044608,1.5927157854503686,3.043069864095859,3.380685626070517,-4.442287888021014,31.939476839025055,370.27435674355826,176.5376846690268
2022-03-15,-2.0298904667130024,106.59939739842724,-6.686854619238206,5.555998465414614,5.555998465414614,5.555998465414614,3.081232732936669,5.248556904313369,5.248556904313369,5.248556904313369,-2.431909244391236,0.6152203056526254,0.2847689423362947,-0.086945742813285,3.880035884951485,2.2334504991533506,1.587972566345144,0.4302027146511955,-1.931239449720515,1.4457534582167433,0.9412165109836792,-1.060754995731066,-1.1469686310256415,1.041066572168941,3.07346948652905,2.778043627797054,-4.343266668303125,19.223851960666607,149.46259984331752,-45.63396787433218
2022-03-16,-0.2050202372170573,106.38084706100902,-5.052170961718145,5.339587306963975,5.339587306963975,5.339587306963975,3.395489386177905,5.234008288220288,5.234008288220288,5.234008288220288,-1.7254051017441578,0.5745243435108844,0.2401905271061584,-0.1351569303578054,3.8060875796388047,2.286384080159606,1.630287745299352,0.4337092695509537,-1.539269548386344,1.3152056130089806,0.7711271910436857,-1.63107533863778,-0.8877138327679494,0.5670751550321544,2.390037293842047,2.3016917245004223,-3.3095617378377398,18.0879814780786,125.7159209625633,-70.74124937031661
2022-03-17,-2.64628022621356,103.56571174075503,-9.326539873409644,2.5520066376848027,2.5520066376848027,2.5520066376848027,4.022629511998501,5.4020912199990265,5.4020912199990265,5.4020912199990265,-2.51988472952558,0.0389271500538148,-0.2878881639230464,-0.6535184920210749,4.330796518767308,2.2920132840240743,1.6076095218919015,0.4268321015345805,-2.3405769899134325,0.0917481661171249,-0.9673979293430084,-8.271089487321595,-2.975258235306033,-0.5216681820641106,0.95127734298889,0.8311769650678686,-4.296494993996536,0.684882620051641,-155.51981226703293,-353.03665078540524
2022-03-18,1.2048159646553147,104.81348796971658,-7.815961191649033,3.787569585730028,3.787569585730028,3.787569585730028,4.266665281692737,5.334368388962331,5.334368388962331,5.334368388962331,-2.0225592154814254,0.2693202908802799,-0.0645657949686291,-0.4368256059588359,3.893519598213594,2.2325286698775813,1.5483809475181547,0.4251739794805443,-2.216396493502096,0.6435096066455813,-0.2224373376854922,-5.480553411953936,-3.019731380226419,-1.0141554086109863,0.4935925019396467,1.1351981960901545,-2.8242732342938837,2.354546130502975,-34.441773568887825,-233.018870391613
