,BB ACOES PETROBRAS FUNDO DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-06-08,-0.4478844038940499,126.95559546891216,1.719557957868345,14.976482246265576,25.71294929937387,25.71294929937387,2.0610683256220867,6.194186347678909,6.20157262689358,6.20157262689358,0.3734540662847579,1.961824774370805,3.3017765725378667,2.834298957723543,0.1398388091059172,0.421089135188774,1.9220125719099048,-0.2115822715969856,5.504297069000968,28.85828015604868,10.6535240776402,-83.07459174146493,-0.1096598269594151,2.147402786343108,3.613251737613464,3.8461883193877218,0.5950825131257341,5.414095542282007,211.38823656480224,1757.7110832651329
2022-06-09,-1.1574201001792517,125.4861858886527,0.0313151461288397,15.328000687245014,24.25792235565475,24.25792235565475,2.0601577113063074,6.266622378125019,6.298518519193907,6.298518519193907,-0.4458534701514661,1.9940753252180468,3.017852318300899,2.55382453847427,0.0121352061151572,0.3690976605804862,1.869543526288722,-0.2291036045481082,-75.69121248776753,33.85585548557929,10.167187042038938,-70.20976899110445,-0.017252288042479,2.1057302058246408,3.332095282440362,3.75860748879004,-0.7099703154643974,5.56745248152913,197.14586970583844,1608.5311150352022
2022-06-10,-1.2203058925559285,123.95487056790978,-3.199782669986374,16.281023714059568,22.74159560718112,22.74159560718112,2.151265708560384,6.2975441699614985,6.385467303863737,6.385467303863737,-1.9289231749700235,2.1344558422843454,2.7372293882469347,2.275823908697392,0.1384256503990268,0.3193269124092737,1.791895904221297,-0.2428669192031739,-29.977293000240127,42.09425959184413,9.75418757342456,-59.83605838958019,-0.0889012081711209,2.246588597078179,3.5134071796909443,3.697283424502608,-3.187877559237229,5.988800292730012,182.1195379295022,1453.2199158338567
2022-06-13,-1.3228454532118517,122.31513919856756,-4.184284656725647,14.97853474358997,21.117913990491864,21.117913990491864,2.362952186825639,6.273337965560261,6.4669569556062445,6.4669569556062445,-2.1727601159788303,1.9339035110513576,2.4496254417487817,1.990382783936526,0.5752283520022157,0.2503270647825234,1.6394855613843464,-0.2472911873578697,-8.925374157287592,48.464716862112816,9.66255675699332,-52.05086330177149,0.2062250035729093,2.5421054224463755,3.600849044378729,3.671639531069636,-3.9442039313498185,5.405239242830202,165.8194261892154,1287.1719788897237
2022-06-14,0.8486787182122146,123.35320175409744,-1.3344827651201148,19.10621737711253,22.14581595047173,22.14581595047173,2.4356231722352897,6.106459682317092,6.415519208590813,6.415519208590813,-0.9378816895545204,2.661509715842881,2.627431575464928,2.1608245618056667,0.7528459011968962,0.1643057663832585,1.5657897540268089,-0.2649245011999742,-3.034254914933436,98.9155897059604,10.765390243679327,-52.32740429770574,0.3737307638832706,3.0930242038946965,3.717339105825099,3.7854646106925,-1.7548936455916857,7.241007280617076,177.24097277771733,1386.2811482659079
2022-06-15,-1.329242059725455,121.71353911436398,-3.692669967723624,16.123927818841675,20.522202390663217,20.522202390663217,2.626795724560534,5.978910730867095,6.493117475329127,6.493117475329127,-1.7673675707213137,2.218877886190892,2.3439489706610863,1.8797567866332263,0.9284176493357552,0.1137179969991344,1.5446050818132078,-0.2852850863631114,-5.000458125520568,116.66115438466088,9.853350996885911,-42.78345495116968,0.0336998115565423,2.79922380731945,3.468969707475271,3.55442757639742,-3.5665295749560317,5.910672619346016,160.74957573989954,1220.5481640656728
2022-06-17,-6.159033546062986,114.2171614102098,-11.001286915426451,5.333168777147984,13.09919951496833,13.09919951496833,3.7197796829996728,6.188752527270583,6.889009785939456,6.889009785939456,-3.2133367231085925,0.3991541900207481,1.1295516651430066,0.6890464580356574,1.1024295252077008,0.1426263144424402,1.395925885640374,-0.2664381602837334,-10.8423299484873,17.31985091193305,5.574430960082569,-17.815945686307042,-0.436962138267184,2.004016884465906,2.9341284395022145,3.0640579100485894,-8.194644673303994,1.1064607860135385,82.55464889763653,474.6847792374565
2022-06-20,0.8291100861578693,115.16414741558508,-13.505066383573238,6.83428743185824,14.03691638551076,14.03691638551076,4.221764975564999,6.034687266348231,6.802329967728224,6.802329967728224,-3.4247425830952927,0.657190245852348,1.2795860486539945,0.8304392754040743,1.4481959322187317,0.173280992824115,1.337342700542833,-0.2660563420820617,-9.983772199585175,22.8873204358828,6.508553508022255,-21.232051546876143,-0.5903945135600055,2.231590341667784,2.9336796848844218,3.071794275235973,-8.508118510889517,1.8181916057751237,92.75109126672949,564.8921969459647
2022-06-21,-1.2154451384624565,113.76439038457062,-12.431782884220803,4.412952889849414,12.65086022925058,12.65086022925058,4.543896299034145,6.000708490611046,6.856930437152601,6.856930437152601,-2.9461387542108883,0.2564955840391116,1.0650633642449074,0.6164874259351469,1.667902312295644,0.2136083995656718,1.2804172530895654,-0.2607132467142917,-8.026218851675182,7.205499559367928,5.703660570150254,-16.214026131357457,-0.4056002825309511,2.012381266543517,2.5004127278659056,2.9779460521298997,-7.47842996638586,0.7182363794810441,78.16161442676666,422.7211395016569
2022-06-22,-0.3954786168993474,113.31447654695374,-14.202156570083703,2.4271665433908085,12.20535016529072,12.20535016529072,4.914082631939468,5.946460173487748,6.85600250028959,6.85600250028959,-3.084827429158405,-0.0760249341779776,0.9980317564972973,0.5463876630927189,1.771574214669449,0.2711593503745212,1.233877473476158,-0.2545744892083868,-8.556851170350926,-1.6672087562422846,5.545532976330893,-14.714888345409497,-0.723238359991228,1.9506818061705964,2.5306201520541287,2.989571513320596,-7.536889478172234,-0.2184538548922502,73.55017890354053,374.60351842910666
2022-06-23,-1.9204313148275864,111.13834985511308,-16.06405204961293,0.5187889147187648,10.050523483804527,10.050523483804527,5.274564990929028,6.053203782874684,6.968060263963875,6.968060263963875,-3.2273309091342988,-0.3908517491095175,0.6705786247942974,0.223237251784899,1.839378859762334,0.3273057607619268,1.1504246956456576,-0.2366648932410158,-9.254627744097505,-7.228425435425844,4.061658522264461,-6.572713858386785,-0.702980958775212,1.8937284222594115,2.397270702819682,2.8750737868029383,-7.847777234917851,-1.1736712860464378,50.44219142550209,155.55306235988536
2022-06-24,-0.6492472742480992,110.41678714803444,-13.220371942279504,2.4129176580169167,9.336023459790168,9.336023459790168,5.422739401728788,6.095726842371232,6.994498371898492,6.994498371898492,-2.6150732603093463,-0.0782884893203199,0.5637403311803917,0.115139205309386,1.9836043234711696,0.3705727326163905,1.1243564456982342,-0.227921772289451,-7.149037053050648,-1.2878045355068852,3.5069668908831506,-3.533409625542215,-0.3225911060157976,2.0289310789192414,2.180035354687603,2.759882045442628,-6.476697213418177,-0.24432124425484197,42.74802891816847,80.5340984078187
2022-06-27,6.231381891790089,117.29727882787348,-6.039856148209024,7.169673983317761,16.14916862686691,16.14916862686691,5.028793176147986,5.596727949641811,6.558856490605887,6.558856490605887,-1.392405510802746,0.7636751556545333,1.637659315244455,1.1561138448979058,2.0510980615012606,0.3993181030280112,1.1420267793518262,-0.2428932891754973,-3.4138393783233543,10.703451848760713,9.40535950942288,-31.21858500590018,0.9600754874209488,2.4370190764802677,2.9620204011100197,3.242198058076666,-3.198015083643851,2.240537309270219,116.9404014108229,758.2784795487956
2022-06-28,1.3074163153026896,118.83084258867518,-5.288150581348717,6.581114546475901,17.667721807582993,17.667721807582993,4.91969171732216,5.411716840521198,6.453659395084703,6.453659395084703,-1.27084957205823,0.6800195722960841,1.8973219910849968,1.404726267924645,1.958523820490863,0.436196542771251,1.1056528490092334,-0.2506433515113792,-3.192296181544682,8.436732093057039,11.074606196907874,-36.16942089965063,1.4669617885229476,2.434169604632117,3.11814788019404,3.251445248240224,-2.8555057329802414,2.1337727381595046,133.86810496281512,906.5624876514157
2022-06-29,-1.1627294007219846,117.449161444771,-6.296367580570214,4.643080902991637,16.29956461096647,16.29956461096647,4.918866090905024,5.404395134884181,6.505101307912914,6.505101307912914,-1.4763930058538224,0.3213292359059321,1.6696826560327658,1.1778053053535886,1.893881303427244,0.4701623993204801,1.0510639464450782,-0.2500714480992038,-3.834548384949879,3.69359642909757,10.333771666599356,-30.63821516034477,1.495799818425557,2.335968946065877,2.963250103235248,3.198077351149862,-3.3167900262003998,1.1658719299881475,119.2394863967737,766.1742832322398
2022-06-30,-0.8841157772173425,116.41077487822832,-6.323467191189394,4.160937906595509,15.271341811405858,15.271341811405858,4.907089128366403,5.399720756065358,6.536959512037307,6.536959512037307,-1.4858204782758389,0.2313077586935028,1.501947808315138,1.0093046195691402,1.905693636799349,0.4908659064079447,0.9935050863524468,-0.2464620203953527,-3.825931605615796,2.54447760447689,9.882357067939784,-26.76998031117372,1.940467254504512,2.518858656841225,3.0638083643553657,3.1678574314971564,-3.3299773991226296,0.9009765508359572,108.23057433249546,659.7783433435687
2022-07-01,1.82866420664205,118.53953705110112,-6.554199451479876,7.139284625923073,17.37926757962703,17.37926757962703,4.743263787408172,5.228449605839995,6.39868668687534,6.39868668687534,-1.5861568228162557,0.8074848564043969,1.8614812998874968,1.35495942698653,2.0639756701166965,0.5111341016380785,0.9681052852611522,-0.2548159026046678,-3.645178733327495,8.259855614522769,12.303450660580223,-34.02441040018563,1.3450667030989356,2.801598745285733,3.197160823348031,3.2760915651359674,-3.436168097766653,3.3130302306456376,131.83826831553003,866.9960846714948
2022-07-04,2.163776029956277,121.104467139834,-4.480592537614405,9.866700514848628,19.91909203565325,19.91909203565325,4.436071399622255,5.01699947952438,6.253392982339688,6.253392982339688,-1.228954019872423,1.3840661857797767,2.308474101654597,1.7868739770349884,2.218943433440705,0.5082118788015321,0.9289428172355538,-0.2635982485050686,-2.4569025495856733,13.663315682544612,15.540026231280132,-42.39036204408296,1.821664913262536,2.99266977861246,3.5519189009689174,3.430566390810415,-2.8972500152055742,7.340301827537016,160.43199435395806,1117.4025188316004
2022-07-05,-3.904041536220737,116.37649844047608,-8.743473789989126,5.38342145396866,20.06286993674212,15.23740087272257,4.3867836676619945,5.11909372343704,6.414311045135062,6.4820027912152485,-2.2149219730734733,0.4796023832270034,2.270626895677628,0.9960751878044214,2.146198325161666,0.4800939647922443,0.8947751853635019,-0.2626113447245403,-4.527253340341922,5.113852140976675,16.27728105849172,-24.585998576645515,0.58825852849449,2.5368213978830374,3.2793461276168294,3.1542226462332064,-5.164263268762801,4.227093001905359,162.5137873312126,645.6562147608512
2022-07-06,-1.3360686739686711,114.82162850095123,-9.557646453584,-1.0047414355381816,18.56669565338169,13.697750058966417,4.123587960737147,5.10538648933681,6.339104440085373,6.543721542806343,-2.5541666230796527,-0.7714370615737718,2.0591653588279955,0.7459253357472688,2.2206450160201983,0.5027165409315616,0.8408227013540269,-0.2638413927123148,-4.742915081278399,-7.834403746163184,15.524395628229456,-18.5002347003857,-0.1967428659516338,1.8687075237156048,3.0866228759159635,2.962015527749262,-5.593305674543989,-9.515234081069025,146.23246953185537,488.1127688854457
2022-07-07,2.88763047058942,118.13725283237169,-5.856368176495475,0.9441632397332608,21.14079512959609,16.980920934043727,3.602734845419961,4.944530320674565,5.998254370672696,6.338801988636974,-1.896566725097947,-0.4034824032424801,2.602806083937033,1.2823406003868612,2.51850405793932,0.5425045689847527,0.8157103144822697,-0.2800274288207307,-2.71304983830962,-3.6774454829469936,19.139506626072144,-29.027524846667475,0.0265742347518191,1.901060947085418,3.3244325699663437,3.003288367967571,-3.835848043972437,-5.845162014004954,174.90063089652455,812.8503147842167
2022-07-08,0.8733146837593964,119.16896280834676,-3.861008234396901,3.018519057654462,22.7358296522529,18.002532493757712,3.2420013162429124,4.889421292139949,5.792026554467525,6.26613340541616,-1.492671103997535,0.0151087925725716,2.9682623864252946,1.4545345473533111,3.05762916702723,0.4623317191905947,0.7248718040796098,-0.2841801354774474,-1.5826777609472855,0.1597840879967908,23.7176483704342,-32.072289293513165,0.3293519395413707,2.1005322415753027,3.4922312276883503,3.206678233032818,-2.7303630435210184,0.2164383070175735,192.6005472444424,911.4307516502457
2022-07-11,-0.3109951440892322,118.79835312075129,-2.875184626252269,2.718337425001339,17.910083119866812,17.635550347799793,2.997902900492218,4.879872524139116,5.63809008269379,6.266754551799767,-1.2859631661484403,-0.0474930968470005,2.190712238986394,1.390114504827931,3.951123877871958,0.3990202531733506,0.6176934457675585,-0.2786862010803482,-0.9757205354439404,-0.5808232954262349,19.99605635011547,-31.25919534904312,0.4346471603079381,2.2403764096748398,3.3259473130546366,3.220165020026717,-2.1754167719319017,-0.6790251753102003,138.37002799580222,871.1506400653317
2022-07-12,-1.7194211194072715,116.75570914768508,-5.348456718265288,-1.3631293238826003,12.267993836834728,15.61289985118877,2.864716492425777,4.953460116884334,5.61529109305714,6.352785420116093,-2.2097263291673013,-0.8718510035279344,1.1921494931835397,1.0472611164186931,4.307347885518559,0.4258416871036325,0.5353319033171561,-0.2806682911314919,-1.4696373794639404,-10.141513394836366,12.504889750051214,-23.70422795043229,-0.5026651805557434,1.8283352385535487,2.7543631412196303,3.152212640537319,-3.5130242771756555,-12.65312656923204,74.99420004726976,665.3025151439177
2022-07-13,0.2670001070523176,117.06744701609908,-3.81723523288511,-1.0654001716629309,10.048672674189332,15.92158641755772,2.5415053916874,4.949398016906557,5.522626568987514,6.313027979156893,-1.888956317622224,-0.813513575424411,0.8075624567076148,1.0970756349383408,5.000142366295135,0.4704719519495992,0.4683695053539774,-0.2822301887676354,-0.9601311951155534,-8.558220017680213,9.522109848205618,-24.5397886344442,0.3001597274044732,1.9140867890336852,2.4712700058972112,3.220831570568732,-2.6642437927435774,-13.575567418936117,49.96276700630324,692.586917861706
2022-07-14,-2.979276164960376,113.57968447022084,-0.5581271081492432,-2.39516804989099,4.099508691046213,12.467962223375494,2.445858473792981,5.155674865564961,5.642531060787662,6.48352268577902,-0.6310501123659097,-1.0399459312377002,-0.2666143313571738,0.5300190685406182,5.585971205208399,0.5039767218276543,0.4165587146131013,-0.2679576174458465,-0.2763099214115248,-10.638632434817657,-3.611446821683352,-12.824381286615404,0.9661919877930074,1.9552842919182327,2.031247815664516,3.0587132805334,-0.8565568337469609,-19.00491525928238,-16.85319060463331,343.6390654778563
2022-07-15,1.8138543287170128,115.63985449352704,0.4130687272188193,-2.506971927695659,6.179904280856364,14.50796722458398,2.3735665956404475,5.071774883408779,5.514108812864886,6.344085730225511,-0.2410985351753738,-1.0802687689863082,0.1017267280086431,0.8575750333993983,5.315710122352592,0.5536692785417551,0.3907039123041289,-0.2713589460212821,-0.1076551234319079,-9.895582475346766,1.435696520437532,-20.049199083932542,1.1194112254562183,1.8942180184443784,2.209847093120029,3.1458057907150114,-0.3175828234137504,-20.0864977954261,6.28398430379203,544.0529531986789
2022-07-18,2.8405721202883427,118.9246879602122,4.535951503100084,-0.6104206577051542,8.795784515095505,17.760648617074445,2.3537332874354795,4.93040524238367,5.3357834987806,6.151420526040852,1.5085053882208324,-0.7276850248888919,0.5925515215285766,1.4073713487160242,6.574809636812408,0.6100885146707091,0.3733935461168043,-0.2804078429204012,0.5400337869329646,-5.880756603740956,8.467544936517116,-30.87407581788319,2.106589134241126,2.14036922193768,2.580255387061242,3.3008192580518134,2.116699009288001,-34.348853819328916,35.42003622010242,865.7333002253548
2022-07-19,1.3705090235635042,120.55456153995164,6.389373373664083,5.25567364751381,11.171948311960795,19.374568932578352,2.385938858401897,4.862859003806973,5.245753072435066,6.057205590304352,2.264953771998492,0.4673914319720146,1.0528140279754197,1.6897830923574215,8.828727273814131,0.6318046668128786,0.3632008784593533,-0.2967741785089234,0.6120974235010583,3.5974071618253767,15.205917026912871,-34.488726899538506,2.194972309602297,2.525266109953146,2.912697729791671,3.2566766051879554,3.7711302749915436,21.759986422671794,61.87058043526524,1023.5363593429149
2022-07-20,0.5487247082003766,121.216074205984,9.067728973850048,6.7454122253041495,11.047645295511211,20.02960668761912,2.4144706720958355,4.794274549577046,5.194127665773616,6.016158857054423,3.347481876955394,0.7836729567634505,1.0364414568123363,1.804224269348712,11.54771886982394,0.6154604544219149,0.3447989198650422,-0.3061688097935895,0.6999128493162169,6.104605559640359,15.61318477125969,-35.452663599119056,2.4338169051006893,2.750092748406804,3.0260854450283365,3.3447536324233487,6.13254671326683,35.97029144541813,60.30899337830136,1085.4499818154795
2022-07-21,-0.8212520316853045,120.22058473383818,8.878901332874234,6.027784132798766,9.82589790132625,19.04386110407316,2.1975536804568057,4.774009133290198,5.214198138530444,6.053435097574904,3.5919801397818265,0.6355373327735748,0.7952458699001512,1.624340681931567,13.611236484239193,0.6456704432234229,0.3328154071403063,-0.3193766927440178,0.5799303527967848,4.699086140695547,12.459067235307728,-30.78759695938232,2.417602671551299,2.2973091646753487,2.7361634277055464,3.2355565541817253,8.339315751176382,29.0476168989594,46.452986059268426,983.2840894423302
2022-07-22,1.0612798326205208,121.49646155427686,3.5799489709948173,6.954901596576531,10.67906135727832,20.307249593943467,1.79953832385017,4.659034628523729,5.143590416530312,5.983116344063041,1.4418235944398343,0.8490437039957175,0.9690970926983588,1.8485858529773769,12.303364841512655,0.665029212969338,0.3162213058549537,-0.3300469557874209,0.2108867653563696,5.948195870048918,15.763133053966484,-33.51130509283189,1.69899533611527,2.736703472781524,2.7561582034753167,3.3418976547099337,5.337728856216312,37.87147148733164,55.84166422202251,1106.030423035266
2022-07-25,4.397239130808983,126.8389515042898,6.739082835029735,10.949634257259158,11.86989663437116,25.59744705028836,2.2994565841257515,4.439353857290144,4.952346794913687,5.7604217034698895,2.5022219241631687,1.7896752924700363,1.2439308923916117,2.832182356595104,12.959645797989714,0.7217552173029808,0.31106717072187,-0.3584918525347512,0.4439743777066284,11.007889825323623,19.80400938399832,-45.50888562671992,2.308184240196764,3.4234356502180505,3.0258019477231715,3.5992788100175472,14.988440137785052,76.0641824453436,69.01317156865586,1631.4564715114932
2022-07-26,1.2972174527336788,128.48432852006786,9.39569677599275,12.356025275877425,10.197210055441635,27.22671905361265,2.8495039353805662,4.388631456132268,4.948398435471002,5.729301764018992,2.951518864388082,2.129579111455614,0.9038463380379348,3.125666732688518,15.420647413772468,0.7737186187536691,0.2965587597656037,-0.3773796901029317,0.5453963373750681,12.079246447385554,15.081637812985834,-47.45323713749239,2.834894939242856,3.715325109075709,2.98343889974403,3.773707545888362,21.908882341231603,934.5937876856315,50.10533238136393,1790.7887925327805
2022-07-27,0.7725859897376619,129.47698044122242,11.224223510806471,14.86444676489918,10.755158773852406,28.209654860223765,3.3285643729198866,4.370846642633079,4.985059218313602,5.735629170861842,3.076068300657731,2.7108944767640044,1.0060942835724085,3.2873225502786028,14.68779479112132,0.8683016900288512,0.3051825389520273,-0.4124847985202278,0.6971020156427353,13.646068133188596,16.434228511362008,-45.71044358737811,2.4524129629254814,4.003058862802442,3.011688231531208,3.649722204281328,26.67216894099554,1184.8904022296506,56.18672087439095,1885.4863113409897
2022-07-28,2.3622088444229528,132.53549712469675,11.806997413497673,16.798252092149763,17.200178128980546,31.238234666736105,3.8490604099120778,4.308734107000671,4.9796856914306415,5.683097559003524,2.8115082914939067,3.197517733728232,2.298409287172827,3.844289183013135,11.59210519226318,0.9494874214759856,0.3086946024594459,-0.4490238584008716,0.9335375307111046,14.510201404919586,37.076630913523786,-48.65547801823261,2.339978847977248,4.360715152641909,3.728721178856276,3.8591717122483207,28.190286816184237,1377.725371705432,128.21947175183965,2184.74704720856
2022-07-29,6.191949684584097,140.74202842087138,16.21538969191182,18.51206083437926,26.21288074370623,39.364440124236815,4.8252815771318085,4.326591337780605,4.913206844835971,5.532665544963809,3.1563044128910245,3.579170143165858,4.160816722345639,5.411079235722444,9.469134705431363,1.0154328312142882,0.2984002712102392,-0.4927791917733062,1.6083895740343774,15.25025197318681,68.50849403529325,-60.75275122883626,3.0637346096340217,5.131736760830908,4.9078267651780205,4.341753570173156,39.674087116436404,1548.5606537864367,229.01731470381023,2993.7691648550667
2022-08-01,-1.2879901277693009,138.9292849891883,19.379158894566192,17.554815467325195,21.366994704178648,37.56943989381568,5.625542842959011,4.624658181759519,5.14999938909762,5.750542190761369,3.269698098738892,3.140319649510543,3.025623611042555,4.887660044501112,8.747510923066597,1.0688139753327806,0.2783560836398859,-0.5120761064293475,2.102749787884686,13.58786963458944,55.97851336587687,-54.88773045082545,3.4800584719642105,4.79759081028621,4.387488155101223,4.015034299202357,47.91566169165564,1452.2904960449116,174.56081538001678,2810.6695300002234
2022-08-02,0.1634307496032994,139.1563381610646,21.19348939552079,13.966097840611653,23.66302813872107,37.7942706606592,6.113447410263833,4.836698558067726,5.318848225876967,5.882041344372664,3.305525652355248,2.2602972834448694,3.358411982130154,4.810492897130683,8.064209641319101,1.134743318900783,0.2683053487364944,-0.5467650887531488,2.505906733303416,9.63422866612011,66.57669590649961,-51.750776868836354,3.2723038048172897,3.798620443458339,4.344765023151942,3.952387693393191,52.641967300537225,1093.2376611642198,200.1134375159445,2829.551810773371
2022-08-03,-0.3449059536300702,138.6763796658935,17.38581720929754,17.48803260392245,24.68955325207528,37.319010017389445,6.397720699365764,5.060448488468647,5.491240543248251,6.030140233310462,2.5634887522292846,2.8559722826880938,3.4371644893979343,4.607560783908662,6.231069803763138,1.2087937036589262,0.2574078330619135,-0.5769429219505363,2.632049643036232,11.95613492797878,73.32448579160112,-48.15768874768026,2.722820758483397,4.187540486410224,4.346456389200059,3.90278975859058,42.72303444841311,1445.2500621037316,211.44404984167664,2778.4237660471113
2022-08-04,1.3591862229064944,140.56124991273782,17.951223708135448,17.86213642445889,24.195930613416504,39.18543108297739,6.676962871127046,5.20721535975231,5.58456378915917,6.09363288404567,2.5406947663989863,2.846625268688421,3.289324190774366,4.860296864160708,4.473274186127833,1.3290626619264552,0.2555955096715436,-0.6200217439082734,3.7923283743081626,11.1529661070214,71.86918420519089,-47.76746152640623,2.397826863660925,3.7506673968899658,4.034621234984179,3.786848002788642,47.603061534188924,1482.2990822573393,205.78827118329687,2961.6864797673743
2022-08-05,1.7793386489476817,143.0623105578791,20.424489733847555,15.13955944102408,28.05210366279937,41.66201125194123,6.9757675202987,5.382952278085112,5.690507231297826,6.155313519189341,2.786162759997376,2.247242678084123,3.903760794554586,5.208449660951116,3.712492342418067,1.3837732643281335,0.2427266196614607,-0.64260288162866,5.235195630005373,8.741894647947548,91.52015984753956,-49.890284542165816,2.403967747073068,3.2485511563807363,4.376727693630699,3.881249229838849,54.53833964077849,1209.680009340302,248.86215722163257,3205.9640612069543
2022-08-08,4.870045061770023,150.02950954845718,28.498649568119923,20.206874974973623,36.07169928531528,48.561015035320494,7.330501740390501,5.585757664791621,5.725199714022759,6.122192190436895,3.7525421184848815,3.072188731538389,5.278896839377222,6.357988838096716,3.488656392519116,1.5021275115355204,0.2376931900545317,-0.6814133241584726,7.884988785203602,11.42413118932561,127.15020850292096,-57.123669631132906,3.461917248310124,4.361965643137168,5.067902768237631,4.2520716314031874,77.1902961544638,1716.0501754877002,338.57781635315547,3892.482961148066
2022-08-09,1.4021812712136317,152.1331952326393,29.9534576949628,21.272979083188545,37.75275678503301,50.64410976447061,7.751409637211723,5.974624086977046,5.951601205486591,6.302988499241446,3.736231084479237,3.050065008038433,5.35865188255726,6.500741533794014,3.3339617616081325,1.571769648633519,0.2212393532811606,-0.7027377480589161,8.686679604001526,11.593932914861378,144.15409614527454,-58.30638703730156,3.470672307827624,4.861578776724525,5.0940125337452615,4.317208429492936,81.26767749047062,1822.299186387226,357.2843977361904,4097.409912404487
2022-08-10,-0.3512015634429932,151.5989010724665,33.47360646367513,18.388301351710663,35.041503554567456,50.11504529574302,8.078314659940261,6.400432846202711,6.247614333507997,6.565927004092775,4.020571210445376,2.395884836995647,4.668992971167772,6.154682953024906,3.376957422489062,1.647806397881372,0.2115822397029755,-0.7298580761620467,9.617959389826996,9.306129667989028,137.86633249872742,-55.3685714014397,3.597734556395402,4.0862998343779005,4.565986190040789,4.091183681159498,3247.9439350674647,1533.4700006425967,326.78500226631996,4041.11990028957
2022-08-11,-2.0192415802380626,148.5377530268273,28.4485817431928,16.357232269043163,26.799005343579267,47.08385988293817,8.039126890344015,6.825058373856844,6.595242653644763,6.8891741609266335,3.414879242561576,1.948703724202901,3.171426851178675,5.420993376888285,3.2532186650125805,1.6632796391971647,0.1956500756792462,-0.7305423723084074,8.438611225676159,7.996260134259028,106.90683133748782,-51.12115178289351,3.056853916879791,3.866722439435926,3.613183688004821,3.8636340418739,2745.264754615437,1330.0016671037029,234.3204331137289,3734.616749861319
2022-08-12,6.550187195137402,158.26725390553534,33.08191648018931,26.59193475223277,38.54126414526103,56.71812803910422,7.772633035685457,6.919636218283838,6.557531730854585,6.767009119571346,4.127843810571068,3.4006274365364924,4.97860308319052,6.937566994737332,3.284650313697949,1.8663574684361868,0.201167631464413,-0.7475559706431351,9.767924163614586,12.60803740585894,162.2892681874007,-62.8000858325508,3.59583594655733,5.088045808088917,4.607292249379439,4.2070203903492,3208.4215168194423,2353.1104774747637,365.7401074914207,4694.657912102471
2022-08-15,-0.2017958014834953,157.94787723203075,31.017752637826995,24.978194300879323,40.97282037795556,56.40187743655778,7.93377265283718,7.39009159862609,6.901181558249557,7.057510657888456,3.783607810997944,2.965287983876577,5.081399712002376,6.602393364740141,3.0657351220707527,1.923786269298261,0.1984846542307242,-0.7258785283191742,9.791545252507255,11.390948239352316,176.67694320489767,-64.19319448272309,3.6513671873993583,4.810533016659537,4.805393586534094,4.133654309662989,3001.8284179956636,2191.374981715319,392.8542858502364,4659.6461539225575
2022-08-16,0.9633712542201688,159.46950167793509,31.55804848699072,24.25961432014541,39.61813479346117,57.90860816484222,7.961509622318608,7.77234141081263,7.158804273487405,7.268471842608329,3.838067690914431,2.726534268544963,4.707732181746205,6.613400434153251,2.8874612470362253,1.9676142003475787,0.1953271657456111,-0.6881685182809063,10.5825880377407,10.770178015420024,172.53991851297917,-69.85108089457093,3.736018420548904,4.875557021110763,4.518619277050938,4.046517515239683,3055.68128523254,2119.155520341174,377.5521264803595,4806.93148395366
2022-08-17,2.5258852022496336,163.49751822291927,35.997939608174306,22.796089777052785,43.796965990534765,61.897198331556325,7.906739164001442,8.08888010311189,7.35094352647149,7.399974033777548,4.425963224526508,2.4384606582254205,5.151627133479064,7.030297253593844,2.8742040469335706,1.980504739472691,0.2007689678862448,-0.6264278961037042,12.17552275146548,9.959287401550148,188.6213817122349,-83.04869155718372,4.67672806839304,4.901474417808054,4.663114002358442,4.160991268765922,3499.4936765793846,1972.4415900540725,424.2405644771971,5202.4017126332055
2022-08-18,1.2862150333182942,165.60044788140476,36.30063440771488,27.46814645187853,46.041756376199146,63.97954443501792,7.771997633533517,8.489443102812286,7.629779764158267,7.621890654149532,4.5414147032687,2.873316587837455,5.256097322418271,7.094363767245611,2.92466556028207,2.031765672590956,0.2118156588334798,-0.5474265500913732,12.068342037471982,12.00574358444912,189.32908553545843,-98.7757442266564,4.492794171086328,5.973077195519012,4.684693548638124,4.155597408518839,3529.5864326698656,2439.285768881282,449.26241143900216,5407.246489470638
2022-08-19,-3.961351201955587,159.0404325488109,25.38769097553762,20.41997233420457,36.64168263335093,57.483738780580055,7.592286825101572,9.174467332279766,8.202771938866844,8.158039656320257,3.211305656203031,1.8901444552308728,3.741606466301475,5.827717497052546,2.8512720117289563,1.9713361373206533,0.2040533315709069,-0.4806510442905766,8.550974275576102,8.796606641308031,150.40942626019023,-98.91323656012746,3.105766112279329,4.778127425263205,3.766192714456342,3.8565098680683088,2438.115362496443,1734.106855780538,343.8297315973462,4754.27504467861
