,BB ACOES PETROBRAS I FUNDO DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,-0.7937552593072161,108.4191678169103,7.357894380955078,7.357894380955078,7.357894380955078,7.357894380955078,4.835944824558342,4.835944824558342,4.835944824558342,4.835944824558342,1.3773131368169225,1.1130297266197582,0.8378709673919997,0.5300639716577193,3.6238452760150817,1.6087169059359387,0.2067007541906055,0.0569851470673241,1.8379952311623724,3.345865469658181,19.60272367787612,44.98295173994288,1.644373252942696,2.5269931284614984,6.981162463016347,3.926724616106072,241.9907622901074,538.2550346026405,405.18977684070325,256.33601204229876
2022-01-20,0.6592176636673441,109.13388612196051,8.065616584055665,8.065616584055665,8.065616584055665,8.065616584055665,4.856381486551163,4.856381486551163,4.856381486551163,4.856381486551163,1.5172474731014878,1.2517538001072894,0.9761167911761878,0.6676774667528824,3.3164305011580755,2.557293947538276,0.2394279376282785,0.0832973772051199,2.221766003030555,2.377119762244352,19.79884035395828,38.926753726488,1.523650539189601,1.7929576025068763,7.215116590409722,4.204705263657906,279.6071409734238,607.8993980561106,474.03955133797655,324.2496488526077
2022-01-21,0.2822908642182931,109.4419611122492,8.37067594703362,8.37067594703362,8.37067594703362,8.37067594703362,4.875525802140091,4.875525802140091,4.875525802140091,4.875525802140091,1.5738593565634196,1.307094616288523,1.0309096997288685,0.721760557050572,3.0550051422163578,3.194919703332938,0.2689668687859901,0.1041416886369537,2.5117443489138056,1.994658432543711,18.68715973603362,33.79013980783866,1.6303885784478374,1.5736405658311334,7.367139307564282,4.36806883193026,303.07315753440554,637.2773527553096,502.6226840704592,351.8962218867068
2022-01-24,0.2895258241078169,109.7588238520792,8.684437039660486,8.684437039660486,8.684437039660486,8.684437039660486,4.883032067347195,4.883032067347195,4.883032067347195,4.883032067347195,1.6356953803153291,1.367030456603621,1.0896418958760214,0.779049129029761,2.850401176034253,3.299261890646973,0.2758955291436388,0.1173637081405436,2.802115387001032,2.0232566488763246,19.28540247101096,32.41310230702469,2.385869917601775,2.6153014583449288,7.990192740190582,4.617524534151179,327.37419186965894,667.5253556635762,532.0756319487606,380.41218790912257
2022-01-25,3.2808462528181925,113.35984211156746,12.250206319672728,12.250206319672728,12.250206319672728,12.250206319672728,4.986176780343569,4.986176780343569,4.986176780343569,4.986176780343569,2.316990107540394,2.0516201041517665,1.7783746540547896,1.4723268444367164,2.837097784421832,4.271889840962319,0.3519614819254836,0.1750666960539953,4.072091676902852,2.394663932416188,25.193922807373788,41.93420045205298,2.6899568115893664,2.5100961361593965,8.149810607691263,4.903923098134663,490.1464924499067,1022.9740525407592,886.7290406799519,734.1281924806872
2022-01-26,2.832917420067127,116.57123282610664,15.430161968564022,15.430161968564022,15.430161968564022,15.430161968564022,5.289586224233002,5.289586224233002,5.289586224233002,5.289586224233002,2.785260944589526,2.534053381531568,2.2739032456573205,1.983637299891224,2.8794147246586044,5.054648018820988,0.4310649546980235,0.2594496393957187,5.116622415390943,2.651835263011445,27.903004297562823,40.441838962727466,3.1424092114879927,3.194480918515012,8.292289713656055,5.3247824180362135,645.5590884853669,1340.4093858420435,1202.8007283467673,1049.2620535379367
2022-01-27,0.2655288778260045,116.88076311249776,15.736662382311913,15.736662382311913,15.736662382311913,15.736662382311913,5.605138109921196,5.605138109921196,5.605138109921196,5.605138109921196,2.683141439552198,2.4450765315466683,2.1971386080577378,1.9215398253245144,2.749067475782289,5.501055040402323,0.5384463482635232,0.3532464225069886,5.47071996945552,2.491338761017712,22.871852292285155,30.49003590247165,3.0416794468240096,2.8113041337406144,7.624596511315019,5.045104953767703,679.2705148370391,1370.4991648646167,1231.5265344803634,1077.0496104657752
2022-01-28,-3.268370426489098,113.06066681667409,11.953959536402875,11.953959536402875,11.953959536402875,11.953959536402875,5.801887199600183,5.801887199600183,5.801887199600183,5.801887199600183,1.9401748265649703,1.7092172823073766,1.4673357603736528,1.1994649958859511,2.506227581874102,5.342328819775817,0.6084420004657753,0.3838731697496875,4.491481768314237,1.856247753759702,13.991993582149776,18.12880178767652,1.602006277255282,1.1253054711922676,6.016594043772074,4.167016684138269,523.1603444006593,991.668587155458,851.3316565627498,695.9160605999188
2022-01-31,-1.386096557432792,111.4935368061176,10.402169557359093,10.402169557359093,10.402169557359093,10.402169557359093,5.812061227992166,5.812061227992166,5.812061227992166,5.812061227992166,1.669783770592292,1.4382664472615514,1.1944604159295584,0.9254427909138996,2.348463412380332,5.005967317719789,0.6471342481469571,0.3906771394198486,4.132440582650358,1.6698656070049112,10.727723175947672,13.767711547655166,0.7656436440568695,1.198151822118276,5.742299729607316,4.467656317525978,463.3995790758052,835.9292653650903,694.2277071795584,537.8730163795537
2022-02-01,2.65377256806123,114.4523217010396,18.0923009396422,13.331992047616726,13.331992047616726,13.331992047616726,5.718506431987098,5.708676098771532,5.708676098771532,5.708676098771532,3.0418811452536247,1.9765548792972103,1.7259424592677648,1.4504071057972037,2.6229722746515707,4.818431343301278,0.725232359537126,0.4428118758701178,6.631795944844231,2.3417396230084084,13.585778868672314,18.69846955229693,2.2768519629698707,1.7924612603471972,6.780136930424275,4.221010544938612,852.1739826042588,1128.3511597354234,985.2846465076848,827.9904378352888
2022-02-02,-1.6916245268439267,112.5162181556025,16.207574514676892,11.41484027337844,11.41484027337844,11.41484027337844,5.456384757287036,5.757379166675348,5.757379166675348,5.757379166675348,2.842594714163758,1.6258710253151565,1.3756888895738015,1.100170117404375,3.026529266188912,4.506826583410558,0.7548320043762726,0.4376344068324239,5.124777956976047,2.0770171196085343,10.492881206333648,14.473488406884176,2.346929869540031,0.9137967862852594,6.228442435900512,4.691862793788318,778.6064490886248,936.0755968850568,792.0362552658949,633.409651374272
2022-02-03,-1.1641188146394366,111.20639569053236,14.054603915238134,10.117839155455547,10.117839155455547,10.117839155455547,4.986404559451341,5.735924560551872,5.735924560551872,5.735924560551872,2.6776539153893464,1.4038927173427596,1.1510647393211455,0.872176452006913,3.320045968256737,4.256337871007174,0.7760144112950567,0.4307226957287375,4.021590610488102,1.891913415200931,8.508115845476253,11.61475441580188,2.073323105002871,0.999054159444426,5.865188512173201,4.626308185317407,670.2549353186491,805.2622717786243,660.2420509057397,500.2738332201443
2022-02-04,1.7615861573624605,113.16539216311853,16.574114488706652,12.057659766804733,12.057659766804733,12.057659766804733,4.340400830699992,5.604624611696945,5.604624611696945,5.604624611696945,3.655404745206548,1.780906068331796,1.5204044067084157,1.2325875728008795,3.398645176871955,4.0969376482769695,0.8195760707466667,0.4330178906658712,4.6683078011814905,2.436285547545645,10.397199554407724,15.953591746448565,2.630918204292468,1.394410866190253,6.781363236521546,5.519601829371292,796.4589091848663,998.1309981692824,852.1295957570476,690.8190646591609
2022-02-07,-1.2794615459187586,111.71748448710323,10.904222364099333,10.62392510083196,10.62392510083196,10.62392510083196,3.503819023991596,5.601905878205492,5.601905878205492,5.601905878205492,2.9084193075207803,1.5238458016682352,1.2614656590786668,0.9711117189259976,3.723917420584507,3.839619953827222,0.8428833246043128,0.4247183181743875,2.736520107321891,2.2232514823075578,8.38385537412848,12.808669214055689,1.3638845117091374,1.2769488147854364,6.546457667477224,5.152496168032036,1019.0574899435774,853.6440753844047,706.6611890747148,544.0076446645785
2022-02-08,-1.304561305062324,110.26006141349548,6.042696315899103,9.180768179825376,9.180768179825376,9.180768179825376,2.8810721120707803,5.57640272464492,5.57640272464492,5.57640272464492,1.847782207492337,1.2700209088371266,1.0046801866116868,0.7105886978832974,3.2908934747769885,3.5739485409113327,0.8678281802811191,0.4150023186887089,1.6176742966581492,1.9816032534675136,6.455772533456262,9.548208702782158,-0.0649303255795156,0.9175115511509966,5.7582852242829965,4.973997034683409,158.6279356596811,708.214805639537,560.2501330018177,396.2528750978305
2022-02-09,0.164223034679245,110.44113383238792,3.842032635936559,9.360068150616398,9.360068150616398,9.360068150616398,2.46893327348296,5.475144602018454,5.475144602018454,5.475144602018454,1.262680843257037,1.3242227489978713,1.052181054584969,0.750195109227122,2.71414671271456,3.318446645122099,0.8921496111410436,0.4072168770595121,1.14860214928797,2.184850868915798,6.457261595383043,10.086582688824189,-0.9276570753866688,1.3715522245058842,5.687881487877347,4.913907328170199,5.231119825040624,725.0311036045732,576.0843421356977,410.74267027455215
2022-02-10,1.6483057010810764,112.26154133768576,2.913339726804769,11.162656388649165,11.162656388649165,11.162656388649165,2.203782990835763,5.331236168751714,5.331236168751714,5.331236168751714,0.9907174130357532,1.6959970974656429,1.414769351911114,1.1021086831894953,2.559636967012917,3.1482393110564884,0.9534218328264948,0.4114192412672295,0.8529827517380062,2.872005643393265,7.9109469488334465,14.281300154114028,-0.9002990330949853,1.2993692038809483,5.676116036385591,5.289240416039705,2.4176469505064238,904.1761068106761,754.2469539349952,587.5601673715162
2022-02-11,4.343401607466935,117.13751092871397,7.578634715862213,15.990896993136705,15.990896993136705,15.990896993136705,2.2996316263412355,5.210142694607812,5.210142694607812,5.210142694607812,2.975765832989259,2.659977483150748,2.370327360733026,2.047816803648021,2.249204710204064,3.1117288954587154,1.0440204426526285,0.4295593570514603,3.042482167622221,4.453749898291233,11.829024871365723,24.838052260478843,0.2301012452613913,2.0986366875778844,7.425369700856737,6.525803079551297,7.577593149189491,1385.8862251659143,1234.9743782352195,1066.941775942186
2022-02-14,-2.478027746227096,114.23481090666064,4.527703328722128,13.11661038254909,13.11661038254909,13.11661038254909,2.3075601082204296,5.326758399619625,5.326758399619625,5.326758399619625,1.6410309640379024,2.0600587039622043,1.774904333684532,1.456926481818993,2.3490412824588267,3.030808298879768,1.123104709826761,0.434477702610265,1.6120523795157062,3.6206298528006986,8.418170171714186,17.862125784666762,-0.6158348067187241,0.7108246934224448,5.8549021323098565,5.829614724441499,3.68324640453015,1097.343500504019,945.4486567975355,776.0695374657593
2022-02-15,-1.9192079549452457,112.04240732842337,3.34188094639474,10.945667397722804,10.945667397722804,10.945667397722804,2.2705271129159024,5.365389700724349,5.365389700724349,5.365389700724349,1.1431260390261218,1.6385296612783276,1.3535957574930648,1.035396432775223,2.5158361408066368,2.9244223055060306,1.1758488437861694,0.4381130394348875,1.0316644327467182,3.006183529787048,6.176447571962045,12.680073078273542,-0.779407229377253,-0.310503907116868,4.236639398607493,4.930464403709252,2.1361785386947787,41.411917258900296,726.2568736197463,555.5305356578912
2022-02-16,1.940975908279108,114.217123461724,4.6577992596019255,13.099096073192063,13.099096073192063,13.099096073192063,2.096977796859716,5.243199106508163,5.243199106508163,5.243199106508163,1.862661658623576,2.08529860409664,1.7918484745378036,1.463662847842804,2.616033058276832,2.864386069257218,1.248456578091344,0.4423170104084276,1.493085161457542,3.81709571036892,7.525306434812373,17.35017093046522,-0.2372422518011439,0.343841848544839,4.3298537338017775,5.8938706884986924,3.1722718383867226,52.35456806144742,939.5018320694627,767.4275736038584
2022-02-17,-0.4516857478616298,113.70122099342989,3.891797842339622,12.588243575269138,12.588243575269138,12.588243575269138,1.9824109167025905,5.232849418759121,5.232849418759121,5.232849418759121,1.581156340927358,1.9896691390430887,1.6937583671234149,1.362346420691858,2.945794938493058,2.746847040557902,1.2478627883316713,0.4278217898014844,1.0640596703826892,3.7903963504461897,7.102689951007978,16.663372099335792,-0.0816723023884397,0.3674019117899136,4.686927949112686,5.971252548666541,2.5416758800661303,50.652772546525064,886.3182486920158,712.8953675665956
2022-02-18,-0.2717882247419312,113.39219446338193,3.31032210786021,12.282241986787776,12.282241986787776,12.282241986787776,1.855042547994449,5.206031607385071,5.206031607385071,5.206031607385071,1.3733207528295066,1.9389993516793624,1.639673740117061,1.3039627429425984,3.833108438640072,2.7024171499592704,1.25827749952249,0.4197669868460703,0.6646220604826774,3.73535666456752,6.784030804085869,16.171998912103714,-0.3183470691516769,0.8805697890586478,4.986819897582561,5.9351826385762685,2.0155643244503643,49.871285829827094,853.6193316848713,678.8471254611702
2022-02-21,2.645964143268964,116.39251127014884,2.6752588060211537,15.253189849016689,15.253189849016689,15.253189849016689,1.780833295231047,5.101493686704847,5.101493686704847,5.101493686704847,1.0708736230211742,2.558915851310767,2.2515267206591747,1.906290119657253,8.003714564657852,2.645211180677923,1.2883406901411647,0.4280959244195301,0.2382702915570967,4.935066491335955,8.915459582070252,22.71670075730262,0.3259439710334775,2.200381492392457,6.120666102863003,5.706682086971627,1.508802145283705,65.46391104894721,1148.6149350890048,972.4927010459304
2022-02-22,-1.201956485462674,114.9935239323444,-1.3534290197614691,13.86789665892381,13.86789665892381,13.86789665892381,1.8279536737484177,5.150916222808986,5.150916222808986,5.150916222808986,-1.1636500820151212,2.263257920826525,1.9569062374802333,1.612359836045158,13.58246176542447,2.636256001377386,1.340638694686681,0.4429355917731847,-0.1566062529100529,4.422124381962644,7.51869994883952,18.750198879351903,-0.6944953518303789,1.917649100422827,6.15425410116876,5.710827661118796,-1.5158177362306648,59.3146113268343,1007.986008515303,830.5130436490641
2022-02-23,0.4380736635467563,115.49728027547634,-1.1836702637625798,14.366721925421194,14.366721925421194,14.366721925421194,1.759509113736916,5.124449183447388,5.124449183447388,5.124449183447388,-1.115537274651408,2.370113865330046,2.06025753202758,1.711294370184665,18.891401825224555,2.5778162647745604,1.3644330093067256,0.4384252241350174,-0.1038990128748194,4.711556920419253,7.737781888650193,20.002136180080463,-0.1666771268996376,1.2966866725847457,6.744196635818623,6.386127384865893,-1.39170121474263,62.672466025765985,1055.768502769006,876.9441037930919
2022-02-24,-1.793162806543802,113.42622600300685,0.323330117029566,12.315940404791162,12.315940404791162,12.315940404791162,1.6446803904357536,5.172781664495993,5.172781664495993,5.172781664495993,-0.2804534145852149,1.9493566196453136,1.6404904525872597,1.2921739212870762,19.84152174132378,2.588314206681227,1.4053664070856209,0.4361151915961047,-0.023247018923876,3.895816108274775,6.038211025352275,15.326532292789263,0.1710061861111222,1.0287130312435295,5.76901156568569,4.632574189608447,-0.3270488644615459,52.75036129506437,848.589893392411,668.4133567373676
2022-02-25,1.8255094628631063,115.49683249206024,3.590607851022063,14.366278525184317,14.366278525184317,14.366278525184317,1.6700460012441558,5.0721224482146186,5.0721224482146186,5.0721224482146186,1.6769373982019504,2.390080848001468,2.0731416361698827,1.7152453510545298,21.330641630262164,2.6969128781146545,1.484476026446439,0.4657737179315415,0.1312929373971919,4.495059080540568,7.083461129592747,18.678457187140268,0.8459357432781479,0.916660548380056,6.57270542858554,4.009807907947666,1.9857093619393926,64.26925284251713,1051.5228231145645,869.9934449279444
2022-03-02,2.7891759444539588,118.71824236053506,3.7272469409912494,17.556155254375966,17.556155254375966,17.556155254375966,1.8605185426587656,5.005486825300511,5.005486825300511,5.005486825300511,1.575766334431261,3.056946744872292,2.7338183804826586,2.3684534714606427,17.953572313599953,2.911319313236888,1.6478292630376696,0.5226191124863058,0.1632957738380556,5.25586684618627,8.304314162405737,22.684326624285383,0.6451616103157165,0.8980127177429257,6.883692114334243,4.548476964143409,2.0787210774639533,82.18179645902663,1368.4091886270326,1185.5262647733505
2022-03-03,-0.932440167204618,117.6112657829661,4.52827842144275,16.46001444376274,16.46001444376274,16.46001444376274,2.0132777455028217,5.083248782174476,5.083248782174476,5.083248782174476,1.8513662484598503,2.792350412874994,2.4722248090440124,2.109784995778269,14.79680058870785,2.998365856200735,1.7413558627009442,0.5478523719012873,0.2519000269317515,4.733982614662263,7.216752198107546,19.57564219941396,0.5164559791831492,1.7311259950867963,6.3637908051018846,4.542697817451313,2.6428129982338895,77.2058856944753,1256.69337498345,1072.4562010439868
2022-03-04,-0.4854329657527079,117.04034192741656,5.246052801782226,15.894679141732368,15.894679141732368,15.894679141732368,2.086019243696811,5.119534100254908,5.119534100254908,5.119534100254908,2.128278090955208,2.6599532378182875,2.340169365952487,1.9776517518632413,11.009520678375768,2.921352748872464,1.7871714275866863,0.5594312597492084,0.4032536186966726,4.661443679251032,6.703652869799782,18.098122701673088,0.946132057528272,1.95686454478942,6.614132685454606,4.422633551880014,3.147872140891218,74.99037090968952,1198.0576869365664,1012.4655582092721
2022-03-07,-7.451780640712158,108.318752385846,-4.282793250330895,7.25846187783326,7.25846187783326,7.25846187783326,2.48953092244407,5.475018180035004,5.475018180035004,5.475018180035004,-2.0442473530097645,0.9078230307933424,0.6069995869001048,0.2655435727771663,9.728211481309147,2.7291826886305937,1.710244686724692,0.5133204416070246,-0.523140045651781,1.8211853748573967,1.943191988461232,2.832257924494348,-1.3206167975843195,0.797934805360329,3.576672662676269,2.6105898119727184,-3.1310955444190105,27.702600463670176,332.3333773551811,145.38558885464337
2022-03-08,1.7097466462105526,110.17072862198012,-1.384524429836832,9.092309832566544,9.092309832566544,9.092309832566544,2.564798263994251,5.320285588574091,5.320285588574091,5.320285588574091,-0.8542380150149282,1.2768182794304022,0.9653902138380974,0.6114540380299505,8.059849775400924,2.647982722250688,1.6958865603094535,0.4971818727797348,-0.2718348652893096,2.565363374239732,3.0285938707457416,6.543098782781641,-0.2643930634663481,1.628401638026258,4.2114556203995175,3.96941612248338,-1.3424356520102658,38.309580494369335,513.615164203329,325.3110106606179
2022-03-09,0.0287559836324557,110.20240929867045,-0.0522873958947167,9.123680399326298,9.123680399326298,9.123680399326298,2.636175568580109,5.258177495138138,5.258177495138138,5.258177495138138,-0.325741257236742,1.2968119688570938,0.9787588707497972,0.618061225391081,5.7864567252411465,2.656469266214291,1.7658597984402282,0.5080908658239214,-0.1484001669381328,2.5668911727285497,2.9144374156369937,6.396248869183815,-0.7318708779362977,1.0787992702144664,3.620312924519948,1.7716215894694256,-0.5153840381938919,38.89983166030284,514.6487867343401,324.9875625968882
2022-03-10,2.9406984374650724,113.44312982696528,2.7181865038920785,12.332678763733632,12.332678763733632,12.332678763733632,2.456792418269128,5.064953874231247,5.064953874231247,5.064953874231247,0.778153962689128,1.9787593086239408,1.645513037472113,1.2683743599804027,4.4947393380708345,2.554869438567727,1.8100136626909509,0.5057369038984945,0.4253333979988405,3.922832405872192,4.604632443410161,12.702766159710032,0.8205911412367363,1.5684213588774385,3.385654398071824,2.8963168138766093,1.147407968349357,57.820767740202406,833.4447634242407,642.425762855832
2022-03-11,-2.720611816948293,110.35678263137687,-1.6967152629584137,9.276542630992935,9.276542630992935,9.276542630992935,2.5306001331419905,5.1498049712536345,5.1498049712536345,5.1498049712536345,-0.9891483756313052,1.3516331170348197,1.0208675234149118,0.6473048658126653,4.3031597291978985,2.422711920656562,1.7179636267597165,0.4775230685904146,-0.5816979077224134,2.873080734885972,3.060174595773796,6.980801630628583,-0.1179914483830711,1.64738241248159,3.384664573724572,2.84644472051784,-1.501922489043969,40.60108630502616,525.7268647073499,333.34938158787304
2022-03-14,-1.4498810616704216,108.75674053973574,-7.15464271225507,7.6921627345379635,7.6921627345379635,7.6921627345379635,2.7630192306686245,5.175459262739645,5.175459262739645,5.175459262739645,-2.881292454283757,1.0377292000435328,0.7056072616975292,0.3312701019611459,4.260304235413912,2.305520168106252,1.644970398676695,0.4508814376744669,-1.868661489991679,2.329506926409671,2.220004470199936,3.802496120723776,-1.884003401047181,1.5805217009451096,3.0297188902059,3.36834896343308,-4.474996010241397,31.66583847765561,365.1841638408834,171.44749176635193
2022-03-15,-2.0294139444494874,106.5496160816936,-6.727541949753378,5.506642966924017,5.506642966924017,5.506642966924017,3.094011060027148,5.25494181122292,5.25494181122292,5.25494181122292,-2.4350157616432773,0.6050805886423899,0.275030733329136,-0.0962323076830102,3.8977997082429168,2.236256193698445,1.5890660429745729,0.4306381854715521,-1.932876561597608,1.4218689671497642,0.9095093978832848,-1.1742924670746029,-1.1630905618494742,1.0280464368304576,3.059735265880587,2.765031074854621,-4.366805739770546,18.94570986535793,144.5270499942578,-50.56951772339193
2022-03-16,-0.2374458392344514,106.29661845158734,-5.128226904295027,5.256121833083107,5.256121833083107,5.256121833083107,3.4150487804470573,5.243033206475358,5.243033206475358,5.243033206475358,-1.7377938161192197,0.5576160948644492,0.2238577726906641,-0.1508435930955516,3.829518662834315,2.289263598506201,1.6309181651034648,0.4340802265600165,-1.5497119024389363,1.2770917703610625,0.7196521326809222,-1.8219626677113487,-0.9210106675200116,0.5429101676110013,2.366874986204721,2.27812972422258,-3.345332475215677,17.60050303249968,117.36937357447647,-79.08779675840343
2022-03-17,-2.635392444309648,103.49528540035756,-9.387242242149007,2.4822099511206885,2.4822099511206885,2.4822099511206885,4.046616917661305,5.411954982638031,5.411954982638031,5.411954982638031,-2.51994820761455,0.0259594415348779,-0.3002602228672544,-0.6652241576228494,4.35808891747432,2.2948362301152114,1.6076272968913303,0.42709987831648,-2.3398478648923544,0.0612206340119226,-1.010803195726209,-8.429323858880743,-2.9809290548970253,-0.5416756711556376,0.9342066786749388,0.8129959431147611,-4.29868011484504,0.44551101708371904,-162.49948092344434,-360.0163194418167
2022-03-18,1.204256948530702,104.74163456619304,-7.879938622430944,3.716359085464878,3.716359085464878,3.716359085464878,4.293151932414517,5.345040197212094,5.345040197212094,5.345040197212094,-2.024983218042053,0.255459846050354,-0.0777596090242342,-0.4492761729713126,3.91749144420669,2.234977134712805,1.5474947004570836,0.4253428921768079,-2.2191651824793444,0.6109427808925727,-0.2685813630452266,-5.645796011522531,-3.0195853369423364,-1.0327309218666727,0.4783031216250428,1.116614633730254,-2.8264504368749415,2.192043404808288,-41.56282359540282,-240.13992041812799
2022-03-21,3.451574340922936,108.35686994914302,-4.440627097895156,7.296206322998266,7.296206322998266,7.296206322998266,4.193982054666563,5.1218549197104295,5.1218549197104295,5.1218549197104295,-1.2536649746885804,0.9637313662491872,0.6129479632434186,0.2231713127356884,2.681371770769992,2.1319240175524445,1.4810885960212343,0.4184818121240328,-1.960880047938319,2.3153227783275008,2.119677748852089,2.7314235719633486,-2.1562599787304864,-0.8501025149313649,0.5730184781079669,1.394711619980593,-1.5186107193507077,6.422003416683787,313.9430541064791,114.30510860735205
