,BRADESCO FUNDO DE INVESTIMENTO EM ACOES PETROBRAS,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-05,-4.082479053389376,97.07047846889128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-06,-0.1016718345198453,96.97178513265476,-4.1800001565617455,-4.1800001565617455,-4.1800001565617455,-4.1800001565617455,2.489741870882855,2.489741870882855,2.489741870882855,2.489741870882855,-1.958951752697697,-2.4315344720480243,-2.9373075218455345,-3.501412153265456,0.3355284418480684,0.0654362651463744,0.0180960666457157,0.0052273258311722,-14.53612747362654,-92.51587284223888,-404.1285693722504,-1667.7002212521777,0.6240664149166065,1.217681463515122,6.608936777295184,3.078870781846926,-487.7284201730812,-605.3893185553003,-731.3137524797984,-871.7612445203101
2022-01-07,0.786276207023362,97.73425120667864,-3.426590296222973,-3.426590296222973,-3.426590296222973,-3.426590296222973,2.046831682459258,2.046831682459258,2.046831682459258,2.046831682459258,-2.0147598733850085,-2.5951086836909525,-3.2141968541817123,-3.904922131714952,0.0885740509073545,0.0309925653412791,0.006699199775763,0.0014545607724425,-46.55849313819319,-171.38789947565408,-982.0456435113116,-5494.9359890333935,-0.0210288536641992,1.346988065156556,6.176168679706651,3.8898928711937817,-107.8499043321721,-531.1750673203783,-657.8919954800009,-799.2718336730507
2022-01-10,-0.3775771164893249,97.36522903915002,-3.79122939187792,-3.79122939187792,-3.79122939187792,-3.79122939187792,1.8245982358036668,1.8245982358036668,1.8245982358036668,1.8245982358036668,-2.460000973896572,-3.1172113681904445,-3.816048254188898,-4.596015055928209,0.1145203168530267,0.0872255215740751,0.0111066568197833,0.0019802144326263,-39.19403613602872,-65.20635543803832,-626.8992573834272,-4234.83478587304,0.611453770903432,2.608072776309147,8.382365873054322,4.579458905269221,-135.54585417594527,-568.765836302742,-696.2754912334727,-838.58809627737
2022-01-11,4.039928171954754,101.29871435679092,0.0955358358109392,0.0955358358109392,0.0955358358109392,0.0955358358109392,2.0383769029288628,2.0383769029288628,2.0383769029288628,2.0383769029288628,-0.2952094916761955,-0.8890225223904846,-1.5184577073463037,-2.2212020944757778,0.2327599589242966,0.0965936645037938,0.0107380298855183,-0.0036331855527343,-2.5852737392596006,-18.760681511913727,-288.2455303000511,1246.192075906824,1.4869357633841611,3.52082694715299,9.344067794067454,5.921472995750865,-20.31671657980227,-181.21629758243216,-309.5189118729019,-452.76470461166394
2022-01-12,3.2808779972732127,104.6222015876435,3.379548247300768,3.379548247300768,3.379548247300768,3.379548247300768,2.822796299677535,2.822796299677535,2.822796299677535,2.822796299677535,0.9502152891578158,0.5174225107534883,0.0600894530819556,-0.4506785447360248,0.8987089186012924,0.1701706816096808,0.0277833812514822,-0.015609941873385,2.984575034935949,8.58301991217808,6.10509873776945,81.4976595520812,1.9915284633521275,3.924361043126832,8.56448961804058,5.368901252201213,99.20439024730767,146.05783487248064,16.962028580939137,-127.21737284249075
2022-01-13,2.3817328942821403,107.1140229775786,5.841772953867026,5.841772953867026,5.841772953867026,5.841772953867026,3.589949821042949,3.589949821042949,3.589949821042949,3.589949821042949,1.4330252970509174,1.0895781046380455,0.7277646045570527,0.3235432686679704,1.3641491615178336,0.2631655833619778,0.0509787153632255,-0.0108920302136902,3.771207030596196,14.86338248256974,51.24959295807721,-106.63797994191536,2.831184145200412,3.8473121591079407,7.637033663771477,4.930774306238332,205.5156829844168,391.1530721757668,261.2638411890984,116.15040994542314
2022-01-14,2.1892123117071227,109.45897635616852,8.158874078302157,8.158874078302157,8.158874078302157,8.158874078302157,4.286232430796921,4.286232430796921,4.286232430796921,4.286232430796921,1.7408272074843567,1.450541557489127,1.1456516791671687,0.8049144823319864,1.972726622955176,0.380750678453491,0.1104485557803435,0.0020079073636967,3.782374073684629,16.32921126019222,44.459878600940414,1718.2319366754484,2.912521460109196,3.718664901442154,7.12124358774228,4.73617643497543,318.66186279526676,621.7358265928573,491.05293816432675,345.0050558189475
2022-01-17,-0.2925624472715715,109.13874049618252,7.842441829357316,7.842441829357316,7.842441829357316,7.842441829357316,4.628179904778246,4.628179904778246,4.628179904778246,4.628179904778246,1.5438375195422749,1.2725631481547324,0.9884843496315155,0.6709021512328394,2.79182084288926,0.472212051620419,0.1531852803826291,0.021554051215469,2.559318160542749,12.472471148587683,29.865032669752235,144.05903666870168,2.5647041688913554,3.443994121672457,6.885620914126841,4.413400377683021,323.6583320947611,588.9651189851074,457.48834031523745,310.5055854408323
2022-01-18,0.3473564831040887,109.51784098687416,8.217039542589347,8.217039542589347,8.217039542589347,8.217039542589347,4.817289859866986,4.817289859866986,4.817289859866986,4.817289859866986,1.5609929475217243,1.2980271087770283,1.0234517653554671,0.7163951977009624,3.793175328839926,1.0753915142511452,0.1798037697074446,0.0265419399250266,1.9824434268162503,5.814601236925634,27.420247191323067,130.02377864205013,2.063837395738487,2.843744769546454,7.069469845507392,4.569520114782035,359.05206870034914,625.297282894404,493.0263811309857,345.1083321542251
