,ALASKA BLACK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES II - BDR NIVEL I,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-07-15,2.1715830652276225,96.5453176602287,-8.639224080672497,-28.92666740183272,-7.89425229979316,-2.7695861561116613,3.5011502575920823,12.998724249204196,12.66631978795883,13.490404772302206,-2.748969775396249,-2.453977395971425,-1.066862716199494,-0.8774402287032937,8.407403741081172,3.736432759422179,1.337612517116398,1.5433994191196991,-1.1447715054069394,-8.53717369958658,-10.102495423984765,-7.669449464650101,-2.01552222880589,-1.4445982676665186,0.1495661766181036,2.477869364850366,-0.88735732632148,-5.506373614647042,-180.8244629519838,-1183.7023848708852
2022-07-18,-0.2628060460565851,96.29159072823307,-8.579845879301674,-28.82748582065813,-8.423748748401817,-3.025113562299252,3.5520215060671725,13.021628792048848,12.817124909727935,13.632035820112137,-2.692882917384486,-2.442463053768639,-1.096798754147915,-0.8897005067450285,9.201273559820802,3.6218626960824456,1.3131823128978533,1.6006144997715313,-1.0395493595189762,-8.781350894077425,-10.705144666261813,-7.57735805770305,-2.12376847917264,-1.5526912573605247,0.0782507962701428,2.3086123513878247,-0.8844431689021681,-5.265167804606217,-188.11168023000354,-1212.842917712015
2022-07-19,1.6905312782248494,97.91943018779412,-6.836535628438502,-21.421656525022343,-9.927600047745862,-1.385722775046887,3.4003970432756527,12.736466298008068,12.69613118467236,13.484765383126415,-2.300280727650707,-1.916110086444116,-1.2268891768034955,-0.7805050970605695,11.656482384607935,3.588953574943898,1.3242266086441037,1.6805200844046009,-0.6710315794185039,-6.799884988662829,-11.762900576134124,-6.262899332098738,-1.892087882201399,-1.1546508331223253,-0.0938310738513239,2.2604103043147723,-0.7330106813165169,-3.957110346862435,-143.50496500572643,-1052.4928114196089
2022-07-20,-0.6218253380580685,97.31054236000436,-4.815410788534577,-21.24633495304789,-13.207211054819016,-1.9989313377744449,3.325573965940958,12.95372059369905,12.908681710695536,13.65285681027864,-1.7442832438887612,-1.8708604752782327,-1.4619190036973764,-0.8184395663496831,14.528324353887442,3.3999183123199272,1.3099424493717662,1.714704722966376,-0.3992712995529566,-7.127995922352853,-14.406317708535283,-6.516596156513812,-1.6000322755717955,-1.1953227939552784,-0.3396742300785765,2.2566950086567354,-0.5499282399085647,-3.84935492134297,-60.309312660850885,-1117.4038207238768
2022-07-21,-0.8095872583663066,96.5227286080106,-5.428400261605021,-18.099140441527474,-12.157272693011938,-2.7923355027266625,3.4235268312915657,13.21269032397963,13.180885286679036,13.854744229975848,-1.873428407089275,-1.5964094386467982,-1.3532172287287074,-0.866371512395465,16.974321521791143,3.3385196331877927,1.3227168831657976,1.7816390788412235,-0.377849118148268,-6.31802890521801,-13.484821496449475,-6.73725439396148,-1.7675795427703014,-1.151417325078437,-0.3073330861270134,2.13089225991326,-0.6159303196660728,-3.2899681767453868,-42.96712620181479,-1200.3355712376517
2022-07-22,0.4922726124832355,96.99788356576936,-8.076235780419475,-19.87463267093488,-9.960369899441575,-2.3138087931719924,3.433422279623332,13.325363577527751,13.258292093858298,13.867284611632805,-2.639223258603226,-1.7165618120949673,-1.1807548534310142,-0.8336710812919255,16.659566305266733,3.1515723741285124,1.3148049768792751,1.8210412009930823,-0.5439258004047617,-7.257904161503029,-11.906551171707838,-6.348430859476593,-1.872114620291556,-1.2488248357583287,-0.1581907436952945,2.208678569822495,-0.8902743855973229,-3.4962876301927555,-35.64182982831288,-1156.0754156762798
2022-07-25,4.39411633337532,101.26008341056122,-3.33508608923807,-16.634581200823657,-9.602493516671087,1.9786360900995017,3.0278515075453862,12.823871350359749,12.763448746303926,13.314091952537874,-1.4268923806337748,-1.5314574677644557,-1.199676771330838,-0.5486101696692594,18.69505349049408,3.2023590161277102,1.3524321201965477,1.9095980897579856,-0.2310995391376555,-6.132733227677518,-11.32183475558629,-3.825017570058228,-0.8407102965534926,-0.950681064673262,-0.0566752634930718,2.501363979246185,-0.43838142186919604,-2.968100141611621,-34.61580380819276,-730.4246245073924
2022-07-26,-1.1545731525921532,100.09096167321046,-4.306658491126921,-15.832554798472296,-12.436856698185938,0.8012181364235572,2.8108220217392583,13.03953015580078,13.01759683831944,13.509722638806409,-1.8827199327338824,-1.445039964811236,-1.3951480579820363,-0.6304802266920427,21.326910766936503,3.1352514522263,1.342870088785742,1.927612474491669,-0.248136765119312,-6.009930139451335,-13.524372238417,-4.418737222639871,-1.2081466167657708,-1.010294110442977,-0.1969631300582873,2.483338100602205,-0.552450048174109,-2.812639792902558,-37.848124132187934,-851.7612991861286
2022-07-27,4.920318997342199,105.01575627503992,2.177133005174073,-8.03020530233937,-9.182238729971427,5.760959621942344,2.719981597698869,12.44424730855178,12.464476194775829,12.87420245200277,0.4381650411213879,-0.8876188146270061,-1.1971588446903805,-0.2791498842953528,19.975621854845173,3.206645137088996,1.4064350843298674,2.0292542925581087,0.059662765808518,-3.4446430997879025,-10.609773666246769,-1.771011222226408,-0.1896475645396141,-0.3864374288228533,0.0687765295830844,2.804906966622779,0.129282483379935,-1.6459064749361387,-31.0970401516837,-359.3832124871521
2022-07-28,3.308350139773286,108.4900451945492,6.924985439051176,-7.453872552901631,-6.120575574915415,9.259902477420464,3.1771736475583663,12.055260195992677,12.09784707554093,12.44047685157019,1.8694770703032944,-0.8689045908340538,-0.9816124959555376,-0.0105190274288821,16.253591610307048,3.2599538554281384,1.4554352142558873,2.105850726747011,0.3654363555385307,-3.2131960734828806,-8.159344879931057,-0.0621419721578211,0.691927913627627,-0.4646894409720475,0.2022358220448804,3.237719880599068,0.6677700641945206,-1.55696018131878,-24.74807435684238,-13.086171723004014
2022-07-29,1.4940704730489474,110.11096292599842,10.138501334261296,-9.736636269077566,-6.244499411785439,10.892322419217685,3.780555579483006,11.869791953659222,11.94165807526894,12.22947129269483,2.421117474734777,-1.075258152410822,-1.0060936998386238,0.1198395178708165,12.883939292313192,3.295600438389031,1.4915930605505834,2.1693258027188462,0.7104324981687336,-3.872766375717368,-8.054761900487986,0.6755895964058123,1.0245837499326929,-0.6123888893792546,0.1599763110234627,3.340312279781915,1.0764626497052028,-1.8889565275595128,-25.03780800091391,146.557394353154
2022-08-01,-1.4260642463764572,108.54070985236991,11.820733847938827,-6.436578722679238,-10.143744617489846,9.310926657220708,4.217787251127307,11.998719468880337,12.149544614645285,12.384732435252706,2.568977771098784,-0.7891249773871803,-1.3110598033410368,-0.0122584752950003,11.385335981951089,3.285503006391296,1.4967983620577845,2.1643259912218227,0.9516980182707836,-2.881899426400233,-10.641900724197251,-0.0701455960000876,1.2950780688443588,-0.4351069942803773,-0.0381150866604475,2.952016767374271,1.3575686844006247,-1.3983544510315524,-33.09189602243526,-15.181793659273524
2022-08-02,-0.6669489293667397,107.81679875008248,9.237398481981094,-5.323668285420994,-9.128980736024692,8.581878602199522,4.439565272608307,12.083385302222608,12.272209873406476,12.44941589976334,1.8587554903915084,-0.6916430541077918,-1.216498529264874,-0.0736479492779576,9.421703372411292,3.340058727613408,1.559033551660724,2.2300834400428693,0.8758571565281849,-2.5021684335359287,-9.575884525336829,-0.4111388543866971,0.7397458390688939,-0.4540031098403213,-0.1325424257393922,2.823025679350326,1.1205885683945638,-1.2314447704025613,-29.88010176379407,-91.68739507259697
2022-08-03,0.3640969374037794,108.20935641233834,4.957471570377785,-1.4885639295087412,-8.634886934558306,8.977221896765627,4.63415921376029,12.047361900932852,12.265113050610706,12.38391499236872,0.8571434926133552,-0.3755258578264809,-1.1781500202249642,-0.0450221485286584,6.775882938553833,3.4164204513668683,1.600279028464327,2.271543918851024,0.5862172428050569,-1.324221060257334,-9.029764767026435,-0.2454500023203251,0.3312095768939028,-0.2502903585197402,-0.1343715755446545,2.922477451149701,0.6026717750034574,-0.6661590757997433,-27.885219166255858,-55.75504601527044
2022-08-04,4.924538333813522,113.53816764963685,9.247632748109552,2.7432040174324417,-4.74169293442706,14.343846964196882,5.013088536629494,11.479792773372536,11.6992997124835,11.766655050581628,1.647793291845756,-0.0257793490087637,-0.9033175524141144,0.4058316198074652,4.822609210073146,3.645546357816479,1.6871006947918283,2.3940254353022263,1.7128764331210755,-0.0811789387394624,-6.264109080071097,1.994665807838584,0.650070485386551,0.0056291869965477,0.079157839798264,3.2141493433624064,1.4096146162064958,-0.04357647941324079,-20.393991201113398,477.5280678893233
2022-08-05,2.4737183758061665,116.34678216633952,17.36263479402059,3.6000631249052306,-2.776963858594384,17.172391718153897,5.613243278744969,11.209841303326575,11.419760190852584,11.44423328683286,2.916988973135941,0.0497155813542862,-0.7543668471798943,0.6614703570392859,4.256612077421891,3.773942478586411,1.7240365706838618,2.4391248320385928,3.846666891370951,0.147671508096996,-4.996813082280965,3.1035808331118813,1.5348643902587813,0.2021293045494099,0.1843993764210081,3.487695849699892,3.1456730857057185,0.08206352139049133,-16.624228111575757,757.0021078282213
2022-08-08,3.655128624295134,120.5994067047477,21.87048645739885,5.992344289017992,0.095976589405283,21.45519334761535,6.306885027699076,10.84949027888264,11.01727375829227,11.005166175352828,3.310644371669885,0.2715308270892121,-0.5221785486107062,1.0739508822906614,4.033560669790238,3.988968475621147,1.8008110684902037,2.5483545197508364,5.1765313897725145,0.7385295438973444,-3.194662739148515,4.637897840419436,1.837568704395571,0.4277345712401849,0.2985592450053988,3.915515117342455,4.409500479373536,0.4337987959834527,-11.101842949540307,1181.9007923775514
2022-08-09,-0.1269990102878426,120.44624665181964,22.324422237325795,2.3825238967832303,-1.611319413244517,21.30094645412068,6.959569156196512,10.895052725615246,11.031269046073866,10.983769341325214,3.0651354557562245,-0.0612629731441124,-0.6773035054317641,1.058920253353722,3.8662718132221023,4.044204371563543,1.825355339773656,2.5895071437652115,5.517465715807373,-0.1650419368581527,-4.093185053597953,4.491563516902778,1.702973816566265,0.095794574418327,0.1501204965594116,3.90140560264776,4.86192838517052,-0.0983051722361252,-14.418188923580336,1163.093581369494
2022-08-10,3.229597503806448,124.33617562711538,31.58197832862624,4.12661761446136,1.4780046836111165,25.218478792896576,7.485135993796577,10.610241453170886,10.689577341175376,10.613238456122923,4.086473678096948,0.1011302404297305,-0.4110014195151888,1.4618188938456051,4.231443692909537,4.180613582121789,1.8930507422301133,2.700412862392536,7.228693901062783,0.2566647809224397,-2.320820759439752,5.7452816627097,2.2626566659748506,0.2835107578831669,0.3569029347096321,4.148557932007464,7.37471732772127,0.15803928835645967,-8.478241190366901,1551.463250004925
2022-08-11,-1.83794595312764,122.05094391890314,26.418294410129988,-1.938790346598326,0.302304305538996,22.917030829354545,7.819336937655456,10.830461706601154,10.889119106289828,10.779822838142053,3.2512168762885127,-0.4612920556802672,-0.5124722525083787,1.2225932320888753,4.300170932439964,4.142866486713306,1.898081504414318,2.705096543031423,5.911941783827331,-1.2059297495169785,-2.940006202712712,4.8720399569400765,1.6824670396722776,-0.3487491133009361,0.3101339538793969,3.923506132135256,6.8236966563084875,-0.7348513091469184,-10.768743076220462,1317.9338445029564
2022-08-12,5.911782046895264,129.26632970956706,34.24467155641833,8.177645085279108,5.534265779160132,30.18361779050104,8.007765081273481,10.290670907933135,10.30167299766996,10.169353487894943,4.151841357356123,0.4972285241236693,-0.0349118704146351,2.0072140177562874,4.544671417090471,4.401495599239158,2.013224104916896,2.8945304257029294,7.315593844561899,1.1625173744757271,-0.1786441320021078,7.051944830555548,2.2405233812679928,0.2553657931858171,0.5471608672748992,4.369594287360894,10.262643089212435,0.7526208580047681,-0.6940372632965586,2041.206887242152
2022-08-15,-0.7122461735387886,128.34563522253663,31.07269412862168,4.516625383188319,3.2395202214400336,29.256389954213823,8.37166970263933,10.457912381930711,10.391079124513386,10.229465024522463,3.59226136946972,0.1388595396889416,-0.2565314094915951,1.901465424658376,4.441337181343153,4.339663447865103,2.032926329599592,2.9347008352132296,6.771209760222833,0.3346298432834884,-1.3112320575213054,6.627923985808366,1.9489266605182505,-0.1403868566082612,0.4013079045319354,4.283083850786402,9.946842225455494,0.21355240190329156,-5.144025476299833,1945.097405688161
2022-08-16,-0.6348234016123389,127.53086709519596,31.05555061381763,0.8961755484781444,1.1905061279104128,28.43584014270517,8.574431498895345,10.57976233080892,10.466731642267748,10.278705957456348,3.5051087623738373,-0.205286612340134,-0.4515158662659584,1.809230353934709,4.232273751417599,4.267422842540252,2.0616065864129016,2.993314888606249,7.101221883174646,-0.5089450116367366,-2.2923361981757515,6.212693120989519,1.8844008603714733,-0.471338902160328,0.2193797837457208,3.959915717558257,10.946945922153452,-0.3186271734088553,-9.119814758167808,1859.6546817399549
2022-08-17,-0.4365497419127617,126.97413142403278,31.54842725145978,-3.032452676901811,3.457028236900229,27.87515381403872,8.528348267055256,10.633674759375603,10.515608557052984,10.305609943704388,3.581634268745256,-0.5740373569383364,-0.2349476601936319,1.74681292103547,4.123394605882667,4.149920498773708,2.07442717506918,3.024424481091492,7.407834400690512,-1.4709020462482658,-1.1909878812252543,5.952197755758699,2.026545314139624,-0.7725361525409379,0.2731199269542973,3.761567358614597,12.398824407053251,-0.8899086097505717,-4.767683826895388,1800.1972608814447
2022-08-18,-1.305890071735094,125.31598884809446,29.194559964933703,-3.384498033484112,2.673130785974581,26.205244876165203,8.249852333769562,10.691484588063537,10.659921603686689,10.418478464906986,3.4170053891179,-0.604199233824068,-0.3063587822317321,1.564351780420863,4.041500389522583,4.052070827238767,2.0720995599442724,3.0419835834345315,6.975080333283724,-1.5941939497024444,-1.5760635561734384,5.35774269940416,1.7648603050180092,-0.810892439580772,0.1521318175778697,3.437147156479416,12.778816896916036,-0.9355027328794218,-6.302114028900513,1629.8165335853666
2022-08-19,-3.033109024432845,121.51501828128563,20.002881874588564,-7.099597904361751,1.1083026293858136,22.37730220451865,7.820653529727224,10.920399984094791,10.992852384023266,10.712445608147318,2.428997071895339,-0.9320630833655908,-0.4404530604760641,1.1609220084409386,3.887570422856416,3.8082931763635495,1.9927782095529272,2.92173329146001,4.886430973013138,-2.672720089917067,-2.429691097932516,4.256484980020263,1.180917082826844,-1.0396605296999524,0.1075855545099862,3.2770121798443914,10.508774713923657,-1.4588602980838408,-9.34355055517448,1243.6313870724698
2022-08-22,-0.2752626091903187,121.18053287140648,21.07040520506927,-10.149472396409475,-2.097771014125079,22.040443249413777,7.317811364581947,10.81974482091684,11.023593783029416,10.709876645829969,2.7415438243075765,-1.2229485567299307,-0.7310825480457058,1.126580264135309,3.5548948325847167,3.696206352929519,1.9688548136678805,2.874980766182436,5.643514505724646,-3.57988435965948,-4.09332215639818,4.196736132094899,1.529885118836924,-1.1790575198503,0.0016627276477911,3.434997590345074,16.915105461360234,-1.8724409954621541,-15.552189150336341,1206.5535660515704
2022-08-23,4.606109848376438,126.76224133031138,20.707830735719945,-5.477629129939938,3.388853399931023,27.66176012492728,6.405471308283646,10.196559592040224,10.545830568077516,10.219867423281825,3.075145887827762,-0.8398679217300394,-0.245005047918151,1.7273142678799145,3.558578307704219,3.786103026117791,2.052700011592508,3.014684859928188,5.5352888288623845,-2.2618938930841685,-1.258723490562075,5.855644498939879,1.523805685346319,-0.8478247205286178,0.213214200821133,3.826820551443842,19.961817037936385,-1.2042849146976817,-4.986062677836484,1765.2922816075832
2022-08-24,-0.6968558108290224,125.878891285664,16.02805682303141,-5.476352476595891,5.559329398577124,26.77214173129012,6.040563043804395,10.12169007173473,10.626610699802365,10.270385562372212,2.4858969883041766,-0.8463114354429783,-0.0399521576026429,1.6288934950698637,3.161819456813811,3.677862246955424,2.055861971514848,3.0244025689794403,4.749233055003972,-2.329098122369829,-0.2065099852727978,5.531460793611455,1.1032075312997935,-1.0026906375925575,0.3557582076831583,3.99022315733906,90.33844461321407,-1.1950455172367598,-0.8192886162973898,1672.9364234407537
2022-08-25,0.9705181896597636,127.1005688225334,15.429531669751247,-4.895485386389086,4.989121493196723,28.00248842621354,5.741213104671219,9.914451275153857,10.53641621464529,10.15446518640159,2.510954508899585,-0.8057783796900196,-0.095479848664146,1.7653081615758344,2.9892102195413592,3.59791207910916,2.080278083591657,3.0848814530744,4.822653434504666,-2.22041292515051,-0.4835966083437622,5.810842504864343,1.078991850767573,-0.9993145436435183,0.3766548522542871,4.141793163954191,1441.5924931727582,-1.1065127391118752,-1.9413621209354384,1792.5760269992402
2022-08-26,-0.4049172769252762,126.58591666030068,16.625289103484487,-5.164644075423927,0.5204071063463293,27.484184235681543,5.509522659486328,9.824259313569248,10.589249481437646,10.17686803932411,2.8332608659685983,-0.8409412411307211,-0.518070946518384,1.707155372207961,2.9505567477352046,3.488934778735893,2.0482671651370783,3.0542546328601468,5.290498124895156,-2.367950490417684,-2.678352997666964,5.68829290088178,1.4087284278452898,-0.9044825493615468,0.2438458623733269,4.013433594567247,1560.9914941289849,-1.1380568987971043,-10.586595745592128,1737.349494558366
2022-08-29,0.8877423262028117,127.70967342150595,18.450626342129503,-5.921183445963107,0.2086143876712994,28.615915298356025,5.015730837898648,9.627246610522135,10.501745956571138,10.072242662493096,3.475761616455326,-0.9371090541222332,-0.5531488886093324,1.8338770237729287,3.4605629760198733,3.4526204333757744,2.073201467751085,3.0740583145308458,5.037759707205315,-2.613023973842064,-2.8019607330474483,6.008752114200083,2.084589937371573,-0.9087567643781802,0.215939889034897,4.341543608388659,1743.3484724839432,-1.2363942713162672,-11.209996164252518,1847.1254396611562
2022-08-30,-4.494361701324423,121.96993877036331,12.716628962831496,-9.08603848383344,-2.843430860832708,22.83545085937888,4.442276838417977,9.822751746245451,10.983323250466883,10.516491591217685,2.6332712446815942,-1.2410219884091074,-0.80780008282945,1.2035199909782863,4.276961711602803,3.3492774041482045,2.037486707858932,3.0043433667627744,2.735053677891676,-3.639665943667874,-4.3545459203476975,4.212836656757857,1.328731709297023,-1.362710778740993,0.0554493847161618,3.750602071051157,1169.7719859521123,-1.6529885333425347,-17.12141170381496,1265.680786498553
2022-08-31,-2.5778779085017134,118.82570266378904,4.6570550887070885,-10.397999577373827,-2.211584923058558,19.66890290786646,3.607090364598072,9.818774356088063,11.266471784683295,10.76221827325276,1.0081195924948754,-1.3755105815903363,-0.7324156066684003,0.8786541116797233,6.588824493546626,3.2274170635725232,2.027913385660017,2.980747819343853,0.5519009456106204,-4.184717301487206,-4.069078997920598,3.17244795927412,0.2461608057821373,-1.6567857773506558,-0.0286336164248936,3.374718444035958,363.63784684507993,-1.80625887457456,-15.894067360781952,945.6267336588189
2022-09-01,1.1441812276073549,120.18528404724066,3.299190411139413,-8.066203888604996,-2.40585917550191,21.038132030221945,3.060570587409986,9.488992836660696,11.138424119646864,10.60908039894529,0.744473530607677,-1.1779594192172729,-0.7592879744276234,1.017194044043708,8.973337184893193,3.2078970157874447,2.071438855038126,3.048484568343401,0.2539204472020789,-3.48441625021616,-4.082800449336357,3.539953426909514,-0.0759564260949328,-1.4848741879913403,-0.1353226755624653,3.5210006094316064,26.427511645569645,-1.480238061951794,-15.646713080470926,1079.1493394587992
2022-09-02,1.5350172048754107,122.03014883509418,1.1863591782414329,-4.460513290789712,-5.351097564708647,22.896088181345664,2.667863691969554,9.19019804745633,10.968571409576402,10.41983289687656,0.0621030821341657,-0.8243102200052373,-1.040588433510221,1.210713848821091,14.904709165554811,3.229134393475862,2.1041593816014754,3.101683787558974,0.0111161214985691,-2.346007707110645,-5.424384027529838,4.067286304700451,-0.1944612082222581,-1.243310625352804,-0.2139899357927598,3.445971922746796,0.6576496564399712,-0.9968924948011392,-19.309514725316994,1261.5435990650037
2022-09-05,1.5067816752444283,123.86887675601488,2.841624541517868,-1.8153872879933075,-4.978211315803388,24.747863917654417,2.538039769528532,8.987277073051391,10.78978678280355,10.239964362480071,0.717462327865666,-0.5490055040801516,-1.0243151577840264,1.409495889540207,21.390005261269703,3.278443792516548,2.173023806026282,3.18607985837249,0.085130784168563,-1.5050020351305635,-5.086065840711617,4.53007718561286,-0.0712642975961537,-1.23932770746209,-0.2928170871533306,3.5696347678926403,6.7775403398074365,-0.6454513638979076,-16.336614472493256,1443.3187677953867
2022-09-06,-5.389551467020349,117.19289989162944,-5.745130650397879,-3.955677475713584,-6.183999864047326,18.024513587803902,2.9267952936129675,9.379834606857337,11.377756743281616,10.791812720128782,-2.311677651463677,-0.754594467729963,-1.078348925028435,0.7112616759556303,30.05478040042481,3.125186457203335,2.103724906249561,3.056414653517558,-0.2251158444850436,-2.2648156836346107,-5.832127440667039,2.511374820521876,-0.7859200946401698,-1.5630821173489355,-0.3511578963163596,3.0935267349424707,-5.680975926392403,-0.9179318103530836,-15.656819951492693,767.5802801918087
2022-09-08,0.760964739955794,118.08469653753644,-3.249665470839845,4.303128427926549,-0.7284451807312196,18.922638520711445,3.128752158524245,9.264102204785924,11.285750408014534,10.679002578999023,-1.364870681578802,0.1270730733734674,-0.6047359788246722,0.7996891680704015,34.23369734016226,3.176275810909734,2.1084456554051507,3.079271397953117,-0.1247408963356773,0.3706283740110371,-3.236933948126904,2.773345244559513,-0.4758888448478972,-0.5904852982374439,-0.0567589489800498,2.7354185429857703,-3.0358977440341834,0.15250884025048447,-8.680478497385431,853.98826882214
2022-09-09,4.650014983324624,123.57565261954532,-4.402288749752108,12.04954724452957,7.127573246318931,24.452559030489525,2.969561808646663,8.943756552172974,10.787693323045254,10.179373191584052,-1.8261836996347407,0.9973460161911968,0.0945388074537156,1.3788420351206565,42.871809071277866,3.419712230201992,2.1962933577057684,3.207849506718828,-0.1264925714002942,2.6084124530463058,0.4643531149237927,4.37543831727099,-0.5447183886737299,0.4480446937188881,0.3218599492448654,3.3784559377099903,-3.2779119675426864,1.1555905282141463,1.2971378373668203,1403.5747647736403
2022-09-12,2.2005787389674847,126.29503215763134,-1.5977193625243105,11.404330710089278,6.022031382882967,27.191235584615427,2.772315763174958,8.881557722218496,10.560685746088536,9.941995310400396,-0.9444797081058024,0.9312765593357484,-0.0091803548495554,1.6838026595312978,44.04351882557448,3.5994869217379524,2.228721948711833,3.278297624753906,-0.0594501995435521,2.2978793080586835,-0.0435006451386952,5.10641804401653,-0.2597301412909822,0.2453307418379872,0.3133134787884171,3.4949645615505167,-1.5338142947916018,1.0715340135449762,-0.12331020064842736,1674.0358144699876
2022-09-13,-5.599387877121343,119.22328343759042,-6.514174840044255,10.851695407349698,-3.891292126199065,20.069304958529617,2.917585359871014,9.442868121294849,11.18705895233149,10.501455535342824,-2.582564186102736,0.817011746096175,-0.895815444557252,0.9126688123426816,42.38694241168918,3.588865334563616,2.1365004244165835,3.122890000454668,-0.1777635052587004,2.1496861689498585,-4.6906333713496045,3.069064536347873,-0.5698852667884385,-0.0304561512187678,-0.1475064670049349,3.117330267107202,-3.9054370502901845,0.9997137406027761,-12.468574618518264,958.4350951310813
2022-09-14,0.3596640577448573,119.65208673657872,-5.766564106669831,13.226697571100122,-6.526788967682149,20.50115109284952,2.8671834858399525,9.438085971256562,11.142507302160997,10.434059628848532,-2.367215338831994,1.0688747478707563,-1.1365946927118462,0.9566851599491276,43.8280510790721,3.7725113294984136,2.155147518517145,3.1156595565069702,-0.1548606556718884,2.6741156968906123,-5.876402684421822,3.2038513271118885,-0.4285044430130239,0.5513947760270553,-0.1877811921691066,3.1822068547396203,-3.332919567140288,1.3072979086604257,-15.229369209409684,998.2110004943694
2022-09-15,-2.02819347483173,117.22531092088742,-6.456221589580559,11.294827618753978,-8.834764859889678,18.057154609287213,3.0086853362062143,9.62822993395572,11.357412605486395,10.620179655584968,-2.485104746535177,0.8469321217033587,-1.3189596288813146,0.7065808835089982,43.64010411496804,3.892629585157179,2.1769590031259067,3.086063670564017,-0.1713308976105847,2.094845406638824,-6.881144152772048,2.431581692770474,-0.4631423399708594,0.2145319564121143,-0.2730521579806714,2.8264676199485343,-3.488215228198722,1.057462660444508,-16.86927194181314,750.4015924067514
2022-09-16,-2.0632176109663503,114.80669766145762,-5.520569156562564,9.23051397140477,-11.904226020369684,15.621378604382633,3.3572773733647208,9.8080366333604,11.582055558598752,10.816195859002772,-1.9483781199356505,0.6207500186357222,-1.5590417841663518,0.4654253554207693,40.51111284447662,3.976206505446633,2.2031048077816564,3.043525919798937,-0.1614679360187139,1.531192837846442,-8.196118722365014,1.6540459764868984,-0.5885900178871322,-0.1228192285590018,-0.3957551732288268,2.4579383519883784,-2.8715833763004195,0.7912357832406083,-18.110319032806547,503.4131801977018
2022-09-19,5.69283494929953,121.34245347006572,0.1336193155967238,18.69147275667332,-8.444814072934127,22.20351285443485,3.1775160622924,9.299806622627468,10.930201928772725,10.206164480673245,-0.2791668986936931,1.671808207589736,-1.336203660626254,1.134818808148572,34.60825107394938,4.374522948072349,2.33957148467162,3.182285404195051,-0.025631382029798,3.554100235674166,-6.2425858428772045,3.639569033141315,-0.1975619296201545,0.9603337016008948,-0.2825843949660802,2.744220271662974,-0.38740777472685817,2.0284732227352302,-13.926778707576013,1158.21474117259
2022-09-20,0.173839228897954,121.55339425550396,-4.109147187792651,19.09629073023126,-10.985843114341778,22.415950498867232,3.169416669824849,9.270111899768157,10.869797602836105,10.161487087450606,-1.6185387856663316,1.7206379478100815,-1.5780868455324557,1.1573557874235805,31.766948131272272,4.633220177131516,2.3896422687708,3.209271184891332,-0.1614830542377156,3.4426393966586875,-7.178264644381017,3.6645254364470783,-0.7269515245370307,0.9995306985600416,-0.4230209640451038,2.3867010200294083,-2.1059883765427414,2.0935089642931475,-14.821212823338191,1176.045588949094
2022-09-21,-0.3785849002650998,121.0932114590929,-3.8018128199990953,14.75862575094086,-13.789463825203766,21.952502194762506,3.045792587122297,9.277606488774795,10.837483329065895,10.172799072988676,-1.5833282478409774,1.2515120811915623,-1.8421791280243467,1.107155248845233,29.70322500798228,4.6590106439540895,2.4092523630103164,3.1596684070096974,-0.1623557522443914,2.492167864074385,-8.286631112471598,3.564572745709884,-0.6098147052261139,0.7081899001866734,-0.5959644555072734,2.558847627505941,-1.9141107391723262,1.5434444977587634,-14.794692429321746,1126.2867889107333
2022-09-22,4.333327201663506,126.34057653061768,-0.5979456260159434,20.60725749406629,-8.879530793964175,27.23710314547743,2.9420843824236385,8.959819309515442,10.289989869573755,9.73363292923086,-0.5501617342935756,1.9484615685940327,-1.4637656152676748,1.6969488690353696,22.289414389009764,4.88123568645358,2.516414836992153,3.270811506967117,-0.0726184285519105,3.5765254348579565,-5.9855525929653135,5.04996309193607,-0.2456170088905707,1.333403848245542,-0.3788540132182407,3.22047004910888,-0.6396988302563794,2.3505356141289493,-10.609866381074491,1651.747739086374
2022-09-23,-5.352517360767028,119.57817523812322,-5.535956611179004,14.324360249725656,-14.911075123198412,20.426715110278707,2.9442989446937244,9.444366072302303,10.772937899124218,10.255927817143572,-2.2268911393157924,1.183050451713881,-1.958719079334636,0.9435606366419892,21.024803774631227,4.730562611067555,2.462604425875285,3.1229740933250443,-0.3118522913087352,2.361909664158746,-8.568635214728728,3.098677571863888,-1.1808950435082937,0.3993639619467355,-0.6146788527991749,2.8264778939994035,-2.378198579710315,1.5217007315042397,-13.284875046158655,967.7089780498275
