,ALASKA BLACK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES II - BDR NIVEL I,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-19,3.388359221910253,108.7119142375462,9.483345927528166,9.483345927528166,9.483345927528166,9.483345927528166,4.550373363293872,4.550373363293872,4.550373363293872,4.550373363293872,1.9308441705537644,1.6499749126442425,1.3575477926295991,1.030423504325806,3.61162116521202,1.687720054954474,0.1920059063593575,0.0601275085582312,2.432719679181333,4.448606195416705,32.17270464283853,77.98114007094007,2.778991539260212,3.480679476009076,8.189118428559661,4.780100589189867,878.6061882359099,750.8001892599494,617.7349314980121,468.88116669960755
2022-01-20,3.133345563178902,112.1182341789552,12.91383748956818,12.91383748956818,12.91383748956818,12.91383748956818,5.033341684353379,5.033341684353379,5.033341684353379,5.033341684353379,2.4271257964416426,2.170966242971723,1.905019968880596,1.6074246298814476,3.895728622246233,3.4660712992536213,0.2584716650859007,0.1123463969614941,3.135884099995443,3.15262265044192,37.09736003637224,72.01581548549018,3.329558286417692,3.461741815680539,7.804254440391174,5.238659636296448,1221.6553444399115,1092.721488607362,958.8616418892283,809.0717394038593
2022-01-21,-1.995158593110557,109.88129759528996,10.661027358084176,10.661027358084176,10.661027358084176,10.661027358084176,5.301934273280256,5.301934273280256,5.301934273280256,5.301934273280256,1.879265716877821,1.633955551328225,1.3799828278950828,1.0956970287606862,3.685199709544417,4.346072709232556,0.3017810661158768,0.1411170418332159,2.703718685071447,1.9933225967895545,24.24465638591705,41.16663412476832,2.5136546335710963,2.52505510659453,6.982271312695145,4.732293698319187,996.374331291511,866.3124938603652,731.6578251755147,580.9313629917625
2022-01-24,-1.959667207660798,107.7279898389629,8.492439493287259,8.492439493287259,8.492439493287259,8.492439493287259,5.361092513459465,5.361092513459465,5.361092513459465,5.361092513459465,1.454023676806138,1.2093161970224886,0.9566629861801876,0.6737664615280305,3.3575799219880498,4.285374149508366,0.3048666397607272,0.1489609086236316,2.321658941629189,1.5128798056072466,16.822958317576685,24.248807060142767,2.38431127268608,2.96111291085035,6.915691357292056,4.410774138980638,779.5155448118193,648.3256010262536,512.875877311438,361.21243327179997
2022-01-25,3.980828509525902,112.0164563712115,12.81133745531618,12.81133745531618,12.81133745531618,12.81133745531618,5.38683368885118,5.38683368885118,5.38683368885118,5.38683368885118,2.248826325419861,2.00319376545526,1.750271511436567,1.4669866413001564,3.25705115761623,5.225428408494293,0.3834691889942778,0.2076171514563237,3.7193316358632647,2.0650692761400653,24.58716844284369,38.062428874585294,2.96810986028421,3.088842854377273,7.33025249489147,4.865705435971663,1211.4053410147112,1079.0871661051042,942.8421542442973,790.2413060450324
2022-01-26,2.044990361839249,114.30718210767664,15.11831843333934,15.11831843333934,15.11831843333934,15.11831843333934,5.610758940054121,5.610758940054121,5.610758940054121,5.610758940054121,2.57024665330412,2.3334187875605763,2.088160242387811,1.8145097853832373,3.162923999707419,5.787645785811615,0.4578331640749928,0.285475574745394,4.559399590222296,2.26210290119885,25.59046540875726,35.6625151179206,3.1492555707082577,3.601653899153533,7.5870792455019265,5.108097359552783,1442.1034388170274,1309.2250323195753,1171.616374824299,1018.0777000154684
2022-01-27,1.160310485083893,115.63350032687596,16.454048352373647,16.454048352373647,16.454048352373647,16.454048352373647,5.876724983267531,5.876724983267531,5.876724983267531,5.876724983267531,2.68121519248696,2.454152212290336,2.217672487988209,1.9548102229436104,2.988165574508175,6.159872561611008,0.5695002294854151,0.3823606377643986,5.273055965045712,2.341343505803954,22.88436534370024,30.04462525715851,3.3892101713976324,3.5139081227368267,7.252420300489132,5.084772327150305,1575.676430720458,1442.2377618707899,1303.2651314865368,1148.7882074719487
2022-01-28,-0.0608159066693092,115.56317676523872,16.38322576701505,16.38322576701505,16.38322576701505,16.38322576701505,6.109000628335272,6.109000628335272,6.109000628335272,6.109000628335272,2.5676772153353773,2.34833043487116,2.1186088500643323,1.8642045613465184,2.860764403961331,6.346318889610519,0.6892187760327174,0.444581027495767,5.483129509066,2.26051548176256,18.7786276960413,25.61608825450788,3.2531653223214456,3.0021140377645583,6.701009519282859,5.208376147661973,1568.5941721845982,1434.5952102166755,1294.2582796239674,1138.842683661136
2022-01-31,1.6282229713415086,117.44480295574232,18.278204183741824,18.278204183741824,18.278204183741824,18.278204183741824,6.294073974127963,6.294073974127963,6.294073974127963,6.294073974127963,2.793249683883573,2.579462419216803,2.354327540332313,2.105911821923685,2.913297749227101,6.432604713691066,0.80594837802937,0.4873175269928025,6.03471448918566,2.523911852609036,18.38617968859329,27.19944195722317,3.607694634577777,4.380943046233247,7.162619560910978,6.052848144234655,1758.0920138572758,1623.5327280033632,1481.8311698178316,1325.4764790178267
2022-02-01,2.8514781991497484,120.7937159080597,27.38496535416101,21.650881390387053,21.650881390387053,21.650881390387053,6.564591088811593,6.545810320199287,6.545810320199287,6.545810320199287,4.065398887445904,2.99464848219552,2.776086522362588,2.535788987026111,3.495936106592612,6.555705163626472,0.9620010616648084,0.6003526679845828,7.633915636691557,2.99012851415071,18.8895174152924,27.648405023078,4.533040608306497,4.982957103696598,7.410026436474272,5.786580401932751,2668.7681308991946,1960.240094012456,1817.1735807847174,1659.8793721123216
2022-02-02,-1.776208991360706,118.64816706510204,25.237826864740832,19.49010749706146,19.49010749706146,19.49010749706146,6.575674250396703,6.855681288905811,6.855681288905811,6.855681288905811,3.732019240170126,2.54329547389395,2.333193318398108,2.1018135368608304,4.217219933360139,6.445087610522193,1.0531687167028014,0.6179742187286719,5.819128052925304,2.7053198104037706,15.188098091652536,23.317095277970363,3.9962667142121617,3.964812063780862,6.721486134299515,5.889253522762081,2454.0542819571765,1743.602319253359,1599.5629776341968,1440.9363737425738
2022-02-03,-0.17866250898384,118.43618727296018,22.275573685792526,19.27662347301971,19.27662347301971,19.27662347301971,6.292125159369339,6.999217538647458,6.999217538647458,6.999217538647458,3.4285451920423684,2.4590473064045346,2.2518524020139665,2.023300829209861,4.793453014268325,6.361755258387049,1.14092605643704,0.631978708716555,4.500479174129853,2.7054494139270244,13.814396417452068,22.40822745203764,3.366700536440237,4.464738392788397,6.632023363602692,5.863540377373158,2157.2835462884564,1721.1407035350408,1576.120482662156,1416.1522649765607
2022-02-04,0.6362867818879625,119.18978107755012,25.43708747224644,20.03556486206083,20.03556486206083,20.03556486206083,6.002318598486797,7.0848721057400645,7.0848721057400645,7.0848721057400645,4.119890400755004,2.534867928300162,2.328793068749844,2.10111001577392,5.1669700913259895,6.269052220923068,1.2347012034010054,0.6462048707361505,4.785956632048717,2.864741661747487,13.362909995859116,23.03618622510476,3.703452309463048,4.524233751287094,6.789754304870544,5.962864669907163,2472.889477617898,1795.9215076948922,1649.9201052826575,1488.6095741847707
2022-02-07,0.4028810311586861,119.66997409659112,20.354487578403145,20.51916538353424,20.51916538353424,20.51916538353424,5.387353047837904,7.173362965163434,7.173362965163434,7.173362965163434,3.6457310184306566,2.5694616494463687,2.3645607026749667,2.137814133178841,6.087898297780826,6.062244850614229,1.3134545890072096,0.6510185757571024,3.226210286873404,3.040405244383824,12.913923568739632,23.55588196775161,3.182435171268567,4.912706521070878,6.81751963834452,5.829752118541625,1964.0840113739584,1843.168103654633,1696.1852173449429,1533.5316729348065
2022-02-08,0.6800339020676338,120.4837704910435,15.995648178959462,21.33873656663124,21.33873656663124,21.33873656663124,5.021840809269444,7.245587627725689,7.245587627725689,7.245587627725689,3.0420210895672497,2.655425264553801,2.4512117759589995,2.224870909862175,5.9658370662106455,5.876506075135896,1.4241976401486516,0.6557148199377583,2.560670947044554,3.2740741177156534,12.470509159789284,24.584616128264965,2.7865355842203066,5.0527587725491605,6.695259698046086,5.861938594177524,1527.6545650247115,1924.0116443201234,1776.046971682404,1612.049713778417
2022-02-09,1.606053759050008,122.41880461606009,17.902263148884494,23.287501906443403,23.287501906443403,23.287501906443403,4.937204900043612,7.3028507586348015,7.3028507586348015,7.3028507586348015,3.4792368573771406,2.8999284651726494,2.6959714538743387,2.469564428281425,5.592658055015057,5.63900620684378,1.5476041174899218,0.6685465848486121,3.071474259945347,3.755581039469396,12.721778751220077,26.976221055196028,3.4191037984870603,5.50291383694821,6.82952649679602,5.829468827673082,1717.7705260654755,2117.7744791872738,1968.8277177183984,1803.4860458572527
2022-02-10,0.0869491627051965,122.52524674166746,15.47282381736279,23.394699357071204,23.394699357071204,23.394699357071204,4.8068137968129605,7.435860359260449,7.435860359260449,7.435860359260449,3.0670649826098697,2.860974118487163,2.6593442523628448,2.4351781458061352,5.7768322124576645,5.501413410201121,1.72266422529778,0.6952822572084968,2.552057898157115,3.8669706219644144,11.479028946777929,26.0435879880467,2.9515027547670925,4.739968014094593,6.409640802563033,5.500082180534917,1474.2810274131023,2127.38040365288,1977.451250777199,1810.7644642137202
2022-02-11,-0.6873326660820411,121.68309069661436,16.087577551165918,22.54656728017633,22.54656728017633,22.54656728017633,4.715338664965926,7.566109507223179,7.566109507223179,7.566109507223179,3.255780580829694,2.6981545164274343,2.498696860168794,2.276610988780577,5.2433313922410925,5.339007852198085,1.8444686958639829,0.7154334063716242,2.9279301476441133,3.823656586362585,10.249788522724794,24.0764379927684,2.9896049912392,3.916837173172662,6.270469690202135,5.1119239954833775,1535.2108057431476,2041.4532538698768,1890.541406939182,1722.5088046461485
