,FUNDO DE INVESTIMENTO EM ACOES CAIXA PETROBRAS PLUS,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-01-31,-1.727763803554494,111.74549382037368,10.359848590697462,10.359848590697462,10.359848590697462,10.359848590697462,5.775266981091224,5.775266981091224,5.775266981091224,5.775266981091224,1.6730940019161982,1.4401016808781018,1.1947423604354688,0.9240108231542924,2.319581260053773,4.924844057945452,0.6393029795851598,0.3836157208155224,4.165650374888956,1.6887786880421445,10.79293594034443,13.91081988451704,0.7503454232517933,1.1695140570788125,5.777404014870043,4.441064551941181,708.5640954385808,831.6971686989272,689.9956105133953,533.6409197133906
2022-02-01,2.936720838976292,115.02714702401356,18.45042411084074,13.600809262123157,13.600809262123157,13.600809262123157,5.6746575827288375,5.66963845588814,5.66963845588814,5.66963845588814,3.1284953861717444,2.037577687138608,1.7852397041422523,1.5078071837157694,2.610132281573148,4.762260377440513,0.7194917692626112,0.4376723345245506,6.801624649832578,2.425807892946309,14.067796341793755,19.53224117340181,2.409551099257954,1.849220544346566,6.91649381045981,4.290189211653319,1335.672888411607,1155.2328811860664,1012.1663679583278,854.872159285932
2022-02-02,-1.7940062508389976,112.963552816241,16.445815211458214,11.562803642956997,11.562803642956997,11.562803642956997,5.405972697744857,5.727253651867317,5.727253651867317,5.727253651867317,2.9131725309783323,1.660258112599727,1.4087600118089592,1.1317920031720374,3.0164606278858184,4.462433408813697,0.7499676434285033,0.4331910941147116,5.220864154731899,2.130837251184202,10.75823202898844,14.96351141883076,2.433883010968504,0.9470264391883751,6.326015526051358,4.728254227792004,1214.114469614167,950.8719338429128,806.8325922237506,648.2059883321277
2022-02-03,-1.0678991185287812,111.75721603145756,14.279561465726918,10.37142544624785,10.37142544624785,10.37142544624785,4.91302821151536,5.704937832808793,5.704937832808793,5.704937832808793,2.763432786931089,1.4559683649504436,1.2017671359048243,0.9213640493617484,3.308405156934891,4.223837196156875,0.7728535708606714,0.4271599995475688,4.103736573605561,1.9665078512344367,8.871029465794741,12.305282864877425,2.154449662892933,1.0637977276627415,6.005347351279582,4.698961866931785,1046.6892039928916,830.6209008578545,685.60067998497,525.6324622993745
2022-02-04,1.77560635445142,113.74158426087013,16.73012256709746,12.331187489970045,12.331187489970045,12.331187489970045,4.257923987583053,5.580404122060756,5.580404122060756,5.580404122060756,3.762850139587535,1.837651446123437,1.576019135597656,1.2869530974227767,3.3780905782374937,4.075238482471527,0.8179633172803834,0.430132173593311,4.742895283580403,2.5163773234293862,10.752100363103542,16.696538437850545,2.698199410225337,1.4658355046778788,6.9399832461455695,5.593612322019548,1235.1918208855147,1025.4837704858137,879.4823680735789,718.1718369756921
2022-02-07,-1.19940552131671,112.37736141921216,10.767916579345195,10.983881025054728,10.983881025054728,10.983881025054728,3.402776340365947,5.579564757785223,5.579564757785223,5.579564757785223,2.954725232866867,1.594460690800942,1.3310299525796436,1.0395134069867564,3.6861720468915378,3.828439781686284,0.8432381777554375,0.4227250916954577,2.7275637129200647,2.323765603059398,8.807200635457741,13.720577474135483,1.3011102066145253,1.3775040039715654,6.742789273973369,5.256437620831801,1005.4269114681638,889.6396678066818,742.6567814969917,580.0032370868554
2022-02-08,-1.4402851075340115,110.75880701845156,5.679400688973188,9.385396714887582,9.385396714887582,9.385396714887582,2.8118584549027137,5.563183715577642,5.563183715577642,5.563183715577642,1.7640639597672998,1.3098213116805129,1.0438500977092775,0.7490598008424431,3.238188592993403,3.5664016278904365,0.8690086570590837,0.4133002857648039,1.5318126223388089,2.0431733023203504,6.682476426337324,10.08263828883948,-0.2130430811999849,0.9751903240308908,5.897567956493913,5.0336422986431,43.95952032963977,728.6776591457576,580.7129865080383,416.7157286040511
2022-02-09,0.0798510420415121,110.84724908000854,3.27741175460386,9.472742094005657,9.472742094005657,9.472742094005657,2.4464239080594345,5.466842864982525,5.466842864982525,5.466842864982525,1.043504299465055,1.346844085568669,1.07438927911549,0.7719447495310934,2.675769490665545,3.311561186009165,0.8933523004871996,0.405574636332966,0.9540634480211336,2.223418069562618,6.574693277828969,10.405238069843673,-1.066263306016614,1.4037615921302309,5.791338654835183,4.945277343695062,3.5113824417950656,736.2984979434991,587.3517364746236,422.01006461347805
2022-02-10,1.7051442407622908,112.73735456373971,2.889865917245415,11.33941025102613,11.33941025102613,11.33941025102613,2.234733541748562,5.321743401506804,5.321743401506804,5.321743401506804,0.9664921269869504,1.7322358924471228,1.4505065012231309,1.1372881177206808,2.5517725065066608,3.1435058938467466,0.955389380550176,0.4100108046428862,0.8464125890949639,2.9325585005355013,8.079662134491889,14.761453765501733,-0.8722752958965196,1.3508083360801877,5.802500718153,5.342531315131697,2.1642534661344106,921.8514930483726,771.9223401726917,605.2355536092127
2022-02-11,4.478155644395021,117.78590877047746,7.845552346367275,16.325362335618596,16.325362335618596,16.325362335618596,2.3521376984648463,5.2039593822313845,5.2039593822313845,5.2039593822313845,3.0228174384830115,2.7274093726794493,2.4374150897763687,2.114521327640617,2.3057937045676824,3.113728507701139,1.0483210011563382,0.4289782908673079,3.0835728445905857,4.558306081932605,12.099546904853494,25.65137522380472,0.2976809071232376,2.1974678311896025,7.612162293930218,6.6115143174159545,7.124570939873045,1419.3327594141035,1268.4209124834088,1100.3883101903753
2022-02-14,-2.580965755051212,114.74589480083556,4.703417649618938,13.323044569297018,13.323044569297018,13.323044569297018,2.367840351928524,5.32820905628577,5.32820905628577,5.32820905628577,1.6734624471780268,2.0982414679467305,1.8131647337159464,1.4952734544089583,2.4395585535184403,3.035296473415501,1.1285634865739749,0.4341741966525822,1.6242659575234646,3.683287378912231,8.56036977064651,18.35007612804005,-0.558251331562396,0.771328184172488,5.986512545808465,5.876266831383968,3.61546646436874,1117.9869191788118,966.0920754723281,796.7129561405519
2022-02-15,-2.070636972741436,112.36992387838649,3.4996027494059683,10.976535709808925,10.976535709808925,10.976535709808925,2.334416682163578,5.373628697748246,5.373628697748246,5.373628697748246,1.1794040409051854,1.6417618293457936,1.3572647941492144,1.0395533414889366,2.6295752979497844,2.925620197545644,1.1798646754464803,0.43750287212978,1.0470209657988567,3.015503683096437,6.181587770244606,12.768313134657458,-0.7298580609501271,-0.3021144621805938,4.274808711446433,4.919041145676084,2.1923865343207187,42.690649156345195,729.3437048283585,558.6173668665032
2022-02-16,2.1862185067411,114.82657595022664,5.095438189926296,13.402725271636893,13.402725271636893,13.402725271636893,2.1468568897747056,5.243024045766818,5.243024045766818,5.243024045766818,2.0232364309927178,2.143279313265775,1.8498193856215628,1.5216228010483224,2.729796405650397,2.870635932376405,1.2555558902936357,0.4422491883656477,1.5911805959334913,3.9145559523964018,7.724584460251501,18.039388526559268,-0.1230446994451242,0.4242014827043586,4.461778260023866,5.96825287496874,3.4470136096436126,55.275896020293445,969.8647519139456,797.7904934483413
2022-02-17,-0.4736096560891245,114.28274619876986,4.242124365742337,12.8656390144822,12.8656390144822,12.8656390144822,2.0183759535032224,5.236826994002876,5.236826994002876,5.236826994002876,1.7265505510121355,2.0411280436070447,1.7454420275103326,1.4142818014344645,3.040049630089746,2.75617142093673,1.256598645898418,0.4281149270303854,1.1463063234818824,3.87821829795507,7.274063167239904,17.2999086162519,0.0081338202294132,0.4406213503867335,4.819494601796352,6.03644990520647,2.7655061484150902,53.42048024697556,914.057792613322,740.6349114879018
2022-02-18,-0.6412519161512642,113.54990589893995,3.400587315948376,12.14188594162546,12.14188594162546,12.14188594162546,1.881482740687348,5.224249279220328,5.224249279220328,5.224249279220328,1.4019972543925698,1.9053715346188784,1.6070897124073302,1.2725493854002232,3.930445492478871,2.7068340274526266,1.263938222014153,0.4194388860783946,0.6711284106797339,3.677409019328511,6.642600979585208,15.850021135634124,-0.2949117493762725,0.8451102249604727,4.982288833728258,5.855892229855425,2.0510522583094306,50.51901296378683,839.5837271686399,664.8115209449387
2022-02-21,2.6934818763812096,116.60835203497582,2.782977625729183,15.162407315295232,15.162407315295232,15.162407315295232,1.7617854712736,5.110339892120585,5.110339892120585,5.110339892120585,1.143593391715483,2.5367217837187823,2.229864756107245,1.8852257736500704,8.141125263054585,2.6470675873486105,1.2918821694517957,0.4268920390172868,0.24748006663306,4.8973099850215975,8.820747810153742,22.5681052729768,0.3518693190596056,2.1810632229880897,6.1402735755179565,5.641020095605677,1.5665850770042185,66.78153630859164,1139.5366817168592,963.4144476737846
2022-02-22,-1.553998591244632,114.79625988707872,-1.6856834263400722,13.37278512797214,13.37278512797214,13.37278512797214,1.796411433507446,5.165116537073996,5.165116537073996,5.165116537073996,-1.369036515289802,2.161178809754064,1.855669370749775,1.5120702213552173,13.807819229728956,2.631977849935251,1.3397362960301682,0.4396712404059227,-0.1781130537732328,4.241198462255001,7.154205333245319,17.763315377026796,-0.7670433912706077,1.790062000235651,6.046838273814377,5.483806447704683,-1.6893812049878763,58.34439893222344,958.4748554201358,781.001890553897
2022-02-23,0.0216198248864429,114.8210786374425,-2.030100756623152,13.397296125585695,13.397296125585695,13.397296125585695,1.7114551417894477,5.137338659732979,5.137338659732979,5.137338659732979,-1.6414268920806878,2.175465353224988,1.8663864430446029,1.5182988225465437,19.483906643173093,2.5576497753080685,1.3578007974180533,0.4325639335166238,-0.1441819931583014,4.369676556160325,7.061609660332548,18.03205175864636,-0.3746564554899698,1.032342094082779,6.5163153958681725,5.981431877906925,-1.883092568103946,59.242849580248944,958.8259227854562,780.001523809542
2022-02-24,-1.575793846370488,113.01173514593746,-0.6141943666738497,11.610388511288203,11.610388511288203,11.610388511288203,1.5962016437268978,5.16457233125174,5.16457233125174,5.16457233125174,-0.8763183026403347,1.8158414065408683,1.50648428202678,1.1576140850411296,20.731307618842195,2.5587749523834344,1.3931042389348984,0.4275877248486624,-0.0674719000277217,3.6650524022938393,5.584899408797749,13.982117180718266,-0.0892721089429258,0.8309136219609274,5.587688346609888,4.293801848468985,-0.9365465403574066,50.3973224956719,778.0347040421151,597.8581673870717
2022-02-25,1.835728679558701,115.08632397927836,2.989677744209469,13.659252422556817,13.659252422556817,13.659252422556817,1.5930575968324865,5.049224768340034,5.049224768340034,5.049224768340034,1.3807614324585205,2.2608929376937965,1.942516441339302,1.58299713587115,22.43971060562816,2.654153803164518,1.46667981836687,0.4532009852892662,0.0980241023625169,4.301090843325545,6.687350576241963,17.63656436349158,0.6298220815897655,0.714846379597616,6.399767785513581,3.64930556701103,1.4727527880210385,62.17142504885091,980.8202128518145,799.2908346651944
2022-03-02,3.149311489827422,118.71075080357778,3.202377764611703,17.23873631835234,17.23873631835234,17.23873631835234,1.7589282171309923,4.957665636901052,4.957665636901052,4.957665636901052,1.3683749480425793,3.022407886798554,2.696162655818388,2.327273470366989,18.93319121162197,2.8600998101370543,1.6254096087997514,0.5077871536590898,0.1271245444481546,5.239008676540518,8.22357200171656,22.7218109567537,0.45943197601628,0.799853997413504,6.846197319768001,4.292359233931959,1.6115098278756401,82.67171231988007,1336.6672950246702,1153.7843711709882
2022-03-03,-0.8048820019422309,117.7552693359893,4.241825261589486,16.29510283042142,16.29510283042142,16.29510283042142,1.9018385956264203,5.025730128777455,5.025730128777455,5.025730128777455,1.809228877181695,2.79149493960644,2.467705550976344,2.101117673755248,15.63622695399166,2.9447176867325275,1.716602542656304,0.5323867576343008,0.2200570071712605,4.7642258833568745,7.224748786228669,19.83454743318771,0.4092502499958987,1.6624566042874669,6.368801338848258,4.334860058754925,2.303811253670219,78.38993914912983,1240.202213649318,1055.9650397098546
2022-03-04,-0.6754108039640605,116.95993752465704,4.655378576838392,15.50963314142363,15.50963314142363,15.50963314142363,1.9690205420559488,5.064243470496989,5.064243470496989,5.064243470496989,1.9547560558754569,2.612961912845557,2.2896866899487707,1.92321116441666,11.741853553417982,2.865900233648645,1.7587380424322023,0.5425846083799464,0.3277978907858745,4.617284003964996,6.593097203390893,17.95039783908465,0.7274213243137052,1.8241879647925328,6.547211700385287,4.134676674522424,2.5770482034220645,74.8572566496131,1159.5530869056927,973.9609581783981
2022-03-07,-7.639707290166909,108.02454065101116,-5.026344275939336,6.685035277473251,6.685035277473251,6.685035277473251,2.454359510497767,5.432769564243498,5.432769564243498,5.432769564243498,-2.3764929298673723,0.809333240715186,0.5061704054761839,0.1620590157147632,10.441099142102306,2.6762137341694943,1.677560708850952,0.4961901291321247,-0.5586354410265915,1.6429633184184034,1.639229602054375,1.7743788852195912,-1.5460619358825771,0.6255167194947692,3.3885286560242776,2.328115908790093,-3.2750012411048908,25.17489281674003,274.99071731918013,88.04292881864244
2022-03-08,1.600399332749114,109.75336467879524,-2.33498696470402,8.392421870197083,8.392421870197083,8.392421870197083,2.579159230412406,5.286771692177615,5.286771692177615,5.286771692177615,-1.2179979722745005,1.1525275316744978,0.8391252616843261,0.4829454141200203,8.749589096983572,2.5966467401442186,1.6580122181376218,0.4796327990193177,-0.3590352275969594,2.346545579231797,2.6756519832205488,5.323285124489338,-0.6237677356810352,1.4033449058253913,3.953751868335154,3.5763163642914115,-1.7298137891706025,35.299651268586295,443.6263679663829,255.32221442367185
2022-03-09,-0.0347668777723186,109.71520686064636,-0.9422276980929796,8.354737209371024,8.354737209371024,8.354737209371024,2.70676771504229,5.2303166608228135,5.2303166608228135,5.2303166608228135,-0.6460293716696005,1.1567032576500111,0.8369559553014649,0.474336946861515,6.476788522604926,2.602366462604698,1.7185876964512117,0.4869433041533335,-0.2699874235666774,2.324778007652132,2.5471756177630698,5.094910259269911,-1.1474503229329165,0.8397098542260574,3.32698279401934,1.471869710758533,-0.9244001831997175,35.454437771530706,437.75446773881265,248.09324360136074
2022-03-10,2.7826859680121885,112.7682365267331,1.7330041680493269,11.369909277372663,11.369909277372663,11.369909277372663,2.564882269363244,5.038469890099997,5.038469890099997,5.038469890099997,0.3612565110709771,1.7980766656611302,1.4630787339557036,1.083957681860625,5.226133655621051,2.4977324981412834,1.7481427236494114,0.4817438789153321,0.1772974977288186,3.6271118491538936,4.216862872896539,11.336912374463658,0.3353391762998836,1.259110896113572,3.0218688585214704,2.47597350048966,0.4898238078258221,53.69173673923351,737.1678147881438,546.1488142197351
2022-03-11,-2.3559276711637267,110.11149843811644,-2.329180186801935,8.746114767357106,8.746114767357106,8.746114767357106,2.6685055555937085,5.104546198501624,5.104546198501624,5.104546198501624,-1.1750411867573023,1.259704356024565,0.9260060737279988,0.5491312730337726,5.016585087408673,2.3684396088102746,1.654588947462159,0.4538321069943259,-0.6250474935197378,2.714960118831651,2.8568066955166067,6.176438178442821,-0.4391058047876428,1.4565236498377332,3.133175855336881,2.543361328290434,-1.6522282132748702,38.52999993634812,472.68407834376706,280.30659522429016
2022-03-14,-1.2671396812438007,108.71623194779492,-7.700137408080018,7.368149595329003,7.368149595329003,7.368149595329003,2.9004852749425174,5.12239443180386,5.12239443180386,5.12239443180386,-2.932806185806254,0.9852251966458848,0.6496626809013559,0.2714476202421033,4.831987962168259,2.254416486511326,1.5816267698255866,0.42829224355209,-1.760468201244073,2.238589050234214,2.104054232445021,3.2465257061921253,-2.168776311021217,1.4489512428698683,2.847126005336537,3.088752041683055,-4.228904588258223,30.566926906414174,332.78284991998737,139.04617784545587
2022-03-15,-1.863123101462305,106.6907147153362,-7.020015922557173,5.367748796605808,5.367748796605808,5.367748796605808,3.1576760874888365,5.193896679829756,5.193896679829756,5.193896679829756,-2.478544174203933,0.5854504433842014,0.2515214318177752,-0.1241051540465484,4.276698216870302,2.187026854290691,1.526957537744059,0.4089205720892416,-1.8300191581897327,1.3903666103287338,0.8555420156309135,-1.5763191963143763,-1.309811955761759,0.9631072791200396,2.9288207432929023,2.575039907555599,-3.952121623591858,18.61222897005508,130.6376329624369,-64.45893475521282
2022-03-16,0.0825926515272357,106.77883340555296,-4.975611159872765,5.454774814191486,5.454774814191486,5.454774814191486,3.402258096835757,5.162495439474567,5.162495439474567,5.162495439474567,-1.6994698060566455,0.6047952428342638,0.2658301073468493,-0.1147168057422886,4.10659210409479,2.238847208834938,1.567956817057357,0.4122504794555329,-1.4079886098789065,1.3945805102852789,0.8752452248198254,-1.43656591317448,-0.8664606158640749,0.5890601478844688,2.353980137022765,2.215461377158609,-2.867541853271222,19.30902789980341,137.23467168531442,-59.22249864756548
2022-03-17,-2.634726912069796,103.9655027454227,-9.458675498180703,2.6763294820993973,2.6763294820993973,2.6763294820993973,3.9752522504199472,5.324787110081021,5.324787110081021,5.324787110081021,-2.583156403096238,0.0628402324867408,-0.2687197156759123,-0.6396581859565897,4.585282123156918,2.244447127413978,1.5455221395447425,0.4054560369047001,-2.239491056119602,0.1490838682956307,-0.925819981250622,-8.400525219556732,-3.0875497404522587,-0.4785700271700265,0.9606408839913996,0.8278251018062377,-3.9868887340952286,1.1544631615990055,-143.0875278255735,-340.6043663439458
2022-03-18,0.8738588824435123,104.87401452584062,-8.232854027295426,3.573575707445684,3.573575707445684,3.573575707445684,4.203672314275171,5.279062039189193,5.279062039189193,5.279062039189193,-2.152041202114621,0.2316054933276269,-0.1057785663111828,-0.4819383752859311,4.087064529882499,2.1846749639332383,1.4829796118633107,0.4031183269696324,-2.2134409560616293,0.559652940633472,-0.3765470607324114,-6.311255063310806,-3.1751666322971626,-1.054881958350732,0.4430620082007781,1.0455188077314816,-2.7484386082500305,1.9458006350121109,-55.8411613973222,-254.41825822004736
