,ITAU UNIBANCO ACOES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2022-03-07,-2.1327245532404504,111.722807907601,-5.163532325502184,8.719022975589393,8.719022975589393,8.719022975589393,2.874299050729132,5.20962670101032,5.20962670101032,5.20962670101032,-2.077012853655265,1.2344279282730553,0.9182797820005392,0.5594291402371238,10.625830571110551,2.7153073314656155,1.793235280295132,0.431569411875609,-0.5618342993200568,2.368390723613968,2.66774523336425,6.753066612474814,-1.0998415698226112,1.256333548390017,5.088195977010718,2.3326678018237703,-3.050307421886717,26.267039443497914,478.3894871307944,291.44169863025667
2022-03-08,-0.9423252373226498,110.67001569284218,-5.535242939677943,7.694536184319824,7.694536184319824,7.694536184319824,3.2586465178612563,5.213037068031411,5.213037068031411,5.213037068031411,-1.9461045108849404,1.0349560481971058,0.7171209306590037,0.3559031777727386,10.450418010223189,2.634716675639236,1.7595424432216802,0.4146337130469493,-0.6068337823028245,2.047758794302167,2.1246307573812704,4.474639663826318,-1.093763532285291,1.265818499528372,4.460345191897871,2.652409419457128,-2.8532154830933747,22.297752219618683,373.83779937865694,185.53364583594592
2022-03-09,4.8702783798260985,116.05995354008084,-1.9871099510066388,12.93955989635876,12.93955989635876,12.93955989635876,3.121197159633786,4.92477956302103,4.92477956302103,4.92477956302103,-0.8950199414655878,2.1594361475499,1.819851477550812,1.4347353079630971,10.377819985421151,2.6529416411377382,1.8617323565139765,0.4354051018283315,-0.2691830946231838,4.0086622495554805,4.813993447026703,16.22800259650421,-0.7629076691922638,2.251598672132752,5.698281108548455,2.3186265813576483,-1.1896579909589433,44.45981369257035,896.2367364375863,706.5755123001344
2022-03-10,0.0670956111083365,116.1378246751606,2.073140082543892,13.015337384254275,13.015337384254275,13.015337384254275,3.12645497308864,4.8771800125683145,4.8771800125683145,4.8771800125683145,0.4051605877378575,2.194912473872251,1.848836055164316,1.457177350592904,10.229203538445956,2.5494342088138464,1.900358985175408,0.4335586315673229,0.1238333297085789,4.198964307412833,4.744948888659976,16.392053419366423,0.2210879713417885,1.827373997797945,4.19733323272058,2.5139298840411044,0.5394455094677003,45.259149264694756,901.7106254763049,710.6916249078963
2022-03-11,-1.114368531750276,114.8436213035213,-0.914466178119841,11.755930028392742,11.755930028392742,11.755930028392742,3.1184975084517825,4.880590255951181,4.880590255951181,4.880590255951181,-0.5518330290683958,1.9341993176554813,1.5851886019400137,1.1910201242955318,9.468420121386703,2.417832895538604,1.81783231212012,0.41235357276242,-0.1817504825693305,3.904336962341591,4.25597894420202,14.09683727083326,0.1206068517349586,2.4554315386080505,4.789434935639982,2.927067755099924,-0.7328604816716815,40.352145189917564,773.6656044473306,581.2881213278537
2022-03-14,1.3569907926636704,116.4020386705716,-5.055339606251623,13.272447709133663,13.272447709133663,13.272447709133663,3.067985562479678,4.775724290177254,4.775724290177254,4.775724290177254,-1.910622861479584,2.2930574526047334,1.9331364316807909,1.5274667147898668,8.19778998828748,2.29266550253442,1.778348761929945,0.3920190826767579,-0.7150419030907008,4.776540739619732,5.191403852068596,18.60817550627801,-0.4125723999365664,3.300548305426732,5.489477709949202,4.115810788705624,-2.5546944940377427,47.317005148011376,923.2126613004535,729.4759892259219
2022-03-15,-0.3723144324860872,115.96865708089304,-5.188899282634458,12.850718038282317,12.850718038282317,12.850718038282317,2.9153995818634884,4.751365422704019,4.751365422704019,4.751365422704019,-2.0564326989831256,2.2148871786387403,1.8498567862833053,1.4392452033783236,6.635436200492059,2.210351016133859,1.744871003056674,0.3774209522728423,-0.9035311092737534,4.761116347113825,5.03724662505346,18.118707647107072,-0.1894837675026416,3.2611496077315087,6.2457724171987925,4.097401999551537,-2.604370627828483,45.952040193378735,878.9345571300878,683.837989412438
2022-03-16,1.9401906529290749,118.2186701259039,-4.231815889265362,15.040237121424418,15.040237121424418,15.040237121424418,2.6848449578288287,4.643608872923794,4.643608872923794,4.643608872923794,-1.876547702572375,2.736603219163777,2.359761410565705,1.9366913895775184,6.348836423674431,2.2617989286702382,1.855482053396671,0.3886018906710042,-0.7935689788115219,5.618410562097083,5.905639994753148,23.14254648948962,-0.2263367925462693,3.4852356167847547,6.360296572575961,4.346349378723755,-2.1789252055375328,56.063427239756095,1095.7809024086075,899.3237320757277
2022-03-17,2.1715506913829508,120.78584847436667,-1.1289317016915026,17.538394186003277,17.538394186003277,17.538394186003277,2.4322433490318085,4.570169999152503,4.570169999152503,4.570169999152503,-0.797187711039541,3.3251882460962854,2.9388817983004656,2.506694727458461,6.130984858402068,2.28560666585326,1.9947825639641736,0.4075162854982356,-0.3162549823375634,6.648858611974063,6.733159627662241,28.11181159657979,0.162041708277883,3.870882433014844,6.376411694646282,4.4020122977939735,-0.8385541685552211,67.7248000235551,1343.1189425648145,1145.602104046442
2022-03-18,0.72352625326364,121.65976579830595,0.993795204572054,18.38881532560351,18.38881532560351,18.38881532560351,2.3769855556881394,4.5766288096275245,4.5766288096275245,4.5766288096275245,0.0757990350120696,3.5043041621189843,3.1151374946977435,2.6812436722295705,4.870590599580267,2.3051080166770954,2.1509611603546244,0.4294823411288098,0.0369920665009939,6.957547876290263,6.628119682939375,28.57173825518715,-0.1417857231748025,3.186796625306315,5.64871153643993,4.69143389047569,0.07780589193768811,72.18495832244966,1425.6828004184604,1227.1057035957351
2022-03-21,2.443679912768193,124.63274105704,3.090209286431463,21.281859024679523,21.281859024679523,21.281859024679523,2.63843799027804,4.5726494430431845,4.5726494430431845,4.5726494430431845,0.8614900127628824,4.138026581060439,3.745111768583113,3.308520361378575,3.1187142924206346,2.3219337305474217,2.313366632502541,0.4548662135549036,0.7288221250156551,8.149132204872574,7.402667178708534,33.25967798205944,0.0508768575198694,3.149572181888351,5.651965941915458,4.875030137142011,0.981565770248895,85.99575094806792,1712.5083242746048,1512.8703787754775
