datetime,symbol,Open,High,Low,Close,Volume
2009-06-29 10:00:00,BMFBOVESPA:CIEL3,3.844776,3.923897,3.733513,3.792853,692119091.9999996
2009-06-30 10:00:00,BMFBOVESPA:CIEL3,3.820051,3.867029,3.765655,3.812633,185605313.0000001
2009-07-01 10:00:00,BMFBOVESPA:CIEL3,3.871974,4.084611,3.862084,4.032688,166244534.99999985
2009-07-02 10:00:00,BMFBOVESPA:CIEL3,3.958512,4.077194,3.918952,4.077194,107409139.99999996
2009-07-03 10:00:00,BMFBOVESPA:CIEL3,4.079666,4.134061,4.030215,4.035161,11366009.00000001
2009-07-06 10:00:00,BMFBOVESPA:CIEL3,3.983238,4.057413,3.933787,3.993128,37575651.99999999
2009-07-07 10:00:00,BMFBOVESPA:CIEL3,3.968402,3.973348,3.785436,3.834886,55977492.99999996
2009-07-08 10:00:00,BMFBOVESPA:CIEL3,3.797798,3.891754,3.782963,3.844776,42330711.99999998
2009-07-10 10:00:00,BMFBOVESPA:CIEL3,3.844776,4.000545,3.822524,3.95604,54616151.99999998
2009-07-13 10:00:00,BMFBOVESPA:CIEL3,3.980765,4.069776,3.891754,4.069776,167449777.00000018
2009-07-14 10:00:00,BMFBOVESPA:CIEL3,4.094501,4.158787,4.049996,4.116754,66622479.99999998
2009-07-15 10:00:00,BMFBOVESPA:CIEL3,4.161259,4.237907,4.153842,4.208237,32026264.0
2009-07-16 10:00:00,BMFBOVESPA:CIEL3,4.205765,4.267578,4.074721,4.267578,15079631.99999999
2009-07-17 10:00:00,BMFBOVESPA:CIEL3,4.274996,4.292304,4.139007,4.183512,34007226.0
2009-07-20 10:00:00,BMFBOVESPA:CIEL3,4.183512,4.218127,4.035161,4.069776,64774985.99999994
2009-07-21 10:00:00,BMFBOVESPA:CIEL3,4.072248,4.089556,3.93626,3.958512,34819766.0
2009-07-22 10:00:00,BMFBOVESPA:CIEL3,3.958512,4.027743,3.93626,3.93626,54999952.00000003
2009-07-23 10:00:00,BMFBOVESPA:CIEL3,3.970875,4.010435,3.948622,3.980765,27833391.00000002
2009-07-24 10:00:00,BMFBOVESPA:CIEL3,3.973348,4.054941,3.933787,3.933787,24440096.0
2009-07-27 10:00:00,BMFBOVESPA:CIEL3,3.948622,3.970875,3.827469,3.844776,34338079.00000001
2009-07-28 10:00:00,BMFBOVESPA:CIEL3,3.834886,3.901644,3.827469,3.901644,49816588.99999998
2009-07-29 10:00:00,BMFBOVESPA:CIEL3,3.879392,3.881864,3.844776,3.864556,9439249.00000001
2009-07-30 10:00:00,BMFBOVESPA:CIEL3,3.879392,4.003018,3.879392,4.003018,21578639.99999999
2009-07-31 10:00:00,BMFBOVESPA:CIEL3,3.983238,4.049996,3.980765,4.049996,11463491.00000001
2009-08-03 10:00:00,BMFBOVESPA:CIEL3,4.057413,4.116754,4.025271,4.027743,12126761.0
2009-08-04 10:00:00,BMFBOVESPA:CIEL3,4.000545,4.106864,3.983238,4.052468,14017142.0
2009-08-05 10:00:00,BMFBOVESPA:CIEL3,4.147968,4.288492,4.112836,4.283473,36826470.00000004
2009-08-06 10:00:00,BMFBOVESPA:CIEL3,4.283473,4.328641,4.115346,4.120365,25482904.99999999
2009-08-07 10:00:00,BMFBOVESPA:CIEL3,4.145458,4.17808,3.992387,4.075196,54722278.99999994
2009-08-10 10:00:00,BMFBOVESPA:CIEL3,4.042575,4.075196,3.994897,4.017481,34771744.99999998
2009-08-11 10:00:00,BMFBOVESPA:CIEL3,4.037556,4.037556,3.949728,3.957256,46297413.0
2009-08-12 10:00:00,BMFBOVESPA:CIEL3,3.98235,4.017481,3.959766,3.972313,28736350.0
2009-08-13 10:00:00,BMFBOVESPA:CIEL3,3.992387,4.014972,3.937182,3.937182,43585951.99999998
2009-08-14 10:00:00,BMFBOVESPA:CIEL3,3.952238,3.967294,3.86692,3.914597,16702164.0
2009-08-17 10:00:00,BMFBOVESPA:CIEL3,3.846845,3.957256,3.784111,3.86441,10584278.0
2009-08-18 10:00:00,BMFBOVESPA:CIEL3,3.897032,3.997406,3.897032,3.929653,12569647.0
2009-08-19 10:00:00,BMFBOVESPA:CIEL3,3.907069,3.932163,3.86692,3.874448,10855266.99999999
2009-08-20 10:00:00,BMFBOVESPA:CIEL3,3.884485,3.90456,3.849354,3.854373,8796570.99999999
2009-08-21 10:00:00,BMFBOVESPA:CIEL3,3.876957,3.992387,3.876957,3.992387,17419888.00000001
2009-08-24 10:00:00,BMFBOVESPA:CIEL3,4.004934,4.052612,3.98235,4.050102,17177213.00000001
2009-08-25 10:00:00,BMFBOVESPA:CIEL3,4.017481,4.070177,4.004934,4.050102,20831954.00000002
2009-08-26 10:00:00,BMFBOVESPA:CIEL3,4.0225,4.027518,3.894522,3.914597,25875450.99999999
2009-08-27 10:00:00,BMFBOVESPA:CIEL3,3.914597,3.934672,3.82426,3.881976,18460014.0
2009-08-28 10:00:00,BMFBOVESPA:CIEL3,3.899541,3.929653,3.743961,3.784111,22203587.0
2009-08-31 10:00:00,BMFBOVESPA:CIEL3,3.761527,3.82677,3.701302,3.82677,35183416.99999998
2009-09-01 10:00:00,BMFBOVESPA:CIEL3,3.819242,3.819242,3.731414,3.74898,14222672.0
2009-09-02 10:00:00,BMFBOVESPA:CIEL3,3.728905,3.789129,3.678718,3.723886,25125866.0
2009-09-03 10:00:00,BMFBOVESPA:CIEL3,3.74898,3.771564,3.716358,3.726396,16604145.0
2009-09-04 10:00:00,BMFBOVESPA:CIEL3,3.756508,3.756508,3.716358,3.74898,10865624.0
2009-09-08 10:00:00,BMFBOVESPA:CIEL3,3.761527,3.82677,3.751489,3.819242,19605714.99999999
2009-09-09 10:00:00,BMFBOVESPA:CIEL3,3.819242,3.819242,3.726396,3.726396,16071341.00000001
2009-09-10 10:00:00,BMFBOVESPA:CIEL3,3.718867,3.764036,3.716358,3.764036,10091737.0
2009-09-11 10:00:00,BMFBOVESPA:CIEL3,3.771564,3.779092,3.713849,3.721377,14252954.0
2009-09-14 10:00:00,BMFBOVESPA:CIEL3,3.716358,3.74898,3.681227,3.723886,11396442.0
2009-09-15 10:00:00,BMFBOVESPA:CIEL3,3.731414,3.741452,3.691265,3.691265,22387296.99999999
2009-09-16 10:00:00,BMFBOVESPA:CIEL3,3.713849,3.9422,3.703811,3.934672,54155201.0
2009-09-17 10:00:00,BMFBOVESPA:CIEL3,3.957256,4.135421,3.947219,4.117855,34417454.00000001
2009-09-18 10:00:00,BMFBOVESPA:CIEL3,4.120365,4.238304,4.095271,4.238304,26114143.0
2009-09-21 10:00:00,BMFBOVESPA:CIEL3,4.17808,4.3713,4.045084,4.318604,28117874.00000001
2009-09-22 10:00:00,BMFBOVESPA:CIEL3,4.318604,4.348716,4.198155,4.203173,18756903.0
2009-09-23 10:00:00,BMFBOVESPA:CIEL3,4.205683,4.245832,4.075196,4.075196,13975585.99999998
2009-09-24 10:00:00,BMFBOVESPA:CIEL3,4.080215,4.208192,4.080215,4.160514,13824161.00000001
2009-09-25 10:00:00,BMFBOVESPA:CIEL3,4.120365,4.188118,4.105309,4.155495,10922213.0
2009-09-28 10:00:00,BMFBOVESPA:CIEL3,4.17808,4.238304,4.122874,4.195645,6440566.0
2009-09-29 10:00:00,BMFBOVESPA:CIEL3,4.145458,4.185608,4.052612,4.065159,10127200.99999999
2009-09-30 10:00:00,BMFBOVESPA:CIEL3,4.102799,4.120365,4.040065,4.092761,14236205.00000001
2009-10-01 10:00:00,BMFBOVESPA:CIEL3,4.055121,4.130402,3.937182,3.957256,13822174.0
2009-10-02 10:00:00,BMFBOVESPA:CIEL3,3.98235,4.01999,3.947219,3.98235,22832441.0
2009-10-05 10:00:00,BMFBOVESPA:CIEL3,4.017481,4.127893,3.994897,4.125384,19447909.0
2009-10-06 10:00:00,BMFBOVESPA:CIEL3,4.145458,4.213211,4.125384,4.190627,23196280.0
2009-10-07 10:00:00,BMFBOVESPA:CIEL3,4.145458,4.185608,4.070177,4.115346,11781003.0
2009-10-08 10:00:00,BMFBOVESPA:CIEL3,4.142949,4.180589,3.962275,4.027518,25429133.0
2009-10-09 10:00:00,BMFBOVESPA:CIEL3,4.0225,4.0225,3.94471,4.007444,16280949.00000001
2009-10-13 10:00:00,BMFBOVESPA:CIEL3,4.004934,4.06014,3.957256,4.017481,19555108.0
2009-10-14 10:00:00,BMFBOVESPA:CIEL3,4.067668,4.120365,4.052612,4.085234,16729301.99999999
2009-10-15 10:00:00,BMFBOVESPA:CIEL3,4.075196,4.155495,4.06265,4.132911,34845091.0
2009-10-16 10:00:00,BMFBOVESPA:CIEL3,4.09778,4.240814,4.055121,4.190627,47242664.00000002
2009-10-19 09:00:00,BMFBOVESPA:CIEL3,4.238304,4.29602,4.193136,4.243323,18723810.0
2009-10-20 09:00:00,BMFBOVESPA:CIEL3,4.155495,4.210702,4.075196,4.160514,19875901.99999999
2009-10-21 09:00:00,BMFBOVESPA:CIEL3,4.145458,4.190627,4.065159,4.065159,11240244.0
2009-10-22 09:00:00,BMFBOVESPA:CIEL3,4.107818,4.107818,4.007444,4.032537,13735272.0
2009-10-23 09:00:00,BMFBOVESPA:CIEL3,4.09778,4.125384,3.957256,3.969803,14427490.00000001
2009-10-26 09:00:00,BMFBOVESPA:CIEL3,4.004934,4.004934,3.774073,3.846845,19536778.0
2009-10-27 09:00:00,BMFBOVESPA:CIEL3,3.876957,3.881976,3.678718,3.678718,28472524.0
2009-10-28 09:00:00,BMFBOVESPA:CIEL3,3.701302,3.738942,3.560778,3.738942,23814361.00000002
2009-10-29 09:00:00,BMFBOVESPA:CIEL3,3.86441,4.002425,3.794148,3.957256,21495841.99999999
2009-10-30 09:00:00,BMFBOVESPA:CIEL3,3.98235,4.002425,3.741452,3.759017,19137472.0
2009-11-03 09:00:00,BMFBOVESPA:CIEL3,3.769055,3.957256,3.738942,3.952238,16225971.0
2009-11-04 09:00:00,BMFBOVESPA:CIEL3,3.979841,4.030028,3.934672,3.992387,7981636.00000001
2009-11-05 09:00:00,BMFBOVESPA:CIEL3,3.957256,3.98235,3.894522,3.922125,5669081.0
2009-11-06 09:00:00,BMFBOVESPA:CIEL3,3.939691,3.957256,3.856882,3.86441,5416825.0
2009-11-09 09:00:00,BMFBOVESPA:CIEL3,3.952238,3.957256,3.889504,3.934672,12277150.99999999
2009-11-10 09:00:00,BMFBOVESPA:CIEL3,3.902051,3.957256,3.816732,3.947219,15719850.00000001
2009-11-11 09:00:00,BMFBOVESPA:CIEL3,3.947219,3.984859,3.854373,3.899541,11107526.0
2009-11-12 09:00:00,BMFBOVESPA:CIEL3,3.912088,3.912088,3.846845,3.889504,24190561.99999999
2009-11-13 09:00:00,BMFBOVESPA:CIEL3,3.889504,3.927144,3.889504,3.914597,19450290.99999998
2009-11-16 09:00:00,BMFBOVESPA:CIEL3,3.922125,3.954747,3.90456,3.934672,15404633.99999999
2009-11-17 09:00:00,BMFBOVESPA:CIEL3,3.912088,3.934672,3.889504,3.919616,9554143.00000001
2009-11-18 09:00:00,BMFBOVESPA:CIEL3,3.919616,3.919616,3.718867,3.718867,42430681.00000002
2009-11-19 09:00:00,BMFBOVESPA:CIEL3,3.718867,3.718867,3.538194,3.608456,48795659.00000002
2009-11-23 09:00:00,BMFBOVESPA:CIEL3,3.706321,3.784111,3.678718,3.701302,30575050.0
2009-11-24 09:00:00,BMFBOVESPA:CIEL3,3.70883,3.789129,3.683736,3.764036,29379134.0
2009-11-25 09:00:00,BMFBOVESPA:CIEL3,3.781601,3.844335,3.753998,3.844335,26114958.00000002
2009-11-26 09:00:00,BMFBOVESPA:CIEL3,3.751489,3.771564,3.726396,3.733924,6414676.00000001
2009-11-27 09:00:00,BMFBOVESPA:CIEL3,3.721377,3.771564,3.691265,3.771564,12937882.0
2009-11-30 09:00:00,BMFBOVESPA:CIEL3,3.771564,3.831789,3.751489,3.829279,13062602.99999999
2009-12-01 09:00:00,BMFBOVESPA:CIEL3,3.846845,3.922125,3.806695,3.917107,37755777.0
2009-12-02 09:00:00,BMFBOVESPA:CIEL3,3.912088,3.952238,3.779092,3.829279,36978298.99999999
2009-12-03 09:00:00,BMFBOVESPA:CIEL3,3.859391,3.859391,3.585872,3.608456,62623097.0
