,SANTANDER FI PETROBRAS ACOES,Close
2022-04-26,-0.1471655654707193,113.6301557577653
2022-04-27,0.2152918039530105,113.8747921699308
2022-04-28,0.6465459126050677,114.611044984193
2022-04-29,0.0280699149734831,114.64321620707028
2022-05-02,-1.50438180923973,112.91854451692375
2022-05-03,0.6500803063030025,113.65260573699226
2022-05-04,4.5581477112840885,118.8330593842077
2022-05-05,-0.5267333312671374,118.20712605186661
2022-05-06,3.374644739428323,122.19619661280534
2022-05-09,-3.456096741637449,117.97297784326528
2022-05-10,1.07393141693799,119.2399267158214
2022-05-11,4.335201731429139,124.40921808336053
2022-05-12,0.4426928148442144,124.95996875281944
2022-05-13,0.4254354496228796,125.4915927577316
2022-05-16,2.4529309664972354,128.5698148968366
2022-05-17,-0.1884321026177193,128.32754809129477
2022-05-18,-2.146606882449964,125.57286011188775
2022-05-19,0.9970262691149978,126.8248545140823
2022-05-20,1.4949898342555334,128.7208731963772
2022-05-23,3.7311578212813945,133.52365212426554
2022-05-24,-2.4286687910380134,130.28080485646933
2022-05-25,1.7120086452767858,132.51122349874825
2022-05-26,0.2554155808482061,132.84967780993665
2022-05-27,-4.010331275924739,127.52196563075951
2022-05-30,-1.9374620535539175,125.05127593671747
2022-05-31,0.5572263404463262,125.74809458530108
2022-06-01,-0.1007190791710632,125.62144226235961
2022-06-02,-0.8364212792275172,124.57071778800473
2022-06-03,2.114041784188148,127.20419481290625
2022-06-06,-0.0443386425802438,127.14779419962107
2022-06-07,0.460866664834425,127.7337759981594
2022-06-08,-0.3687136461976159,127.26280413525069
2022-06-09,-1.1205673417289177,125.83673871394264
2022-06-10,-1.178509863956323,124.35374033571787
2022-06-13,-1.3255678008376792,122.7053471946903
2022-06-14,0.826853370818359,123.71994049414397
2022-06-15,-1.2630896390377622,122.15724674433875
2022-06-17,-6.6785192407132765,113.9989515165925
2022-06-20,0.8580731878183867,114.97714595395045
2022-06-21,-1.1664882887113426,113.63595101170307
2022-06-22,-0.4181950438563286,113.16073109653313
2022-06-23,-1.9579864475356867,110.94505931773071
2022-06-24,-0.6382111502796772,110.23699557848055
2022-06-27,6.285586298604073,117.1660370685543
2022-06-28,1.3357646159133596,118.73109953358399
2022-06-29,-1.2202090877737493,117.2823318670615
2022-06-30,-0.9482468484405482,116.17020585135451
2022-07-01,1.8047425824311516,118.26677902445184
2022-07-04,2.1969331406819226,120.86502108725708
2022-07-05,-3.962705912222597,116.07549575082325
2022-07-06,-1.3894609076280815,114.46267211403007
2022-07-07,2.7801834196719666,117.64494434585782
2022-07-08,0.8864868761506051,118.68785133793854
2022-07-11,-0.1405634161471547,118.52101963954628
2022-07-12,-1.7736466225461989,116.41887557770215
2022-07-13,0.33301005288775,116.80656213683478
2022-07-14,-2.930977231495069,113.38298839571202
2022-07-15,1.815946490391096,115.44196279418449
2022-07-18,2.949271678735643,118.84665990824992
2022-07-19,1.269072887345124,120.35491064666078
2022-07-20,0.691130928543382,121.18672065816061
2022-07-21,-1.000690735790566,119.974016371526
2022-07-22,1.068905273655929,121.25642495953808
2022-07-25,4.377731233985172,126.56470534820556
2022-07-26,1.359648985097195,128.2855410799637
2022-07-27,0.7228545145559595,129.21285890518277
2022-07-28,2.2660090697083968,132.14083400720372
2022-07-29,6.299662489866464,140.46526056095223
2022-08-01,-1.2747535183476932,138.67467470989524
2022-08-02,0.117315294291953,138.83736131263956
2022-08-03,-0.4299451039663005,138.24043687519986
2022-08-04,1.4327895756634843,140.2211314440994
2022-08-05,1.7635608888938226,142.69401647621194
2022-08-08,4.857269079893078,149.6250488173685
2022-08-09,1.372291493723088,151.67834063476826
2022-08-10,-0.3537853521611511,151.14172488320136
2022-08-11,-1.9763863378441604,148.15458048182776
2022-08-12,6.66045242716593,158.02234583348715
2022-08-15,-0.2374086670894115,157.64718708854045
2022-08-16,0.917135746962594,159.09302579541045
2022-08-17,2.682165853258045,163.36016460820997
2022-08-18,1.3807275358157731,165.6157233835095
2022-08-19,-3.873721212048842,159.20023197631437
2022-08-22,1.4929118311092449,161.57695107464212
2022-08-23,3.198806568326318,166.7454851985192
2022-08-24,0.5443311844213428,167.6531328730694
2022-08-25,-0.961218815634679,166.04161941489247
2022-08-26,0.9115739694208091,167.5552115958834
2022-08-29,2.043470254289348,170.97915250435685
2022-08-30,-5.706572128426157,161.22210384212397
2022-08-31,2.755031092171767,165.66382293042793
2022-09-01,1.7477298773412864,168.5591790597288
2022-09-02,-1.4341693263225652,166.14175501695303
2022-09-05,-0.317364450569535,165.6144801489769
2022-09-06,-3.4150043820687426,159.95873839454896
2022-09-08,-0.9941884997198392,158.36844701313342
2022-09-09,-0.1617596771296692,158.1122707245697
2022-09-12,-0.5885567460045538,157.18169028895926
2022-09-13,-2.660499218828083,152.99987264668073
2022-09-14,1.160166060570611,154.7749252418438
2022-09-15,-0.2110270603267738,154.44830826698296
2022-09-16,-0.5783174254627821,153.55510678694253
2022-09-19,1.2422312560278923,155.46261631867694
2022-09-20,-0.2414553851820211,155.08724345963063
2022-09-21,-0.1359399682440476,154.87641791012103
2022-09-22,2.1072565902385154,158.14006143325742
2022-09-23,-6.94438458585508,147.15820738302455
2022-09-26,-0.9252962306284584,145.796558037049
2022-09-27,0.7002429221791173,146.81748811548422
2022-09-28,-0.8081978416585311,145.63091234535761
2022-09-29,0.0928515990357814,145.7661329761607
2022-09-30,1.3149582363082946,147.68289674747882
2022-10-03,8.720812186840622,160.5620448049122
2022-10-04,-2.062572439076582,157.2503363211483
2022-10-05,3.5676685226045057,162.8605070717676
2022-10-06,3.018757069356681,167.77687014218674
2022-10-07,-0.4460171027194981,167.0285566069451
2022-10-10,-0.9493927529093836,165.44279959522962
2022-10-11,-0.9422069632693986,163.88398601721553
2022-10-13,3.078533704525688,168.92920976307568
2022-10-14,-1.8922396015623844,165.73266435733237
2022-10-17,-0.5637949640056594,164.79827194197333
2022-10-18,2.2763008288862574,168.5495763721787
2022-10-19,3.676557545650661,174.74639854045228
2022-10-20,2.7230636765581018,179.5048542452008
2022-10-21,3.4063226244018585,185.61936870725464
2022-10-24,-9.791165628563448,167.44506887843346
2022-10-25,-1.6018039449648305,164.76292715948964
2022-10-26,-1.9258114645948288,161.58990381885016
2022-10-27,0.37301023443288,162.19265069790472
2022-10-28,-1.4681610771788425,159.81140133031346
2022-10-31,-7.295860386162955,148.15178460808323
2022-11-01,0.2983838656376303,148.59384563000796
2022-11-03,0.2685043532496323,148.99282657418559
2022-11-04,-5.278640865967555,141.12803034328047
2022-11-07,-3.517556510506548,136.16377212379075
2022-11-08,0.1133356953056718,136.31809428168168
2022-11-09,-1.831109791872898,133.82196030919528
2022-11-10,-1.512909442896515,131.79735523500824
2022-11-11,3.3847890529014046,136.25841768701636
2022-11-14,2.739442943565118,139.99113929535682
2022-11-16,-1.2596579352149528,138.22772980062504
2022-11-17,-0.6440170961821146,137.3375195890446
2022-11-18,-1.8233254488941752,134.83340964349753
2022-11-21,-0.2597022698663687,134.48324421811515
2022-11-22,0.2862691975253906,134.86822832214446
2022-11-23,0.089125101109011,134.9884297670005
2022-11-24,3.3738833801068013,139.54278196397647
2022-11-25,-1.9104275129511628,136.8769182649992
2022-11-28,2.137582041861319,139.80277468928503
2022-11-29,3.80643331697692,145.12427408311615
2022-11-30,3.306389350765349,149.9226476267758
2022-12-01,-3.417017477685591,144.7997645543599
2022-12-02,1.147241440556579,146.46096745915588
2022-12-05,-1.1795073245645216,144.73344962034707
2022-12-06,-0.1219024241776556,144.55701603666392
2022-12-07,-1.2968453849209194,142.68233504561306
2022-12-08,-1.9441132567460828,139.90842885495644
2022-12-09,-0.2062075995079015,139.61992704230542
2022-12-12,-2.4935577137387037,136.13842358162566
2022-12-13,-1.3728204367300267,134.269487480455
2022-12-14,-8.402242889899059,122.98783901532457
2022-12-15,2.2400807359971964,125.7428659047261
2022-12-16,0.226347723297593,126.02748201891059
2022-12-19,2.0172939917140864,128.56982684158663
2022-12-20,2.3713658469626475,131.61868780480702
2022-12-21,2.4056405359415223,134.78496031151377
2022-12-22,1.1750866372404634,136.36880036914422
2022-12-23,4.758527411723379,142.8579471157483
2022-12-26,-0.3644373409301682,142.33731941197223
2022-12-27,0.6269312576338226,143.22967655864397
2022-12-28,-0.6353292435961944,142.31969653795866
2022-12-29,-1.471714948050995,140.22515628998872
2022-12-30,-0.0060618895523556,140.2166559958898
2023-01-02,-6.275261849243341,131.41769367589495
2023-01-03,-1.501791196889679,129.44407432111493
2023-01-04,1.7824048827573158,131.75129182225447
2023-01-05,3.0936592911419147,135.82722790291314
2023-01-06,-0.5910896323689352,135.0243672408449
2023-01-09,0.6051321785312647,135.84144313587748
2023-01-10,0.6003846139535973,136.6570142598378
2023-01-11,1.1284993163543922,138.1991877315104
2023-01-12,0.6424846224888814,139.0870962610899
2023-01-13,-0.2142422107540453,138.78911299118653
2023-01-16,-2.304661109448647,135.5904942799299
2023-01-17,6.482364310322342,144.37996408932173
2023-01-18,-1.3603893171074355,142.41583448180705
2023-01-19,3.3780116910424374,147.22665802049815
2023-01-20,1.260327954166418,149.0821967475155
2023-01-23,2.196622866274156,152.35697037081525
2023-01-24,-0.7530777309013859,151.2096039554766
2023-01-25,0.5530549946065833,152.0458762224772
2023-01-26,-2.794011101896976,147.79769756084465
2023-01-27,-2.264865523443871,144.45027846434525
2023-01-30,0.3357944791384959,144.9353345245287
2023-01-31,1.557565648005088,147.19279750690404
2023-02-01,-1.8857117314674652,144.4171656564412
2023-02-02,-4.728229644310067,137.58879041840098
2023-02-03,1.1772370688307054,139.2085366617622
2023-02-06,3.6766234627399808,144.32671038280554
2023-02-07,-0.5415811454908215,143.54506413146513
2023-02-08,1.959295295024055,146.3575358192322
2023-02-09,-0.0766066283755084,146.2454162456676
2023-02-10,2.7745696523858943,150.30309718282533
2023-02-13,0.4613887073607436,150.99657870004032
2023-02-14,-0.5667457701657219,150.14081197716288
2023-02-15,0.3820430787962348,150.7144145577701
2023-02-16,-0.0254090730674505,150.67611942205195
2023-02-17,-1.532435230548013,148.36710548400583
2023-02-22,-2.512324389284848,144.6396425072552
2023-02-23,3.619877267800287,149.87542004660293
2023-02-24,-1.613073225519979,147.45781977419557
2023-02-27,1.5011786695700913,149.6714251112589
2023-02-28,-4.256407323880895,143.30079961106637
2023-03-01,0.0309332474881074,143.34512720206249
2023-03-02,-2.730238526984219,139.43146331263725
2023-03-03,3.742102978711559,144.64913225452057
2023-03-06,1.4025754937347037,146.67794553542237
2023-03-07,-3.076007380478352,142.16612110521876
2023-03-08,1.4939955562387697,144.29007663700776
2023-03-09,-1.121885006005685,142.67130790206306
2023-03-10,-0.8005882728761127,141.52909814224017
2023-03-13,-3.173613298531086,137.03751186230693
2023-03-14,-1.7869342797967591,134.5887415866588
2023-03-15,-2.343659955390842,131.43443914562783
2023-03-16,-0.3798097940327483,130.93523827302073
2023-03-17,0.5167553258455193,131.61185309020507
2023-03-20,-2.3778376491418785,128.48233689669289
2023-03-21,2.1824078872501707,131.28634555084966
2023-03-22,-0.7889843027603205,130.25051689278578
2023-03-23,-2.012773432956916,127.62886909247874
2023-03-24,0.2825647512253892,127.98950328892168
2023-03-27,1.545252062324809,129.967263728053
2023-03-28,1.728690326709681,132.2139952440091
2023-03-29,1.092249984158955,133.65810258611774
2023-03-30,0.9829686959121896,134.97191989408947
2023-03-31,-2.184904783925301,132.0229119593677
2023-04-03,4.703908527455836,138.2331489732199
2023-04-04,-1.3299059139111558,136.39477815003943
2023-04-05,0.1693122808087865,136.62571125982936
2023-04-06,-1.2164919147533926,134.96367052887922
2023-04-10,2.566075784504873,138.42694059619973
2023-04-11,4.42912912891682,144.5580485444144
2023-04-12,0.170207017425783,144.80409648729076
2023-04-13,1.0880112659434005,146.37958137062003
2023-04-14,1.4173438398828342,148.4542833500228
2023-04-17,0.5807187761013965,149.31638524736314
2023-04-18,2.5613343557792545,153.14087712151155
2023-04-19,-3.2006580656437245,148.23936128612434
2023-04-20,0.3575210095707604,148.76934814717575
2023-04-24,1.5964968187962336,151.1444460576893
2023-04-25,-0.514349071346254,150.36703600300012
2023-04-26,-1.4057470743248812,148.2532557936389
2023-04-27,-2.629848362253973,144.35441997416171
2023-04-28,2.103994054702807,147.3916283881188
2023-05-02,-3.9697700685503934,141.54051964081822
2023-05-03,-0.4698151176035559,140.87554088201102
2023-05-04,1.3208978290879747,142.73636284323746
2023-05-05,3.771631681955956,148.11985272590462
2023-05-08,1.5384141853175937,150.39854955151148
2023-05-09,0.6311600212424162,151.3478050688091
2023-05-10,0.0855918835351854,151.47734650585664
2023-05-11,2.485448067215734,155.24223728685615
2023-05-12,3.2485790214645816,160.28540403980924
2023-05-15,-1.9412121883625844,157.17392424042225
2023-05-16,2.15097191389968,160.5546912068077
2023-05-17,-0.9346637382922184,159.05404472797062
2023-05-18,0.4572720947777275,159.78135449012692
2023-05-19,0.4842533626808754,160.5551010721824
2023-05-22,-1.466390788095462,158.20073586024256
2023-05-23,2.125357738491629,161.56306744219893
2023-05-24,1.1496920782766873,163.42054523000272
2023-05-25,-0.7475495602583315,162.19889566276407
2023-05-26,1.5716080837683943,164.74802661878314
2023-05-29,-0.5995240629570797,163.7603225559566
2023-05-30,-0.9762070299636716,162.16168277487418
2023-05-31,-1.1866546905173303,160.2373835600043
2023-06-01,2.9941452053707795,165.03512349707776
2023-06-02,1.106161554191476,166.86067858411485
2023-06-05,0.6937725303002074,168.01831213600397
2023-06-06,2.018656586931256,171.41002486118813
2023-06-07,3.04066926551696,176.62203680515725
2023-06-09,4.793361110588923,185.0881688301057
2023-06-12,1.3366512515439188,187.56215215523304
2023-06-13,0.0305334958014213,187.6194214370864
2023-06-14,3.887698300943021,194.91349849653514
2023-06-15,-1.4819871462672496,192.02490550247668
2023-06-16,0.6165402090389183,193.20881625626845
2023-06-19,2.3324238856860857,197.715264835881
2023-06-20,0.2733205920090631,198.25566136822272
2023-06-21,3.754993152830721,205.70014787769875
2023-06-22,-1.4958030492103758,202.6232787935139
2023-06-23,-3.285372455402358,195.96634940379866
2023-06-26,1.8577270620041555,199.60686930909463
2023-06-27,-0.8049045703284907,198.0002244953361
2023-06-28,0.7081973971091227,199.4024569314823
2023-06-29,0.928451465579494,201.25381196526416
2023-06-30,-4.765874298228001,191.66230826660754
2023-07-03,1.620991593204968,194.76913817095183
2023-07-04,0.2146739806940134,195.18725683302685
2023-07-05,-0.049108070702919,195.0914041369382
2023-07-06,-1.2323535391931315,192.68718831339507
2023-07-07,-0.5046385679259302,191.7148144457136
2023-07-10,0.0189480004568309,191.7511405696306
2023-07-11,-0.8216869401958982,190.17554648989326
2023-07-12,-0.2343306236975539,189.72990694568327
2023-07-13,1.373827611322498,192.33646879423955
2023-07-14,-1.9458320479975089,188.59392414445452
2023-07-17,-0.0130429240437157,188.5693259821773
2023-07-18,-0.7607217604352678,187.13483808592477
2023-07-19,0.5687658009567276,188.19919704663326
2023-07-20,0.6111790878564172,189.34943118249598
2023-07-21,1.7096620541542151,192.58666655717997
2023-07-24,1.9267805378478944,196.29738896689372
2023-07-25,1.744852821416898,199.72248949665027
2023-07-26,-0.3460142289282153,199.0314212646222
2023-07-27,-5.199632723380199,188.6825183547382
2023-07-28,1.5022765802881866,191.5170516390794
2023-07-31,4.786349516130306,200.6837271135135
2023-08-01,-1.8977194645378392,196.87531296192034
2023-08-02,-0.5906951928449478,195.71237995235583
2023-08-03,1.294107225937502,198.24510800337353
2023-08-04,-3.734004019044057,190.84262770296934
2023-08-07,0.6107710316388015,192.00823918899735
2023-08-08,-0.0378383208139654,191.93558649546378
2023-08-09,1.0083655739855812,193.87099887391136
2023-08-10,0.0560265473559251,193.97961810090487
2023-08-11,0.0049758171312364,193.98927017197343
2023-08-14,0.4055525262719461,194.77599855785238
2023-08-15,-0.0574951513049093,194.6640118027759
2023-08-16,2.6249636050574843,199.77387126474355
2023-08-17,-0.6612038306470502,198.45295877530916
2023-08-18,0.5024417224190003,199.4500692395713
2023-08-21,-0.9080600326978104,197.63894287561862
2023-08-22,1.3971195617832777,200.40019520823557
2023-08-23,5.225538996140822,210.87218555718425
2023-08-24,-0.2278908077529617,210.39162723019166
2023-08-25,-0.7183320392686654,208.8803167638585
2023-08-28,0.9643164472760146,210.89458401353463
2023-08-29,0.3123428637325842,211.55329819669942
2023-08-30,0.0320468518916428,211.6210943688444
2023-08-31,-2.42943084176378,206.47990623456968
2023-09-01,2.907641973506281,212.48360265510243
2023-09-04,-1.2311983690580175,209.8675080046971
2023-09-05,4.07255616303086,218.41448013614166
2023-09-06,0.4428742718576961,219.38178167467638
2023-09-08,-0.6730755276299405,217.90517659014557
2023-09-11,-0.550006779095924,216.7066833468988
2023-09-12,0.9191117240787028,218.69845988040228
2023-09-13,-1.2486316650043738,215.9677216594587
2023-09-14,2.669641087569552,221.73328469276746
2023-09-15,-1.1412225812222676,219.20281437776774
2023-09-18,1.0688330235810062,221.54572644645629
2023-09-19,0.0302295390181228,221.6126986982754
2023-09-20,0.1370510560777083,221.9164212422437
2023-09-21,-1.4426168207245291,218.7150176214532
2023-09-22,0.7043468962786292,220.25553005976516
2023-09-25,0.6116071591792727,221.60262865009895
2023-09-26,-2.570920087746209,215.90540215515992
2023-09-27,3.455138223104215,223.36523223076972
2023-09-28,-0.4406880710693173,222.38088829741244
2023-09-29,0.8895662388010761,224.35911360125215
2023-10-02,-1.7620432390083152,220.4058090089423
2023-10-03,-1.0181016434843593,218.16185384508725
2023-10-04,-3.044383558821051,211.5201702350082
2023-10-05,-0.2650056782238286,210.95962977329674
2023-10-06,2.3649170770019934,215.94865008338562
2023-10-09,3.935545433686016,224.4474073208489
2023-10-10,0.9324579924323784,226.5402851092194
2023-10-11,-0.3178549676887132,225.8202155591836
2023-10-13,3.029518903876593,232.66148167832392
2023-10-16,0.9615445146465618,234.89862539309726
2023-10-17,2.236096070668858,240.15118432556747
2023-10-18,2.224535115025539,245.49343175003943
2023-10-19,-0.6580277618404629,243.8780168156293
2023-10-20,-1.0845548187729204,241.23302603232756
2023-10-23,-5.888757371345232,227.02739842972971
2023-10-24,1.4589279316274295,230.33956455786813
2023-10-25,0.3045913973515057,231.0411590562083
2023-10-26,-0.7639091582592017,229.27621448282972
2023-10-27,-0.6989663690372683,227.67365085139298
2023-10-30,-0.8118419149521161,225.82530072447963
2023-10-31,-0.8509901085801519,223.90354975264293
2023-11-01,1.0947179049206612,226.35466200153806
2023-11-03,0.851102169609752,228.28117144084598
2023-11-06,-0.2251594692011749,227.76717476694355
2023-11-07,-2.026557988368438,223.15134089182297
2023-11-08,-2.227792867928824,218.1799912347474
2023-11-09,2.0106943694661483,222.5669240338062
2023-11-10,-0.334508228759689,221.8224193584158
2023-11-13,2.2280022830694968,226.7646279260813
2023-11-14,1.130058673290879,229.32720127191575
2023-11-16,-1.888213012424489,224.99701521647054
2023-11-17,3.864327266196077,233.69163622360796
2023-11-20,-0.2578380117752243,233.089090355084
2023-11-21,-0.9123806169182512,230.96243067453315
2023-11-22,0.0689004692201455,231.12156487299015
2023-11-23,0.3481822697594117,231.92628918346838
2023-11-24,-0.185679939321226,231.49564859044256
2023-11-27,-0.6118664823369535,230.0792043086491
2023-11-28,0.963172733543738,232.2952644701044
2023-11-29,-1.199275200198957,229.50940497207785
2023-11-30,1.036293094677032,231.88779508743784
2023-12-01,-1.1412880425232697,229.24128741003403
2023-12-04,-1.8710876883504255,224.95198190468886
2023-12-05,-0.6511513691731974,223.48720399453424
2023-12-06,-2.4306948026996067,218.05491214234044
2023-12-07,0.1931353553887627,218.4760532718492
2023-12-08,3.145048208405665,225.3472304710709
2023-12-11,-0.2994887101683385,224.67234095713303
2023-12-12,-1.3201096504793952,221.70641970219995
2023-12-13,1.2576800752488235,224.49477716834204
2023-12-14,2.183072380826468,229.39566064510203
2023-12-15,-0.5789375376675454,228.0676030558471
2023-12-18,1.810828188313507,232.19751550039334
2023-12-19,0.704595264698682,233.8335681993571
2023-12-20,0.1982686339406347,234.2971868207206
2023-12-21,-0.0016607694077408,234.2932956847187
2023-12-22,1.2077022220277955,237.1228610227652
2023-12-26,1.462854153569415,240.59162264429935
2023-12-27,-0.00369773137876,240.58272621237415
2023-12-28,-0.3861862525656456,239.65362879769432
2023-12-29,-0.0060903610669238,239.63903302639056
