,BB ACOES SETOR FINANCEIRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close
2022-01-04,0.1896518414399306,100.18965184143993
2022-01-05,-1.836029998981625,98.35013977775584
2022-01-06,1.2827577470347462,99.61173381497451
2022-01-07,1.6865862821357824,101.29177165289549
2022-01-10,-0.2325392482410371,101.05622852856382
2022-01-11,1.23352165742443,102.30277899363998
2022-01-12,0.3493861088911032,102.66021069245332
2022-01-13,0.6618126057587714,103.33962890791449
2022-01-14,1.9416314753188504,105.34610366926826
2022-01-17,0.2190702567850699,105.57688564908959
2022-01-18,-0.1434584743595701,105.42542665966106
2022-01-19,0.4024715294102421,105.84973398672547
2022-01-20,2.116028515618873,108.0895445415913
2022-01-21,0.2195105143030229,108.32681245672234
2022-01-24,-0.7125372519798945,107.55494356408579
2022-01-25,3.074686465292276,110.86192085660348
2022-01-26,1.1782397564249258,112.16814008287231
2022-01-27,2.016944598346781,114.43050932533986
2022-01-28,0.8066622051169814,115.35357699519024
2022-01-31,1.1748211373180606,116.70877520038219
2022-02-01,-0.0611205089277366,116.63744220301639
2022-02-02,-1.880201846684415,114.44442286078981
2022-02-03,0.2645322472794698,114.74716526446949
2022-02-04,0.2515842967322657,115.03585111322032
2022-02-07,-0.818816956887003,114.09391805780598
2022-02-08,0.4798633874294911,114.6414129978492
2022-02-09,-1.8785397826892591,112.48782844724751
2022-02-10,0.6668325948780529,113.23793395260427
2022-02-11,1.7139060076673651,115.17872570557635
2022-02-14,0.6400059269080272,115.91587637662919
2022-02-15,2.1155950189453154,118.36818688341997
2022-02-16,0.2275132803690294,118.63749022831178
2022-02-17,-1.2145511184014413,117.19657726390041
2022-02-18,0.3559028378107953,117.61368320819975
2022-02-21,-2.002756533524608,115.2581674834286
2022-02-22,0.6459440883368028,116.00267080261312
2022-02-23,-0.4189822815414579,115.51664016583531
2022-02-24,-1.0488190414923326,114.30507964768385
2022-02-25,0.6470900173490834,115.04473640740693
2022-03-02,-1.1448665451185391,113.72762770835872
2022-03-03,1.0196645343477415,114.8872679938559
2022-03-04,-2.1748683877484964,112.38862112070963
2022-03-07,-3.2940100761718494,108.68652861652285
2022-03-08,-0.1127161305100932,108.56402136708056
2022-03-09,4.8333084654554215,113.81125540225449
2022-03-10,-1.40386289977954,112.2135014118889
2022-03-11,-1.036716740867727,111.050165257238
2022-03-14,0.3185237987337164,111.40388646211544
2022-03-15,-0.3066187837209022,111.06230122042749
2022-03-16,2.024065350035098,113.31027477638176
2022-03-17,1.7988514721274385,115.34855832226835
2022-03-18,1.0362644635816265,116.54387444141574
2022-03-21,0.8179659072111267,117.49716360128946
2022-03-22,2.333437410359407,120.23888637287314
2022-03-23,-0.0360587220922692,120.19552976698911
2022-03-24,1.2225599803463938,121.66499221208565
2022-03-25,1.046795892875485,122.93857635362905
2022-03-28,-0.3613969405839246,122.4942800998896
2022-03-29,1.4206580136388425,124.23450490637788
2022-03-30,-0.185766383788799,124.00371895919538
2022-03-31,-0.502621537010961,123.38044956101191
2022-04-01,0.7708434244951157,124.33151964356549
2022-04-04,-0.4766379033044221,123.73890849518988
2022-04-05,-2.5520539218667926,120.58102482806322
2022-04-06,-0.4840172267572606,119.99739189569495
2022-04-07,0.4538037265022776,120.54194453182315
2022-04-08,-0.0957755116017033,120.42649486775315
2022-04-11,-1.268052689340804,118.89942346090373
2022-04-12,-1.6918269665870844,116.88785095167559
2022-04-13,0.6070914375740921,117.59746708636757
2022-04-14,0.0880742908392795,117.70104022154885
2022-04-18,1.2129006419192343,119.12863689394163
2022-04-19,-0.8412104581488,118.12651434173968
2022-04-20,0.2788311426233703,118.45588785141992
2022-04-22,-2.0737326495912423,115.99942942968184
2022-04-25,-0.4397531943339805,115.48931823335562
2022-04-26,-3.539669046147187,111.4013785842431
2022-04-27,-0.2614909306069779,111.11007408267416
2022-04-28,-0.1256171254565119,110.97050080151891
2022-04-29,-2.152847394196533,108.58147526668657
2022-05-02,-1.2132102744593976,107.26415365259153
2022-05-03,0.0191125822893267,107.28465460222533
2022-05-04,1.301792005063307,108.68127765849688
2022-05-05,-3.3134059015845763,105.08022579064273
2022-05-06,0.1927937639759624,105.28281391313895
2022-05-09,-0.0710002986879287,105.20806280079357
2022-05-10,-0.1115510392868168,105.09070211332576
2022-05-11,0.7843472401014351,105.91497813495485
2022-05-12,2.383145316589963,108.4390859759453
2022-05-13,0.4194052503135204,108.8938851959204
2022-05-16,1.150745457876612,110.14697663371783
2022-05-17,1.5902567128852407,111.89859632367566
2022-05-18,-2.051565209378148,109.60292365171664
2022-05-19,0.4459147110030592,110.09165921196909
2022-05-20,1.520549481158162,111.7656573649151
2022-05-23,1.4484767124919973,113.38455688440949
2022-05-24,0.62956080311245,114.09838161133648
2022-05-25,-1.0922411354893802,112.8521521524498
2022-05-26,1.2558458377093906,114.26940120802182
2022-05-27,0.7638184532050563,115.14221198081562
2022-05-30,-0.6731336253578135,114.36715103499198
2022-05-31,0.7327119445407426,115.20513281125632
2022-06-01,-1.3444178862816236,113.65629439982729
2022-06-02,0.6474453619569775,114.39215680649114
2022-06-03,-1.4560959965056908,112.72649719091531
2022-06-06,-1.0357306825659274,111.55895427212718
2022-06-07,-1.1252471709016998,110.30364029529255
2022-06-08,-1.3473186022176953,108.81749883067079
2022-06-09,-0.2217755528282738,108.57616822106516
2022-06-10,-2.036375637053145,106.36514958376554
2022-06-13,-1.6463672911179117,104.61398855186978
2022-06-14,-0.5457859530528797,104.04302009742533
2022-06-15,1.112494710316292,105.2004931924625
2022-06-17,-1.485427774632908,103.63781584753086
2022-06-20,2.229912248279242,105.94884819696404
2022-06-21,-0.7954693065062579,105.10605762896027
2022-06-22,0.1557196634711877,105.26972842818792
2022-06-23,-1.570295694599111,103.6166824149639
2022-06-24,-0.4259483238463923,103.17532889299213
2022-06-27,1.0477872932089127,104.2563868788594
2022-06-28,-1.2905935147170533,102.91086071112252
2022-06-29,-1.1671598565310082,101.70972645689176
2022-06-30,-0.9702806921947472,100.72285661899645
2022-07-01,0.7353412275725058,101.46351330930467
2022-07-04,-1.022518941077144,100.4260296674347
