,BB ACOES PETROBRAS FUNDO DE INVESTIMENTO,Close
2022-01-04,0.9884790520497956,100.9884790520498
2022-01-05,-4.019118538947087,96.92963236826817
2022-01-06,-0.0910442096216934,96.84138355058927
2022-01-07,0.7013892838780844,97.52061863717238
2022-01-10,-0.4376017763426554,97.09386667771577
2022-01-11,3.7690110502187615,100.75334524188355
2022-01-12,3.2197229935469807,103.99732386540425
2022-01-13,2.2890569828435847,106.37788186931574
2022-01-14,2.5653436235049565,109.10684007866988
2022-01-17,-0.1809967211273466,108.90936027560183
2022-01-18,0.3678787058667865,109.3100146207515
2022-01-19,-0.7961610516579953,108.43973085877941
2022-01-20,0.6612755844312979,109.15681632277153
2022-01-21,0.2820521907639373,109.46469551457808
2022-01-24,0.2822545164714363,109.77366456160968
2022-01-25,3.285948972077679,113.38077116388389
2022-01-26,2.834810791356745,116.59490150016117
2022-01-27,0.2649262488607418,116.90379199906843
2022-01-28,-3.266847593613653,113.08472328330376
2022-01-31,-1.3910834967007069,111.51162036042005
2022-02-01,2.653338004640005,114.47040056303297
2022-02-02,-1.6962890824356205,112.52865165566192
2022-02-03,-1.1653311941108524,111.21732017560615
2022-02-04,1.762043133825708,113.17701732938536
2022-02-07,-1.2856538928039396,111.72195260033074
2022-02-08,-1.3106329096792324,110.25768792221457
2022-02-09,0.1647258380731875,110.43931082268456
2022-02-10,1.6494657837178517,112.26096946647854
2022-02-11,4.349942655851424,117.14425726317323
2022-02-14,-2.480623091833234,114.23834976674642
2022-02-15,-1.923155598216142,112.0413685478975
2022-02-16,1.942997746168196,114.21832981355915
2022-02-17,-0.4535821643911086,113.70025584105943
2022-02-18,-0.2706432745305798,113.39253374550154
2022-02-21,2.645493528488152,116.39232588752752
2022-02-22,-1.1793540121192492,115.01964832237405
2022-02-23,0.4423381967372908,115.52842416065681
2022-02-24,-1.827409338331976,113.4172469491172
2022-02-25,1.8221051643771304,115.48382846307143
2022-03-02,2.7867828865580924,118.70211203142242
2022-03-03,-0.9353148349836582,117.5918735681536
2022-03-04,-0.4879287787802999,117.01810897550763
2022-03-07,-7.462142055121845,108.28605145353797
2022-03-08,1.7307022729663224,110.16016060734982
2022-03-09,0.0572121998621222,110.22318565860493
2022-03-10,2.9815997678257933,113.5095999062921
2022-03-11,-2.722984714685961,110.41875085114258
2022-03-14,-1.4586911651567336,108.80808228780053
2022-03-15,-2.0298904667130024,106.59939739842723
2022-03-16,-0.2050202372170573,106.38084706100902
2022-03-17,-2.64628022621356,103.56571174075505
2022-03-18,1.2048159646553147,104.81348796971658
2022-03-21,3.45441745897106,108.434183397499
2022-03-22,-0.5876303791604531,107.79699119446073
2022-03-23,1.0753669522131082,108.95620441324604
