,ABSOLUTE PACE LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close
2022-01-04,-0.7719064567898837,99.22809354321012
2022-01-05,-2.3816552274517733,96.86482246623753
2022-01-06,0.3559591982403187,97.20962171166525
2022-01-07,0.3807352849683143,97.57973304190578
2022-01-10,-0.5933598049644884,97.00073412824347
2022-01-11,1.726119824552197,98.67508302999225
2022-01-12,1.8023017162575703,100.45350574496038
2022-01-13,-0.6621944984731676,99.78830815639382
2022-01-14,0.7696814671944052,100.55636027070044
2022-01-17,-0.2446244471779546,100.31037483028597
2022-01-18,-0.6774093336714748,99.63086298854476
2022-01-19,1.9241094086128063,101.54786979718949
2022-01-20,1.353513658439831,102.92233408474915
2022-01-21,-0.4482033074013292,102.46103277932666
2022-01-24,-0.4184145630311109,102.03232089674587
2022-01-25,1.6528495516928698,103.71876165526956
2022-01-26,1.0908323091444627,104.85015941804978
2022-01-27,0.7168250793299524,105.6017516564758
2022-01-28,-0.1248680611535602,105.46988879663816
2022-01-31,0.9964810168175742,106.52087621695526
2022-02-01,0.0941436181891575,106.6211588239527
2022-02-02,-0.21040264987221,106.39682508046265
2022-02-03,-1.5879523645764615,104.70729418076316
2022-02-04,0.1371400136747746,104.85088977832115
2022-02-07,-0.8149387241318751,103.99641927492078
2022-02-08,0.2905397662086972,104.29857022834756
2022-02-09,0.9818684021883683,105.32264493335394
2022-02-10,0.0985999145905136,105.4264929713027
2022-02-11,0.0399553302110389,105.46861647469929
2022-02-14,0.1667997260725418,105.64453783807159
2022-02-15,0.9010465113727272,106.59644426071738
2022-02-16,0.0764568907006157,106.67794458759654
2022-02-17,-0.7809743801703628,105.84481717107508
2022-02-18,-0.3886673650342453,105.43343290915095
2022-02-21,-0.5788571295310296,104.82312396584702
2022-02-22,0.4784494595304167,105.32464963592452
2022-02-23,-0.242419113215464,105.06932255427981
2022-02-24,-0.0068483485562431,105.06212704084561
2022-02-25,1.0663377259929383,106.18244413721277
2022-03-02,0.9334965973228248,107.17365364018787
2022-03-03,0.2896875925170405,107.48412241723068
2022-03-04,-1.2541237710758213,106.13613848786396
2022-03-07,-2.3790361350238487,103.61112140091872
2022-03-08,0.6242487164801025,104.2579124963946
2022-03-09,2.6041670098273078,106.97296265876032
2022-03-10,-0.0321124902170621,106.93861097659163
2022-03-11,-1.7235754901165024,105.09544328832807
2022-03-14,-1.160421506392073,103.87589316217223
2022-03-15,0.074963720499066,103.95376239638823
2022-03-16,1.1301772520729392,105.12862417166616
2022-03-17,1.234111278342831,106.42602837933534
2022-03-18,1.8472535853468088,108.39198700431481
2022-03-21,0.8892204566879558,109.35583072616774
2022-03-22,1.0328331468310026,110.4852939939
2022-03-23,0.5472545255089889,111.08992976530352
2022-03-24,2.019761933962383,113.33368187916867
2022-03-25,0.2411309019110907,113.60696440845295
2022-03-28,-0.3853018724177759,113.16923464739018
2022-03-29,0.67310437953918,113.93098172209274
2022-03-30,-0.5676138722957247,113.28429366499543
2022-03-31,-0.0476705292377754,113.23029044266205
2022-04-01,1.2487987023049651,114.64430884032616
2022-04-04,0.1755126503680815,114.84552410526798
2022-04-05,-1.2322923729664037,113.43029147102547
2022-04-06,-0.747154700976016,112.58279171596891
2022-04-07,1.005876463976274,113.71523552032727
2022-04-08,0.5367495531195532,114.32560153881147
2022-04-11,-0.6854229756575014,113.5419875988058
2022-04-12,0.121437920496592,113.67987062743629
2022-04-13,1.0107416051903018,114.8288803765943
2022-04-14,-0.6250985183803404,114.11108674668748
2022-04-18,-0.1327315073942014,113.95962538114469
2022-04-19,0.1488398486579445,114.12924271509314
2022-04-20,-0.137629001188233,113.97216777828066
2022-04-22,-2.004084198587408,111.68806957304861
2022-04-25,-0.0795586041393181,111.59921210390614
2022-04-26,-0.5425190148526604,110.9937651578167
2022-04-27,0.2048405538735975,111.22112540113113
2022-04-28,1.5332639762615674,112.92643885089937
2022-04-29,-0.9846812164006512,111.8144734191844
2022-05-02,-0.559603969559308,111.18875518738881
2022-05-03,0.5369705169403494,111.78580602089806
2022-05-04,1.7535674336993878,113.7460455107789
2022-05-05,-1.821402646956816,111.67427202703686
2022-05-06,-0.4262743919907108,111.19823320294356
2022-05-09,-1.0674312980032297,110.01126845890872
2022-05-10,0.5560086616832827,110.6229406403679
2022-05-11,0.4426589229979294,111.11262295799519
2022-05-12,0.7926199729181516,111.99332379999349
2022-05-13,1.6251583991553575,113.81339270822234
2022-05-16,0.3802490303500327,114.24616703040383
2022-05-17,1.2421110349321696,115.66523127807551
2022-05-18,-1.7732650770859282,113.61418012549073
2022-05-19,1.4795701042586762,115.2951815688261
2022-05-20,1.2000565934824126,116.67878899721032
2022-05-23,1.2075354128623594,118.08772669365058
2022-05-24,-0.7728262407792563,117.17511375462236
2022-05-25,0.7850534273369458,118.09500100113898
2022-05-26,0.9686305845483468,119.2389052996587
2022-05-27,0.1401417600625398,119.40600880022494
2022-05-30,-0.6059308264100061,118.68249098431853
2022-05-31,-0.0360977774821247,118.63964924281277
2022-06-01,-0.0320837886654157,118.60158514847632
2022-06-02,0.9382382984391312,119.71435064289521
2022-06-03,-0.9373896816861294,118.59216067247117
2022-06-06,-0.8748585329505953,117.55464703541757
2022-06-07,-0.0954816701673633,117.44240389506881
2022-06-08,-0.6773513426836075,116.64690619540565
2022-06-09,-0.1576109073566867,116.46305794814756
2022-06-10,-1.7994140501618183,114.3674053201805
2022-06-13,-2.1740026480181585,111.88105490005012
2022-06-14,-0.1991985567128207,111.65818945345414
2022-06-15,1.129152499548014,112.91898069061787
2022-06-17,-1.6463589646935728,111.05992892917727
2022-06-20,-0.5291788517379326,110.4722232725289
2022-06-21,-0.4346288887182137,109.99207907617719
2022-06-22,-0.1554347603272221,109.8211131516862
2022-06-23,-0.4296377311848065,109.3492802127794
2022-06-24,0.2688935353890365,109.64331335826601
2022-06-27,1.0514755919549312,110.79618603643884
2022-06-28,-0.235964058138316,110.53474685960478
2022-06-29,-0.3305883561120826,110.16933185702896
2022-06-30,-0.7144686393657507,109.38220653071171
2022-07-01,-0.037945178143528,109.34070125758632
2022-07-04,0.1205667351638295,109.47252977129783
2022-07-05,-0.5454777715873771,108.87538145540103
2022-07-06,0.1004516869741234,108.98474861277249
2022-07-07,0.8686536107478604,109.93144856676182
2022-07-08,-0.1645286432319759,109.75057984594966
2022-07-11,-1.6988250727716148,107.88610947801443
2022-07-12,-0.2471669236411067,107.61945070018155
2022-07-13,-0.0988779208196954,107.51303882493163
2022-07-14,-1.6750500435421811,105.71214162128109
2022-07-15,1.082299511486351,106.85626361362998
2022-07-18,-0.0409039906726582,106.8125551375283
2022-07-19,1.3730830088353407,108.27918018342459
2022-07-20,0.947296920502838,109.30490552284789
2022-07-21,-0.363577844205043,108.90749710373755
2022-07-22,-0.4709666374832055,108.39457912666096
2022-07-25,0.5837469928279049,109.02732922270131
2022-07-26,-0.4143063233477573,108.57562210355448
2022-07-27,1.794327442100796,110.52382428639021
2022-07-28,0.5622342025092708,111.14522702844954
2022-07-29,1.0344689279272012,112.294989866933
2022-08-01,-0.2344496220412661,112.03171468761869
2022-08-02,0.855297442925318,112.98991907860727
2022-08-03,0.4790585582443052,113.53120695590665
2022-08-04,0.7389425507482006,114.37013735248185
2022-08-05,0.8669670876679136,115.36168880144845
2022-08-08,0.8609913030766636,116.35494290911129
2022-08-09,-0.355965948624326,115.94075893281358
2022-08-10,0.5012291483379006,116.52188781138902
2022-08-11,-0.6435719683806518,115.77198560440696
2022-08-12,1.433271186983598,117.43131211667372
2022-08-15,0.4768159765483837,117.99124337431643
2022-08-16,-0.3938201459534385,117.52657008744741
2022-08-17,0.6426937888320827,118.28190605362681
2022-08-18,0.0128875323795574,118.29714967256864
2022-08-19,-0.7205964763271955,117.4447045804326
2022-08-22,-0.47438333761467,116.88756647099225
2022-08-23,1.4008718367469974,118.52501147034332
2022-08-24,0.013622196398666,118.54115718018734
2022-08-25,0.0374757508844858,118.58558136894777
2022-08-26,-0.8106152554076207,117.62430855565727
2022-08-29,0.787184689135656,118.55022910330908
2022-08-30,-0.8811421270196185,117.50563309300155
2022-08-31,0.0726400789357484,117.59098927763425
2022-09-01,0.4357139613875072,118.1033496352506
2022-09-02,0.4366172574125082,118.61900924134034
2022-09-05,0.5021834811414161,119.21469431124396
2022-09-06,-1.728384040789965,117.15420656049187
2022-09-08,-0.6687859741703606,116.37069565886473
2022-09-09,1.3824585148142443,117.97947224974928
2022-09-12,0.4751173154900368,118.5400131511316
2022-09-13,-1.7316573394381862,116.48730631322904
2022-09-14,0.3961929141016229,116.94882076666991
2022-09-15,-1.0582882131165203,115.71116518111748
2022-09-16,-0.4578463960242529,115.18138578153807
2022-09-19,0.9359476905210996,116.25942330167057
2022-09-20,0.2363864631239387,116.53424484046167
2022-09-21,-0.1086413415002374,116.40764047355982
2022-09-22,1.4965887135290237,118.14978408257257
2022-09-23,-1.5446734854423605,116.32475569474167
2022-09-26,-2.3522337002157334,113.58852558959633
2022-09-27,-0.3649133180072095,113.17402593199186
2022-09-28,0.1859724918272354,113.3844984881188
2022-09-29,-0.0902987562857227,113.28211369616322
2022-09-30,1.31687165697838,114.77389374385402
2022-10-03,3.7151247003211374,119.03788701985228
2022-10-04,-0.1479922414341028,118.8617201826958
2022-10-05,0.0959980237945634,118.97582508511941
2022-10-06,0.5666810431496083,119.65003853180762
2022-10-07,-0.9248620835382028,118.54344069248809
2022-10-10,-0.2029270710490527,118.30288396037005
2022-10-11,-0.7920661306745291,117.36584688490878
2022-10-13,0.1127160665267634,117.49813705096327
2022-10-14,-1.2563466220960715,116.02195317509768
2022-10-17,0.8705731130130179,117.03200910463264
2022-10-18,1.032744118143869,118.24065029500633
2022-10-19,0.3672130857904854,118.67484543561336
2022-10-20,0.2016600616643549,118.9141652020989
2022-10-21,1.3937568634055042,120.57153954116451
2022-10-24,-1.2173462504156407,119.10376642549173
2022-10-25,-1.2077263617838008,117.66531884049365
2022-10-26,-1.6977879273145424,115.66761126258359
2022-10-27,0.9884944284425324,116.81097915542679
2022-10-28,0.3644362445356153,117.2366807010661
2022-10-31,0.9628511531590612,118.36549543312172
2022-11-01,0.4988301174173815,118.95593817297242
2022-11-03,0.5665965978846721,119.62993847164228
2022-11-04,0.8977004620764006,120.70385698208392
2022-11-07,-1.5859753073822702,118.78952361529007
2022-11-08,0.1022914646154671,118.91103515880589
2022-11-09,-0.0024759435788279,118.90809098866636
2022-11-10,-2.0997031138889843,116.41137409951139
2022-11-11,1.294528756551161,117.91835281312592
2022-11-14,0.5079952869022186,118.51737248780933
2022-11-16,-2.0221767593180284,116.12074172560646
2022-11-17,-0.473781657255512,115.57058295104149
2022-11-18,-0.1713727026864342,115.37252651952782
2022-11-21,1.0427703960856682,116.57559707128955
2022-11-22,-0.7270149159109618,115.72807509226901
2022-11-23,-0.4022304465060911,115.26258153909247
2022-11-24,1.7117490521830314,117.23558768610957
2022-11-25,-1.2994530470652688,115.71216626967754
2022-11-28,-0.1876856242811309,115.49499116804508
2022-11-29,1.1268086508060549,116.7963987197743
2022-11-30,0.9458479806228048,117.90111509850544
2022-12-01,-0.7288222568880953,117.04182553054828
2022-12-02,0.3328333836488228,117.43137979874595
2022-12-05,-1.7368073345324864,115.39182298135863
2022-12-06,-0.3957490584162615,114.93516092842054
2022-12-07,-0.167125325268691,114.74307516687082
2022-12-08,-1.1384995140476084,113.43672581369272
2022-12-09,-0.1960005594978109,113.21438919642188
2022-12-12,-0.924130914454424,112.16814002624699
2022-12-13,-1.0015584293758262,111.04471056474003
2022-12-14,0.4651130210536092,111.56119397276792
2022-12-15,0.2116284909994714,111.79728924411349
2022-12-16,-0.5380080834807122,111.19581079086784
2022-12-19,0.7919702185482658,112.0764484966048
2022-12-20,1.4184008312149832,113.66614177367687
2022-12-21,0.5684444921631115,114.31227069604365
2022-12-22,0.1830576088587499,114.52152800541198
2022-12-23,1.604644339330363,116.35919122186546
2022-12-26,-0.5121174238271298,115.76329552939396
2022-12-27,-0.286008720819797,115.4322024086715
2022-12-28,0.9693282838648232,116.55111939530684
2022-12-29,0.0832881443471711,116.64819265986705
2022-12-30,-0.0126640366646113,116.63342028998
2023-01-02,-1.703449633841625,114.64662871911337
2023-01-03,-1.0390499913971565,113.45539293327029
2023-01-04,0.3999090533805427,113.9091113211589
2023-01-05,0.0929903342091531,114.01503578447112
2023-01-06,0.4358339358396357,114.51195200237956
2023-01-09,0.0960788391127343,114.62197375650878
2023-01-10,0.5649085531894027,115.26948309009381
2023-01-11,0.4884199701099545,115.83248226494835
2023-01-12,0.2752823721449138,116.15134866984164
2023-01-13,-0.7919485843304486,115.2314897083701
2023-01-16,-0.4526224606499873,114.70992610420845
2023-01-17,0.9754299425304148,115.8288410704834
2023-01-18,0.1178533533976677,115.96534924388662
2023-01-19,0.4582457589503041,116.49675553864864
