,PLURAL DIVIDENDOS FUNDO DE INVESTIMENTO EM ACOES,Close
2022-01-04,0.0841109300918852,100.08411093009188
2022-01-05,-1.4779385985352669,98.6049292236552
2022-01-06,0.1541435469381458,98.7569223590164
2022-01-07,1.0951766007254449,99.83848506428895
2022-01-10,-0.1553434503020145,99.68339251686082
2022-01-11,1.1732548917265273,100.85293279580384
2022-01-12,1.2054751925019591,102.06868988156792
2022-01-13,0.3705640707966529,102.44691977380187
2022-01-14,0.841731086667119,103.30924734487088
2022-01-17,0.0417805035792584,103.3524104686555
2022-01-18,0.5987234123094876,103.97120554731755
2022-01-19,1.0732585010280404,105.08708534947547
2022-01-20,0.3334050692211265,105.43745101912735
2022-01-21,-0.2348478806513787,105.18983339999609
2022-01-24,-0.3286500019731853,104.84412701045142
2022-01-25,1.618844565992572,106.54139046332246
2022-01-26,0.510525918954996,107.08531187605277
2022-01-27,1.2420131068011653,108.41532548501225
2022-01-28,-0.0313018675906273,108.38138946338098
2022-01-31,0.4937201797258872,108.916490254229
2022-02-01,1.0054291794838743,110.01156842851474
2022-02-02,-0.8665155704369099,109.0583010587998
2022-02-03,0.3180172503357781,109.40512526908991
2022-02-04,0.408876217833698,109.85245680740638
2022-02-07,0.3402091624468584,110.22618493063815
2022-02-08,0.0392047804663731,110.26939886445668
2022-02-09,0.1025237523343491,110.38245118984905
2022-02-10,0.8625868131234782,111.33459565781514
2022-02-11,0.2098674005499345,111.56825067963499
2022-02-14,-0.4051112862845762,111.11627510422151
2022-02-15,-0.7640005609776623,110.26734613908778
2022-02-16,0.5029978042459637,110.82198846896769
2022-02-17,-1.4296656317781098,109.23760458737375
2022-02-18,-0.0706955913142737,109.16037841687316
2022-02-21,-0.0122323475774011,109.1470255399684
2022-02-22,0.5455605484039339,109.74248865107083
2022-02-23,-0.0418499618447198,109.69656146144291
2022-02-24,-0.655715471936491,108.9772641357579
2022-02-25,1.7454836424929845,110.87944445528393
2022-03-02,2.168941276357361,113.28435449307031
2022-03-03,0.113753049583698,113.41321890100738
2022-03-04,-0.1201736765887195,113.27692606611643
2022-03-07,-2.126009971022069,110.8686473230835
2022-03-08,-0.6523671820645838,110.14537665274877
2022-03-09,0.7775068769412252,111.0017645308567
2022-03-10,1.434953250476756,112.5945879590788
2022-03-11,-1.253597035944931,111.18310554178937
2022-03-14,-1.7826063987596008,109.2011483880618
2022-03-15,-1.0496023551784917,108.05497056269874
2022-03-16,1.0084704729695917,109.14467303539955
2022-03-17,1.335626592313588,110.60243831255406
2022-03-18,1.7984150375273789,112.59152919503897
2022-03-21,1.6695826720236395,114.47133785664577
2022-03-22,0.1089959474067203,114.59610697585177
2022-03-23,0.2587453645353621,114.89261909058978
2022-03-24,1.3301364737278163,116.42084772273488
2022-03-25,-0.0410073528679721,116.37310661489732
2022-03-28,-0.5075191777979882,115.78249078102742
2022-03-29,0.3501902460876449,116.1879497704199
2022-03-30,0.2355652286358589,116.46164817994391
2022-03-31,0.1970813307660135,116.69117234600897
2022-04-01,0.7572878835201413,117.5748604553229
2022-04-04,-0.5113982501448899,116.97358467634409
2022-04-05,-1.5746848773305455,115.13161932797426
