,ITAU ACOES PETROBRAS I - FUNDO DE INVESTIMENTO,Close
2022-01-04,1.2559716175929436,101.25597161759295
2022-01-05,-4.111740267280584,97.09258905956618
2022-01-06,-0.1099188860282485,96.98586596725592
2022-01-07,0.8048459919110629,97.76645282221361
2022-01-10,-0.3683847596057443,97.40629611000944
2022-01-11,4.118568536875578,101.41804117453215
2022-01-12,3.2986845443877977,104.7635024239773
2022-01-13,2.406483363146239,107.28461868045962
2022-01-14,2.084110837315256,109.52054904515143
2022-01-17,-0.3299922560738078,109.15913971449291
2022-01-18,0.335827875914596,109.52572653476274
2022-01-19,-0.937162560863325,108.4992924311654
2022-01-20,0.6299218472292534,109.18275317827846
2022-01-21,0.3358905636055453,109.54948774328903
2022-01-24,0.1613873956578526,109.72628680851444
2022-01-25,3.303886498618791,113.35151878381669
2022-01-26,2.918246096410182,116.65939505594707
2022-01-27,0.3675714476155667,117.08820168313378
2022-01-28,-2.988263333080421,113.58929788487343
2022-01-31,-1.737283992451688,111.61592919558126
2022-02-01,2.9339041385817,114.89063356156684
2022-02-02,-1.8005618302630475,112.82195666710989
2022-02-03,-1.0765605404956746,111.60736000061665
2022-02-04,1.7720544759278312,113.58510321897246
2022-02-07,-1.208303067553207,112.21265093249414
2022-02-08,-1.4480626674828412,110.58774142614786
2022-02-09,0.073799237611194,110.6693543362118
2022-02-10,1.7008380963215777,112.5516608757152
2022-02-11,4.4785232375850414,117.59231316232201
2022-02-14,-2.5910226201670827,114.54546972870854
2022-02-15,-2.0798306839377445,112.16311790223024
2022-02-16,2.1792957624677367,114.60748397772524
2022-02-17,-0.480209113704888,114.05712839467633
2022-02-18,-0.6484671585795576,113.31750537501793
2022-02-21,2.689957211152594,116.36569778235145
2022-02-22,-1.557805194803752,114.55294689732834
2022-02-23,0.0157349582546872,114.57097175570215
2022-02-24,-1.5815125946766373,112.7590174075423
2022-02-25,1.83478226391387,114.82789985989945
2022-03-02,3.147467118363489,118.44207025069714
2022-03-03,-0.810740056357584,117.48181294359556
2022-03-04,-0.6828203322985837,116.6796232380637
2022-03-07,-7.659899497753031,107.74208136367113
2022-03-08,1.5975789127882667,109.46334613573632
2022-03-09,-0.0405326436544006,109.41897774771493
2022-03-10,2.7835971313067587,112.4647612734055
2022-03-11,-2.3661130324104107,109.8037179000462
2022-03-14,-1.2748768206623629,108.40385575231302
2022-03-15,-1.8724314694585908,106.37406784310022
2022-03-16,0.0768554148374844,106.45582207422055
2022-03-17,-2.6457072312972785,103.63931269146593
2022-03-18,0.8696885868395787,104.5406519654226
2022-03-21,3.33260805673945,108.02458215539022
2022-03-22,-0.6534016848106505,107.31874771557723
2022-03-23,0.957177252182495,108.34597835603786
2022-03-24,1.7031666233958465,110.19129089718959
2022-03-25,0.0737907653463043,110.2726018940876
2022-03-28,-2.638151392654775,107.36344371150207
2022-03-29,1.2194138384554964,108.67264840156251
2022-03-30,1.7538589489755951,110.5786133706421
2022-03-31,0.3580996251700163,110.97459497064057
2022-04-01,-0.0401832662570211,110.93000175366586
2022-04-04,-1.0330185363218836,109.7840742732083
2022-04-05,-0.1265497265588444,109.6451428274104
2022-04-06,0.3035112951418561,109.97792822046601
2022-04-07,4.992181099211335,115.46822556639232
2022-04-08,1.0772451155299123,116.71210138629534
2022-04-11,-1.3321626231188488,115.15730639497055
2022-04-12,0.0969488068463197,115.26895002951683
2022-04-13,2.4421758649942893,118.08402050697002
2022-04-14,0.3932523146888744,118.54838865089137
2022-04-18,-1.6820474139916386,116.5543485452603
2022-04-19,1.573063307994138,118.38782223609739
2022-04-20,1.0754918069523445,119.66107356467593
2022-04-22,-4.604273778558055,114.15155013139649
2022-04-25,-0.644121069302972,113.41627594606422
2022-04-26,-0.1503288918854539,113.24577851521676
2022-04-27,0.2651818449759036,113.54608576004074
2022-04-28,0.651216027551671,114.28551606916768
2022-04-29,0.0154795002853092,114.30320689595368
2022-05-02,-1.658107052333169,112.4079373613689
2022-05-03,0.6014749886593451,113.0840429898654
2022-05-04,4.310917475875398,117.95900276154195
2022-05-05,-0.6233193912718038,117.22374142357842
2022-05-06,3.4607056719783147,121.28051009192939
2022-05-09,-3.70117705258578,116.79170368314792
2022-05-10,1.1397349601956597,118.12281956063288
2022-05-11,4.621238982328202,123.58155734519404
2022-05-12,0.4156161864202534,124.0951823009509
2022-05-13,0.1138967080108965,124.2365226283918
2022-05-16,2.5784131276814337,127.43985343721717
2022-05-17,0.0631733591800021,127.52036147356753
2022-05-18,-2.26288148577708,124.63472682318617
2022-05-19,0.8324239085382379,125.67221608760369
2022-05-20,1.3864527105149405,127.41460193391445
2022-05-23,3.67470782139645,132.09671627678117
2022-05-24,-2.428135250462537,128.88922934416115
2022-05-25,1.8239555071100089,131.24011154085562
2022-05-26,0.271381345487609,131.59627272137465
2022-05-27,-3.7845212645351567,126.61598379689855
2022-05-30,-1.958905380013931,124.13569647834353
2022-05-31,0.6693355152745717,124.96658078200653
