,SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PETROBRAS 2 ACOES,Close
2022-01-04,1.2595670697020056,101.259567069702
2022-01-05,-4.110836031084975,97.09695230168003
2022-01-06,-0.1061221051592897,96.99391097185197
2022-01-07,0.8078482332611214,97.77747456800894
2022-01-10,-0.3650276812593556,97.42055971979939
2022-01-11,4.11496639633957,101.42938301539505
2022-01-12,3.3058276103808293,104.7824635641569
2022-01-13,2.412816621221814,107.31067226115857
2022-01-14,2.0899955932836445,109.55346058253984
2022-01-17,-0.3269105452572862,109.19531876720123
2022-01-18,0.3402980577850378,109.56690831615819
2022-01-19,-0.9343786992202284,108.54313846345785
2022-01-20,0.6345195237434709,109.2318658686924
2022-01-21,0.3400120781707816,109.60326740585725
2022-01-24,0.1653849204775292,109.78453468249721
2022-01-25,3.313296335729365,113.42202164732993
2022-01-26,2.9273235613880955,116.74225121081493
2022-01-27,0.3718659332183405,117.17637587274012
2022-01-28,-2.985470268094081,113.6781100098293
2022-01-31,-1.7375221444031697,111.70292767506952
2022-02-01,2.943173662620091,114.99053882277774
2022-02-02,-1.7971162695088805,112.92402514119767
2022-02-03,-1.0735103795860623,111.71177401026054
2022-02-04,1.7773311937536729,113.69726221684051
2022-02-07,-1.2061171233439083,112.32594006846998
2022-02-08,-1.4456610947418458,110.70208765359706
2022-02-09,0.0776071135092593,110.7880003484195
2022-02-10,1.7063218744735709,112.67840023265644
2022-02-11,4.48738931968049,117.7347187302835
2022-02-14,-2.5894279955702704,114.68606296297563
2022-02-15,-2.0785697120487168,112.30223319428609
2022-02-16,2.190501543869749,114.76221534620713
2022-02-17,-0.4772401701561124,114.21452395441396
2022-02-18,-0.6456829930682528,113.47706019762644
2022-02-21,2.6978028087325967,116.53844751490519
2022-02-22,-1.5563596434436833,114.7246901486874
2022-02-23,0.0185876875676616,114.7460148156552
2022-02-24,-1.57886235265009,112.93433318656453
2022-02-25,1.8401938229664072,115.01254380987199
2022-03-02,3.154470167748236,118.64058019352277
2022-03-03,-0.8073942804104561,117.68268293479449
2022-03-04,-0.6795881824956718,116.88292532872578
2022-03-07,-7.660722719300717,107.92884851308479
2022-03-08,1.6027022108013211,109.6586265542964
2022-03-09,-0.0370346001517196,109.61801492042015
2022-03-10,2.7885481636598097,112.67476606252386
2022-03-11,-2.366003363000291,110.00887730823183
2022-03-14,-1.2722550260792609,108.60928383754448
2022-03-15,-1.870847505999784,106.57736975958555
2022-03-16,0.0805382363133766,106.6632052934991
2022-03-17,-2.645036811074408,103.84192424961418
2022-03-18,0.8745548212842902,104.75007880465355
2022-03-21,3.34081973505076,108.24959010984064
2022-03-22,-0.6506328453349308,107.54528272164558
2022-03-23,0.961932110114816,108.57979532905885
2022-03-24,1.709285134686933,110.43573362989196
2022-03-25,0.0775797610183204,110.52140940812086
2022-03-28,-2.6422405897340018,107.6011678683934
2022-03-29,1.2206473628589176,108.91459868638435
2022-03-30,1.7572037080087588,110.82845005306436
2022-03-31,0.3617388922962261,111.2293596606354
2022-04-01,-0.0394760020192674,111.18545075636975
2022-04-04,-1.021874625578589,110.04927484775523
2022-04-05,-0.1224116798500429,109.9145616817513
2022-04-06,0.3055148992362921,110.25036704411932
2022-04-07,4.998649941183331,115.76139695152459
2022-04-08,1.0819930003852285,117.01392716368824
2022-04-11,-1.329569322297075,115.45814588530479
2022-04-12,0.1009437214797515,115.57469363451294
2022-04-13,2.4480642255940266,118.40403636321935
2022-04-14,0.3971718348199093,118.87430384694397
2022-04-18,-1.6807168506058678,116.87636339114796
2022-04-19,1.5840800452456838,118.72777854123596
2022-04-20,1.080677338017244,120.0108427378624
2022-04-22,-4.608349452423932,114.48032372370278
2022-04-25,-0.6422671926908263,113.74505416233919
2022-04-26,-0.1469906973696422,113.57785951400248
2022-04-27,0.2693895748415054,113.88382642686133
2022-04-28,0.6563459238751124,114.63129827956705
2022-04-29,0.019181147775904,114.65328587828749
2022-05-02,-1.658655833052125,112.75158246428134
2022-05-03,0.6057825864203226,113.4346119167633
2022-05-04,4.320230874431097,118.3352490430824
2022-05-05,-0.619908145504211,117.60167919526164
2022-05-06,3.471633157421783,121.68437808388913
2022-05-09,-3.705754015895269,117.17505435632822
2022-05-10,1.14608232458151,118.51797694312488
2022-05-11,4.636693357653798,124.01329210767241
2022-05-12,0.3666213814095709,124.46795135232905
2022-05-13,0.199132428522053,124.7158074065886
2022-05-16,2.801013751735404,128.20911432263497
2022-05-17,0.0709370127880193,128.30006203845744
2022-05-18,-2.262155359386808,125.39771530895787
2022-05-19,0.8320485008576517,126.4410851192958
2022-05-20,1.390060937775095,128.1986932528381
2022-05-23,3.680867698193513,132.917517542288
2022-05-24,-2.4234656510613184,129.69630716040726
2022-05-25,1.8256929789391751,132.0641635341782
2022-05-26,0.2746637212739822,132.42689588021054
2022-05-27,-3.780773167060602,127.42013533480025
2022-05-30,-1.9565362589198052,124.9271141858102
2022-05-31,0.6719734178472159,125.76659118482247
2022-06-01,-0.0895141164427126,125.65401233194326
2022-06-02,-0.8451427763568331,124.59205652351731
2022-06-03,2.2793314713956514,127.4319224787169
2022-06-06,-0.0615442334690574,127.35349547883249
2022-06-07,0.3115621610219721,127.75028078148335
2022-06-08,-0.3535982702042695,127.29855799845893
2022-06-09,-1.0748882324597364,125.93024077844257
2022-06-10,-1.1409665940417812,124.49341879936415
2022-06-13,-1.372250047418988,122.78505780085635
2022-06-14,0.793636709284895,123.75952509308063
2022-06-15,-1.191821574030405,122.28453237310372
2022-06-17,-6.876531995482072,113.8755973789416
2022-06-20,0.8110259577283729,114.79915803320307
2022-06-21,-1.0096217541815111,113.64012076008264
2022-06-22,-0.452680217535395,113.12569441421842
2022-06-23,-2.002280091762787,110.86060115629411
2022-06-24,-0.6225091521878556,110.1704837679257
2022-06-27,6.340422227107778,117.15575760845942
2022-06-28,1.3743524183373437,118.76589059637273
2022-06-29,-1.3122530986832135,117.20738151684311
2022-06-30,-1.0536030740174618,115.97248094220627
2022-07-01,1.7597695808625025,118.01332938399878
2022-07-04,2.208464509175889,120.61961187954124
