,ITAU ACOES PETROBRAS - FUNDO DE INVESTIMENTO,Close
2022-04-27,0.2739245515425148,114.32486818711493
2022-04-28,0.6599846402987941,115.07939475719174
2022-04-29,0.0242796884503126,115.1073356757093
2022-05-02,-1.649527300352105,113.20860874903053
2022-05-03,0.6105252158699948,113.89977585197897
2022-05-04,4.324781391371779,118.82569216283953
2022-05-05,-0.6143979374198416,118.09562956106619
2022-05-06,3.4725840299161703,122.19659953323273
2022-05-09,-3.697803871498429,117.67800894485342
2022-05-10,1.1502322860891478,119.031579397364
2022-05-11,4.637162219949564,124.55126682698783
2022-05-12,0.4237689170348391,125.07907638157373
2022-05-13,0.1228783856348725,125.23277153139841
2022-05-16,2.592195785626794,128.47905015725897
2022-05-17,0.072029574840271,128.57159307084606
2022-05-18,-2.252841880353862,125.6750783759079
2022-05-19,0.8413916786280673,126.73249802747209
2022-05-20,1.395574875165173,128.5011449286127
2022-05-23,3.683346493581308,133.23428734455257
2022-05-24,-2.418620497721613,130.0118555608439
2022-05-25,1.831750014717448,132.3933477442141
2022-05-26,0.2801892505275738,132.764299673007
2022-05-27,-3.774161614774629,127.75356043662401
2022-05-30,-1.949121490430239,125.26348833536399
2022-05-31,0.6768417378178571,126.11132390666434
2022-06-01,-0.0839582635185021,126.00544302901211
2022-06-02,-0.8405921164029162,124.94625120867167
2022-06-03,2.287224492536,127.80405246882196
2022-06-06,-0.0562181622127844,127.73220337929052
2022-06-07,0.3168226970204912,128.1368879910005
2022-06-08,-0.3482471368256856,127.6906549473543
2022-06-09,-1.0690936636359782,126.32552224625685
2022-06-10,-1.134056499742686,124.89291945038929
2022-06-13,-1.3648553152250331,123.18831180093093
2022-06-14,0.7978082372887441,124.1711182998557
2022-06-15,-1.1806800043651866,122.70505473489267
2022-06-17,-6.488391773705282,114.74347005755332
2022-06-20,0.7679621264645498,115.62465645018652
2022-06-21,-1.0176710793036614,114.44797776094876
2022-06-22,-0.4418172802073794,113.942326818353
2022-06-23,-1.997092162161296,111.66679354007945
2022-06-24,-0.6174367128534031,110.9773217606968
2022-06-27,6.34306968470375,118.0166906141957
2022-06-28,1.373656797701095,119.63783490723947
2022-06-29,-1.3010086286857292,118.0813363519235
2022-06-30,-1.042759041830199,116.85003254039988
2022-07-01,1.7582925927277726,118.90459800715772
2022-07-04,2.243938538339041,121.57274410569744
2022-07-05,-4.041838178057578,116.65897052032112
2022-07-06,-1.4266404910897037,114.99466641038981
2022-07-07,2.7909603840197583,118.20412199363946
2022-07-08,0.8520009357926073,119.21122221917071
2022-07-11,-0.0637225629392279,119.13525777306147
2022-07-12,-1.8512661839234057,116.9297470327788
2022-07-13,0.3982083752355869,117.39537107860512
2022-07-14,-3.01575315414645,113.85501647248016
2022-07-15,1.8669305505764289,115.98061055836871
2022-07-18,3.139268369600656,119.6215531804973
2022-07-19,1.05260649663248,120.88069742064789
2022-07-20,0.8009070835643506,121.84883948895185
2022-07-21,-1.0892791651223477,120.52156546745533
2022-07-22,1.0745584751270745,121.8166401635417
2022-07-25,4.314913085061356,127.07292230974048
2022-07-26,1.4363864019030892,128.89818048629846
2022-07-27,0.6473065609713169,129.73254686555893
2022-07-28,2.1120009541524265,132.4724994932058
2022-07-29,6.412479757625489,140.96727170762813
2022-08-01,-1.246840301683927,139.20963495179313
2022-08-02,0.0512248960705896,139.28094494261742
2022-08-03,-0.5501178979278265,138.51473553608508
2022-08-04,1.5370394369743856,140.6437616472955
2022-08-05,1.7304571496942645,143.07754167632007
2022-08-08,4.816238694403863,149.9684976015368
2022-08-09,1.317814298368436,151.94480390597818
2022-08-10,-0.3541042262175886,151.40676093382908
2022-08-11,-1.89009928073407,148.54502283443603
2022-08-12,6.796629589807224,158.6410778105872
2022-08-15,-0.2911365603352922,158.17921563337063
2022-08-16,0.9593355599673004,159.6966850974189
2022-08-17,2.78407970196366,164.14276809192498
2022-08-18,1.108994440071842,165.96310226384443
2022-08-19,-3.4373794262815727,160.2583207314084
2022-08-22,1.3234203062466587,162.37921189041774
2022-08-23,3.148415543917493,167.49158423766636
2022-08-24,0.5626142589526095,168.4339157731331
2022-08-25,-0.8577626710334574,166.98915251827123
2022-08-26,0.8362038293914242,168.3855222062973
2022-08-29,1.81827356344586,171.44723164124468
2022-08-30,-4.772443033932728,163.2650101779116
2022-08-31,2.4538951937905784,167.27136241580905
2022-09-01,1.6430105879865486,170.01964861097014
2022-09-02,-1.338424195630894,167.74406449663428
2022-09-05,-0.1963000763944067,167.4147827698803
2022-09-06,-3.240602844580942,161.98953455719055
2022-09-08,-0.922327630220776,160.49546032190355
2022-09-09,-0.157831599224445,160.24214777019486
2022-09-12,-0.5449668636954175,159.36888116317346
2022-09-13,-2.6234243869103224,155.18795906959264
2022-09-14,1.115816865727326,156.91957249046916
2022-09-15,-0.2138371208898482,156.5840201945429
2022-09-16,-0.5046193033561575,155.7938670026701
2022-09-19,1.0844510051824183,157.48337515939312
2022-09-20,-0.2349485836069531,157.1133702000397
2022-09-21,-0.1989430433153804,156.80080407990837
2022-09-22,2.045949505732625,160.00886935596606
2022-09-23,-7.058136880760868,148.71522433546414
2022-09-26,-0.7925610417266027,147.53656540426493
2022-09-27,0.700857359168916,148.57058628036577
2022-09-28,-0.7020828530385659,147.52749766943245
2022-09-29,0.0886502223912621,147.65828112420468
2022-09-30,1.2505949169895336,149.5048880824581
2022-10-03,8.845453704870131,162.72927374430984
2022-10-04,-1.9728844161130743,159.51881326215437
2022-10-05,3.5344116476647924,165.1568647783086
2022-10-06,2.948864409251195,170.02711678319127
2022-10-07,-0.5079437070458659,169.16347474321952
2022-10-10,-0.9102078379344292,167.6237355371845
2022-10-11,-0.9726687229218212,165.9933118894211
2022-10-13,3.123707035253065,171.17845665096053
2022-10-14,-1.954385522706148,167.83296967618233
2022-10-17,-0.6485822603808589,166.74443480779223
2022-10-18,2.243298492910095,170.4850102008469
2022-10-19,3.702835602848964,176.79778985608453
2022-10-20,2.6770104608689227,181.53068518511697
2022-10-21,3.4023645411476178,187.7070208491577
2022-10-24,-9.883479482201896,169.15503595687875
2022-10-25,-1.4972179259136298,166.62241643594672
2022-10-26,-1.8168137305796803,163.5951974959148
2022-10-27,0.3002023074228477,164.0863140536305
2022-10-28,-1.5156798018776674,161.59929093387407
2022-10-31,-7.038363010743886,150.22534621515987
2022-11-01,0.327255154864825,150.71696640456253
2022-11-03,0.2663139241957823,151.11834667222337
2022-11-04,-5.228063860579979,143.21778300314688
2022-11-07,-3.405431462905395,138.34059956028213
2022-11-08,-0.0030482943660703,138.33638253157974
2022-11-09,-1.8617775400106007,135.76086683194364
2022-11-10,-1.2322977893993614,134.0878886711042
2022-11-11,3.396672002512169,138.64241444435527
2022-11-14,2.7623903666319505,142.47225914503207
2022-11-16,-1.109880813583175,140.89098687610286
2022-11-17,-0.7670663815843137,139.8102594810939
2022-11-18,-1.835736005344657,137.24371220863367
2022-11-21,-0.3578478337668112,136.75258855751392
2022-11-22,0.4288311668573907,137.3390262787328
2022-11-23,0.0406407657335794,137.39484191066353
2022-11-24,3.451429435236708,142.1369279268651
2022-11-25,-1.987967701806692,139.31129170733877
2022-11-28,2.207163156556402,142.38611921082597
2022-11-29,3.833475206941439,147.84445578889907
2022-11-30,3.082731800082384,152.4021038421622
2022-12-01,-3.358888344263722,147.28308733979512
2022-12-02,1.170039565720482,149.00635773528538
2022-12-05,-1.2003852236385004,147.2177074347491
2022-12-06,-0.1451017693111733,147.00409193652192
2022-12-07,-1.3377345313067446,145.03756743625314
2022-12-08,-1.91388180705836,142.26171981969068
2022-12-09,-0.1808390622014433,142.0044550596971
2022-12-12,-2.397631050545224,138.59971215202827
2022-12-13,-1.1952188856218515,136.9431422169697
2022-12-14,-8.667232245119994,125.07396203725997
2022-12-15,2.2362164265677498,127.87088652169629
2022-12-16,0.2536843757195761,128.19527498189595
2022-12-19,2.0049131472329007,130.76547890413934
2022-12-20,2.1343836175052866,133.55651586322162
2022-12-21,2.385988564659214,136.74315905907537
2022-12-22,1.0935558902134268,138.2385219294298
2022-12-23,4.825545284968391,144.9092844064054
2022-12-26,-0.2928652278149979,144.48489550050348
2022-12-27,0.6357254511326405,145.40342275424257
2022-12-28,-0.5203634160330539,144.6467965365696
2022-12-29,-1.5159869448397645,142.45396998494627
2022-12-30,-0.0031005287181251,142.44955315869677
2023-01-02,-6.279060784878698,133.5050591280741
2023-01-03,-1.3202830743642369,131.74241442898617
2023-01-04,1.5692419542122416,133.809771667698
2023-01-05,3.047050122327999,137.8870224789854
2023-01-06,-0.5822497461837384,137.08417564058118
2023-01-09,0.6320266095624083,137.9505841081289
2023-01-10,0.5610792850074153,138.72459625910636
2023-01-11,1.2133740324699938,140.4078444867632
2023-01-12,0.5168263168774168,141.13350917803112
2023-01-13,-0.1975051520515469,140.85476322613337
2023-01-16,-2.297548978986818,137.61855605177703
2023-01-17,6.620378881883382,146.72942587418171
2023-01-18,-1.20003626724281,144.96861954897437
2023-01-19,3.305101726345572,149.75997989634686
2023-01-20,1.1255199233139337,151.44555830723118
2023-01-23,2.31883988505992,154.95733831741094
2023-01-24,-0.7445653952728004,153.8035795988637
2023-01-25,0.4364686382140492,154.47488398826331
2023-01-26,-2.77983966805494,150.18072988597572
2023-01-27,-2.251862229929369,146.79886675304118
2023-01-30,0.3199924658576769,147.26861206661536
2023-01-31,1.6268558637813737,149.66446011753052
2023-02-01,-1.9555784268108112,146.73765422286922
2023-02-02,-4.724117932700366,139.8055943857028
2023-02-03,1.2069060708610468,141.49291659174722
2023-02-06,3.628524648912168,146.6270219467435
2023-02-07,-0.5081419625563743,145.88194851978534
2023-02-08,2.0233663145039937,148.83367472507675
2023-02-09,0.0091642121731405,148.84731415881365
2023-02-10,2.734849284643759,152.9180638652974
2023-02-13,0.506186099209005,153.6921138477631
2023-02-14,-0.5854597047823207,152.79230845175627
2023-02-15,0.43996639253292,153.46454325931924
2023-02-16,-0.0902749841420802,153.32600316722818
2023-02-17,-1.5125009296080516,151.00694594399297
2023-02-22,-2.47601964284615,147.26798430035765
2023-02-23,3.726721203184691,152.75625149678177
2023-02-24,-1.489103456504126,150.48155287571706
2023-02-27,1.660400202351009,152.9801488841664
2023-02-28,-4.374453223099994,146.28810383059982
2023-03-01,0.007073777013189,146.2984519248616
2023-03-02,-2.7358970293830054,142.295876924616
2023-03-03,3.6460820884331113,147.48410140574325
2023-03-06,1.4865105063516235,149.6764680683379
2023-03-07,-3.016262269985659,145.16183323494548
2023-03-08,1.5452619732238215,147.40496384355967
2023-03-09,-1.2357289851728237,145.58343797976127
2023-03-10,-0.6931472926302917,144.57433032088645
2023-03-13,-3.1590027755377004,140.0072232133346
2023-03-14,-1.7744501371329102,137.52286484902962
2023-03-15,-2.4340059467401254,134.17555014047684
2023-03-16,-0.37380645408569,133.67399327424675
2023-03-17,0.4235591406237082,134.24018169139654
2023-03-20,-2.3430113111564843,131.0949190502501
2023-03-21,2.215065736832589,133.9987576848606
2023-03-22,-0.867428131240211,132.83641476518972
2023-03-23,-1.947011471797444,130.25007453098704
2023-03-24,0.3557610121267984,130.71345351443438
2023-03-27,1.5209019211351205,132.70147694011746
2023-03-28,1.727866997143268,134.99438196488742
2023-03-29,1.0582135320650332,136.4229107823674
2023-03-30,1.1212854264759151,137.95260099934433
2023-03-31,-2.173250500413204,134.95454540779303
2023-04-03,4.75148066208444,141.3668845354483
2023-04-04,-1.401628386150222,139.38544615318324
2023-04-05,0.1476988372388188,139.59131683643162
2023-04-06,-1.1644780779134778,137.96580655320062
2023-04-10,2.655749154555309,141.62983229431265
2023-04-11,4.382897158057353,147.83732218890148
2023-04-12,0.0686498233654075,147.9388122494523
2023-04-13,1.1700862251402988,149.66982391321932
2023-04-14,1.4950889916301555,151.9075209743381
2023-04-17,0.402016708863484,152.51821459067523
2023-04-18,2.5683706595354128,156.4354476646694
2023-04-19,-3.1868768992415863,151.4500425208189
2023-04-20,0.3025120916081203,151.90819721219
2023-04-24,1.5405164324966858,154.24836795255325
2023-04-25,-0.5276896964736655,153.43441520788883
2023-04-26,-1.425675549894423,151.24693826514647
2023-04-27,-2.65689276115385,147.22846931091297
2023-04-28,2.174999946600975,150.43068843980677
2023-05-02,-4.024452948138835,144.37667616398542
2023-05-03,-0.4931178975736916,143.6647289338988
2023-05-04,1.3095036618999245,145.54602382014681
2023-05-05,3.772634114750284,151.03694276744824
2023-05-08,1.4814974088912305,153.27455116101652
2023-05-09,0.6954302208235008,154.3404687106218
2023-05-10,0.1644911923948999,154.59434518795177
2023-05-11,2.170940160482271,157.9504959134716
2023-05-12,3.186691094286509,162.98389030012757
2023-05-15,-1.808763249465484,160.03589758982972
2023-05-16,2.032848967189405,163.28918568111686
2023-05-17,-0.5601285990884497,162.3745562528983
2023-05-18,0.4408880289005212,163.09044623339767
2023-05-19,0.4362351085787308,163.80190401860548
2023-05-22,-1.3963443165565526,161.51466544143025
2023-05-23,1.9847840755256247,164.72038280075026
2023-05-24,1.0395747320662174,166.43277427890962
2023-05-25,-0.7050573221213052,165.25932781744655
2023-05-26,1.5819014932808129,167.87356759197658
2023-05-29,-0.603127238627188,166.86107637937414
2023-05-30,-0.894309691349271,165.36882160222368
2023-05-31,-1.1607179981264817,163.44935592659698
2023-06-01,2.773204252882455,167.98214041646236
2023-06-02,1.14316306837543,169.90245020716992
2023-06-05,0.5966619063936696,170.91619340558557
2023-06-06,1.934195757618018,174.2220471675186
2023-06-07,2.9684066433306238,179.39366598978586
2023-06-09,4.606063282067319,187.65665176929588
2023-06-12,1.2203126773051798,189.94664968064302
2023-06-13,0.0374711616484058,190.0178248967906
2023-06-14,3.8971332401003256,197.42307271295905
2023-06-15,-1.3082519343974308,194.84028154524492
2023-06-16,0.5469474797245244,195.9059555546448
2023-06-19,2.2576863135855607,200.32889750070103
2023-06-20,0.2469285145966226,200.8235666716073
2023-06-21,3.7320867016254144,208.3184762970882
2023-06-22,-1.551355245808217,205.08671668706558
2023-06-23,-3.1758182242044186,198.57353536309526
2023-06-26,1.8156914458590023,202.17901805842277
2023-06-27,-0.8142104679827455,200.53285532932637
2023-06-28,0.6790400052257395,201.89455364063394
2023-06-29,1.026578637376896,203.96715999833614
2023-06-30,-4.800579698609663,194.17555392362533
2023-07-03,1.6015807935045645,197.2854323009472
2023-07-04,0.2188319130536298,197.7171557866275
2023-07-05,-0.0302702181426472,197.65730637226545
2023-07-06,-1.1907261204855524,195.30374919624273
2023-07-07,-0.5058472153321225,194.3158106194943
2023-07-10,-0.0025644420404646,194.3108275031555
2023-07-11,-0.7329935227651463,192.88654172352602
2023-07-12,-0.2859336521370936,192.335014190295
2023-07-13,1.3592429228085123,194.94931425875933
2023-07-14,-1.9622527697120475,191.12391594018217
2023-07-17,0.0264339435489313,191.1744375282303
2023-07-18,-0.8019722745257751,189.6412715432733
2023-07-19,0.5159827097503067,190.6197877149872
2023-07-20,0.7126778985224513,191.97829281224233
2023-07-21,1.7021223530705676,195.24599824724277
2023-07-24,1.9246764475581823,199.0038519903073
2023-07-25,1.6690498221075378,202.32532542793868
2023-07-26,-0.406966566429312,201.50192899802767
2023-07-27,-5.252625968878433,190.91778634768627
2023-07-28,1.5695248689974184,193.91428848375256
2023-07-31,4.8895936681895735,203.395909255169
2023-08-01,-1.959377215661684,199.41061615163528
2023-08-02,-0.6592909942658598,198.0959199177375
2023-08-03,1.3177513711033928,200.70633161855335
2023-08-04,-3.911589097922119,192.8555246321226
2023-08-07,0.6187771009114051,194.04887045638873
2023-08-08,-0.0595391255204691,193.93333545583664
2023-08-09,1.065438297505028,195.99957548341203
2023-08-10,-0.0306802452890053,195.93944233288832
2023-08-11,0.052797632542223,196.04289371965652
2023-08-14,0.4416655882649278,196.90874771945502
2023-08-15,-0.1963417925273214,196.52213355453955
2023-08-16,2.740080307420323,201.90699783578975
2023-08-17,-0.7040782181536698,200.48541464309994
2023-08-18,0.5397370474291785,201.56750870062075
2023-08-21,-0.9576659567641976,199.63716528989718
2023-08-22,1.3987636466053166,202.42961738308563
2023-08-23,5.278040933336947,213.11393544976227
2023-08-24,-0.2391312729264627,212.60431338313757
2023-08-25,-0.7400584686822698,211.03091715716187
2023-08-28,0.9516267330299976,213.0391437797878
2023-08-29,0.3381872103375816,213.75961491706371
2023-08-30,-0.0814557158490103,213.58549549253692
2023-08-31,-2.5165919489422595,208.2104201088633
2023-09-01,3.085994742297271,214.63578272633788
2023-09-04,-1.2786378598800052,211.89136834754913
2023-09-05,4.267807632748943,220.93448433902202
2023-09-06,0.4525553218152511,221.93433510562335
2023-09-08,-0.7330128495720123,220.30752791168692
2023-09-11,-0.6366651901320908,218.90490657023267
2023-09-12,1.0189607992033831,221.13546175571614
2023-09-13,-1.2164664529698666,218.44542304783783
2023-09-14,2.736519649454761,224.42322497287648
2023-09-15,-1.3738839916389578,221.33991021145425
2023-09-18,1.1592745462223109,223.90584745116695
2023-09-19,-0.0035276012170237,223.89794894576727
2023-09-20,0.1217516813261321,224.17054846306345
2023-09-21,-1.3657029200401571,221.10904473683337
2023-09-22,0.6981092296013625,222.6526273856246
2023-09-25,0.615279034305094,224.0225623212578
2023-09-26,-2.6378477951023327,218.11318810053476
2023-09-27,3.5432706363149213,225.84152864843134
2023-09-28,-0.4850356487415941,224.74611672482348
2023-09-29,0.9656564792174692,226.91639216276639
2023-10-02,-1.8207328796175148,222.78485080141706
2023-10-03,-1.1345240611964624,220.25730306437436
2023-10-04,-2.8882734068721327,213.89566995327226
2023-10-05,-0.3773950844876417,213.0884382089367
2023-10-06,2.3877568105131086,218.17647190468662
2023-10-09,3.9064113080837126,226.69934227474937
2023-10-10,0.9816800080014508,228.92480439613138
2023-10-11,-0.3283486369828448,228.17313292118104
2023-10-13,3.0071548708807683,235.0346524018616
2023-10-16,0.9465833507393828,237.2594512899658
2023-10-17,2.1678477698037657,242.40287501340396
2023-10-18,2.2396040749171897,247.8317396799206
2023-10-19,-0.6957758211549203,246.1073863580801
2023-10-20,-1.049112081479986,243.52544403438287
2023-10-23,-5.782579617908301,229.44339134322996
2023-10-24,1.4682053467659495,232.8120914827324
2023-10-25,0.2672928823185039,233.43438163244258
2023-10-26,-0.7137555092777359,231.7682308729926
2023-10-27,-0.6942118631949157,230.1592683191553
2023-10-30,-0.7735151167379439,228.37895158613318
2023-10-31,-0.8295600898868383,226.48441095007263
2023-11-01,1.1084438980911937,228.99486358337649
2023-11-03,0.7962834396193941,230.81831175966994
2023-11-06,-0.2506444572090704,230.23977845502077
2023-11-07,-2.1149962856691795,225.37021569256413
2023-11-08,-2.2616686167100557,220.27308825283365
2023-11-09,2.022241767635036,224.72754264634204
2023-11-10,-0.3084894851831943,224.0342818069675
2023-11-13,2.141406342294294,228.83176612649538
2023-11-14,1.0963036938004933,231.34045723112905
2023-11-16,-1.9314156715258712,226.8723113855874
2023-11-17,4.025244573829423,236.00447678915717
2023-11-20,-0.3176051487157605,235.25491441967512
2023-11-21,-0.9495520255893952,233.02104661450448
2023-11-22,0.1000064413249957,233.2540826707619
2023-11-23,0.4204675331557883,234.2348403581528
2023-11-24,-0.2746130060445995,233.5916010218415
2023-11-27,-0.623590634408322,232.13494567510486
2023-11-28,0.8715633732528039,234.15814883812936
2023-11-29,-1.240993516801836,231.25226139198497
2023-11-30,0.8745680338113848,233.2747197475852
2023-12-01,-1.2460110165438465,230.36809104071853
2023-12-04,-1.8403543888318552,226.1285017667825
2023-12-05,-0.6951694946242148,224.55652540384907
2023-12-06,-2.22297179395351,219.56469718263946
2023-12-07,0.2879321124021894,220.1968944533269
2023-12-08,3.1820309278818293,227.20362773706708
2023-12-11,-0.2835177710349468,226.5594650759964
2023-12-12,-1.435380852214985,223.30747389541486
2023-12-13,1.2426970640039503,226.08250931721457
2023-12-14,2.1756137773892625,231.00119153818724
2023-12-15,-0.7303589069411309,229.31405376064794
2023-12-18,1.9135854753145944,233.7021741862668
2023-12-19,0.6262261074096109,235.1656782146051
2023-12-20,0.1727887089665758,235.57201795392461
2023-12-21,-0.00301415147127,235.56491745647955
2023-12-22,1.270699371921924,238.55823938306744
2023-12-26,1.5360943845189825,242.2227191020381
2023-12-27,-0.1487317829800161,241.86245693313495
2023-12-28,-0.3919457453073649,240.91448732368968
2023-12-29,-0.0025316639563732,240.90838817844843
