,FUNDO DE INVESTIMENTO EM ACOES CAIXA SEGURIDADE,Close
2022-01-04,-0.7430822939267667,99.25691770607324
2022-01-05,-1.995397147015032,97.27634800195119
2022-01-06,0.6347127177128487,97.89377335404619
2022-01-07,1.136564417598862,99.00639914903316
2022-01-10,-1.0026229900640171,98.0137382295304
2022-01-11,-0.5059198827522815,97.51786723999844
2022-01-12,0.7607021370245937,98.25968774007391
2022-01-13,2.013846681690024,100.23848720106638
2022-01-14,1.2341464655209131,101.47557694794997
2022-01-17,-0.366275247840464,101.10389702698633
2022-01-18,-3.4289544679673045,97.63709043259043
2022-01-19,0.2524057531589685,97.8835320660593
2022-01-20,3.7902633054820223,101.59357566406888
2022-01-21,1.3395710587865262,102.95449380125113
2022-01-24,-1.0791720611148636,101.84343766848579
2022-01-25,-1.6982596628316915,100.11387164732076
2022-01-26,-0.000658135529552,100.11321276236144
2022-01-27,0.9876070050962582,101.10193786462945
2022-01-28,3.792852611004305,104.936585354704
2022-01-31,6.242710587284761,111.4874726785772
2022-02-01,0.7756150559402819,112.35218630215955
2022-02-02,-2.754105309186372,109.25788877422481
2022-02-03,0.2261562292589891,109.50498229564458
2022-02-04,0.6764532008121105,110.24573225343221
2022-02-07,0.6721048061481882,110.98669911848079
2022-02-08,-0.3343090041170726,110.61566058995538
2022-02-09,1.4530009980289416,112.22290724230373
2022-02-10,0.2188519247042109,112.46850923476254
2022-02-11,2.0897133674971258,114.8187787064661
2022-02-14,1.184489771260644,116.17879539573059
2022-02-15,-0.0004577191886956,116.17826362309087
2022-02-16,-2.235737603043131,113.58082249670684
2022-02-17,-4.028850489311142,109.00482097378465
2022-02-18,-1.2497730485893754,107.64250809959118
2022-02-21,-2.873569861823033,104.54932542833092
2022-02-22,0.2361709142488566,104.79624052603602
2022-02-23,-0.7087963407359732,104.0534486079586
2022-02-24,-2.023193636109555,101.94824585756986
2022-02-25,1.090071910397583,103.05955504880629
2022-03-02,0.239290664402958,103.3061669428133
2022-03-03,2.154842703026616,105.53225234295701
2022-03-04,-2.932362225841023,102.4376644391729
2022-03-07,-4.468759114809062,97.85997197254984
2022-03-08,1.8942693285828984,99.71370340658568
2022-03-09,-1.2397844062092434,98.4774684608971
2022-03-10,0.7533369392947353,99.21933560769536
2022-03-11,-2.8682872632743384,96.3734400417544
2022-03-14,-1.669039496607061,94.7649292632186
2022-03-15,1.303141028939181,95.9998499374928
2022-03-16,-1.9339615725397772,94.14324973000583
2022-03-17,4.055709297490995,97.96142626226585
2022-03-18,4.772445959176341,102.63658239147087
