,BB ACOES CIELO FUNDO DE INVESTIMENTO,Close
2022-01-04,-3.0616630172332626,96.93833698276674
2022-01-05,-0.4566482459890331,96.495669767244
2022-01-06,-2.257748681736882,94.31704005514086
2022-01-07,-0.4660653736517695,93.87746098999058
2022-01-10,-1.8540633739041248,92.13691336942404
2022-01-11,3.313404367162032,95.18978188077483
2022-01-12,-2.299646465696892,93.00075342604902
2022-01-13,-0.475237664241257,92.55877881774029
2022-01-14,-0.0059930204639124,92.5532317511846
2022-01-17,4.721913615128304,96.92351540248504
2022-01-18,-3.159108125203902,93.86159675217188
2022-01-19,1.3893158187344268,95.16563076356653
2022-01-20,2.7670178834663828,97.798880785708
2022-01-21,-3.140342391982698,94.72766107350978
2022-01-24,-0.9241324543495576,93.85225201428322
2022-01-25,6.040849011170368,99.52172485204918
2022-01-26,0.489165997840546,100.00855129048982
2022-01-27,-1.7364413157459624,98.27196148660276
2022-01-28,5.764883723252234,103.93722579886463
2022-01-31,0.8296552039824823,104.79954640157993
2022-02-01,-0.0129456339594935,104.78597943591157
2022-02-02,1.26121343543395,106.10755428700834
2022-02-03,-5.752085607992652,100.00415692787234
2022-02-04,6.100177878759561,106.1045883866264
2022-02-07,0.4002984329244397,106.529323391199
2022-02-08,-0.8204143739559244,105.65534150961962
2022-02-09,-0.4162862920135235,105.215512806135
2022-02-10,2.883942220165858,108.24986740211514
2022-02-11,-2.4138688543900777,105.63685756797693
2022-02-14,2.5172843468892925,108.29603764808135
2022-02-15,-0.4230097785481446,107.83793481904979
2022-02-16,5.0070964024941045,113.23748417389837
2022-02-17,1.1765628365770109,114.56979432976323
2022-02-18,12.163041017856523,128.50496540816619
2022-02-21,-5.924455615662339,120.89174576863714
2022-02-22,-1.860468776873958,118.6425925847938
2022-02-23,-0.3864656164545343,118.18407975798334
2022-02-24,1.899755391540903,120.42928818512863
2022-02-25,-3.0064112000296017,116.80868857701499
2022-03-02,-3.858637052230829,112.30146523935737
2022-03-03,5.199203384125095,118.1402468205041
2022-03-04,-4.961673682673496,112.27851328536563
2022-03-07,-7.248645214539118,104.13984220515032
2022-03-08,6.059782073834064,110.4504896948171
2022-03-09,3.655201316518286,114.48767744824295
2022-03-10,-0.3988281333553445,114.03106838135423
2022-03-11,-0.8202274494260808,113.09575425761653
2022-03-14,-1.9968206399759487,110.83743489366397
2022-03-15,5.2794974774381,116.68909447293206
2022-03-16,-3.097486436281016,113.07466559901384
2022-03-17,0.3867969511899494,113.51203495811906
2022-03-18,7.138139280343481,121.61468211338178
2022-03-21,0.732095620514106,122.50501787503599
2022-03-22,-0.3773142805099438,122.04278894825222
2022-03-23,0.7463551901870424,122.95366163781652
2022-03-24,4.387220530975333,128.34790992477676
2022-03-25,2.09885953187241,131.04175226619196
2022-03-28,-1.0462744231514387,129.67069592858132
2022-03-29,2.42300456365383,132.81262280865252
2022-03-30,1.688292252452439,135.0548880298099
2022-03-31,4.307028075942521,140.87173997518653
2022-04-01,7.657607473172767,151.65914486311493
2022-04-04,-0.2966790979292977,151.20920388020775
2022-04-05,-2.9595810488588503,146.73404493803878
2022-04-06,-0.2996710910963318,146.29432542456317
2022-04-07,1.830611293155493,148.97240586703086
2022-04-08,3.614939810006024,154.3576686726419
2022-04-11,1.445769867885094,156.58932533508087
2022-04-12,3.928830846792475,162.74145505162974
2022-04-13,-0.5293871149158247,161.8799227579599
2022-04-14,-0.2848641605638913,161.41878487487395
2022-04-18,1.938564268552456,164.54799176118982
2022-04-19,-2.191614215819193,160.9417345819066
2022-04-20,-1.3874474108358958,158.70875265249555
2022-04-22,-2.2731281371805467,155.1010993397834
2022-04-25,1.9761962277302203,158.16620141410428
2022-04-26,-3.6422883686664687,152.40533225683677
2022-04-27,1.7501354509149136,155.07263200574835
2022-04-28,4.902974214718703,162.6758031670758
2022-04-29,-5.835689468568139,153.1825484537461
2022-05-02,-2.318645477269443,149.63078822205725
2022-05-03,2.982313989685559,154.09324815208043
2022-05-04,-0.0366540540620241,154.03676672959685
2022-05-05,-8.706863569034361,140.62499560429913
2022-05-06,-0.327044098236029,140.1650898555306
2022-05-09,-0.9929661871954988,138.773297907013
2022-05-10,0.9624319001307002,140.10889639493348
2022-05-11,-0.8253422092761697,138.95251853403508
2022-05-12,3.832061723836389,144.2772648110845
2022-05-13,2.159609221554426,147.3930899265512
2022-05-16,2.1104254274377343,150.5037111746473
2022-05-17,1.7677176895078084,153.16419190044726
2022-05-18,0.0093162815132608,153.1784611077422
2022-05-19,2.034279735501588,156.29453950121018
2022-05-20,2.849243198432827,160.74775103747032
2022-05-23,2.501027268835676,164.76809612495754
2022-05-24,0.2670052046036764,165.20803551713757
2022-05-25,-0.5431284287798155,164.31074370961534
2022-05-26,11.176099658919924,182.67427617691445
2022-05-27,-1.239922560551976,180.40925661427187
2022-05-30,-1.4883329666320777,177.7241661732258
2022-05-31,0.4822902249777216,178.58131245410243
2022-06-01,0.7489541693100232,179.918804639336
2022-06-02,-0.7551190582191336,178.56020345618433
2022-06-03,-0.0049989729036248,178.5512772799969
2022-06-06,0.507457567729408,179.45734924883175
2022-06-07,-4.244437369721677,171.8403944546024
2022-06-08,-0.7906835892934172,170.4816806558728
2022-06-09,-0.2655006994066511,170.02905060137124
2022-06-10,0.5179513339542918,170.90971833707087
2022-06-13,1.309181773339274,173.14723721840528
2022-06-14,-1.302604861770018,170.89181288837787
2022-06-15,4.256939458110498,178.1665739019036
2022-06-17,-2.2742539279469343,174.11461359665108
2022-06-20,-1.3536313439965642,171.75774361252832
2022-06-21,2.614331045379603,176.24805962663416
2022-06-22,1.0168987361285131,178.04032391742842
2022-06-23,0.2459706098088432,178.47825078787378
2022-06-24,-2.2656345207835105,174.43458592593313
2022-06-27,-0.0053549495783955,174.42524504180952
2022-06-28,-0.2654135851400951,173.96229674555465
2022-06-29,-1.8081823974985256,170.81674111751738
2022-06-30,-0.8053702352006753,169.4410339278171
2022-07-01,4.706861335990231,177.41638844106762
2022-07-04,-1.5076408568711286,174.7415864821449
2022-07-05,-0.5036147311897166,173.8615621111062
2022-07-06,-1.0360739423960763,172.06022777023026
2022-07-07,2.3225666413382973,176.05644122343233
2022-07-08,5.097744579009644,185.03134891189714
2022-07-11,-3.6716285532361392,178.23768507280994
2022-07-12,0.7530054023693111,179.5798244704662
2022-07-13,-2.484859790386096,175.11751762055366
2022-07-14,6.350711895238681,186.23872664272886
2022-07-15,-1.6450417835378484,183.17502177232714
2022-07-18,2.9267808097151127,188.5361531577511
2022-07-19,-0.7180180451051954,187.18242955653128
2022-07-20,-1.2011915194867997,184.93401008672888
2022-07-21,0.4786566335528652,185.81920899370434
2022-07-22,-0.96586655820583,184.02444339531155
2022-07-25,0.4799351272257945,184.9076413418474
2022-07-26,0.969519715185818,186.7003573795417
2022-07-27,3.827534068150485,193.84637716360237
2022-07-28,-0.464958100580648,192.94507273029808
2022-07-29,3.489480100728559,199.6778526485581
2022-08-01,-1.7715853675914328,196.14038902871545
2022-08-02,1.5991035546355503,199.27687696174962
2022-08-03,9.63241619578341,218.47205513266456
2022-08-04,2.045128268749452,222.94008889150058
2022-08-05,0.0004950547426219,222.94119256698383
2022-08-08,2.1753855740463512,227.79102310869288
2022-08-09,1.6836646702135472,231.62626008669193
2022-08-10,1.5521890191503296,235.22153746122615
2022-08-11,-0.5083904531950512,234.02569362091467
2022-08-12,3.0717787880496727,241.21444523614804
2022-08-15,-1.5004063434516657,237.59524839850312
2022-08-16,0.5645298356979467,238.93654446391332
2022-08-17,3.755253672591041,247.90921782505654
2022-08-18,3.0766781504657503,255.5365865628706
2022-08-19,-2.1057319489716786,250.1556710183046
2022-08-22,1.969338234716278,255.08208229397914
2022-08-23,-1.0593371731362544,252.379902974229
2022-08-24,4.737797470915628,264.33715163444134
2022-08-25,-0.0038659394980045,264.3269325200884
2022-08-26,2.1856878971060034,270.10429429297153
2022-08-29,-1.8488955830224807,265.11034792623474
2022-08-30,-2.9973873562237907,257.1639638774529
2022-08-31,-2.2571828052035614,251.35930310363113
2022-09-01,-1.282353048969331,248.13598941641365
2022-09-02,-1.797643242560587,243.67538957030862
2022-09-05,1.3874400860933944,247.05623960515132
2022-09-06,-5.2607091121366745,234.05932949614092
2022-09-08,0.9799415780106012,236.35297418308645
2022-09-09,1.7195047092242843,240.41707470455628
2022-09-12,0.1816247208350496,240.85373154532823
2022-09-13,-1.7368992008585993,236.6703450068793
2022-09-14,1.1338040136000591,239.3537228775684
2022-09-15,1.6757470216956838,243.364685760007
2022-09-16,0.1785704055575543,243.79926306635252
2022-09-19,-0.9279650798023508,241.5368910402813
2022-09-20,-0.5618582724471577,240.1797960369598
2022-09-21,-3.180673492300601,232.54046093055058
2022-09-22,1.673377759847261,236.4317412864087
2022-09-23,-0.0363043083424274,236.3459063780327
2022-09-26,-0.3839572513771871,235.4384391321611
2022-09-27,1.7109773650185511,239.46673753426538
2022-09-28,2.832820167056105,246.25039956852737
2022-09-29,-1.659994005438015,242.16265769732266
2022-09-30,1.6421125711426845,246.13924114198363
2022-10-03,7.227789673185048,263.92966779489996
2022-10-04,-4.253914154720373,252.70232629806625
2022-10-05,-2.323936338407695,246.8296851092239
2022-10-06,0.5360187579108056,248.1527385215015
2022-10-07,2.69781867754324,254.84744945016962
2022-10-10,1.2400887706053298,258.00778405297524
2022-10-11,1.781971911836289,262.6054102951505
2022-10-13,1.2009563502833664,265.7591866462778
2022-10-14,-1.5443939222183678,261.6548179199757
2022-10-17,-0.1783392110343284,261.1881847820639
2022-10-18,4.654155645811486,273.34428943029087
2022-10-19,-0.8576160169639468,271.0000450226804
2022-10-20,-0.9837369562953002,268.3341174282154
2022-10-21,-1.6847787242408985,263.81328130790524
2022-10-24,-0.8587745163907257,261.5477200771788
2022-10-25,-2.2612831963107927,255.63338543273954
2022-10-26,-3.904426154425333,245.65236867246074
2022-10-27,3.106431751008998,253.28339185000775
2022-10-28,1.1862082279367805,256.2878602841299
2022-10-31,5.473151884529726,270.3148841390917
2022-11-01,-7.706052409680741,249.48427749616553
