,BB ACOES BB FUNDO DE INVESTIMENTO,Close
2022-01-04,0.0964708640774691,100.09647086407747
2022-01-05,-1.642717851328401,98.45216826864355
2022-01-06,0.7942099284026449,99.2340851637608
2022-01-07,0.0984092571911565,99.33174068985089
2022-01-10,0.5139011411420036,99.84220763877225
2022-01-11,0.4079127706179353,100.24947675419767
2022-01-12,0.9552749517866888,101.20713489492775
2022-01-13,1.5932855581530792,102.81965355902913
2022-01-14,2.5303779471653742,105.42137939803865
2022-01-17,0.1896126380084961,105.62127165654022
2022-01-18,0.8713718174537144,106.54162565099153
2022-01-19,0.8661541328046196,107.46444034472482
2022-01-20,0.6013651975710355,108.11069408872248
2022-01-21,-0.0056613341777311,108.10457358104826
2022-01-24,0.4700951693672017,108.61276795931778
2022-01-25,2.553968399070805,111.38670373035485
2022-01-26,-0.9581813012605632,110.3194171631201
2022-01-27,1.3615169457037002,111.82143472219752
2022-01-28,0.609251786604248,112.50270881104902
2022-01-31,0.5148965532262517,113.08198138100327
2022-02-01,-0.1596972609461455,112.90139255411418
2022-02-02,-1.6484755438156085,111.04024070923235
2022-02-03,0.6750935677653169,111.78986623189151
2022-02-04,-0.1920221975442393,111.57520487412127
2022-02-07,-1.1447700322594123,110.29792536529028
2022-02-08,1.0515432160405958,111.45775571690251
2022-02-09,-0.868468717112536,110.4897799757055
2022-02-10,1.0810278545632102,111.68420527368848
2022-02-11,3.467233986656004,115.55655799666447
2022-02-14,0.4073211365330564,116.02724428203496
2022-02-15,4.706378339532669,121.4879253748813
2022-02-16,0.5590405477538862,122.16709213835188
2022-02-17,-0.0050695942532597,122.16089876246946
2022-02-18,2.016899462812005,124.62476127337602
2022-02-21,-2.125008802932038,121.97647412568375
2022-02-22,0.9231198352732894,123.10246315270493
2022-02-23,0.4952427114950142,123.71211912913954
2022-02-24,-3.157923279966679,119.80538531902033
2022-02-25,1.577254584608645,121.69502125157263
2022-03-02,1.0907090824549217,123.02235990125898
2022-03-03,-0.025831611988758,122.99058124258987
2022-03-04,-2.426656730596166,120.00602202486722
2022-03-07,-4.147436348076717,115.02884864752693
2022-03-08,0.7466102847695888,115.8876658619814
2022-03-09,5.462484703838255,122.21801188332732
2022-03-10,-1.2596174980449626,120.67853241988226
2022-03-11,-1.942827858309748,118.33395627302943
2022-03-14,0.6031137549789456,119.04764464012284
2022-03-15,-1.1118721386399244,117.72398704766225
2022-03-16,1.3122202963763208,119.26878509940511
2022-03-17,0.9082971171378018,120.35210003610828
2022-03-18,-0.2097963387307055,120.099605736647
2022-03-21,2.014683835383724,122.51923307978282
2022-03-22,1.9709626635702413,124.93404141947794
2022-03-23,-0.5113651235601258,124.29517230420457
2022-03-24,1.1242096472201537,125.69251062227735
2022-03-25,-0.062617049116731,125.61380568116495
2022-03-28,-0.9556425677837764,124.41338668306254
2022-03-29,0.4181187508905282,124.93358238140236
2022-03-30,-0.5954714009842821,124.18963862809598
2022-03-31,-0.5694934589668965,123.48238675939434
2022-04-01,-0.0618086566983699,123.40606395487927
2022-04-04,-0.9207667925395736,122.26978189800259
2022-04-05,-2.632566314151885,119.0509488073688
2022-04-06,0.4973678139581716,119.64306990894848
2022-04-07,1.8254971300235567,121.82715071640841
2022-04-08,1.762105118257784,123.97387317460986
2022-04-11,0.621202459120962,124.74400192343805
2022-04-12,-0.2035219974992674,124.49012043896295
2022-04-13,0.4758583220527468,125.08251703720524
2022-04-14,0.0790819099831807,125.18143468073329
2022-04-18,3.658737418449132,129.76149467234873
2022-04-19,-3.513010573932829,125.20295964361584
2022-04-20,-0.1477588980297817,125.01796113014576
2022-04-22,-2.0650085715706923,122.43632951680534
2022-04-25,0.7702621489045214,123.37941021958132
2022-04-26,-2.241788176177273,120.61350518944148
2022-04-27,0.4333541724623746,121.13618884673305
2022-04-28,-0.1804092403161705,120.9176479686867
2022-04-29,-2.2925716044342903,118.14552430660676
2022-05-02,-0.7226575641538835,117.2917367384958
2022-05-03,2.0398731315364405,119.68433936173683
2022-05-04,2.882888339797685,123.13470522576023
